REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X11_0EWX_0229Kronos_MM1S.No.Treatment.1_H3K27Ac_hs.dm_i20.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
3_MACS_peak_17967_lociStitched	chr22	39095792	39105936	3	8335	39797.9552	2154.5856	722	GTPBP1,JOSD1	CBY1,TOMM22,LOC646851,SUN2	GTPBP1	722	1
2_MACS_peak_29894_lociStitched	chrX	119435055	119444535	2	8333	24135.132	1008.672	723	FAM70A		FAM70A	723	1
2_MACS_peak_23659_lociStitched	chr6	30649151	30659370	2	8333	18859.1645	1915.0406	724	KIAA1949,NRM	C6orf136,TUBB,DHX16,MDC1	KIAA1949	724	1
4_MACS_peak_4908_lociStitched	chr11	65306896	65326319	4	8328	14015.6368	2915.3923	725	LTBP3	MALAT1,SCYL1,SSSCA1,FAM89B,EHBP1L1,KCNK7	LTBP3	725	1
3_MACS_peak_25284_lociStitched	chr7	25979763	25994350	3	8315	31993.6671	2631.4948	726	MIR148A		MIR148A	726	1
1_MACS_peak_14660_lociStitched	chr2	66659587	66667900	1	8314	28666.5492	1225.3362	727	MEIS1		MEIS1	727	1
3_MACS_peak_20091_lociStitched	chr3	193848168	193860380	3	8313	20528.372	2704.958	728	HES1		HES1	728	1
1_MACS_peak_4775_lociStitched	chr11	60604777	60613087	1	8311	32364.126	2246.193	729	CCDC86	ZP1,GPR44	CCDC86	729	1
2_MACS_peak_8094_lociStitched	chr14	50465329	50476784	2	8300	45262.1415	1262.341	730	C14orf182		C14orf182	730	1
2_MACS_peak_5203_lociStitched	chr11	82705150	82719885	2	8288	30844.7755	2611.042	731	RAB30	SNORA70E	SNORA70E	731	1
2_MACS_peak_5481_lociStitched	chr11	116794754	116803108	2	8283	23907.4772	1588.9308	732	SIK3		APOA1	732	1
3_MACS_peak_1798_lociStitched	chr1	157142398	157153188	3	8283	20853.833	3113.994	733		CYCSP52,ETV3	ETV3	733	1
3_MACS_peak_17476_lociStitched	chr21	43639121	43655844	3	8276	38576.6164	4143.9594	734	ABCG1		ABCG1	734	1
4_MACS_peak_11033_lociStitched	chr17	9915704	9930546	4	8236	19661.1974	2342.0676	735	GAS7		GAS7	735	1
1_MACS_peak_13886_lociStitched	chr19	55764135	55772368	1	8234	36677.1917	1929.8152	736	PPP6R1	BRSK1,PTPRH,TMEM86B,HSPBP1	PPP6R1	736	1
2_MACS_peak_15449_lociStitched	chr2	153914500	153927840	2	8230	19170.914	2347.84	737			ARL6IP6	737	1
3_MACS_peak_28440_lociStitched	chr9	92040425	92058321	3	8227	19018.0792	3287.4952	738	SEMA4D		SEMA4D	738	1
1_MACS_peak_4734_lociStitched	chr11	58339861	58348075	1	8215	64126.698	1826.7936	739	ZFP91-CNTF,ZFP91,LPXN	CNTF	LPXN	739	1
3_MACS_peak_9655_lociStitched	chr15	90721303	90736271	3	8211	37198.4736	2704.7176	740	SEMA4B	SEMA4B,C15orf58,CIB1	SEMA4B	740	1
3_MACS_peak_17935_lociStitched	chr22	38067868	38083350	3	8204	17867.7762	2266.5648	741	LGALS1,NOL12	SH3BP1,PDXP,TRIOBP	LGALS1	741	1
2_MACS_peak_4277_lociStitched	chr11	2792907	2801164	2	8200	33089.1018	1774.4293	742	KCNQ1		KCNQ1OT1	742	1
2_MACS_peak_25213_lociStitched	chr7	20476621	20489687	2	8198	18523.6682	2325.748	743			ITGB8	743	1
1_MACS_peak_16945_lociStitched	chr20	45979032	45987228	1	8197	41281.6128	1472.8212	744	ZMYND8	LOC100131496	ZMYND8	744	1
1_MACS_peak_19623_lociStitched	chr3	150315235	150323426	1	8192	35458.839	1847.0705	745	SELT		SELT	745	1
3_MACS_peak_6354_lociStitched	chr12	53763687	53776637	3	8182	25840.43	2281.79	746	SP1	AMHR2,AAAS,SP7	SP1	746	1
4_MACS_peak_14682_lociStitched	chr2	68941467	68963502	4	8179	28041.741	3818.6655	747	ARHGAP25	ARHGAP25	ARHGAP25	747	1
2_MACS_peak_20192_lociStitched	chr4	1712547	1724938	2	8178	27688.9286	1764.4784	748	TACC3,SLBP,TMEM129	FAM53A	TMEM129	748	1
2_MACS_peak_23996_lociStitched	chr6	52527726	52536490	2	8168	22292.1104	2072.686	749	LOC730101,TMEM14A		LOC730101	749	1
3_MACS_peak_17979_lociStitched	chr22	39409191	39422006	3	8163	24467.6795	2290.0405	750	APOBEC3C,APOBEC3D	APOBEC3B,APOBEC3F	APOBEC3D	750	1
1_MACS_peak_12057_lociStitched	chr17	74257552	74265711	1	8160	34628.4278	1591.8209	751	FAM100B	RNF157,QRICH2	FAM100B	751	1
3_MACS_peak_13815_lociStitched	chr19	50369490	50382218	3	8159	46505.5664	2628.332	752	TBC1D17,PNKP,AKT1S1	MED25,PTOV1,ATF5,IL4I1	AKT1S1	752	1
3_MACS_peak_14255_lociStitched	chr2	31430349	31443295	3	8159	12424.2762	2413.1344	753	CAPN14	EHD3	CAPN14	753	1
3_MACS_peak_14850_lociStitched	chr2	86080406	86090933	3	8158	14013.5424	1942.2315	754	ST3GAL5		ST3GAL5	754	1
3_MACS_peak_28120_lociStitched	chr9	33286881	33299028	3	8150	34182.8727	2535.0789	755	NFX1	SPINK4,CHMP5,BAG1	NFX1	755	1
3_MACS_peak_1989_lociStitched	chr1	168302295	168318234	3	8143	14271.7806	3999.0951	756		MIR557	MIR557	756	1
3_MACS_peak_18188_lociStitched	chr22	50679620	50690137	3	8137	19647.8594	1825.7512	757	TUBGCP6,HDAC10	SELO,MAPK12,MAPK11	TUBGCP6	757	1
3_MACS_peak_28792_lociStitched	chr9	123653348	123667623	3	8135	36582.5425	2676.5625	758	TRAF1	LOC253039,PSMD5,PHF19	TRAF1	758	1
4_MACS_peak_11770_lociStitched	chr17	55553281	55565528	4	8129	13074.8972	2213.0329	759	MSI2		MSI2	759	1
2_MACS_peak_19802_lociStitched	chr3	169887594	169900140	2	8113	24557.5404	2873.034	760	PHC3	PRKCI	PHC3	760	1
2_MACS_peak_2288_lociStitched	chr1	200589112	200598713	2	8107	20182.2621	2448.255	761	KIF14	DDX59	KIF14	761	1
3_MACS_peak_21733_lociStitched	chr5	14594094	14604112	3	8098	10940.6578	1775.1896	762	FAM105A		FAM105A	762	1
3_MACS_peak_23806_lociStitched	chr6	36718846	36727264	3	8096	16469.817	2009.3766	763	CPNE5		CDKN1A	763	1
2_MACS_peak_20486_lociStitched	chr4	38664313	38673905	2	8095	17714.5056	1450.3104	764	KLF3,FLJ13197		FLJ13197	764	1
2_MACS_peak_13534_lociStitched	chr19	39338741	39349078	2	8083	45187.1618	1681.8299	765	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	765	1
2_MACS_peak_1697_lociStitched	chr1	154296720	154308021	2	8080	60829.8927	3002.6757	766	AQP10,ATP8B2		ATP8B2	766	1
2_MACS_peak_4810_lociStitched	chr11	62357766	62370182	2	8079	21333.1712	2509.2736	767	TUT1,MTA2,EML3	ROM1,AHNAK,EEF1G,B3GAT3,GANAB	TUT1	767	1
3_MACS_peak_27960_lociStitched	chr9	5762618	5776766	3	8074	19703.9196	2508.4404	768	KIAA1432		ERMP1	768	1
3_MACS_peak_1857_lociStitched	chr1	161028913	161041502	3	8069	36895.8412	3237.8908	769	ARHGAP30,PVRL4	KLHDC9,NIT1,F11R,TSTD1,USF1,PFDN2	ARHGAP30	769	1
2_MACS_peak_326_lociStitched	chr1	24710298	24720361	2	8067	19012.0259	2060.9024	770	C1orf201	NIPAL3	C1orf201	770	1
3_MACS_peak_3530_lociStitched	chr10	72249284	72260676	3	8060	29071.2448	2277.2608	771	KIAA1274	NODAL	KIAA1274	771	1
1_MACS_peak_10834_lociStitched	chr17	977532	985586	1	8055	31098.9102	1484.3522	772	ABR		ABR	772	1
5_MACS_peak_1735_lociStitched	chr1	155210191	155233010	5	8053	14300.6673	5529.0437	773	GBA,FAM189B,SCAMP3,CLK2	MIR92B,MTX1,HCN3,FDPS,MUC1,THBS3,GBAP1,PKLR	FAM189B	773	1
2_MACS_peak_14319_lociStitched	chr2	37871725	37884176	2	8050	21328.563	2399.3077	774	CDC42EP3		CDC42EP3	774	1
2_MACS_peak_2350_lociStitched	chr1	203722244	203736403	2	8046	53189.6994	3637.4471	775	LAX1	SNORA77,ZC3H11A,ZBED6	LAX1	775	1
2_MACS_peak_26366_lociStitched	chr7	134670626	134682315	2	8045	35771.8467	3396.8234	776	AGBL3		AGBL3	776	1
3_MACS_peak_28681_lociStitched	chr9	112668862	112683245	3	8045	43360.4301	2824.8212	777	PALM2,PALM2-AKAP2		PALM2	777	1
2_MACS_peak_18067_lociStitched	chr22	42141629	42151913	2	8044	29046.1296	2236.77	778	MEI1	CCDC134	CCDC134	778	1
2_MACS_peak_26834_lociStitched	chr8	26428249	26437550	2	8042	46964.4694	2275.9547	779	DPYSL2		DPYSL2	779	1
4_MACS_peak_20255_lociStitched	chr4	6168732	6187174	4	8039	14390.2926	3312.1832	780	JAKMIP1		JAKMIP1	780	1
4_MACS_peak_6967_lociStitched	chr12	110431797	110450366	4	8031	10554.6196	1767.7688	781	ANKRD13A,GIT2		ANKRD13A	781	1
1_MACS_peak_12653_lociStitched	chr18	52983457	52991472	1	8016	19301.723	1263.9655	782	TCF4		TCF4	782	1
1_MACS_peak_21620_lociStitched	chr5	217165	225168	1	8004	20846.2144	1362.1106	783	SDHA,CCDC127	LRRC14B,PDCD6	SDHA	783	1
1_MACS_peak_19485_lociStitched	chr3	133290441	133298430	1	7990	32206.0557	1990.8588	784	CDV3		CDV3	784	1
2_MACS_peak_23710_lociStitched	chr6	32156795	32165896	2	7989	20301.6007	1885.7272	785	PBX2,GPSM3,NOTCH4	PPT2,EGFL8,RNF5,RNF5P1,PRRT1,LOC100507547,AGPAT1,AGER	GPSM3	785	1
1_MACS_peak_25847_lociStitched	chr7	90337290	90345271	1	7982	24939.0288	1490.0527	786	CDK14		CDK14	786	1
2_MACS_peak_12161_lociStitched	chr17	78873572	78887043	2	7976	54439.0052	2597.2088	787	RPTOR		CHMP6	787	1
2_MACS_peak_21347_lociStitched	chr4	153580386	153588462	2	7972	20420.166	1887.3612	788	TMEM154		TMEM154	788	1
3_MACS_peak_9997_lociStitched	chr16	11712327	11723826	3	7972	22746.1719	1912.2837	789		SNN,LITAF	LITAF	789	1
3_MACS_peak_1863_lociStitched	chr1	161122706	161137545	3	7971	39066.6353	4610.4773	790	UFC1,USP21,PPOX	NIT1,NDUFS2,FCER1G,PFDN2,DEDD,B4GALT3,ADAMTS4	USP21	790	1
3_MACS_peak_18556_lociStitched	chr3	39248504	39263625	3	7964	38724.881	2938.0103	791		XIRP1	XIRP1	791	1
2_MACS_peak_7860_lociStitched	chr13	115023600	115032444	2	7963	26916.714	1699.8168	792	CDC16	UPF3A,ZNF828	UPF3A	792	1
3_MACS_peak_15337_lociStitched	chr2	134935335	134948432	3	7945	18532.255	2065.3969	793			MIR3679	793	1
1_MACS_peak_26984_lociStitched	chr8	38237120	38245054	1	7935	33438.6364	1765.315	794	LETM2,WHSC1L1		WHSC1L1	794	1
3_MACS_peak_14686_lociStitched	chr2	68988967	69003744	3	7930	22357.601	2800.2415	795	ARHGAP25		ARHGAP25	795	1
2_MACS_peak_992_lociStitched	chr1	67389568	67400620	2	7929	19486.8864	1814.7384	796	MIER1,WDR78		MIER1	796	1
5_MACS_peak_14989_lociStitched	chr2	99156456	99173616	5	7928	9031.308	2743.884	797	INPP4A		C2orf64	797	1
1_MACS_peak_1790_lociStitched	chr1	156627180	156635102	1	7923	23267.7062	2455.0278	798	BCAN	HAPLN2,BCAN,NES,CRABP2	NES	798	1
1_MACS_peak_11518_lociStitched	chr17	40827031	40834950	1	7920	26765.4281	1666.1576	799	CNTNAP1,PLEKHH3,CCR10	TUBG2	PLEKHH3	799	1
2_MACS_peak_10976_lociStitched	chr17	7209433	7219685	2	7914	34524.6352	2085.2568	800	EIF5A,GPS2,NEURL4	SLC2A4,ACAP1,KCTD11,TMEM95,CLDN7,YBX2	EIF5A	800	1
2_MACS_peak_1855_lociStitched	chr1	161007869	161019256	2	7913	48919.6907	3474.1737	801	TSTD1,USF1,ARHGAP30	KLHDC9,F11R,PVRL4	USF1	801	1
3_MACS_peak_1978_lociStitched	chr1	167675025	167692299	3	7912	21796.3332	3954.0186	802	RCSD1,MPZL1		MPZL1	802	1
2_MACS_peak_1508_lociStitched	chr1	145427299	145441124	2	7911	30200.7125	3810.17	803	TXNIP	HFE2,ANKRD34A,LIX1L,POLR3GL	TXNIP	803	1
3_MACS_peak_23417_lociStitched	chr6	15244769	15257652	3	7907	16951.4514	2133.4248	804	JARID2		JARID2	804	1
2_MACS_peak_10425_lociStitched	chr16	56943772	56952834	2	7906	54819.6628	2392.368	805	SLC12A3	HERPUD1,CETP	HERPUD1	805	1
3_MACS_peak_6123_lociStitched	chr12	32608423	32622506	3	7904	18802.2133	1930.7793	806		FGD4	FGD4	806	1
1_MACS_peak_26050_lociStitched	chr7	104650868	104658768	1	7901	71370.97	1963.94	807	MLL5,LOC100216545		MLL5	807	1
2_MACS_peak_22445_lociStitched	chr5	112256408	112266833	2	7901	36716.85	2590.6125	808	REEP5	DCP2	REEP5	808	1
3_MACS_peak_22908_lociStitched	chr5	153651494	153665125	3	7899	12315.6085	2225.9423	809	GALNT10		GALNT10	809	1
2_MACS_peak_6412_lociStitched	chr12	56726400	56734378	2	7895	32969.085	1961.7902	810	IL23A,PAN2	CS,CNPY2,STAT2,APOF	IL23A	810	1
3_MACS_peak_14826_lociStitched	chr2	85150790	85168295	3	7887	23295.654	3147.399	811		TMSB10,KCMF1,C2orf89	TMSB10	811	1
3_MACS_peak_20497_lociStitched	chr4	39354164	39368681	3	7884	20959.6446	2049.8004	812	RFC1	KLB	RFC1	812	1
2_MACS_peak_27700_lociStitched	chr8	129278051	129287396	2	7873	20159.9685	2212.896	813			MIR1208	813	1
4_MACS_peak_29694_lociStitched	chrX	75362590	75372170	4	7870	19566.192	1055.716	814		CXorf26	CXorf26	814	1
2_MACS_peak_6843_lociStitched	chr12	102129065	102140282	2	7864	35544.4296	2048.2242	815	SYCP3,GNPTAB	CHPT1	SYCP3	815	1
4_MACS_peak_14438_lociStitched	chr2	46761916	46777512	4	7861	9944.0096	2381.5092	816	RHOQ	ATP6V1E2	RHOQ	816	1
2_MACS_peak_26204_lociStitched	chr7	120627625	120639427	2	7860	9820.4442	2693.2164	817	C7orf58	ING3	C7orf58	817	1
2_MACS_peak_21907_lociStitched	chr5	43007345	43021243	2	7857	26732.803	2778.2102	818	LOC648987	LOC153684,C5orf39,LOC100132356	LOC648987	818	1
3_MACS_peak_20479_lociStitched	chr4	38124478	38135948	3	7856	20362.691	2178.153	819	TBC1D1		PTTG2	819	1
2_MACS_peak_4020_lociStitched	chr10	112112609	112122389	2	7846	100204.902	2722.752	820		SMNDC1	SMNDC1	820	1
2_MACS_peak_19641_lociStitched	chr3	152040158	152054153	2	7842	13328.838	2278.386	821	MBNL1	TMEM14E	TMEM14E	821	1
2_MACS_peak_5613_lociStitched	chr11	126056805	126069189	2	7839	61538.5728	2658.8448	822		FAM118B,RPUSD4	RPUSD4	822	1
2_MACS_peak_10316_lociStitched	chr16	31879729	31890348	2	7838	25112.8731	1853.0155	823	ZNF267		ZNF267	823	1
4_MACS_peak_17666_lociStitched	chr22	22549239	22565538	4	7835	35802.3834	3294.0279	824		VPREB1	VPREB1	824	1
4_MACS_peak_1892_lociStitched	chr1	161731388	161747884	4	7833	14532.976	3723.1472	825	ATF6	FCRLB,DUSP12	ATF6	825	1
1_MACS_peak_23142_lociStitched	chr5	176851986	176859805	1	7820	28193.7502	1775.6949	826	GRK6	SLC34A1,PRR7,PFN3,F12,DBN1	GRK6	826	1
2_MACS_peak_8823_lociStitched	chr15	33296497	33309865	2	7819	28981.824	2887.488	827	FMN1		FMN1	827	1
2_MACS_peak_17447_lociStitched	chr21	41295680	41309002	2	7812	28341.2228	3818.0852	828	PCP4		PCP4	828	1
3_MACS_peak_7082_lociStitched	chr12	120628453	120640317	3	7801	13619.872	1230.2968	829	GCN1L1,RPLP0	PXN	GCN1L1	829	1
3_MACS_peak_24749_lociStitched	chr6	139633602	139648858	3	7784	23172.3384	2300.6048	830		TXLNB,CITED2	TXLNB	830	1
2_MACS_peak_2435_lociStitched	chr1	207994947	208006328	2	7778	41968.5756	3554.2863	831	LOC148696	MIR29C,MIR29B2	LOC148696	831	1
3_MACS_peak_367_lociStitched	chr1	26436894	26453840	3	7778	17361.177	2743.5574	832	PDIK1L	GRRP1,ZNF593,TRIM63	PDIK1L	832	1
2_MACS_peak_16154_lociStitched	chr2	227769451	227782296	2	7774	20337.4885	2089.8815	833	RHBDD1		RHBDD1	833	1
3_MACS_peak_20767_lociStitched	chr4	78063165	78079907	3	7774	13932.6924	2643.5618	834	CCNG2		CCNG2	834	1
5_MACS_peak_7926_lociStitched	chr14	23279512	23299863	5	7774	11410.8057	1792.9231	835	MRPL52,SLC7A7	OXA1L,MMP14,LRP10	SLC7A7	835	1
3_MACS_peak_8891_lociStitched	chr15	40063012	40079271	3	7773	12456.0199	2355.9291	836	FSIP1		FSIP1	836	1
2_MACS_peak_16720_lociStitched	chr20	32603175	32613456	2	7763	9726.8541	2087.043	837	RALY		RALY	837	1
1_MACS_peak_15345_lociStitched	chr2	135162947	135170704	1	7758	24877.4747	1750.7549	838	MGAT5	LOC151162	LOC151162	838	1
3_MACS_peak_7432_lociStitched	chr13	41556442	41570003	3	7758	9565.9294	1206.929	839	ELF1	ELF1	ELF1	839	1
1_MACS_peak_3217_lociStitched	chr10	30989190	30996931	1	7742	62844.5344	1866.3551	840			LYZL2	840	1
3_MACS_peak_6877_lociStitched	chr12	104849754	104861814	3	7737	17292.834	1825.884	841	CHST11		CHST11	841	1
3_MACS_peak_10441_lociStitched	chr16	57569200	57579276	3	7731	16002.7032	1850.9612	842	GPR114,CCDC102A	DOK4	GPR114	842	1
3_MACS_peak_23385_lociStitched	chr6	13272120	13287315	3	7730	16123.4145	2358.264	843	PHACTR1	TBC1D7	TBC1D7	843	1
4_MACS_peak_11853_lociStitched	chr17	60547528	60562835	4	7729	15965.201	2271.5588	844	TLK2	METTL2A	TLK2	844	1
5_MACS_peak_17563_lociStitched	chr22	17090056	17111099	5	7718	9936.5046	2018.0237	845	psiTPTE22	CCT8L2	psiTPTE22	845	1
2_MACS_peak_16072_lociStitched	chr2	219148408	219157891	2	7714	22931.7906	1902.2898	846	PNKD,TMBIM1	GPBAR1,PNKD,AAMP	TMBIM1	846	1
4_MACS_peak_27626_lociStitched	chr8	124546054	124560196	4	7712	17299.9086	2044.9332	847	FBXO32	FBXO32	FBXO32	847	1
3_MACS_peak_10377_lociStitched	chr16	50299659	50316951	3	7711	18395.2296	2579.9664	848		ADCY7	ADCY7	848	1
2_MACS_peak_28926_lociStitched	chr9	131445355	131453440	2	7710	24102.1935	1391.4285	849	SET	PKN3,WDR34,ZDHHC12	SET	849	1
3_MACS_peak_23070_lociStitched	chr5	172191273	172205532	3	7700	28938.6405	3134.1282	850	DUSP1		DUSP1	850	1
4_MACS_peak_11458_lociStitched	chr17	38770806	38787047	4	7700	11524.6136	2553.0852	851	SMARCE1	CCR7,KRT222	SMARCE1	851	1
2_MACS_peak_10288_lociStitched	chr16	30661186	30672957	2	7693	37697.8046	2374.2107	852	PRR14	FBRS,SRCAP,SNORA30,ZNF689	PRR14	852	1
2_MACS_peak_22272_lociStitched	chr5	88024661	88033033	2	7692	9668.8228	1414.868	853	MEF2C	LOC645323	LOC645323	853	1
3_MACS_peak_17064_lociStitched	chr20	52481933	52490618	3	7692	17003.493	1611.0675	854		SUMO1P1	SUMO1P1	854	1
4_MACS_peak_9173_lociStitched	chr15	59266906	59280966	4	7686	21359.952	2457.688	855	RNF111	SLTM	RNF111	855	1
3_MACS_peak_17895_lociStitched	chr22	36749748	36757619	3	7685	17943.5187	1489.1932	856	MYH9		MYH9	856	1
2_MACS_peak_8432_lociStitched	chr14	81856311	81869725	2	7680	13925.0734	1289.0854	857	STON2		STON2	857	1
1_MACS_peak_14274_lociStitched	chr2	33716506	33724183	1	7678	35585.1981	1753.4268	858	RASGRP3	RASGRP3	RASGRP3	858	1
1_MACS_peak_6764_lociStitched	chr12	94596033	94603706	1	7674	60668.8764	1777.8341	859	PLXNC1		PLXNC1	859	1
4_MACS_peak_2420_lociStitched	chr1	206989277	207007620	4	7671	15718.1167	4305.1021	860	IL19	IL20,IL10	IL19	860	1
4_MACS_peak_13073_lociStitched	chr19	9928730	9946842	4	7661	16126.9248	2700.4992	861	UBL5,PIN1,FBXL12	ZNF846	UBL5	861	1
4_MACS_peak_28497_lociStitched	chr9	95468172	95485379	4	7658	13450.7119	2832.2722	862	BICD2	IPPK	IPPK	862	1
2_MACS_peak_27804_lociStitched	chr8	142126743	142140689	2	7656	30897.363	2454.496	863	DENND3		DENND3	863	1
3_MACS_peak_28795_lociStitched	chr9	123688994	123699358	3	7651	19733.056	1810.5908	864	TRAF1	PHF19,TRAF1	TRAF1	864	1
3_MACS_peak_19559_lociStitched	chr3	141205475	141219075	3	7648	21910.96	2554.08	865	RASA2		RASA2	865	1
3_MACS_peak_24214_lociStitched	chr6	86378767	86396329	3	7648	15602.0808	2866.1184	866	SNHG5,SNORD50B,SNORD50A	SYNCRIP	SNORD50B	866	1
3_MACS_peak_837_lociStitched	chr1	52328313	52345730	3	7636	28804.2346	3124.6098	867	NRD1	MIR761	NRD1	867	1
1_MACS_peak_12651_lociStitched	chr18	52930569	52938201	1	7633	27365.2992	1572.192	868	TCF4		CCDC68	868	1
3_MACS_peak_13236_lociStitched	chr19	15389979	15405203	3	7632	12165.4984	2387.1232	869	BRD4	EPHX3	BRD4	869	1
3_MACS_peak_20013_lociStitched	chr3	185646053	185661912	3	7631	26409.9927	4009.1552	870	TRA2B	LOC344887	TRA2B	870	1
1_MACS_peak_11402_lociStitched	chr17	36856065	36863692	1	7628	70348.3972	1598.6192	871	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	871	1
3_MACS_peak_11113_lociStitched	chr17	18227228	18236275	3	7626	20784.5778	1893.5371	872	SMCR8,SHMT1	EVPLL,TOP3A	SMCR8	872	1
2_MACS_peak_9232_lociStitched	chr15	64381436	64389072	2	7624	19894.0708	1698.2464	873	SNX1,FAM96A	DAPK2	FAM96A	873	1
3_MACS_peak_9766_lociStitched	chr15	101678494	101692332	3	7624	18376.864	2529.5864	874			CHSY1	874	1
3_MACS_peak_21647_lociStitched	chr5	1511767	1525094	3	7622	12478.0701	1775.1564	875	LPCAT1		LPCAT1	875	1
1_MACS_peak_24368_lociStitched	chr6	106609819	106617435	1	7617	52268.608	2199.5008	876			PRDM1	876	1
3_MACS_peak_12183_lociStitched	chr17	79868556	79886597	3	7616	13231.2694	2392.2366	877	LOC92659,PCYT2,SIRT7,MAFG	ANAPC11,NPB,ASPSCR1,ARHGDIA,THOC4,PYCR1,MYADML2,NOTUM	SIRT7	877	1
2_MACS_peak_23776_lociStitched	chr6	35264576	35272442	2	7612	21633.0732	1763.5572	878	DEF6	ZNF76,PPARD	DEF6	878	1
2_MACS_peak_9275_lociStitched	chr15	66788708	66798587	2	7603	25309.998	1892.8164	879	ZWILCH,SNAPC5,RPL4,SNORD18C,SNORD18B,SNORD16,SNORD18A		SNORD18C	879	1
3_MACS_peak_5547_lociStitched	chr11	120368047	120382322	3	7602	22346.085	2346.81	880			GRIK4	880	1
2_MACS_peak_13676_lociStitched	chr19	45541522	45554095	2	7599	21794.0382	2342.3499	881	CLASRP	RELB,GEMIN7,ZNF296	CLASRP	881	1
4_MACS_peak_16235_lociStitched	chr2	233939869	233952518	4	7597	10198.8887	1189.006	882	INPP5D	NEU2	INPP5D	882	1
2_MACS_peak_23977_lociStitched	chr6	52160159	52173624	2	7597	28979.373	2372.533	883		MCM3	MCM3	883	1
3_MACS_peak_4224_lociStitched	chr10	135201073	135215684	3	7583	30444.9407	2182.8834	884	PAOX,MTG1	PRAP1,C10orf125,MIR3944,ECHS1,SPRN	MTG1	884	1
3_MACS_peak_19930_lociStitched	chr3	182099143	182113204	3	7577	15950.7984	3270.5886	885			ATP11B	885	1
1_MACS_peak_18430_lociStitched	chr3	23847170	23854734	1	7565	23860.638	1232.932	886	UBE2E1		UBE2E1	886	1
3_MACS_peak_25134_lociStitched	chr7	8164571	8175025	3	7565	15387.2426	1881.72	887	ICA1		ICA1	887	1
1_MACS_peak_979_lociStitched	chr1	66795917	66803477	1	7561	28902.636	1617.084	888	PDE4B		PDE4B	888	1
2_MACS_peak_15877_lociStitched	chr2	201312417	201322042	2	7559	19657.1375	1834.525	889	SPATS2L		KCTD18	889	1
3_MACS_peak_13480_lociStitched	chr19	36230721	36240239	3	7554	27181.5044	1889.323	890	PSENEN,LIN37,TMEM149,U2AF1L4	ZBTB32,MLL4,C19orf55,ARHGAP33,HSPB6	U2AF1L4	890	1
2_MACS_peak_12785_lociStitched	chr18	72162350	72170020	2	7551	27486.212	1640.613	891	CNDP2	CNDP1,FAM69C	CNDP2	891	1
2_MACS_peak_15456_lociStitched	chr2	157188254	157200617	2	7549	35537.4435	2367.5145	892	NR4A2		NR4A2	892	1
3_MACS_peak_22734_lociStitched	chr5	139935409	139950251	3	7549	18114.661	2619.613	893	SLC35A4,SRA1,APBB3	EIF4EBP3	APBB3	893	1
1_MACS_peak_12956_lociStitched	chr19	3983229	3990764	1	7536	30939.4635	2564.914	894	EEF2	PIAS4,MIR637,DAPK3,SNORD37	EEF2	894	1
1_MACS_peak_11756_lociStitched	chr17	54984723	54992255	1	7533	16210.3704	1573.4348	895	TRIM25	MTVR2,COIL	TRIM25	895	1
1_MACS_peak_27245_lociStitched	chr8	72268353	72275884	1	7532	16449.9633	1109.3163	896	EYA1		EYA1	896	1
2_MACS_peak_647_lociStitched	chr1	40522447	40531704	2	7531	18086.3266	1707.9165	897	CAP1	PPT1	CAP1	897	1
5_MACS_peak_11494_lociStitched	chr17	40330557	40351411	5	7524	11240.306	3338.7254	898	KCNH4,HCRT,GHDC,STAT5B	RAB5C	HCRT	898	1
2_MACS_peak_20621_lociStitched	chr4	57840403	57849647	2	7522	24312.6444	1810.8996	899	POLR2B,C4orf14		POLR2B	899	1
3_MACS_peak_15331_lociStitched	chr2	134875631	134885965	3	7515	13004.3056	1715.444	900	MIR3679		MIR3679	900	1
3_MACS_peak_5168_lociStitched	chr11	78163240	78178227	3	7509	36030.2467	2697.66	901	NARS2	GAB2	GAB2	901	1
