#11_0EWX_0229Kronos_MM1S-No-Treatment-1_H3K27Ac_hs-dm_i20_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/11_0EWX_0229Kronos_MM1S-No-Treatment-1_H3K27Ac_hs-dm_i20_ROSE/11_0EWX_0229Kronos_MM1S-No-Treatment-1_H3K27Ac_hs-dm_i20_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X11_0EWX_0229Kronos_MM1S.No.Treatment.1_H3K27Ac_hs.dm_i20.bam
#Using cutoff of 24861.666 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X11_0EWX_0229Kronos_MM1S.No.Treatment.1_H3K27Ac_hs.dm_i20.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	isStretch
4_MACS_peak_23819_lociStitched	chr6	37121865	37144253	4	12303	39749.894	3758.9452	260	1
5_MACS_peak_5879_lociStitched	chr12	11901542	11920186	5	12281	33383.9464	3245.9204	261	1
5_MACS_peak_1896_lociStitched	chr1	161768713	161786457	5	12251	20435.7648	3710.2704	262	1
3_MACS_peak_18414_lociStitched	chr3	20080327	20098737	3	12247	33334.987	3105.767	263	1
4_MACS_peak_2977_lociStitched	chr10	7511496	7535745	4	12195	35059.2042	3741.6207	264	1
2_MACS_peak_2767_lociStitched	chr1	234733894	234749938	2	12181	114254.1372	4761.8592	265	1
6_MACS_peak_21687_lociStitched	chr5	6708530	6738404	6	12173	34423.8102	4478.1126	266	1
3_MACS_peak_23924_lociStitched	chr6	44213190	44234219	3	12146	38308.5293	4071.2144	267	1
4_MACS_peak_23533_lociStitched	chr6	26017414	26034967	4	12127	47528.2581	3020.8713	268	1
6_MACS_peak_12897_lociStitched	chr19	2031470	2062876	6	12108	46543.692	6516.745	269	1
3_MACS_peak_9388_lociStitched	chr15	74906340	74924565	3	12036	35766.5625	3291.435	270	1
5_MACS_peak_18931_lociStitched	chr3	66530669	66552227	5	12030	17906.0748	3384.606	271	1
6_MACS_peak_10608_lociStitched	chr16	70826845	70850364	6	12011	28072.2784	4351.015	272	1
3_MACS_peak_23301_lociStitched	chr6	7134866	7148065	3	12007	50016.2906	2654.3189	273	1
3_MACS_peak_4029_lociStitched	chr10	112256046	112273321	3	11975	55169.44	3905.8775	274	1
1_MACS_peak_12426_lociStitched	chr18	22929097	22941056	1	11960	23834.287	1439.8636	275	1
2_MACS_peak_16660_lociStitched	chr20	30146939	30162076	2	11957	19077.1611	2848.7834	276	1
2_MACS_peak_10931_lociStitched	chr17	4842159	4854549	2	11949	46436.481	2394.987	277	1
1_MACS_peak_16896_lociStitched	chr20	43270348	43282283	1	11936	62927.2875	2505.1565	278	1
4_MACS_peak_6563_lociStitched	chr12	69195329	69215758	4	11928	38247.1738	3421.8575	279	1
2_MACS_peak_24115_lociStitched	chr6	74220345	74234523	2	11923	45511.38	3070.9548	280	1
5_MACS_peak_4882_lociStitched	chr11	64839224	64865045	5	11919	34687.9314	4095.2106	281	1
4_MACS_peak_24661_lociStitched	chr6	135323055	135344165	4	11918	40729.634	3713.249	282	1
3_MACS_peak_9384_lociStitched	chr15	74827194	74846185	3	11900	40686.3184	3452.5638	283	1
3_MACS_peak_19795_lociStitched	chr3	169754937	169776509	3	11884	35716.7604	5295.926	284	1
3_MACS_peak_14373_lociStitched	chr2	42344142	42361021	3	11853	37464.6284	3023.0289	285	1
4_MACS_peak_15064_lociStitched	chr2	109220980	109239295	4	11841	31084.218	3296.7	286	1
1_MACS_peak_7844_lociStitched	chr13	114556363	114568197	1	11835	72931.7586	3023.587	287	1
2_MACS_peak_3941_lociStitched	chr10	104401115	104413275	2	11831	37857.728	1849.536	288	1
2_MACS_peak_23937_lociStitched	chr6	45386541	45402613	2	11824	57116.6736	2875.2808	289	1
5_MACS_peak_18677_lociStitched	chr3	46421588	46438842	5	11808	19643.679	3713.0608	290	1
1_MACS_peak_3444_lociStitched	chr10	63802966	63814767	1	11802	57206.5276	2423.9254	291	1
2_MACS_peak_19866_lociStitched	chr3	176908465	176921066	2	11779	60980.0193	3457.7144	292	1
1_MACS_peak_15713_lociStitched	chr2	182168337	182180041	1	11705	69252.568	2470.7144	293	1
4_MACS_peak_23466_lociStitched	chr6	20197330	20214119	4	11684	28091.3548	2879.3135	294	1
3_MACS_peak_20483_lociStitched	chr4	38307085	38322317	3	11664	41970.2528	3203.2896	295	1
5_MACS_peak_12881_lociStitched	chr19	1647822	1672608	5	11662	41739.624	4882.842	296	1
2_MACS_peak_28744_lociStitched	chr9	117125722	117137721	2	11626	40994.5835	2430.9974	297	1
3_MACS_peak_23060_lociStitched	chr5	171601136	171616066	3	11622	39227.082	3096.482	298	1
5_MACS_peak_13012_lociStitched	chr19	6765409	6789506	5	11622	20111.3562	5400.1377	299	1
5_MACS_peak_23356_lociStitched	chr6	11714001	11735857	5	11612	27566.9728	3877.2544	300	1
2_MACS_peak_17772_lociStitched	chr22	29206905	29221456	2	11601	60111.6361	3153.2017	301	1
3_MACS_peak_24941_lociStitched	chr6	160389288	160405279	3	11597	32482.5183	1663.064	302	1
1_MACS_peak_9515_lociStitched	chr15	81584942	81596519	1	11578	50036.9517	2977.6044	303	1
5_MACS_peak_18812_lociStitched	chr3	52286341	52313619	5	11575	29716.6532	4489.9588	304	1
2_MACS_peak_25528_lociStitched	chr7	47512618	47524635	2	11561	49821.2803	2900.9038	305	1
4_MACS_peak_28503_lociStitched	chr9	95514068	95529127	4	11558	24454.3101	2669.9607	306	1
5_MACS_peak_4856_lociStitched	chr11	63992797	64015283	5	11514	28912.4988	3676.461	307	1
4_MACS_peak_18376_lociStitched	chr3	15834942	15851816	4	11509	41118.5632	2809.521	308	1
4_MACS_peak_24781_lociStitched	chr6	143162861	143179961	4	11509	31195.53	1882.71	309	1
3_MACS_peak_5058_lociStitched	chr11	71413715	71426934	3	11492	65722.2242	3344.407	310	1
2_MACS_peak_10990_lociStitched	chr17	7474956	7488453	2	11482	35476.8645	2878.9101	311	1
1_MACS_peak_29493_lociStitched	chrX	48767858	48779320	1	11463	40966.3342	1820.1656	312	1
2_MACS_peak_21683_lociStitched	chr5	6475552	6487419	2	11463	69828.9881	2494.4434	313	1
2_MACS_peak_25848_lociStitched	chr7	90351979	90367756	2	11455	29029.68	2549.5632	314	1
2_MACS_peak_10678_lociStitched	chr16	79628892	79640706	2	11451	23970.606	1122.33	315	1
5_MACS_peak_12523_lociStitched	chr18	42288709	42306855	5	11448	21406.8362	2870.6972	316	1
4_MACS_peak_16066_lociStitched	chr2	219080951	219095866	4	11444	19889.1525	2602.6675	317	1
3_MACS_peak_14947_lociStitched	chr2	96889877	96913039	3	11422	36026.1748	3631.8016	318	1
3_MACS_peak_1365_lociStitched	chr1	114470684	114490991	3	11421	25227.3861	2024.6079	319	1
4_MACS_peak_28995_lociStitched	chr9	134595114	134615390	4	11411	33824.4232	3197.5252	320	1
5_MACS_peak_4969_lociStitched	chr11	66861779	66889648	5	11408	25310.6258	4160.8417	321	1
4_MACS_peak_8990_lociStitched	chr15	44579354	44602833	4	11384	30280.8663	3798.9022	322	1
5_MACS_peak_14605_lociStitched	chr2	64430492	64456397	5	11376	39178.722	4525.6035	323	1
4_MACS_peak_15896_lociStitched	chr2	202040216	202059866	4	11358	21677.88	4042.005	324	1
4_MACS_peak_4013_lociStitched	chr10	111966926	111986765	4	11353	39902.1807	3539.2776	325	1
3_MACS_peak_20512_lociStitched	chr4	40302591	40319769	3	11337	39648.5418	3442.4712	326	1
2_MACS_peak_20678_lociStitched	chr4	71523638	71534958	2	11320	21884.956	2172.308	327	1
2_MACS_peak_3946_lociStitched	chr10	104531306	104543346	2	11308	60109.7	2919.7	328	1
5_MACS_peak_2219_lociStitched	chr1	192498553	192520967	5	11307	46623.3614	6022.6418	329	1
3_MACS_peak_5535_lociStitched	chr11	119543235	119566736	3	11304	32776.8447	3419.3955	330	1
3_MACS_peak_25501_lociStitched	chr7	45024235	45042295	3	11282	34183.968	3129.798	331	1
3_MACS_peak_1617_lociStitched	chr1	150582872	150603258	3	11275	50019.0896	5487.9112	332	1
1_MACS_peak_22789_lociStitched	chr5	142774722	142785970	1	11249	38578.3904	1855.92	333	1
2_MACS_peak_17681_lociStitched	chr22	23087969	23101935	2	11244	27084.2638	2316.9594	334	1
3_MACS_peak_1844_lociStitched	chr1	160633769	160656135	3	11244	47778.2492	6130.5206	335	1
4_MACS_peak_5542_lociStitched	chr11	120195628	120216751	4	11242	19295.8605	3343.7709	336	1
3_MACS_peak_975_lociStitched	chr1	66736683	66750594	3	11233	42310.3065	2889.3147	337	1
4_MACS_peak_21567_lociStitched	chr4	186252289	186275134	4	11229	29719.0605	3895.0725	338	1
3_MACS_peak_14503_lociStitched	chr2	54777256	54799152	3	11211	28344.372	3702.6136	339	1
3_MACS_peak_16824_lociStitched	chr20	37486869	37505830	3	11209	90421.2168	3657.5769	340	1
1_MACS_peak_22836_lociStitched	chr5	148204738	148215940	1	11203	48566.271	2433.0744	341	1
3_MACS_peak_13264_lociStitched	chr19	16545013	16561904	3	11182	49977.0908	3035.3127	342	1
4_MACS_peak_6250_lociStitched	chr12	48276423	48299215	4	11162	23279.7488	3783.472	343	1
3_MACS_peak_1396_lociStitched	chr1	117098630	117114508	3	11159	15482.6378	1417.9054	344	1
4_MACS_peak_12887_lociStitched	chr19	1846993	1865764	4	11150	44175.6714	3803.0046	345	1
3_MACS_peak_19202_lociStitched	chr3	111838361	111854472	3	11145	18053.9866	3127.1451	346	1
3_MACS_peak_10261_lociStitched	chr16	30193785	30212336	3	11107	31379.0165	3884.5794	347	1
6_MACS_peak_13861_lociStitched	chr19	54862349	54891078	6	11105	17435.6301	3542.2857	348	1
2_MACS_peak_1866_lociStitched	chr1	161144163	161157860	2	11098	69126.0196	4083.0757	349	1
3_MACS_peak_26930_lociStitched	chr8	33410043	33425478	3	11083	60887.988	2642.472	350	1
7_MACS_peak_3123_lociStitched	chr10	22604465	22633739	7	11070	25228.3332	3896.3694	351	1
5_MACS_peak_22267_lociStitched	chr5	87954416	87976686	5	11049	61921.735	4220.165	352	1
4_MACS_peak_7914_lociStitched	chr14	23023929	23040346	4	11048	24572.9656	1689.3093	353	1
3_MACS_peak_17512_lociStitched	chr21	45195104	45210758	3	11045	39643.755	4422.255	354	1
3_MACS_peak_27839_lociStitched	chr8	145002140	145018812	3	11044	31958.5568	2620.8384	355	1
3_MACS_peak_10709_lociStitched	chr16	81841491	81857682	3	11038	42399.3717	2061.1143	356	1
3_MACS_peak_7093_lociStitched	chr12	120966152	120978821	3	11033	18892.0128	1328.9781	357	1
4_MACS_peak_16439_lociStitched	chr20	5092565	5109068	4	11031	31532.2821	2815.4118	358	1
3_MACS_peak_2164_lociStitched	chr1	184704017	184725700	3	11025	34207.1008	5468.4526	359	1
3_MACS_peak_17985_lociStitched	chr22	39459164	39474341	3	10999	31281.3147	3030.8469	360	1
2_MACS_peak_6692_lociStitched	chr12	89737990	89749594	2	10998	60237.5244	2885.9148	361	1
3_MACS_peak_23542_lociStitched	chr6	26155209	26174076	3	10984	40396.1337	3354.5526	362	1
4_MACS_peak_11013_lociStitched	chr17	8088313	8104414	4	10972	27812.8674	3349.008	363	1
4_MACS_peak_12866_lociStitched	chr19	1258121	1277461	4	10957	56018.31	5020.664	364	1
4_MACS_peak_13899_lociStitched	chr19	56145484	56168153	4	10935	39863.4365	3511.4281	365	1
2_MACS_peak_12851_lociStitched	chr19	1015248	1029292	2	10934	30648.2212	3496.956	366	1
4_MACS_peak_2145_lociStitched	chr1	183865186	183885845	4	10926	49203.5403	4823.8765	367	1
2_MACS_peak_2634_lociStitched	chr1	226034418	226045533	2	10922	28010.9115	3187.782	368	1
3_MACS_peak_14171_lociStitched	chr2	25624072	25645807	3	10915	56908.7505	4149.2115	369	1
3_MACS_peak_581_lociStitched	chr1	37930751	37946387	3	10911	22040.5056	2542.4136	370	1
4_MACS_peak_21535_lociStitched	chr4	185366663	185381454	4	10910	27802.6427	2748.1678	371	1
4_MACS_peak_3560_lociStitched	chr10	74006775	74024313	4	10891	48439.956	3386.5878	372	1
4_MACS_peak_26612_lociStitched	chr8	2098124	2115520	4	10886	26045.2912	2553.7328	373	1
4_MACS_peak_13203_lociStitched	chr19	13944535	13959265	4	10876	50305.896	2392.152	374	1
3_MACS_peak_6461_lociStitched	chr12	58224780	58241230	3	10869	21185.955	2760.31	375	1
2_MACS_peak_27783_lociStitched	chr8	137189300	137201667	2	10868	34315.9516	2632.9343	376	1
2_MACS_peak_6209_lociStitched	chr12	46119387	46132709	2	10841	35721.6108	2128.8556	377	1
3_MACS_peak_441_lociStitched	chr1	28558560	28577225	3	10758	42401.2805	3837.524	378	1
2_MACS_peak_23561_lociStitched	chr6	26355453	26367611	2	10746	55417.3798	2600.5962	379	1
2_MACS_peak_7189_lociStitched	chr12	125397862	125413026	2	10704	50385.4228	2044.1072	380	1
1_MACS_peak_27390_lociStitched	chr8	95953022	95963723	1	10702	25270.4115	1148.2173	381	1
1_MACS_peak_2687_lociStitched	chr1	228268925	228279620	1	10696	43462.341	3214.917	382	1
3_MACS_peak_13757_lociStitched	chr19	48824076	48838067	3	10696	39782.0094	3683.8303	383	1
2_MACS_peak_20043_lociStitched	chr3	186779570	186792390	2	10672	84745.328	4045.992	384	1
3_MACS_peak_19875_lociStitched	chr3	177062632	177079917	3	10663	68153.0265	4341.992	385	1
4_MACS_peak_7494_lociStitched	chr13	46739774	46759022	4	10662	17914.1136	1884.3792	386	1
1_MACS_peak_22415_lociStitched	chr5	109023697	109034347	1	10651	33294.03	2239.695	387	1
1_MACS_peak_22701_lociStitched	chr5	138719922	138730560	1	10639	56328.21	2494.611	388	1
4_MACS_peak_16934_lociStitched	chr20	45172762	45191653	4	10639	37003.6908	3617.6265	389	1
4_MACS_peak_9516_lociStitched	chr15	81608862	81624412	4	10628	17013.255	2853.425	390	1
1_MACS_peak_11580_lociStitched	chr17	43298143	43308769	1	10627	68607.8316	2290.9656	391	1
5_MACS_peak_3866_lociStitched	chr10	99159181	99187653	5	10627	27503.952	4421.7016	392	1
3_MACS_peak_20937_lociStitched	chr4	100765789	100783796	3	10621	37407.7418	3637.414	393	1
3_MACS_peak_5652_lociStitched	chr11	129233677	129249856	3	10608	39709.7376	3376.5573	394	1
3_MACS_peak_10153_lociStitched	chr16	23343528	23362863	3	10605	63869.3055	3851.532	395	1
5_MACS_peak_397_lociStitched	chr1	27147002	27167340	5	10605	22721.6136	3431.0206	396	1
4_MACS_peak_23038_lociStitched	chr5	169680379	169708227	4	10595	29652.5504	4567.072	397	1
3_MACS_peak_9707_lociStitched	chr15	93346274	93364531	3	10590	39418.6887	3423.1875	398	1
3_MACS_peak_29337_lociStitched	chrX	30579035	30597265	3	10586	20384.786	1704.505	399	1
4_MACS_peak_9736_lociStitched	chr15	99393312	99419362	4	10574	34552.72	4131.53	400	1
1_MACS_peak_19355_lociStitched	chr3	124501881	124512436	1	10556	45635.598	2175.3855	401	1
4_MACS_peak_4251_lociStitched	chr11	789107	811722	4	10545	26995.5255	3071.117	402	1
4_MACS_peak_4298_lociStitched	chr11	3874258	3893290	4	10544	29707.0488	3779.7552	403	1
2_MACS_peak_26154_lociStitched	chr7	114561740	114574061	2	10532	52802.8776	3515.1813	404	1
3_MACS_peak_23600_lociStitched	chr6	27790881	27808105	3	10524	60707.7104	2903.9664	405	1
3_MACS_peak_9249_lociStitched	chr15	65169409	65189520	3	10521	63444.1717	3648.1354	406	1
5_MACS_peak_9281_lociStitched	chr15	67372527	67395649	5	10509	23688.489	4229.0138	407	1
2_MACS_peak_11683_lociStitched	chr17	47816067	47827856	2	10487	40347.8525	2578.2543	408	1
2_MACS_peak_6313_lociStitched	chr12	51312175	51322747	2	10473	23809.2012	2174.6604	409	1
3_MACS_peak_25710_lociStitched	chr7	74057187	74076877	3	10468	30267.468	3126.772	410	1
2_MACS_peak_19446_lociStitched	chr3	130557465	130574087	2	10464	28260.7244	2844.0242	411	1
2_MACS_peak_10492_lociStitched	chr16	66549281	66560454	2	10441	98416.2532	2798.8365	412	1
2_MACS_peak_20558_lociStitched	chr4	48193461	48206836	2	10414	44712.625	2874.2875	413	1
2_MACS_peak_18825_lociStitched	chr3	52729732	52745826	2	10409	38115.4202	2943.5926	414	1
1_MACS_peak_1130_lociStitched	chr1	87792781	87803183	1	10403	35252.378	1692.4054	415	1
3_MACS_peak_19885_lociStitched	chr3	178230229	178241247	3	10398	42453.4558	3059.6986	416	1
3_MACS_peak_25324_lociStitched	chr7	29706432	29726354	3	10398	23390.4202	3109.8242	417	1
3_MACS_peak_25410_lociStitched	chr7	37375020	37393866	3	10385	25869.9042	3637.278	418	1
4_MACS_peak_8540_lociStitched	chr14	94424904	94446039	4	10358	25442.313	2432.6385	419	1
2_MACS_peak_17698_lociStitched	chr22	23477644	23488872	2	10348	61612.5272	2755.3512	420	1
5_MACS_peak_14711_lociStitched	chr2	70334991	70360650	5	10334	41054.4	4123.4013	421	1
4_MACS_peak_7130_lociStitched	chr12	122227238	122244544	4	10318	29228.1034	1522.928	422	1
3_MACS_peak_17052_lociStitched	chr20	52267741	52278968	3	10316	30279.219	2226.3141	423	1
4_MACS_peak_5780_lociStitched	chr12	6551980	6572472	4	10310	54666.5084	3793.0692	424	1
3_MACS_peak_5523_lociStitched	chr11	118963502	118979917	3	10309	29433.7365	3187.793	425	1
2_MACS_peak_17109_lociStitched	chr20	56047512	56058450	2	10293	73648.8354	2419.4856	426	1
4_MACS_peak_5915_lociStitched	chr12	13242290	13256049	4	10293	33785.2245	2830.2263	427	1
5_MACS_peak_27392_lociStitched	chr8	95987071	96010621	5	10283	14412.6	2253.735	428	1
1_MACS_peak_13251_lociStitched	chr19	16221472	16231750	1	10279	44433.8496	2296.1052	429	1
2_MACS_peak_13596_lociStitched	chr19	41801251	41817189	2	10253	51344.267	3286.4156	430	1
3_MACS_peak_21189_lociStitched	chr4	129724219	129741544	3	10250	35112.5775	2645.5275	431	1
1_MACS_peak_21268_lociStitched	chr4	144272381	144282627	1	10247	56575.3382	2129.1188	432	1
3_MACS_peak_14651_lociStitched	chr2	65609270	65623040	3	10241	33439.068	2574.99	433	1
3_MACS_peak_19735_lociStitched	chr3	160116201	160129643	3	10227	44411.0238	2898.0952	434	1
3_MACS_peak_392_lociStitched	chr1	27059875	27072663	3	10215	17843.0964	2240.4576	435	1
3_MACS_peak_18736_lociStitched	chr3	49054824	49067748	3	10201	35276.058	2715.3324	436	1
3_MACS_peak_9218_lociStitched	chr15	63765191	63780279	3	10192	30269.5456	2764.1216	437	1
3_MACS_peak_13806_lociStitched	chr19	50166021	50182952	3	10178	44868.8431	2866.4183	438	1
3_MACS_peak_13611_lociStitched	chr19	42363362	42380277	3	10177	20423.171	2593.0695	439	1
3_MACS_peak_24424_lociStitched	chr6	109214200	109228542	3	10175	27371.707	2996.0438	440	1
3_MACS_peak_22891_lociStitched	chr5	151124501	151138986	3	10169	26519.138	2686.9675	441	1
4_MACS_peak_16613_lociStitched	chr20	23329737	23347986	4	10168	33486.915	3158.9019	442	1
1_MACS_peak_2880_lociStitched	chr1	249111822	249121980	1	10159	47236.7316	3336.903	443	1
4_MACS_peak_14914_lociStitched	chr2	89043107	89066593	4	10141	59417.2314	4382.4876	444	1
4_MACS_peak_20933_lociStitched	chr4	100729593	100749614	4	10133	26732.0392	3627.8052	445	1
4_MACS_peak_28760_lociStitched	chr9	117655072	117672994	4	10129	15930.8658	3523.4652	446	1
4_MACS_peak_6732_lociStitched	chr12	92930870	92950964	4	10127	27122.8812	4147.4016	447	1
1_MACS_peak_16192_lociStitched	chr2	231729305	231739417	1	10113	37180.8128	1215.4624	448	1
4_MACS_peak_27478_lociStitched	chr8	103815899	103828755	4	10072	29680.6472	1285.6	449	1
5_MACS_peak_3291_lociStitched	chr10	43931369	43951927	5	10049	32181.4932	3087.8116	450	1
3_MACS_peak_5618_lociStitched	chr11	126173018	126189657	3	10048	30512.5982	3297.8498	451	1
2_MACS_peak_9995_lociStitched	chr16	11668812	11681802	2	10046	25153.836	2586.309	452	1
4_MACS_peak_6455_lociStitched	chr12	58134742	58150943	4	10046	20149.1837	3267.7417	453	1
3_MACS_peak_8841_lociStitched	chr15	34619222	34635891	3	10044	25888.6239	2610.3654	454	1
1_MACS_peak_6589_lociStitched	chr12	72078871	72088911	1	10041	28440.308	1760.012	455	1
3_MACS_peak_22764_lociStitched	chr5	141385820	141396927	3	10034	25718.2585	2434.6544	456	1
3_MACS_peak_14370_lociStitched	chr2	42323549	42334583	3	10030	55342.1304	2394.378	457	1
5_MACS_peak_9771_lociStitched	chr15	101782394	101806981	5	10029	21641.4774	4155.203	458	1
2_MACS_peak_8796_lociStitched	chr15	31546648	31560846	2	10026	77120.6964	3088.065	459	1
4_MACS_peak_12108_lociStitched	chr17	76137615	76152445	4	10016	32864.763	2727.237	460	1
3_MACS_peak_1825_lociStitched	chr1	159879530	159896336	3	10016	27815.6106	4125.873	461	1
3_MACS_peak_10626_lociStitched	chr16	71876807	71888716	3	10014	28501.8097	2546.1442	462	1
1_MACS_peak_20988_lociStitched	chr4	105407375	105417386	1	10012	34686.1128	2041.2429	463	1
3_MACS_peak_22873_lociStitched	chr5	150459490	150476227	3	9993	30737.5005	3057.8499	464	1
4_MACS_peak_27875_lociStitched	chr8	146010073	146031025	4	9987	18521.568	3427.7472	465	1
4_MACS_peak_6944_lociStitched	chr12	109161984	109181270	4	9979	42541.0588	3554.4098	466	1
1_MACS_peak_16055_lociStitched	chr2	217079187	217089128	1	9942	46108.3462	2443.4978	467	1
3_MACS_peak_26003_lociStitched	chr7	101921346	101935865	3	9919	21453.2744	2652.6213	468	1
2_MACS_peak_28756_lociStitched	chr9	117368898	117380292	2	9915	29703.0186	2143.2114	469	1
1_MACS_peak_23105_lociStitched	chr5	175076622	175086527	1	9906	25094.3175	2299.941	470	1
2_MACS_peak_17178_lociStitched	chr20	62358005	62371005	2	9893	31509.4	2447.9	471	1
1_MACS_peak_17732_lociStitched	chr22	24822652	24832535	1	9884	56029.6919	2048.7459	472	1
3_MACS_peak_2080_lociStitched	chr1	179048936	179061407	3	9852	58109.8716	3173.8695	473	1
3_MACS_peak_8225_lociStitched	chr14	63936544	63951846	3	9826	14305.8398	1172.1332	474	1
4_MACS_peak_26291_lociStitched	chr7	128162788	128178284	4	9798	31534.36	2865.2104	475	1
3_MACS_peak_6901_lociStitched	chr12	106529304	106543819	3	9785	22479.3805	2320.9485	476	1
4_MACS_peak_15080_lociStitched	chr2	109829443	109843143	4	9782	40549.26	3050.99	477	1
1_MACS_peak_4912_lociStitched	chr11	65336106	65345886	1	9781	26463.702	2002.944	478	1
4_MACS_peak_19597_lociStitched	chr3	148707952	148728276	4	9781	19927.682	3501.8252	479	1
4_MACS_peak_12430_lociStitched	chr18	23746882	23771969	4	9778	26399.0501	3652.6672	480	1
1_MACS_peak_17993_lociStitched	chr22	39539840	39549616	1	9777	21170.9056	1897.5216	481	1
2_MACS_peak_19682_lociStitched	chr3	156391079	156405787	2	9775	30323.4836	3956.452	482	1
4_MACS_peak_24239_lociStitched	chr6	88625678	88637286	4	9773	31353.208	2611.8	483	1
3_MACS_peak_5517_lociStitched	chr11	118887846	118902011	3	9760	31535.5395	2891.0765	484	1
2_MACS_peak_17611_lociStitched	chr22	19405748	19421161	2	9752	39936.6243	3062.5631	485	1
4_MACS_peak_4777_lociStitched	chr11	60666272	60684114	4	9752	41600.4072	3791.425	486	1
3_MACS_peak_721_lociStitched	chr1	44289874	44305788	3	9749	23716.6342	3267.1442	487	1
3_MACS_peak_13248_lociStitched	chr19	16180358	16198230	3	9743	47140.9744	3208.024	488	1
3_MACS_peak_11641_lociStitched	chr17	46124132	46134964	3	9735	31787.5872	1894.5168	489	1
3_MACS_peak_2718_lociStitched	chr1	230268186	230287409	3	9703	26546.963	4463.5806	490	1
2_MACS_peak_20776_lociStitched	chr4	78736000	78749567	2	9691	40865.1607	2617.0743	491	1
1_MACS_peak_23599_lociStitched	chr6	27774511	27784200	1	9690	39295.6773	2040.5034	492	1
3_MACS_peak_13086_lociStitched	chr19	10329539	10347840	3	9682	38662.6926	3006.8543	493	1
2_MACS_peak_28152_lociStitched	chr9	35066073	35080669	2	9662	27424.4244	2744.048	494	1
4_MACS_peak_13338_lociStitched	chr19	19050255	19061447	4	9661	24155.6936	2144.3872	495	1
4_MACS_peak_4870_lociStitched	chr11	64611565	64634558	4	9655	43279.7239	3996.1834	496	1
2_MACS_peak_16149_lociStitched	chr2	227655446	227666654	2	9654	21648.252	1852.6824	497	1
4_MACS_peak_18201_lociStitched	chr22	50962057	50979093	4	9652	31951.018	2621.8404	498	1
3_MACS_peak_6548_lociStitched	chr12	68752121	68770340	3	9645	57459.0822	3663.8409	499	1
2_MACS_peak_18662_lociStitched	chr3	46245542	46257154	2	9639	64558.0752	3026.0872	500	1
3_MACS_peak_9411_lociStitched	chr15	75352841	75370804	3	9630	24955.9959	2985.4506	501	1
5_MACS_peak_4363_lociStitched	chr11	9584152	9599833	5	9621	14853.0432	2494.8471	502	1
3_MACS_peak_10878_lociStitched	chr17	2294396	2306167	3	9612	39505.8302	1795.0775	503	1
2_MACS_peak_7343_lociStitched	chr13	30943680	30957839	2	9602	22449.0945	1292.7167	504	1
3_MACS_peak_13174_lociStitched	chr19	12898837	12918235	3	9592	31558.6062	3243.3456	505	1
