GENE_ID	locusLine	bin_1_03_0EWP_0229Kronos_MM1S-KB-1hr-1_H3K18Ac_hs-dm_i05.bam
1_MACS_peak_481_lociStitched	chr1(.):33190524-33191698	0.4143
1_MACS_peak_482_lociStitched	chr1(.):33206588-33208634	0.8682
1_MACS_peak_483_lociStitched	chr1(.):33281739-33285482	2.9154
1_MACS_peak_484_lociStitched	chr1(.):33429083-33431307	0.9384
1_MACS_peak_485_lociStitched	chr1(.):33445577-33448571	1.0366
1_MACS_peak_486_lociStitched	chr1(.):33457022-33459708	0.8772
1_MACS_peak_487_lociStitched	chr1(.):33501486-33502968	1.4358
1_MACS_peak_488_lociStitched	chr1(.):33545997-33547378	0.6694
1_MACS_peak_489_lociStitched	chr1(.):33562938-33566250	1.4038
1_MACS_peak_490_lociStitched	chr1(.):33591891-33594362	1.2237
1_MACS_peak_491_lociStitched	chr1(.):33646504-33647641	0.5672
1_MACS_peak_492_lociStitched	chr1(.):33720936-33723548	0.8547
2_MACS_peak_493_lociStitched	chr1(.):33814379-33816484	1.0271
1_MACS_peak_495_lociStitched	chr1(.):33895684-33896741	0.6354
1_MACS_peak_496_lociStitched	chr1(.):33925234-33927961	0.9935
1_MACS_peak_497_lociStitched	chr1(.):34514307-34517005	0.6839
1_MACS_peak_498_lociStitched	chr1(.):34628648-34629728	0.4462
1_MACS_peak_499_lociStitched	chr1(.):34825716-34828004	1.1604
2_MACS_peak_500_lociStitched	chr1(.):35324213-35332960	1.0784
1_MACS_peak_502_lociStitched	chr1(.):35449714-35451683	1.3073
1_MACS_peak_503_lociStitched	chr1(.):35495931-35498121	2.1311
1_MACS_peak_504_lociStitched	chr1(.):35544249-35546145	1.5355
1_MACS_peak_505_lociStitched	chr1(.):35657161-35659186	2.2065
1_MACS_peak_506_lociStitched	chr1(.):35733661-35735514	2.099
1_MACS_peak_507_lociStitched	chr1(.):35971726-35973257	0.6019
1_MACS_peak_508_lociStitched	chr1(.):36004095-36005627	0.7187
1_MACS_peak_509_lociStitched	chr1(.):36022125-36024183	2.6129
1_MACS_peak_510_lociStitched	chr1(.):36042744-36043952	0.668
1_MACS_peak_511_lociStitched	chr1(.):36088522-36089872	0.6929
1_MACS_peak_512_lociStitched	chr1(.):36106097-36108195	1.5691
1_MACS_peak_513_lociStitched	chr1(.):36183462-36185361	1.5624
1_MACS_peak_514_lociStitched	chr1(.):36234025-36236017	3.1463
1_MACS_peak_515_lociStitched	chr1(.):36244879-36246108	0.6423
1_MACS_peak_516_lociStitched	chr1(.):36272997-36275009	0.9907
1_MACS_peak_517_lociStitched	chr1(.):36348228-36349815	0.7184
1_MACS_peak_518_lociStitched	chr1(.):36395678-36397828	1.8341
1_MACS_peak_519_lociStitched	chr1(.):36489136-36489962	0.4587
1_MACS_peak_520_lociStitched	chr1(.):36553864-36555958	2.1706
3_MACS_peak_521_lociStitched	chr1(.):36614181-36627341	1.4075
1_MACS_peak_524_lociStitched	chr1(.):36640316-36641941	1.2086
1_MACS_peak_525_lociStitched	chr1(.):36688462-36691246	2.4487
1_MACS_peak_526_lociStitched	chr1(.):36771815-36772965	0.8419
1_MACS_peak_527_lociStitched	chr1(.):36838764-36840891	1.3652
1_MACS_peak_528_lociStitched	chr1(.):36850007-36853835	3.0319
2_MACS_peak_529_lociStitched	chr1(.):36862521-36867566	0.6167
1_MACS_peak_531_lociStitched	chr1(.):36901873-36902855	0.5148
1_MACS_peak_532_lociStitched	chr1(.):36915453-36916898	1.0472
1_MACS_peak_533_lociStitched	chr1(.):36928894-36930987	1.8417
1_MACS_peak_534_lociStitched	chr1(.):36938909-36940840	0.7811
1_MACS_peak_535_lociStitched	chr1(.):37108066-37110789	1.0642
1_MACS_peak_536_lociStitched	chr1(.):37129217-37131498	0.754
1_MACS_peak_537_lociStitched	chr1(.):37753753-37755875	0.9861
3_MACS_peak_538_lociStitched	chr1(.):37930734-37946069	0.6956
1_MACS_peak_541_lociStitched	chr1(.):37979519-37981321	1.0071
1_MACS_peak_542_lociStitched	chr1(.):38018997-38020643	1.0238
1_MACS_peak_543_lociStitched	chr1(.):38060759-38062330	1.0166
1_MACS_peak_544_lociStitched	chr1(.):38140436-38144733	1.3091
1_MACS_peak_545_lociStitched	chr1(.):38155020-38158909	1.012
1_MACS_peak_546_lociStitched	chr1(.):38204287-38206010	0.6324
1_MACS_peak_547_lociStitched	chr1(.):38218144-38219242	0.4894
1_MACS_peak_548_lociStitched	chr1(.):38258789-38260945	1.4409
1_MACS_peak_549_lociStitched	chr1(.):38272701-38274929	1.1446
1_MACS_peak_550_lociStitched	chr1(.):38305097-38306267	0.5369
1_MACS_peak_551_lociStitched	chr1(.):38324349-38326340	1.4011
1_MACS_peak_552_lociStitched	chr1(.):38411793-38413977	1.3472
1_MACS_peak_553_lociStitched	chr1(.):38454688-38456524	0.9106
1_MACS_peak_554_lociStitched	chr1(.):38477603-38479358	1.1526
1_MACS_peak_555_lociStitched	chr1(.):38493009-38496824	1.4278
1_MACS_peak_556_lociStitched	chr1(.):38512558-38513385	0.5468
1_MACS_peak_557_lociStitched	chr1(.):38939535-38942570	2.3899
1_MACS_peak_558_lociStitched	chr1(.):38992297-38994102	0.6086
1_MACS_peak_559_lociStitched	chr1(.):39324129-39326477	1.0134
1_MACS_peak_560_lociStitched	chr1(.):39338106-39339861	1.0161
1_MACS_peak_561_lociStitched	chr1(.):39456094-39458029	1.1289
1_MACS_peak_562_lociStitched	chr1(.):39491172-39493122	1.4651
1_MACS_peak_563_lociStitched	chr1(.):39570580-39572502	0.8576
2_MACS_peak_564_lociStitched	chr1(.):39662041-39671801	0.3782
1_MACS_peak_566_lociStitched	chr1(.):39680239-39682314	0.9061
2_MACS_peak_567_lociStitched	chr1(.):39733464-39738646	0.7081
1_MACS_peak_569_lociStitched	chr1(.):39859469-39861069	0.7327
1_MACS_peak_570_lociStitched	chr1(.):39872715-39875653	0.7485
1_MACS_peak_571_lociStitched	chr1(.):39955871-39958560	1.8806
1_MACS_peak_572_lociStitched	chr1(.):39973122-39978127	3.3229
1_MACS_peak_573_lociStitched	chr1(.):39989680-39993471	2.252
3_MACS_peak_574_lociStitched	chr1(.):40030415-40042860	0.9438
3_MACS_peak_577_lociStitched	chr1(.):40054890-40072708	0.5387
1_MACS_peak_580_lociStitched	chr1(.):40104707-40106067	0.5132
1_MACS_peak_581_lociStitched	chr1(.):40146424-40147464	0.5684
1_MACS_peak_582_lociStitched	chr1(.):40156497-40157730	0.7224
1_MACS_peak_583_lociStitched	chr1(.):40192861-40193662	0.4737
1_MACS_peak_584_lociStitched	chr1(.):40203918-40205466	1.0481
1_MACS_peak_585_lociStitched	chr1(.):40239568-40243376	2.5529
1_MACS_peak_586_lociStitched	chr1(.):40253933-40255789	2.8036
1_MACS_peak_587_lociStitched	chr1(.):40264006-40265937	2.6655
2_MACS_peak_588_lociStitched	chr1(.):40282290-40292153	0.6924
1_MACS_peak_590_lociStitched	chr1(.):40309970-40313032	1.3434
1_MACS_peak_591_lociStitched	chr1(.):40348461-40349645	0.8705
1_MACS_peak_592_lociStitched	chr1(.):40366500-40368470	0.7098
2_MACS_peak_593_lociStitched	chr1(.):40420062-40427257	0.7214
1_MACS_peak_595_lociStitched	chr1(.):40467004-40470640	1.3312
1_MACS_peak_596_lociStitched	chr1(.):40504345-40507375	3.2322
2_MACS_peak_597_lociStitched	chr1(.):40523711-40531667	0.5469
1_MACS_peak_599_lociStitched	chr1(.):40562099-40563579	0.9762
1_MACS_peak_600_lociStitched	chr1(.):40626339-40628028	1.5723
1_MACS_peak_601_lociStitched	chr1(.):40722575-40724615	1.716
1_MACS_peak_602_lociStitched	chr1(.):40777479-40778895	0.5261
4_MACS_peak_603_lociStitched	chr1(.):40839002-40856459	0.8059
1_MACS_peak_607_lociStitched	chr1(.):40915094-40916346	0.5536
1_MACS_peak_608_lociStitched	chr1(.):40942491-40943770	1.2913
1_MACS_peak_609_lociStitched	chr1(.):40973952-40975085	0.5725
1_MACS_peak_610_lociStitched	chr1(.):40996603-40998043	0.6696
1_MACS_peak_611_lociStitched	chr1(.):41130913-41132071	0.8931
1_MACS_peak_612_lociStitched	chr1(.):41156707-41158782	3.5053
1_MACS_peak_613_lociStitched	chr1(.):41174264-41175658	0.6158
1_MACS_peak_614_lociStitched	chr1(.):41229177-41230911	0.5186
1_MACS_peak_615_lociStitched	chr1(.):41444577-41447098	2.6713
1_MACS_peak_616_lociStitched	chr1(.):41706390-41709028	2.8703
1_MACS_peak_617_lociStitched	chr1(.):41947626-41949492	0.6012
2_MACS_peak_618_lociStitched	chr1(.):41961346-41970886	0.3912
1_MACS_peak_620_lociStitched	chr1(.):41981183-41983347	0.9246
1_MACS_peak_621_lociStitched	chr1(.):42039455-42040307	0.5459
2_MACS_peak_622_lociStitched	chr1(.):42084992-42090121	0.7506
5_MACS_peak_624_lociStitched	chr1(.):42127094-42150381	0.3768
1_MACS_peak_629_lociStitched	chr1(.):42162879-42166416	1.3696
2_MACS_peak_630_lociStitched	chr1(.):42186215-42195854	1.4447
1_MACS_peak_632_lociStitched	chr1(.):42215814-42218886	1.3592
1_MACS_peak_633_lociStitched	chr1(.):42257173-42258408	0.5272
1_MACS_peak_634_lociStitched	chr1(.):42267538-42270529	1.4018
1_MACS_peak_635_lociStitched	chr1(.):42347243-42348957	0.8534
2_MACS_peak_636_lociStitched	chr1(.):42356187-42364708	0.5197
2_MACS_peak_638_lociStitched	chr1(.):42383163-42386436	0.8267
1_MACS_peak_640_lociStitched	chr1(.):42416085-42417392	0.4395
1_MACS_peak_641_lociStitched	chr1(.):42500688-42501723	0.4871
1_MACS_peak_642_lociStitched	chr1(.):42799554-42801924	1.44
2_MACS_peak_643_lociStitched	chr1(.):42921080-42929565	0.8589
1_MACS_peak_645_lociStitched	chr1(.):43123254-43125104	1.1114
1_MACS_peak_646_lociStitched	chr1(.):43146540-43149706	1.6325
1_MACS_peak_647_lociStitched	chr1(.):43231696-43233953	1.236
1_MACS_peak_648_lociStitched	chr1(.):43281890-43283495	1.4372
1_MACS_peak_649_lociStitched	chr1(.):43311874-43313209	1.4568
3_MACS_peak_650_lociStitched	chr1(.):43389446-43402704	0.5239
1_MACS_peak_653_lociStitched	chr1(.):43422521-43425384	1.484
1_MACS_peak_654_lociStitched	chr1(.):43637245-43638385	0.8002
1_MACS_peak_655_lociStitched	chr1(.):43686513-43688101	0.6942
1_MACS_peak_656_lociStitched	chr1(.):43813929-43816051	2.5203
2_MACS_peak_657_lociStitched	chr1(.):43823479-43834719	0.6611
1_MACS_peak_659_lociStitched	chr1(.):43854388-43856482	1.5606
1_MACS_peak_660_lociStitched	chr1(.):43918553-43921140	1.7013
1_MACS_peak_661_lociStitched	chr1(.):43974757-43976546	0.6248
1_MACS_peak_662_lociStitched	chr1(.):44031375-44032127	0.3925
1_MACS_peak_663_lociStitched	chr1(.):44114625-44116853	1.2018
1_MACS_peak_664_lociStitched	chr1(.):44172114-44174239	1.2365
1_MACS_peak_665_lociStitched	chr1(.):44248724-44250177	0.6371
1_MACS_peak_666_lociStitched	chr1(.):44280098-44281323	0.6195
1_MACS_peak_667_lociStitched	chr1(.):44296668-44303022	0.9304
1_MACS_peak_668_lociStitched	chr1(.):44330677-44332663	1.8085
1_MACS_peak_669_lociStitched	chr1(.):44411412-44413601	6.7459
3_MACS_peak_670_lociStitched	chr1(.):44435123-44446268	0.7755
1_MACS_peak_673_lociStitched	chr1(.):44456520-44458652	0.7507
1_MACS_peak_674_lociStitched	chr1(.):44495048-44497667	1.4819
1_MACS_peak_675_lociStitched	chr1(.):44678496-44679795	1.0913
1_MACS_peak_676_lociStitched	chr1(.):44820051-44821415	1.191
1_MACS_peak_677_lociStitched	chr1(.):45096678-45098980	2.339
2_MACS_peak_678_lociStitched	chr1(.):45139171-45142674	0.7904
2_MACS_peak_680_lociStitched	chr1(.):45178227-45188350	0.4657
2_MACS_peak_682_lociStitched	chr1(.):45195426-45206409	1.101
1_MACS_peak_684_lociStitched	chr1(.):45240155-45242580	2.907
1_MACS_peak_685_lociStitched	chr1(.):45264935-45266997	1.5777
2_MACS_peak_686_lociStitched	chr1(.):45279130-45286563	1.5082
1_MACS_peak_688_lociStitched	chr1(.):45451242-45452710	0.9085
1_MACS_peak_689_lociStitched	chr1(.):45475830-45478906	0.7503
1_MACS_peak_690_lociStitched	chr1(.):45543936-45546115	0.5007
1_MACS_peak_691_lociStitched	chr1(.):45671625-45672574	1.2417
1_MACS_peak_692_lociStitched	chr1(.):45768690-45770559	2.1044
2_MACS_peak_693_lociStitched	chr1(.):45786494-45793421	0.3549
1_MACS_peak_695_lociStitched	chr1(.):45804607-45806989	2.6348
1_MACS_peak_696_lociStitched	chr1(.):45955800-45957181	0.611
1_MACS_peak_697_lociStitched	chr1(.):45964811-45966789	1.0918
1_MACS_peak_698_lociStitched	chr1(.):45985983-45988527	1.2508
2_MACS_peak_699_lociStitched	chr1(.):46008807-46018077	0.6248
1_MACS_peak_701_lociStitched	chr1(.):46048871-46051084	1.4504
1_MACS_peak_702_lociStitched	chr1(.):46151175-46155083	1.7288
1_MACS_peak_703_lociStitched	chr1(.):46215439-46217310	2.3213
1_MACS_peak_704_lociStitched	chr1(.):46268152-46270404	0.9241
1_MACS_peak_705_lociStitched	chr1(.):46505880-46510439	1.8093
1_MACS_peak_706_lociStitched	chr1(.):46527779-46529299	0.6423
1_MACS_peak_707_lociStitched	chr1(.):46580213-46581476	0.7872
1_MACS_peak_708_lociStitched	chr1(.):46597310-46601402	4.0072
1_MACS_peak_709_lociStitched	chr1(.):46624590-46627138	0.9979
1_MACS_peak_710_lociStitched	chr1(.):46663221-46664932	0.9628
1_MACS_peak_711_lociStitched	chr1(.):46712164-46714632	1.5809
1_MACS_peak_712_lociStitched	chr1(.):46767077-46770562	3.4313
3_MACS_peak_713_lociStitched	chr1(.):46790219-46807182	0.795
1_MACS_peak_716_lociStitched	chr1(.):46859407-46861234	1.2308
1_MACS_peak_717_lociStitched	chr1(.):47069070-47070668	0.8466
1_MACS_peak_718_lociStitched	chr1(.):47081344-47083196	1.0654
2_MACS_peak_719_lociStitched	chr1(.):47133041-47142266	0.3212
1_MACS_peak_721_lociStitched	chr1(.):47154904-47156120	0.5158
1_MACS_peak_722_lociStitched	chr1(.):47183786-47185249	1.316
1_MACS_peak_723_lociStitched	chr1(.):47269393-47270880	0.5462
1_MACS_peak_724_lociStitched	chr1(.):47573164-47574396	0.6078
1_MACS_peak_725_lociStitched	chr1(.):47778647-47780886	0.9038
1_MACS_peak_726_lociStitched	chr1(.):47798569-47800900	1.6097
1_MACS_peak_727_lociStitched	chr1(.):47902014-47904376	1.8631
1_MACS_peak_728_lociStitched	chr1(.):48449631-48450994	0.6399
1_MACS_peak_729_lociStitched	chr1(.):48491303-48492835	0.5676
1_MACS_peak_730_lociStitched	chr1(.):48559326-48560257	0.5864
1_MACS_peak_731_lociStitched	chr1(.):48937210-48938266	0.5253
2_MACS_peak_732_lociStitched	chr1(.):49255034-49260351	0.6425
1_MACS_peak_734_lociStitched	chr1(.):49412292-49415263	1.8173
2_MACS_peak_735_lociStitched	chr1(.):49442164-49446436	0.7769
1_MACS_peak_737_lociStitched	chr1(.):49862307-49863270	0.4486
1_MACS_peak_738_lociStitched	chr1(.):50575967-50576895	0.3988
1_MACS_peak_739_lociStitched	chr1(.):50798404-50799751	1.3181
1_MACS_peak_740_lociStitched	chr1(.):51442522-51444526	0.9195
1_MACS_peak_741_lociStitched	chr1(.):51565942-51567112	0.7409
1_MACS_peak_742_lociStitched	chr1(.):51668091-51670525	0.8083
1_MACS_peak_743_lociStitched	chr1(.):51680071-51681977	0.5745
1_MACS_peak_744_lociStitched	chr1(.):51699585-51703095	1.6274
1_MACS_peak_745_lociStitched	chr1(.):51762336-51763512	0.8837
1_MACS_peak_746_lociStitched	chr1(.):51796271-51797735	0.7748
1_MACS_peak_747_lociStitched	chr1(.):51966389-51967930	0.7779
1_MACS_peak_748_lociStitched	chr1(.):51983199-51985326	1.2016
4_MACS_peak_749_lociStitched	chr1(.):52029206-52045001	0.5172
1_MACS_peak_753_lociStitched	chr1(.):52082470-52083517	0.6993
1_MACS_peak_754_lociStitched	chr1(.):52194284-52196346	1.1531
3_MACS_peak_755_lociStitched	chr1(.):52327845-52345679	0.798
1_MACS_peak_758_lociStitched	chr1(.):52372258-52373516	0.516
3_MACS_peak_759_lociStitched	chr1(.):52417407-52430400	0.6464
1_MACS_peak_762_lociStitched	chr1(.):52455545-52456826	0.7245
1_MACS_peak_763_lociStitched	chr1(.):52497602-52499754	1.4993
1_MACS_peak_764_lociStitched	chr1(.):52520230-52522931	1.7719
1_MACS_peak_765_lociStitched	chr1(.):52607213-52608992	1.265
2_MACS_peak_766_lociStitched	chr1(.):52830483-52834912	1.6155
1_MACS_peak_768_lociStitched	chr1(.):52868714-52871054	2.157
1_MACS_peak_769_lociStitched	chr1(.):53017495-53020026	1.6446
1_MACS_peak_770_lociStitched	chr1(.):53067743-53068687	0.5489
1_MACS_peak_771_lociStitched	chr1(.):53100834-53104834	4.061
2_MACS_peak_772_lociStitched	chr1(.):53162971-53169768	0.9153
1_MACS_peak_774_lociStitched	chr1(.):53191755-53192961	1.0392
1_MACS_peak_775_lociStitched	chr1(.):53308139-53309836	0.723
2_MACS_peak_776_lociStitched	chr1(.):53386759-53394014	0.269
1_MACS_peak_778_lociStitched	chr1(.):53479926-53481348	0.5136
1_MACS_peak_779_lociStitched	chr1(.):53661736-53663558	2.2787
1_MACS_peak_780_lociStitched	chr1(.):53685333-53687011	2.2357
1_MACS_peak_781_lociStitched	chr1(.):53703420-53705041	0.9216
1_MACS_peak_782_lociStitched	chr1(.):53724788-53726953	0.7721
1_MACS_peak_783_lociStitched	chr1(.):53790809-53794606	2.0654
1_MACS_peak_784_lociStitched	chr1(.):53833042-53834183	0.6938
1_MACS_peak_785_lociStitched	chr1(.):54050370-54051774	0.5393
1_MACS_peak_786_lociStitched	chr1(.):54065338-54067495	0.8153
1_MACS_peak_787_lociStitched	chr1(.):54104263-54106380	0.9423
1_MACS_peak_788_lociStitched	chr1(.):54144127-54146011	0.7631
2_MACS_peak_789_lociStitched	chr1(.):54199639-54205666	1.2568
1_MACS_peak_791_lociStitched	chr1(.):54232173-54233285	0.5939
1_MACS_peak_792_lociStitched	chr1(.):54302910-54304717	7.5547
1_MACS_peak_793_lociStitched	chr1(.):54354407-54356562	0.7042
1_MACS_peak_794_lociStitched	chr1(.):54410522-54412972	1.2665
1_MACS_peak_795_lociStitched	chr1(.):54517608-54520079	1.9087
1_MACS_peak_796_lociStitched	chr1(.):54664885-54667078	2.2427
1_MACS_peak_797_lociStitched	chr1(.):54840888-54843916	2.4206
1_MACS_peak_798_lociStitched	chr1(.):54870768-54876025	0.8183
1_MACS_peak_799_lociStitched	chr1(.):54929848-54930952	0.5874
1_MACS_peak_800_lociStitched	chr1(.):54953501-54955677	0.8237
1_MACS_peak_801_lociStitched	chr1(.):54967264-54969000	0.5284
1_MACS_peak_802_lociStitched	chr1(.):55007324-55008633	0.5333
1_MACS_peak_803_lociStitched	chr1(.):55181074-55182312	0.7997
1_MACS_peak_804_lociStitched	chr1(.):55229376-55230604	1.2916
1_MACS_peak_805_lociStitched	chr1(.):55265972-55267957	1.7323
1_MACS_peak_806_lociStitched	chr1(.):55351979-55353859	1.174
1_MACS_peak_807_lociStitched	chr1(.):55621262-55623315	0.6219
1_MACS_peak_808_lociStitched	chr1(.):55680138-55682081	2.0686
1_MACS_peak_809_lociStitched	chr1(.):55752727-55755625	1.1107
1_MACS_peak_810_lociStitched	chr1(.):55827805-55830091	0.972
1_MACS_peak_811_lociStitched	chr1(.):56001735-56002811	0.4856
1_MACS_peak_812_lociStitched	chr1(.):56106338-56107513	0.7792
1_MACS_peak_813_lociStitched	chr1(.):56981879-56983129	0.588
1_MACS_peak_814_lociStitched	chr1(.):57043973-57045331	0.5316
1_MACS_peak_815_lociStitched	chr1(.):57698935-57699789	0.5768
1_MACS_peak_816_lociStitched	chr1(.):58420455-58421504	0.5365
1_MACS_peak_817_lociStitched	chr1(.):58452124-58453082	0.6792
1_MACS_peak_818_lociStitched	chr1(.):58983567-58984188	1.7037
1_MACS_peak_819_lociStitched	chr1(.):59011173-59012895	1.7048
1_MACS_peak_820_lociStitched	chr1(.):59164668-59166204	1.999
1_MACS_peak_821_lociStitched	chr1(.):59197332-59198234	0.5571
1_MACS_peak_822_lociStitched	chr1(.):59238536-59240006	0.7632
1_MACS_peak_823_lociStitched	chr1(.):59247630-59251928	2.4501
1_MACS_peak_824_lociStitched	chr1(.):59270825-59272967	0.8737
1_MACS_peak_825_lociStitched	chr1(.):59280414-59283042	1.4826
2_MACS_peak_826_lociStitched	chr1(.):59319936-59324682	0.4174
2_MACS_peak_828_lociStitched	chr1(.):59339751-59350271	0.3792
1_MACS_peak_830_lociStitched	chr1(.):59368359-59371093	2.1071
1_MACS_peak_831_lociStitched	chr1(.):59388041-59389022	0.5966
1_MACS_peak_832_lociStitched	chr1(.):59433421-59435234	1.5453
3_MACS_peak_833_lociStitched	chr1(.):59473046-59487022	0.5117
1_MACS_peak_836_lociStitched	chr1(.):59512163-59513107	0.5127
1_MACS_peak_837_lociStitched	chr1(.):59536661-59537708	0.6042
1_MACS_peak_838_lociStitched	chr1(.):59611955-59613283	0.8484
1_MACS_peak_839_lociStitched	chr1(.):59761226-59763549	1.1235
1_MACS_peak_840_lociStitched	chr1(.):60043137-60044428	0.6134
1_MACS_peak_841_lociStitched	chr1(.):60227709-60228725	0.4658
2_MACS_peak_842_lociStitched	chr1(.):60279534-60281389	1.4577
2_MACS_peak_844_lociStitched	chr1(.):61515396-61523751	0.4158
2_MACS_peak_846_lociStitched	chr1(.):61541202-61549695	0.7022
1_MACS_peak_848_lociStitched	chr1(.):61783529-61786003	0.9323
1_MACS_peak_849_lociStitched	chr1(.):61917935-61919909	0.7061
1_MACS_peak_850_lociStitched	chr1(.):62189974-62191678	1.7852
1_MACS_peak_851_lociStitched	chr1(.):62207348-62208697	0.7765
1_MACS_peak_852_lociStitched	chr1(.):62900968-62903971	6.1361
1_MACS_peak_853_lociStitched	chr1(.):63153043-63154857	1.0362
1_MACS_peak_854_lociStitched	chr1(.):63248637-63250611	1.7747
1_MACS_peak_855_lociStitched	chr1(.):63265655-63267628	0.8078
1_MACS_peak_856_lociStitched	chr1(.):63275291-63277591	0.8875
2_MACS_peak_857_lociStitched	chr1(.):63782426-63788725	0.5731
1_MACS_peak_859_lociStitched	chr1(.):63832479-63834173	1.4958
1_MACS_peak_860_lociStitched	chr1(.):63988003-63990468	3.6981
1_MACS_peak_861_lociStitched	chr1(.):64058423-64060634	1.6682
1_MACS_peak_862_lociStitched	chr1(.):64208122-64209336	0.6237
1_MACS_peak_863_lociStitched	chr1(.):64637175-64638856	0.6214
1_MACS_peak_864_lociStitched	chr1(.):64688838-64690108	0.7447
1_MACS_peak_865_lociStitched	chr1(.):64935193-64936687	0.8104
1_MACS_peak_866_lociStitched	chr1(.):65209871-65211899	1.3607
1_MACS_peak_867_lociStitched	chr1(.):65329292-65330768	0.6371
1_MACS_peak_868_lociStitched	chr1(.):65347914-65349481	0.5938
1_MACS_peak_869_lociStitched	chr1(.):65361253-65362106	0.4475
1_MACS_peak_870_lociStitched	chr1(.):65430808-65434349	1.5734
1_MACS_peak_871_lociStitched	chr1(.):65452358-65453871	0.697
1_MACS_peak_872_lociStitched	chr1(.):65467570-65469416	1.6141
1_MACS_peak_873_lociStitched	chr1(.):65509409-65511340	0.8188
1_MACS_peak_874_lociStitched	chr1(.):65531882-65534606	1.3694
1_MACS_peak_875_lociStitched	chr1(.):65612628-65614810	0.6271
1_MACS_peak_876_lociStitched	chr1(.):65719569-65721320	1.0489
1_MACS_peak_877_lociStitched	chr1(.):65884498-65887476	1.4292
1_MACS_peak_878_lociStitched	chr1(.):66169290-66170731	0.7448
1_MACS_peak_879_lociStitched	chr1(.):66277496-66279033	0.9304
1_MACS_peak_880_lociStitched	chr1(.):66633573-66635369	0.6779
3_MACS_peak_881_lociStitched	chr1(.):66708787-66719811	0.3549
2_MACS_peak_884_lociStitched	chr1(.):66735529-66750830	2.2818
2_MACS_peak_886_lociStitched	chr1(.):66766111-66772654	0.4507
1_MACS_peak_888_lociStitched	chr1(.):66795825-66803464	2.6925
1_MACS_peak_889_lociStitched	chr1(.):66814774-66817066	0.9625
2_MACS_peak_890_lociStitched	chr1(.):66839226-66848274	1.0098
4_MACS_peak_892_lociStitched	chr1(.):66896874-66912705	0.664
2_MACS_peak_896_lociStitched	chr1(.):67222536-67227028	0.8307
1_MACS_peak_898_lociStitched	chr1(.):67244429-67245742	0.5305
