REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X32_0EX8_0229Kronos_MM1S.No.Treatment.2_IRF4_hs_i48.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
3_MACS_peak_13760_lociStitched	chr22	39096436	39103438	3	4900	4526.793	1764.504	647	GTPBP1,JOSD1	CBY1,TOMM22,LOC646851,SUN2	GTPBP1	SUN2	0.08980000000000002	647	1
3_MACS_peak_19453_lociStitched	chr6	114175491	114180555	3	4865	3793.9488	1033.056	648	MARCKS	FLJ34503	MARCKS	MARCKS	0.1728	648	1
2_MACS_peak_2424_lociStitched	chr10	8172974	8175808	2	2511	3395.4154	637.65	649			GATA3	GATA3	NONE	649	1
1_MACS_peak_615_lociStitched	chr1	59248583	59252116	1	3534	3593.061	835.9078	650	LOC100131060,JUN		LOC100131060	LOC100131060	0.06029999999999999	650	1
1_MACS_peak_7049_lociStitched	chr15	65183977	65188645	1	4669	4329.1032	1572.1824	651		PLEKHO2,ANKDD1A	ANKDD1A	PLEKHO2	0.010999999999999982	651	1
2_MACS_peak_20088_lociStitched	chr7	26236847	26242204	2	4150	3840.4333	1083.7211	652	CBX3,HNRNPA2B1	NFE2L3	HNRNPA2B1	HNRNPA2B1	0.2238	652	1
2_MACS_peak_12576_lociStitched	chr20	5092771	5101345	2	3946	4642.821	1889.7096	653	PCNA-AS1,C20orf30,PCNA	CDS2	PCNA-AS1	PCNA-AS1	0.1558	653	1
1_MACS_peak_16818_lociStitched	chr4	184642156	184645374	1	3219	3310.6784	561.541	654			C4orf41	C4orf41	NONE	654	1
2_MACS_peak_19392_lociStitched	chr6	108913234	108920234	2	3497	4368	1626.8	655	FOXO3		FOXO3	FOXO3	0.20710000000000003	655	1
3_MACS_peak_9606_lociStitched	chr18	56751351	56756922	3	5191	4397.1903	1658.4867	656		LOC390858	LOC390858	NONE	NONE	656	1
2_MACS_peak_21774_lociStitched	chr8	81011435	81016529	2	3669	3956.5098	1220.013	657	TPD52	TPD52	TPD52	TPD52	0.095	657	1
3_MACS_peak_13555_lociStitched	chr22	23479988	23488076	3	5025	4495.3104	1759.9488	658	RAB36,RTDR1	BCR	RTDR1	RTDR1	0.026499999999999996	658	1
1_MACS_peak_4729_lociStitched	chr12	9799707	9804061	1	4355	3708.7372	974.8606	659	LOC374443	CLEC2D,KLRB1	LOC374443	LOC374443	0.1332	659	1
1_MACS_peak_18434_lociStitched	chr6	7135303	7138966	1	3664	3895.9668	1163.3688	660	RREB1		RREB1	RREB1	0.056900000000000006	660	1
2_MACS_peak_20518_lociStitched	chr7	86845910	86850483	2	4016	3969.8213	1240.6549	661	C7orf23		C7orf23	C7orf23	0.0865	661	1
1_MACS_peak_22082_lociStitched	chr8	134246043	134248478	1	2436	3822.95	1094.289	662		WISP1	WISP1	WISP1	0.03409999999999999	662	1
1_MACS_peak_22271_lociStitched	chr9	6680552	6683881	1	3330	3784.0743	1057.6233	663		KDM4C,GLDC	GLDC	GLDC	0.012999999999999998	663	1
2_MACS_peak_4499_lociStitched	chr11	122930718	122941134	2	6162	5073.6336	2348.808	664	HSPA8	LOC341056	HSPA8	HSPA8	0.1918	664	1
2_MACS_peak_17261_lociStitched	chr5	55960631	55966578	2	2672	3844.1408	1119.8201	665			MAP3K1	MAP3K1	NONE	665	1
3_MACS_peak_8244_lociStitched	chr17	3814016	3820218	3	4447	4409.622	1690.6652	666	P2RX1	CAMKK1,ATP2A3	P2RX1	P2RX1	0.12950000000000003	666	1
4_MACS_peak_13350_lociStitched	chr21	38737748	38743543	4	4051	3889.604	1172.3285	667	DYRK1A	DYRK1A	DYRK1A	DYRK1A	0.012800000000000006	667	1
1_MACS_peak_1364_lociStitched	chr1	160751586	160752975	1	1390	3320.4045	603.3816	668		SLAMF7,LY9	LY9	LY9	0.20329999999999998	668	1
1_MACS_peak_15737_lociStitched	chr4	18981725	18983084	1	1360	3102.8688	386.2278	669			LCORL	LCORL	NONE	669	1
2_MACS_peak_8666_lociStitched	chr17	40608512	40612719	2	3757	3751.3819	1034.922	670	ATP6V0A1	PTRF	ATP6V0A1	ATP6V0A1	0.0368	670	1
2_MACS_peak_5033_lociStitched	chr12	46378141	46386290	2	3854	4307.5614	1592.3146	671	SRSF2IP		SRSF2IP	SRSF2IP	0.02840000000000001	671	1
1_MACS_peak_2019_lociStitched	chr1	217199904	217201746	1	1843	3318.363	606.7548	672	ESRRG		ESRRG	NONE	NONE	672	1
2_MACS_peak_11270_lociStitched	chr2	86220578	86227563	2	4022	4682.0455	1971.167	673		LOC90784	LOC90784	NONE	NONE	673	1
3_MACS_peak_16279_lociStitched	chr4	105408008	105416938	3	3453	4559.658	1849.403	674	CXXC4		CXXC4	CXXC4	0.1038	674	1
2_MACS_peak_7498_lociStitched	chr16	2731695	2737806	2	3444	3716.0991	1014.426	675	KCTD5	FLJ42627,PRSS27	KCTD5	KCTD5	0.0696	675	1
2_MACS_peak_23108_lociStitched	chr9	134127620	134132285	2	2857	3533.7375	834.5685	676		PPAPDC3,FAM78A	FAM78A	FAM78A	0.1741	676	1
2_MACS_peak_15411_lociStitched	chr3	185654411	185661904	2	3565	4764.7987	2067.3187	677	TRA2B	LOC344887	TRA2B	TRA2B	0.13559999999999997	677	1
1_MACS_peak_990_lociStitched	chr1	118172079	118177000	1	4922	3620.3797	923.1796	678		FAM46C	FAM46C	FAM46C	0.2794	678	1
1_MACS_peak_12402_lociStitched	chr2	227636967	227638319	1	1353	3011.1744	318.6664	679	IRS1		IRS1	IRS1	0.07139999999999999	679	1
1_MACS_peak_1716_lociStitched	chr1	192777165	192781459	1	4295	4566.669	1874.7604	680	RGS2		RGS2	RGS2	0.21280000000000004	680	1
2_MACS_peak_5080_lociStitched	chr12	49759959	49764404	2	3534	3797.808	1107.694	681	SPATS2	TROAP,DNAJC22,LOC100335030,C1QL4	SPATS2	TROAP	0.04880000000000001	681	1
2_MACS_peak_15162_lociStitched	chr3	159727810	159730620	2	2542	3838.741	1150.976	682		IL12A	IL12A	IL12A	0.04490000000000002	682	1
1_MACS_peak_4603_lociStitched	chr11	132227157	132229107	1	1951	3311.49	623.805	683			NTM	NTM	NONE	683	1
3_MACS_peak_22191_lociStitched	chr9	178049	186493	3	3533	4159.5144	1473.478	684	CBWD1	LOC642313,DOCK8,C9orf66	CBWD1	CBWD1	0.005600000000000008	684	1
3_MACS_peak_21020_lociStitched	chr7	137666056	137673441	3	4872	4860.807	2174.8825	685	CREB3L2		CREB3L2	CREB3L2	0.03319999999999998	685	1
1_MACS_peak_20881_lociStitched	chr7	123387112	123390085	1	2974	3514.9779	829.467	686	WASL		WASL	WASL	0.028200000000000003	686	1
2_MACS_peak_5041_lociStitched	chr12	46776406	46782806	2	4512	3987.2	1301.76	687		SLC38A2	SLC38A2	SLC38A2	0.15639999999999998	687	1
3_MACS_peak_20269_lociStitched	chr7	45034343	45041558	3	4242	4199.13	1513.707	688	CCM2	CCM2,MYO1G,SNORA9,C7orf40	CCM2	SNORA9	0.04580000000000001	688	1
2_MACS_peak_11160_lociStitched	chr2	69869665	69876597	2	4121	4026.7988	1346.8876	689	AAK1		AAK1	AAK1	0.006600000000000009	689	1
1_MACS_peak_20983_lociStitched	chr7	133929664	133931785	1	2122	3396.5694	717.3222	690	LRGUK		SLC35B4	SLC35B4	0.09760000000000002	690	1
2_MACS_peak_13770_lociStitched	chr22	39377409	39381943	2	3575	3831.23	1152.5428	691	APOBEC3A,APOBEC3B	APOBEC3C,APOBEC3D	APOBEC3B	APOBEC3B	0.1582	691	1
3_MACS_peak_8421_lociStitched	chr17	20205126	20211330	3	3786	3920.928	1243.902	692	SPECC1	CCDC144C	CCDC144C	CCDC144C	0.0076999999999999985	692	1
2_MACS_peak_8621_lociStitched	chr17	38019588	38024674	2	4651	4016.4142	1339.6524	693	ZPBP2,IKZF3	GSDMB	IKZF3	IKZF3	0.10560000000000003	693	1
2_MACS_peak_13794_lociStitched	chr22	39911043	39917634	2	4033	4093.011	1416.4059	694	SMCR7L,ATF4	MGAT3,CACNA1I,RPS19BP1	ATF4	ATF4	0.2769	694	1
2_MACS_peak_1375_lociStitched	chr1	161122721	161130041	2	4094	4783.62	2108.16	695	UFC1,USP21	NIT1,PPOX,NDUFS2,PFDN2,DEDD,B4GALT3,ADAMTS4	UFC1	B4GALT3	0.2543	695	1
2_MACS_peak_15319_lociStitched	chr3	179033504	179041984	2	3955	5092.24	2416.8	696	ZNF639	MFN1,KCNMB3	ZNF639	ZNF639	0.0751	696	1
3_MACS_peak_6288_lociStitched	chr14	32666908	32675911	3	2857	3698.4324	1023.6411	697			ARHGAP5	ARHGAP5	NONE	697	1
1_MACS_peak_17171_lociStitched	chr5	43064434	43067667	1	3234	3498.106	824.7383	698	LOC100132356	LOC153684,LOC648987,C5orf39	LOC100132356	C5orf39	0.4292	698	1
2_MACS_peak_10995_lociStitched	chr2	54861382	54865994	2	2760	3669.3072	996.192	699	SPTBN1		SPTBN1	SPTBN1	0.040199999999999986	699	1
1_MACS_peak_2128_lociStitched	chr1	227378947	227380524	1	1578	3217.5531	544.6958	700	CDC42BPA		CDC42BPA	NONE	NONE	700	1
1_MACS_peak_10054_lociStitched	chr19	16228257	16231103	1	2847	3523.348	850.954	701	RAB8A	TPM4,HSH2D	RAB8A	HSH2D	0.28569999999999995	701	1
2_MACS_peak_17940_lociStitched	chr5	139047171	139051702	2	4431	3864.4899	1192.1061	702	CXXC5		CXXC5	CXXC5	0.0925	702	1
3_MACS_peak_21992_lociStitched	chr8	126163624	126171725	3	3089	4153.3827	1482.483	703	NSMCE2		NSMCE2	NSMCE2	0.0655	703	1
1_MACS_peak_2167_lociStitched	chr1	230257999	230261264	1	3266	4011.0525	1341.262	704	GALNT2		GALNT2	GALNT2	0.04219999999999999	704	1
1_MACS_peak_15531_lociStitched	chr3	195822309	195825360	1	3052	3867.4476	1199.6532	705		LOC401109,TFRC	TFRC	TFRC	0.0421	705	1
3_MACS_peak_10941_lociStitched	chr2	47209108	47214823	3	5280	4468.5585	1801.368	706	TTC7A	MCFD2	MCFD2	MCFD2	0.0582	706	1
2_MACS_peak_16253_lociStitched	chr4	101939516	101942608	2	2928	3569.4048	902.864	707			PPP3CA	PPP3CA	NONE	707	1
1_MACS_peak_15101_lociStitched	chr3	152877737	152880860	1	3124	3509.3151	843.5223	708	RAP2B		RAP2B	RAP2B	0.19999999999999998	708	1
1_MACS_peak_10703_lociStitched	chr2	25641493	25644686	1	3194	3657.9008	995.5774	709	DTNB		DNMT3A	DNMT3A	NONE	709	1
1_MACS_peak_18649_lociStitched	chr6	26270309	26274777	1	4469	4038.1784	1376.5908	710	HIST1H2BI,HIST1H3G	HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H1D,HIST1H4G,HIST1H3F,HIST1H4H	HIST1H2BI	HIST1H2BI	0.2531	710	1
2_MACS_peak_10360_lociStitched	chr19	47728829	47733746	2	3320	3734.9532	1073.3811	711	MIR3190,BBC3,MIR3191	CCDC9,PRR24	MIR3191	MIR3191	0.3241	711	1
2_MACS_peak_20636_lociStitched	chr7	99814614	99819697	2	2874	4003.8791	1343.9452	712	PVRIG,GATS	STAG3,GAL3ST4,GPC2	PVRIG	PVRIG	0.21419999999999997	712	1
2_MACS_peak_17775_lociStitched	chr5	124743864	124748301	2	2830	3412.9404	753.8463	713			ZNF608	ZNF608	0.041999999999999996	713	1
2_MACS_peak_16109_lociStitched	chr4	82552481	82557620	2	3043	3880.4589	1221.5403	714			RASGEF1B	RASGEF1B	0.056599999999999984	714	1
2_MACS_peak_1201_lociStitched	chr1	153821660	153827449	2	2210	4233.4957	1575.7658	715	GATAD2B		GATAD2B	GATAD2B	0.0627	715	1
2_MACS_peak_1731_lociStitched	chr1	193506091	193510263	2	3642	4328.0328	1672.1376	716			B3GALT2	B3GALT2	NONE	716	1
1_MACS_peak_13105_lociStitched	chr20	60912121	60916135	1	4015	3916.0584	1260.7974	717	LAMA5	ADRM1,RPS21	LAMA5	ADRM1	0.08960000000000001	717	1
2_MACS_peak_21183_lociStitched	chr7	155533098	155539566	2	3410	4288.9308	1633.8168	718	RBM33		SHH	SHH	NONE	718	1
2_MACS_peak_1_lociStitched	chr1	9912	11871	2	1782	3743.649	1089.204	719		WASH7P,FAM138A	WASH7P	WASH7P	0.13110000000000002	719	1
2_MACS_peak_9333_lociStitched	chr18	13610562	13614312	2	3422	3546	891.75	720	C18orf1	C18orf1	C18orf1	C18orf1	0.005500000000000005	720	1
1_MACS_peak_13263_lociStitched	chr21	33983676	33985989	1	2314	3427.866	773.9298	721	C21orf59	TCP10L	C21orf59	C21orf59	0.11929999999999996	721	1
3_MACS_peak_5465_lociStitched	chr12	92930845	92938317	3	3446	4344.968	1691.6608	722			CLLU1OS	CLLU1OS	0.05239999999999999	722	1
2_MACS_peak_19584_lociStitched	chr6	130834284	130839373	2	2646	4007.0786	1356.7274	723			TMEM200A	TMEM200A	NONE	723	1
3_MACS_peak_4580_lociStitched	chr11	130045364	130052248	3	3704	4389.9268	1739.5868	724	ST14		ST14	ST14	0.0552	724	1
2_MACS_peak_22522_lociStitched	chr9	70849366	70857998	2	4041	4387.6456	1738.4848	725	CBWD3		CBWD3	CBWD3	0.013700000000000004	725	1
2_MACS_peak_10147_lociStitched	chr19	29122559	29126295	2	3155	3431.8896	783.8128	726			LOC148145	LOC148145	NONE	726	1
1_MACS_peak_17193_lociStitched	chr5	49961281	49964584	1	3304	3144.7863	504.0378	727	PARP8		PARP8	PARP8	0.018799999999999997	727	1
3_MACS_peak_18871_lociStitched	chr6	36646133	36651317	3	4237	3811.2768	1170.5472	728	CDKN1A		CDKN1A	CDKN1A	0.1266	728	1
1_MACS_peak_15440_lociStitched	chr3	187084999	187087465	1	2467	3368.556	730.6758	729	RTP4		RTP4	RTP4	0.17850000000000002	729	1
2_MACS_peak_6585_lociStitched	chr14	106040979	106049610	2	3794	4471.7211	1834.0875	730		TMEM121	TMEM121	TMEM121	0.04490000000000001	730	1
3_MACS_peak_22017_lociStitched	chr8	126781109	126788479	3	2691	3934.843	1298.594	731			TRIB1	TRIB1	0.31930000000000003	731	1
2_MACS_peak_1680_lociStitched	chr1	186737708	186742697	2	3298	4236.1599	1600.9701	732			PLA2G4A	PLA2G4A	NONE	732	1
2_MACS_peak_18126_lociStitched	chr5	156501543	156504212	2	2261	3148.3524	513.5156	733		HAVCR1,HAVCR2	HAVCR1	HAVCR2	0.008400000000000005	733	1
1_MACS_peak_17938_lociStitched	chr5	139015009	139018655	1	3647	3844.707	1211.9304	734		CXXC5	CXXC5	CXXC5	0.0925	734	1
2_MACS_peak_14993_lociStitched	chr3	140472845	140476294	2	2220	3819.4226	1190.9397	735			TRIM42	TRIM42	NONE	735	1
1_MACS_peak_21430_lociStitched	chr8	29412444	29414962	1	2519	3393.005	764.7166	736			C8orf75	C8orf75	0.049500000000000016	736	1
1_MACS_peak_6004_lociStitched	chr13	76023195	76024258	1	1064	2775.493	147.2255	737	TBC1D4		TBC1D4	TBC1D4	0.013600000000000001	737	1
2_MACS_peak_14754_lociStitched	chr3	113463625	113468528	2	4536	3773.8391	1146.8117	738	ATP6V1A,NAA50	KIAA2018	ATP6V1A	ATP6V1A	0.0406	738	1
2_MACS_peak_10458_lociStitched	chr19	55764893	55771675	2	2896	4154.6532	1528.6628	739	PPP6R1	BRSK1,PTPRH,TMEM86B,HSPBP1	PPP6R1	HSPBP1	0.12689999999999999	739	1
1_MACS_peak_4108_lociStitched	chr11	72982022	72983875	1	1854	3199.3898	575.3565	740	P2RY6	ARHGEF17	P2RY6	P2RY6	0.0802	740	1
2_MACS_peak_4903_lociStitched	chr12	27331746	27339257	2	2993	4547.9105	1925.0693	741			STK38L	STK38L	NONE	741	1
2_MACS_peak_10352_lociStitched	chr19	47287368	47292320	2	4797	3934.8592	1312.28	742	SLC1A5	FKRP,STRN4,SNAR-E	SLC1A5	SLC1A5	0.12499999999999997	742	1
1_MACS_peak_20730_lociStitched	chr7	105985755	105988656	1	2902	3770.1396	1152.2772	743			NAMPT	NAMPT	NONE	743	1
2_MACS_peak_13434_lociStitched	chr21	45135902	45140160	2	4192	3916.5084	1299.9674	744	PDXK		PDXK	PDXK	0.0403	744	1
1_MACS_peak_20571_lociStitched	chr7	92461169	92465817	1	4649	3646.8208	1033.2504	745	CDK6		CDK6	CDK6	0.049199999999999994	745	1
2_MACS_peak_20030_lociStitched	chr7	22484154	22488161	2	3330	3729.7156	1119.9565	746	MGC87042		MGC87042	MGC87042	0.0582	746	1
2_MACS_peak_17593_lociStitched	chr5	98104591	98110801	2	4724	3636.576	1029.618	747	RGMB,FLJ35946		FLJ35946	FLJ35946	0.21130000000000002	747	1
2_MACS_peak_16631_lociStitched	chr4	153580529	153585946	2	3822	3933.8254	1328.2484	748	TMEM154		TMEM154	TMEM154	0.0816	748	1
1_MACS_peak_9886_lociStitched	chr19	6799867	6803617	1	3751	4091.625	1486.5	749	VAV1	SH2D3A	VAV1	SH2D3A	0.11779999999999999	749	1
2_MACS_peak_7623_lociStitched	chr16	14448314	14451744	2	1956	3492.083	887.684	750		MIR365-1	MIR365-1	MIR365-1	0.0174	750	1
2_MACS_peak_8289_lociStitched	chr17	6064114	6070595	2	3813	4156.2653	1555.44	751			WSCD1	WSCD1	NONE	751	1
1_MACS_peak_8297_lociStitched	chr17	6915280	6919417	1	4138	3900.3636	1301.9139	752	RNASEK,C17orf49	ALOX12,BCL6B,SLC16A13,MIR195,MIR497,SLC16A11	C17orf49	MIR195	0.3003	752	1
3_MACS_peak_18276_lociStitched	chr5	175079642	175086279	3	4122	4057.1981	1460.14	753	HRH2	HRH2	HRH2	HRH2	0.0568	753	1
1_MACS_peak_3810_lociStitched	chr11	47921042	47922086	1	1045	2843.9604	247.428	754			NUP160	NUP160	NONE	754	1
3_MACS_peak_9206_lociStitched	chr17	80451659	80457852	3	3719	3877.4373	1283.1896	755		NARF,FOXK2,C17orf62	FOXK2	C17orf62	0.12539999999999998	755	1
3_MACS_peak_1862_lociStitched	chr1	205197438	205207887	3	4482	5458.5576	2865.1158	756	TMCC2	DSTYK	TMCC2	TMCC2	0.07709999999999997	756	1
1_MACS_peak_16101_lociStitched	chr4	82391158	82394573	1	3416	3668.393	1075.725	757	RASGEF1B		RASGEF1B	RASGEF1B	0.056599999999999984	757	1
2_MACS_peak_20702_lociStitched	chr7	104596753	104604926	2	3826	4504.9576	1913.2993	758		MLL5,LOC723809,LOC100216545	LOC723809	LOC100216545	0.31839999999999996	758	1
1_MACS_peak_5657_lociStitched	chr12	109177039	109180506	1	3468	3697.9022	1106.6664	759	SSH1	SSH1	SSH1	SSH1	0.0696	759	1
1_MACS_peak_2902_lociStitched	chr10	74078507	74081845	1	3339	3353.6886	762.733	760		DDIT4,DNAJB12	DNAJB12	DNAJB12	0.09129999999999999	760	1
2_MACS_peak_21506_lociStitched	chr8	38239103	38244492	2	4528	3860.1407	1269.6484	761	LETM2,WHSC1L1		WHSC1L1	WHSC1L1	0.04100000000000001	761	1
1_MACS_peak_20865_lociStitched	chr7	121169891	121172100	1	2210	3486.6856	898.1794	762			FAM3C	FAM3C	NONE	762	1
2_MACS_peak_14948_lociStitched	chr3	133290952	133296709	2	5499	4021.2645	1433.493	763	CDV3		CDV3	CDV3	0.1655	763	1
1_MACS_peak_22990_lociStitched	chr9	126100790	126103435	1	2646	3546.416	960.135	764		CRB2	CRB2	NONE	NONE	764	1
1_MACS_peak_19583_lociStitched	chr6	130580805	130583386	1	2582	3220.5718	634.926	765		SAMD3	SAMD3	SAMD3	0.021900000000000003	765	1
2_MACS_peak_15597_lociStitched	chr4	2413777	2421401	2	3047	4300.6984	1715.4	766	LOC402160,ZFYVE28	RNF4,ZFYVE28	ZFYVE28	RNF4	0.021900000000000003	766	1
2_MACS_peak_17237_lociStitched	chr5	55287372	55291646	2	4272	3432.4494	847.5342	767	IL6ST		IL6ST	IL6ST	0.09410000000000002	767	1
1_MACS_peak_13425_lociStitched	chr21	44780484	44783168	1	2685	3620.9844	1036.8292	768			SIK1	SIK1	NONE	768	1
1_MACS_peak_1097_lociStitched	chr1	147929749	147933464	1	3716	3552.6545	968.872	769	FLJ39739		NBPF14	NBPF14	NONE	769	1
3_MACS_peak_12437_lociStitched	chr2	232570908	232578735	3	3286	3339.7809	761.5671	770	PTMA,MIR1244-1		PTMA	PTMA	0.1912	770	1
2_MACS_peak_4191_lociStitched	chr11	82679582	82683281	2	3213	3755.5947	1177.7616	771			C11orf82	C11orf82	NONE	771	1
2_MACS_peak_3875_lociStitched	chr11	60605408	60610091	2	3614	3788.547	1211.0238	772	CCDC86	ZP1,GPR44	CCDC86	CCDC86	0.19890000000000002	772	1
1_MACS_peak_1139_lociStitched	chr1	150335292	150339602	1	4311	4165.184	1589.528	773	RPRD2	PRPF3	RPRD2	RPRD2	0.015099999999999975	773	1
3_MACS_peak_17865_lociStitched	chr5	132386870	132400480	3	4127	4969.011	2393.999	774	HSPA4	ZCCHC10	HSPA4	HSPA4	0.042300000000000004	774	1
4_MACS_peak_7988_lociStitched	chr16	66906666	66915122	4	4028	4012.372	1438.3656	775	PDP2	CA7,NAE1,CDH16,RRAD	PDP2	PDP2	0.092	775	1
2_MACS_peak_10820_lociStitched	chr2	37615861	37622079	2	3363	4220.1566	1649.0136	776		QPCT	QPCT	QPCT	0.2535	776	1
2_MACS_peak_679_lociStitched	chr1	66839620	66846869	2	2606	4181.2232	1611.4527	777	PDE4B		PDE4B	PDE4B	0.016	777	1
1_MACS_peak_15354_lociStitched	chr3	182430831	182435618	1	4788	4391.5938	1824.3257	778			ATP11B	ATP11B	NONE	778	1
1_MACS_peak_19710_lociStitched	chr6	139693760	139697517	1	3758	3474.8493	908.0669	779	CITED2		CITED2	CITED2	0.2575	779	1
1_MACS_peak_2306_lociStitched	chr1	245132460	245136167	1	3708	3765.9413	1199.2145	780	EFCAB2		EFCAB2	NONE	NONE	780	1
2_MACS_peak_4055_lociStitched	chr11	67769819	67777157	2	2920	3969.858	1405.9608	781	ALDH3B1,UNC93B1	ALDH3B1,NDUFS8,TCIRG1	UNC93B1	UNC93B1	0.15150000000000002	781	1
1_MACS_peak_15275_lociStitched	chr3	174866944	174869864	1	2921	3949.008	1387	782	NAALADL2		NAALADL2	NONE	NONE	782	1
2_MACS_peak_20618_lociStitched	chr7	99096207	99103248	2	3973	3650.0544	1088.5386	783	ZKSCAN5,ZNF394	ZNF789,ATP5J2,ATP5J2-PTCD1,FAM200A	ZNF394	ZNF394	0.1739	783	1
1_MACS_peak_1861_lociStitched	chr1	205179665	205181439	1	1775	3209.166	647.8648	784	DSTYK	TMCC2	DSTYK	TMCC2	0.07709999999999997	784	1
2_MACS_peak_4051_lociStitched	chr11	67647784	67654036	2	3654	4456.4256	1896.2316	785			LOC645332	LOC645332	NONE	785	1
2_MACS_peak_4810_lociStitched	chr12	14922103	14927870	2	3569	3755.4704	1196.6525	786	H2AFJ,HIST4H4	C12orf60,WBP11,C12orf69	HIST4H4	HIST4H4	0.28479999999999994	786	1
3_MACS_peak_313_lociStitched	chr1	28571005	28576675	3	5348	4206.573	1648.269	787		ATPIF1,SESN2,DNAJC8	ATPIF1	ATPIF1	0.08770000000000003	787	1
1_MACS_peak_2336_lociStitched	chr1	249166659	249169134	1	2476	3595.68	1039.2525	788		MIR3124,ZNF672,PGBD2,SH3BP5L,ZNF692	ZNF692	MIR3124	0.24930000000000002	788	1
1_MACS_peak_8326_lociStitched	chr17	8088918	8091696	1	2779	3344.9898	789.5076	789	MIR3676,C17orf59	PER1,VAMP2,TMEM107,AURKB,C17orf44	MIR3676	MIR3676	0.35330000000000006	789	1
3_MACS_peak_8673_lociStitched	chr17	40827830	40834658	3	5888	4412.9364	1859.9472	790	CNTNAP1,PLEKHH3,CCR10	TUBG2	PLEKHH3	PLEKHH3	0.13470000000000001	790	1
3_MACS_peak_19680_lociStitched	chr6	138187390	138193382	3	5313	4039.2072	1486.6152	791	TNFAIP3		TNFAIP3	TNFAIP3	0.14980000000000002	791	1
2_MACS_peak_21968_lociStitched	chr8	124168529	124174150	2	3355	3754.828	1202.894	792		FAM83A,LOC100131726	FAM83A	NONE	NONE	792	1
1_MACS_peak_15501_lociStitched	chr3	194023384	194025988	1	2605	3522.6912	970.7712	793	LOC100131551	CPN2	LOC100131551	LOC100131551	0.1749	793	1
3_MACS_peak_23018_lociStitched	chr9	128394305	128399096	3	3700	3791.1183	1239.9108	794	MAPKAP1		MAPKAP1	MAPKAP1	0.019500000000000017	794	1
2_MACS_peak_1006_lociStitched	chr1	120659542	120665697	2	3066	4037.68	1492.5875	795		NOTCH2	NOTCH2	NOTCH2	0.0068000000000000005	795	1
2_MACS_peak_23024_lociStitched	chr9	128581499	128586948	2	3443	3481.3661	937.228	796	PBX3		PBX3	PBX3	0.01319999999999999	796	1
1_MACS_peak_207_lociStitched	chr1	22350562	22353142	1	2581	3188.364	644.742	797	HSPC157	CELA3B,CELA3A,CDC42	HSPC157	HSPC157	0.1712	797	1
2_MACS_peak_12962_lociStitched	chr20	46386894	46391499	2	3707	3816.624	1274.2035	798	SULF2		SULF2	SULF2	0.026399999999999993	798	1
2_MACS_peak_7323_lociStitched	chr15	89655261	89660278	2	3569	3781.8146	1240.2024	799	ABHD2		ABHD2	ABHD2	0.059600000000000014	799	1
1_MACS_peak_5249_lociStitched	chr12	62652764	62655558	1	2795	3225.3936	684.2506	800	USP15		USP15	USP15	0.011800000000000005	800	1
1_MACS_peak_10453_lociStitched	chr19	55469814	55471848	1	2035	2990.997	452.1582	801		NLRP2,NLRP7	NLRP2	NLRP2	0.055900000000000005	801	1
3_MACS_peak_18494_lociStitched	chr6	12008317	12013830	3	4190	3408.6879	871.6053	802	HIVEP1		HIVEP1	HIVEP1	0.033299999999999996	802	1
2_MACS_peak_11520_lociStitched	chr2	114643749	114647950	2	2714	3680.4961	1143.5122	803	ACTR3		ACTR3	ACTR3	0.0633	803	1
2_MACS_peak_18644_lociStitched	chr6	26215440	26224984	2	4579	4373.0608	1841.992	804	HIST1H2AE,HIST1H2BG	HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H2BI,HIST1H4D,HIST1H2AD,HIST1H3D,HIST1H1D,HIST1H4G,HIST1H3F,HIST1H3G	HIST1H2AE	HIST1H2BF	0.41840000000000005	804	1
1_MACS_peak_10580_lociStitched	chr2	10547826	10551177	1	3352	3430.4187	900.0786	805	HPCAL1	SNORA80B,ODC1	SNORA80B	SNORA80B	0.33280000000000004	805	1
1_MACS_peak_14434_lociStitched	chr3	56949765	56952929	1	3165	3410.1592	885.92	806	ARHGEF3		ARHGEF3	ARHGEF3	0.009899999999999992	806	1
2_MACS_peak_11311_lociStitched	chr2	88923160	88928322	2	4523	3828.6554	1304.4374	807	EIF2AK3		EIF2AK3	EIF2AK3	0.0937	807	1
2_MACS_peak_20712_lociStitched	chr7	104938336	104945773	2	2901	3808.4877	1285.1136	808	SRPK2	SRPK2	SRPK2	SRPK2	0.033299999999999996	808	1
1_MACS_peak_17168_lociStitched	chr5	43017178	43020960	1	3783	3349.3392	828.258	809	LOC648987	LOC153684,C5orf39,LOC100132356	LOC648987	C5orf39	0.4292	809	1
1_MACS_peak_20773_lociStitched	chr7	111167288	111169144	1	1857	3090.7968	572.7616	810	IMMP2L		IMMP2L	NONE	NONE	810	1
3_MACS_peak_3107_lociStitched	chr10	97050325	97055691	3	4061	3831.8606	1314.1334	811	PDLIM1		PDLIM1	PDLIM1	0.09860000000000002	811	1
