REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X32_0EX8_0229Kronos_MM1S.No.Treatment.2_IRF4_hs_i48.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
2_MACS_peak_1431_lociStitched	chr1	164685549	164691263	2	3767	5329.4478	1775.3398	632	PBX1		PBX1	PBX1	0.01629999999999998	632	1
1_MACS_peak_22681_lociStitched	chr9	93953292	93957056	1	3765	4242.4044	1205.6092	633			LOC100129316	LOC100129316	NONE	633	1
2_MACS_peak_17089_lociStitched	chr5	32582341	32586695	2	3760	4003.503	1025.367	634	SUB1		SUB1	SUB1	0.20279999999999998	634	1
1_MACS_peak_19710_lociStitched	chr6	139693760	139697517	1	3758	3474.8493	908.0669	635	CITED2		CITED2	CITED2	0.2575	635	1
2_MACS_peak_8666_lociStitched	chr17	40608512	40612719	2	3757	3751.3819	1034.922	636	ATP6V0A1	PTRF	ATP6V0A1	ATP6V0A1	0.0368	636	1
1_MACS_peak_8396_lociStitched	chr17	18964510	18968263	1	3754	5152.1184	1097.7525	637		GRAP	GRAP	GRAP	0.011900000000000022	637	1
3_MACS_peak_21852_lociStitched	chr8	101506341	101515298	3	3753	3447.5493	1140.2261	638			ANKRD46	ANKRD46	NONE	638	1
1_MACS_peak_1469_lociStitched	chr1	167682710	167686461	1	3752	4456.9382	1592.6746	639		MPZL1	MPZL1	NONE	NONE	639	1
1_MACS_peak_9886_lociStitched	chr19	6799867	6803617	1	3751	4091.625	1486.5	640	VAV1	SH2D3A	VAV1	SH2D3A	0.11779999999999999	640	1
1_MACS_peak_20348_lociStitched	chr7	55636134	55639882	1	3749	2786.2632	1066.6808	641	VOPP1		VOPP1	VOPP1	0.1439	641	1
3_MACS_peak_14900_lociStitched	chr3	128995111	129002444	3	3749	5164.6319	1631.5925	642	COPG,C3orf37	C3orf47,H1FX	C3orf37	H1FX	0.35700000000000004	642	1
3_MACS_peak_14189_lociStitched	chr3	36949154	36960134	3	3749	4273.416	1865.502	643	TRANK1		TRANK1	TRANK1	0.019799999999999998	643	1
1_MACS_peak_11272_lociStitched	chr2	86262609	86266355	1	3747	4600.4626	1159.7616	644	POLR1A	LOC90784	LOC90784	NONE	NONE	644	1
3_MACS_peak_4443_lociStitched	chr11	118560431	118567676	3	3746	4057.9245	1734.453	645		TREH	TREH	NONE	NONE	645	1
3_MACS_peak_23053_lociStitched	chr9	130673214	130680647	3	3746	3958.8158	1572.8228	646	ST6GALNAC4	AK1,ST6GALNAC6,PIP5KL1,DPM2,FAM102A	ST6GALNAC4	PIP5KL1	0.15830000000000002	646	1
1_MACS_peak_14565_lociStitched	chr3	79065762	79069504	1	3743	4394.2306	815.0076	647	ROBO1		ROBO1	NONE	NONE	647	1
2_MACS_peak_11056_lociStitched	chr2	61763105	61766865	2	3742	2696.296	802.384	648	XPO1		XPO1	XPO1	0.032600000000000004	648	1
2_MACS_peak_18776_lociStitched	chr6	31508718	31515693	2	3741	3999.465	1632.15	649	NFKBIL1,BAT1,SNORD84,ATP6V1G2	MICB,MCCD1,LTA,TNF,LST1,SNORD117,LTB,NCR3	BAT1	LTA	0.0867	649	1
2_MACS_peak_2162_lociStitched	chr1	230201428	230205209	2	3739	2403.2036	887.0226	650	GALNT2		GALNT2	GALNT2	0.04219999999999999	650	1
2_MACS_peak_1206_lociStitched	chr1	153935400	153940886	2	3738	4254.393	1816.4146	651	CREB3L4,SLC39A1	RPS27,GATAD2B,DENND4B,CRTC2,JTB,RAB13	SLC39A1	RPS27	0.1976	651	1
2_MACS_peak_3906_lociStitched	chr11	62318961	62325074	2	3735	4504.6697	1625.4467	652		AHNAK,EEF1G,TUT1,MTA2	AHNAK	EEF1G	0.1743	652	1
1_MACS_peak_22916_lociStitched	chr9	117147252	117150985	1	3734	3494.8346	1040.7604	653	AKNA		AKNA	AKNA	0.07869999999999999	653	1
2_MACS_peak_20610_lociStitched	chr7	98476179	98480622	2	3733	3968.9319	985.0131	654	TRRAP,MIR3609	TMEM130	MIR3609	MIR3609	0.2826	654	1
3_MACS_peak_12304_lociStitched	chr2	216973612	216979882	3	3732	3798.993	1763.751	655	XRCC5	TMEM169,PECR	XRCC5	TMEM169	0.0237	655	1
1_MACS_peak_4938_lociStitched	chr12	31225965	31229695	1	3731	3376.023	1068.272	656	DDX11		DDX11	DDX11	0.10299999999999998	656	1
2_MACS_peak_16463_lociStitched	chr4	128696697	128704897	2	3731	4781.42	1641.64	657	HSPA4L	SLC25A31	HSPA4L	SLC25A31	0.04979999999999998	657	1
2_MACS_peak_1949_lociStitched	chr1	210501714	210506932	2	3729	3759.569	1527.3086	658	HHAT		HHAT	NONE	NONE	658	1
1_MACS_peak_13075_lociStitched	chr20	56192905	56196630	1	3726	4049.4475	991.595	659	ZBP1		ZBP1	ZBP1	0.20220000000000002	659	1
2_MACS_peak_10065_lociStitched	chr19	16476920	16483627	2	3725	4831.7228	1333.3516	660	EPS15L1	KLF2	KLF2	KLF2	0.3395	660	1
1_MACS_peak_8330_lociStitched	chr17	8149475	8153198	1	3724	3037.2234	991.8072	661	PFAS,C17orf68	RANGRF,AURKB,C17orf44,SLC25A35	C17orf68	C17orf44	0.1745	661	1
1_MACS_peak_4622_lociStitched	chr12	859983	863705	1	3723	2796.3386	905.1904	662	WNK1		WNK1	WNK1	0.014700000000000005	662	1
3_MACS_peak_9206_lociStitched	chr17	80451659	80457852	3	3719	3877.4373	1283.1896	663		NARF,FOXK2,C17orf62	FOXK2	C17orf62	0.12539999999999998	663	1
1_MACS_peak_15138_lociStitched	chr3	156852335	156856052	1	3718	3514.0518	1643.6574	664		LOC100498859,LOC339894,CCNL1	LOC339894	LOC100498859	0.25040000000000007	664	1
3_MACS_peak_22050_lociStitched	chr8	131048687	131058882	3	3718	4266.6075	1810.632	665			FAM49B	FAM49B	NONE	665	1
2_MACS_peak_13834_lociStitched	chr22	42142285	42149267	2	3717	5606.546	1667.3016	666	MEI1	CCDC134	MEI1	MEI1	0.0426	666	1
1_MACS_peak_1097_lociStitched	chr1	147929749	147933464	1	3716	3552.6545	968.872	667	FLJ39739		NBPF14	NBPF14	NONE	667	1
2_MACS_peak_8089_lociStitched	chr16	71877091	71881543	2	3715	2774.0412	1036.4256	668	ATXN1L	KIAA0174,AP1G1,ZNF821	ATXN1L	ATXN1L	0.0802	668	1
2_MACS_peak_22918_lociStitched	chr9	117210789	117215806	2	3715	3970.4538	1542.7275	669	DFNB31		DFNB31	DFNB31	0.052800000000000014	669	1
2_MACS_peak_13068_lociStitched	chr20	55967091	55974117	2	3713	4890.096	1726.2882	670	RBM38	RAE1,MTRNR2L3	RBM38	RBM38	0.1562	670	1
3_MACS_peak_235_lociStitched	chr1	24525033	24533301	3	3710	3921.5124	1821.4404	671	LOC284632	IL28RA	LOC284632	LOC284632	0.10469999999999999	671	1
1_MACS_peak_9883_lociStitched	chr19	6735931	6739639	1	3709	3761.3952	1693.8144	672	GPR108	TRIP10,VAV1,C3,SH2D3A	GPR108	GPR108	0.15400000000000003	672	1
1_MACS_peak_2306_lociStitched	chr1	245132460	245136167	1	3708	3765.9413	1199.2145	673	EFCAB2		EFCAB2	NONE	NONE	673	1
1_MACS_peak_13077_lociStitched	chr20	56254592	56258298	1	3707	3232.7438	891.293	674	PMEPA1		PMEPA1	PMEPA1	0.04519999999999999	674	1
2_MACS_peak_18454_lociStitched	chr6	7959951	7964440	2	3707	6265.2973	1273.5293	675	MUTED-TXNDC5	PIP5K1P1,TXNDC5	PIP5K1P1	TXNDC5	0.40700000000000003	675	1
2_MACS_peak_12962_lociStitched	chr20	46386894	46391499	2	3707	3816.624	1274.2035	676	SULF2		SULF2	SULF2	0.026399999999999993	676	1
3_MACS_peak_4580_lociStitched	chr11	130045364	130052248	3	3704	4389.9268	1739.5868	677	ST14		ST14	ST14	0.0552	677	1
2_MACS_peak_3719_lociStitched	chr11	35027830	35035990	2	3703	4625.904	1624.656	678			APIP	APIP	NONE	678	1
2_MACS_peak_10336_lociStitched	chr19	46144087	46150024	2	3701	3540.8268	1469.4075	679	EML2	GIPR,MIR642A,QPCTL,GPR4,MIR330,EML2,MIR642B,SNRPD2	EML2	MIR330	0.16369999999999998	679	1
3_MACS_peak_23018_lociStitched	chr9	128394305	128399096	3	3700	3791.1183	1239.9108	680	MAPKAP1		MAPKAP1	MAPKAP1	0.019500000000000017	680	1
2_MACS_peak_17504_lociStitched	chr5	87955128	87963382	2	3698	4601.605	1552.5774	681	LOC645323,MIR9-2		MIR9-2	MIR9-2	0.12040000000000001	681	1
3_MACS_peak_7039_lociStitched	chr15	64382501	64388647	3	3696	3270.9012	1634.836	682	SNX1,FAM96A	DAPK2	FAM96A	FAM96A	0.058499999999999996	682	1
2_MACS_peak_16522_lociStitched	chr4	140215813	140223902	2	3696	3930.4451	1702.7345	683	NAA15,NDUFC1	C4orf49	NDUFC1	NDUFC1	0.11619999999999997	683	1
3_MACS_peak_13597_lociStitched	chr22	27005841	27014412	3	3688	5919.1326	1746.7698	684	CRYBB1	CRYBA4,MIAT,TPST2	CRYBB1	CRYBB1	0.1851	684	1
2_MACS_peak_1066_lociStitched	chr1	145501611	145508600	2	3682	5605.178	2166.59	685	RBM8A	ANKRD34A,LIX1L,PEX11B,ITGA10,ANKRD35,POLR3GL,GNRHR2	RBM8A	POLR3GL	0.2066	685	1
3_MACS_peak_21493_lociStitched	chr8	37756151	37761796	3	3681	3367.807	1002.552	686	RAB11FIP1	BRF2,GOT1L1	RAB11FIP1	RAB11FIP1	0.1466	686	1
3_MACS_peak_2982_lociStitched	chr10	81946907	81957038	3	3676	4469.7972	2077.8681	687	ANXA11		ANXA11	ANXA11	0.05629999999999999	687	1
2_MACS_peak_1105_lociStitched	chr1	148550518	148557281	2	3674	4866.6548	2860.0727	688		NBPF15,NBPF16	NBPF15	NBPF15	0.020000000000000018	688	1
1_MACS_peak_1754_lociStitched	chr1	197775346	197779016	1	3671	3589.26	1650.399	689		DENND1B	DENND1B	DENND1B	0.00520000000000001	689	1
3_MACS_peak_246_lociStitched	chr1	25071204	25075885	3	3670	2866.1763	857.0911	690	CLIC4		CLIC4	CLIC4	0.018600000000000005	690	1
2_MACS_peak_21774_lociStitched	chr8	81011435	81016529	2	3669	3956.5098	1220.013	691	TPD52	TPD52	TPD52	TPD52	0.095	691	1
1_MACS_peak_20807_lociStitched	chr7	116138948	116142615	1	3668	3071.1125	1291.8841	692	CAV2	CAV1	CAV2	CAV2	0.2448	692	1
1_MACS_peak_18434_lociStitched	chr6	7135303	7138966	1	3664	3895.9668	1163.3688	693	RREB1		RREB1	RREB1	0.056900000000000006	693	1
1_MACS_peak_12822_lociStitched	chr20	34328803	34332462	1	3660	3171.6212	858.7673	694	RBM39	ROMO1,PHF20,NFS1	RBM39	RBM39	0.09310000000000002	694	1
2_MACS_peak_22914_lociStitched	chr9	117128413	117136069	2	3656	3513.3384	1647.5712	695	AKNA	ORM1,ORM2	AKNA	AKNA	0.07869999999999999	695	1
2_MACS_peak_4051_lociStitched	chr11	67647784	67654036	2	3654	4456.4256	1896.2316	696			LOC645332	LOC645332	NONE	696	1
1_MACS_peak_17938_lociStitched	chr5	139015009	139018655	1	3647	3844.707	1211.9304	697		CXXC5	CXXC5	CXXC5	0.0925	697	1
2_MACS_peak_15372_lociStitched	chr3	183253690	183260441	2	3647	4774.9823	2379.7275	698	KLHL6		KLHL6	KLHL6	0.1778	698	1
3_MACS_peak_18261_lociStitched	chr5	173330038	173342020	3	3644	4923.4038	2160.3546	699	CPEB4		CPEB4	CPEB4	0.11910000000000001	699	1
2_MACS_peak_13311_lociStitched	chr21	36420395	36424191	2	3643	4631.4996	1292.538	700	RUNX1	C21orf96	RUNX1	RUNX1	0.04669999999999999	700	1
2_MACS_peak_1731_lociStitched	chr1	193506091	193510263	2	3642	4328.0328	1672.1376	701			B3GALT2	B3GALT2	NONE	701	1
2_MACS_peak_4434_lociStitched	chr11	117878362	117883357	2	3642	5201.2935	1112.3865	702		IL10RA	IL10RA	IL10RA	0.10239999999999999	702	1
3_MACS_peak_467_lociStitched	chr1	42186421	42195199	3	3640	4908.6576	1899.5592	703	HIVEP3		HIVEP3	HIVEP3	0.018600000000000005	703	1
2_MACS_peak_8764_lociStitched	chr17	46178086	46185686	2	3639	3464.84	1437.16	704	SNX11,CBX1	MIR1203	CBX1	CBX1	0.04680000000000001	704	1
1_MACS_peak_398_lociStitched	chr1	36850264	36853900	1	3637	3165.8652	1169.3376	705	STK40	LSM10	STK40	LSM10	0.0691	705	1
3_MACS_peak_4589_lociStitched	chr11	130671024	130677417	3	3637	3340.3425	1499.7978	706			SNX19	SNX19	NONE	706	1
2_MACS_peak_9066_lociStitched	chr17	73871982	73875759	2	3636	2691.8679	861.9114	707	TRIM47	UNC13D,WBP2,TRIM65,MRPL38	TRIM47	TRIM47	0.152	707	1
2_MACS_peak_7272_lociStitched	chr15	83474525	83480439	2	3636	3288.7754	1089.3588	708	WHAMM,FSD2	SCARNA15	WHAMM	WHAMM	0.06140000000000001	708	1
3_MACS_peak_9560_lociStitched	chr18	51788205	51797148	3	3633	3614.7606	1690.227	709	POLI	SNORA37,MBD2	POLI	SNORA37	0.1505	709	1
3_MACS_peak_22370_lociStitched	chr9	33158609	33167534	3	3631	3090.7275	1257.5325	710	B4GALT1		B4GALT1	B4GALT1	0.0315	710	1
3_MACS_peak_7877_lociStitched	chr16	50307610	50316550	3	3631	4267.956	1465.266	711		ADCY7	ADCY7	NONE	NONE	711	1
2_MACS_peak_3041_lociStitched	chr10	90746200	90752148	2	3629	2470.7992	976.6616	712	FAS,ACTA2,FAS-AS1	ACTA2	FAS	ACTA2	0.039599999999999996	712	1
3_MACS_peak_9466_lociStitched	chr18	42258727	42263355	3	3626	2613.8944	801.5696	713	SETBP1		SETBP1	SETBP1	0.054400000000000004	713	1
2_MACS_peak_5499_lociStitched	chr12	94852645	94859861	2	3625	3599.3408	1363.824	714	LOC144486,CCDC41		LOC144486	LOC144486	0.1864	714	1
3_MACS_peak_19807_lociStitched	chr6	157977924	157985466	3	3625	3290.5746	1029.483	715	ZDHHC14	MIR3692	MIR3692	MIR3692	0.010599999999999991	715	1
2_MACS_peak_9736_lociStitched	chr19	506193	512007	2	3624	3955.8456	1658.1528	716	C19orf20	MADCAM1,CDC34,GZMM,SHC2,ODF3L2	C19orf20	C19orf20	0.1323	716	1
2_MACS_peak_5295_lociStitched	chr12	68381988	68386023	2	3623	3103.722	1012.785	717			IFNG	IFNG	NONE	717	1
1_MACS_peak_1041_lociStitched	chr1	144518890	144522511	1	3622	4071.4524	842.2446	718	LOC728875		C1orf152	C1orf152	NONE	718	1
2_MACS_peak_6224_lociStitched	chr13	115024780	115029697	2	3622	3504.3459	1301.5299	719	CDC16	UPF3A	UPF3A	UPF3A	0.0958	719	1
2_MACS_peak_16560_lociStitched	chr4	144277288	144280998	2	3621	4416.384	1010.975	720	GAB1		GAB1	GAB1	0.068	720	1
2_MACS_peak_4632_lociStitched	chr12	1640769	1644508	2	3620	3021.112	739.9481	721		LOC100292680	LOC100292680	LOC100292680	0.009499999999999995	721	1
3_MACS_peak_17576_lociStitched	chr5	95989586	95998901	3	3615	3364.578	1585.413	722	CAST	CAST	CAST	CAST	0.0050000000000000044	722	1
2_MACS_peak_3875_lociStitched	chr11	60605408	60610091	2	3614	3788.547	1211.0238	723	CCDC86	ZP1,GPR44	CCDC86	CCDC86	0.19890000000000002	723	1
3_MACS_peak_9780_lociStitched	chr19	1848208	1857588	3	3612	3978.058	2270.898	724	REXO1,KLF16	LOC100288123,SCAMP4,ADAT3,ATP8B3,MIR1909,FAM108A1	REXO1	ADAT3	0.1379	724	1
1_MACS_peak_15165_lociStitched	chr3	160116449	160120056	1	3608	3285.6163	1298.8807	725	SMC4,IFT80	MIR15B,MIR16-2,IFT80,TRIM59	SMC4	MIR15B	0.25440000000000007	725	1
1_MACS_peak_21146_lociStitched	chr7	150101151	150104753	1	3603	5326.2774	1277.6294	726	LOC728743	REPIN1,ZNF775,LOC285972,GIMAP8	LOC728743	REPIN1	0.3388	726	1
1_MACS_peak_19346_lociStitched	chr6	106439766	106443366	1	3601	3081.24	834.48	727			PRDM1	PRDM1	0.3721	727	1
3_MACS_peak_4496_lociStitched	chr11	122614358	122620488	3	3601	3638.768	1629.967	728	UBASH3B		UBASH3B	UBASH3B	0.020599999999999993	728	1
2_MACS_peak_22859_lociStitched	chr9	112904857	112911784	2	3597	4332.1458	1556.4969	729	PALM2-AKAP2,AKAP2		AKAP2	AKAP2	0.07720000000000002	729	1
3_MACS_peak_5942_lociStitched	chr13	50699754	50705823	3	3596	2691.6015	619.6449	730		DLEU1,ST13P4,DLEU2	DLEU2	DLEU1	0.036000000000000004	730	1
3_MACS_peak_9931_lociStitched	chr19	10304693	10315912	3	3593	3942.3566	1706.4099	731	DNMT1	MIR4322,MRPL4,S1PR2	DNMT1	S1PR2	0.18320000000000003	731	1
2_MACS_peak_6937_lociStitched	chr15	52755671	52759430	2	3592	4134.5241	1237.4628	732	MYO5A		MYO5A	MYO5A	0.031	732	1
3_MACS_peak_10577_lociStitched	chr2	10515391	10524007	3	3591	3340.4232	1699.9368	733	HPCAL1		SNORA80B	SNORA80B	0.33280000000000004	733	1
2_MACS_peak_9893_lociStitched	chr19	7191878	7199015	2	3590	4651.1829	1387.4328	734	INSR		INSR	INSR	0.039699999999999985	734	1
2_MACS_peak_2214_lociStitched	chr1	234652435	234659951	2	3589	5876.7604	2276.5964	735		TARBP1	TARBP1	NONE	NONE	735	1
2_MACS_peak_14945_lociStitched	chr3	133192995	133199847	2	3582	5049.2388	1937.7456	736	BFSP2		BFSP2	BFSP2	0.091	736	1
3_MACS_peak_1674_lociStitched	chr1	186583162	186590717	3	3581	4882.7965	1943.146	737			PTGS2	PTGS2	NONE	737	1
3_MACS_peak_8657_lociStitched	chr17	40168787	40177527	3	3581	3357.908	1752.37	738	NKIRAS2,DNAJC7		NKIRAS2	NKIRAS2	0.09480000000000002	738	1
2_MACS_peak_11871_lociStitched	chr2	169346101	169352763	2	3578	4231.7024	1457.6456	739	LASS6		LASS6	LASS6	0.006400000000000003	739	1
3_MACS_peak_3947_lociStitched	chr11	64007493	64015423	3	3578	3256.851	1503.528	740	FKBP2,PPP1R14B	FERMT3,NUDT22,DNAJC4,VEGFB,PLCB3,GPR137,KCNK4,TRPT1,BAD	FKBP2	FKBP2	0.1427	740	1
2_MACS_peak_1877_lociStitched	chr1	206097065	206101293	2	3576	3365.0652	1408.3468	741		FAM72A	FAM72A	FAM72A	0.091	741	1
2_MACS_peak_13770_lociStitched	chr22	39377409	39381943	2	3575	3831.23	1152.5428	742	APOBEC3A,APOBEC3B	APOBEC3C,APOBEC3D	APOBEC3B	APOBEC3B	0.1582	742	1
2_MACS_peak_19291_lociStitched	chr6	96024093	96027709	2	3574	2826.9888	788.6496	743	MANEA		MANEA	MANEA	0.06540000000000001	743	1
2_MACS_peak_2420_lociStitched	chr10	7513281	7521534	2	3572	4167.765	1721.5758	744			SFMBT2	SFMBT2	NONE	744	1
2_MACS_peak_7323_lociStitched	chr15	89655261	89660278	2	3569	3781.8146	1240.2024	745	ABHD2		ABHD2	ABHD2	0.059600000000000014	745	1
2_MACS_peak_4810_lociStitched	chr12	14922103	14927870	2	3569	3755.4704	1196.6525	746	H2AFJ,HIST4H4	C12orf60,WBP11,C12orf69	HIST4H4	HIST4H4	0.28479999999999994	746	1
2_MACS_peak_15238_lociStitched	chr3	170584522	170588837	2	3567	4511.3325	1354.047	747	RPL22L1	EIF5A2	RPL22L1	RPL22L1	0.22	747	1
2_MACS_peak_18350_lociStitched	chr6	257145	260830	2	3566	3217.3735	1277.221	748		DUSP22	DUSP22	DUSP22	0.24029999999999996	748	1
2_MACS_peak_21285_lociStitched	chr8	12443888	12450782	2	3566	6598.9368	2343.2706	749			MIR3926-2	MIR3926-2	NONE	749	1
2_MACS_peak_15411_lociStitched	chr3	185654411	185661904	2	3565	4764.7987	2067.3187	750	TRA2B	LOC344887	TRA2B	TRA2B	0.13559999999999997	750	1
3_MACS_peak_4973_lociStitched	chr12	33049194	33060328	3	3564	5466.794	1972.9448	751	PKP2		PKP2	PKP2	0.03899999999999999	751	1
2_MACS_peak_12920_lociStitched	chr20	43595912	43600777	2	3563	3301.8755	1096.571	752	STK4	TOMM34	STK4	STK4	0.07780000000000001	752	1
2_MACS_peak_18647_lociStitched	chr6	26249330	26252896	2	3562	2898.0882	886.8642	753	HIST1H2BH,HIST1H3F	HIST1H2BF,HIST1H4E,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BI,HIST1H2AD,HIST1H3D,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3G,HIST1H4H	HIST1H3F	HIST1H2BF	0.41840000000000005	753	1
2_MACS_peak_8387_lociStitched	chr17	18160321	18164873	2	3561	2367.9504	891.2816	754	SMCR7,FLII	LLGL1	FLII	FLII	0.07130000000000002	754	1
2_MACS_peak_1785_lociStitched	chr1	200593595	200598333	2	3561	3627.8866	1739.3198	755		KIF14,DDX59	KIF14	DDX59	0.03639999999999999	755	1
1_MACS_peak_15371_lociStitched	chr3	183242894	183246450	1	3557	4976.2664	1586.6872	756	KLHL6		KLHL6	KLHL6	0.1778	756	1
2_MACS_peak_14896_lociStitched	chr3	128901747	128908439	2	3554	3391.5056	1256.0884	757	CNBP	ISY1	CNBP	CNBP	0.1079	757	1
1_MACS_peak_23381_lociStitched	chrX	48794117	48797669	1	3553	3467.1072	662.0928	758	OTUD5	PQBP1,TIMM17B,SLC35A2,PIM2,KCND1	OTUD5	PIM2	0.2319	758	1
2_MACS_peak_16837_lociStitched	chr4	185392991	185396940	2	3552	3236.6004	902.7414	759	IRF2		IRF2	IRF2	0.1717	759	1
1_MACS_peak_1442_lociStitched	chr1	165795848	165799396	1	3549	2627.6488	859.6804	760	UCK2		UCK2	UCK2	0.04629999999999998	760	1
1_MACS_peak_13929_lociStitched	chr22	51058415	51061960	1	3546	2248.239	1008.198	761	ARSA	LOC100144603,MAPK8IP2,CPT1B,CHKB	ARSA	ARSA	0.1159	761	1
2_MACS_peak_15734_lociStitched	chr4	18246501	18250925	2	3546	2999.472	938.3304	762			LCORL	LCORL	NONE	762	1
2_MACS_peak_6706_lociStitched	chr15	31555249	31559617	2	3545	4628.7696	1446.2448	763			KLF13	KLF13	0.1499	763	1
2_MACS_peak_20884_lociStitched	chr7	123611471	123616114	2	3545	3832.7965	1434.687	764		SPAM1	SPAM1	SPAM1	0.02629999999999999	764	1
3_MACS_peak_2888_lociStitched	chr10	73627150	73634140	3	3545	3246.855	1250.511	765		PSAP	PSAP	PSAP	0.0012999999999999956	765	1
2_MACS_peak_1053_lociStitched	chr1	145138562	145145616	2	3543	5843.5336	2736.952	766		SEC22B	SEC22B	NONE	NONE	766	1
3_MACS_peak_15608_lociStitched	chr4	3042714	3050169	3	3543	4853.205	1440.306	767		HTT	HTT	NONE	NONE	767	1
2_MACS_peak_3161_lociStitched	chr10	102130220	102134727	2	3542	2971.4651	1138.4682	768	NCRNA00263	SCD,PKD2L1	NCRNA00263	NCRNA00263	0.048500000000000015	768	1
2_MACS_peak_6945_lociStitched	chr15	52969475	52976726	2	3540	3996.7512	1653.9531	769	KIAA1370		KIAA1370	KIAA1370	0.03609999999999999	769	1
2_MACS_peak_13774_lociStitched	chr22	39409580	39418003	2	3540	3469.4337	1764.6185	770	APOBEC3C,APOBEC3D	APOBEC3B,APOBEC3F	APOBEC3D	APOBEC3B	0.1582	770	1
1_MACS_peak_615_lociStitched	chr1	59248583	59252116	1	3534	3593.061	835.9078	771	LOC100131060,JUN		LOC100131060	LOC100131060	0.06029999999999999	771	1
2_MACS_peak_5080_lociStitched	chr12	49759959	49764404	2	3534	3797.808	1107.694	772	SPATS2	TROAP,DNAJC22,LOC100335030,C1QL4	SPATS2	TROAP	0.04880000000000001	772	1
3_MACS_peak_4660_lociStitched	chr12	4251696	4261616	3	3534	5684.16	1828.256	773			CCND2	CCND2	0.16670000000000001	773	1
3_MACS_peak_22191_lociStitched	chr9	178049	186493	3	3533	4159.5144	1473.478	774	CBWD1	LOC642313,DOCK8,C9orf66	CBWD1	CBWD1	0.005600000000000008	774	1
2_MACS_peak_1158_lociStitched	chr1	151168474	151172494	2	3528	2985.252	1242.582	775	PIP5K1A	TNFAIP8L2,SCNM1,SEMA6C,LYSMD1,TMOD4,VPS72	PIP5K1A	SCNM1	0.1375	775	1
2_MACS_peak_9325_lociStitched	chr18	12838129	12844875	2	3528	3317.6828	1254.756	776	PTPN2		PTPN2	PTPN2	0.043399999999999994	776	1
2_MACS_peak_10460_lociStitched	chr19	55787065	55793036	2	3526	3119.8475	1142.8494	777	HSPBP1	BRSK1,TMEM86B,PPP6R1,TMEM150B	HSPBP1	HSPBP1	0.12689999999999999	777	1
2_MACS_peak_1435_lociStitched	chr1	165562026	165568154	2	3524	3489.2832	1463.3664	778		LRRC52,MGST3,LOC400794	LOC400794	MGST3	0.02779999999999999	778	1
2_MACS_peak_13840_lociStitched	chr22	42335785	42343515	2	3522	3619.959	1536.724	779	CENPM	MIR33A,LOC339674,SEPT3,TNFRSF13C	CENPM	CENPM	0.09460000000000002	779	1
1_MACS_peak_4101_lociStitched	chr11	72523794	72527313	1	3520	2826.1089	968.0769	780	ATG16L2	STARD10	ATG16L2	ATG16L2	0.13199999999999998	780	1
1_MACS_peak_21065_lociStitched	chr7	140770730	140774247	1	3518	2565.2998	871.8643	781	LOC100131199		LOC100131199	NONE	NONE	781	1
2_MACS_peak_20616_lociStitched	chr7	99063293	99071469	2	3518	2711.9792	1389.92	782	ZNF789,ATP5J2,ATP5J2-PTCD1	CPSF4,ZKSCAN5,PTCD1,ZNF394	ZNF789	ZNF394	0.1739	782	1
2_MACS_peak_7181_lociStitched	chr15	75334832	75340426	2	3512	6409.0458	1580.305	783	PPCDC	SCAMP5	PPCDC	PPCDC	0.16649999999999998	783	1
2_MACS_peak_14056_lociStitched	chr3	16879236	16884714	2	3511	3120.2688	1381.0038	784		PLCL2	PLCL2	PLCL2	0.006000000000000005	784	1
2_MACS_peak_4061_lociStitched	chr11	68033478	68040461	2	3511	3917.463	1650.7812	785	C11orf24	LRP5	C11orf24	C11orf24	0.14880000000000002	785	1
2_MACS_peak_1994_lociStitched	chr1	212964120	212968591	2	3510	4418.2422	1419.0954	786	TATDN3,NSL1		TATDN3	TATDN3	0.069	786	1
1_MACS_peak_5492_lociStitched	chr12	94565542	94569048	1	3507	3338.4132	926.9864	787	PLXNC1		PLXNC1	PLXNC1	0.07929999999999998	787	1
2_MACS_peak_18141_lociStitched	chr5	157285766	157290164	2	3505	3381.1824	884.8776	788	CLINT1		CLINT1	CLINT1	0.040499999999999994	788	1
2_MACS_peak_1496_lociStitched	chr1	171220029	171227236	2	3504	4428.7015	2133.272	789	FMO1		FMO1	FMO1	0.052299999999999985	789	1
2_MACS_peak_1555_lociStitched	chr1	177786920	177795005	2	3504	5073.3375	2155.461	790			SEC16B	SEC16B	NONE	790	1
2_MACS_peak_9832_lociStitched	chr19	3500143	3507147	2	3502	3953.758	1776.9148	791	FZR1,DOHH	FZR1,C19orf71,C19orf77	FZR1	C19orf71	0.02560000000000001	791	1
2_MACS_peak_4325_lociStitched	chr11	103767700	103775325	2	3500	4288.3	1409.1	792			DDI1	DDI1	NONE	792	1
2_MACS_peak_19392_lociStitched	chr6	108913234	108920234	2	3497	4368	1626.8	793	FOXO3		FOXO3	FOXO3	0.20710000000000003	793	1
