REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	RPMI8226.jin.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
2_MACS_peak_20575_lociStitched	chr7	134854182	134857060	2	2815	7121.3232	695	1	C7orf49	TMEM140,WDR91	C7orf49	C7orf49	0.9384	695	1
3_MACS_peak_18445_lociStitched	chr6	16759852	16762688	3	2812	5444.8364	696	1	ATXN1		ATXN1	ATXN1	0.1369	696	1
2_MACS_peak_15134_lociStitched	chr3	9437710	9440564	2	2811	7061.6522	697	1	SETD5,LOC440944	THUMPD3	LOC440944	LOC440944	0.5325	697	1
1_MACS_peak_4725_lociStitched	chr12	46661023	46663831	1	2809	9436.0032	698	1	SLC38A1		SLC38A1	SLC38A1	0.1901	698	1
2_MACS_peak_10511_lociStitched	chr19	6575801	6578637	2	2805	7695.7696	699	1		TNFSF9,CD70	CD70	TNFSF9	0.2647	699	1
2_MACS_peak_15996_lociStitched	chr3	134203420	134206260	2	2805	8110.472	700	1	CEP63,ANAPC13		ANAPC13	ANAPC13	0.5431	700	1
3_MACS_peak_15358_lociStitched	chr3	39247846	39250765	3	2804	4510.1469	701	1		XIRP1	XIRP1	XIRP1	0.3376	701	1
3_MACS_peak_3184_lociStitched	chr11	534751	537983	3	2802	6887.392	702	1	LRRC56,HRAS	RASSF7,PHRF1,RNH1,C11orf35,MIR210,LOC143666	HRAS	HRAS	0.605	702	1
1_MACS_peak_14287_lociStitched	chr21	38737864	38740659	1	2796	17135.586	703	1	DYRK1A		DYRK1A	DYRK1A	0.2179	703	1
2_MACS_peak_546_lociStitched	chr1	28831876	28834907	2	2796	5016.9112	704	1	RCC1,SNHG3	RCC1,TRNAU1AP	RCC1	RCC1	0.3821	704	1
1_MACS_peak_15998_lociStitched	chr3	135913680	135916474	1	2795	10848.2638	705	1	MSL2	MSL2	MSL2	MSL2	0.2962	705	1
1_MACS_peak_10139_lociStitched	chr18	60382585	60385378	1	2794	9895.3197	706	1	PHLPP1		PHLPP1	PHLPP1	0.175	706	1
3_MACS_peak_12632_lociStitched	chr2	112230649	112233844	3	2793	3867.867	707	1	LOC541471		LOC541471	LOC541471	0.4726	707	1
4_MACS_peak_11209_lociStitched	chr19	42772067	42775597	4	2791	6498.377	708	1		ZNF526,CIC,PRR19,TMEM145,GSK3A,ERF,PAFAH1B3	ERF	ERF	0.4062	708	1
1_MACS_peak_18465_lociStitched	chr6	20402022	20404811	1	2790	12237.8531	709	1	E2F3		E2F3	E2F3	0.2641	709	1
1_MACS_peak_14405_lociStitched	chr21	44830084	44832869	1	2786	7882.107	710	1		C21orf125,SIK1	SIK1	SIK1	1.1586	710	1
3_MACS_peak_21439_lociStitched	chr8	120919867	120922999	3	2785	5319.702	711	1	DEPDC6		DEPDC6	DEPDC6	0.4258	711	1
3_MACS_peak_16743_lociStitched	chr4	84138192	84141804	3	2782	4963.2492	712	1			COQ2	COQ2	NONE	712	1
2_MACS_peak_9978_lociStitched	chr18	31249528	31252711	2	2780	5538.42	713	1	ASXL3		ASXL3	ASXL3	0.1916	713	1
3_MACS_peak_7511_lociStitched	chr16	3017863	3020689	3	2778	7527.051	714	1	KREMEN2,PAQR4	LOC283875,CLDN9,TNFRSF12A,PKMYT1,CLDN6	PAQR4	PAQR4	0.8118	714	1
1_MACS_peak_7801_lociStitched	chr16	28833539	28836315	1	2777	11701.9504	715	1	ATXN2L	SH2B1,TUFM	ATXN2L	ATXN2L	0.6016	715	1
2_MACS_peak_15361_lociStitched	chr3	39256713	39259600	2	2777	9475.134	716	1		XIRP1	XIRP1	XIRP1	0.3376	716	1
4_MACS_peak_16389_lociStitched	chr3	197461026	197464402	4	2777	5989.3616	717	1	KIAA0226	FYTTD1	KIAA0226	KIAA0226	0.2428	717	1
2_MACS_peak_11537_lociStitched	chr19	56164868	56167646	2	2776	11757.3294	718	1	U2AF2	ZNF865,ZNF580,ZNF581,CCDC106,EPN1,ZNF784	U2AF2	CCDC106	1.3267	718	1
1_MACS_peak_17681_lociStitched	chr5	107716323	107719097	1	2775	11178.9426	719	1	FBXL17		FBXL17	FBXL17	0.0902	719	1
2_MACS_peak_8375_lociStitched	chr16	88101501	88104443	2	2775	8988.1042	720	1	BANP		BANP	BANP	0.1959	720	1
2_MACS_peak_22272_lociStitched	chr9	127630527	127633300	2	2774	9454.8208	721	1	ARPC5L	WDR38,RPL35	ARPC5L	ARPC5L	0.9085	721	1
2_MACS_peak_21344_lociStitched	chr8	101962982	101965757	2	2774	12421.455	722	1	YWHAZ	YWHAZ	YWHAZ	YWHAZ	0.3701	722	1
2_MACS_peak_6387_lociStitched	chr14	103565611	103568599	2	2774	6298.4052	723	1	C14orf73	TNFAIP2,CDC42BPB	C14orf73	C14orf73	1.533	723	1
2_MACS_peak_3683_lociStitched	chr11	64071389	64074497	2	2770	10596.726	724	1	C11orf20,ESRRA	GPR137,KCNK4,PRDX5,CCDC88B,BAD,TRMT112	ESRRA	ESRRA	1.0888	724	1
2_MACS_peak_21590_lociStitched	chr8	142422898	142425794	2	2765	5508.4816	725	1		PTP4A3,GPR20	PTP4A3	PTP4A3	0.4354	725	1
1_MACS_peak_16073_lociStitched	chr3	150479535	150482297	1	2763	12771.7642	726	1	SIAH2		SIAH2	SIAH2	0.6808	726	1
2_MACS_peak_1233_lociStitched	chr1	143912671	143915931	2	2763	4305.482	727	1	SRGAP2P2,FAM72D		FAM72D	FAM72D	0.2937	727	1
3_MACS_peak_6506_lociStitched	chr15	20471091	20473927	3	2761	4655.294	728	1			HERC2P3	HERC2P3	NONE	728	1
2_MACS_peak_11706_lociStitched	chr2	10260460	10263443	2	2761	8670.6861	729	1	RRM2	C2orf48,CYS1	RRM2	RRM2	0.5915	729	1
2_MACS_peak_9781_lociStitched	chr17	81146347	81149161	2	2760	6531.5754	730	1		FLJ43681	FLJ43681	FLJ43681	0.0909	730	1
4_MACS_peak_9568_lociStitched	chr17	75315150	75318055	4	2759	5462.2715	731	1	SEPT9		SEPT9	SEPT9	0.2001	731	1
3_MACS_peak_337_lociStitched	chr1	17230250	17233204	3	2759	14772.0678	732	1		CROCC	CROCC	CROCC	0.1506	732	1
2_MACS_peak_2101_lociStitched	chr1	226308900	226311657	2	2758	10374.3153	733	1			LOC440926	LOC440926	NONE	733	1
2_MACS_peak_5389_lociStitched	chr12	123371511	123374318	2	2757	7404.0239	734	1	VPS37B		VPS37B	VPS37B	0.4346	734	1
5_MACS_peak_10195_lociStitched	chr18	67300579	67303926	5	2757	4544.5566	735	1	DOK6		DOK6	DOK6	0.2093	735	1
1_MACS_peak_7922_lociStitched	chr16	33384642	33387396	1	2755	4503.6162	736	1			SLC6A10P	SLC6A10P	NONE	736	1
2_MACS_peak_6553_lociStitched	chr15	22010352	22013527	2	2755	5700.7125	737	1		CXADRP2	CXADRP2	CXADRP2	0.8996	737	1
1_MACS_peak_9650_lociStitched	chr17	77965655	77968408	1	2754	7367.3033	738	1	TBC1D16	CCDC40	TBC1D16	TBC1D16	0.1884	738	1
2_MACS_peak_11304_lociStitched	chr19	47614304	47617126	2	2754	8226.13	739	1	ZC3H4	SAE1	ZC3H4	ZC3H4	0.2028	739	1
3_MACS_peak_7786_lociStitched	chr16	27235983	27238952	3	2748	7725.6349	740	1	NSMCE1	JMJD5,FLJ21408	JMJD5	JMJD5	0.7442	740	1
4_MACS_peak_13326_lociStitched	chr2	234873759	234876615	4	2746	4778.6592	741	1	TRPM8		TRPM8	TRPM8	0.1235	741	1
3_MACS_peak_18104_lociStitched	chr5	172754318	172757248	3	2746	4414.045	742	1	STC2		STC2	STC2	0.3044	742	1
5_MACS_peak_656_lociStitched	chr1	36614649	36617773	5	2745	4335.4872	743	1	TRAPPC3	MAP7D1,COL8A2	TRAPPC3	MAP7D1	0.3574	743	1
3_MACS_peak_19703_lociStitched	chr7	30360384	30363176	3	2742	4131.6016	744	1	ZNRF2	MIR550A1,DKFZP586I1420,MIR550B1	MIR550B1	MIR550A1	1.441	744	1
2_MACS_peak_18524_lociStitched	chr6	26271833	26274797	2	2740	6661.59	745	1	HIST1H2BI	HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H1D,HIST1H4G,HIST1H3F,HIST1H3G,HIST1H4H	HIST1H2BI	HIST1H3G	0.8577	745	1
3_MACS_peak_16498_lociStitched	chr4	7753767	7757438	3	2739	5563.4005	746	1	AFAP1-AS1		AFAP1-AS1	AFAP1-AS1	0.2454	746	1
5_MACS_peak_3125_lociStitched	chr10	133646070	133649090	5	2736	4025.056	747	1			PPP2R2D	PPP2R2D	NONE	747	1
3_MACS_peak_19890_lociStitched	chr7	51343825	51347064	3	2733	4282.6058	748	1	COBL		COBL	COBL	0.2324	748	1
3_MACS_peak_16265_lociStitched	chr3	183202139	183205082	3	2731	5113.1682	749	1			MCF2L2	MCF2L2	NONE	749	1
1_MACS_peak_23187_lociStitched	chrX	153191042	153193771	1	2730	8447.0737	750	1	ARHGAP4	AVPR2,TMEM187,L1CAM,NAA10,RENBP,HCFC1	ARHGAP4	TMEM187	1.2263	750	1
3_MACS_peak_602_lociStitched	chr1	32471272	32474255	3	2730	9247.0017	751	1		KHDRBS1	KHDRBS1	KHDRBS1	0.3747	751	1
1_MACS_peak_10320_lociStitched	chr19	1467892	1470619	1	2728	7433.802	752	1	APC2	RPS15,REEP6,C19orf25,PCSK4,ADAMTSL5	C19orf25	C19orf25	0.6242	752	1
3_MACS_peak_18236_lociStitched	chr5	180229282	180232077	3	2727	6706.882	753	1	MGAT1	LOC729678	MGAT1	MGAT1	0.4218	753	1
4_MACS_peak_1548_lociStitched	chr1	156459285	156462224	4	2726	4358.2431	754	1	MEF2D		MEF2D	MEF2D	0.6724	754	1
3_MACS_peak_5032_lociStitched	chr12	68381724	68384658	3	2725	4489.3134	755	1			IFNG	IFNG	NONE	755	1
3_MACS_peak_20763_lociStitched	chr7	153108330	153111598	3	2725	9881.7784	756	1			DPP6	DPP6	NONE	756	1
2_MACS_peak_7309_lociStitched	chr15	93180433	93183161	2	2724	9917.3712	757	1	FAM174B		FAM174B	FAM174B	0.4604	757	1
1_MACS_peak_10223_lociStitched	chr18	72207578	72210300	1	2723	6110.89	758	1	CNDP1	CNDP2	CNDP1	CNDP2	0.3257	758	1
1_MACS_peak_447_lociStitched	chr1	25254714	25257436	1	2723	6608.4716	759	1	RUNX3		RUNX3	RUNX3	0.2359	759	1
4_MACS_peak_22105_lociStitched	chr9	98268111	98271511	4	2722	4698.8	760	1	PTCH1		PTCH1	PTCH1	0.1648	760	1
2_MACS_peak_9747_lociStitched	chr17	80307796	80310582	2	2720	9339.5078	761	1		TEX19,UTS2R,CD7,SECTM1	TEX19	SECTM1	0.5068	761	1
3_MACS_peak_10338_lociStitched	chr19	1862028	1865312	3	2719	6148.9616	762	1	KLF16	LOC100288123,SCAMP4,ADAT3,ATP8B3,MIR1909,REXO1,FAM108A1	KLF16	KLF16	1.0305	762	1
5_MACS_peak_4372_lociStitched	chr11	132226454	132229895	5	2717	3848.7585	763	1			NTM	NTM	NONE	763	1
2_MACS_peak_11779_lociStitched	chr2	20618251	20621168	2	2716	7022.9692	764	1		RHOB	RHOB	RHOB	0.3478	764	1
1_MACS_peak_16134_lociStitched	chr3	160116584	160119295	1	2712	9968.8892	765	1	SMC4,IFT80	MIR15B,MIR16-2,IFT80,TRIM59	SMC4	MIR15B	1.051	765	1
3_MACS_peak_9647_lociStitched	chr17	77892626	77895646	3	2711	4848.912	766	1			CBX4	CBX4	0.6707	766	1
2_MACS_peak_22391_lociStitched	chr9	132197866	132200641	2	2710	6096.12	767	1			C9orf106	C9orf106	NONE	767	1
2_MACS_peak_11743_lociStitched	chr2	13661971	13664804	2	2709	3987.7308	768	1			MIR3125	MIR3125	NONE	768	1
1_MACS_peak_5913_lociStitched	chr14	19932572	19935279	1	2708	7195.206	769	1			POTEM	POTEM	NONE	769	1
2_MACS_peak_824_lociStitched	chr1	46151386	46154200	2	2708	7407.5736	770	1	TMEM69,GPBP1L1	RPS15AP10	GPBP1L1	GPBP1L1	0.2107	770	1
1_MACS_peak_15172_lociStitched	chr3	13055297	13058000	1	2704	7825.7256	771	1	IQSEC1	IQSEC1	IQSEC1	IQSEC1	0.2346	771	1
1_MACS_peak_12625_lociStitched	chr2	112209203	112211906	1	2704	8431.1976	772	1	LOC541471		LOC541471	LOC541471	0.4726	772	1
4_MACS_peak_19928_lociStitched	chr7	55618513	55621793	4	2704	4801.92	773	1	VOPP1		VOPP1	VOPP1	0.9299	773	1
2_MACS_peak_19411_lociStitched	chr6	163834245	163836985	2	2703	9234.622	774	1	QKI,LOC100526820		QKI	QKI	0.1137	774	1
2_MACS_peak_3370_lociStitched	chr11	12866120	12869061	2	2703	4818.2403	775	1	TEAD1		RASSF10	RASSF10	NONE	775	1
2_MACS_peak_5098_lociStitched	chr12	89745079	89748278	2	2703	5677.5852	776	1	DUSP6		DUSP6	DUSP6	0.5457	776	1
1_MACS_peak_21464_lociStitched	chr8	123792407	123795108	1	2702	7735.664	777	1	ZHX2		ZHX2	ZHX2	0.1236	777	1
1_MACS_peak_1921_lociStitched	chr1	205227138	205229838	1	2701	7149.87	778	1	TMCC2	DSTYK	TMCC2	TMCC2	0.5789	778	1
2_MACS_peak_18297_lociStitched	chr6	3337222	3339925	2	2701	4754.0364	779	1	SLC22A23		PSMG4	PSMG4	NONE	779	1
1_MACS_peak_10_lociStitched	chr1	934764	937463	1	2700	8830.8581	780	1	HES4	KLHL17,PLEKHN1,ISG15,AGRN,NOC2L,C1orf170	HES4	HES4	0.9842	780	1
1_MACS_peak_6638_lociStitched	chr15	31651999	31654697	1	2699	6520.7962	781	1	KLF13		KLF13	KLF13	0.8529	781	1
3_MACS_peak_886_lociStitched	chr1	53791244	53794238	3	2697	8437.9902	782	1	LRP8		LRP8	LRP8	0.2565	782	1
2_MACS_peak_6883_lociStitched	chr15	58622995	58625733	2	2696	6607.3416	783	1			LIPC	LIPC	NONE	783	1
1_MACS_peak_5906_lociStitched	chr14	19640141	19642835	1	2695	8419.8276	784	1			POTEG	POTEG	NONE	784	1
1_MACS_peak_21540_lociStitched	chr8	134245421	134248114	1	2694	8367.6896	785	1		WISP1	WISP1	WISP1	0.2983	785	1
1_MACS_peak_14165_lociStitched	chr21	17566303	17568996	1	2694	4937.0769	786	1	C21orf34		C21orf34	C21orf34	0.0917	786	1
3_MACS_peak_274_lociStitched	chr1	14223038	14225823	3	2690	6435.8565	787	1			PRDM2	PRDM2	NONE	787	1
4_MACS_peak_22024_lociStitched	chr9	93703625	93706757	4	2689	7159.752	788	1			SYK	SYK	NONE	788	1
3_MACS_peak_10799_lociStitched	chr19	16475275	16478209	3	2682	5121.0036	789	1	EPS15L1	KLF2	KLF2	KLF2	0.9084	789	1
2_MACS_peak_14055_lociStitched	chr20	60941335	60944340	2	2681	7463.819	790	1	LAMA5	RPS21,CABLES2	LAMA5	RPS21	0.5103	790	1
5_MACS_peak_17266_lociStitched	chr5	27471165	27474177	5	2681	5302.9272	791	1			CDH9	CDH9	NONE	791	1
1_MACS_peak_13782_lociStitched	chr20	39630921	39633600	1	2680	5482.5735	792	1		TOP1	TOP1	TOP1	0.1672	792	1
4_MACS_peak_14143_lociStitched	chr21	15035698	15038909	4	2680	4363.4279	793	1			POTED	POTED	NONE	793	1
2_MACS_peak_12751_lociStitched	chr2	128586149	128588927	2	2679	6030.2046	794	1		WDR33,POLR2D	WDR33	WDR33	0.1487	794	1
4_MACS_peak_13178_lociStitched	chr2	208006271	208009411	4	2678	4509.354	795	1	KLF7	MIR2355	KLF7	KLF7	0.299	795	1
4_MACS_peak_10768_lociStitched	chr19	15442301	15445614	4	2677	5364.0783	796	1		AKAP8	AKAP8	AKAP8	0.3036	796	1
3_MACS_peak_20450_lociStitched	chr7	107843209	107846040	3	2675	7317.0026	797	1	NRCAM		NRCAM	NRCAM	0.2441	797	1
4_MACS_peak_8799_lociStitched	chr17	27276175	27279429	4	2674	5295.5596	798	1	PHF12	DHRS13	PHF12	DHRS13	0.4698	798	1
5_MACS_peak_8528_lociStitched	chr17	4277392	4280707	5	2674	4142.424	799	1		UBE2G1	UBE2G1	UBE2G1	0.1193	799	1
2_MACS_peak_16411_lociStitched	chr4	1147753	1150436	2	2673	5813.5244	800	1		RNF212,TMED11P,SPON2	SPON2	SPON2	0.2349	800	1
2_MACS_peak_11748_lociStitched	chr2	16080692	16083554	2	2671	4302.7308	801	1	MYCN,MYCNOS		MYCNOS	MYCNOS	0.478	801	1
2_MACS_peak_12953_lociStitched	chr2	174828097	174830792	2	2668	11296.6315	802	1	SP3		SP3	SP3	0.2471	802	1
4_MACS_peak_4741_lociStitched	chr12	48205635	48208698	4	2665	5373.7272	803	1	HDAC7	SLC48A1	HDAC7	HDAC7	0.4824	803	1
2_MACS_peak_19936_lociStitched	chr7	55627943	55630728	2	2664	6442.5405	804	1	VOPP1		VOPP1	VOPP1	0.9299	804	1
2_MACS_peak_15199_lociStitched	chr3	14410804	14413480	2	2661	4710.8304	805	1		SLC6A6	SLC6A6	SLC6A6	0.2609	805	1
2_MACS_peak_2271_lociStitched	chr1	244996615	244999454	2	2661	13880.7227	806	1	FAM36A	NCRNA00201,HNRNPU	FAM36A	FAM36A	0.84	806	1
4_MACS_peak_20607_lociStitched	chr7	140771239	140774238	4	2657	4102.0322	807	1	LOC100131199		LOC100131199	LOC100131199	0.2353	807	1
1_MACS_peak_3596_lociStitched	chr11	61594469	61597124	1	2656	7310.808	808	1	FADS2	FEN1,MIR611,C11orf10,MIR1908,FADS1	FADS2	MIR611	1.3834	808	1
1_MACS_peak_873_lociStitched	chr1	53067662	53070314	1	2653	8703.3336	809	1	GPX7	FAM159A,ZCCHC11	GPX7	GPX7	0.6947	809	1
3_MACS_peak_19770_lociStitched	chr7	43795801	43798957	3	2651	7584.4992	810	1	BLVRA	C7orf44	BLVRA	BLVRA	0.2448	810	1
2_MACS_peak_8474_lociStitched	chr17	1530686	1533351	2	2650	5979.9935	811	1	SLC43A2	SCARF1,RILP	SLC43A2	SCARF1	0.3128	811	1
1_MACS_peak_9197_lociStitched	chr17	48226232	48228879	1	2648	6296.6836	812	1	PPP1R9B	SGCA,SAMD14,HILS1	PPP1R9B	PPP1R9B	0.4318	812	1
4_MACS_peak_8267_lociStitched	chr16	79747311	79750554	4	2648	4577.8188	813	1			MAF	MAF	0.9557	813	1
3_MACS_peak_12099_lociStitched	chr2	64499334	64502232	3	2646	4582.3176	814	1			LOC150992	LOC150992	NONE	814	1
1_MACS_peak_13612_lociStitched	chr20	24449467	24452111	1	2645	6088.0744	815	1	TMEM90B		TMEM90B	TMEM90B	0.1268	815	1
3_MACS_peak_18514_lociStitched	chr6	26204163	26206911	3	2645	5276.7096	816	1	HIST1H4E	HIST1H1E,HIST1H2BD,HIST1H2BE,HIST1H2BF,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H4D,HIST1H2AD,HIST1H3D,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H4E	HIST1H2BF	1.5014	816	1
3_MACS_peak_20136_lociStitched	chr7	73890969	73894080	3	2645	4100.298	817	1	GTF2IRD1		GTF2IRD1	GTF2IRD1	0.2398	817	1
1_MACS_peak_8685_lociStitched	chr17	17584292	17586935	1	2644	11843.5473	818	1	RAI1		RAI1	RAI1	0.292	818	1
3_MACS_peak_3553_lociStitched	chr11	59039040	59041851	3	2644	5574.4941	819	1			MPEG1	MPEG1	NONE	819	1
2_MACS_peak_1481_lociStitched	chr1	154946211	154948915	2	2643	7358.6656	820	1	CKS1B,MIR4258,SHC1	FLAD1,LENEP,ZBTB7B,PMVK,PBXIP1,PYGO2,SHC1	CKS1B	ZBTB7B	1.8474	820	1
2_MACS_peak_6425_lociStitched	chr14	105391240	105394013	2	2643	5111.4709	821	1	PLD4		PLD4	PLD4	0.4163	821	1
1_MACS_peak_3651_lociStitched	chr11	62648215	62650854	1	2640	11116.7875	822	1	SLC3A2	STX5,WDR74,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1,CHRM1	SLC3A2	WDR74	1.3062	822	1
3_MACS_peak_7280_lociStitched	chr15	91473068	91475888	3	2638	5634.36	823	1	UNC45A,HDDC3	FES,MAN2A2,UNC45A,RCCD1	UNC45A	UNC45A	0.4463	823	1
3_MACS_peak_22508_lociStitched	chr9	137787651	137790583	3	2637	7367.2364	824	1		FCN2,MIR3689B,MIR3689A,FCN1	FCN2	FCN1	0.1515	824	1
1_MACS_peak_8704_lociStitched	chr17	18085608	18088243	1	2636	12833.2405	825	1	ALKBH5	LLGL1	ALKBH5	ALKBH5	0.4999	825	1
3_MACS_peak_16193_lociStitched	chr3	175053507	175056679	3	2636	5230.3108	826	1	NAALADL2		NAALADL2	NAALADL2	0.1284	826	1
2_MACS_peak_3723_lociStitched	chr11	65148116	65150965	2	2635	7782.8982	827	1	SLC25A45	DPF2,TIGD3,FRMD8,NEAT1	SLC25A45	NEAT1	5.5831	827	1
3_MACS_peak_13922_lociStitched	chr20	52208579	52211609	3	2635	5201.904	828	1		ZNF217	ZNF217	ZNF217	0.223	828	1
1_MACS_peak_1583_lociStitched	chr1	157328242	157330875	1	2634	5180.1642	829	1			FCRL5	FCRL5	NONE	829	1
3_MACS_peak_2415_lociStitched	chr10	14782585	14785653	3	2633	4505.0512	830	1	FAM107B		FAM107B	FAM107B	0.1738	830	1
1_MACS_peak_17123_lociStitched	chr5	1399535	1402163	1	2629	4565.0988	831	1	SLC6A3		SLC6A3	SLC6A3	0.2033	831	1
1_MACS_peak_11127_lociStitched	chr19	39892814	39895441	1	2628	10549.5066	832	1		MED29,ZFP36,PLEKHG2,SUPT5H,PAF1,RPS16	ZFP36	ZFP36	1.5958	832	1
3_MACS_peak_13422_lociStitched	chr2	242800677	242803437	3	2625	5510.616	833	1	PDCD1	NEU4,C2orf85	PDCD1	PDCD1	0.3775	833	1
1_MACS_peak_18788_lociStitched	chr6	36646442	36649064	1	2623	7714.9728	834	1	CDKN1A		CDKN1A	CDKN1A	0.776	834	1
1_MACS_peak_9283_lociStitched	chr17	57500132	57502754	1	2623	4403.3868	835	1			YPEL2	YPEL2	NONE	835	1
2_MACS_peak_10603_lociStitched	chr19	10529841	10532477	2	2623	5573.822	836	1	PDE4A	PDE4A,TYK2,MIR1181,CDC37	PDE4A	MIR1181	0.3266	836	1
1_MACS_peak_11696_lociStitched	chr2	9902785	9905406	1	2622	5303.5935	837	1			TAF1B	TAF1B	NONE	837	1
2_MACS_peak_20378_lociStitched	chr7	101929670	101932377	2	2619	6542.819	838	1	SH2B2	MIR4285	SH2B2	SH2B2	0.5059	838	1
2_MACS_peak_15563_lociStitched	chr3	50374026	50376667	2	2616	7304.2137	839	1	RASSF1	CYB561D2,IFRD2,NAT6,HYAL3,HYAL1,HYAL2,TUSC2,ZMYND10,NPRL2,TMEM115	RASSF1	ZMYND10	0.7847	839	1
2_MACS_peak_22808_lociStitched	chrX	39002705	39005426	2	2616	5372.0703	840	1			MID1IP1	MID1IP1	NONE	840	1
4_MACS_peak_18931_lociStitched	chr6	52420944	52424108	4	2616	4914.0084	841	1	TRAM2		TRAM2	TRAM2	0.5305	841	1
2_MACS_peak_7425_lociStitched	chr16	1023422	1026088	2	2615	9272.8812	842	1	LMF1	SOX8,LMF1	LMF1	SOX8	0.2929	842	1
3_MACS_peak_10021_lociStitched	chr18	42337950	42340739	3	2615	6807.1123	843	1	SETBP1		SETBP1	SETBP1	0.273	843	1
1_MACS_peak_10373_lociStitched	chr19	2288748	2291360	1	2613	9652.646	844	1	LINGO3	AMH,MIR4321,OAZ1,SPPL2B,JSRP1,C19orf35,LSM7	C19orf35	OAZ1	0.659	844	1
3_MACS_peak_10395_lociStitched	chr19	2620048	2622789	3	2612	5182.6828	845	1	GNG7		GNG7	GNG7	0.2504	845	1
3_MACS_peak_3086_lociStitched	chr10	125851324	125854140	3	2611	5241.984	846	1	CHST15		CHST15	CHST15	0.2797	846	1
2_MACS_peak_3871_lociStitched	chr11	67395852	67398610	2	2610	6941.6102	847	1	NUDT8	GSTP1,NDUFV1,DOC2GP,TBX10,ACY3,ALDH3B2	NUDT8	NUDT8	0.8973	847	1
1_MACS_peak_6835_lociStitched	chr15	52969828	52972436	1	2609	9650.1216	848	1	KIAA1370		KIAA1370	KIAA1370	0.1992	848	1
3_MACS_peak_17111_lociStitched	chr5	1129282	1132050	3	2608	6110.0832	849	1		SLC12A7	SLC12A7	SLC12A7	0.2154	849	1
6_MACS_peak_2513_lociStitched	chr10	31607320	31610776	6	2607	4896.1152	850	1	ZEB1,LOC220930		ZEB1	ZEB1	0.0776	850	1
2_MACS_peak_18264_lociStitched	chr6	391333	393942	2	2606	9827.3203	851	1	IRF4		IRF4	IRF4	0.5761	851	1
1_MACS_peak_22838_lociStitched	chrX	40943360	40945963	1	2604	8610.2034	852	1	USP9X		USP9X	USP9X	0.1052	852	1
1_MACS_peak_18848_lociStitched	chr6	42749340	42751942	1	2603	15947.1376	853	1		KIAA0240,TBCC	TBCC	TBCC	0.4669	853	1
3_MACS_peak_9981_lociStitched	chr18	31381645	31384591	3	2602	7347.324	854	1			ASXL3	ASXL3	0.1916	854	1
5_MACS_peak_12816_lociStitched	chr2	134893664	134896759	5	2602	3885.463	855	1		MIR3679	MIR3679	MIR3679	2.1596	855	1
2_MACS_peak_1351_lociStitched	chr1	150335960	150338571	2	2601	7873.2094	856	1	RPRD2	PRPF3	RPRD2	RPRD2	0.1784	856	1
4_MACS_peak_10987_lociStitched	chr19	29093171	29096153	4	2596	4535.622	857	1			LOC148145	LOC148145	NONE	857	1
1_MACS_peak_22570_lociStitched	chr9	139584565	139587156	1	2592	6521.0288	858	1		EGFL7,MIR126,FAM69B,AGPAT2,SNORA43,SNORA17,SNHG7	AGPAT2	SNORA17	0.7201	858	1
1_MACS_peak_20328_lociStitched	chr7	100025665	100028256	1	2592	13747.5869	859	1	MEPCE,ZCWPW1	C7orf47,C7orf61,TSC22D4	MEPCE	MEPCE	1.4303	859	1
1_MACS_peak_14382_lociStitched	chr21	44464357	44466948	1	2592	7540.8464	860	1		CBS	CBS	CBS	0.3194	860	1
2_MACS_peak_14253_lociStitched	chr21	36577057	36579840	2	2592	5866.8423	861	1			RUNX1	RUNX1	NONE	861	1
3_MACS_peak_837_lociStitched	chr1	46796136	46799144	3	2592	6018.4064	862	1		UQCRH,NSUN4,LRRC41	NSUN4	UQCRH	0.4193	862	1
2_MACS_peak_12603_lociStitched	chr2	111504464	111507355	2	2589	5774.4834	863	1	ACOXL		ACOXL	ACOXL	0.17	863	1
3_MACS_peak_15574_lociStitched	chr3	50637032	50640119	3	2588	5555.9826	864	1		HEMK1,MAPKAPK3,C3orf18,CISH	CISH	CISH	0.6008	864	1
1_MACS_peak_7169_lociStitched	chr15	81292214	81294800	1	2587	16780.0368	865	1	MESDC1	MESDC2	MESDC1	MESDC1	1.4564	865	1
2_MACS_peak_5212_lociStitched	chr12	108954533	108957305	2	2585	6745.3848	866	1	ISCU,SART3	FICD,TMEM119	ISCU	ISCU	0.6251	866	1
2_MACS_peak_4909_lociStitched	chr12	56320484	56323072	2	2583	5010.368	867	1	WIBG	DGKA,CDK2,RAB5B,SILV	WIBG	DGKA	0.3217	867	1
1_MACS_peak_54_lociStitched	chr1	1536486	1539067	1	2582	5393.2576	868	1		MIB2,MMP23B,MMP23A,SSU72	MIB2	MIB2	0.9868	868	1
3_MACS_peak_9344_lociStitched	chr17	62152096	62154870	3	2581	5562.9796	869	1	ERN1		ERN1	ERN1	0.487	869	1
