GENE_ID	locusLine	bin_1_10_0EWW_0229Kronos_MM1S-KB-24hr-2_H3K18Ac_hs-dm_i19.bam
NM_004900	chr22(.):39373404-39393783	0.7229
NM_152426	chr22(.):39412117-39434256	0.7936
NM_014508	chr22(.):39405264-39419825	1.6631
NM_021822	chr22(.):39468009-39488748	1.0591
NM_175709	chr22(.):39521778-39553538	0.6284
NM_181773	chr22(.):39488228-39505072	0.5423
NM_006116	chr22(.):39790758-39832887	0.5572
NM_153497	chr22(.):39790758-39838132	0.8736
NM_194326	chr22(.):39920097-39933860	0.8097
NM_002409	chr22(.):39848324-39893199	0.682
NM_019008	chr22(.):39893283-39919137	0.7245
NM_182810	chr22(.):39911568-39923691	1.2718
NM_001098270	chr22(.):39878228-39893199	0.1589
NM_152513	chr22(.):42090517-42200459	0.2658
