REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	NCI.H929.jin.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
1_MACS_peak_1303_lociStitched	chr1	92947882	92954312	1	6431	23819.292	662	1	GFI1		GFI1	GFI1	1.2833	662	1
2_MACS_peak_13627_lociStitched	chr19	3499680	3507336	2	4273	23784.8952	663	1	FZR1,DOHH	FZR1,C19orf71,C19orf77	DOHH	DOHH	0.7956	663	1
4_MACS_peak_27140_lociStitched	chr8	7998596	8014507	4	10228	23755.123	664	1			MIR548I3	MIR548I3	NONE	664	1
1_MACS_peak_20498_lociStitched	chr3	136469858	136473014	1	3157	23739.1164	665	1	STAG1		STAG1	STAG1	0.1003	665	1
1_MACS_peak_14050_lociStitched	chr19	15574175	15581221	1	7047	23687.9474	666	1	RASAL3,PGLYRP2	MIR1470,CYP4F22,AKAP8L,WIZ	RASAL3	RASAL3	1.0851	666	1
1_MACS_peak_12096_lociStitched	chr17	43237588	43240302	1	2715	23664.9944	667	1	HEXIM2	ACBD4,HEXIM1,PLCD3	HEXIM2	HEXIM2	1.4544	667	1
1_MACS_peak_19080_lociStitched	chr22	41808133	41811369	1	3237	23664.5444	668	1		TEF,TOB2	TEF	TOB2	1.0572	668	1
1_MACS_peak_3162_lociStitched	chr10	13388364	13391529	1	3166	23649.513	669	1	SEPHS1	PHYH	SEPHS1	SEPHS1	0.6537	669	1
2_MACS_peak_16539_lociStitched	chr2	158293737	158301913	2	7879	23609.8352	670	1	CYTIP		CYTIP	CYTIP	0.7279	670	1
4_MACS_peak_12846_lociStitched	chr17	80655236	80669022	4	8183	23550.6238	671	1	RAB40B	FN3KRP,FN3K,TBCD,WDR45L	RAB40B	FN3K	0.3588	671	1
1_MACS_peak_26878_lociStitched	chr7	139043140	139045931	1	2792	23517.2451	672	1	LUC7L2	C7orf55	LUC7L2	C7orf55	1.0209	672	1
1_MACS_peak_13416_lociStitched	chr18	74532582	74535646	1	3065	23496.8968	673	1		ZNF236	ZNF236	ZNF236	0.2574	673	1
3_MACS_peak_9516_lociStitched	chr15	75068811	75083212	3	12327	23493.7914	674	1	CSK	CYP1A2,LMAN1L,CPLX3	CSK	CSK	0.7921	674	1
3_MACS_peak_5751_lociStitched	chr11	126567024	126574995	3	7525	23482.566	675	1	KIRREL3		MIR3167	MIR3167	NONE	675	1
6_MACS_peak_18930_lociStitched	chr22	37608261	37627844	6	12012	23427.1429	676	1	SSTR3,RAC2	C1QTNF6	SSTR3	SSTR3	0.4915	676	1
2_MACS_peak_24477_lociStitched	chr6	36718508	36726897	2	8334	23420.4102	677	1	CPNE5		CDKN1A	CDKN1A	NONE	677	1
1_MACS_peak_15718_lociStitched	chr2	61763493	61766846	1	3354	23405.9518	678	1	XPO1		XPO1	XPO1	0.3771	678	1
1_MACS_peak_19361_lociStitched	chr3	9436922	9441040	1	4119	23400.535	679	1	SETD5,LOC440944	THUMPD3	LOC440944	LOC440944	1.313	679	1
4_MACS_peak_22321_lociStitched	chr4	187741472	187754962	4	8672	23390.311	680	1			FAT1	FAT1	NONE	680	1
1_MACS_peak_14318_lociStitched	chr19	34661982	34664828	1	2847	23381.8822	681	1	LSM14A		LSM14A	LSM14A	0.4232	681	1
7_MACS_peak_15129_lociStitched	chr2	8650555	8667603	7	13513	23381.332	682	1			ID2	ID2	NONE	682	1
2_MACS_peak_24558_lociStitched	chr6	43137972	43142708	2	4269	23329.536	683	1	SRF	CUL9	SRF	SRF	1.2893	683	1
3_MACS_peak_13578_lociStitched	chr19	2541578	2553392	3	7114	23323.1988	684	1	GNG7		GADD45B	GADD45B	1.2552	684	1
1_MACS_peak_16304_lociStitched	chr2	114643378	114649458	1	6081	23304.64	685	1	ACTR3		ACTR3	ACTR3	0.3338	685	1
1_MACS_peak_1828_lociStitched	chr1	154598951	154602206	1	3256	23273.25	686	1	ADAR	ADAR	ADAR	ADAR	0.8489	686	1
1_MACS_peak_21245_lociStitched	chr4	10093874	10101217	1	7344	23256.0153	687	1	WDR1	MIR3138	MIR3138	MIR3138	0.0839	687	1
3_MACS_peak_9846_lociStitched	chr15	93360248	93377113	3	8199	23233.224	688	1		ASB9P1,LOC100507217	ASB9P1	LOC100507217	1.4657	688	1
3_MACS_peak_24376_lociStitched	chr6	33167273	33176891	3	5601	23184.189	689	1	SLC39A7,HSD17B8,MIR219-1,RING1,RXRB	COL11A2	HSD17B8	HSD17B8	1.9112	689	1
4_MACS_peak_13245_lociStitched	chr18	47833033	47843480	4	10120	23173.5354	690	1		CCDC11,MBD1,CXXC1	CXXC1	CXXC1	0.8404	690	1
2_MACS_peak_62_lociStitched	chr1	1820976	1829553	2	6345	23155.3269	691	1	GNB1	CALML6,TMEM52	GNB1	CALML6	0.3803	691	1
4_MACS_peak_28230_lociStitched	chr8	123138905	123150129	4	10100	23141.6432	692	1			HAS2	HAS2	NONE	692	1
1_MACS_peak_455_lociStitched	chr1	23669495	23671999	1	2505	23116.928	693	1	HNRNPR	C1orf213,ZNF436	HNRNPR	HNRNPR	0.5651	693	1
1_MACS_peak_4656_lociStitched	chr11	34072451	34075495	1	3045	23092.0884	694	1	CAPRIN1		CAPRIN1	CAPRIN1	0.6479	694	1
2_MACS_peak_13608_lociStitched	chr19	3060862	3067092	2	6030	23090.872	695	1	AES	GNA11,TLE2	AES	AES	1.2577	695	1
1_MACS_peak_27297_lociStitched	chr8	21994673	22000071	1	5399	23057.0172	696	1	REEP4	FAM160B2,SFTPC,BMP1,NUDT18,HR,LGI3	REEP4	REEP4	1.7318	696	1
2_MACS_peak_28727_lociStitched	chr9	33445462	33459192	2	9473	23032.075	697	1	AQP3	AQP7,NOL6	AQP3	NOL6	0.4784	697	1
2_MACS_peak_2222_lociStitched	chr1	179846129	179853103	2	3445	23021.8714	698	1	TOR1AIP1,TOR1AIP2		TOR1AIP1	TOR1AIP1	0.5194	698	1
2_MACS_peak_21663_lociStitched	chr4	78736336	78742979	2	5346	23016.6664	699	1	CNOT6L	MRPL1	CNOT6L	CNOT6L	0.2364	699	1
2_MACS_peak_17244_lociStitched	chr2	236401952	236412651	2	7779	23015.6888	700	1	AGAP1		AGAP1	AGAP1	0.1001	700	1
1_MACS_peak_13259_lociStitched	chr18	48677387	48681587	1	4201	23002.98	701	1		MEX3C	MEX3C	MEX3C	0.8909	701	1
1_MACS_peak_24575_lociStitched	chr6	43737136	43742360	1	5225	22972.54	702	1	VEGFA		VEGFA	VEGFA	0.945	702	1
3_MACS_peak_7726_lociStitched	chr13	114863527	114877440	3	10543	22942.537	703	1	RASA3		RASA3	RASA3	0.6107	703	1
1_MACS_peak_10056_lociStitched	chr16	2801290	2804121	1	2832	22913.5478	704	1	SRRM2,LOC100128788	PRSS41,PRSS27,LOC100128788,TCEB2,PRSS33	LOC100128788	TCEB2	1.3586	704	1
1_MACS_peak_18091_lociStitched	chr20	56192680	56197548	1	4869	22908.3212	705	1	ZBP1		ZBP1	ZBP1	1.4042	705	1
2_MACS_peak_4076_lociStitched	chr10	112216804	112225898	2	7070	22899.6014	706	1		DUSP5	DUSP5	DUSP5	1.1303	706	1
1_MACS_peak_25371_lociStitched	chr6	151710517	151713476	1	2960	22892.5994	707	1	ZBTB2		ZBTB2	ZBTB2	0.7587	707	1
1_MACS_peak_9339_lociStitched	chr15	63795023	63798305	1	3283	22869.6324	708	1	USP3		USP3	USP3	0.2749	708	1
3_MACS_peak_14247_lociStitched	chr19	23940726	23951128	3	7786	22865.6764	709	1	RPSAP58,ZNF681		RPSAP58	RPSAP58	0.4569	709	1
1_MACS_peak_2403_lociStitched	chr1	202127497	202130884	1	3388	22834.8153	710	1	PTPN7	GPR37L1,PTPRVP,LGR6,ARL8A	PTPN7	PTPN7	1.2365	710	1
1_MACS_peak_1836_lociStitched	chr1	154830357	154835391	1	5035	22832.2104	711	1	KCNN3		KCNN3	KCNN3	0.491	711	1
1_MACS_peak_19081_lociStitched	chr22	41841853	41844823	1	2971	22791.78	712	1	TOB2	ACO2,PHF5A	TOB2	TOB2	1.0572	712	1
1_MACS_peak_27566_lociStitched	chr8	42945330	42949922	1	4593	22788.2592	713	1	SGK196	FNTA,HGSNAT	SGK196	SGK196	0.645	713	1
1_MACS_peak_1751_lociStitched	chr1	151429598	151432886	1	3289	22784.8536	714	1	POGZ	POGZ	POGZ	POGZ	0.5883	714	1
1_MACS_peak_17838_lociStitched	chr20	42542678	42546391	1	3714	22769.9725	715	1	TOX2	TOX2	TOX2	TOX2	0.9021	715	1
4_MACS_peak_30800_lociStitched	chrX	153706537	153720078	4	6862	22754.2964	716	1	LAGE3,UBL4A,SLC10A3	ATP6AP1,GDI1,FAM50A,PLXNA3,FAM3A	UBL4A	UBL4A	1.7009	716	1
2_MACS_peak_9561_lociStitched	chr15	75742625	75748946	2	6254	22742.3259	717	1	SIN3A		SIN3A	SIN3A	0.3809	717	1
4_MACS_peak_16027_lociStitched	chr2	87808945	87822782	4	13268	22723.1214	718	1	NCRNA00152		NCRNA00152	NCRNA00152	1.1906	718	1
1_MACS_peak_27799_lociStitched	chr8	74204849	74208523	1	3675	22702.7482	719	1	RDH10,RPL7	LOC100130301	RDH10	RDH10	0.6515	719	1
2_MACS_peak_17309_lociStitched	chr2	241517659	241527211	2	7285	22693.6416	720	1	RNPEPL1,CAPN10	DUSP28,GPR35,ANKMY1	CAPN10	DUSP28	2.9086	720	1
2_MACS_peak_19797_lociStitched	chr3	49054943	49060657	2	4937	22685.7228	721	1	NDUFAF3,DALRD3,MIR425,MIR191	P4HTM,WDR6,IMPDH2	NDUFAF3	NDUFAF3	1.8329	721	1
2_MACS_peak_1795_lociStitched	chr1	153761552	153770751	2	8961	22678.2947	722	1		SLC27A3	SLC27A3	SLC27A3	1.4401	722	1
2_MACS_peak_4483_lociStitched	chr11	9480240	9483832	2	3582	22667.6752	723	1	ZNF143,LOC644656	SNORA23	LOC644656	LOC644656	2.097	723	1
3_MACS_peak_25181_lociStitched	chr6	130001529	130013424	3	8987	22662.354	724	1	ARHGAP18		ARHGAP18	ARHGAP18	0.3104	724	1
1_MACS_peak_15988_lociStitched	chr2	86261991	86267271	1	5281	22652.784	725	1	POLR1A	LOC90784	LOC90784	LOC90784	0.1109	725	1
1_MACS_peak_27724_lociStitched	chr8	66752472	66755410	1	2939	22646.3978	726	1	PDE7A		PDE7A	PDE7A	0.2346	726	1
5_MACS_peak_14496_lociStitched	chr19	40916759	40932570	5	7662	22642.9331	727	1	PRX,SERTAD1	SPTBN4,HIPK4,SERTAD3,BLVRB	PRX	PRX	0.4757	727	1
3_MACS_peak_25417_lociStitched	chr6	157797227	157803954	3	4641	22630.3007	728	1	ZDHHC14		ZDHHC14	ZDHHC14	0.3198	728	1
1_MACS_peak_15176_lociStitched	chr2	10585711	10590109	1	4399	22628.1498	729	1	ODC1,SNORA80B		ODC1	ODC1	1.3512	729	1
1_MACS_peak_17749_lociStitched	chr20	35722657	35725582	1	2926	22558.77	730	1	RBL1		RBL1	RBL1	0.4562	730	1
3_MACS_peak_14060_lociStitched	chr19	16244426	16261408	3	10700	22497.7536	731	1	RAB8A,HSH2D	FAM32A,AP1M1,CIB3	HSH2D	HSH2D	0.7748	731	1
2_MACS_peak_25277_lociStitched	chr6	139690897	139697687	2	5055	22493.912	732	1	CITED2		CITED2	CITED2	1.8851	732	1
1_MACS_peak_145_lociStitched	chr1	6660186	6664655	1	4470	22472.3665	733	1	KLHL21	TAS1R1,ZBTB48,PHF13,THAP3,NOL9	KLHL21	KLHL21	1.0852	733	1
2_MACS_peak_8548_lociStitched	chr14	94474392	94481423	2	5756	22440.8427	734	1	C14orf48	C14orf48,OTUB2	C14orf48	C14orf48	1.4094	734	1
2_MACS_peak_1882_lociStitched	chr1	155910588	155919051	2	8402	22416.7944	735	1	RXFP4,ARHGEF2	RIT1,SNORA42,SCARNA4,KIAA0907	RXFP4	RXFP4	1.9944	735	1
1_MACS_peak_10943_lociStitched	chr16	70770150	70773782	1	3633	22397.4544	736	1	VAC14	LOC100130894	LOC100130894	LOC100130894	0.0607	736	1
1_MACS_peak_10834_lociStitched	chr16	66581981	66587893	1	5913	22395.2472	737	1	CKLF,TK2	CMTM1,CMTM2	TK2	TK2	1.6701	737	1
3_MACS_peak_23058_lociStitched	chr5	100224893	100240681	3	11533	22388.9628	738	1	ST8SIA4		ST8SIA4	ST8SIA4	0.3353	738	1
1_MACS_peak_64_lociStitched	chr1	1837739	1842545	1	4807	22387.3092	739	1		CALML6,GNB1,TMEM52	CALML6	CALML6	0.3803	739	1
1_MACS_peak_3110_lociStitched	chr10	11203169	11210789	1	7621	22375.368	740	1	CELF2		CELF2	CELF2	0.3622	740	1
2_MACS_peak_7147_lociStitched	chr12	124936817	124943278	2	5792	22360.2288	741	1	NCOR2		NCOR2	NCOR2	0.2752	741	1
1_MACS_peak_20269_lociStitched	chr3	119812387	119815523	1	3137	22333.024	742	1	GSK3B		GSK3B	GSK3B	0.1113	742	1
1_MACS_peak_18434_lociStitched	chr21	43428994	43431780	1	2787	22308.0592	743	1	ZNF295	C21orf121	ZNF295	ZNF295	0.7072	743	1
4_MACS_peak_24615_lociStitched	chr6	45643278	45658036	4	11758	22303.7654	744	1			RUNX2	RUNX2	0.6037	744	1
2_MACS_peak_18250_lociStitched	chr21	19186638	19192628	2	5904	22280.404	745	1	C21orf91		C21orf91	C21orf91	1.3437	745	1
2_MACS_peak_29557_lociStitched	chr9	131445509	131453054	2	7135	22269.0675	746	1	SET	PKN3,WDR34,ZDHHC12	SET	SET	1.0281	746	1
1_MACS_peak_28855_lociStitched	chr9	44989790	44994596	1	4807	22248.4158	747	1	FAM27C		FAM27C	FAM27C	2.003	747	1
3_MACS_peak_2531_lociStitched	chr1	209276519	209284945	3	8234	22246.3252	748	1			LOC642587	LOC642587	NONE	748	1
2_MACS_peak_8585_lociStitched	chr14	96962598	96969954	2	5312	22230.5676	749	1	PAPOLA		PAPOLA	PAPOLA	0.3221	749	1
1_MACS_peak_20788_lociStitched	chr3	177074834	177078852	1	4019	22221.1472	750	1			TBL1XR1	TBL1XR1	0.2273	750	1
1_MACS_peak_12964_lociStitched	chr18	9913276	9915649	1	2374	22220.772	751	1	VAPA	TXNDC2	VAPA	VAPA	0.4428	751	1
1_MACS_peak_5372_lociStitched	chr11	94799805	94802098	1	2294	22187.5266	752	1	SRSF8	KDM4DL,ENDOD1	SRSF8	SRSF8	1.6017	752	1
1_MACS_peak_24264_lociStitched	chr6	28889239	28892450	1	3212	22162.322	753	1	TRIM27		TRIM27	TRIM27	0.7941	753	1
3_MACS_peak_23985_lociStitched	chr6	7958761	7969252	3	8948	22153.8447	754	1	MUTED-TXNDC5	PIP5K1P1,TXNDC5	PIP5K1P1	TXNDC5	3.9294	754	1
3_MACS_peak_15049_lociStitched	chr19	58891384	58906384	3	10246	22152	755	1	RPS5,ZNF837	A1BG-AS1,LOC646862,ZNF584,A1BG,ZNF497,ZNF132	RPS5	RPS5	1.0973	755	1
3_MACS_peak_8001_lociStitched	chr14	50527010	50535046	3	7666	22136.7692	756	1		C14orf183,C14orf138	C14orf183	C14orf183	0.251	756	1
1_MACS_peak_18897_lociStitched	chr22	36726331	36730477	1	4147	22129.6896	757	1	MYH9		MYH9	MYH9	0.5363	757	1
1_MACS_peak_18136_lociStitched	chr20	60876761	60881038	1	4278	22122.3548	758	1	ADRM1		ADRM1	ADRM1	1.4646	758	1
1_MACS_peak_24162_lociStitched	chr6	26155295	26160995	1	5701	22101.18	759	1	HIST1H1E,HIST1H2BD	HIST1H2AC,HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H1T,HIST1H2BC,HIST1H4D,HIST1H2AD,HIST1H3D	HIST1H2BD	HIST1H2BF	3.4237	759	1
3_MACS_peak_23767_lociStitched	chr5	175962292	175971375	3	6054	22100.7556	760	1	CDHR2,RNF44	CDHR2	RNF44	RNF44	0.7278	760	1
5_MACS_peak_9251_lociStitched	chr15	55568407	55582991	5	9982	22099.1352	761	1	RAB27A	PIGB,RAB27A	RAB27A	RAB27A	0.295	761	1
1_MACS_peak_13568_lociStitched	chr19	2425869	2428412	1	2544	22093.8383	762	1	TMPRSS9,TIMM13,LMNB2	GADD45B	TIMM13	TIMM13	1.9361	762	1
2_MACS_peak_6285_lociStitched	chr12	49759598	49764864	2	5045	22090.3434	763	1	SPATS2	TROAP,DNAJC22,LOC100335030,C1QL4	SPATS2	TROAP	0.3911	763	1
5_MACS_peak_28469_lociStitched	chr8	145009682	145030247	5	15519	22043.6235	764	1	PLEC,MIR661	GRINA,PARP10	MIR661	MIR661	0.8913	764	1
6_MACS_peak_25871_lociStitched	chr7	32766571	32778758	6	9135	22023.1277	765	1	LOC441208,MIR550A2	LOC401321,DPY19L1P1	MIR550A2	MIR550A2	1.9435	765	1
3_MACS_peak_10568_lociStitched	chr16	30352964	30367789	3	9123	22021.055	766	1	CD2BP2	MYLPF,ZNF48,LOC595101,TBC1D10B,SEPT1	CD2BP2	MYLPF	1.14	766	1
1_MACS_peak_12584_lociStitched	chr17	73871219	73875503	1	4285	22014.6192	767	1	TRIM47	UNC13D,WBP2,TRIM65,MRPL38	TRIM47	TRIM47	1.6313	767	1
1_MACS_peak_13696_lociStitched	chr19	5826176	5829878	1	3703	22008.39	768	1	NRTN	PRR22,DUS3L,FUT6,FUT3,FUT5	NRTN	NRTN	1.5819	768	1
1_MACS_peak_2475_lociStitched	chr1	206135082	206139815	1	4734	22001.8238	769	1	FAM72A		FAM72A	FAM72A	0.9022	769	1
1_MACS_peak_3374_lociStitched	chr10	31606884	31610211	1	3328	21993.1335	770	1	ZEB1,LOC220930		ZEB1	ZEB1	0.1393	770	1
1_MACS_peak_23346_lociStitched	chr5	137877663	137880954	1	3292	21960.843	771	1	ETF1	SNORD63,HSPA9	ETF1	HSPA9	0.8179	771	1
1_MACS_peak_4863_lociStitched	chr11	61559191	61561652	1	2462	21954.0888	772	1	FEN1,C11orf10,MIR611	C11orf9,FADS2,DKFZP434K028,MIR1908,FADS1	FEN1	FEN1	1.5823	772	1
2_MACS_peak_4367_lociStitched	chr11	804409	812093	2	5589	21950.8828	773	1	RPLP2,SNORA52,LRDD	PNPLA2,EFCAB4A,CD151,TSPAN4,PDDC1,CEND1,SLC25A22,POLR2L	RPLP2	RPLP2	1.6997	773	1
5_MACS_peak_24229_lociStitched	chr6	27774147	27784474	5	9342	21927.3191	774	1	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2BL,HIST1H2AJ	HIST1H4J,HIST1H2BN,HIST1H2AL,HIST1H4K,HIST1H2AK	HIST1H3H	HIST1H2BN	2.6168	774	1
3_MACS_peak_9795_lociStitched	chr15	90721475	90736137	3	7290	21897.697	775	1	SEMA4B	SEMA4B,C15orf58,CIB1	SEMA4B	SEMA4B	0.5531	775	1
3_MACS_peak_14616_lociStitched	chr19	45250283	45258973	3	7791	21892.717	776	1	BCL3	CEACAM16,CBLC	BCL3	BCL3	1.1011	776	1
1_MACS_peak_1804_lociStitched	chr1	153893911	153897223	1	3313	21865.4928	777	1	GATAD2B	CREB3L4,DENND4B,CRTC2,SLC39A1	GATAD2B	CREB3L4	2.8759	777	1
5_MACS_peak_3250_lociStitched	chr10	22283273	22294176	5	8155	21852.8829	778	1	DNAJC1		DNAJC1	DNAJC1	0.1502	778	1
1_MACS_peak_14693_lociStitched	chr19	47216766	47222971	1	6206	21838.4975	779	1	PRKD2,STRN4	FKRP,MIR320E	PRKD2	PRKD2	0.5068	779	1
1_MACS_peak_13693_lociStitched	chr19	5717503	5721415	1	3913	21820.3536	780	1	TMEM146,LONP1	HSD11B1L,RPL36,C19orf70	LONP1	RPL36	1.6221	780	1
1_MACS_peak_22212_lociStitched	chr4	174254174	174257085	1	2912	21761.4716	781	1	HMGB2	SAP30	HMGB2	HMGB2	1.7058	781	1
1_MACS_peak_20697_lociStitched	chr3	160116399	160120023	1	3625	21752.6976	782	1	SMC4,IFT80	MIR15B,MIR16-2,IFT80,TRIM59	SMC4	MIR15B	2.0453	782	1
1_MACS_peak_7993_lociStitched	chr14	50358288	50361388	1	3101	21751.15	783	1	ARF6	SDCCAG1	ARF6	ARF6	1.6022	783	1
2_MACS_peak_16712_lociStitched	chr2	178075975	178079759	2	3621	21750.0536	784	1	HNRNPA3	MIR3128,NFE2L2	HNRNPA3	HNRNPA3	1.0767	784	1
1_MACS_peak_9006_lociStitched	chr15	34329910	34333142	1	3233	21742.3104	785	1	CHRM5,AVEN		AVEN	AVEN	0.1891	785	1
1_MACS_peak_4360_lociStitched	chr11	694028	697272	1	3245	21733.178	786	1	TMEM80,DEAF1	EPS8L2	TMEM80	TMEM80	1.2377	786	1
1_MACS_peak_17662_lociStitched	chr20	32579906	32582872	1	2967	21730.1024	787	1	RALY		RALY	RALY	0.3225	787	1
2_MACS_peak_23809_lociStitched	chr5	177657827	177669524	2	7991	21722.4987	788	1	AGXT2L2,COL23A1	HNRNPAB,GMCL1L	AGXT2L2	HNRNPAB	0.954	788	1
1_MACS_peak_26781_lociStitched	chr7	128170197	128172862	1	2666	21716.8185	789	1			METTL2B	METTL2B	NONE	789	1
5_MACS_peak_29441_lociStitched	chr9	126079249	126091855	5	11812	21708.7926	790	1		CRB2,STRBP	CRB2	STRBP	0.1334	790	1
1_MACS_peak_5467_lociStitched	chr11	107727673	107731925	1	4253	21687.326	791	1	SLC35F2		SLC35F2	SLC35F2	0.5526	791	1
2_MACS_peak_18995_lociStitched	chr22	39096023	39103071	2	4608	21682.4672	792	1	GTPBP1,JOSD1	CBY1,TOMM22,LOC646851,SUN2	GTPBP1	SUN2	1.0505	792	1
1_MACS_peak_2154_lociStitched	chr1	172500865	172503770	1	2906	21678.5625	793	1	C1orf9		C1orf9	C1orf9	0.3331	793	1
1_MACS_peak_12732_lociStitched	chr17	77809557	77814101	1	4545	21676.6976	794	1	CBX4	CBX8	CBX4	CBX4	1.4354	794	1
4_MACS_peak_27858_lociStitched	chr8	81072964	81084485	4	11125	21649.1111	795	1	TPD52		TPD52	TPD52	0.6	795	1
3_MACS_peak_26903_lociStitched	chr7	141250008	141263139	3	7815	21626.757	796	1	AGK		AGK	AGK	0.2563	796	1
2_MACS_peak_19901_lociStitched	chr3	53134825	53145322	2	7710	21621.7206	797	1	RFT1	PRKCD	RFT1	PRKCD	0.6781	797	1
1_MACS_peak_3683_lociStitched	chr10	76583763	76586984	1	3222	21556.2204	798	1	MYST4		MYST4	MYST4	0.1614	798	1
17_MACS_peak_2771_lociStitched	chr1	228745842	228783233	17	20622	21548.4333	799	1	DUSP5P		DUSP5P	DUSP5P	0.2689	799	1
1_MACS_peak_23701_lociStitched	chr5	172260338	172265828	1	5491	21535.623	800	1	ERGIC1		ERGIC1	ERGIC1	0.2394	800	1
1_MACS_peak_16383_lociStitched	chr2	128457639	128460405	1	2767	21524.1822	801	1	SFT2D3	LIMS2	SFT2D3	SFT2D3	1.7662	801	1
1_MACS_peak_23305_lociStitched	chr5	133859623	133863623	1	4001	21522	802	1	PHF15		PHF15	PHF15	0.3853	802	1
3_MACS_peak_18830_lociStitched	chr22	31884788	31893413	3	5658	21496.95	803	1	SFI1,EIF4ENIF1		SFI1	SFI1	0.108	803	1
3_MACS_peak_1830_lociStitched	chr1	154755679	154765971	3	8154	21450.5864	804	1	KCNN3		KCNN3	KCNN3	0.491	804	1
1_MACS_peak_12627_lociStitched	chr17	74730621	74734785	1	4165	21446.2656	805	1	MFSD11,SRSF2,MIR636	C17orf95,MXRA7,JMJD6	MIR636	C17orf95	2.4482	805	1
3_MACS_peak_464_lociStitched	chr1	23916537	23928891	3	7625	21441.6024	806	1		MDS2,ID3	MDS2	ID3	1.833	806	1
2_MACS_peak_5544_lociStitched	chr11	113947805	113958626	2	7069	21426.6621	807	1	ZBTB16		ZBTB16	ZBTB16	0.4283	807	1
5_MACS_peak_12826_lociStitched	chr17	80305004	80318565	5	7824	21391.1214	808	1	TEX19	UTS2R,CD7,SECTM1	TEX19	UTS2R	1.9584	808	1
1_MACS_peak_13722_lociStitched	chr19	6735860	6741067	1	5208	21384.6283	809	1	TRIP10,GPR108	VAV1,C3,SH2D3A	GPR108	GPR108	1.3056	809	1
2_MACS_peak_23154_lociStitched	chr5	118668321	118680338	2	11377	21345.7971	810	1	TNFAIP8	TNFAIP8	TNFAIP8	TNFAIP8	0.3712	810	1
4_MACS_peak_4835_lociStitched	chr11	60672844	60683888	4	7224	21344.7388	811	1	TMEM109,PRPF19	ZP1,TMEM132A,GPR44,SLC15A3	TMEM109	TMEM109	0.7503	811	1
2_MACS_peak_2809_lociStitched	chr1	230255596	230262851	2	7056	21313.739	812	1	GALNT2		GALNT2	GALNT2	0.3574	812	1
2_MACS_peak_8721_lociStitched	chr14	105390488	105400656	2	6229	21303.9936	813	1	PLD4	AHNAK2	PLD4	PLD4	1.2191	813	1
2_MACS_peak_11351_lociStitched	chr17	3813372	3821569	2	8192	21271.215	814	1	P2RX1	CAMKK1,ATP2A3	P2RX1	P2RX1	0.8375	814	1
4_MACS_peak_5812_lociStitched	chr11	130632187	130648665	4	9565	21268.1546	815	1			SNX19	SNX19	NONE	815	1
1_MACS_peak_5799_lociStitched	chr11	130183575	130185883	1	2309	21253.9104	816	1	ZBTB44		ZBTB44	ZBTB44	0.2862	816	1
1_MACS_peak_28377_lociStitched	chr8	134579592	134585710	1	6119	21252.7084	817	1	ST3GAL1		ST3GAL1	ST3GAL1	0.4088	817	1
5_MACS_peak_7771_lociStitched	chr14	21566034	21577808	5	5008	21236.7638	818	1	C14orf176,ZNF219	RNASE8,ARHGEF40,OR5AU1	ZNF219	ZNF219	0.1513	818	1
1_MACS_peak_4954_lociStitched	chr11	64545077	64547741	1	2665	21231.8136	819	1	SF1	RASGRP2,PYGM,MAP4K2,MEN1	SF1	SF1	0.9271	819	1
2_MACS_peak_2480_lociStitched	chr1	206729764	206738347	2	7905	21214.6011	820	1	RASSF5	LGTN	RASSF5	RASSF5	0.387	820	1
2_MACS_peak_23998_lociStitched	chr6	10411370	10419538	2	4422	21212.296	821	1	LOC100130275,TFAP2A	C6orf218	TFAP2A	TFAP2A	1.1053	821	1
4_MACS_peak_17812_lociStitched	chr20	40720137	40727987	4	7721	21202.065	822	1	PTPRT		CHD6	CHD6	NONE	822	1
2_MACS_peak_14751_lociStitched	chr19	48946429	48954098	2	7302	21191.7477	823	1	GRIN2D,GRWD1	KCNJ14,CYTH2	GRWD1	GRWD1	1.2521	823	1
1_MACS_peak_29160_lociStitched	chr9	96927569	96929951	1	2383	21181.2204	824	1		MIRLET7A1,MIRLET7F1,MIRLET7D	MIRLET7A1	MIRLET7F1	0.0483	824	1
5_MACS_peak_12496_lociStitched	chr17	70582722	70602642	5	11928	21145.08	825	1	LOC100499467,FLJ26484		LOC100499467	LOC100499467	0.1413	825	1
