REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	NCI.H929.jin.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
2_MACS_peak_3975_lociStitched	chr10	103873691	103881298	2	6562	13040.6801	782	1	LDB1	HPS6,PPRC1,NOLC1	LDB1	782	1
4_MACS_peak_24362_lociStitched	chr6	32156881	32165431	4	6562	13529.52	783	1	PBX2,GPSM3,NOTCH4	PPT2,EGFL8,RNF5,RNF5P1,PRRT1,LOC100507547,AGPAT1,AGER	GPSM3	783	1
1_MACS_peak_25399_lociStitched	chr6	157097674	157104234	1	6561	41761.616	784	1	ARID1B		ARID1B	784	1
4_MACS_peak_17069_lociStitched	chr2	220109665	220119658	4	6543	13708.3974	785	1	STK16,TUBA4B,GLB1L,TUBA4A	ZFAND2B,ANKZF1,DNAJB2,ABCB6,ATG9A,MIR153-1	TUBA4B	785	1
3_MACS_peak_18193_lociStitched	chr20	62599786	62613218	3	6541	18072.756	786	1	PRPF6,ZNF512B,SAMD10	MIR941-1,MIR941-3,MIR941-2,UCKL1-AS1,MIR1914,MIR647,UCKL1	SAMD10	786	1
1_MACS_peak_5714_lociStitched	chr11	124939085	124945623	1	6539	39371.1822	787	1	SLC37A2	TMEM218	SLC37A2	787	1
1_MACS_peak_26818_lociStitched	chr7	130789656	130796187	1	6532	20884.8318	788	1	MKLN1,FLJ43663		FLJ43663	788	1
2_MACS_peak_202_lociStitched	chr1	9334831	9343814	2	6528	12662.4368	789	1		H6PD,SPSB1	SPSB1	789	1
4_MACS_peak_23630_lociStitched	chr5	160169258	160177143	4	6524	7909.4435	790	1	ATP10B		ATP10B	790	1
3_MACS_peak_24147_lociStitched	chr6	25403291	25413164	3	6524	12499.218	791	1	LRRC16A		LRRC16A	791	1
1_MACS_peak_19267_lociStitched	chr22	50538029	50544551	1	6523	8352.0732	792	1	MOV10L1	MOV10L1,TTLL8,MLC1	MOV10L1	792	1
1_MACS_peak_7492_lociStitched	chr13	49549184	49555706	1	6523	13612.0662	793	1	FNDC3A		FNDC3A	793	1
2_MACS_peak_12651_lociStitched	chr17	75315085	75322225	2	6521	10058.118	794	1	SEPT9	SEPT9	SEPT9	794	1
2_MACS_peak_4402_lociStitched	chr11	2793097	2801322	2	6517	20490.9425	795	1	KCNQ1		KCNQ1OT1	795	1
4_MACS_peak_4406_lociStitched	chr11	2912972	2924574	4	6508	11654.209	796	1	SLC22A18,SLC22A18AS	KCNQ1DN,CDKN1C,PHLDA2	SLC22A18	796	1
3_MACS_peak_277_lociStitched	chr1	11983776	11995425	3	6504	10429.3497	797	1	PLOD1,KIAA2013	MFN2	KIAA2013	797	1
4_MACS_peak_25831_lociStitched	chr7	29695030	29706009	4	6500	8743.6756	798	1	LOC646762	DPY19L2P3,LOC100271874	LOC646762	798	1
3_MACS_peak_26275_lociStitched	chr7	74341227	74347954	3	6499	7890.0983	799	1		PMS2P5,GATSL1,STAG3L2	GATSL1	799	1
2_MACS_peak_14054_lociStitched	chr19	16180752	16191673	2	6493	43010.1743	800	1	TPM4	FLJ25328,RAB8A	TPM4	800	1
2_MACS_peak_24292_lociStitched	chr6	30474926	30485691	2	6491	18554.554	801	1		HLA-E,PRR3,GNL1	HLA-E	801	1
2_MACS_peak_27841_lociStitched	chr8	80634511	80641023	2	6488	11841.4208	802	1		HEY1	HEY1	802	1
5_MACS_peak_9157_lociStitched	chr15	45011341	45022120	5	6488	11433.2853	803	1		B2M,TRIM69,PATL2	TRIM69	803	1
2_MACS_peak_2505_lociStitched	chr1	206955431	206965802	2	6485	15166.5504	804	1		IL19,IL10	IL19	804	1
2_MACS_peak_2009_lociStitched	chr1	161007666	161018156	2	6484	30236.376	805	1	TSTD1,USF1,ARHGAP30	KLHDC9,F11R,PVRL4	USF1	805	1
1_MACS_peak_5158_lociStitched	chr11	69452448	69458930	1	6483	19040.875	806	1	CCND1	ORAOV1	CCND1	806	1
4_MACS_peak_8799_lociStitched	chr15	20960492	20974526	4	6479	10797.7596	807	1	BCL8		BCL8	807	1
3_MACS_peak_11154_lociStitched	chr16	87416151	87427261	3	6478	17396.038	808	1	MAP1LC3B,FBXO31		FBXO31	808	1
3_MACS_peak_23092_lociStitched	chr5	109024294	109032748	3	6473	17595.3102	809	1	MAN2A1		MAN2A1	809	1
2_MACS_peak_12713_lociStitched	chr17	76881709	76889268	2	6472	16853.5464	810	1	TIMP2	USP36	TIMP2	810	1
3_MACS_peak_6715_lociStitched	chr12	95032854	95044748	3	6471	17616.2034	811	1	TMCC3		TMCC3	811	1
1_MACS_peak_23004_lociStitched	chr5	90674393	90680854	1	6462	34053.3466	812	1	LOC100129716,ARRDC3		LOC100129716	812	1
1_MACS_peak_11185_lociStitched	chr16	88618081	88624532	1	6452	16663.5781	813	1		ZC3H18	ZC3H18	813	1
3_MACS_peak_19326_lociStitched	chr3	5018825	5029275	3	6452	17870.545	814	1	BHLHE40		BHLHE40	814	1
4_MACS_peak_15186_lociStitched	chr2	11512026	11519708	4	6448	9239.1414	815	1		ROCK2	ROCK2	815	1
1_MACS_peak_1303_lociStitched	chr1	92947882	92954312	1	6431	23819.292	816	1	GFI1		GFI1	816	1
3_MACS_peak_8269_lociStitched	chr14	72980430	72987170	3	6425	16224.528	817	1	RGS6		DPF3	817	1
3_MACS_peak_8054_lociStitched	chr14	55564464	55575509	3	6423	16885.596	818	1		MAPK1IP1L,LGALS3	LGALS3	818	1
1_MACS_peak_13162_lociStitched	chr18	42258023	42264444	1	6422	46089.938	819	1	SETBP1		SETBP1	819	1
2_MACS_peak_22559_lociStitched	chr5	32206004	32212507	2	6422	24005.1742	820	1		GOLPH3	GOLPH3	820	1
2_MACS_peak_26672_lociStitched	chr7	106504544	106513304	2	6422	8892.276	821	1	PIK3CG		PIK3CG	821	1
4_MACS_peak_12468_lociStitched	chr17	66452315	66459321	4	6421	8498.9786	822	1	WIPI1	PRKAR1A,MIR635	WIPI1	822	1
2_MACS_peak_29446_lociStitched	chr9	126098562	126107108	2	6415	34545.4958	823	1		CRB2	CRB2	823	1
3_MACS_peak_2765_lociStitched	chr1	228666560	228676665	3	6415	23889.2305	824	1	RNF187	HIST3H2BB,HIST3H2A	RNF187	824	1
4_MACS_peak_18878_lociStitched	chr22	35998540	36009045	4	6414	7237.945	825	1	MB	APOL6	MB	825	1
4_MACS_peak_10254_lociStitched	chr16	12185576	12194430	4	6407	14146.9212	826	1	SNX29		SNX29	826	1
2_MACS_peak_3191_lociStitched	chr10	15826329	15833133	2	6405	12049.2036	827	1	FAM188A		ITGA8	827	1
4_MACS_peak_7720_lociStitched	chr13	114808285	114819474	4	6399	10002.966	828	1	RASA3		RASA3	828	1
1_MACS_peak_2703_lociStitched	chr1	226127477	226133874	1	6398	24227.9978	829	1	LEFTY2	PYCR2	LEFTY2	829	1
3_MACS_peak_30022_lociStitched	chrX	40171785	40179240	3	6398	12078.591	830	1			BCOR	830	1
3_MACS_peak_11421_lociStitched	chr17	7136895	7146890	3	6375	16587.702	831	1	DVL2,PHF23,GABARAP	ACADVL,C17orf81,SLC2A4,DLG4,MIR324,CTDNEP1,CLDN7	PHF23	831	1
2_MACS_peak_8853_lociStitched	chr15	23388620	23395031	2	6372	8015.0322	832	1	HERC2P7	GOLGA8E,HERC2P2	HERC2P7	832	1
2_MACS_peak_20157_lociStitched	chr3	101403666	101412899	2	6366	11122.9951	833	1	RPL24	LOC100009676,LOC285359,CEP97,ZBTB11	RPL24	833	1
5_MACS_peak_4028_lociStitched	chr10	105667416	105678992	5	6362	10923.1136	834	1	OBFC1	SLK	OBFC1	834	1
1_MACS_peak_17830_lociStitched	chr20	42307042	42313402	1	6361	33398.904	835	1	MYBL2	GTSF1L	MYBL2	835	1
3_MACS_peak_10408_lociStitched	chr16	23344191	23354252	3	6355	14720.2491	836	1	SCNN1B		SCNN1B	836	1
4_MACS_peak_4547_lociStitched	chr11	16922360	16933422	4	6352	11918.1988	837	1	PLEKHA7		PLEKHA7	837	1
2_MACS_peak_62_lociStitched	chr1	1820976	1829553	2	6345	23155.3269	838	1	GNB1	CALML6,TMEM52	GNB1	838	1
1_MACS_peak_24238_lociStitched	chr6	27857391	27863733	1	6343	29357.118	839	1	HIST1H2BO,HIST1H3J,HIST1H2AM	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L,OR2B2	HIST1H2AM	839	1
2_MACS_peak_22556_lociStitched	chr5	32168742	32175859	2	6341	37377.0606	840	1	GOLPH3		GOLPH3	840	1
1_MACS_peak_7486_lociStitched	chr13	49101596	49107934	1	6339	16765.9114	841	1	RCBTB2		RCBTB2	841	1
4_MACS_peak_14962_lociStitched	chr19	55765007	55771709	4	6338	7466.6982	842	1	PPP6R1	BRSK1,PTPRH,TMEM86B,HSPBP1	PPP6R1	842	1
2_MACS_peak_19626_lociStitched	chr3	39188433	39195879	2	6333	19655.9508	843	1	CSRNP1	TTC21A,GORASP1,XIRP1	CSRNP1	843	1
2_MACS_peak_24118_lociStitched	chr6	21586975	21597364	2	6332	21080.3199	844	1	SOX4		SOX4	844	1
2_MACS_peak_13480_lociStitched	chr19	919601	928044	2	6325	37261.4919	845	1	KISS1R,ARID3A	MED16,C19orf22	ARID3A	845	1
1_MACS_peak_21634_lociStitched	chr4	77116128	77122451	1	6324	16123.65	846	1	SCARB2	NUP54	SCARB2	846	1
3_MACS_peak_12707_lociStitched	chr17	76775552	76782215	3	6323	16576.2114	847	1	CYTH1		CYTH1	847	1
1_MACS_peak_3111_lociStitched	chr10	11216999	11223314	1	6316	24430.209	848	1	CELF2		CELF2	848	1
2_MACS_peak_10192_lociStitched	chr16	10830206	10838829	2	6316	15869.7692	849	1	NUBP1	TEKT5	NUBP1	849	1
3_MACS_peak_11277_lociStitched	chr17	1011406	1025224	3	6310	17083.1934	850	1	ABR		ABR	850	1
4_MACS_peak_24449_lociStitched	chr6	35568504	35580154	4	6304	8231.89	851	1	FKBP5		FKBP5	851	1
1_MACS_peak_9444_lociStitched	chr15	70387539	70393840	1	6302	34349.9015	852	1	TLE3	MIR629	TLE3	852	1
5_MACS_peak_24347_lociStitched	chr6	31864417	31876805	5	6301	11434.124	853	1	C2,EHMT2,ZBTB12	C2,CFB,SKIV2L,NEU1,SLC44A4,MIR1236	ZBTB12	853	1
2_MACS_peak_16801_lociStitched	chr2	191328876	191335353	2	6300	7511.3769	854	1	MFSD6		MFSD6	854	1
4_MACS_peak_30505_lociStitched	chrX	118815542	118827754	4	6300	9961.3284	855	1	SEPT6	MIR766	SEPT6	855	1
2_MACS_peak_22014_lociStitched	chr4	140127945	140136542	2	6286	13034.7714	856	1			C4orf49	856	1
4_MACS_peak_20118_lociStitched	chr3	98273555	98283622	4	6271	11502.5542	857	1		GPR15,CLDND1,CPOX	GPR15	857	1
3_MACS_peak_4068_lociStitched	chr10	112147161	112157165	3	6264	9728.89	858	1			SMNDC1	858	1
3_MACS_peak_10323_lociStitched	chr16	17435540	17442635	3	6262	12531.8985	859	1	XYLT1		XYLT1	859	1
2_MACS_peak_12175_lociStitched	chr17	46581984	46590810	2	6260	7652.142	860	1		HOXB1,HOXB2	HOXB1	860	1
2_MACS_peak_9561_lociStitched	chr15	75742625	75748946	2	6254	22742.3259	861	1	SIN3A		SIN3A	861	1
3_MACS_peak_26291_lociStitched	chr7	74683864	74690808	3	6254	7508.5472	862	1			NCF1C	862	1
4_MACS_peak_29251_lociStitched	chr9	107874325	107882466	4	6252	9851.4241	863	1			SLC44A1	863	1
3_MACS_peak_11595_lociStitched	chr17	17794346	17804638	3	6252	11850.2088	864	1	TOM1L2		SREBF1	864	1
5_MACS_peak_15806_lociStitched	chr2	69056110	69066497	5	6251	7831.798	865	1		BMP10	BMP10	865	1
2_MACS_peak_2356_lociStitched	chr1	197741483	197748100	2	6250	20361.8324	866	1	DENND1B		DENND1B	866	1
2_MACS_peak_29048_lociStitched	chr9	88963561	88970163	2	6246	17983.848	867	1	ZCCHC6		ZCCHC6	867	1
2_MACS_peak_25080_lociStitched	chr6	114175743	114182087	2	6236	12653.7424	868	1	MARCKS	FLJ34503	MARCKS	868	1
3_MACS_peak_9500_lociStitched	chr15	74689453	74696988	3	6235	9937.9115	869	1		CYP11A1,SEMA7A	SEMA7A	869	1
1_MACS_peak_19003_lociStitched	chr22	39377391	39383624	1	6234	13644.037	870	1	APOBEC3A,APOBEC3B	APOBEC3C,APOBEC3D	APOBEC3B	870	1
1_MACS_peak_1997_lociStitched	chr1	160676762	160682995	1	6234	12051.5055	871	1	CD48	SLAMF7	CD48	871	1
2_MACS_peak_8721_lociStitched	chr14	105390488	105400656	2	6229	21303.9936	872	1	PLD4	AHNAK2	PLD4	872	1
2_MACS_peak_20280_lociStitched	chr3	121263903	121271710	2	6224	11708.1579	873	1	POLQ	ARGFX,FBXO40	POLQ	873	1
3_MACS_peak_26062_lociStitched	chr7	50724070	50733987	3	6224	10259.1365	874	1	GRB10		GRB10	874	1
1_MACS_peak_29073_lociStitched	chr9	92039617	92045824	1	6208	14947.6974	875	1	SEMA4D		SEMA4D	875	1
1_MACS_peak_14693_lociStitched	chr19	47216766	47222971	1	6206	21838.4975	876	1	PRKD2,STRN4	FKRP,MIR320E	PRKD2	876	1
1_MACS_peak_2113_lociStitched	chr1	167596039	167602243	1	6205	61468.6116	877	1	RCSD1		RCSD1	877	1
2_MACS_peak_23847_lociStitched	chr5	180228887	180238878	2	6204	29793.162	878	1	MGAT1	LOC729678,ZFP62	MGAT1	878	1
1_MACS_peak_7777_lociStitched	chr14	21732613	21738805	1	6193	12403.8144	879	1	HNRNPC	RPGRIP1	HNRNPC	879	1
2_MACS_peak_2382_lociStitched	chr1	200856320	200863226	2	6189	17840.2698	880	1	C1orf106	GPR25,C1orf106	C1orf106	880	1
3_MACS_peak_4974_lociStitched	chr11	64879234	64890567	3	6185	18208.7311	881	1	TM7SF2,MRPL49,ZNHIT2,FAU	ZFPL1,C11orf2,SPDYC,CDCA5,SYVN1	ZNHIT2	881	1
3_MACS_peak_19115_lociStitched	chr22	42928316	42936559	3	6183	14368.3733	882	1		SERHL,SERHL2,RRP7A,RRP7B	RRP7A	882	1
2_MACS_peak_18149_lociStitched	chr20	61462537	61470964	2	6172	17706.8124	883	1	COL9A3	C20orf20,OGFR,DPH3P1,TCFL5	DPH3P1	883	1
4_MACS_peak_8550_lociStitched	chr14	94486415	94495611	4	6171	12944.2896	884	1	OTUB2	C14orf48	OTUB2	884	1
3_MACS_peak_10723_lociStitched	chr16	53123993	53134448	3	6170	12907.743	885	1	CHD9		CHD9	885	1
1_MACS_peak_17225_lociStitched	chr2	235197099	235203262	1	6164	19812.8124	886	1			ARL4C	886	1
3_MACS_peak_24109_lociStitched	chr6	20401063	20410939	3	6160	32847.576	887	1	E2F3		E2F3	887	1
2_MACS_peak_18970_lociStitched	chr22	38572036	38578595	2	6157	20283.7075	888	1	PLA2G6	MAFF	PLA2G6	888	1
3_MACS_peak_26199_lociStitched	chr7	71167619	71175187	3	6153	13763.9216	889	1	WBSCR17		MIR3914-1	889	1
3_MACS_peak_6126_lociStitched	chr12	31737887	31744728	3	6147	16057.8793	890	1	DENND5B		DENND5B	890	1
2_MACS_peak_12199_lociStitched	chr17	47463310	47472668	2	6146	27140.0716	891	1		ZNF652,PHB	PHB	891	1
2_MACS_peak_22275_lociStitched	chr4	185301710	185307855	2	6143	30359.3725	892	1			IRF2	892	1
1_MACS_peak_26645_lociStitched	chr7	104650488	104656628	1	6141	40702.06	893	1	MLL5,LOC100216545		LOC100216545	893	1
4_MACS_peak_16924_lociStitched	chr2	203123939	203137295	4	6141	20198.2788	894	1	NOP58	SNORD70,SNORD11B,SNORD11,SUMO1	NOP58	894	1
2_MACS_peak_8394_lociStitched	chr14	81864379	81873643	2	6138	20473.44	895	1	STON2		STON2	895	1
3_MACS_peak_24384_lociStitched	chr6	33280556	33292208	3	6135	12285.8688	896	1	TAPBP,ZBTB22,DAXX	RPS18,B3GALT4,PFDN6,VPS52,WDR46,RGL2,LYPLA2P1	ZBTB22	896	1
4_MACS_peak_12692_lociStitched	chr17	76348515	76357008	4	6127	9294.7392	897	1	SOCS3	PGS1	SOCS3	897	1
5_MACS_peak_25141_lociStitched	chr6	119815523	119824897	5	6124	6826.1468	898	1			MAN1A1	898	1
1_MACS_peak_28377_lociStitched	chr8	134579592	134585710	1	6119	21252.7084	899	1	ST3GAL1		ST3GAL1	899	1
2_MACS_peak_8628_lociStitched	chr14	100530753	100539767	2	6116	13103.6518	900	1	EVL		EVL	900	1
2_MACS_peak_19534_lociStitched	chr3	25823663	25832400	2	6114	10040.5604	901	1	OXSM,NGLY1		NGLY1	901	1
1_MACS_peak_29370_lociStitched	chr9	117349310	117355417	1	6108	11256.4224	902	1	ATP6V1G1	C9orf91	ATP6V1G1	902	1
3_MACS_peak_5239_lociStitched	chr11	74659635	74665865	3	6108	12367.796	903	1	SPCS2,XRRA1	NEU3	SPCS2	903	1
3_MACS_peak_10759_lociStitched	chr16	56964242	56974051	3	6108	23973.196	904	1	HERPUD1	CETP,NLRC5	HERPUD1	904	1
2_MACS_peak_8792_lociStitched	chr15	20721901	20728208	2	6106	7258.7263	905	1		GOLGA8C,HERC2P3,GOLGA6L6	HERC2P3	905	1
1_MACS_peak_13589_lociStitched	chr19	2697241	2703335	1	6095	13672.4984	906	1	GNG7	DIRAS1,SLC39A3	GNG7	906	1
3_MACS_peak_9075_lociStitched	chr15	40834668	40844191	3	6095	7723.153	907	1		RPUSD2,CASC5,MRPL42P5,C15orf57	MRPL42P5	907	1
2_MACS_peak_22270_lociStitched	chr4	185201639	185209985	2	6094	26677.1544	908	1			ENPP6	908	1
2_MACS_peak_1905_lociStitched	chr1	156192687	156199269	2	6089	16208.8332	909	1	PMF1	SLC25A44,BGLAP,PAQR6	PMF1	909	1
3_MACS_peak_19149_lociStitched	chr22	43941217	43950222	3	6084	9308.4685	910	1	EFCAB6		MPPED1	910	1
2_MACS_peak_11191_lociStitched	chr16	88746850	88753483	2	6083	20423.007	911	1	MGC23284,SNAI3	IL17C,MGC23284,CTU2,CYBA,MVD,RNF166	SNAI3	911	1
4_MACS_peak_22353_lociStitched	chr5	217625	225119	4	6083	13352.0598	912	1	SDHA,CCDC127	LRRC14B,PDCD6	SDHA	912	1
1_MACS_peak_16304_lociStitched	chr2	114643378	114649458	1	6081	23304.64	913	1	ACTR3		ACTR3	913	1
5_MACS_peak_14092_lociStitched	chr19	16994322	17009125	5	6079	8899.5636	914	1	F2RL3,CPAMD8		F2RL3	914	1
2_MACS_peak_14068_lociStitched	chr19	16434479	16442006	2	6076	18459.2148	915	1	KLF2		KLF2	915	1
1_MACS_peak_919_lociStitched	chr1	44296961	44303030	1	6070	17513.3133	916	1	ST3GAL3		ARTN	916	1
2_MACS_peak_2269_lociStitched	chr1	183809284	183815383	2	6070	13847.1696	917	1	RGL1		APOBEC4	917	1
4_MACS_peak_26609_lociStitched	chr7	102147739	102158838	4	6067	6012.3283	918	1		LRWD1,SPDYE2,ALKBH4,POLR2J	POLR2J	918	1
3_MACS_peak_23767_lociStitched	chr5	175962292	175971375	3	6054	22100.7556	919	1	CDHR2,RNF44	CDHR2	RNF44	919	1
2_MACS_peak_12106_lociStitched	chr17	43504921	43511060	2	6046	16633.0066	920	1	SH3D20	ARHGAP27,MIR4315-1	SH3D20	920	1
2_MACS_peak_4553_lociStitched	chr11	16979275	16985560	2	6046	11561.886	921	1	PLEKHA7		PLEKHA7	921	1
2_MACS_peak_20318_lociStitched	chr3	123531484	123538478	2	6038	6833.138	922	1	MYLK		MYLK	922	1
2_MACS_peak_11073_lociStitched	chr16	81864554	81872927	2	6032	8608.2813	923	1	PLCG2		PLCG2	923	1
2_MACS_peak_13608_lociStitched	chr19	3060862	3067092	2	6030	23090.872	924	1	AES	GNA11,TLE2	AES	924	1
2_MACS_peak_10421_lociStitched	chr16	23412949	23419395	2	6029	12911.338	925	1	COG7		COG7	925	1
3_MACS_peak_15087_lociStitched	chr2	2868804	2879178	3	6022	12130.3182	926	1			TSSC1	926	1
3_MACS_peak_18428_lociStitched	chr21	43282777	43289377	3	6020	14411.76	927	1	PRDM15		PRDM15	927	1
2_MACS_peak_24472_lociStitched	chr6	36559062	36565472	2	6018	28774.49	928	1	SRSF3	STK38,MIR3925	SRSF3	928	1
1_MACS_peak_3993_lociStitched	chr10	104401760	104407775	1	6016	32259.0465	929	1	TRIM8		TRIM8	929	1
2_MACS_peak_14903_lociStitched	chr19	54367777	54373861	2	6015	15143.6844	930	1	MYADM	PRKCG,CACNG7,NLRP12	MYADM	930	1
1_MACS_peak_14085_lociStitched	chr19	16694260	16700271	1	6012	14834.5469	931	1	MED26	CHERP,SLC35E1	SLC35E1	931	1
3_MACS_peak_19791_lociStitched	chr3	48954738	48965094	3	6007	20559.7668	932	1	ARIH2,C3orf71	SLC25A20	C3orf71	932	1
1_MACS_peak_24373_lociStitched	chr6	32935391	32941392	1	6002	61500.0483	933	1	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	933	1
1_MACS_peak_5155_lociStitched	chr11	69061330	69067331	1	6002	29054.4416	934	1	MYEOV		MYEOV	934	1
3_MACS_peak_17640_lociStitched	chr20	32357769	32368444	3	5999	11630.4125	935	1	ZNF341	CHMP4B,PXMP4	CHMP4B	935	1
2_MACS_peak_19233_lociStitched	chr22	48491979	48498012	2	5997	20205.1203	936	1			MIR3201	936	1
3_MACS_peak_10539_lociStitched	chr16	29826397	29837431	3	5997	12788.406	937	1	PRRT2,C16orf53,MVP	ZG16,KIF22,MAZ,LOC440356,CDIPT	MVP	937	1
3_MACS_peak_13859_lociStitched	chr19	10675406	10683358	3	5996	26238.4192	938	1	KRI1,CDKN2D,AP1M2	ATG4D,MIR1238,SLC44A2,S1PR5	CDKN2D	938	1
2_MACS_peak_26502_lociStitched	chr7	99069408	99078267	2	5996	14548.2498	939	1	ZNF789	CPSF4,ZKSCAN5,PTCD1,ATP5J2,ATP5J2-PTCD1,ZNF394	ZNF789	939	1
1_MACS_peak_8764_lociStitched	chr14	106324968	106330960	1	5993	56296.0384	940	1			KIAA0125	940	1
2_MACS_peak_13478_lociStitched	chr19	907406	914181	2	5993	15747.1325	941	1	C19orf22	CFD,KISS1R,ARID3A,MED16	C19orf22	941	1
2_MACS_peak_20785_lociStitched	chr3	176913028	176920417	2	5993	31217.0472	942	1	TBL1XR1		TBL1XR1	942	1
7_MACS_peak_21986_lociStitched	chr4	132642935	132661409	7	5993	7069.9998	943	1				943	1
3_MACS_peak_5179_lociStitched	chr11	71419434	71426828	3	5987	12847.075	944	1			FAM86C	944	1
4_MACS_peak_21852_lociStitched	chr4	108950726	108959304	4	5986	13707.644	945	1	HADH		HADH	945	1
3_MACS_peak_28924_lociStitched	chr9	70645165	70651366	3	5983	10810.8234	946	1			CBWD5	946	1
1_MACS_peak_28176_lociStitched	chr8	118450362	118456327	1	5966	17002.636	947	1			MED30	947	1
3_MACS_peak_30143_lociStitched	chrX	49019562	49029308	3	5963	14716.46	948	1	MAGIX,PLP2	GPKOW,PRICKLE3,SYP	PLP2	948	1
4_MACS_peak_29863_lociStitched	chrX	10074515	10081551	4	5962	12861.1044	949	1	WWC3	CLCN4	CLCN4	949	1
3_MACS_peak_17649_lociStitched	chr20	32424613	32435008	3	5959	6896.043	950	1	CHMP4B		CHMP4B	950	1
3_MACS_peak_3281_lociStitched	chr10	24735321	24742407	3	5956	5729.031	951	1	KIAA1217		MIR603	951	1
3_MACS_peak_8276_lociStitched	chr14	73354549	73360866	3	5948	9642.9005	952	1	DPF3	DCAF4	DPF3	952	1
4_MACS_peak_14362_lociStitched	chr19	36230980	36239986	4	5947	14757.2316	953	1	PSENEN,LIN37,TMEM149,U2AF1L4	ZBTB32,MLL4,C19orf55,ARHGAP33,HSPB6	U2AF1L4	953	1
3_MACS_peak_22483_lociStitched	chr5	14594249	14604051	3	5947	6665.36	954	1	FAM105A		FAM105A	954	1
2_MACS_peak_10905_lociStitched	chr16	68789056	68796172	2	5946	13464.1836	955	1	CDH1		CDH1	955	1
2_MACS_peak_20174_lociStitched	chr3	104233422	104242804	2	5942	13390.9286	956	1			MIR548A3	956	1
3_MACS_peak_25597_lociStitched	chr7	2439625	2447260	3	5933	7666.3035	957	1	CHST12	EIF3B	CHST12	957	1
2_MACS_peak_3128_lociStitched	chr10	12109842	12117595	2	5932	10058.7422	958	1	DHTKD1	UPF2	DHTKD1	958	1
1_MACS_peak_27430_lociStitched	chr8	29628862	29634789	1	5928	47661.9705	959	1		C8orf75	C8orf75	959	1
3_MACS_peak_6770_lociStitched	chr12	102871789	102879170	3	5921	8178.148	960	1	IGF1		IGF1	960	1
1_MACS_peak_26979_lociStitched	chr7	150100492	150106410	1	5919	31232.8368	961	1	LOC728743	REPIN1,ZNF775,LOC285972,GIMAP8	LOC728743	961	1
3_MACS_peak_9813_lociStitched	chr15	91350393	91360849	3	5919	8661.7504	962	1	BLM		FURIN	962	1
2_MACS_peak_9965_lociStitched	chr16	574952	582178	2	5918	19303.5364	963	1	SOLH,NCRNA00235	MIR3176,C16orf11,NHLRC4,PIGQ	SOLH	963	1
1_MACS_peak_10834_lociStitched	chr16	66581981	66587893	1	5913	22395.2472	964	1	CKLF,TK2	CMTM1,CMTM2	TK2	964	1
4_MACS_peak_1019_lociStitched	chr1	52033386	52044914	4	5912	7086.2616	965	1		OSBPL9,EPS15	OSBPL9	965	1
1_MACS_peak_25432_lociStitched	chr6	158181116	158187024	1	5909	17326.9824	966	1			SNX9	966	1
3_MACS_peak_15323_lociStitched	chr2	25595564	25604164	3	5906	10175.52	967	1	DTNB	MIR1301,DNMT3A	DNMT3A	967	1
2_MACS_peak_18250_lociStitched	chr21	19186638	19192628	2	5904	22280.404	968	1	C21orf91		C21orf91	968	1
2_MACS_peak_11683_lociStitched	chr17	21187062	21192977	2	5896	11518.2795	969	1	MAP2K3	C17orf103	MAP2K3	969	1
2_MACS_peak_28947_lociStitched	chr9	73027041	73036351	2	5892	29521.079	970	1	KLF9		KLF9	970	1
2_MACS_peak_26536_lociStitched	chr7	100025257	100035078	2	5892	31308.3659	971	1	MEPCE,ZCWPW1,C7orf47	C7orf51,C7orf61,TSC22D4	MEPCE	971	1
4_MACS_peak_4560_lociStitched	chr11	17183210	17191535	4	5889	7191.9675	972	1	PIK3C2A		PIK3C2A	972	1
4_MACS_peak_4669_lociStitched	chr11	35051599	35063040	4	5888	9761.4612	973	1			CD44	973	1
1_MACS_peak_16753_lociStitched	chr2	182320552	182326424	1	5873	35878.5072	974	1	ITGA4		ITGA4	974	1
3_MACS_peak_25461_lociStitched	chr6	159233674	159241232	3	5872	18097.631	975	1	EZR	MIR3918,OSTCL	EZR	975	1
3_MACS_peak_6851_lociStitched	chr12	109224272	109234169	3	5872	17482.0608	976	1	SSH1	DAO,SSH1	SSH1	976	1
1_MACS_peak_22283_lociStitched	chr4	185392297	185398166	1	5870	44374.9221	977	1	IRF2		IRF2	977	1
3_MACS_peak_29341_lociStitched	chr9	116273987	116287188	3	5868	7424.2424	978	1	RGS3	RGS3	RGS3	978	1
5_MACS_peak_12579_lociStitched	chr17	73850761	73862270	5	5866	16419.8903	979	1	WBP2	UNC13D,TRIM47,TRIM65,MRPL38	WBP2	979	1
2_MACS_peak_43_lociStitched	chr1	1439837	1450038	2	5865	24723.1436	980	1	ATAD3A	ATAD3B,C1orf70	ATAD3A	980	1
3_MACS_peak_7839_lociStitched	chr14	24604626	24617487	3	5861	11490.0174	981	1	PSME1,RNF31,FAM158A,PSME2	PCK2,DCAF11,FITM1,IRF9,REC8,IPO4,TM9SF1	FAM158A	981	1
