REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X13_0EWZ_0229Kronos_MM1S.KB.1hr.1_H3K27Ac_hs.dm_i22.bam	X37_0EXP_0229Kronos_MM1S.KB.1hr.1_Input_hs_i80.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
4_MACS_peak_3587_lociStitched	chr11	789105	811133	4	10334	23922.408	2713.8496	635	RPLP2,CEND1,SLC25A22,LRDD	TALDO1,SNORA52,PNPLA2,EFCAB4A,CD151,TSPAN4,PDDC1,POLR2L	SLC25A22	POLR2L	1.3874	635	1
1_MACS_peak_17899_lociStitched	chr4	69434653	69443196	1	8544	22670.5591	1494.1707	636		UGT2B15,UGT2B17	UGT2B17	UGT2B17	0.18929999999999997	636	1
1_MACS_peak_4000_lociStitched	chr11	57433812	57437105	1	3294	22042.6834	867.0469	637	ZDHHC5	MIR130A,CLP1,TMX2,YPEL4,MED19	ZDHHC5	ZDHHC5	0.47340000000000004	637	1
1_MACS_peak_20082_lociStitched	chr6	12008044	12014033	1	5990	21729.8887	555.7792	638	HIVEP1		HIVEP1	HIVEP1	0.18009999999999998	638	1
3_MACS_peak_9479_lociStitched	chr17	7474960	7488347	3	8932	23968.0848	2796.5443	639	SENP3,EIF4A1,SNORA48,SNORD10,SNORA67,CD68,MPDU1	TNFSF12,TNFSF13,SHBG,SOX15,FXR2,SAT2	SNORA67	SNORA67	0.9948	639	1
1_MACS_peak_4099_lociStitched	chr11	62647258	62650980	1	3723	21911.0418	750.7274	640	SLC3A2	STX5,WDR74,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1,CHRM1	SLC3A2	WDR74	1.6374	640	1
3_MACS_peak_24472_lociStitched	chr9	112904065	112925142	3	17902	25319.8001	4171.1383	641	PALM2-AKAP2,AKAP2	C9orf152	AKAP2	AKAP2	0.24040000000000003	641	1
2_MACS_peak_15123_lociStitched	chr21	37906502	37915855	2	4919	23542.4363	2404.6563	642	CLDN14		CLDN14	CLDN14	0.1809	642	1
1_MACS_peak_14954_lociStitched	chr21	9963185	9969441	1	6257	24125.6384	2990.9936	643	LOC100132288		LOC100132288	LOC100132288	0.25100000000000006	643	1
2_MACS_peak_4681_lociStitched	chr11	118738520	118744184	2	5468	22192.6848	1066.5312	644		CXCR5,BCL9L	CXCR5	NONE	NONE	644	1
1_MACS_peak_1480_lociStitched	chr1	155530997	155534741	1	3745	22257.7056	1155.7728	645	LOC645676,ASH1L	MSTO1	ASH1L	MSTO1	0.43090000000000006	645	1
1_MACS_peak_14608_lociStitched	chr20	35722756	35725468	1	2713	21781.428	683.9664	646	RBL1		RBL1	RBL1	0.2655	646	1
3_MACS_peak_15074_lociStitched	chr21	34746371	34757219	3	6178	23519.5488	2423.4432	647		IFNAR1,IFNGR2	IFNGR2	IFNAR1	0.6054999999999999	647	1
1_MACS_peak_19169_lociStitched	chr5	88565757	88569770	1	4014	22022.5414	938.6407	648			MEF2C	MEF2C	0.3146	648	1
1_MACS_peak_22671_lociStitched	chr7	148579586	148582923	1	3338	21926.7596	849.6002	649	EZH2		EZH2	EZH2	0.2101	649	1
1_MACS_peak_11230_lociStitched	chr19	2393347	2396206	1	2860	21897.081	867.1347	650	TMPRSS9	TIMM13	TMPRSS9	TIMM13	1.1036	650	1
5_MACS_peak_18693_lociStitched	chr5	6711530	6738311	5	10029	24708.1506	3679.7094	651	PAPD7	PAPD7	PAPD7	PAPD7	0.38760000000000006	651	1
1_MACS_peak_23876_lociStitched	chr9	6680386	6684189	1	3804	21833.7836	820.3071	652		KDM4C,GLDC	GLDC	GLDC	0.0871	652	1
3_MACS_peak_9685_lociStitched	chr17	27219464	27230932	3	8688	23168.8004	2159.4244	653	FLOT2,DHRS13	ERAL1,C17orf63,MIR451,MIR144,PHF12	FLOT2	FLOT2	0.6353	653	1
2_MACS_peak_17527_lociStitched	chr4	2413486	2421594	2	5365	22741.3184	1748.0848	654	LOC402160,ZFYVE28	RNF4,ZFYVE28	ZFYVE28	RNF4	0.20520000000000002	654	1
2_MACS_peak_3582_lociStitched	chr11	692089	697138	2	4989	21901.0473	919.4229	655	TMEM80,DEAF1	EPS8L2	TMEM80	TMEM80	1.1047	655	1
2_MACS_peak_25629_lociStitched	chrX	153189435	153200749	2	6948	21972.9194	1001.289	656	ARHGAP4,NAA10,RENBP	AVPR2,TMEM187,MIR3202-1,L1CAM,HCFC1,MIR3202-2	ARHGAP4	TMEM187	1.6483	656	1
2_MACS_peak_19294_lociStitched	chr5	112256393	112266698	2	7501	22820.4225	1862.1135	657	REEP5	DCP2	REEP5	REEP5	0.1918	657	1
2_MACS_peak_39_lociStitched	chr1	1708695	1714953	2	5860	22237.1772	1283.5158	658	NADK	SLC35E2,NADK	NADK	SLC35E2	1.1764000000000001	658	1
2_MACS_peak_8234_lociStitched	chr15	91472275	91479571	2	6440	22389.2352	1445.3376	659	UNC45A,HDDC3	FES,MAN2A2,RCCD1	HDDC3	HDDC3	1.7989	659	1
1_MACS_peak_698_lociStitched	chr1	46766918	46771636	1	4719	21714.1232	774.6956	660	UQCRH,LRRC41	NSUN4	UQCRH	UQCRH	0.9078	660	1
3_MACS_peak_2466_lociStitched	chr10	1089298	1103715	3	6462	22816.3442	1926.1112	661	IDI2-AS1,WDR37,IDI1	IDI2	IDI1	IDI1	0.6609999999999999	661	1
2_MACS_peak_21660_lociStitched	chr7	25979879	25992173	2	6872	22831.1874	1948.599	662	MIR148A		MIR148A	MIR148A	1.9655999999999998	662	1
1_MACS_peak_375_lociStitched	chr1	27815458	27817873	1	2416	21480.942	625.002	663	WASF2		WASF2	WASF2	0.2767	663	1
1_MACS_peak_2358_lociStitched	chr1	235665714	235669567	1	3854	21788.715	965.1765	664	B3GALNT2		B3GALNT2	B3GALNT2	0.27590000000000003	664	1
1_MACS_peak_22406_lociStitched	chr7	115849944	115852693	1	2750	21515.5983	699.6205	665	TES	TES	TES	TES	0.31010000000000004	665	1
3_MACS_peak_500_lociStitched	chr1	36614008	36627403	3	8433	23165.313	2356.1805	666	MAP7D1,TRAPPC3	COL8A2	MAP7D1	MAP7D1	0.4173	666	1
1_MACS_peak_192_lociStitched	chr1	16160004	16163450	1	3447	21618.1364	813.9452	667	FLJ37453	SPEN,UQCRHL	SPEN	SPEN	0.1028	667	1
1_MACS_peak_9035_lociStitched	chr16	67594873	67601549	1	6677	21947.35	1143.5988	668	CTCF	FAM65A	CTCF	FAM65A	0.5244	668	1
1_MACS_peak_2630_lociStitched	chr10	17269150	17274832	1	5683	21891.0414	1111.3992	669	VIM	TRDMT1	VIM	VIM	1.0816999999999999	669	1
3_MACS_peak_4772_lociStitched	chr11	126173028	126189632	3	9406	23776.928	3021.928	670	DCPS	FOXRED1,TIRAP,ST3GAL4,SRPR,FLJ39051	DCPS	SRPR	0.4872000000000001	670	1
2_MACS_peak_10628_lociStitched	chr17	80249721	80257151	2	4515	22261.766	1507.547	671		CSNK1D,CD7,SECTM1	CSNK1D	SECTM1	0.2521	671	1
1_MACS_peak_2480_lociStitched	chr10	3824422	3828839	1	4418	21477.2208	724.388	672	KLF6		KLF6	KLF6	1.0711	672	1
2_MACS_peak_10481_lociStitched	chr17	74476199	74482297	2	4557	21780.2266	1029.9522	673	RHBDF2	AANAT,PRCD,UBE2O	RHBDF2	RHBDF2	0.7248	673	1
1_MACS_peak_23835_lociStitched	chr9	3524627	3528112	1	3486	21481.54	737.0775	674	RFX3		RFX3	RFX3	0.0374	674	1
1_MACS_peak_12792_lociStitched	chr2	65140089	65146934	1	6846	22466.659	1724.94	675	LOC400958		LOC400958	LOC400958	1.0003	675	1
1_MACS_peak_14636_lociStitched	chr20	37518493	37523112	1	4620	21780.4326	1094.2411	676	PPP1R16B	FAM83D	FAM83D	FAM83D	0.0493	676	1
1_MACS_peak_747_lociStitched	chr1	53101209	53104582	1	3374	21617.557	937.694	677	FAM159A	GPX7	FAM159A	FAM159A	0.6013000000000001	677	1
3_MACS_peak_17176_lociStitched	chr3	169656802	169668077	3	8217	23433.96	2773.65	678	SAMD7,LOC100128164	SEC62	LOC100128164	LOC100128164	0.8228	678	1
1_MACS_peak_9113_lociStitched	chr16	70555563	70559589	1	4027	21276.6048	622.017	679	SF3B3,COG4	SNORD111B,MIR3647,SNORD111	SF3B3	SF3B3	0.3631	679	1
5_MACS_peak_19660_lociStitched	chr5	150513145	150538087	5	15034	24782.3712	4142.8662	680	ANXA6		ANXA6	ANXA6	0.33240000000000003	680	1
1_MACS_peak_13898_lociStitched	chr2	204568572	204573550	1	4979	21804.1378	1174.808	681	CD28		CD28	CD28	0.592	681	1
1_MACS_peak_248_lociStitched	chr1	22107351	22110668	1	3318	21397.967	776.178	682	USP48	LDLRAD2	USP48	USP48	0.17260000000000003	682	1
1_MACS_peak_13675_lociStitched	chr2	178127229	178130936	1	3708	21261.8692	666.8893	683	NFE2L2	HNRNPA3,MIR3128	NFE2L2	HNRNPA3	0.9857000000000001	683	1
1_MACS_peak_24234_lociStitched	chr9	86593649	86597015	1	3367	21535.668	955.6074	684	RMI1,HNRNPK	C9orf64,MIR7-1	HNRNPK	HNRNPK	0.9271	684	1
1_MACS_peak_1447_lociStitched	chr1	154830979	154834244	1	3266	21704.7405	1152.545	685	KCNN3		KCNN3	KCNN3	0.29269999999999996	685	1
1_MACS_peak_24598_lociStitched	chr9	127047413	127050298	1	2886	21076.656	547.2845	686	NEK6	NEK6	NEK6	NEK6	0.20149999999999998	686	1
2_MACS_peak_22547_lociStitched	chr7	130789993	130796505	2	6488	22199.408	1679.4448	687	MKLN1,FLJ43663		FLJ43663	FLJ43663	0.11810000000000001	687	1
1_MACS_peak_19077_lociStitched	chr5	75696877	75702365	1	5489	21887.2416	1383.5248	688	IQGAP2		IQGAP2	IQGAP2	0.12250000000000001	688	1
1_MACS_peak_12064_lociStitched	chr19	49375209	49380450	1	5242	21593.9682	1158.7851	689	PPP1R15A	NUCB1,HSD17B14,PLEKHA4,TULP2	PPP1R15A	PPP1R15A	1.4974999999999998	689	1
2_MACS_peak_22701_lociStitched	chr7	150125372	150133859	2	5698	22779.108	2367.0243	690	LOC285972	ZNF775,LOC728743,GIMAP8	LOC285972	LOC728743	2.6666000000000003	690	1
1_MACS_peak_15204_lociStitched	chr21	44780356	44783079	1	2724	21212.7146	804.6465	691			SIK1	SIK1	NONE	691	1
3_MACS_peak_900_lociStitched	chr1	75596272	75611574	3	14033	22524.544	2131.5686	692	LHX8		LHX8	LHX8	0.4798	692	1
1_MACS_peak_22396_lociStitched	chr7	113723842	113728407	1	4566	21564.6035	1175.944	693	FOXP2		FOXP2	NONE	NONE	693	1
1_MACS_peak_15133_lociStitched	chr21	38737515	38741176	1	3662	21177.0545	791.5082	694	DYRK1A		DYRK1A	DYRK1A	0.08969999999999997	694	1
1_MACS_peak_14874_lociStitched	chr20	56253078	56258955	1	5878	21550.3713	1175.9877	695	PMEPA1		PMEPA1	PMEPA1	0.2562	695	1
3_MACS_peak_14306_lociStitched	chr20	5092499	5109097	3	8105	23444.675	3092.2074	696	PCNA-AS1,CDS2,C20orf30,PCNA		PCNA	PCNA	0.9392	696	1
1_MACS_peak_15935_lociStitched	chr3	9436888	9441374	1	4487	21339.902	1020.565	697	SETD5,LOC440944	THUMPD3	LOC440944	LOC440944	1.0946	697	1
1_MACS_peak_17948_lociStitched	chr4	76023371	76029267	1	5897	21562.8512	1244.056	698			PARM1	PARM1	NONE	698	1
4_MACS_peak_12043_lociStitched	chr19	48824364	48837996	4	9226	23058.528	2741.3952	699	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	EMP3	1.3413000000000002	699	1
1_MACS_peak_13508_lociStitched	chr2	153572914	153576312	1	3399	20985.0286	711.5412	700	ARL6IP6,PRPF40A		ARL6IP6	ARL6IP6	0.3475	700	1
3_MACS_peak_9887_lociStitched	chr17	37925160	37937797	3	11502	22358.6441	2109.1153	701	IKZF3	GRB7,C17orf37	GRB7	C17orf37	0.2976	701	1
1_MACS_peak_12161_lociStitched	chr19	55764285	55772117	1	7833	21705.6048	1471.6328	702	PPP6R1	BRSK1,PTPRH,TMEM86B,HSPBP1	PPP6R1	HSPBP1	0.5871	702	1
1_MACS_peak_15941_lociStitched	chr3	9833521	9835762	1	2242	20785.7232	557.3367	703	ARPC4,ARPC4-TTLL3,TADA3	OGG1,TTLL3,CAMK1,RPUSD3	ARPC4	ARPC4	0.8559000000000001	703	1
2_MACS_peak_11479_lociStitched	chr19	12713957	12725740	2	6687	22166.1796	1959.5129	704	ZNF791,ZNF490		ZNF490	ZNF490	0.4386	704	1
2_MACS_peak_11486_lociStitched	chr19	12844053	12849240	2	4388	21332.0562	1130.2473	705	ASNA1,C19orf43	BEST2,FBXW9,SNORD41,TNPO2,HOOK2	C19orf43	C19orf43	1.4410999999999998	705	1
2_MACS_peak_405_lociStitched	chr1	28968302	28976310	2	5167	21616.7952	1423.8224	706	RNU11,TAF12	RAB42,GMEB1	TAF12	RAB42	0.4589	706	1
3_MACS_peak_20817_lociStitched	chr6	88626944	88637018	3	7809	22137.615	1947.3042	707			SPACA1	SPACA1	NONE	707	1
1_MACS_peak_14540_lociStitched	chr20	32580054	32583845	1	3792	21076.8227	890.885	708	RALY		RALY	RALY	0.2728	708	1
2_MACS_peak_2290_lociStitched	chr1	230238506	230247156	2	7081	22467.51	2291.385	709	GALNT2		GALNT2	GALNT2	0.3277	709	1
1_MACS_peak_19899_lociStitched	chr5	179124534	179127558	1	3025	20908.2384	754.1856	710	CANX	MAML1,CBY3	CANX	CANX	0.5847	710	1
2_MACS_peak_5258_lociStitched	chr12	46119631	46132482	2	9631	21935.3719	1785.0039	711	ARID2,LOC400027		ARID2	ARID2	0.08800000000000001	711	1
1_MACS_peak_10041_lociStitched	chr17	43660570	43664368	1	3799	20998.7622	870.5016	712		MGC57346,LOC644172	LOC644172	NONE	NONE	712	1
1_MACS_peak_23095_lociStitched	chr8	38237232	38244971	1	7740	21584.8449	1470.41	713	LETM2,WHSC1L1		WHSC1L1	WHSC1L1	0.23770000000000002	713	1
1_MACS_peak_16748_lociStitched	chr3	119040627	119043296	1	2670	20648.9854	555.152	714	ARHGAP31		ARHGAP31	ARHGAP31	0.23140000000000002	714	1
4_MACS_peak_4150_lociStitched	chr11	64845549	64864869	4	9035	23145.36	3062.22	715	ZFPL1,C11orf2,CDCA5	SAC3D1,TM7SF2,MRPL49,NAALADL1,ZNHIT2,FAU,SYVN1	ZFPL1	SYVN1	1.9796000000000002	715	1
3_MACS_peak_2441_lociStitched	chr1	249112476	249121794	3	7601	22849.5996	2794.4682	716	MIR3124,SH3BP5L	ZNF672,ZNF692	SH3BP5L	SH3BP5L	0.8055	716	1
3_MACS_peak_5448_lociStitched	chr12	56726566	56734233	3	6995	21527.4026	1498.1318	717	IL23A,PAN2	CS,CNPY2,STAT2,APOF	IL23A	IL23A	1.2021	717	1
1_MACS_peak_17801_lociStitched	chr4	42657377	42660302	1	2926	20609.55	607.815	718	ATP8A1		ATP8A1	ATP8A1	0.058300000000000005	718	1
1_MACS_peak_321_lociStitched	chr1	25967624	25970361	1	2738	20791.8942	797.2881	719	MAN1C1		MAN1C1	MAN1C1	0.13480000000000003	719	1
5_MACS_peak_5456_lociStitched	chr12	57021996	57040861	5	11528	23422.784	3429.657	720	BAZ2A,ATP5B,SNORD59B,SNORD59A	PTGES3	BAZ2A	PTGES3	0.9232999999999999	720	1
3_MACS_peak_7865_lociStitched	chr15	65587547	65598118	3	5539	21776.26	1835.1256	721		PARP16	PARP16	PARP16	0.039099999999999996	721	1
1_MACS_peak_24388_lociStitched	chr9	100744449	100748029	1	3581	20320.796	398.454	722	ANP32B	HEMGN	ANP32B	HEMGN	0.6505	722	1
3_MACS_peak_11655_lociStitched	chr19	19050213	19061473	3	8676	21779.092	1890.554	723	HOMER3	DDX49,GDF1,COPE,HOMER3	HOMER3	DDX49	0.537	723	1
3_MACS_peak_18290_lociStitched	chr4	129724281	129741290	3	7812	22118.5036	2279.206	724	PHF17		PHF17	PHF17	0.33909999999999996	724	1
3_MACS_peak_24015_lociStitched	chr9	35066485	35080704	3	7892	22322.4081	2506.8097	725	VCP,FANCG	C9orf131,PIGO,STOML2,KIAA1539	VCP	STOML2	0.7536	725	1
1_MACS_peak_7998_lociStitched	chr15	75299390	75303273	1	3884	20604.7512	789.4139	726	SCAMP5	PPCDC,RPP25	SCAMP5	PPCDC	1.2453	726	1
1_MACS_peak_14981_lociStitched	chr21	19190299	19193148	1	2850	20289.1535	482.3357	727	C21orf91		C21orf91	C21orf91	0.8161999999999999	727	1
1_MACS_peak_24523_lociStitched	chr9	117146509	117151326	1	4818	20952.0232	1160.897	728	AKNA		AKNA	AKNA	0.6309	728	1
1_MACS_peak_3891_lociStitched	chr11	35159853	35168519	1	8667	21937.1124	2147.4348	729	CD44		CD44	CD44	0.30699999999999994	729	1
2_MACS_peak_12232_lociStitched	chr19	59065380	59071938	2	5650	21178.4052	1419.1512	730	LOC100131691,CHMP2A,UBE2M	TRIM28,MGC2752,SLC27A5,ZBTB45,MZF1	UBE2M	UBE2M	1.5137	730	1
1_MACS_peak_10760_lociStitched	chr18	12701726	12704147	1	2422	20211.2343	468.2214	731	PSMG2,CEP76	SPIRE1	PSMG2	PSMG2	0.23550000000000001	731	1
2_MACS_peak_24525_lociStitched	chr9	117210565	117216159	2	5110	20919.8818	1178.6558	732	DFNB31		DFNB31	DFNB31	0.33509999999999995	732	1
1_MACS_peak_19380_lociStitched	chr5	126111349	126116015	1	4667	20642.8506	914.0694	733	LMNB1		LMNB1	LMNB1	0.2892	733	1
2_MACS_peak_21868_lociStitched	chr7	48124381	48129830	2	4805	20757.9655	1090.3449	734	UPP1	C7orf57	UPP1	UPP1	0.6384000000000001	734	1
