REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X13_0EWZ_0229Kronos_MM1S.KB.1hr.1_H3K27Ac_hs.dm_i22.bam	X37_0EXP_0229Kronos_MM1S.KB.1hr.1_Input_hs_i80.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
2_MACS_peak_9643_lociStitched	chr17	20937010	20947957	2	6815	20524.5303	1822.6755	714	USP22		USP22	714	1
3_MACS_peak_20017_lociStitched	chr6	6799135	6812447	3	6815	12084.6336	2281.6768	715			LY86-AS1	715	1
3_MACS_peak_17622_lociStitched	chr4	10095519	10107118	3	6812	20226.3362	2019.3859	716	WDR1	MIR3138	WDR1	716	1
4_MACS_peak_12483_lociStitched	chr2	31430922	31443231	4	6806	7272.1572	1640.7897	717	CAPN14	EHD3	CAPN14	717	1
2_MACS_peak_22514_lociStitched	chr7	128572611	128582227	2	6805	28278.7328	2570.3568	718	IRF5	KCP	IRF5	718	1
1_MACS_peak_1572_lociStitched	chr1	160676713	160683515	1	6803	15233.079	2313.3602	719	CD48	SLAMF7	CD48	719	1
1_MACS_peak_7036_lociStitched	chr14	72982884	72989685	1	6802	16502.6265	786.1956	720	RGS6		DPF3	720	1
2_MACS_peak_15653_lociStitched	chr22	39095581	39103813	2	6797	35484.036	1709.7864	721	GTPBP1,JOSD1	CBY1,TOMM22,LOC646851,SUN2	GTPBP1	721	1
3_MACS_peak_17001_lociStitched	chr3	141205483	141218943	3	6793	14454.694	2250.512	722	RASA2		RASA2	722	1
2_MACS_peak_14825_lociStitched	chr20	52345565	52358122	2	6780	10880.6405	1978.9832	723			SUMO1P1	723	1
