GENE_ID	locusLine	bin_1_04_0EWQ_0229Kronos_MM1S-KB-1hr-2_H3K18Ac_hs-dm_i06.bam
NM_018949	chr17(.):80327200-80338370	0.3412
NM_003004	chr17(.):80273899-80296921	0.4599
NM_001100407	chr17(.):80395462-80413707	0.8505
NM_001193655	chr17(.):80395462-80412602	0.9005
NM_001038618	chr17(.):80411059-80451143	0.2803
NM_001083608	chr17(.):80411539-80451143	0.283
NM_173620	chr17(.):80371251-80405516	0.1759
NR_036519	chr17(.):80402590-80413707	1.3495
NM_001142397	chr18(.):46060426-46394586	0.1552
NM_152470	chr18(.):43909186-44045783	0.1796
NM_000633	chr18(.):60785578-60991613	0.5415
NM_001083625	chr18(.):9131757-9290206	0.1999
NM_015461	chr18(.):22636887-22937214	0.094
NM_144662	chr18(.):23708815-23778319	0.2289
NM_005640	chr18(.):23801408-23976650	0.092
NM_001130110	chr18(.):42255137-42462379	0.2543
NM_015559	chr18(.):42255862-42653475	0.2065
NM_021074	chr18(.):9097627-9139343	1.0108
NR_036203	chr18(.):42545046-42555131	0.0932
NM_005904	chr18(.):46441222-46482081	1.1702
NM_001190823	chr18(.):46441222-46474177	1.0645
NM_001190822	chr18(.):46441222-46480703	1.205
NM_030973	chr19(.):50316535-50345237	0.2841
NM_001039846	chr19(.):2091867-2104583	1.2074
NM_019112	chr19(.):1035101-1070570	0.5298
NM_003331	chr19(.):10456203-10496248	0.1105
NM_001164605	chr19(.):35640844-35665788	0.3387
NM_018028	chr19(.):39828107-39880537	0.1084
NM_144685	chr19(.):40880177-40901094	0.0905
NM_014164	chr19(.):35640624-35665788	0.3364
NR_028406	chr19(.):35640671-35665788	0.337
NM_020695	chr19(.):1810244-1853452	0.4232
NM_052847	chr19(.):2506217-2707746	1.0232
NM_000064	chr19(.):6672845-6725662	0.1669
NM_005428	chr19(.):6767721-6862371	0.3879
NM_015318	chr19(.):7454998-7542371	0.1189
NM_024038	chr19(.):12836453-12850529	0.8829
NM_002501	chr19(.):13101583-13214610	0.1348
NM_014975	chr19(.):12944258-12990766	0.0915
NM_032855	chr19(.):16239837-16274377	1.3049
NM_021235	chr19(.):16467407-16587762	0.3471
NM_006387	chr19(.):16623699-16658263	0.1965
NM_015692	chr19(.):16998761-17142625	0.095
NM_001017392	chr19(.):19098176-19149380	0.1573
NM_001492	chr19(.):18974360-19011953	0.0818
NM_001398	chr19(.):39301061-39327497	0.1139
NM_001001563	chr19(.):39966051-39986528	0.1667
NM_007040	chr19(.):41765119-41818811	0.8768
NM_144732	chr19(.):41763390-41818811	0.8526
NM_020971	chr19(.):40968125-41087365	0.1082
NM_001410	chr19(.):42824760-42887921	0.0963
NM_133444	chr19(.):42719491-42737353	0.3862
NM_001031749	chr19(.):44295078-44311613	0.0813
NM_006801	chr19(.):48880826-48899810	1.4192
NM_152359	chr19(.):50189406-50221988	0.0761
NM_001136052	chr19(.):50189400-50221988	0.0761
NM_139176	chr19(.):55429876-55463873	0.1797
NM_001161440	chr19(.):55687614-55725874	0.0956
NM_134444	chr19(.):56342943-56398220	0.1692
NM_024100	chr19(.):979327-999569	0.3888
NM_004368	chr19(.):1021297-1044064	0.807
NM_033420	chr19(.):1004649-1026141	0.5549
NM_138690	chr19(.):995436-1014723	0.1565
NM_012292	chr19(.):1062173-1091627	0.4329
NM_001280	chr19(.):1264266-1278171	1.2552
NM_017914	chr19(.):1270519-1284243	0.9118
NM_177401	chr19(.):1243551-1264142	0.5635
NM_001001975	chr19(.):1236748-1249824	0.6143
NM_001405	chr19(.):1281167-1304944	0.11
NM_152769	chr19(.):1224946-1242990	0.2351
NR_027271	chr19(.):1262469-1275259	0.5434
NR_023313	chr19(.):1264266-1279809	1.1351
NM_001136139	chr19(.):1604291-1655286	0.6707
NM_003200	chr19(.):1604291-1657326	0.65
NM_006830	chr19(.):1592153-1610483	0.6649
NM_138813	chr19(.):1777073-1817270	0.1466
NM_001178002	chr19(.):1777073-1817199	0.1468
NR_031730	chr19(.):1811157-1821237	0.1877
NR_034114	chr19(.):1817087-1829542	0.0766
NM_031918	chr19(.):1847397-1868564	1.376
NM_138422	chr19(.):1900416-1918446	0.2722
NM_001130111	chr19(.):1871974-1890518	0.4727
NM_079834	chr19(.):1900372-1931012	0.2542
NM_017572	chr19(.):2032469-2056243	0.4657
NM_017797	chr19(.):1980446-2020702	0.1223
NM_130807	chr19(.):2066034-2101269	1.993
NM_004152	chr19(.):2264519-2278487	0.6251
NM_018049	chr19(.):2228154-2241328	1.295
NM_000479	chr19(.):2244112-2257072	0.6841
NM_198532	chr19(.):2269630-2287181	0.4488
NR_031596	chr19(.):2229060-2239148	1.5491
NM_007165	chr19(.):2231815-2253678	0.8127
NM_144616	chr19(.):2247249-2261422	1.085
NM_001101391	chr19(.):2284773-2313156	0.2498
NR_036207	chr19(.):2245637-2255717	0.2142
NM_032737	chr19(.):2423163-2461958	0.5485
NM_012458	chr19(.):2420621-2432875	0.8735
NM_015675	chr19(.):2471122-2483257	1.345
NM_004240	chr19(.):6734706-6756529	0.5132
NM_020171	chr19(.):6724924-6742304	0.6838
NM_001080452	chr19(.):6724924-6742633	0.6721
NM_005490	chr19(.):6747172-6772523	0.3101
NM_006221	chr19(.):9940998-9965358	0.1255
NM_024292	chr19(.):9933567-9945797	0.5258
NM_001077624	chr19(.):9863150-9884410	0.0519
NM_017703	chr19(.):9915942-9934731	0.4517
NM_001379	chr19(.):10239021-10310755	0.2062
NM_004230	chr19(.):10327108-10346948	0.8017
NR_036206	chr19(.):10336088-10346161	0.5545
NM_001544	chr19(.):10392649-10404198	0.168
NM_015956	chr19(.):10357639-10375721	0.2123
NM_000201	chr19(.):10376516-10402291	0.1752
NM_007065	chr19(.):10496808-10519271	0.155
NM_001111307	chr19(.):10526332-10585307	0.2373
NM_001111309	chr19(.):10538110-10585307	0.1041
NM_001111308	chr19(.):10536520-10585307	0.1138
NR_031592	chr19(.):10509133-10519214	0.254
NM_006202	chr19(.):10558632-10585307	0.0685
NM_001195800	chr19(.):11195037-11249505	0.3353
NM_001080997	chr19(.):12931296-12946207	0.0815
NM_013312	chr19(.):12868816-12891434	0.1904
NM_004317	chr19(.):12843305-12864137	0.6195
NM_181738	chr19(.):12906426-12917694	0.4309
NM_017682	chr19(.):12858406-12874271	0.0785
NM_002229	chr19(.):12897309-12909125	0.8367
NM_031429	chr19(.):12931295-12951230	0.0926
NM_006397	chr19(.):12912427-12929462	0.2575
NM_005809	chr19(.):12902633-12917694	0.7076
NM_052850	chr19(.):13059971-13073050	0.3108
NM_001105578	chr19(.):13004893-13035086	0.2155
NM_000159	chr19(.):12996973-13015783	0.2168
NM_004461	chr19(.):13028283-13049558	0.3988
NM_001375	chr19(.):12981024-12997335	0.4051
NM_005053	chr19(.):13051653-13069455	0.5265
NM_006563	chr19(.):12990236-13003017	0.6018
NM_152654	chr19(.):13075431-13090567	0.1864
NM_004343	chr19(.):13044413-13060304	0.7475
NM_023072	chr19(.):13901273-13948044	0.1395
NR_029613	chr19(.):13980512-13990622	0.1004
NR_036515	chr19(.):13940329-13952103	0.8287
NM_001098622	chr19(.):13982949-13996571	0.3107
NR_030179	chr19(.):13980688-13990825	0.1011
NR_029497	chr19(.):13942100-13952173	0.9677
NR_029495	chr19(.):13942400-13952473	1.0158
NR_029501	chr19(.):13942253-13952331	0.9927
NM_005370	chr19(.):16217489-16249445	0.8889
NM_001145160	chr19(.):16173316-16218813	0.5584
NR_024335	chr19(.):16139522-16157918	0.1084
NR_024336	chr19(.):16140288-16157918	0.1113
NM_003290	chr19(.):16182134-16218813	0.5706
NM_032493	chr19(.):16303664-16351156	0.0933
NM_054113	chr19(.):16267178-16289286	0.3353
NM_014077	chr19(.):16291234-16307857	0.2174
NM_032207	chr19(.):16602204-16637163	0.0931
NM_145046	chr19(.):16584874-16612003	0.1099
NM_024881	chr19(.):16655647-16688193	0.1446
NM_004831	chr19(.):16680717-16744015	0.9791
NM_015260	chr19(.):16935217-16996164	0.131
NM_003950	chr19(.):16994825-17007830	0.4246
NM_001145724	chr19(.):19035009-19054858	0.3042
NM_001145722	chr19(.):19035009-19056113	0.335
NM_001145721	chr19(.):19035009-19056161	0.3349
NR_027297	chr19(.):19035009-19055444	0.3171
NM_007263	chr19(.):19005322-19035199	0.2634
NM_004838	chr19(.):19035009-19057041	0.3459
NM_019070	chr19(.):19025483-19044442	0.3825
NM_178526	chr19(.):19169802-19228704	0.1676
NM_001199196	chr19(.):19139386-19173987	0.2109
NM_015925	chr19(.):35734558-35763867	0.777
NM_152481	chr19(.):35710703-35724628	0.1025
NM_144987	chr19(.):36228427-36241336	0.6539
NM_019104	chr19(.):36234511-36250420	0.4478
NM_144617	chr19(.):36240469-36252930	0.2385
NM_052948	chr19(.):36261416-36284724	0.1092
NM_024660	chr19(.):36225150-36238351	0.5487
NM_014727	chr19(.):36203920-36234779	0.2936
NM_014383	chr19(.):36198829-36212940	0.3304
NM_001039887	chr19(.):36244043-36265077	0.1739
NM_172341	chr19(.):36231493-36242903	0.68
NM_006149	chr19(.):39287310-39308740	0.0708
NM_012237	chr19(.):39364194-39395463	0.2445
NM_001005335	chr19(.):39322027-39347979	0.7852
NM_001001716	chr19(.):39385614-39404534	0.2123
NM_001533	chr19(.):39322027-39345617	0.8178
NM_001193286	chr19(.):39364194-39395502	0.2443
NR_034146	chr19(.):39364194-39389795	0.1774
NM_001195833	chr19(.):39353471-39373919	0.2286
NM_003407	chr19(.):39892486-39905045	3.7882
NM_003169	chr19(.):39931287-39972308	0.2437
NM_001130825	chr19(.):39931185-39972308	0.2459
NM_019088	chr19(.):39871269-39886679	0.4456
NM_017592	chr19(.):39876962-39896203	2.4312
NM_001020	chr19(.):39918846-39931618	0.7161
NM_022835	chr19(.):39898749-39924055	0.6306
NM_203344	chr19(.):40941747-40955282	0.1734
NM_000713	chr19(.):40948690-40976725	0.1703
NM_181882	chr19(.):40894670-40924271	0.1112
NM_013368	chr19(.):40941747-40953505	0.1892
NM_013376	chr19(.):40923408-40936932	0.3418
NM_052848	chr19(.):41811093-41835788	0.6645
NM_000660	chr19(.):41831811-41864831	0.3712
NM_001098506	chr19(.):42077530-42098197	0.0913
NM_133328	chr19(.):42697751-42726813	0.3445
NM_006494	chr19(.):42746716-42764309	0.4388
NM_199285	chr19(.):42801283-42819973	0.1611
NM_019884	chr19(.):42729337-42751736	0.3051
NM_173633	chr19(.):42812476-42834214	0.1657
NM_002573	chr19(.):42796184-42811796	0.1797
NM_015125	chr19(.):42783816-42804949	0.2785
NM_001145940	chr19(.):42796184-42811952	0.1789
NM_001145939	chr19(.):42796184-42811929	0.1791
NM_019612	chr19(.):44215213-44229169	0.0854
NM_019108	chr19(.):44230300-44264142	0.299
NM_002250	chr19(.):44265684-44290409	0.4874
NM_178511	chr19(.):47773141-47783980	0.6667
NM_001127240	chr19(.):47719080-47741023	0.7668
NM_014417	chr19(.):47719078-47739451	0.8193
NM_015603	chr19(.):47754730-47780210	0.5991
NR_036159	chr19(.):47725200-47735276	1.4828
NR_036158	chr19(.):47725198-47735278	1.4824
NM_144577	chr19(.):48794708-48828332	0.2573
NM_018273	chr19(.):48830615-48872186	0.4316
NM_012451	chr19(.):48862650-48884634	0.977
NM_001425	chr19(.):48823628-48838810	0.9713
NM_153608	chr19(.):48769653-48795863	0.0862
NM_031485	chr19(.):48944029-48962164	0.2525
NM_000836	chr19(.):48893131-48953188	0.3296
NM_001197122	chr19(.):50157825-50174132	0.2989
NM_001040668	chr19(.):50163398-50182173	0.9072
NR_033397	chr19(.):50175495-50196704	0.638
NM_001101340	chr19(.):50186941-50199247	0.0621
NM_021228	chr19(.):50140381-50166906	0.3544
NM_006270	chr19(.):50133551-50148400	0.5784
NM_001098632	chr19(.):50367296-50385644	1.1629
NM_032375	chr19(.):50367296-50385578	1.1668
NM_001098633	chr19(.):50367296-50385612	1.1648
NM_017432	chr19(.):50349415-50368999	0.2903
NM_001168222	chr19(.):50375681-50397007	0.8293
NM_007254	chr19(.):50359459-50375822	0.3213
NM_152899	chr19(.):50387913-50405147	0.2897
NM_012068	chr19(.):50426958-50442193	0.5353
NM_002287	chr19(.):54860234-54881721	0.1809
NM_012276	chr19(.):54839691-54855421	0.1116
NM_001005367	chr19(.):54921634-54953054	0.0749
NM_001174083	chr19(.):55472710-55517510	0.1945
NM_001174081	chr19(.):55471651-55517510	0.1977
NM_032430	chr19(.):55790533-55828903	0.3271
NM_173804	chr19(.):55733001-55745632	0.0548
NM_001130106	chr19(.):55768590-55796751	0.4393
NM_014931	chr19(.):55736146-55775038	0.3338
NM_032836	chr19(.):56097736-56115893	0.57
NM_007279	chr19(.):56160415-56191082	0.5837
NM_207115	chr19(.):56147391-56159836	0.3763
NM_153219	chr19(.):56106729-56119504	0.9399
NM_203374	chr19(.):56127106-56140941	0.1498
NM_016535	chr19(.):56149985-56161989	0.4054
NM_013301	chr19(.):56153953-56169526	0.999
NM_001163423	chr19(.):56148462-56159836	0.4034
NM_016202	chr19(.):56148417-56159836	0.4018
NM_001130072	chr19(.):56181560-56212133	0.1848
NM_001130071	chr19(.):56182990-56212133	0.191
NM_001195605	chr19(.):56119958-56134907	0.0556
NM_145007	chr19(.):56291762-56353128	0.4427
NM_005762	chr19(.):59050835-59067082	0.2973
NR_027334	chr19(.):59065552-59091164	0.7717
NM_014453	chr19(.):59057932-59071486	0.949
NM_003422	chr19(.):59068283-59089942	0.8362
NM_198426	chr19(.):59057932-59071355	0.9415
NM_003969	chr19(.):59062078-59075343	0.9915
NM_012254	chr19(.):59004699-59028432	0.0735
NR_026052	chr19(.):59081765-59100762	0.3888
NM_032792	chr19(.):59019896-59035921	0.2329
NM_007050	chr20(.):40696391-41823557	0.1169
NM_001174088	chr20(.):46125600-46290621	0.1021
NM_003818	chr20(.):5102481-5176989	0.1732
NM_001042472	chr20(.):25275849-25376477	0.7754
NM_015600	chr20(.):25270378-25376477	0.7921
NM_001191	chr20(.):30247260-30315656	1.1659
NM_031483	chr20(.):32946061-33104197	0.211
NM_177996	chr20(.):34695347-34825721	0.142
NM_015568	chr20(.):37429347-37556667	0.6902
NM_003286	chr20(.):39652461-39758126	0.15
NM_032883	chr20(.):42539781-42703254	0.6513
NM_001098798	chr20(.):42569535-42703254	0.7339
NM_001098797	chr20(.):42538491-42703254	0.6487
NM_000022	chr20(.):43243162-43285376	0.6167
NM_006282	chr20(.):43590119-43713593	0.2266
NM_183048	chr20(.):45833380-45990474	0.2154
NM_001193339	chr20(.):45181461-45285100	0.183
NM_001011554	chr20(.):45181461-45318124	0.1791
NM_001136021	chr20(.):50002764-50184168	0.1881
NM_012340	chr20(.):50002764-50164258	0.2038
NR_036162	chr20(.):50064441-50074514	0.0743
NM_183425	chr20(.):55961462-55989386	0.9612
NM_080618	chr20(.):56067223-56105154	0.1736
NM_002531	chr20(.):61335188-61399123	0.1186
NM_001009923	chr20(.):5075483-5098733	0.1998
NM_002592	chr20(.):5090598-5112268	0.696
NM_182649	chr20(.):5090598-5105647	0.8047
NR_028370	chr20(.):5095231-5105615	0.8686
NM_019593	chr20(.):5520079-5596672	0.2161
NM_012261	chr20(.):9490270-9516171	0.4938
NM_013248	chr20(.):23326372-23340408	0.8249
NM_022482	chr20(.):23340020-23358683	0.39
NM_002862	chr20(.):25223705-25283648	0.8857
NM_032609	chr20(.):30220690-30237800	0.0986
NM_012112	chr20(.):30321903-30394603	0.089
NM_182584	chr20(.):31214426-31244783	0.1316
NM_176812	chr20(.):32394109-32447173	0.932
NR_030374	chr20(.):33049129-33059223	0.0878
NR_027451	chr20(.):34628539-34643882	0.5146
NM_030919	chr20(.):37549954-37586703	0.1104
NR_034104	chr20(.):43280091-43305380	0.2069
NM_006809	chr20(.):43565770-43594114	0.138
NM_001124756	chr20(.):43533702-43572962	0.0933
NM_080721	chr20(.):45164584-45184213	0.7702
NM_018102	chr20(.):45124706-45147194	0.071
NR_024594	chr20(.):45942245-45954498	0.0778
NM_006526	chr20(.):52178609-52204636	0.3572
NM_003657	chr20(.):52555078-52692304	0.203
NM_001015885	chr20(.):55921617-55958519	0.1825
NM_003610	chr20(.):55921144-55958519	0.1813
NM_001190472	chr20(.):55928495-55939878	0.0847
NM_173644	chr20(.):58625979-58653008	0.0952
NR_024470	chr20(.):61289378-61302973	0.1768
NM_016354	chr20(.):61268796-61308647	0.947
NM_001083113	chr20(.):62333793-62372494	0.4899
NM_181485	chr20(.):62334379-62372494	0.4946
NM_017806	chr20(.):62362977-62375460	0.5468
NM_003224	chr20(.):62324994-62344355	0.2391
NM_032945	chr20(.):62321287-62335035	0.1018
NM_020062	chr20(.):62366210-62380403	0.4745
NM_003823	chr20(.):62323020-62335035	0.1015
NM_003253	chr21(.):32485735-32936290	0.1401
NM_000874	chr21(.):34597230-34640062	0.4854
NM_207585	chr21(.):34597230-34641820	0.4979
NM_001754	chr21(.):36155097-36426595	0.2723
NM_001001890	chr21(.):36155097-36265987	0.3977
NM_001146078	chr21(.):37827919-37919898	0.4217
NM_001146077	chr21(.):37827919-37953867	0.3482
NM_006198	chr21(.):41234346-41306322	0.3936
NM_016818	chr21(.):43634266-43722354	0.5803
NM_022115	chr21(.):43216324-43304591	0.3877
NM_173568	chr21(.):43486425-43568105	0.4238
NM_001040424	chr21(.):43213384-43304582	0.3787
NM_207174	chr21(.):43635007-43722354	0.584
NM_207629	chr21(.):43631186-43722354	0.5672
NM_207627	chr21(.):43614798-43722354	0.5137
NM_207628	chr21(.):43614921-43722354	0.5142
NM_001199527	chr21(.):43478067-43568105	0.7966
NM_003683	chr21(.):45204417-45228983	0.2821
NM_001100421	chr21(.):19156283-19196703	0.5845
NM_000629	chr21(.):34692213-34737128	0.5199
NM_000628	chr21(.):34633671-34674520	0.3294
NM_005534	chr21(.):34770201-34814828	0.3187
NM_001122607	chr21(.):36188573-36265987	0.5079
NM_015500	chr21(.):43300218-43378999	0.2103
NM_199050	chr21(.):43300218-43351799	0.2513
NR_027243	chr21(.):43517243-43533644	0.5373
NM_000394	chr21(.):44584140-44597913	1.7309
NM_173354	chr21(.):44829397-44852002	0.873
NR_026960	chr21(.):44864903-44878771	0.2337
NR_026863	chr21(.):44876973-44903103	0.153
NM_000100	chr21(.):45188830-45201259	0.908
NR_026961	chr21(.):45220638-45237448	0.147
NM_005049	chr21(.):45522207-45556063	0.2618
NM_198155	chr21(.):45548493-45570605	1.4185
NM_002473	chr22(.):36672322-36789063	0.3962
NM_020831	chr22(.):40801291-41037690	0.1004
NM_004327	chr22(.):23517551-23665224	0.189
NM_014433	chr22(.):23396592-23489241	0.355
NM_012295	chr22(.):24402764-24579596	0.1549
NM_001199281	chr22(.):24402819-24579596	0.1549
NM_001887	chr22(.):26990361-27018991	1.016
NM_007194	chr22(.):29078730-29142822	0.1019
NM_001195071	chr22(.):38610297-38673670	0.4081
NM_001195072	chr22(.):38610297-38674040	0.406
NM_001002880	chr22(.):39047657-39074855	0.5775
NM_001003406	chr22(.):39961757-40090740	0.1046
NM_024821	chr22(.):42191677-42227303	0.2183
NM_173050	chr22(.):43594229-43744355	0.1791
NM_001009880	chr22(.):45583122-45641650	0.2175
NM_001164106	chr22(.):50580483-50605116	0.0839
NM_138433	chr22(.):50981461-50994452	0.138
NR_030755	chr22(.):23160269-23170365	0.6358
NM_001178126	chr22(.):23224959-23243013	5.5531
NM_004914	chr22(.):23482512-23511531	0.5954
NM_001024938	chr22(.):24194058-24232725	0.1431
NM_002415	chr22(.):24231564-24242409	0.5798
NM_001024939	chr22(.):24195040-24232725	0.1429
NM_001007468	chr22(.):24124149-24181705	0.3537
NM_001002862	chr22(.):24171689-24186199	1.3097
NM_019601	chr22(.):24572443-24590074	0.1022
NM_000675	chr22(.):24818529-24843325	0.8969
NR_028484	chr22(.):24820177-24895783	0.3604
NM_001008566	chr22(.):26916713-26966370	0.147
NM_003595	chr22(.):26916713-26991089	0.3376
NR_031615	chr22(.):26946177-26956289	0.2613
NR_003491	chr22(.):27048445-27077440	0.5193
NM_001886	chr22(.):27012927-27031636	0.4392
NM_172002	chr22(.):29133042-29158496	0.2398
NM_173510	chr22(.):29163661-29190283	0.61
NM_001079539	chr22(.):29185547-29201560	2.9792
NM_031910	chr22(.):37571205-37589330	0.1325
NM_001051	chr22(.):37597244-37613353	0.3264
NM_002872	chr22(.):37616309-37645305	0.7246
NM_001161574	chr22(.):38592938-38617517	0.3138
NM_001161573	chr22(.):38594026-38617517	0.3265
NM_152221	chr22(.):38681696-38718413	0.4539
NR_002821	chr22(.):38735669-38799931	0.3694
NM_001894	chr22(.):38681696-38719089	0.4463
NM_004981	chr22(.):38817332-38845033	0.0965
NM_001013647	chr22(.):38969124-39057634	0.2442
NM_004286	chr22(.):39096806-39134592	0.6528
NM_020243	chr22(.):39072953-39085766	0.1592
NM_014876	chr22(.):39076547-39101459	0.9623
NM_015374	chr22(.):39125734-39156947	0.6039
NM_001006666	chr22(.):39431672-39445428	0.3953
NM_004900	chr22(.):39373404-39393783	0.8473
NM_001193289	chr22(.):39348526-39393783	0.7335
NM_152426	chr22(.):39412117-39434256	0.3439
NM_014508	chr22(.):39405264-39419825	0.622
NM_021822	chr22(.):39468009-39488748	0.6547
NM_175709	chr22(.):39521778-39553538	0.3942
NM_181773	chr22(.):39488228-39505072	0.2513
NR_000028	chr22(.):39704823-39714916	0.3314
NR_000027	chr22(.):39706217-39716312	0.9646
NR_000026	chr22(.):39707846-39717901	1.0202
NM_002608	chr22(.):39614684-39645957	0.3657
NM_033016	chr22(.):39614684-39641914	0.3929
NM_006116	chr22(.):39790758-39832887	0.3101
NM_153497	chr22(.):39790758-39838132	0.3927
NM_194326	chr22(.):39920097-39933860	0.5335
NM_002409	chr22(.):39848324-39893199	0.2466
NM_019008	chr22(.):39893283-39919137	0.7049
NM_182810	chr22(.):39911568-39923691	1.218
NM_001098270	chr22(.):39878228-39893199	0.118
NM_005297	chr22(.):41070181-41083818	0.1262
NM_152513	chr22(.):42090517-42200459	0.258
NM_015264	chr22(.):45583122-45613347	0.0646
NR_031651	chr22(.):45591834-45601900	0.0574
NM_001167574	chr22(.):45675867-45696755	0.1098
NM_031454	chr22(.):50634407-50661045	0.1411
NM_001160300	chr22(.):50604159-50623724	0.0824
NM_025204	chr22(.):50619359-50643027	0.7243
NM_020461	chr22(.):50651117-50688400	0.1745
NM_032019	chr22(.):50678612-50694834	0.3918
NM_001169111	chr22(.):50956996-50969033	0.908
NM_024866	chr22(.):50915011-50929866	0.199
NM_002972	chr22(.):50878430-50918464	0.2835
NM_001185011	chr22(.):50941644-50968209	0.6826
NM_001113756	chr22(.):50959181-50973258	0.9529
NM_001113755	chr22(.):50959181-50973514	0.9379
NM_001169109	chr22(.):50956996-50969868	0.9986
NM_001169110	chr22(.):50956996-50969574	0.9696
NM_001014440	chr22(.):50963837-50976008	0.9773
NM_005138	chr22(.):50956996-50969034	0.9082
NM_017584	chr22(.):50920212-50933750	0.1599
NM_033200	chr22(.):50936375-50951135	0.5584
NM_001145134	chr22(.):51002289-51022096	0.3453
NR_021492	chr22(.):51016454-51027355	0.5689
NM_004377	chr22(.):51002289-51021894	0.3351
NM_001123225	chr22(.):50984540-51006328	0.0858
NM_001145137	chr22(.):51002289-51021506	0.3187
NM_005198	chr22(.):51012386-51026428	0.4558
