REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	H929_jia.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
1_MACS_peak_29677_lociStitched	chr7	26236123	26245257	1	9135	25508.5218	666	1	CBX3,HNRNPA2B1	NFE2L3	HNRNPA2B1	HNRNPA2B1	1.3378	666	1
1_MACS_peak_34033_lociStitched	chr9	117349043	117356657	1	7615	25498.5246	667	1	ATP6V1G1	C9orf91	ATP6V1G1	ATP6V1G1	1.2588	667	1
1_MACS_peak_26291_lociStitched	chr5	90673603	90681081	1	7479	25485.7718	668	1	LOC100129716,ARRDC3		LOC100129716	LOC100129716	0.5609	668	1
5_MACS_peak_32947_lociStitched	chr8	145732057	145755146	5	12157	25455.6225	669	1	GPT,MFSD3,LRRC14,RECQL4,LRRC24,MGC70857,ARHGAP39	KIFC2,PPP1R16A,CYHR1,FOXH1	LRRC14	LRRC14	0.7617	669	1
2_MACS_peak_15360_lociStitched	chr19	1167758	1175180	2	6104	25412.928	670	1	SBNO2	STK11,SBNO2	SBNO2	SBNO2	0.6213	670	1
2_MACS_peak_30216_lociStitched	chr7	74063101	74076881	2	8863	25408.942	671	1	GTF2I		GTF2I	GTF2I	0.2404	671	1
1_MACS_peak_33152_lociStitched	chr9	20436847	20444637	1	7791	25389.168	672	1	MLLT3		MLLT3	MLLT3	0.3985	672	1
3_MACS_peak_18154_lociStitched	chr2	109828846	109843799	3	12576	25360.288	673	1	SH3RF3		MIR4265	MIR4265	NONE	673	1
3_MACS_peak_17966_lociStitched	chr2	87808809	87822951	3	13610	25264.683	674	1	NCRNA00152		NCRNA00152	NCRNA00152	1.3932	674	1
1_MACS_peak_24093_lociStitched	chr4	15002036	15008683	1	6648	25230.0179	675	1	CPEB2		CPEB2	CPEB2	0.377	675	1
2_MACS_peak_12632_lociStitched	chr16	70461269	70474364	2	11479	25168.59	676	1	ST3GAL2	FUK	ST3GAL2	ST3GAL2	0.7966	676	1
2_MACS_peak_26504_lociStitched	chr5	118357685	118370204	2	7570	25140.6558	677	1		DMXL1,DTWD2	DTWD2	DMXL1	0.241	677	1
2_MACS_peak_33535_lociStitched	chr9	73026576	73036688	2	7736	25131.3536	678	1	KLF9		KLF9	KLF9	0.426	678	1
2_MACS_peak_33738_lociStitched	chr9	93948627	93957556	2	6010	25127.0989	679	1			LOC100129316	LOC100129316	0.1086	679	1
1_MACS_peak_4562_lociStitched	chr10	103872774	103881666	1	8893	25092.3348	680	1	LDB1	HPS6,PPRC1,NOLC1	LDB1	LDB1	1.1427	680	1
1_MACS_peak_2060_lociStitched	chr1	156021529	156026028	1	4500	25061.2296	681	1	ROBLD3,UBQLN4	RAB25,SSR2,MEX3A	UBQLN4	SSR2	1.0932	681	1
2_MACS_peak_28874_lociStitched	chr6	119661715	119674217	2	12200	25046.5068	682	1	MAN1A1		MAN1A1	MAN1A1	0.23	682	1
1_MACS_peak_3610_lociStitched	chr10	15826749	15834794	1	8046	25042.476	683	1	FAM188A		ITGA8	ITGA8	NONE	683	1
5_MACS_peak_23623_lociStitched	chr3	183220774	183246743	5	13001	25026.3253	684	1	KLHL6		KLHL6	KLHL6	0.4655	684	1
1_MACS_peak_14222_lociStitched	chr17	65641820	65649828	1	8009	25020.1952	685	1	PITPNC1		NOL11	NOL11	NONE	685	1
2_MACS_peak_35619_lociStitched	chrX	150036445	150050356	2	13824	24956.334	686	1	CD99L2		CD99L2	CD99L2	0.2773	686	1
1_MACS_peak_16983_lociStitched	chr2	5834629	5842845	1	8217	24939.668	687	1	SOX11		SOX11	SOX11	1.3723	687	1
5_MACS_peak_21384_lociStitched	chr22	39409278	39426582	5	11274	24929.8728	688	1	APOBEC3C,APOBEC3D	APOBEC3B,APOBEC3F,APOBEC3G	APOBEC3D	APOBEC3D	0.7812	688	1
3_MACS_peak_11032_lociStitched	chr15	70385673	70396316	3	9108	24909.9415	689	1	TLE3	MIR629	TLE3	TLE3	0.5069	689	1
3_MACS_peak_21596_lociStitched	chr22	50322785	50331366	3	7768	24891.7648	690	1		CRELD2,PIM3,ALG12	CRELD2	PIM3	1.399	690	1
3_MACS_peak_19933_lociStitched	chr20	33101839	33111749	3	9037	24888.965	691	1	DYNLRB1	MIR644,MAP1LC3A	DYNLRB1	DYNLRB1	0.7773	691	1
2_MACS_peak_8423_lociStitched	chr12	131354552	131365703	2	10987	24858.9243	692	1	RAN	STX2	RAN	RAN	1.7635	692	1
3_MACS_peak_7670_lociStitched	chr12	68752243	68770503	3	8931	24829.948	693	1		MDM1	MDM1	MDM1	0.0949	693	1
2_MACS_peak_27652_lociStitched	chr6	21586795	21597692	2	7407	24793.9441	694	1	SOX4		SOX4	SOX4	1.0882	694	1
2_MACS_peak_25554_lociStitched	chr5	6478837	6488540	2	9212	24760.1154	695	1	UBE2QL1		UBE2QL1	UBE2QL1	0.8285	695	1
2_MACS_peak_2001_lociStitched	chr1	154755839	154766283	2	9526	24757.502	696	1	KCNN3		KCNN3	KCNN3	0.7305	696	1
2_MACS_peak_13116_lociStitched	chr17	7136370	7147338	2	9217	24738.324	697	1	DVL2,PHF23,GABARAP,CTDNEP1	ACADVL,C17orf81,SLC2A4,DLG4,MIR324,CLDN7	PHF23	PHF23	1.7217	697	1
2_MACS_peak_15625_lociStitched	chr19	7980316	7991605	2	7811	24730.8123	698	1	LOC645781,SNAPC2,CTXN1,TIMM44	LRRC8E,MAP2K7,FLJ22184,LOC388499	SNAPC2	SNAPC2	1.9232	698	1
2_MACS_peak_11153_lociStitched	chr15	75491285	75502878	2	7632	24725.5504	699	1	C15orf39	GOLGA6C	C15orf39	C15orf39	1.2741	699	1
1_MACS_peak_13838_lociStitched	chr17	43387533	43395718	1	8186	24707.241	700	1	MAP3K14	LOC100133991,C17orf46	MAP3K14	MAP3K14	0.4619	700	1
2_MACS_peak_1384_lociStitched	chr1	92947290	92961592	2	9615	24618.0326	701	1	GFI1		GFI1	GFI1	1.2191	701	1
1_MACS_peak_13650_lociStitched	chr17	37022934	37029016	1	6083	24610.813	702	1	LASP1	CWC25,C17orf98,SNORA21,RPL23	LASP1	SNORA21	0.7838	702	1
2_MACS_peak_23500_lociStitched	chr3	171752898	171765169	2	11021	24567.7691	703	1	FNDC3B		FNDC3B	FNDC3B	0.3754	703	1
3_MACS_peak_26153_lociStitched	chr5	76005399	76018541	3	10987	24550.5702	704	1	NCRUPAR,F2R		F2R	F2R	1.4199	704	1
1_MACS_peak_32411_lociStitched	chr8	102214362	102219761	1	5400	24480.6857	705	1	ZNF706		ZNF706	ZNF706	1.3888	705	1
2_MACS_peak_8151_lociStitched	chr12	113414329	113427323	2	7826	24432.6182	706	1	OAS2	OAS3	OAS2	OAS2	0.6294	706	1
3_MACS_peak_18243_lociStitched	chr2	114187298	114199115	3	9854	24423.3756	707	1	CBWD2,LOC440839		CBWD2	CBWD2	0.1863	707	1
3_MACS_peak_23779_lociStitched	chr3	195258300	195273937	3	12700	24382.7741	708	1	PPP1R2	APOD	PPP1R2	PPP1R2	0.674	708	1
1_MACS_peak_6225_lociStitched	chr11	93466114	93476300	1	10187	24337.4098	709	1	C11orf54,SNORD5,SNORA18,MIR1304,SNORA40,TAF1D	SCARNA9,MED17,SNORA25,SNORA32,SNORD6,SNORA1,SNORA8	SNORA40	SNORA40	1.0716	709	1
1_MACS_peak_14633_lociStitched	chr18	2635489	2643843	1	8355	24331.025	710	1		SMCHD1,LOC645158	LOC645158	LOC645158	1.4067	710	1
3_MACS_peak_21315_lociStitched	chr22	37610891	37629014	3	12043	24268.5093	711	1	RAC2	CYTH4,C1QTNF6,SSTR3	SSTR3	SSTR3	0.3956	711	1
2_MACS_peak_33505_lociStitched	chr9	70848879	70860226	2	9248	24240.5961	712	1	CBWD3		CBWD3	CBWD3	0.2128	712	1
1_MACS_peak_25680_lociStitched	chr5	26750146	26769589	1	19444	24214.3122	713	1			CDH9	CDH9	0.4443	713	1
2_MACS_peak_34425_lociStitched	chr9	139130131	139138421	2	8004	24203.484	714	1	QSOX2	LHX3	QSOX2	QSOX2	1.0488	714	1
2_MACS_peak_25913_lociStitched	chr5	54031145	54042103	2	9248	24194.1682	715	1			SNX18	SNX18	1.0814	715	1
5_MACS_peak_16353_lociStitched	chr19	40916840	40940630	5	10665	24173.019	716	1	PRX,SERTAD1	SPTBN4,HIPK4,SERTAD3,BLVRB	SERTAD1	SERTAD1	1.0921	716	1
1_MACS_peak_6521_lociStitched	chr11	118305324	118311053	1	5730	24161.4846	717	1	MLL	ATP5L	MLL	ATP5L	0.9261	717	1
1_MACS_peak_25380_lociStitched	chr4	185453874	185460798	1	6925	24161.298	718	1			IRF2	IRF2	0.9866	718	1
1_MACS_peak_16570_lociStitched	chr19	47613423	47617954	1	4532	24118.9661	719	1	ZC3H4	SAE1	ZC3H4	ZC3H4	0.4608	719	1
1_MACS_peak_1342_lociStitched	chr1	87791639	87803642	1	12004	24085.2198	720	1	LMO4		LMO4	LMO4	0.8254	720	1
2_MACS_peak_1996_lociStitched	chr1	154522527	154532859	2	6947	24048.7632	721	1	UBE2Q1	TDRD10,CHRNB2,SHE,ADAR	UBE2Q1	UBE2Q1	1.2889	721	1
2_MACS_peak_3121_lociStitched	chr1	228268519	228279144	2	10612	24007.1875	722	1	ARF1	MIR3620,GUK1,C1orf35,MRPL55	ARF1	ARF1	1.1172	722	1
5_MACS_peak_12581_lociStitched	chr16	68270682	68300035	5	12532	23993.1422	723	1	PLA2G15,SLC7A6	PRMT7,ESRP2,SLC7A6OS	PLA2G15	PLA2G15	0.8362	723	1
1_MACS_peak_33854_lociStitched	chr9	100743842	100749153	1	5312	23983.4138	724	1	ANP32B	HEMGN	ANP32B	ANP32B	0.6631	724	1
6_MACS_peak_31349_lociStitched	chr8	11271222	11298658	6	11251	23981.8076	725	1	C8orf12,FAM167A		FAM167A	FAM167A	0.6653	725	1
2_MACS_peak_15476_lociStitched	chr19	3358629	3368948	2	6575	23895.7083	726	1	NFIC		NFIC	NFIC	0.3793	726	1
2_MACS_peak_30532_lociStitched	chr7	100025455	100035033	2	6187	23791.752	727	1	MEPCE,ZCWPW1,C7orf47	C7orf51,C7orf61,TSC22D4	MEPCE	MEPCE	1.576	727	1
2_MACS_peak_27266_lociStitched	chr5	175962178	175971634	2	8158	23768.6016	728	1	CDHR2,RNF44	CDHR2	RNF44	RNF44	0.8677	728	1
1_MACS_peak_31833_lociStitched	chr8	52809333	52815499	1	6167	23764.3806	729	1	PCMTD1		PCMTD1	PCMTD1	0.3531	729	1
1_MACS_peak_12890_lociStitched	chr16	88617426	88624755	1	7330	23754.7548	730	1		ZC3H18	ZC3H18	ZC3H18	0.0942	730	1
1_MACS_peak_29066_lociStitched	chr6	139690357	139698092	1	7736	23741.809	731	1	CITED2		CITED2	CITED2	1.9425	731	1
1_MACS_peak_2379_lociStitched	chr1	173735586	173742363	1	6778	23736.4425	732	1	KLHL20		CENPL	CENPL	0.5916	732	1
2_MACS_peak_33480_lociStitched	chr9	69259270	69270565	2	9226	23685.615	733	1	CBWD6		CBWD6	CBWD6	0.1976	733	1
5_MACS_peak_20892_lociStitched	chr21	46512549	46533384	5	11830	23676.894	734	1	ADARB1	C21orf122	ADARB1	C21orf122	0.4047	734	1
1_MACS_peak_7564_lociStitched	chr12	57911612	57918221	1	6610	23653.611	735	1	MBD6,DDIT3	MARS,KIF5A,ARHGAP9,DCTN2	DDIT3	DDIT3	1.7746	735	1
2_MACS_peak_20690_lociStitched	chr21	34696065	34705915	2	8984	23609.465	736	1	IFNAR1		IFNAR1	IFNAR1	0.5838	736	1
1_MACS_peak_1873_lociStitched	chr1	150205485	150210034	1	4550	23609.31	737	1	ANP32E	CA14,C1orf54,C1orf51,APH1A	ANP32E	ANP32E	0.9572	737	1
5_MACS_peak_27969_lociStitched	chr6	33537838	33565546	5	11068	23590.5912	738	1	GGNBP1,BAK1,C6orf227	ITPR3	GGNBP1	GGNBP1	0.7876	738	1
1_MACS_peak_20269_lociStitched	chr20	48806560	48811712	1	5153	23574.5216	739	1	CEBPB	TMEM189-UBE2V1	CEBPB	CEBPB	2.0704	739	1
3_MACS_peak_22969_lociStitched	chr3	124858067	124874722	3	11915	23570.156	740	1	SLC12A8		SLC12A8	SLC12A8	0.2784	740	1
2_MACS_peak_17363_lociStitched	chr2	37872038	37884723	2	11729	23564.9245	741	1	CDC42EP3		CDC42EP3	CDC42EP3	1.0436	741	1
3_MACS_peak_35689_lociStitched	chrX	153616053	153629018	3	8009	23562.591	742	1	RPL10,SNORA70	EMD,TAZ,ATP6AP1,GDI1,FAM50A,FLNA,DNASE1L1	RPL10	DNASE1L1	1.2333	742	1
1_MACS_peak_20845_lociStitched	chr21	44580687	44587407	1	6721	23546.208	743	1		CRYAA	CRYAA	CRYAA	1.1852	743	1
1_MACS_peak_2164_lociStitched	chr1	160229783	160233989	1	4207	23543.9262	744	1	DCAF8	PEX19	DCAF8	DCAF8	0.5641	744	1
1_MACS_peak_28052_lociStitched	chr6	36559122	36568794	1	9673	23519.4024	745	1	SRSF3	STK38,MIR3925	SRSF3	SRSF3	1.2807	745	1
5_MACS_peak_8789_lociStitched	chr13	49134130	49162084	5	13531	23484.1554	746	1		RCBTB2	RCBTB2	RCBTB2	1.4397	746	1
6_MACS_peak_13107_lociStitched	chr17	6914645	6940338	6	10836	23388.3379	747	1	RNASEK,C17orf49,BCL6B,SLC16A13,MIR195,MIR497	ALOX12,SLC16A11,CLEC10A	BCL6B	ALOX12	0.5658	747	1
1_MACS_peak_18764_lociStitched	chr2	174826085	174831644	1	5560	23338.9056	748	1	SP3		SP3	SP3	0.4003	748	1
1_MACS_peak_3062_lociStitched	chr1	226065559	226072243	1	6685	23333.844	749	1	TMEM63A	LEFTY1,PYCR2	TMEM63A	LEFTY1	1.3602	749	1
1_MACS_peak_15583_lociStitched	chr19	6798596	6803757	1	5162	23332.3649	750	1	VAV1	SH2D3A	VAV1	VAV1	0.5702	750	1
6_MACS_peak_23845_lociStitched	chr3	197863333	197895129	6	16573	23316.0068	751	1	FAM157A		FAM157A	FAM157A	0.3389	751	1
1_MACS_peak_3179_lociStitched	chr1	230255464	230262427	1	6964	23305.161	752	1	GALNT2		GALNT2	GALNT2	0.368	752	1
2_MACS_peak_28767_lociStitched	chr6	109774597	109783863	2	8662	23298.4304	753	1	MICAL1,ZBTB24	SMPD2,PPIL6,ZBTB24	MICAL1	MICAL1	1.2189	753	1
4_MACS_peak_6604_lociStitched	chr11	122587186	122603474	4	10271	23254.3776	754	1	UBASH3B		UBASH3B	UBASH3B	0.3825	754	1
5_MACS_peak_14457_lociStitched	chr17	76337092	76357311	5	11894	23239.7186	755	1	SOCS3	PGS1	SOCS3	SOCS3	1.1232	755	1
1_MACS_peak_19230_lociStitched	chr2	216973050	216980800	1	7751	23232.175	756	1	XRCC5	TMEM169,PECR	XRCC5	TMEM169	0.297	756	1
3_MACS_peak_35610_lociStitched	chrX	149736218	149747303	3	10687	23230.8345	757	1	MTM1		MTM1	MTM1	0.237	757	1
2_MACS_peak_13774_lociStitched	chr17	41436780	41448071	2	6629	23218.8124	758	1	LOC100130581	ARL4D	LOC100130581	LOC100130581	0.8584	758	1
3_MACS_peak_2535_lociStitched	chr1	184451086	184465982	3	11444	23215.416	759	1	C1orf21		C1orf21	C1orf21	0.3693	759	1
1_MACS_peak_13311_lociStitched	chr17	18085068	18092105	1	7038	23167.2114	760	1	ALKBH5	LLGL1	ALKBH5	ALKBH5	0.6947	760	1
2_MACS_peak_33171_lociStitched	chr9	21986111	21997129	2	9837	23164.2432	761	1	CDKN2B-AS1,CDKN2A	C9orf53,CDKN2A,CDKN2B	CDKN2A	CDKN2A	0.6623	761	1
2_MACS_peak_18629_lociStitched	chr2	161549938	161564194	2	9564	23151.744	762	1			RBMS1	RBMS1	NONE	762	1
2_MACS_peak_14525_lociStitched	chr17	79360404	79374355	2	9621	23118.2021	763	1	BAHCC1	MIR3186	BAHCC1	BAHCC1	0.2556	763	1
2_MACS_peak_8044_lociStitched	chr12	108953242	108970574	2	12916	23112.222	764	1	ISCU,SART3	FICD,TMEM119	ISCU	ISCU	1.3367	764	1
2_MACS_peak_13121_lociStitched	chr17	7209412	7219567	2	6577	23110.749	765	1	EIF5A,GPS2,NEURL4	SLC2A4,ACAP1,KCTD11,TMEM95,CLDN7,YBX2	EIF5A	EIF5A	1.5119	765	1
1_MACS_peak_2854_lociStitched	chr1	207992783	208000307	1	7525	23100.9372	766	1	LOC148696	MIR29C,MIR29B2	LOC148696	LOC148696	1.7004	766	1
2_MACS_peak_27860_lociStitched	chr6	30474539	30485231	2	7492	23079.7512	767	1		HLA-E,PRR3,GNL1	HLA-E	HLA-E	0.7372	767	1
2_MACS_peak_21555_lociStitched	chr22	46447487	46455376	2	7427	23071.3805	768	1	LOC150381,C22orf26	LOC730668,LOC400931,MIR3619,LOC100271722	C22orf26	C22orf26	1.7099	768	1
1_MACS_peak_3688_lociStitched	chr10	22538807	22548392	1	9586	23050.9665	769	1			COMMD3	COMMD3	3.4541	769	1
1_MACS_peak_12886_lociStitched	chr16	88518626	88523945	1	5320	23050.4184	770	1	ZFPM1	ZNF469	ZFPM1	ZFPM1	0.3472	770	1
2_MACS_peak_13968_lociStitched	chr17	47815875	47827568	2	10178	23041.0565	771	1	FAM117A	MYST2,SLC35B1	FAM117A	FAM117A	0.5837	771	1
2_MACS_peak_32972_lociStitched	chr9	175599	187058	2	9158	23029.1523	772	1	CBWD1	LOC642313,DOCK8,C9orf66	CBWD1	C9orf66	0.7932	772	1
1_MACS_peak_25719_lociStitched	chr5	32275839	32285600	1	9762	23019.3663	773	1	MTMR12		MTMR12	MTMR12	0.4454	773	1
2_MACS_peak_3095_lociStitched	chr1	226919086	226928585	2	7660	23017.0269	774	1	ITPKB		ITPKB	ITPKB	0.7293	774	1
1_MACS_peak_31789_lociStitched	chr8	42944361	42951682	1	7322	23004.7783	775	1	SGK196	FNTA,HGSNAT	SGK196	SGK196	0.6372	775	1
1_MACS_peak_13671_lociStitched	chr17	37909057	37915199	1	6143	22952.654	776	1		GRB7,C17orf37	GRB7	C17orf37	0.3939	776	1
4_MACS_peak_25151_lociStitched	chr4	153554201	153573028	4	13987	22942.5822	777	1	TMEM154		TMEM154	TMEM154	0.6594	777	1
2_MACS_peak_16380_lociStitched	chr19	41767796	41773489	2	5681	22850.5634	778	1	HNRNPUL1	AXL,CCDC97	HNRNPUL1	HNRNPUL1	0.7176	778	1
2_MACS_peak_7845_lociStitched	chr12	92530789	92541847	2	10853	22843.6164	779	1	BTG1		BTG1	BTG1	1.491	779	1
2_MACS_peak_28560_lociStitched	chr6	89948586	89957328	2	8408	22764.168	780	1		GABRR1	GABRR1	GABRR1	0.1169	780	1
1_MACS_peak_7144_lociStitched	chr12	31737600	31744661	1	7062	22749.8359	781	1	DENND5B		DENND5B	DENND5B	0.1769	781	1
4_MACS_peak_32430_lociStitched	chr8	102913879	102925783	4	9809	22749.7344	782	1	NCALD		NCALD	NCALD	0.1871	782	1
4_MACS_peak_29316_lociStitched	chr6	160389236	160410827	4	16285	22739.6412	783	1	IGF2R		IGF2R	IGF2R	0.1865	783	1
2_MACS_peak_35368_lociStitched	chrX	118815177	118828041	2	9960	22735.8336	784	1	SEPT6	MIR766	SEPT6	SEPT6	0.4731	784	1
3_MACS_peak_20731_lociStitched	chr21	36414498	36431166	3	12200	22731.8184	785	1	RUNX1	C21orf96	RUNX1	C21orf96	0.3707	785	1
1_MACS_peak_32000_lociStitched	chr8	66857650	66866246	1	8597	22690.8612	786	1			DNAJC5B	DNAJC5B	NONE	786	1
2_MACS_peak_33971_lociStitched	chr9	112862241	112874163	2	11495	22680.4128	787	1	PALM2-AKAP2,AKAP2	AKAP2	AKAP2	AKAP2	0.8713	787	1
2_MACS_peak_595_lociStitched	chr1	28826945	28837940	2	8526	22628.8095	788	1	RCC1,SNHG3	RCC1,TRNAU1AP	RCC1	RCC1	0.6526	788	1
1_MACS_peak_11629_lociStitched	chr16	1872606	1878198	1	5593	22628.5872	789	1	FAHD1,HAGH	EME2,NUBP2,MRPS34,SPSB3,IGFALS,C16orf73	HAGH	MRPS34	1.4602	789	1
1_MACS_peak_29856_lociStitched	chr7	39987357	39994461	1	7105	22625.5296	790	1	CDK13		CDK13	CDK13	0.1888	790	1
3_MACS_peak_18586_lociStitched	chr2	158324326	158338024	3	8433	22608.549	791	1		CYTIP	CYTIP	CYTIP	0.8596	791	1
4_MACS_peak_20502_lociStitched	chr20	62599410	62613586	4	9703	22597.9616	792	1	PRPF6,ZNF512B,SAMD10	MIR941-1,MIR941-3,MIR941-2,UCKL1-AS1,MIR1914,MIR647,UCKL1	SAMD10	SAMD10	1.3669	792	1
4_MACS_peak_13951_lociStitched	chr17	47433854	47455523	4	11861	22592.0994	793	1	ZNF652	PHB	ZNF652	ZNF652	0.3861	793	1
1_MACS_peak_31630_lociStitched	chr8	29385163	29390265	1	5103	22565.6358	794	1			DUSP4	DUSP4	1.2763	794	1
2_MACS_peak_29601_lociStitched	chr7	22600270	22610435	2	7445	22557.1515	795	1			MGC87042	MGC87042	0.36	795	1
3_MACS_peak_15803_lociStitched	chr19	13042925	13058416	3	8902	22554.896	796	1	CALR,RAD23A,FARSA	GCDH,DAND5,NFIX,KLF1,SYCE2,GADD45GIP1	CALR	CALR	1.1766	796	1
2_MACS_peak_15576_lociStitched	chr19	6735398	6741256	2	5810	22514.6372	797	1	TRIP10,GPR108	VAV1,C3,SH2D3A	GPR108	GPR108	1.3637	797	1
1_MACS_peak_27042_lociStitched	chr5	154132907	154139356	1	6450	22490.8875	798	1	LARP1		LARP1	LARP1	0.2901	798	1
1_MACS_peak_26352_lociStitched	chr5	96267109	96273953	1	6845	22489.384	799	1	LNPEP	LNPEP	LNPEP	LNPEP	0.2796	799	1
1_MACS_peak_15254_lociStitched	chr18	72162467	72169257	1	6791	22486.443	800	1	CNDP2	CNDP1,FAM69C	CNDP2	CNDP2	0.6722	800	1
1_MACS_peak_23853_lociStitched	chr4	47823	60139	1	12317	22475.4684	801	1	ZNF718,ZNF595		ZNF718	ZNF718	0.258	801	1
2_MACS_peak_4664_lociStitched	chr10	111826867	111838648	2	10373	22447.5174	802	1	ADD3		ADD3	ADD3	0.2794	802	1
3_MACS_peak_16726_lociStitched	chr19	52096882	52111756	3	10254	22437.429	803	1	FLJ30403	ZNF175,SIGLEC5,SIGLEC14	FLJ30403	SIGLEC5	0.2076	803	1
1_MACS_peak_34124_lociStitched	chr9	126027411	126036082	1	8672	22406.7311	804	1	STRBP		STRBP	STRBP	0.255	804	1
1_MACS_peak_13389_lociStitched	chr17	21249010	21253676	1	4667	22392.134	805	1		KCNJ12	KCNJ12	KCNJ12	0.1069	805	1
1_MACS_peak_12772_lociStitched	chr16	81684551	81692230	1	7680	22375.8381	806	1	CMIP		PLCG2	PLCG2	0.3029	806	1
2_MACS_peak_34446_lociStitched	chr9	139736400	139745423	2	6074	22368.9193	807	1	C9orf172,PHPT1	KIAA1984,C9orf86,MIR4292,MAMDC4,TRAF2,LOC100131193,EDF1	C9orf172	C9orf172	1.7632	807	1
1_MACS_peak_25497_lociStitched	chr5	1339420	1346255	1	6836	22326.5275	808	1	CLPTM1L	TERT	CLPTM1L	CLPTM1L	1.9568	808	1
2_MACS_peak_27280_lociStitched	chr5	176726429	176740750	2	11684	22323.5748	809	1	NSD1,PRELID1,RAB24,MXD3	RGS14,LMAN2	PRELID1	PRELID1	1.3866	809	1
2_MACS_peak_13830_lociStitched	chr17	43223834	43229641	2	5723	22298.2993	810	1	HEXIM1	ACBD4,HEXIM2,PLCD3	HEXIM1	HEXIM1	1.5589	810	1
4_MACS_peak_26249_lociStitched	chr5	87954832	87976718	4	12033	22288.7024	811	1	LOC645323,MIR9-2		MIR9-2	MIR9-2	0.3032	811	1
2_MACS_peak_19523_lociStitched	chr2	241517571	241528207	2	7905	22262.2116	812	1	RNPEPL1,CAPN10	DUSP28,GPR35,ANKMY1	CAPN10	DUSP28	3.2363	812	1
1_MACS_peak_20120_lociStitched	chr20	42695551	42700668	1	5118	22261.5085	813	1	TOX2		JPH2	JPH2	NONE	813	1
4_MACS_peak_2340_lociStitched	chr1	169873378	169889125	4	10260	22248.9363	814	1		SCYL3	SCYL3	SCYL3	0.493	814	1
3_MACS_peak_24549_lociStitched	chr4	77609187	77624790	3	11500	22234.275	815	1	SHROOM3		ANKRD56	ANKRD56	NONE	815	1
1_MACS_peak_11795_lociStitched	chr16	9183936	9194342	1	10407	22210.5664	816	1	C16orf72		C16orf72	C16orf72	0.6874	816	1
1_MACS_peak_12185_lociStitched	chr16	30074440	30078941	1	4502	22192.1805	817	1	ALDOA	C16orf92,PPP4C,LOC100271831,FAM57B,TBX6,YPEL3,GDPD3	ALDOA	ALDOA	0.9502	817	1
1_MACS_peak_15272_lociStitched	chr18	74202845	74208456	1	5612	22180.283	818	1	ZNF516	LOC284276	ZNF516	ZNF516	0.2017	818	1
4_MACS_peak_711_lociStitched	chr1	36613928	36627294	4	9198	22172.8574	819	1	MAP7D1,TRAPPC3	COL8A2	MAP7D1	MAP7D1	0.5106	819	1
1_MACS_peak_6527_lociStitched	chr11	118559970	118568696	1	8727	22164.9126	820	1		TREH	TREH	TREH	0.1121	820	1
2_MACS_peak_23905_lociStitched	chr4	2412809	2420585	2	6193	22160.8224	821	1	ZFYVE28	LOC402160,ZFYVE28	ZFYVE28	ZFYVE28	0.2411	821	1
1_MACS_peak_20410_lociStitched	chr20	57478848	57484971	1	6124	22155.4632	822	1	GNAS		GNAS	GNAS	0.9452	822	1
2_MACS_peak_2284_lociStitched	chr1	165697820	165711283	2	8032	22106.246	823	1	TMCO1	LOC440700,ALDH9A1	TMCO1	TMCO1	1.5027	823	1
1_MACS_peak_783_lociStitched	chr1	39971980	39978675	1	6696	22104.212	824	1	BMP8A	PPIEL	BMP8A	BMP8A	1.1141	824	1
4_MACS_peak_1534_lociStitched	chr1	110356839	110369765	4	8345	22103.46	825	1			EPS8L3	EPS8L3	0.0418	825	1
2_MACS_peak_31437_lociStitched	chr8	17779312	17787104	2	7718	22102.7872	826	1	PCM1	FGL1	PCM1	PCM1	0.2827	826	1
4_MACS_peak_19404_lociStitched	chr2	232534682	232552854	4	9054	22089.8832	827	1		PTMA,MIR1244-1	PTMA	PTMA	2.7102	827	1
3_MACS_peak_2087_lociStitched	chr1	156560079	156579169	3	9245	22085.221	828	1	APOA1BP,GPATCH4	TTC24,HAPLN2,BCAN,IQGAP3	GPATCH4	BCAN	4.3311	828	1
1_MACS_peak_30904_lociStitched	chr7	130788981	130796236	1	7256	22083.4945	829	1	MKLN1,FLJ43663		FLJ43663	FLJ43663	0.2779	829	1
2_MACS_peak_2057_lociStitched	chr1	155980972	155991467	2	7998	22053.1435	830	1	SSR2	ROBLD3,RAB25,ARHGEF2,UBQLN4	SSR2	ARHGEF2	4.8132	830	1
4_MACS_peak_29164_lociStitched	chr6	148778268	148795374	4	9008	22046.2128	831	1	SASH1		SASH1	SASH1	0.1797	831	1
1_MACS_peak_6839_lociStitched	chr12	2442859	2448526	1	5668	22022.5287	832	1	CACNA1C		CACNA1C	CACNA1C	0.1333	832	1
2_MACS_peak_28157_lociStitched	chr6	43593571	43604883	2	8071	22019.9392	833	1	MAD2L1BP,GTPBP2	POLH,RSPH9,XPO5	MAD2L1BP	MAD2L1BP	1.0605	833	1
1_MACS_peak_4837_lociStitched	chr10	125155794	125163652	1	7859	22018.116	834	1			BUB3	BUB3	NONE	834	1
