REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	H929_jia.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
2_MACS_peak_19383_lociStitched	chr2	231729000	231739409	2	9730	21000.1575	664	1	ITM2C		ITM2C	ITM2C	0.8961	664	1
4_MACS_peak_21069_lociStitched	chr22	23470126	23485006	4	9725	29059.152	665	1	RTDR1	RAB36,BCR	RTDR1	RAB36	0.8652	665	1
4_MACS_peak_20502_lociStitched	chr20	62599410	62613586	4	9703	22597.9616	666	1	PRPF6,ZNF512B,SAMD10	MIR941-1,MIR941-3,MIR941-2,UCKL1-AS1,MIR1914,MIR647,UCKL1	SAMD10	SAMD10	1.3669	666	1
1_MACS_peak_24164_lociStitched	chr4	24115844	24125545	1	9702	39653.8076	667	1			PPARGC1A	PPARGC1A	NONE	667	1
2_MACS_peak_890_lociStitched	chr1	44296001	44305769	2	9700	36391.6608	668	1	ST3GAL3		ARTN	ARTN	0.2136	668	1
3_MACS_peak_6682_lociStitched	chr11	126600938	126616955	3	9691	17601.0813	669	1	KIRREL3		MIR3167	MIR3167	NONE	669	1
3_MACS_peak_13751_lociStitched	chr17	40758675	40773056	3	9690	29916.7943	670	1	TUBG1,FAM134C	COASY,MLX,TUBG2,PSMC3IP	FAM134C	PSMC3IP	1.2482	670	1
3_MACS_peak_1866_lociStitched	chr1	149897513	149912679	3	9690	26454.0538	671	1	SF3B4,MTMR11,OTUD7B	HIST2H2AC,BOLA1,HIST2H2BE,HIST2H2AB,SV2A	MTMR11	HIST2H2AC	5.3127	671	1
2_MACS_peak_18500_lociStitched	chr2	148044781	148058274	2	9687	18552.875	672	1			ACVR2A	ACVR2A	NONE	672	1
1_MACS_peak_28052_lociStitched	chr6	36559122	36568794	1	9673	23519.4024	673	1	SRSF3	STK38,MIR3925	SRSF3	SRSF3	1.2807	673	1
2_MACS_peak_25578_lociStitched	chr5	7868126	7879534	2	9670	20851.5424	674	1	MTRR,FASTKD3	C5orf49	MTRR	MTRR	0.5618	674	1
2_MACS_peak_6147_lociStitched	chr11	82771565	82785073	2	9670	28492.4244	675	1	RAB30	SNORA70E	RAB30	RAB30	0.4618	675	1
3_MACS_peak_4965_lociStitched	chr10	135201186	135215911	3	9670	25665.675	676	1	PAOX,MTG1	PRAP1,C10orf125,MIR3944,ECHS1,SPRN	MTG1	MTG1	0.5873	676	1
2_MACS_peak_5420_lociStitched	chr11	34804272	34814324	2	9668	16806.944	677	1			PDHX	PDHX	NONE	677	1
1_MACS_peak_28197_lociStitched	chr6	45162228	45171881	1	9654	20018.3914	678	1	SUPT3H,MIR586		MIR586	MIR586	1.863	678	1
1_MACS_peak_27481_lociStitched	chr6	7958385	7968037	1	9653	32189.42	679	1	MUTED-TXNDC5	PIP5K1P1,TXNDC5	PIP5K1P1	TXNDC5	6.1727	679	1
2_MACS_peak_24308_lociStitched	chr4	40622649	40634454	2	9637	21404.826	680	1	RBM47		RBM47	RBM47	0.2591	680	1
3_MACS_peak_7517_lociStitched	chr12	56509031	56524003	3	9637	19185.1208	681	1	RPL41,ZC3H10,ESYT1	ERBB3,PA2G4,MYL6B,MYL6	ZC3H10	MYL6B	1.2428	681	1
1_MACS_peak_2403_lociStitched	chr1	175068590	175078224	1	9635	14197.6258	682	1	TNN		TNN	TNN	0.3339	682	1
1_MACS_peak_8797_lociStitched	chr13	49548842	49558467	1	9626	31022.3375	683	1	FNDC3A		FNDC3A	FNDC3A	0.1978	683	1
3_MACS_peak_27952_lociStitched	chr6	33166718	33177312	3	9623	21093.7134	684	1	SLC39A7,HSD17B8,MIR219-1,RING1,RXRB	COL11A2	HSD17B8	HSD17B8	1.6968	684	1
2_MACS_peak_14525_lociStitched	chr17	79360404	79374355	2	9621	23118.2021	685	1	BAHCC1	MIR3186	BAHCC1	BAHCC1	0.2556	685	1
2_MACS_peak_1384_lociStitched	chr1	92947290	92961592	2	9615	24618.0326	686	1	GFI1		GFI1	GFI1	1.2191	686	1
4_MACS_peak_5632_lociStitched	chr11	59316107	59334201	4	9608	13440.2232	687	1		OR4D11,OR4D9,MIR3162,OSBP	MIR3162	OSBP	0.1798	687	1
2_MACS_peak_1986_lociStitched	chr1	154296395	154308364	2	9607	76042.6477	688	1	AQP10,ATP8B2		ATP8B2	ATP8B2	3.4864	688	1
3_MACS_peak_21672_lociStitched	chr3	5018591	5029408	3	9601	18325.0797	689	1	BHLHE40		BHLHE40	BHLHE40	1.1867	689	1
3_MACS_peak_34429_lociStitched	chr9	139292918	139306372	3	9593	19217.6936	690	1	PMPCA,SDCCAG3	GPSM1,DNLZ,CARD9,SNAPC4,INPP5E	SDCCAG3	SDCCAG3	1.0601	690	1
1_MACS_peak_3688_lociStitched	chr10	22538807	22548392	1	9586	23050.9665	691	1			COMMD3	COMMD3	3.4541	691	1
2_MACS_peak_27693_lociStitched	chr6	25403145	25415417	2	9576	20517.5568	692	1	LRRC16A		LRRC16A	LRRC16A	0.1491	692	1
5_MACS_peak_34730_lociStitched	chrX	30578630	30597107	5	9574	10773.9387	693	1	CXorf21		CXorf21	CXorf21	0.3884	693	1
3_MACS_peak_1562_lociStitched	chr1	111325386	111338169	3	9566	26182.1406	694	1			CD53	CD53	0.5427	694	1
2_MACS_peak_18629_lociStitched	chr2	161549938	161564194	2	9564	23151.744	695	1			RBMS1	RBMS1	NONE	695	1
3_MACS_peak_8233_lociStitched	chr12	120547209	120560790	3	9553	21976.7742	696	1	RAB35		RAB35	RAB35	0.8466	696	1
4_MACS_peak_17833_lociStitched	chr2	74681362	74700714	4	9550	17472.9208	697	1	INO80B,WBP1,MOGS,MRPL53,CCDC142	WDR54,TTC31,LOC151534,TLX2,C2orf81,RTKN,LBX2,PCGF1	MOGS	MOGS	0.8241	697	1
3_MACS_peak_6969_lociStitched	chr12	10292774	10306607	3	9549	10762.074	698	1		C12orf59,CLEC1A,CLEC7A,OLR1	CLEC7A	CLEC7A	0.0862	698	1
1_MACS_peak_11242_lociStitched	chr15	81585667	81595208	1	9542	12774.4449	699	1	IL16	STARD5	IL16	STARD5	0.3084	699	1
4_MACS_peak_23818_lociStitched	chr3	197019364	197037848	4	9533	21524.618	700	1	DLG1		DLG1	DLG1	0.1297	700	1
2_MACS_peak_20408_lociStitched	chr20	57460782	57471328	2	9531	35218.367	701	1	GNAS	GNAS-AS	GNAS	GNAS	0.9452	701	1
4_MACS_peak_2547_lociStitched	chr1	184652680	184665976	4	9528	16092.1488	702	1	EDEM3		EDEM3	EDEM3	1.982	702	1
2_MACS_peak_2001_lociStitched	chr1	154755839	154766283	2	9526	24757.502	703	1	KCNN3		KCNN3	KCNN3	0.7305	703	1
1_MACS_peak_27122_lociStitched	chr5	160168836	160178347	1	9512	20536.1512	704	1	ATP10B		ATP10B	ATP10B	0.1504	704	1
1_MACS_peak_25494_lociStitched	chr5	1310909	1320417	1	9509	51911.7784	705	1	CLPTM1L	TERT	TERT	TERT	0.0591	705	1
4_MACS_peak_2879_lociStitched	chr1	209920511	209932790	4	9506	21054.8013	706	1	TRAF3IP3	HSD11B1,C1orf74,IRF6	TRAF3IP3	TRAF3IP3	0.9666	706	1
3_MACS_peak_5900_lociStitched	chr11	67029868	67047150	3	9494	29557.4046	707	1	ADRBK1	ANKRD13D,SSH3,LOC100130987	ADRBK1	ADRBK1	1.6439	707	1
1_MACS_peak_28700_lociStitched	chr6	106609830	106619320	1	9491	52656.214	708	1			PRDM1	PRDM1	4.0965	708	1
4_MACS_peak_8277_lociStitched	chr12	121725743	121738825	4	9490	19233.1564	709	1	CAMKK2		CAMKK2	CAMKK2	0.3608	709	1
1_MACS_peak_25806_lociStitched	chr5	39071507	39080992	1	9486	32133.283	710	1	RICTOR		RICTOR	RICTOR	0.2834	710	1
3_MACS_peak_2069_lociStitched	chr1	156181841	156198984	3	9477	54974.1724	711	1	SLC25A44,PMF1	BGLAP,PAQR6	PMF1	BGLAP	2.9902	711	1
1_MACS_peak_29665_lociStitched	chr7	26002255	26011722	1	9468	38702.9894	712	1		MIR148A	MIR148A	MIR148A	3.1791	712	1
4_MACS_peak_7927_lociStitched	chr12	96883131	96901948	4	9453	14948.2248	713	1			CDK17	CDK17	NONE	713	1
4_MACS_peak_30649_lociStitched	chr7	104938035	104952336	4	9444	18588.4398	714	1	SRPK2	SRPK2	SRPK2	SRPK2	0.2949	714	1
1_MACS_peak_5437_lociStitched	chr11	35159968	35169401	1	9434	30096.9298	715	1	CD44		CD44	CD44	0.6191	715	1
1_MACS_peak_2143_lociStitched	chr1	158977966	158987395	1	9430	50287.6857	716	1	IFI16		IFI16	IFI16	1.0757	716	1
3_MACS_peak_8109_lociStitched	chr12	111164453	111181572	3	9427	14426.1813	717	1	PPP1CC	HVCN1	PPP1CC	PPP1CC	0.4754	717	1
2_MACS_peak_20467_lociStitched	chr20	61424571	61439854	2	9426	34836.0702	718	1	C20orf20,OGFR	COL9A3,DPH3P1	OGFR	OGFR	0.7996	718	1
1_MACS_peak_12638_lociStitched	chr16	70554287	70563709	1	9423	21247.5522	719	1	SF3B3,SNORD111B,MIR3647,COG4	SNORD111	SF3B3	SF3B3	0.4303	719	1
2_MACS_peak_10481_lociStitched	chr15	31546899	31561073	2	9418	35374.0518	720	1			KLF13	KLF13	1.6524	720	1
3_MACS_peak_32885_lociStitched	chr8	144099093	144110476	3	9417	31052.824	721	1	LY6E,LOC100133669	C8orf31	LY6E	LY6E	2.1897	721	1
1_MACS_peak_27356_lociStitched	chr5	180667017	180676427	1	9411	26099.576	722	1	GNB2L1,SNORD96A,SNORD95	TRIM41,TRIM7,TRIM52	GNB2L1	GNB2L1	1.5751	722	1
3_MACS_peak_19894_lociStitched	chr20	32250392	32263192	3	9407	27959.04	723	1	C20orf144,C20orf134,NECAB3	E2F1,PXMP4	C20orf134	C20orf134	1.6599	723	1
5_MACS_peak_15716_lociStitched	chr19	10974780	10990981	5	9400	19510.8643	724	1	C19orf38,CARM1	C19orf52,MIR199A1,TMED1,YIPF2	CARM1	TMED1	0.5828	724	1
3_MACS_peak_24064_lociStitched	chr4	12722839	12738350	3	9392	16047.6806	725	1			HSP90AB2P	HSP90AB2P	NONE	725	1
2_MACS_peak_13803_lociStitched	chr17	42287012	42300121	2	9386	36533.4721	726	1	UBTF	ASB16,TMUB2,C17orf65,ATXN7L3,SLC4A1	UBTF	UBTF	1.7208	726	1
1_MACS_peak_32603_lociStitched	chr8	119572819	119582196	1	9378	44242.5614	727	1	SAMD12		SAMD12	SAMD12	0.2732	727	1
2_MACS_peak_32309_lociStitched	chr8	95953473	95963566	2	9372	18838.5845	728	1	TP53INP1	CCNE2	TP53INP1	TP53INP1	0.6207	728	1
2_MACS_peak_26509_lociStitched	chr5	118603394	118613455	2	9367	14080.3695	729	1	TNFAIP8		TNFAIP8	TNFAIP8	0.8277	729	1
2_MACS_peak_33806_lociStitched	chr9	98267208	98279759	2	9363	32017.601	730	1	PTCH1		PTCH1	PTCH1	0.6546	730	1
1_MACS_peak_13678_lociStitched	chr17	38015854	38025212	1	9359	45320.794	731	1	ZPBP2,IKZF3	GSDMB	IKZF3	IKZF3	0.8873	731	1
2_MACS_peak_13676_lociStitched	chr17	37997698	38009576	2	9349	12431.5148	732	1	IKZF3	ZPBP2	IKZF3	ZPBP2	1.6675	732	1
1_MACS_peak_16484_lociStitched	chr19	45249869	45259198	1	9330	28939.4909	733	1	BCL3	CEACAM16,CBLC	BCL3	BCL3	1.407	733	1
3_MACS_peak_14641_lociStitched	chr18	3245739	3263490	3	9321	21789.3525	734	1	MYL12A,MYL12B	MYOM1	MYL12A	MYL12A	0.8377	734	1
3_MACS_peak_27717_lociStitched	chr6	26214661	26225317	3	9314	19009.2384	735	1	HIST1H2AE,HIST1H2BG	HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H2BI,HIST1H4D,HIST1H2AD,HIST1H3D,HIST1H1D,HIST1H4G,HIST1H3F,HIST1H3G	HIST1H2AE	HIST1H2BF	2.5337	735	1
4_MACS_peak_29755_lociStitched	chr7	32528975	32547181	4	9303	14146.062	736	1	AVL9,LSM5		AVL9	AVL9	0.1788	736	1
4_MACS_peak_5688_lociStitched	chr11	62312044	62328638	4	9291	19662.2306	737	1	AHNAK,EEF1G	TUT1,MTA2	AHNAK	MTA2	0.9834	737	1
2_MACS_peak_29426_lociStitched	chr7	2438173	2448101	2	9281	20607.5496	738	1	CHST12	EIF3B	CHST12	CHST12	0.5491	738	1
1_MACS_peak_25080_lociStitched	chr4	146401434	146410713	1	9280	17362.8648	739	1	SMAD1		SMAD1	SMAD1	0.3013	739	1
2_MACS_peak_26794_lociStitched	chr5	139718284	139727667	2	9277	19541.9741	740	1	HBEGF	SLC4A9,PFDN1	HBEGF	HBEGF	0.8806	740	1
2_MACS_peak_30985_lociStitched	chr7	139466180	139478612	2	9270	21268.6656	741	1	TBXAS1,HIPK2		HIPK2	HIPK2	0.129	741	1
2_MACS_peak_31633_lociStitched	chr8	29465607	29475014	2	9263	14771.8121	742	1			C8orf75	C8orf75	NONE	742	1
3_MACS_peak_21599_lociStitched	chr22	50352694	50364880	3	9261	20778.3486	743	1	PIM3	CRELD2,ALG12	PIM3	PIM3	1.399	743	1
5_MACS_peak_5839_lociStitched	chr11	65676092	65697131	5	9258	21529.2087	744	1	DRAP1,C11orf68	MUS81,CTSW,CCDC85B,TSGA10IP,SART1,EFEMP2,FIBP,FOSL1	C11orf68	CCDC85B	2.1432	744	1
2_MACS_peak_25913_lociStitched	chr5	54031145	54042103	2	9248	24194.1682	745	1			SNX18	SNX18	1.0814	745	1
2_MACS_peak_33505_lociStitched	chr9	70848879	70860226	2	9248	24240.5961	746	1	CBWD3		CBWD3	CBWD3	0.2128	746	1
2_MACS_peak_8006_lociStitched	chr12	105713326	105727904	2	9247	12958.3842	747	1	C12orf75		C12orf75	C12orf75	0.415	747	1
3_MACS_peak_20240_lociStitched	chr20	47883163	47897435	3	9245	17040.768	748	1	NCRNA00275,SNORD12C,SNORD12B,SNORD12,ZNFX1	DDX27	NCRNA00275	NCRNA00275	0.7622	748	1
3_MACS_peak_2087_lociStitched	chr1	156560079	156579169	3	9245	22085.221	749	1	APOA1BP,GPATCH4	TTC24,HAPLN2,BCAN,IQGAP3	GPATCH4	BCAN	4.3311	749	1
3_MACS_peak_8705_lociStitched	chr13	42488651	42502880	3	9244	11280.7512	750	1	KIAA0564		KIAA0564	KIAA0564	0.0843	750	1
3_MACS_peak_12530_lociStitched	chr16	66906266	66916021	3	9242	12819.0455	751	1	PDP2	CA7,NAE1,CDH16,RRAD	PDP2	PDP2	0.498	751	1
3_MACS_peak_5716_lociStitched	chr11	62618404	62629372	3	9241	17988.6168	752	1	SLC3A2,SNHG1,SNORD22,SNORD31,SNORD30,SNORD29,SNORD27,SNORD28,SNORD26,SNORD25	SLC3A2,NXF1,STX5,WDR74	SLC3A2	WDR74	1.5925	752	1
3_MACS_peak_21075_lociStitched	chr22	23516038	23526207	3	9237	17337.1281	753	1	BCR	RAB36,RTDR1	BCR	RAB36	0.8652	753	1
1_MACS_peak_30641_lociStitched	chr7	104650031	104659260	1	9230	36210.9044	754	1	MLL5,LOC100216545		MLL5	MLL5	0.5322	754	1
4_MACS_peak_2793_lociStitched	chr1	205242649	205264237	4	9228	27632.64	755	1		TMCC2,NUAK2	NUAK2	NUAK2	0.2293	755	1
2_MACS_peak_33480_lociStitched	chr9	69259270	69270565	2	9226	23685.615	756	1	CBWD6		CBWD6	CBWD6	0.1976	756	1
1_MACS_peak_11408_lociStitched	chr15	90637499	90646721	1	9223	31370.4774	757	1	IDH2		IDH2	IDH2	1.1662	757	1
2_MACS_peak_13116_lociStitched	chr17	7136370	7147338	2	9217	24738.324	758	1	DVL2,PHF23,GABARAP,CTDNEP1	ACADVL,C17orf81,SLC2A4,DLG4,MIR324,CLDN7	PHF23	PHF23	1.7217	758	1
4_MACS_peak_26853_lociStitched	chr5	141695013	141706008	4	9216	14838.852	759	1	SPRY4		SPRY4	SPRY4	0.6322	759	1
3_MACS_peak_22314_lociStitched	chr3	53134771	53148355	3	9213	21197.832	760	1	RFT1	PRKCD	RFT1	RFT1	0.551	760	1
4_MACS_peak_27600_lociStitched	chr6	16727774	16742358	4	9213	13586.4544	761	1	ATXN1		ATXN1	ATXN1	0.1948	761	1
2_MACS_peak_25554_lociStitched	chr5	6478837	6488540	2	9212	24760.1154	762	1	UBE2QL1		UBE2QL1	UBE2QL1	0.8285	762	1
4_MACS_peak_711_lociStitched	chr1	36613928	36627294	4	9198	22172.8574	763	1	MAP7D1,TRAPPC3	COL8A2	MAP7D1	MAP7D1	0.5106	763	1
5_MACS_peak_21329_lociStitched	chr22	38023061	38039964	5	9197	10655.6512	764	1	GGA1,SH3BP1	PDXP,LGALS1,NOL12,LGALS2	SH3BP1	LGALS1	0.8243	764	1
2_MACS_peak_13157_lociStitched	chr17	8021260	8030698	2	9187	15328.2558	765	1	ALOXE3,HES7	MIR4314,ALOX12B,PER1,VAMP2,TMEM107	HES7	HES7	1.1554	765	1
2_MACS_peak_3490_lociStitched	chr10	6961624	6973562	2	9187	32523.8872	766	1			LOC439949	LOC439949	NONE	766	1
1_MACS_peak_29255_lociStitched	chr6	157166227	157175412	1	9186	13225.4815	767	1	ARID1B		ARID1B	ARID1B	0.1855	767	1
4_MACS_peak_30283_lociStitched	chr7	76008237	76027607	4	9180	19356.441	768	1	ZP3,SRCRB4D	ZP3,YWHAG	ZP3	YWHAG	0.3785	768	1
2_MACS_peak_23480_lociStitched	chr3	169887543	169900321	2	9178	20052.5154	769	1	PHC3	PRKCI	PHC3	PHC3	0.3974	769	1
2_MACS_peak_32972_lociStitched	chr9	175599	187058	2	9158	23029.1523	770	1	CBWD1	LOC642313,DOCK8,C9orf66	CBWD1	C9orf66	0.7932	770	1
3_MACS_peak_33967_lociStitched	chr9	112809784	112828920	3	9152	19937.7984	771	1	PALM2-AKAP2,AKAP2		AKAP2	AKAP2	0.8713	771	1
5_MACS_peak_22319_lociStitched	chr3	53194111	53209612	5	9150	12613.1637	772	1	PRKCD	RFT1	PRKCD	RFT1	0.551	772	1
2_MACS_peak_16508_lociStitched	chr19	45921516	45932761	2	9143	18594.732	773	1	ERCC1	CD3EAP,FOSB,ERCC2,PPP1R13L	ERCC1	ERCC1	1.049	773	1
2_MACS_peak_32717_lociStitched	chr8	126647768	126661206	2	9140	18798.4182	774	1			TRIB1	TRIB1	2.0954	774	1
1_MACS_peak_29677_lociStitched	chr7	26236123	26245257	1	9135	25508.5218	775	1	CBX3,HNRNPA2B1	NFE2L3	HNRNPA2B1	HNRNPA2B1	1.3378	775	1
3_MACS_peak_27569_lociStitched	chr6	15293341	15307267	3	9129	10514.13	776	1	JARID2		JARID2	JARID2	0.1831	776	1
1_MACS_peak_34784_lociStitched	chrX	40028060	40037185	1	9126	32410.175	777	1	BCOR		BCOR	BCOR	0.543	777	1
4_MACS_peak_32942_lociStitched	chr8	145686407	145705227	4	9121	12451.312	778	1	KIFC2,CYHR1,FOXH1	PPP1R16A,GPT,MFSD3,LRRC14,SLC39A4,VPS28,TONSL,RECQL4,LRRC24,MGC70857	KIFC2	RECQL4	1.1469	778	1
1_MACS_peak_6475_lociStitched	chr11	115057591	115066709	1	9119	41349.2182	779	1	CADM1		CADM1	CADM1	0.5115	779	1
3_MACS_peak_4617_lociStitched	chr10	105667136	105679143	3	9118	15840.8351	780	1	OBFC1	SLK	OBFC1	OBFC1	0.3947	780	1
2_MACS_peak_32347_lociStitched	chr8	98606797	98616131	2	9114	29627.0494	781	1		MTDH	MTDH	MTDH	0.9998	781	1
3_MACS_peak_2192_lociStitched	chr1	161029128	161041371	3	9114	27344.7405	782	1	ARHGAP30,PVRL4	KLHDC9,NIT1,F11R,TSTD1,USF1,PFDN2	ARHGAP30	USF1	1.853	782	1
2_MACS_peak_35170_lociStitched	chrX	81371367	81384158	2	9114	16542.6003	783	1			HMGN5	HMGN5	NONE	783	1
4_MACS_peak_25400_lociStitched	chr4	186176194	186189736	4	9114	7851.6516	784	1	SNX25		SNX25	SNX25	0.1806	784	1
6_MACS_peak_6552_lociStitched	chr11	119226848	119242705	6	9112	10410.1205	785	1	USP2	RNF26,LOC100499227,MCAM,C1QTNF5	USP2	USP2	0.3961	785	1
2_MACS_peak_28465_lociStitched	chr6	80245627	80256605	2	9109	19359.703	786	1	LCA5		LCA5	LCA5	0.1685	786	1
3_MACS_peak_11032_lociStitched	chr15	70385673	70396316	3	9108	24909.9415	787	1	TLE3	MIR629	TLE3	TLE3	0.5069	787	1
3_MACS_peak_34597_lociStitched	chrX	12992091	13005277	3	9108	16228.0102	788	1	TMSB4X,TMSL3	LOC349408	TMSB4X	TMSB4X	1.214	788	1
2_MACS_peak_6027_lociStitched	chr11	72979596	72992061	2	9103	32411.493	789	1	P2RY6	ARHGEF17	P2RY6	P2RY6	0.9402	789	1
2_MACS_peak_11569_lociStitched	chr15	102180029	102193716	2	9099	16454.5114	790	1	TM2D3		TM2D3	TM2D3	0.8342	790	1
3_MACS_peak_10527_lociStitched	chr15	34619116	34635649	3	9078	16855.3935	791	1	SLC12A6,NOP10	C15orf55,SLC12A6,LPCAT4,MIR1233-1,GOLGA8A	SLC12A6	LPCAT4	0.9237	791	1
2_MACS_peak_5438_lociStitched	chr11	35183770	35196461	2	9068	26637.1399	792	1	CD44		CD44	CD44	0.6191	792	1
1_MACS_peak_17936_lociStitched	chr2	86220182	86229246	1	9065	49815.744	793	1		LOC90784	LOC90784	LOC90784	0.0736	793	1
3_MACS_peak_29662_lociStitched	chr7	25979844	25994224	3	9064	34516.314	794	1	MIR148A		MIR148A	MIR148A	3.1791	794	1
3_MACS_peak_20104_lociStitched	chr20	42306952	42320982	3	9060	31616.605	795	1	MYBL2	GTSF1L	MYBL2	MYBL2	0.672	795	1
4_MACS_peak_19404_lociStitched	chr2	232534682	232552854	4	9054	22089.8832	796	1		PTMA,MIR1244-1	PTMA	PTMA	2.7102	796	1
3_MACS_peak_14726_lociStitched	chr18	11573942	11588328	3	9049	14242.14	797	1			GNAL	GNAL	NONE	797	1
2_MACS_peak_32850_lociStitched	chr8	141597859	141609326	2	9044	20200.2672	798	1	EIF2C2		EIF2C2	EIF2C2	0.3521	798	1
3_MACS_peak_6896_lociStitched	chr12	6711847	6724088	3	9044	14728.3712	799	1	CHD4	IFFO1,NOP2,SCARNA11,LPAR5,ACRBP,ING4	CHD4	IFFO1	0.3876	799	1
4_MACS_peak_7446_lociStitched	chr12	53763886	53777645	4	9043	20074.381	800	1	SP1	AMHR2,AAAS,SP7	SP1	AAAS	0.4387	800	1
3_MACS_peak_19933_lociStitched	chr20	33101839	33111749	3	9037	24888.965	801	1	DYNLRB1	MIR644,MAP1LC3A	DYNLRB1	DYNLRB1	0.7773	801	1
2_MACS_peak_32792_lociStitched	chr8	134078602	134089866	2	9035	15107.2768	802	1	TG,SLA	SLA	SLA	SLA	0.5218	802	1
5_MACS_peak_1521_lociStitched	chr1	110176362	110199570	5	9013	12581.0568	803	1	GSTM4	MIR197,AMPD2,GSTM2,GSTM1,GNAT2	GSTM4	AMPD2	0.9372	803	1
4_MACS_peak_29164_lociStitched	chr6	148778268	148795374	4	9008	22046.2128	804	1	SASH1		SASH1	SASH1	0.1797	804	1
4_MACS_peak_13315_lociStitched	chr17	18216680	18237067	4	9000	12558.392	805	1	SMCR8,TOP3A,SHMT1	EVPLL	SMCR8	SMCR8	0.5439	805	1
3_MACS_peak_31009_lociStitched	chr7	141250089	141263314	3	8999	15795.94	806	1	AGK		AGK	AGK	0.2026	806	1
2_MACS_peak_21889_lociStitched	chr3	25821533	25832679	2	8996	15093.9132	807	1	OXSM,NGLY1		NGLY1	NGLY1	0.233	807	1
3_MACS_peak_2319_lociStitched	chr1	167674847	167693023	3	8993	25924.4288	808	1	RCSD1,MPZL1		MPZL1	MPZL1	0.2051	808	1
4_MACS_peak_11113_lociStitched	chr15	74906378	74924415	4	8991	17225.335	809	1	CLK3,EDC3		CLK3	CLK3	0.5739	809	1
2_MACS_peak_5714_lociStitched	chr11	62597804	62610798	2	8987	26914.4722	810	1	STX5,WDR74	TMEM179B,SLC3A2,TMEM223,NXF1,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1	WDR74	SNORD26	1.7206	810	1
2_MACS_peak_4136_lociStitched	chr10	73484221	73497032	2	8986	39144.0105	811	1	CDH23,C10orf105	C10orf105,C10orf54	C10orf105	C10orf105	1.2254	811	1
4_MACS_peak_479_lociStitched	chr1	25557981	25574962	4	8985	13518.5741	812	1	SYF2,C1orf63	RHD	SYF2	SYF2	0.2788	812	1
2_MACS_peak_20690_lociStitched	chr21	34696065	34705915	2	8984	23609.465	813	1	IFNAR1		IFNAR1	IFNAR1	0.5838	813	1
1_MACS_peak_28060_lociStitched	chr6	36718343	36727318	1	8976	42334.1775	814	1	CPNE5		CDKN1A	CDKN1A	0.8775	814	1
3_MACS_peak_19096_lociStitched	chr2	203123770	203135966	3	8973	15329.1524	815	1	NOP58	SNORD70,SNORD11B,SNORD11,SUMO1	NOP58	NOP58	0.3124	815	1
2_MACS_peak_14449_lociStitched	chr17	76163902	76173444	2	8972	27393.1736	816	1	SYNGR2,TK1	TMC8,C17orf99,AFMID,BIRC5,TMC6,EPR1	SYNGR2	TMC8	2.1304	816	1
1_MACS_peak_16459_lociStitched	chr19	44280968	44289925	1	8958	32188.7709	817	1	KCNN4	ZNF283,C19orf61,LYPD5	KCNN4	KCNN4	2.2055	817	1
5_MACS_peak_32954_lociStitched	chr8	146010652	146030890	5	8957	12401.8464	818	1	ZNF517,ZNF34,RPL8	ZNF7,ZNF251,COMMD5	RPL8	RPL8	0.8236	818	1
1_MACS_peak_7972_lociStitched	chr12	102871130	102880079	1	8950	16629.9267	819	1	IGF1		IGF1	IGF1	0.2484	819	1
3_MACS_peak_1165_lociStitched	chr1	66736868	66749735	3	8937	9093.1089	820	1	PDE4B	PDE4B	PDE4B	PDE4B	0.0845	820	1
4_MACS_peak_10042_lociStitched	chr14	93042994	93054410	4	8934	9120.2424	821	1	RIN3		RIN3	RIN3	0.1171	821	1
3_MACS_peak_9172_lociStitched	chr13	103243408	103255230	3	8932	15882.857	822	1	TPP2		TPP2	TPP2	0.204	822	1
3_MACS_peak_10793_lociStitched	chr15	52965863	52977017	3	8931	20764.2864	823	1	KIAA1370		KIAA1370	KIAA1370	0.2919	823	1
3_MACS_peak_7670_lociStitched	chr12	68752243	68770503	3	8931	24829.948	824	1		MDM1	MDM1	MDM1	0.0949	824	1
2_MACS_peak_2270_lociStitched	chr1	164685471	164695473	2	8929	18663.732	825	1	PBX1		PBX1	PBX1	0.2466	825	1
2_MACS_peak_9290_lociStitched	chr14	20955470	20968311	2	8917	18986.7026	826	1		APEX1,PNP,RNASE10,OSGEP,TMEM55B	RNASE10	APEX1	0.6333	826	1
3_MACS_peak_15803_lociStitched	chr19	13042925	13058416	3	8902	22554.896	827	1	CALR,RAD23A,FARSA	GCDH,DAND5,NFIX,KLF1,SYCE2,GADD45GIP1	CALR	CALR	1.1766	827	1
2_MACS_peak_3958_lociStitched	chr10	45949740	45961965	2	8898	17167.5675	828	1	MARCH8		MARCH8	MARCH8	0.1508	828	1
3_MACS_peak_11596_lociStitched	chr16	684795	700620	3	8895	18682.995	829	1	FAM195A,WDR90,C16orf13	RAB40C,WFIKKN1,RHOT2,RHBDL1,STUB1,JMJD8,WDR24	FAM195A	FAM195A	0.8776	829	1
