GENE_ID	locusLine	bin_1_34_0EXA_0229Kronos_MM1S-No-Treatment-2_p300_hs_i50.bam
1_MACS_peak_445_lociStitched	chr1(.):78416183-78417197	0.7205
1_MACS_peak_446_lociStitched	chr1(.):78469438-78470885	0.6559
1_MACS_peak_447_lociStitched	chr1(.):78619465-78620628	0.581
1_MACS_peak_448_lociStitched	chr1(.):78851223-78852075	0.6284
1_MACS_peak_449_lociStitched	chr1(.):79926106-79927319	1.0355
1_MACS_peak_450_lociStitched	chr1(.):79984428-79985819	1.7337
1_MACS_peak_451_lociStitched	chr1(.):80006832-80007529	0.4803
1_MACS_peak_452_lociStitched	chr1(.):80176298-80177559	0.7395
1_MACS_peak_453_lociStitched	chr1(.):80680255-80681232	0.507
1_MACS_peak_454_lociStitched	chr1(.):81971295-81972181	0.7937
1_MACS_peak_455_lociStitched	chr1(.):82014297-82015721	0.9216
1_MACS_peak_456_lociStitched	chr1(.):82574021-82575398	0.9314
1_MACS_peak_457_lociStitched	chr1(.):82617944-82619146	0.7581
1_MACS_peak_458_lociStitched	chr1(.):82803079-82803806	0.502
1_MACS_peak_459_lociStitched	chr1(.):82860800-82861950	0.7359
1_MACS_peak_460_lociStitched	chr1(.):83973846-83974774	0.4995
1_MACS_peak_461_lociStitched	chr1(.):85328213-85329042	0.4429
1_MACS_peak_462_lociStitched	chr1(.):85800455-85801315	0.457
1_MACS_peak_463_lociStitched	chr1(.):86088599-86089439	0.7846
1_MACS_peak_464_lociStitched	chr1(.):86408979-86409809	0.5322
1_MACS_peak_465_lociStitched	chr1(.):86458189-86459083	0.8224
1_MACS_peak_466_lociStitched	chr1(.):86518626-86519739	1.0326
1_MACS_peak_467_lociStitched	chr1(.):86814756-86815793	0.7368
2_MACS_peak_468_lociStitched	chr1(.):87522764-87528308	0.3952
1_MACS_peak_470_lociStitched	chr1(.):87668308-87669516	1.0776
1_MACS_peak_471_lociStitched	chr1(.):88053201-88054646	0.6039
1_MACS_peak_472_lociStitched	chr1(.):88337099-88338732	1.7415
1_MACS_peak_473_lociStitched	chr1(.):88368257-88369245	0.7762
1_MACS_peak_474_lociStitched	chr1(.):89356831-89357712	0.6876
1_MACS_peak_475_lociStitched	chr1(.):89457156-89459053	0.6199
1_MACS_peak_476_lociStitched	chr1(.):89894193-89895332	1.1065
1_MACS_peak_477_lociStitched	chr1(.):89989510-89991196	0.6284
1_MACS_peak_478_lociStitched	chr1(.):90098025-90100107	0.6193
1_MACS_peak_479_lociStitched	chr1(.):90135190-90136639	1.2267
1_MACS_peak_480_lociStitched	chr1(.):90159501-90160780	0.748
1_MACS_peak_481_lociStitched	chr1(.):90184728-90185682	0.6533
1_MACS_peak_482_lociStitched	chr1(.):90308622-90309609	0.5765
1_MACS_peak_483_lociStitched	chr1(.):90459981-90461441	0.6638
1_MACS_peak_484_lociStitched	chr1(.):90621289-90622321	0.7063
1_MACS_peak_485_lociStitched	chr1(.):90823293-90824088	0.6267
1_MACS_peak_486_lociStitched	chr1(.):91487169-91488458	0.7499
1_MACS_peak_487_lociStitched	chr1(.):91683248-91684246	0.6553
1_MACS_peak_488_lociStitched	chr1(.):92950749-92952079	0.6498
1_MACS_peak_489_lociStitched	chr1(.):92976733-92977781	0.5286
1_MACS_peak_490_lociStitched	chr1(.):93003400-93004874	0.5456
1_MACS_peak_491_lociStitched	chr1(.):93250460-93251298	0.4805
1_MACS_peak_492_lociStitched	chr1(.):93342542-93343478	0.5059
3_MACS_peak_493_lociStitched	chr1(.):93422400-93428468	0.3389
1_MACS_peak_496_lociStitched	chr1(.):93440723-93441806	0.7646
1_MACS_peak_497_lociStitched	chr1(.):93494545-93495555	0.997
1_MACS_peak_498_lociStitched	chr1(.):93684674-93685408	0.5547
1_MACS_peak_499_lociStitched	chr1(.):93717160-93718223	0.7435
1_MACS_peak_500_lociStitched	chr1(.):93794052-93795205	1.0296
1_MACS_peak_501_lociStitched	chr1(.):97624798-97625467	0.5013
1_MACS_peak_502_lociStitched	chr1(.):97926985-97928073	0.6778
1_MACS_peak_503_lociStitched	chr1(.):98256643-98257472	0.6312
1_MACS_peak_504_lociStitched	chr1(.):98329750-98330879	1.0173
1_MACS_peak_505_lociStitched	chr1(.):99336842-99337679	0.5016
1_MACS_peak_506_lociStitched	chr1(.):100918053-100918881	0.7735
1_MACS_peak_507_lociStitched	chr1(.):100988404-100989112	0.6127
1_MACS_peak_508_lociStitched	chr1(.):101001353-101002142	0.5393
2_MACS_peak_509_lociStitched	chr1(.):102188886-102194151	0.2091
1_MACS_peak_511_lociStitched	chr1(.):107538396-107539393	2.1272
1_MACS_peak_512_lociStitched	chr1(.):107695326-107696151	0.6
1_MACS_peak_513_lociStitched	chr1(.):107792467-107793445	0.909
1_MACS_peak_514_lociStitched	chr1(.):107904848-107905814	0.527
1_MACS_peak_515_lociStitched	chr1(.):107993279-107994797	0.6964
1_MACS_peak_516_lociStitched	chr1(.):108165385-108166316	0.7196
1_MACS_peak_517_lociStitched	chr1(.):108249181-108250393	0.6839
1_MACS_peak_518_lociStitched	chr1(.):108319660-108320619	0.5691
1_MACS_peak_519_lociStitched	chr1(.):108476999-108477864	0.5068
1_MACS_peak_520_lociStitched	chr1(.):108825002-108826084	0.5555
1_MACS_peak_521_lociStitched	chr1(.):108953538-108954644	0.5669
1_MACS_peak_522_lociStitched	chr1(.):109203388-109204493	0.5621
1_MACS_peak_523_lociStitched	chr1(.):109505271-109506382	0.5618
1_MACS_peak_524_lociStitched	chr1(.):109633034-109633913	0.536
1_MACS_peak_525_lociStitched	chr1(.):109934208-109934820	0.6209
1_MACS_peak_526_lociStitched	chr1(.):110026515-110027278	0.397
1_MACS_peak_527_lociStitched	chr1(.):110261723-110262560	0.5076
1_MACS_peak_528_lociStitched	chr1(.):110344292-110345767	0.6935
1_MACS_peak_529_lociStitched	chr1(.):110358478-110359748	0.8973
1_MACS_peak_530_lociStitched	chr1(.):110785971-110786815	0.4729
1_MACS_peak_531_lociStitched	chr1(.):110880569-110881649	0.5168
1_MACS_peak_532_lociStitched	chr1(.):111161816-111163027	0.7252
3_MACS_peak_533_lociStitched	chr1(.):111173374-111179382	0.6129
1_MACS_peak_536_lociStitched	chr1(.):111189723-111190570	0.7723
1_MACS_peak_537_lociStitched	chr1(.):111213969-111215045	0.4883
1_MACS_peak_538_lociStitched	chr1(.):111329303-111330669	1.2791
1_MACS_peak_539_lociStitched	chr1(.):111415227-111415872	0.4934
1_MACS_peak_540_lociStitched	chr1(.):111746153-111747533	0.6322
1_MACS_peak_541_lociStitched	chr1(.):111758203-111759484	0.6834
1_MACS_peak_542_lociStitched	chr1(.):111948681-111949444	0.485
1_MACS_peak_543_lociStitched	chr1(.):112038733-112039509	0.6605
1_MACS_peak_544_lociStitched	chr1(.):112049817-112050681	0.4891
1_MACS_peak_545_lociStitched	chr1(.):112143158-112144480	0.6059
1_MACS_peak_546_lociStitched	chr1(.):112297773-112298681	0.7447
1_MACS_peak_547_lociStitched	chr1(.):113692875-113693721	0.4963
1_MACS_peak_548_lociStitched	chr1(.):113728263-113728817	0.3914
1_MACS_peak_549_lociStitched	chr1(.):114326353-114327319	0.6961
1_MACS_peak_550_lociStitched	chr1(.):114401928-114402818	0.5393
1_MACS_peak_551_lociStitched	chr1(.):114413904-114414821	0.4688
1_MACS_peak_552_lociStitched	chr1(.):114447102-114448360	0.5534
2_MACS_peak_553_lociStitched	chr1(.):114482643-114489187	0.3164
1_MACS_peak_555_lociStitched	chr1(.):115237736-115239141	1.3403
1_MACS_peak_556_lociStitched	chr1(.):115245160-115246608	0.657
1_MACS_peak_557_lociStitched	chr1(.):115299898-115301084	0.5014
1_MACS_peak_558_lociStitched	chr1(.):115323057-115323727	0.5711
1_MACS_peak_559_lociStitched	chr1(.):115605133-115606457	0.626
1_MACS_peak_560_lociStitched	chr1(.):115641438-115642607	0.7621
1_MACS_peak_561_lociStitched	chr1(.):116799828-116800433	0.4525
1_MACS_peak_562_lociStitched	chr1(.):116830666-116831389	0.4716
1_MACS_peak_563_lociStitched	chr1(.):117046754-117047603	0.4472
1_MACS_peak_564_lociStitched	chr1(.):117082554-117083447	0.4987
2_MACS_peak_565_lociStitched	chr1(.):117099193-117102589	0.2379
1_MACS_peak_567_lociStitched	chr1(.):117281010-117282190	0.7256
2_MACS_peak_568_lociStitched	chr1(.):118150695-118156262	0.4338
2_MACS_peak_570_lociStitched	chr1(.):118166009-118177783	0.6155
1_MACS_peak_572_lociStitched	chr1(.):118186842-118187869	0.6881
4_MACS_peak_573_lociStitched	chr1(.):118196552-118207728	1.0
1_MACS_peak_577_lociStitched	chr1(.):118216687-118217739	0.6045
1_MACS_peak_578_lociStitched	chr1(.):118301431-118302666	0.469
1_MACS_peak_579_lociStitched	chr1(.):119502453-119503310	0.6823
1_MACS_peak_580_lociStitched	chr1(.):119682135-119683625	0.652
1_MACS_peak_581_lociStitched	chr1(.):120328816-120329792	0.6056
1_MACS_peak_582_lociStitched	chr1(.):120610745-120613448	0.8419
2_MACS_peak_583_lociStitched	chr1(.):120622772-120631650	0.7806
2_MACS_peak_585_lociStitched	chr1(.):120659484-120665979	0.656
1_MACS_peak_587_lociStitched	chr1(.):120685055-120686166	0.7918
1_MACS_peak_588_lociStitched	chr1(.):120750934-120753980	1.048
2_MACS_peak_589_lociStitched	chr1(.):120797722-120801901	0.6162
2_MACS_peak_591_lociStitched	chr1(.):120833047-120839425	0.5024
1_MACS_peak_593_lociStitched	chr1(.):120925574-120926619	0.5014
1_MACS_peak_594_lociStitched	chr1(.):121091144-121092015	0.4426
1_MACS_peak_595_lociStitched	chr1(.):142622399-142623424	0.6493
1_MACS_peak_596_lociStitched	chr1(.):142641400-142642434	0.6988
1_MACS_peak_597_lociStitched	chr1(.):142679338-142680182	0.8344
1_MACS_peak_598_lociStitched	chr1(.):142866541-142867893	0.4736
1_MACS_peak_599_lociStitched	chr1(.):142886335-142887811	0.6347
1_MACS_peak_600_lociStitched	chr1(.):143120391-143121475	0.4446
1_MACS_peak_601_lociStitched	chr1(.):143411404-143412777	1.0384
3_MACS_peak_602_lociStitched	chr1(.):143442290-143451384	0.6889
1_MACS_peak_605_lociStitched	chr1(.):143461935-143468729	1.3139
1_MACS_peak_606_lociStitched	chr1(.):143672940-143674134	0.4814
1_MACS_peak_607_lociStitched	chr1(.):143686668-143687673	0.438
1_MACS_peak_608_lociStitched	chr1(.):143741202-143746085	1.3314
1_MACS_peak_609_lociStitched	chr1(.):143917153-143919154	0.7337
2_MACS_peak_610_lociStitched	chr1(.):143949888-143954405	1.0196
3_MACS_peak_612_lociStitched	chr1(.):143991938-144001519	0.7145
1_MACS_peak_615_lociStitched	chr1(.):144078391-144079290	0.5416
1_MACS_peak_616_lociStitched	chr1(.):144338294-144342222	0.7291
1_MACS_peak_617_lociStitched	chr1(.):144383694-144384632	0.5289
2_MACS_peak_618_lociStitched	chr1(.):144518241-144522603	0.8653
1_MACS_peak_620_lociStitched	chr1(.):144593125-144594606	0.6701
1_MACS_peak_621_lociStitched	chr1(.):144689719-144692510	0.8062
1_MACS_peak_622_lociStitched	chr1(.):144907672-144909420	1.3859
1_MACS_peak_623_lociStitched	chr1(.):144930211-144933277	0.8769
1_MACS_peak_624_lociStitched	chr1(.):144964825-144968322	1.2454
2_MACS_peak_625_lociStitched	chr1(.):145138475-145145712	0.6991
2_MACS_peak_627_lociStitched	chr1(.):145152719-145160925	1.1307
2_MACS_peak_629_lociStitched	chr1(.):145187821-145197473	1.1737
1_MACS_peak_631_lociStitched	chr1(.):145207980-145212857	1.0518
1_MACS_peak_632_lociStitched	chr1(.):145381983-145383639	0.9935
1_MACS_peak_633_lociStitched	chr1(.):145394917-145400225	1.0364
2_MACS_peak_634_lociStitched	chr1(.):145434605-145438980	0.8338
2_MACS_peak_636_lociStitched	chr1(.):145449784-145456727	1.1693
2_MACS_peak_638_lociStitched	chr1(.):145501598-145508231	0.5515
2_MACS_peak_640_lociStitched	chr1(.):145605816-145611611	0.4126
1_MACS_peak_642_lociStitched	chr1(.):145928265-145929399	0.53
1_MACS_peak_643_lociStitched	chr1(.):145967933-145970450	1.0108
1_MACS_peak_644_lociStitched	chr1(.):146081837-146083265	0.378
1_MACS_peak_645_lociStitched	chr1(.):146516421-146519190	0.8842
1_MACS_peak_646_lociStitched	chr1(.):146555525-146557134	0.9777
2_MACS_peak_647_lociStitched	chr1(.):147012376-147017622	0.5875
1_MACS_peak_649_lociStitched	chr1(.):147141225-147143211	0.8348
1_MACS_peak_650_lociStitched	chr1(.):147509667-147511945	1.0789
1_MACS_peak_651_lociStitched	chr1(.):147532807-147533733	0.4376
1_MACS_peak_652_lociStitched	chr1(.):147734936-147736767	0.968
1_MACS_peak_653_lociStitched	chr1(.):147752213-147753991	0.6383
1_MACS_peak_654_lociStitched	chr1(.):147806039-147807703	0.877
1_MACS_peak_655_lociStitched	chr1(.):147860467-147861647	0.4314
1_MACS_peak_656_lociStitched	chr1(.):147874082-147875111	0.4768
1_MACS_peak_657_lociStitched	chr1(.):147928808-147933606	0.8546
1_MACS_peak_658_lociStitched	chr1(.):147993969-147994999	0.4826
1_MACS_peak_659_lociStitched	chr1(.):148175947-148177941	1.0447
1_MACS_peak_660_lociStitched	chr1(.):148220552-148222467	0.5792
1_MACS_peak_661_lociStitched	chr1(.):148240545-148243373	0.9964
1_MACS_peak_662_lociStitched	chr1(.):148555142-148557470	0.9853
2_MACS_peak_663_lociStitched	chr1(.):148598034-148606018	0.4568
1_MACS_peak_665_lociStitched	chr1(.):148765327-148768024	0.8414
1_MACS_peak_666_lociStitched	chr1(.):149214252-149216112	0.7816
1_MACS_peak_667_lociStitched	chr1(.):149221966-149225744	2.2077
1_MACS_peak_668_lociStitched	chr1(.):149297447-149299315	0.8805
1_MACS_peak_669_lociStitched	chr1(.):149512892-149515146	0.5592
1_MACS_peak_670_lociStitched	chr1(.):149575514-149578329	0.9388
1_MACS_peak_671_lociStitched	chr1(.):149605335-149606459	0.672
1_MACS_peak_672_lociStitched	chr1(.):149782532-149785692	0.9245
2_MACS_peak_673_lociStitched	chr1(.):149802725-149815484	0.6997
2_MACS_peak_675_lociStitched	chr1(.):149821514-149834232	0.7176
1_MACS_peak_677_lociStitched	chr1(.):149855944-149860971	1.2526
1_MACS_peak_678_lociStitched	chr1(.):149898862-149900756	0.8466
1_MACS_peak_679_lociStitched	chr1(.):149969081-149970494	1.0644
1_MACS_peak_680_lociStitched	chr1(.):150038729-150040572	0.949
1_MACS_peak_681_lociStitched	chr1(.):150131483-150134585	1.3649
1_MACS_peak_682_lociStitched	chr1(.):150185370-150186633	0.6901
1_MACS_peak_683_lociStitched	chr1(.):150206245-150207768	0.8007
1_MACS_peak_684_lociStitched	chr1(.):150240212-150242059	0.9827
1_MACS_peak_685_lociStitched	chr1(.):150335588-150338602	0.8953
2_MACS_peak_686_lociStitched	chr1(.):150532149-150541295	1.2773
1_MACS_peak_688_lociStitched	chr1(.):150549534-150552579	0.658
2_MACS_peak_689_lociStitched	chr1(.):150583199-150587195	1.5134
1_MACS_peak_691_lociStitched	chr1(.):150600889-150603146	0.8321
1_MACS_peak_692_lociStitched	chr1(.):150743077-150744336	1.3583
1_MACS_peak_693_lociStitched	chr1(.):150861896-150863361	1.2227
1_MACS_peak_694_lociStitched	chr1(.):150978709-150981940	0.7624
1_MACS_peak_695_lociStitched	chr1(.):151029975-151032628	0.7321
1_MACS_peak_696_lociStitched	chr1(.):151042201-151044283	1.2099
1_MACS_peak_697_lociStitched	chr1(.):151161817-151163361	0.8298
1_MACS_peak_698_lociStitched	chr1(.):151318985-151320599	0.8237
2_MACS_peak_699_lociStitched	chr1(.):151430057-151432830	0.5809
1_MACS_peak_701_lociStitched	chr1(.):151751865-151753116	1.2264
1_MACS_peak_702_lociStitched	chr1(.):151808700-151809840	0.8798
1_MACS_peak_703_lociStitched	chr1(.):151880854-151882842	0.8501
2_MACS_peak_704_lociStitched	chr1(.):151891869-151899860	0.5494
1_MACS_peak_706_lociStitched	chr1(.):152006726-152011976	0.9616
2_MACS_peak_707_lociStitched	chr1(.):152364941-152367261	0.768
1_MACS_peak_709_lociStitched	chr1(.):152432007-152433353	0.8992
1_MACS_peak_710_lociStitched	chr1(.):152594887-152595924	0.7312
1_MACS_peak_711_lociStitched	chr1(.):153234959-153236005	0.7862
1_MACS_peak_712_lociStitched	chr1(.):153606108-153607473	1.0574
1_MACS_peak_713_lociStitched	chr1(.):153630272-153631968	0.7481
1_MACS_peak_714_lociStitched	chr1(.):153642842-153644602	1.1215
1_MACS_peak_715_lociStitched	chr1(.):153762180-153764694	1.4199
1_MACS_peak_716_lociStitched	chr1(.):153777538-153778809	0.8783
1_MACS_peak_717_lociStitched	chr1(.):153813915-153815240	1.0439
1_MACS_peak_718_lociStitched	chr1(.):153821581-153822776	1.2887
1_MACS_peak_719_lociStitched	chr1(.):153895350-153896725	1.0739
1_MACS_peak_720_lociStitched	chr1(.):153917323-153919449	1.037
1_MACS_peak_721_lociStitched	chr1(.):153962281-153963820	0.9488
1_MACS_peak_722_lociStitched	chr1(.):154158405-154160308	0.6713
1_MACS_peak_723_lociStitched	chr1(.):154180947-154182255	0.7334
1_MACS_peak_724_lociStitched	chr1(.):154192065-154194578	0.7319
1_MACS_peak_725_lociStitched	chr1(.):154244169-154246067	1.1375
1_MACS_peak_726_lociStitched	chr1(.):154297973-154301463	1.1752
1_MACS_peak_727_lociStitched	chr1(.):154375261-154381611	0.9044
3_MACS_peak_728_lociStitched	chr1(.):154387635-154393606	0.8763
1_MACS_peak_731_lociStitched	chr1(.):154491185-154492155	0.9123
1_MACS_peak_732_lociStitched	chr1(.):154579900-154581425	0.8149
1_MACS_peak_733_lociStitched	chr1(.):154599264-154601208	0.7378
2_MACS_peak_734_lociStitched	chr1(.):154717386-154721279	0.7341
2_MACS_peak_736_lociStitched	chr1(.):154756927-154765064	0.9781
1_MACS_peak_738_lociStitched	chr1(.):154778641-154780332	1.101
1_MACS_peak_739_lociStitched	chr1(.):154809371-154811059	1.4128
1_MACS_peak_740_lociStitched	chr1(.):154831413-154834013	1.8204
2_MACS_peak_741_lociStitched	chr1(.):154908279-154917684	1.1184
3_MACS_peak_743_lociStitched	chr1(.):154923541-154935396	0.5949
2_MACS_peak_746_lociStitched	chr1(.):154971090-154975027	0.9758
1_MACS_peak_748_lociStitched	chr1(.):154988160-154990565	1.025
1_MACS_peak_749_lociStitched	chr1(.):155177956-155179556	0.8646
1_MACS_peak_750_lociStitched	chr1(.):155214007-155215230	0.9801
1_MACS_peak_751_lociStitched	chr1(.):155380367-155381316	0.6777
2_MACS_peak_752_lociStitched	chr1(.):155435578-155442522	0.7522
1_MACS_peak_754_lociStitched	chr1(.):155455319-155456678	0.8887
1_MACS_peak_755_lociStitched	chr1(.):155531148-155534379	0.7777
1_MACS_peak_756_lociStitched	chr1(.):155657273-155659462	0.8607
1_MACS_peak_757_lociStitched	chr1(.):155826364-155829866	0.6894
1_MACS_peak_758_lociStitched	chr1(.):155915340-155917081	1.6202
2_MACS_peak_759_lociStitched	chr1(.):155940082-155950595	0.5769
1_MACS_peak_761_lociStitched	chr1(.):155981777-155983122	0.854
1_MACS_peak_762_lociStitched	chr1(.):156023637-156025601	0.6994
1_MACS_peak_763_lociStitched	chr1(.):156066206-156067592	0.8845
1_MACS_peak_764_lociStitched	chr1(.):156075295-156077145	1.5456
1_MACS_peak_765_lociStitched	chr1(.):156096497-156097754	0.9167
1_MACS_peak_766_lociStitched	chr1(.):156131074-156132218	1.757
1_MACS_peak_767_lociStitched	chr1(.):156162785-156164676	0.7693
2_MACS_peak_768_lociStitched	chr1(.):156194948-156199230	1.1588
1_MACS_peak_770_lociStitched	chr1(.):156251683-156253249	0.9043
1_MACS_peak_771_lociStitched	chr1(.):156389618-156392064	0.7099
1_MACS_peak_772_lociStitched	chr1(.):156426057-156427797	0.9745
1_MACS_peak_773_lociStitched	chr1(.):156457854-156460907	0.9317
2_MACS_peak_774_lociStitched	chr1(.):156469819-156476107	1.1233
1_MACS_peak_776_lociStitched	chr1(.):156629488-156632642	0.8303
1_MACS_peak_777_lociStitched	chr1(.):156719452-156722525	0.564
1_MACS_peak_778_lociStitched	chr1(.):156786186-156787146	0.698
1_MACS_peak_779_lociStitched	chr1(.):157106741-157109414	0.7409
2_MACS_peak_780_lociStitched	chr1(.):157146063-157152883	0.581
1_MACS_peak_782_lociStitched	chr1(.):157480177-157482827	1.0655
2_MACS_peak_783_lociStitched	chr1(.):157564417-157568687	0.6969
2_MACS_peak_785_lociStitched	chr1(.):157622546-157630387	0.4949
1_MACS_peak_787_lociStitched	chr1(.):157703595-157704861	0.9104
1_MACS_peak_788_lociStitched	chr1(.):157732885-157733865	0.6507
1_MACS_peak_789_lociStitched	chr1(.):157775376-157777644	1.125
1_MACS_peak_790_lociStitched	chr1(.):158095614-158096942	1.2662
1_MACS_peak_791_lociStitched	chr1(.):158132509-158133496	0.7483
1_MACS_peak_792_lociStitched	chr1(.):158217591-158218623	0.6805
1_MACS_peak_793_lociStitched	chr1(.):158303011-158304150	0.4692
1_MACS_peak_794_lociStitched	chr1(.):158965911-158966761	0.7984
1_MACS_peak_795_lociStitched	chr1(.):158984695-158986201	1.314
1_MACS_peak_796_lociStitched	chr1(.):159037169-159038830	1.3183
1_MACS_peak_797_lociStitched	chr1(.):159045949-159048012	1.2346
1_MACS_peak_798_lociStitched	chr1(.):159208959-159210392	0.9121
1_MACS_peak_799_lociStitched	chr1(.):159549719-159550779	0.6987
1_MACS_peak_800_lociStitched	chr1(.):159749972-159751240	0.7315
1_MACS_peak_801_lociStitched	chr1(.):159787011-159788541	0.8067
1_MACS_peak_802_lociStitched	chr1(.):159879659-159881280	1.3739
1_MACS_peak_803_lociStitched	chr1(.):159892943-159895931	0.9738
1_MACS_peak_804_lociStitched	chr1(.):160000923-160002354	1.0515
1_MACS_peak_805_lociStitched	chr1(.):160053611-160054610	0.5017
1_MACS_peak_806_lociStitched	chr1(.):160230818-160233546	0.9371
1_MACS_peak_807_lociStitched	chr1(.):160641409-160646170	1.2085
2_MACS_peak_808_lociStitched	chr1(.):160676739-160683316	0.8006
1_MACS_peak_810_lociStitched	chr1(.):160708534-160714963	0.7231
1_MACS_peak_811_lociStitched	chr1(.):160751194-160752892	1.6455
1_MACS_peak_812_lociStitched	chr1(.):160764928-160767537	1.3304
1_MACS_peak_813_lociStitched	chr1(.):160807412-160808287	0.5879
2_MACS_peak_814_lociStitched	chr1(.):160983014-160991862	0.5397
2_MACS_peak_816_lociStitched	chr1(.):161008147-161017485	0.6484
1_MACS_peak_818_lociStitched	chr1(.):161029532-161030999	0.6181
1_MACS_peak_819_lociStitched	chr1(.):161037700-161040926	1.0017
1_MACS_peak_820_lociStitched	chr1(.):161066957-161068609	0.9265
1_MACS_peak_821_lociStitched	chr1(.):161101800-161103423	0.776
2_MACS_peak_822_lociStitched	chr1(.):161128408-161136739	0.4523
3_MACS_peak_824_lociStitched	chr1(.):161145190-161156730	0.7826
1_MACS_peak_827_lociStitched	chr1(.):161186324-161187911	1.0147
1_MACS_peak_828_lociStitched	chr1(.):161359103-161360710	0.61
1_MACS_peak_829_lociStitched	chr1(.):161368430-161370290	1.1376
2_MACS_peak_830_lociStitched	chr1(.):161493239-161501744	0.4133
1_MACS_peak_832_lociStitched	chr1(.):161509153-161510944	1.3868
1_MACS_peak_833_lociStitched	chr1(.):161675668-161677452	0.895
1_MACS_peak_834_lociStitched	chr1(.):161696116-161697886	0.6151
1_MACS_peak_835_lociStitched	chr1(.):161735424-161737226	0.7939
2_MACS_peak_836_lociStitched	chr1(.):161771273-161776445	0.5802
1_MACS_peak_838_lociStitched	chr1(.):162038889-162040163	0.6178
1_MACS_peak_839_lociStitched	chr1(.):162235197-162236600	1.4906
1_MACS_peak_840_lociStitched	chr1(.):162254114-162255985	0.6636
1_MACS_peak_841_lociStitched	chr1(.):162331161-162332243	0.6016
