REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X19_0EX5_0229Kronos_MM1S.KB.24hr.1_H3K27Ac_hs.dm_i39.bam	X43_0EXV_0229Kronos_MM1S.KB.24hr.1_Input_hs_i87.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
3_MACS_peak_16547_lociStitched	chr3	45604681	45617909	3	8205	15925.1892	2398.2364	726		LIMD1	LIMD1	726	1
1_MACS_peak_10277_lociStitched	chr17	43387533	43395732	1	8200	29105.6301	2190.7728	727	MAP3K14	LOC100133991,C17orf46	MAP3K14	727	1
2_MACS_peak_14259_lociStitched	chr2	217080261	217088806	2	8176	16826.814	2060.1995	728			XRCC5	728	1
2_MACS_peak_16986_lociStitched	chr3	104237548	104247017	2	8176	42095.3864	1853.0833	729			MIR548A3	729	1
2_MACS_peak_7774_lociStitched	chr15	33296363	33309939	2	8176	51757.1424	2511.56	730	FMN1		FMN1	730	1
3_MACS_peak_14730_lociStitched	chr20	23329683	23344348	3	8163	25187.1375	2660.231	731	NXT1	GZF1	NXT1	731	1
2_MACS_peak_5616_lociStitched	chr12	56726468	56734724	2	8143	36533.6256	1907.9616	732	IL23A,PAN2	CS,CNPY2,STAT2,APOF	IL23A	732	1
2_MACS_peak_19045_lociStitched	chr4	185239751	185254105	2	8143	30983.109	2130.1336	733			ENPP6	733	1
3_MACS_peak_21559_lociStitched	chr6	106585468	106595515	3	8127	25886.0955	2558.9709	734		PRDM1	PRDM1	734	1
2_MACS_peak_8614_lociStitched	chr15	101737750	101751613	2	8126	54681.2172	2384.436	735	CHSY1		CHSY1	735	1
4_MACS_peak_2108_lociStitched	chr1	206989386	207007687	4	8123	15737.0299	4143.3464	736	IL19	IL20,IL10	IL19	736	1
2_MACS_peak_9379_lociStitched	chr16	70461166	70474027	2	8117	28061.4159	2426.8707	737	ST3GAL2	FUK	ST3GAL2	737	1
2_MACS_peak_11303_lociStitched	chr18	60798273	60811612	2	8115	36982.3775	2626.4491	738	BCL2		BCL2	738	1
5_MACS_peak_10858_lociStitched	chr17	80447760	80465549	5	8108	13893.209	2538.4903	739		NARF,FOXK2,C17orf62	FOXK2	739	1
3_MACS_peak_7278_lociStitched	chr14	65813213	65825452	3	8099	11722.5142	1144.3465	740			FUT8	740	1
1_MACS_peak_5941_lociStitched	chr12	94596151	94604246	1	8096	71546.848	1960.609	741	PLXNC1		PLXNC1	741	1
3_MACS_peak_12772_lociStitched	chr2	39345697	39356902	3	8095	19405.9395	2112.1425	742	SOS1		SOS1	742	1
2_MACS_peak_24106_lociStitched	chr8	81003958	81018001	2	8092	24551.3769	2510.8884	743	TPD52	TPD52	TPD52	743	1
3_MACS_peak_15344_lociStitched	chr21	30436347	30452443	3	8081	22030.5952	2620.4288	744	CCT8	USP16,C21orf7,RWDD2B	CCT8	744	1
4_MACS_peak_25318_lociStitched	chr9	116162771	116179576	4	8078	19878.6345	3117.3275	745	C9orf43,ALAD,POLE3	RGS3,HDHD3	POLE3	745	1
3_MACS_peak_9177_lociStitched	chr16	50299175	50317106	3	8061	24009.609	2773.9257	746		ADCY7	ADCY7	746	1
2_MACS_peak_18896_lociStitched	chr4	153580239	153588300	2	8057	23480.8869	1808.0823	747	TMEM154		TMEM154	747	1
2_MACS_peak_9596_lociStitched	chr17	977389	985456	2	8051	26952.6537	1577.9052	748	ABR		ABR	748	1
4_MACS_peak_8127_lociStitched	chr15	63765736	63780155	4	8050	15781.5955	2472.8585	749		USP3	USP3	749	1
3_MACS_peak_5560_lociStitched	chr12	53763692	53776425	3	8046	35856.128	2629.3645	750	SP1	AMHR2,AAAS,SP7	SP1	750	1
3_MACS_peak_1484_lociStitched	chr1	153929304	153941483	3	8044	29888.4839	4030.0311	751	CREB3L4,CRTC2,SLC39A1	RPS27,GATAD2B,DENND4B,JTB,RAB13	CRTC2	751	1
4_MACS_peak_12690_lociStitched	chr2	31430297	31443303	4	8040	9744.0952	2140.7876	752	CAPN14	EHD3	CAPN14	752	1
2_MACS_peak_10214_lociStitched	chr17	40826872	40835075	2	8034	24733.6856	1416.6581	753	CNTNAP1,PLEKHH3,CCR10	TUBG2	PLEKHH3	753	1
1_MACS_peak_16370_lociStitched	chr3	23846826	23854855	1	8030	26610.5147	1541.568	754	UBE2E1		UBE2E1	754	1
1_MACS_peak_2814_lociStitched	chr10	30989001	30997029	1	8029	98927.4384	1836.8064	755			LYZL2	755	1
2_MACS_peak_20275_lociStitched	chr5	151128057	151139012	2	8023	25917.339	2146.0845	756	ATOX1	G3BP1	ATOX1	756	1
2_MACS_peak_23302_lociStitched	chr7	134843434	134857606	2	8014	53221.5288	3401.28	757	TMEM140,C7orf49	WDR91	C7orf49	757	1
4_MACS_peak_6108_lociStitched	chr12	110431726	110449945	4	8014	11144.5623	1798.2153	758	ANKRD13A,GIT2		ANKRD13A	758	1
4_MACS_peak_14247_lociStitched	chr2	216765107	216784417	4	8013	8034.891	2877.19	759			LOC646324	759	1
3_MACS_peak_1653_lociStitched	chr1	161122613	161137594	3	8002	41512.351	4037.3795	760	UFC1,USP21,PPOX	NIT1,NDUFS2,FCER1G,PFDN2,DEDD,B4GALT3,ADAMTS4	USP21	760	1
2_MACS_peak_23708_lociStitched	chr8	26428290	26437660	2	7995	24591.565	2229.123	761	DPYSL2		DPYSL2	761	1
3_MACS_peak_4151_lociStitched	chr11	60672535	60684073	3	7994	26493.5556	2596.05	762	TMEM109,PRPF19	ZP1,TMEM132A,GPR44,SLC15A3	TMEM109	762	1
2_MACS_peak_24249_lociStitched	chr8	103541763	103549812	2	7991	34778.1192	989.2221	763		ODF1	ODF1	763	1
3_MACS_peak_1225_lociStitched	chr1	117101465	117114527	3	7989	8861.2608	999.243	764	CD58		CD58	764	1
3_MACS_peak_9233_lociStitched	chr16	57569181	57579451	3	7987	16745.235	2074.54	765	GPR114,CCDC102A	DOK4	GPR114	765	1
3_MACS_peak_1100_lociStitched	chr1	107900654	107909805	3	7985	16087.458	926.9963	766	NTNG1		NTNG1	766	1
3_MACS_peak_4519_lociStitched	chr11	78163340	78178608	3	7982	60424.6368	2395.5492	767	NARS2	GAB2	GAB2	767	1
3_MACS_peak_13431_lociStitched	chr2	109829428	109842984	3	7980	25467.6572	2726.1116	768	SH3RF3		MIR4265	768	1
5_MACS_peak_7511_lociStitched	chr14	93225510	93246155	5	7980	16887.61	1773.4055	769		GOLGA5,LGMN	LGMN	769	1
3_MACS_peak_7835_lociStitched	chr15	40062925	40079082	3	7978	12015.9609	2552.806	770	FSIP1		FSIP1	770	1
2_MACS_peak_23166_lociStitched	chr7	120627526	120639215	2	7976	9845.6447	3163.0434	771	C7orf58	ING3	C7orf58	771	1
1_MACS_peak_12470_lociStitched	chr2	5834552	5842526	1	7975	30942.3096	1083.6666	772	SOX11		SOX11	772	1
2_MACS_peak_1508_lociStitched	chr1	154755528	154765869	2	7959	55267.4745	3236.733	773	KCNN3		KCNN3	773	1
3_MACS_peak_8517_lociStitched	chr15	90721518	90736583	3	7956	32293.334	2469.1535	774	SEMA4B	SEMA4B,C15orf58,CIB1	SEMA4B	774	1
2_MACS_peak_9403_lociStitched	chr16	71876754	71888657	2	7951	20161.3014	2302.0402	775	ATXN1L	KIAA0174,AP1G1,ZNF821	ATXN1L	775	1
1_MACS_peak_17268_lociStitched	chr3	133290363	133298306	1	7944	35331.2583	2042.1453	776	CDV3		CDV3	776	1
3_MACS_peak_26152_lociStitched	chrX	70837274	70850093	3	7943	18281.1759	1104.9978	777	BCYRN1,CXCR3	ACRC	CXCR3	777	1
4_MACS_peak_25121_lociStitched	chr9	95468239	95485449	4	7931	13444.452	2404.237	778	BICD2	IPPK	IPPK	778	1
2_MACS_peak_1814_lociStitched	chr1	178544226	178552358	2	7922	70089.708	2827.4964	779		C1orf220	C1orf220	779	1
3_MACS_peak_20288_lociStitched	chr5	153651504	153664812	3	7920	12931.3836	2398.1016	780	GALNT10		GALNT10	780	1
5_MACS_peak_9387_lociStitched	chr16	70827086	70850226	5	7913	13000.052	3292.822	781	VAC14,HYDIN	LOC100130894	VAC14	781	1
1_MACS_peak_11239_lociStitched	chr18	52930399	52938305	1	7907	42172.9758	1677.6532	782	TCF4		CCDC68	782	1
2_MACS_peak_4895_lociStitched	chr11	126056763	126069113	2	7905	59200.96	2250.17	783		FAM118B,RPUSD4	RPUSD4	783	1
4_MACS_peak_14421_lociStitched	chr2	233940021	233952578	4	7903	13925.713	1118.8287	784	INPP5D	NEU2	INPP5D	784	1
1_MACS_peak_17384_lociStitched	chr3	150477350	150485237	1	7888	20296.4058	1814.01	785	SIAH2		SIAH2	785	1
1_MACS_peak_8080_lociStitched	chr15	58583505	58591391	1	7887	26179.1542	1361.9122	786			LIPC	786	1
2_MACS_peak_18133_lociStitched	chr4	38664213	38673631	2	7887	23269.9944	1573.7478	787	KLF3,FLJ13197		FLJ13197	787	1
2_MACS_peak_23079_lociStitched	chr7	106504236	106513522	2	7886	41481.4906	2994.735	788	PIK3CG		PIK3CG	788	1
3_MACS_peak_26572_lociStitched	chrX	153596792	153608953	3	7885	8374.0646	981.3927	789	EMD,FLNA	RPL10,SNORA70,TAZ,ATP6AP1,DNASE1L1	FLNA	789	1
1_MACS_peak_5762_lociStitched	chr12	69200023	69207905	1	7883	41835.2914	1586.6466	790	MDM2		MDM2	790	1
2_MACS_peak_6585_lociStitched	chr13	46750700	46759125	2	7883	16299.8475	1117.9975	791	LCP1		LCP1	791	1
3_MACS_peak_260_lociStitched	chr1	23937465	23954538	3	7883	31979.4363	2897.2881	792	MDS2		MDS2	792	1
2_MACS_peak_12058_lociStitched	chr19	39339064	39349136	2	7878	33612.2784	1760.5856	793	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	793	1
1_MACS_peak_14078_lociStitched	chr2	198168633	198176509	1	7877	35117.5088	1522.4308	794	ANKRD44		ANKRD44	794	1
3_MACS_peak_14495_lociStitched	chr2	241499314	241509165	3	7873	18390.8319	989.0404	795	DUSP28,RNPEPL1	CAPN10,GPR35,ANKMY1	RNPEPL1	795	1
1_MACS_peak_24062_lociStitched	chr8	72268284	72276142	1	7859	24868.9984	1461.588	796	EYA1		EYA1	796	1
1_MACS_peak_3257_lociStitched	chr10	89619867	89627716	1	7850	30613.4547	1744.8327	797	PTEN,KILLIN	CFLP1,ATAD1	PTEN	797	1
3_MACS_peak_14445_lociStitched	chr2	235390676	235405641	3	7848	11458.7005	1289.983	798	ARL4C		ARL4C	798	1
3_MACS_peak_13073_lociStitched	chr2	68989080	69003378	3	7847	29692.6566	2760.9438	799	ARHGAP25		ARHGAP25	799	1
2_MACS_peak_12506_lociStitched	chr2	10259782	10268919	2	7844	16084.7748	2001.9167	800	RRM2	C2orf48,CYS1	RRM2	800	1
2_MACS_peak_25526_lociStitched	chr9	132646072	132657615	2	7841	48915.7711	2526.7627	801	FNBP1	USP20,C9orf78	USP20	801	1
1_MACS_peak_5808_lociStitched	chr12	77452942	77460781	1	7840	41028.5421	1900.1736	802	E2F7		E2F7	802	1
2_MACS_peak_88_lociStitched	chr1	8760598	8774063	2	7834	14796.6885	2179.9835	803	RERE		RERE	803	1
3_MACS_peak_25127_lociStitched	chr9	95514600	95528564	3	7833	14628.6864	2250.9968	804	BICD2	ANKRD19	BICD2	804	1
1_MACS_peak_22314_lociStitched	chr7	20254638	20262469	1	7832	80826.8834	2253.7618	805	MACC1		MACC1	805	1
2_MACS_peak_13745_lociStitched	chr2	158323615	158337705	2	7832	102506.159	3285.788	806		CYTIP	CYTIP	806	1
3_MACS_peak_3728_lociStitched	chr11	2792801	2801189	3	7828	30611.1672	1770.7068	807	KCNQ1		KCNQ1OT1	807	1
2_MACS_peak_10371_lociStitched	chr17	48225190	48234021	2	7822	16468.9319	1627.5533	808	PPP1R9B	SGCA,SAMD14,HILS1,COL1A1	PPP1R9B	808	1
4_MACS_peak_9762_lociStitched	chr17	8053733	8067246	4	7820	13348.1414	2079.6507	809	PER1,VAMP2	MIR3676,ALOXE3,HES7,TMEM107,C17orf59,AURKB	PER1	809	1
3_MACS_peak_15957_lociStitched	chr22	39095863	39106195	3	7819	18434.3544	2059.1676	810	GTPBP1,JOSD1	CBY1,TOMM22,LOC646851,SUN2	GTPBP1	810	1
3_MACS_peak_23235_lociStitched	chr7	128162860	128178285	3	7817	26336.645	3390.415	811		METTL2B	METTL2B	811	1
3_MACS_peak_5033_lociStitched	chr12	6439109	6452020	3	7813	20195.3862	2132.8972	812	TNFRSF1A	PLEKHG6,LTBR,SCNN1A	TNFRSF1A	812	1
1_MACS_peak_19129_lociStitched	chr5	217057	224861	1	7805	21763.7952	1717.6604	813	SDHA,CCDC127	LRRC14B,PDCD6	SDHA	813	1
1_MACS_peak_14690_lociStitched	chr20	17944968	17952772	1	7805	37957.8756	2004.0672	814	C20orf72,SNX5	SNORD17	SNX5	814	1
2_MACS_peak_24426_lociStitched	chr8	129665147	129673602	2	7805	57007.8375	1888.847	815			MIR1208	815	1
2_MACS_peak_12747_lociStitched	chr2	37871743	37884064	2	7803	18948.4659	2460.5037	816	CDC42EP3		CDC42EP3	816	1
3_MACS_peak_17861_lociStitched	chr3	197450322	197465009	3	7803	22453.4856	3692.3118	817	KIAA0226	FYTTD1,MIR922	KIAA0226	817	1
4_MACS_peak_11640_lociStitched	chr19	9928723	9946979	4	7797	11683.84	2679.9808	818	UBL5,PIN1,FBXL12	ZNF846	UBL5	818	1
4_MACS_peak_7070_lociStitched	chr14	35754260	35771481	4	7796	8825.7625	1295.0192	819	PSMA6		PSMA6	819	1
1_MACS_peak_10426_lociStitched	chr17	54984723	54992517	1	7795	13588.839	1505.0214	820	TRIM25	MTVR2,COIL	TRIM25	820	1
3_MACS_peak_18789_lociStitched	chr4	140121018	140136735	3	7792	16603.4388	2285.2518	821			ELF2	821	1
4_MACS_peak_160_lociStitched	chr1	14237566	14254864	4	7789	6914.0106	1677.906	822			PRDM2	822	1
3_MACS_peak_4049_lociStitched	chr11	45092128	45105343	3	7773	30348.2475	2106.471	823		PRDM11	PRDM11	823	1
2_MACS_peak_24355_lociStitched	chr8	124046575	124055496	2	7771	17480.6995	1908.2019	824	DERL1	WDR67	DERL1	824	1
2_MACS_peak_24259_lociStitched	chr8	103817929	103827400	2	7761	31273.242	1188.6105	825		AZIN1	AZIN1	825	1
3_MACS_peak_3679_lociStitched	chr10	135201252	135215883	3	7757	28915.2453	2228.3013	826	PAOX,MTG1	PRAP1,C10orf125,MIR3944,ECHS1,SPRN	MTG1	826	1
3_MACS_peak_17939_lociStitched	chr4	5705284	5715351	3	7751	15799.1498	1970.1119	827	EVC,EVC2		EVC2	827	1
4_MACS_peak_4189_lociStitched	chr11	62431585	62449033	4	7751	16402.8648	2791.68	828	METTL12,SNORA57,C11orf83,C11orf48,UBXN1	GNG3,TTC9C,B3GAT3,GANAB,INTS5,LRRN4CL,BSCL2,HNRNPUL2	C11orf48	828	1
1_MACS_peak_21557_lociStitched	chr6	106439300	106447044	1	7745	45563.3728	1456.6464	829			PRDM1	829	1
3_MACS_peak_21421_lociStitched	chr6	86378751	86396268	3	7744	13120.233	2932.3458	830	SNHG5,SNORD50B,SNORD50A	SYNCRIP	SNORD50B	830	1
3_MACS_peak_20730_lociStitched	chr6	15244931	15257578	3	7741	11596.0343	2291.6364	831	JARID2		JARID2	831	1
4_MACS_peak_12576_lociStitched	chr2	20615988	20630247	4	7735	26065.452	2485.3437	832		RHOB	RHOB	832	1
2_MACS_peak_15736_lociStitched	chr22	24822630	24831817	2	7730	40879.3939	1483.7005	833	ADORA2A,C22orf45		ADORA2A	833	1
3_MACS_peak_12486_lociStitched	chr2	8817570	8826352	3	7728	12849.8224	1564.0742	834	ID2		ID2	834	1
1_MACS_peak_1302_lociStitched	chr1	144928653	144936374	1	7722	27029.6768	3217.3407	835	PDE4DIP		PDE4DIP	835	1
3_MACS_peak_4833_lociStitched	chr11	120203627	120216681	3	7720	17410.1198	2413.6846	836	TMEM136,ARHGEF12		ARHGEF12	836	1
3_MACS_peak_26218_lociStitched	chrX	78393542	78409851	3	7716	8886.7741	1428.6684	837		GPR174	GPR174	837	1
1_MACS_peak_845_lociStitched	chr1	66795690	66803403	1	7714	27855.4995	2124.9315	838	PDE4B		PDE4B	838	1
3_MACS_peak_15762_lociStitched	chr22	27053249	27071157	3	7713	19390.7824	3192.9964	839	MIAT	CRYBA4,CRYBB1	MIAT	839	1
2_MACS_peak_17391_lociStitched	chr3	152040137	152054137	2	7709	11719.4	2346.4	840	MBNL1	TMEM14E	TMEM14E	840	1
3_MACS_peak_3445_lociStitched	chr10	104531719	104543031	3	7702	22548.2096	1964.8944	841	C10orf26		C10orf26	841	1
2_MACS_peak_9096_lociStitched	chr16	30661207	30673119	2	7702	38610.3656	2384.7824	842	PRR14	FBRS,SRCAP,SNORA30,ZNF689	PRR14	842	1
2_MACS_peak_6011_lociStitched	chr12	102129307	102140390	2	7701	38375.9958	2223.2498	843	SYCP3,GNPTAB	CHPT1	SYCP3	843	1
3_MACS_peak_5048_lociStitched	chr12	6711970	6723895	3	7692	8972.37	2073.7575	844	CHD4	IFFO1,NOP2,SCARNA11,LPAR5,ACRBP,ING4	CHD4	844	1
3_MACS_peak_21959_lociStitched	chr6	144654740	144672497	3	7684	12493.8252	1377.9432	845	UTRN		UTRN	845	1
2_MACS_peak_9124_lociStitched	chr16	31880006	31890322	2	7681	31630.9192	2201.4344	846	ZNF267		ZNF267	846	1
1_MACS_peak_23834_lociStitched	chr8	38237185	38244864	1	7680	17790.7072	1684.7726	847	LETM2,WHSC1L1		WHSC1L1	847	1
1_MACS_peak_3883_lociStitched	chr11	16979389	16987058	1	7670	39242.273	1749.2989	848	PLEKHA7		PLEKHA7	848	1
3_MACS_peak_5175_lociStitched	chr12	13317760	13334150	3	7666	21585.63	2602.732	849		EMP1	EMP1	849	1
2_MACS_peak_6031_lociStitched	chr12	104318467	104327254	2	7663	43371.7533	2164.2381	850	HSP90B1,MIR3652,GNN	TDG,C12orf73	GNN	850	1
2_MACS_peak_17022_lociStitched	chr3	111392443	111403060	2	7661	11867.6826	2371.8378	851	PLCXD2	PHLDB2	PLCXD2	851	1
3_MACS_peak_17215_lociStitched	chr3	128994242	129002775	3	7655	11942.7868	1339.681	852	COPG,C3orf37	C3orf47,H1FX	C3orf37	852	1
4_MACS_peak_6128_lociStitched	chr12	111042778	111066807	4	7643	14643.2726	1511.4241	853	TCTN1	PPTC7	TCTN1	853	1
1_MACS_peak_24325_lociStitched	chr8	118450132	118457770	1	7639	78038.2098	1979.7696	854			MED30	854	1
3_MACS_peak_8559_lociStitched	chr15	93373377	93389488	3	7638	41990.0993	2415.0389	855		ASB9P1,LOC100507217	ASB9P1	855	1
2_MACS_peak_15513_lociStitched	chr21	44725763	44734679	2	7635	35645.2764	2276.2548	856			SIK1	856	1
3_MACS_peak_13221_lociStitched	chr2	86080413	86090994	3	7631	14633.523	1733.1678	857	ST3GAL5		ST3GAL5	857	1
3_MACS_peak_24302_lociStitched	chr8	109480417	109494177	3	7631	12356.48	1008.608	858	TTC35		TTC35	858	1
1_MACS_peak_10734_lociStitched	chr17	75203319	75210948	1	7630	69379.6518	1836.3003	859	SEC14L1		SEC14L1	859	1
3_MACS_peak_19517_lociStitched	chr5	61911589	61925063	3	7630	18423.0002	1685.5974	860	IPO11	LRRC70	LRRC70	860	1
2_MACS_peak_1580_lociStitched	chr1	156627118	156635306	2	7626	29557.0424	2508.8032	861	BCAN	HAPLN2,BCAN,NES,CRABP2	NES	861	1
1_MACS_peak_12948_lociStitched	chr2	60776279	60783899	1	7621	10681.716	1395.984	862	BCL11A		BCL11A	862	1
2_MACS_peak_10355_lociStitched	chr17	47434642	47444048	2	7621	14054.4452	1869.9128	863	ZNF652	PHB	ZNF652	863	1
2_MACS_peak_4774_lociStitched	chr11	116794824	116802664	2	7618	19821.872	1706.768	864	SIK3		APOA1	864	1
2_MACS_peak_10743_lociStitched	chr17	75434489	75443089	2	7615	47629.38	1629.7	865	SEPT9	SEPT9,MIR4316	SEPT9	865	1
2_MACS_peak_4348_lociStitched	chr11	67034058	67046546	2	7614	28552.5632	2116.716	866	ADRBK1	ANKRD13D,SSH3,LOC100130987	ADRBK1	866	1
2_MACS_peak_11579_lociStitched	chr19	6727772	6741874	2	7609	21389.9136	3081.287	867	TRIP10,GPR108	VAV1,C3,SH2D3A	GPR108	867	1
4_MACS_peak_20305_lociStitched	chr5	156306000	156321640	4	7607	14612.452	2744.82	868		PPP1R2P3,LOC100286948	PPP1R2P3	868	1
2_MACS_peak_26208_lociStitched	chrX	77577244	77585896	2	7602	13598.3484	975.9456	869	CYSLTR1		CYSLTR1	869	1
2_MACS_peak_18198_lociStitched	chr4	48175238	48183593	2	7599	11440.5015	1485.519	870	TEC	TXK	TXK	870	1
2_MACS_peak_10656_lociStitched	chr17	73283895	73295087	2	7597	17223.3688	2116.4072	871	SLC25A19	MRPS7,LOC100287042,GGA3,MIF4GD	SLC25A19	871	1
3_MACS_peak_10738_lociStitched	chr17	75314746	75330146	3	7597	31140.34	2508.66	872	SEPT9	SEPT9	SEPT9	872	1
3_MACS_peak_13196_lociStitched	chr2	85150851	85168242	3	7597	16707.5337	2919.9489	873		TMSB10,KCMF1,C2orf89	TMSB10	873	1
3_MACS_peak_619_lociStitched	chr1	43388703	43402838	3	7594	16183.1615	2278.562	874	SLC2A1	FLJ32224	FLJ32224	874	1
2_MACS_peak_1798_lociStitched	chr1	174957502	174971021	2	7590	40838.1952	3524.4033	875	CACYBP	MRPS14	CACYBP	875	1
3_MACS_peak_2558_lociStitched	chr10	3798573	3808605	3	7574	32109.4224	1936.176	876		KLF6	KLF6	876	1
1_MACS_peak_12245_lociStitched	chr19	47728712	47736284	1	7573	24423.486	1471.2396	877	MIR3190,BBC3,MIR3191	CCDC9,PRR24	BBC3	877	1
1_MACS_peak_5629_lociStitched	chr12	57076323	57083886	1	7564	47804.2104	1858.2291	878	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	878	1
2_MACS_peak_5289_lociStitched	chr12	27330041	27340542	2	7563	30835.1364	2372.1759	879			STK38L	879	1
1_MACS_peak_1925_lociStitched	chr1	192543641	192551197	1	7557	34960.8564	2752.6508	880	RGS1		RGS1	880	1
1_MACS_peak_10105_lociStitched	chr17	36856214	36863768	1	7555	52647.603	1889.2554	881	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	881	1
3_MACS_peak_21616_lociStitched	chr6	109404194	109417708	3	7548	18522.2884	2562.2544	882	CEP57L1,SESN1	CEP57L1	SESN1	882	1
3_MACS_peak_20423_lociStitched	chr5	172191290	172205529	3	7541	34802.9638	2886.2453	883	DUSP1		DUSP1	883	1
3_MACS_peak_2589_lociStitched	chr10	5930559	5947159	3	7532	13037.64	2382.1	884	FBXO18,ANKRD16		FBXO18	884	1
2_MACS_peak_23245_lociStitched	chr7	128572630	128582691	2	7531	62085.4249	3417.7217	885	IRF5	KCP	IRF5	885	1
2_MACS_peak_12740_lociStitched	chr2	37598586	37606878	2	7526	111679.1436	2071.3416	886	QPCT		QPCT	886	1
2_MACS_peak_2684_lociStitched	chr10	14776259	14785872	2	7523	22778.0035	1949.5164	887	FAM107B		FAM107B	887	1
3_MACS_peak_17801_lociStitched	chr3	193848234	193860437	3	7514	14432.4881	2604.1202	888	HES1		HES1	888	1
2_MACS_peak_5383_lociStitched	chr12	38931663	38939740	2	7513	20690.0432	1730.0934	889			ALG10B	889	1
2_MACS_peak_14798_lociStitched	chr20	31257764	31270336	2	7512	28158.7656	2192.5568	890		C20orf203	C20orf203	890	1
1_MACS_peak_13891_lociStitched	chr2	175457090	175464597	1	7508	74750.9525	1809.187	891	WIPF1		WIPF1	891	1
2_MACS_peak_20019_lociStitched	chr5	131435099	131443950	2	7508	75644.1864	2061.3979	892		IL3,CSF2	CSF2	892	1
1_MACS_peak_20486_lociStitched	chr5	176852161	176859666	1	7506	12865.8215	1739.659	893	GRK6	SLC34A1,PRR7,PFN3,F12,DBN1	GRK6	893	1
3_MACS_peak_2521_lociStitched	chr1	249112521	249121897	3	7493	23823.4784	2914.9984	894	MIR3124,SH3BP5L	ZNF672,ZNF692	SH3BP5L	894	1
3_MACS_peak_24544_lociStitched	chr8	145050094	145065535	3	7487	15797.6871	2569.3824	895	GRINA,PLEC,PARP10	SPATC1,PLEC,MIR661	PARP10	895	1
3_MACS_peak_16340_lociStitched	chr3	17780471	17791837	3	7486	18476.5696	1966.318	896	TBC1D5	TBC1D5	TBC1D5	896	1
3_MACS_peak_21019_lociStitched	chr6	33376756	33394595	3	7486	14301.5263	2682.9856	897	KIFC1,PHF1,SYNGAP1,CUTA	ZBTB9,LYPLA2P1	CUTA	897	1
2_MACS_peak_2120_lociStitched	chr1	207995234	208006259	2	7483	29132.46	3424.365	898	LOC148696	MIR29C,MIR29B2	LOC148696	898	1
2_MACS_peak_23509_lociStitched	chr8	1990982	2000628	2	7482	33971.2828	1750.749	899	MYOM2		MYOM2	899	1
3_MACS_peak_6823_lociStitched	chr13	103236809	103251285	3	7482	33879.6304	2408.8064	900	TPP2		TPP2	900	1
2_MACS_peak_17888_lociStitched	chr4	1712237	1724976	2	7471	22852.4921	1922.3151	901	TACC3,SLBP,TMEM129	FAM53A	TMEM129	901	1
2_MACS_peak_9752_lociStitched	chr17	7737237	7748830	2	7469	16328.7405	2310.4849	902	KDM6B	TMEM88,CYB5D1,CHD3,LSMD1	KDM6B	902	1
2_MACS_peak_4954_lociStitched	chr11	130697063	130705740	2	7463	24399.724	1947.9865	903			SNX19	903	1
2_MACS_peak_23099_lociStitched	chr7	110720257	110733831	2	7449	17157.536	3054.15	904	LRRN3,IMMP2L		LRRN3	904	1
2_MACS_peak_1607_lociStitched	chr1	159035898	159048423	2	7443	51615.525	3713.6625	905	AIM2		AIM2	905	1
4_MACS_peak_11197_lociStitched	chr18	47833523	47847900	4	7435	14188.6613	2508.7865	906		CCDC11,MBD1,CXXC1	CXXC1	906	1
1_MACS_peak_17278_lociStitched	chr3	135910081	135917514	1	7434	28564.2757	1572.8228	907	MSL2		MSL2	907	1
4_MACS_peak_5901_lociStitched	chr12	92885383	92900119	4	7431	9280.7328	2357.76	908			CLLU1OS	908	1
3_MACS_peak_24059_lociStitched	chr8	72165233	72177279	3	7430	23967.9262	2351.3792	909	EYA1		EYA1	909	1
2_MACS_peak_15878_lociStitched	chr22	36552351	36560317	2	7428	38141.208	1926.9754	910	APOL3	APOL4	APOL3	910	1
1_MACS_peak_7907_lociStitched	chr15	42894610	42902034	1	7425	36167.5008	1624.3712	911	STARD9		STARD9	911	1
2_MACS_peak_13945_lociStitched	chr2	182025895	182035700	2	7424	30762.207	1564.878	912			UBE2E3	912	1
3_MACS_peak_10339_lociStitched	chr17	46581774	46595889	3	7423	21443.508	2677.6155	913		HOXB1,HOXB2	HOXB1	913	1
3_MACS_peak_2070_lociStitched	chr1	205196228	205208003	3	7418	16811.1675	3262.8525	914	TMCC2	DSTYK	TMCC2	914	1
4_MACS_peak_6417_lociStitched	chr13	24367772	24386331	4	7416	11690.3141	1412.3399	915	MIPEP		PCOTH	915	1
2_MACS_peak_3055_lociStitched	chr10	70846143	70853869	2	7412	28884.4236	1822.5634	916	SRGN	VPS26A	SRGN	916	1
2_MACS_peak_4203_lociStitched	chr11	62597911	62610652	2	7409	37969.4541	2536.7331	917	STX5,WDR74	TMEM179B,SLC3A2,TMEM223,NXF1,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1	WDR74	917	1
