REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	21_0F27_0229Kronos_MM1S-No-Treatment-1_H3K27me3_hs-dm_i02.bam	35_0EXN_0229Kronos_MM1S-No-Treatment-1_Input_hs_i77.bam
9_MACS_peak_13038_lociStitched	chr17	7308198	7336210	9	26503	44925.645599999996	2837.6156
9_MACS_peak_15255_lociStitched	chr17	77458205	77486170	9	24832	32039.5005	2231.607
13_MACS_peak_27216_lociStitched	chr4	8261519	8289420	13	24999	31140.3061	1780.0837999999999
14_MACS_peak_24084_lociStitched	chr22	30866645	30894506	14	22203	30329.4846	2830.6776
3_MACS_peak_33218_lociStitched	chr9	136296549	136324373	3	27598	46780.491200000004	2623.8032
11_MACS_peak_19456_lociStitched	chr19	48212385	48240138	11	25291	35060.3649	2364.5556
13_MACS_peak_10706_lociStitched	chr16	195659	223381	13	22682	33460.454000000005	2542.1074000000003
8_MACS_peak_22743_lociStitched	chr20	62124240	62151742	8	25589	37262.4598	2865.7084
9_MACS_peak_16867_lociStitched	chr19	7750815	7778278	9	25697	32485.9827	3391.6805
9_MACS_peak_570_lociStitched	chr1	3296979	3324424	9	25579	36600.651999999995	2118.754
19_MACS_peak_2646_lociStitched	chr1	18978833	19006233	19	22245	27972.659999999996	2334.48
9_MACS_peak_18488_lociStitched	chr19	36343229	36370597	9	26439	34705.3608	2203.1240000000003
14_MACS_peak_32311_lociStitched	chr9	115822149	115849503	14	22867	22430.28	3389.1605999999997
4_MACS_peak_3037_lociStitched	chr1	21906654	21933902	4	26167	48733.048	2901.912
8_MACS_peak_16832_lociStitched	chr19	7542658	7569904	8	24573	32496.304200000002	3945.2208000000005
8_MACS_peak_25998_lociStitched	chr3	50411895	50439100	8	24791	33660.7465	2774.91
16_MACS_peak_22105_lociStitched	chr20	56773640	56800802	16	23048	27995.8734	2534.2146
4_MACS_peak_33285_lociStitched	chr9	136534723	136561874	4	26029	40338.2407	2131.3535
7_MACS_peak_16860_lociStitched	chr19	7717653	7744794	7	26544	42888.2082	4345.2741
9_MACS_peak_17223_lociStitched	chr19	11391456	11418542	9	23901	30975.5496	2946.9568
4_MACS_peak_29992_lociStitched	chr7	150940710	150967740	4	26256	65372.05499999999	4224.789
15_MACS_peak_1594_lociStitched	chr1	9677518	9704472	15	24813	33819.1838	2911.032
11_MACS_peak_10796_lociStitched	chr16	964815	991761	11	23564	30828.918599999997	1684.125
7_MACS_peak_590_lociStitched	chr1	3365563	3392459	7	23832	39881.3888	1605.6912
14_MACS_peak_3275_lociStitched	chr1	23118858	23145721	14	24325	28541.9375	2382.7481000000002
16_MACS_peak_31796_lociStitched	chr8	143602125	143628988	16	22862	28818.6264	1574.1718
2_MACS_peak_28397_lociStitched	chr6	31958443	31985291	2	26817	68368.432	3382.848
8_MACS_peak_5659_lociStitched	chr10	102881041	102907875	8	24282	41506.8312	2991.991
9_MACS_peak_6129_lociStitched	chr10	135044861	135071678	9	25859	37200.5424	2282.1267
6_MACS_peak_18044_lociStitched	chr19	18705797	18732579	6	24294	49375.2952	2287.1828
5_MACS_peak_24326_lociStitched	chr22	37519795	37546545	5	25931	37158.425	2717.7999999999997
10_MACS_peak_6437_lociStitched	chr11	1787048	1813765	10	24529	39020.178499999995	2516.7414000000003
13_MACS_peak_2199_lociStitched	chr1	17692324	17719038	13	24159	31944.6012	2463.0308
9_MACS_peak_131_lociStitched	chr1	1512302	1539001	9	24698	33905.0601	3006.3074
11_MACS_peak_16273_lociStitched	chr19	3581430	3608068	11	24887	40516.398	3470.9314
3_MACS_peak_21380_lociStitched	chr20	30434744	30461310	3	25854	44197.8542	3227.769
6_MACS_peak_17309_lociStitched	chr19	13102321	13128865	6	25222	49289.5536	2795.0832
7_MACS_peak_28401_lociStitched	chr6	32034413	32060899	7	25051	43974.7058	2902.8656
11_MACS_peak_299_lociStitched	chr1	2518677	2545118	11	24254	34479.064	1980.4308999999998
6_MACS_peak_15677_lociStitched	chr17	81010934	81037375	6	25044	42342.617399999996	2464.3012000000003
12_MACS_peak_19354_lociStitched	chr19	46980042	47006456	12	23076	34282.7306	2715.3592
5_MACS_peak_12833_lociStitched	chr17	4478886	4505259	5	25870	46408.568100000004	2463.2382
11_MACS_peak_25400_lociStitched	chr22	49278476	49304772	11	21617	28762.564800000004	2195.7160000000003
7_MACS_peak_10757_lociStitched	chr16	859916	886201	7	25119	38738.833	1976.632
8_MACS_peak_14383_lociStitched	chr17	61552219	61578455	8	23859	37714.25	2392.7232
8_MACS_peak_7043_lociStitched	chr11	64285156	64311345	8	23758	30654.224500000004	2516.7629
11_MACS_peak_24802_lociStitched	chr22	44692366	44718523	11	24114	30070.087199999998	1995.7791000000002
7_MACS_peak_31413_lociStitched	chr8	142063944	142090071	7	24513	37134.3051	3090.8241000000003
4_MACS_peak_26158_lociStitched	chr3	128168769	128194889	4	25303	38602.748	2638.1200000000003
6_MACS_peak_24524_lociStitched	chr22	42719213	42745278	6	24556	34872.3635	2296.3265
9_MACS_peak_13088_lociStitched	chr17	7688693	7714749	9	23561	31605.928000000004	2563.9104
16_MACS_peak_13805_lociStitched	chr17	41705323	41731261	16	22529	26560.512	2342.2014
16_MACS_peak_26528_lociStitched	chr4	3721067	3747004	16	22472	27921.1805	1665.1553999999999
12_MACS_peak_23545_lociStitched	chr22	18937118	18963052	12	22942	33317.4098	2012.4784
8_MACS_peak_16237_lociStitched	chr19	3333464	3359317	8	25546	35279.0038	3086.8482000000004
1_MACS_peak_29956_lociStitched	chr7	149470053	149495871	1	25819	65247.2496	3717.792
6_MACS_peak_1679_lociStitched	chr1	10955771	10981570	6	23708	36920.9489	2283.2115
4_MACS_peak_4699_lociStitched	chr1	201322332	201348024	4	25298	40508.5764	3941.1528000000003
7_MACS_peak_28553_lociStitched	chr6	34012895	34038568	7	25078	35154.0389	2865.1068
19_MACS_peak_16417_lociStitched	chr19	5170502	5196169	19	20767	24476.0512	2851.6037
13_MACS_peak_3327_lociStitched	chr1	23222614	23248274	13	21887	27433.106	2027.14
8_MACS_peak_28663_lociStitched	chr6	41602939	41628584	8	24444	38082.825000000004	2174.696
14_MACS_peak_19109_lociStitched	chr19	45305037	45330664	14	22626	30375.683100000002	2365.3721
10_MACS_peak_23474_lociStitched	chr21	47466991	47492584	10	22414	31671.3375	2715.4173
4_MACS_peak_4521_lociStitched	chr1	156389299	156414812	4	25492	54942.245500000005	4765.828399999999
11_MACS_peak_24179_lociStitched	chr22	36969291	36994784	11	23391	30362.163	2605.3846
10_MACS_peak_29593_lociStitched	chr7	100341996	100367481	10	23535	29481.048000000003	2173.8705
5_MACS_peak_17992_lociStitched	chr19	18317304	18342755	5	23613	38140.8686	2674.9001
17_MACS_peak_18449_lociStitched	chr19	36283111	36308531	17	21095	26167.348	2282.7160000000003
8_MACS_peak_21827_lociStitched	chr20	48956627	48982022	8	23342	30141.325500000003	2760.4365000000003
11_MACS_peak_26767_lociStitched	chr4	7145204	7170546	11	23523	29723.631800000003	2098.3176
12_MACS_peak_21122_lociStitched	chr2	241614421	241639716	12	22779	24708.156	1004.2115
9_MACS_peak_9446_lociStitched	chr13	114049227	114074484	9	22949	35150.1669	2558.5341
12_MACS_peak_29008_lociStitched	chr7	1455754	1480974	12	22777	31318.196	1800.708
5_MACS_peak_7360_lociStitched	chr11	68758375	68783516	5	24178	42324.8735	2136.985
9_MACS_peak_32651_lociStitched	chr9	132527280	132552392	9	23601	29516.6448	2453.4424
9_MACS_peak_497_lociStitched	chr1	3067789	3092899	9	22959	28773.549	1486.5120000000002
10_MACS_peak_466_lociStitched	chr1	2978638	3003729	10	22722	31466.6231	1131.6041
7_MACS_peak_16245_lociStitched	chr19	3360413	3385496	7	24352	37692.2241	2904.6114000000002
8_MACS_peak_6119_lociStitched	chr10	135008249	135033280	8	22380	27829.465799999998	1652.046
1_MACS_peak_21005_lociStitched	chr2	220374341	220399349	1	25009	47947.8384	2545.8144
15_MACS_peak_33137_lociStitched	chr9	136035753	136060758	15	21421	27195.438	2705.541
5_MACS_peak_9362_lociStitched	chr13	113667126	113692106	5	23944	34999.478	2363.108
7_MACS_peak_7210_lociStitched	chr11	66313778	66338751	7	22817	31548.390900000002	2644.6407
5_MACS_peak_2037_lociStitched	chr1	17083913	17108871	5	24353	38365.4376	4884.2806
11_MACS_peak_6333_lociStitched	chr11	1386081	1411008	11	22453	30458.3013	2245.9227
9_MACS_peak_29284_lociStitched	chr7	27190700	27215532	9	19364	31720.396800000002	2547.7632
6_MACS_peak_22807_lociStitched	chr20	62667696	62692514	6	22224	37991.3944	2600.9264000000003
12_MACS_peak_19728_lociStitched	chr19	49647534	49672296	12	22078	27000.484800000002	3300.7746
12_MACS_peak_1977_lociStitched	chr1	16488206	16512957	12	21212	28555.2287	2385.9964
9_MACS_peak_12635_lociStitched	chr17	857595	882343	9	21414	27329.2164	2561.4179999999997
5_MACS_peak_23633_lociStitched	chr22	20256368	20280979	5	23926	41513.834800000004	2232.2177
13_MACS_peak_2730_lociStitched	chr1	19124627	19149180	13	19988	24209.257999999998	2114.0133
10_MACS_peak_33557_lociStitched	chr9	137817675	137842166	10	20980	27716.464699999997	1922.5435
7_MACS_peak_15139_lociStitched	chr17	76550661	76575122	7	22222	32814.4315	2262.6425
2_MACS_peak_4548_lociStitched	chr1	156860686	156885141	2	23704	54001.531	4044.857
13_MACS_peak_24952_lociStitched	chr22	45093445	45117852	13	20114	24504.628	1757.3039999999999
12_MACS_peak_32753_lociStitched	chr9	133290910	133315313	12	22180	33109.9904	2157.2252000000003
15_MACS_peak_34312_lociStitched	chrX	152790648	152815038	15	21262	26226.567	1214.6219999999998
10_MACS_peak_14009_lociStitched	chr17	43865249	43889635	10	22170	27290.3726	2255.705
11_MACS_peak_16592_lociStitched	chr19	5731010	5755373	11	21745	28190.4273	3279.2598
7_MACS_peak_20992_lociStitched	chr2	220298314	220322671	7	22380	35283.550200000005	1985.0955000000001
13_MACS_peak_33720_lociStitched	chr9	138131041	138155345	13	21673	25473.0224	1550.5952
14_MACS_peak_12498_lociStitched	chr17	138656	162918	14	20179	29524.4278	2494.1336
12_MACS_peak_19685_lociStitched	chr19	49253544	49277806	12	20562	27035.1466	2161.7442
11_MACS_peak_24053_lociStitched	chr22	30638469	30662716	11	19774	27888.8994	2713.2393
10_MACS_peak_18374_lociStitched	chr19	35819646	35843809	10	23634	31622.1181	2312.3990999999996
10_MACS_peak_11175_lociStitched	chr16	5049866	5073998	10	21393	27109.8888	2280.474
4_MACS_peak_31430_lociStitched	chr8	142332286	142356340	4	23560	34221.6258	2061.4278
16_MACS_peak_11931_lociStitched	chr16	85486641	85510644	16	18906	22161.9699	936.117
16_MACS_peak_7608_lociStitched	chr11	69939845	69963837	16	19229	24997.2648	1775.408
1_MACS_peak_10980_lociStitched	chr16	2860308	2884226	1	23919	40237.2514	2757.7454
5_MACS_peak_29315_lociStitched	chr7	44257084	44280902	5	22500	43579.7946	2210.3104
8_MACS_peak_33523_lociStitched	chr9	137656406	137680122	8	23031	33579.4844	1776.3283999999999
6_MACS_peak_28560_lociStitched	chr6	34041187	34064856	6	23149	31041.893500000002	2236.7205
6_MACS_peak_1070_lociStitched	chr1	6299151	6322800	6	22393	37185.6876	2159.1537000000003
10_MACS_peak_33244_lociStitched	chr9	136430151	136453747	10	20801	30200.5204	1446.4348
11_MACS_peak_2246_lociStitched	chr1	17881065	17904648	11	21283	26358.7191	2146.053
6_MACS_peak_10135_lociStitched	chr15	42151899	42175470	6	22682	36120.2004	2430.1701
7_MACS_peak_3184_lociStitched	chr1	22907604	22931063	7	22018	32044.994000000002	1510.7595999999999
4_MACS_peak_19136_lociStitched	chr19	45368088	45391520	4	22250	32476.751999999997	2235.4128
18_MACS_peak_26946_lociStitched	chr4	7514524	7537953	18	17238	21090.7858	1529.9136999999998
13_MACS_peak_33792_lociStitched	chr9	138293074	138316496	13	20361	23672.6154	1946.3682
5_MACS_peak_32854_lociStitched	chr9	133935442	133958858	5	23186	34395.7624	2226.8616
7_MACS_peak_8219_lociStitched	chr11	118020020	118043424	7	20901	33331.9768	2700.8216
9_MACS_peak_10652_lociStitched	chr15	91192556	91215838	9	20338	33209.4448	3387.531
6_MACS_peak_32021_lociStitched	chr8	144466747	144489988	6	22632	39319.1238	2180.0058
4_MACS_peak_25229_lociStitched	chr22	45968494	45991662	4	21547	32201.203199999996	2068.9024
10_MACS_peak_28872_lociStitched	chr7	953345	976456	10	21146	28112.2204	1481.4151000000002
9_MACS_peak_14020_lociStitched	chr17	43894380	43917470	9	21248	31656.39	2500.647
8_MACS_peak_26505_lociStitched	chr4	3643943	3667016	8	21992	28439.779799999997	1702.7874000000002
7_MACS_peak_23410_lociStitched	chr21	46987033	47010091	7	21993	35587.7172	2873.0268
5_MACS_peak_13061_lociStitched	chr17	7607150	7630118	5	21848	36898.092000000004	2425.4208
9_MACS_peak_4689_lociStitched	chr1	201273953	201296882	9	19932	27695.9391	3611.3175
2_MACS_peak_16849_lociStitched	chr19	7641033	7663957	2	22629	35076.0124	2789.8508
4_MACS_peak_16584_lociStitched	chr19	5543511	5566421	4	22587	31970.905	2652.978
3_MACS_peak_10905_lociStitched	chr16	1567682	1590535	3	22627	39718.514	2230.4528
2_MACS_peak_6594_lociStitched	chr11	2426588	2449432	2	22734	57674.2468	2346.0788
13_MACS_peak_33815_lociStitched	chr9	138343721	138366484	13	18748	22280.4244	1987.2099
9_MACS_peak_15012_lociStitched	chr17	75847638	75870367	9	19787	29204.4921	3093.4169
6_MACS_peak_3031_lociStitched	chr1	21882065	21904763	6	21995	31103.0694	2122.263
13_MACS_peak_24740_lociStitched	chr22	44281535	44304192	13	19738	25260.2893	1694.7436
11_MACS_peak_27320_lociStitched	chr4	8689562	8712197	11	19908	24441.273	1765.53
3_MACS_peak_33225_lociStitched	chr9	136344560	136367154	3	21105	36227.2196	2080.9074
12_MACS_peak_9379_lociStitched	chr13	113731310	113753877	12	19746	27691.9657	1726.3754999999999
11_MACS_peak_3118_lociStitched	chr1	22637283	22659832	11	20689	23956.0576	1889.6062
12_MACS_peak_15147_lociStitched	chr17	76580307	76602851	12	18929	24273.1248	2247.6367999999998
11_MACS_peak_403_lociStitched	chr1	2832274	2854774	11	19805	25924.499999999996	1764.0
10_MACS_peak_10519_lociStitched	chr15	78152308	78174770	10	19580	25770.6526	2115.9204
9_MACS_peak_476_lociStitched	chr1	3005569	3028009	9	20727	28016.34	1303.764
4_MACS_peak_16004_lociStitched	chr19	1790684	1813108	4	21794	43724.5576	3318.752
7_MACS_peak_16973_lociStitched	chr19	8179020	8201441	7	21251	27275.1465	2569.4465999999998
13_MACS_peak_25073_lociStitched	chr22	45334628	45357033	13	20668	24188.438	1413.7555
3_MACS_peak_23148_lociStitched	chr21	44863807	44886208	3	21479	39833.4582	3210.0633000000003
6_MACS_peak_8806_lociStitched	chr12	52222825	52245225	6	19958	27610.239999999998	2394.56
6_MACS_peak_275_lociStitched	chr1	2414447	2436785	6	20424	29421.3798	1556.9586
15_MACS_peak_33772_lociStitched	chr9	138255824	138278089	15	17266	20986.989	1534.0585
19_MACS_peak_3136_lociStitched	chr1	22685290	22707534	19	17040	21638.9632	2015.3064
9_MACS_peak_8454_lociStitched	chr12	146742	168972	9	19419	27934.217999999997	5259.618
15_MACS_peak_20290_lociStitched	chr19	56055132	56077354	15	18276	22315.3324	1651.0946000000001
3_MACS_peak_560_lociStitched	chr1	3263143	3285355	3	21381	30332.707199999997	1519.3008
14_MACS_peak_24381_lociStitched	chr22	37963566	37985724	14	19050	22483.722599999997	2293.353
9_MACS_peak_17834_lociStitched	chr19	17634483	17656612	9	19604	28900.474000000002	2350.0998
11_MACS_peak_28516_lociStitched	chr6	33909321	33931418	11	18050	22744.442100000004	1898.1323
8_MACS_peak_26091_lociStitched	chr3	52530827	52552856	8	19305	30446.2809	2409.9726
7_MACS_peak_25761_lociStitched	chr3	13668598	13690537	7	20937	28610.6499	1801.1919
8_MACS_peak_15873_lociStitched	chr19	405351	427262	8	19544	26391.799499999997	2033.3408
7_MACS_peak_15455_lociStitched	chr17	78053288	78075171	7	19818	30732.485200000003	2098.5797
6_MACS_peak_6364_lociStitched	chr11	1457737	1479607	6	20508	30432.105	1417.176
3_MACS_peak_10529_lociStitched	chr15	78180220	78202062	3	21765	35849.2746	2210.4103999999998
3_MACS_peak_19013_lociStitched	chr19	42423829	42445602	3	21396	41007.2682	2749.9299
9_MACS_peak_16980_lociStitched	chr19	8202933	8224702	9	19957	29000.6618	2409.8283
9_MACS_peak_15159_lociStitched	chr17	76604281	76626018	9	20955	26136.568799999997	2104.1416
7_MACS_peak_21006_lociStitched	chr2	220419045	220440710	7	19496	29436.2355	1945.517
6_MACS_peak_34094_lociStitched	chr9	140048156	140069812	6	20384	41261.1768	2009.6768
8_MACS_peak_33497_lociStitched	chr9	137580169	137601822	8	20508	28441.2155	1528.7017999999998
4_MACS_peak_6267_lociStitched	chr11	843029	864640	4	20488	40490.3696	1817.4850999999999
5_MACS_peak_10929_lociStitched	chr16	2066644	2088230	5	20537	35558.6178	2085.2076
11_MACS_peak_33948_lociStitched	chr9	138934377	138955950	11	19631	27414.968399999998	1039.8186
9_MACS_peak_34085_lociStitched	chr9	140022206	140043736	9	20034	30032.197	2045.3500000000001
5_MACS_peak_622_lociStitched	chr1	3666747	3688274	5	21193	32066.6192	2251.7242
8_MACS_peak_345_lociStitched	chr1	2715517	2737042	8	19824	26148.570000000003	1373.2949999999998
9_MACS_peak_22770_lociStitched	chr20	62383803	62405309	9	19942	26994.3312	1991.4556
9_MACS_peak_11132_lociStitched	chr16	4363711	4385196	9	17832	28703.960000000003	2019.59
7_MACS_peak_10909_lociStitched	chr16	1954852	1976311	7	19056	31379.4957	2212.4229
3_MACS_peak_26162_lociStitched	chr3	128196132	128217590	3	20980	44671.2644	2291.7144000000003
9_MACS_peak_30280_lociStitched	chr7	155608573	155630027	9	19139	24191.5304	2411.4296
11_MACS_peak_33761_lociStitched	chr9	138230596	138252041	11	19312	24179.2375	1503.2945
12_MACS_peak_1956_lociStitched	chr1	16410638	16432031	12	19811	24409.413	2222.7327
10_MACS_peak_29021_lociStitched	chr7	1547748	1569045	10	17882	23390.4951	2097.7545
6_MACS_peak_7085_lociStitched	chr11	64398735	64419899	6	19630	26213.730399999997	1841.2679999999998
16_MACS_peak_31491_lociStitched	chr8	142529454	142550596	16	16686	20034.1592	1403.8288
5_MACS_peak_23288_lociStitched	chr21	46114375	46135499	5	20504	34675.046	2291.954
6_MACS_peak_12671_lociStitched	chr17	1150399	1171508	6	19859	24186.692199999998	2362.0971
4_MACS_peak_10742_lociStitched	chr16	740958	762061	4	20439	37736.3846	1502.5336
10_MACS_peak_5226_lociStitched	chr10	71483667	71504725	10	18202	24747.3616	2101.5884
15_MACS_peak_6722_lociStitched	chr11	44322128	44343174	15	17764	23512.5912	1639.4833999999998
4_MACS_peak_26313_lociStitched	chr3	195528235	195549222	4	19541	33789.07	2996.9436
12_MACS_peak_31109_lociStitched	chr8	7869784	7890704	12	18160	23436.676000000003	2209.152
13_MACS_peak_30143_lociStitched	chr7	155034791	155055653	13	14955	18903.0582	2351.1474
13_MACS_peak_217_lociStitched	chr1	2057044	2077902	13	17237	21208.414399999998	1756.2436
6_MACS_peak_22984_lociStitched	chr21	43130228	43151071	6	19718	31187.3809	2522.0029999999997
2_MACS_peak_62_lociStitched	chr1	955453	976287	2	20801	42440.9414	1931.3118000000002
5_MACS_peak_23294_lociStitched	chr21	46140539	46161363	5	20132	30996.523999999998	2286.4752
9_MACS_peak_19607_lociStitched	chr19	49042897	49063700	9	18025	25115.461900000002	2022.0515999999998
6_MACS_peak_14106_lociStitched	chr17	46690941	46711727	6	20049	34650.262	2361.2896
8_MACS_peak_25578_lociStitched	chr22	50587683	50608442	8	17293	24566.2006	2115.3421000000003
12_MACS_peak_23421_lociStitched	chr21	47024482	47045224	12	17751	23233.114200000004	2333.475
6_MACS_peak_15229_lociStitched	chr17	77306714	77327409	6	20008	26162.619	1831.5075
10_MACS_peak_3433_lociStitched	chr1	29558972	29579653	10	18958	26916.321500000002	2202.5265
3_MACS_peak_22578_lociStitched	chr20	60783660	60804321	3	19156	33627.8436	1586.7648
5_MACS_peak_13714_lociStitched	chr17	39765821	39786478	5	20204	31365.588799999998	1840.5387
7_MACS_peak_15463_lociStitched	chr17	78079532	78100153	7	18691	28026.001099999998	1880.6352000000002
7_MACS_peak_19588_lociStitched	chr19	48997267	49017881	7	18559	28863.722799999996	2791.1356
8_MACS_peak_33025_lociStitched	chr9	135412327	135432913	8	16940	20067.2328	1908.3222
17_MACS_peak_3770_lociStitched	chr1	30785129	30805714	17	16019	19041.125	1924.6975
16_MACS_peak_13269_lociStitched	chr17	18325452	18345998	16	16207	17332.6056	1604.6426000000001
10_MACS_peak_1032_lociStitched	chr1	5892616	5913140	10	18937	22393.736399999998	1555.7192000000002
8_MACS_peak_24425_lociStitched	chr22	38844117	38864566	8	19075	27207.3945	2208.492
6_MACS_peak_32811_lociStitched	chr9	133524176	133544612	6	19408	32732.3412	1767.714
8_MACS_peak_2991_lociStitched	chr1	21018523	21038939	8	15288	20189.3824	2578.5407999999998
13_MACS_peak_14708_lociStitched	chr17	72413522	72433915	13	17903	22573.0117	1731.3657
