REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X21_0F27_0229Kronos_MM1S.No.Treatment.1_H3K27me3_hs.dm_i02.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
6_MACS_peak_11391_lociStitched	chr16	31007923	31026668	6	17411	24100.4465	1891.3705	600	STX1B	ORAI3,SETD1A,HSD3B7,STX4,ZNF668	STX1B	STX1B	0.7749	600	1
9_MACS_peak_2290_lociStitched	chr1	17982017	18002004	9	18151	22389.4374	1790.8352	601	ARHGEF10L		ARHGEF10L	ARHGEF10L	0.9784999999999999	601	1
10_MACS_peak_32115_lociStitched	chr8	145552545	145571277	10	16301	25837.0476	1577.2344	602	SCRT1	HSF1,GPR172A,ADCK5,BOP1,DGAT1,C8ORFK29,FBXL6,MIR939	SCRT1	SCRT1	1.1306999999999998	602	1
8_MACS_peak_15393_lociStitched	chr17	77874482	77892892	8	17424	24056.347	1958.824	603			CBX4	CBX4	0.8795999999999999	603	1
4_MACS_peak_13538_lociStitched	chr17	34488433	34504836	4	15538	29917.4317	4469.8175	604	TBC1D3B	CCL4L1,CCL3L3,CCL3L1	TBC1D3B	TBC1D3B	1.2690000000000001	604	1
4_MACS_peak_26571_lociStitched	chr4	3820906	3838555	4	17452	23360.2164	1447.218	605			ADRA2C	ADRA2C	0.6533	605	1
4_MACS_peak_27719_lociStitched	chr5	1652556	1670224	4	16411	25664.5368	1793.302	606		LOC728613,MIR4277	LOC728613	MIR4277	0.37539999999999996	606	1
5_MACS_peak_22798_lociStitched	chr20	62463147	62481047	5	16412	25289.12	1455.27	607		C20orf135,TPD52L2,DNAJC5,ZBTB46	C20orf135	ZBTB46	0.8889	607	1
13_MACS_peak_14708_lociStitched	chr17	72413522	72433915	13	17903	22573.0117	1731.3657	608	GPRC5C	GPR142,CD300A	GPRC5C	GPR142	1.1481	608	1
9_MACS_peak_3194_lociStitched	chr1	22939289	22959051	9	18320	21736.2238	1863.5566	609		EPHA8,C1QA,C1QC,C1QB	C1QA	EPHA8	1.1153	609	1
7_MACS_peak_33294_lociStitched	chr9	136590808	136610037	7	17609	23215.1717	1738.3016	610	SARDH		SARDH	SARDH	1.2298	610	1
13_MACS_peak_10001_lociStitched	chr14	106081368	106101351	13	17275	23845.7139	1682.5686	611			TMEM121	TMEM121	NONE	611	1
7_MACS_peak_10558_lociStitched	chr15	79054229	79072985	7	17342	23580.0432	1562.3748	612	ADAMTS7	LOC646938	LOC646938	LOC646938	0.18649999999999997	612	1
12_MACS_peak_23421_lociStitched	chr21	47024482	47045224	12	17751	23233.1142	2333.475	613			SLC19A1	SLC19A1	0.09490000000000001	613	1
4_MACS_peak_28462_lociStitched	chr6	33760577	33779264	4	17932	22198.2873	1775.265	614	MLN	IP6K3,LEMD2	MLN	MLN	1.0097	614	1
10_MACS_peak_20326_lociStitched	chr19	56267070	56286317	10	17489	24264.6929	3152.6586	616	RFPL4A	NLRP9	RFPL4A	RFPL4A	1.0266	616	1
6_MACS_peak_22520_lociStitched	chr20	60468892	60487290	6	17257	22793.2822	1217.9476	617	CDH4	MIR1257	MIR1257	MIR1257	0.43429999999999996	617	1
8_MACS_peak_14204_lociStitched	chr17	47594108	47613914	8	16842	24196.9902	2012.2896	619		NGFR,NXPH3	NGFR	NGFR	1.3019	619	1
5_MACS_peak_23076_lociStitched	chr21	44011229	44028536	5	16760	24620.9382	2405.673	620		PDE9A	PDE9A	PDE9A	1.7172	620	1
9_MACS_peak_12324_lociStitched	chr16	88490166	88509379	9	16853	22588.7241	878.0341	621	ZNF469	ZFPM1	ZNF469	ZNF469	1.0415999999999999	621	1
7_MACS_peak_8255_lociStitched	chr11	119210060	119226943	7	15036	26729.1656	1921.2854	622	C1QTNF5,USP2	RNF26,LOC100499227,MCAM	C1QTNF5	C1QTNF5	1.2256	622	1
5_MACS_peak_4866_lociStitched	chr1	205626052	205643677	5	16182	25743.075	2904.6	623	SLC45A3	ELK4	SLC45A3	SLC45A3	0.8992	623	1
4_MACS_peak_32624_lociStitched	chr9	132405219	132421932	4	15802	24848.8884	1560.9942	624		METTL11A,PRRX2,C9orf50,ASB6	ASB6	PRRX2	1.3624	624	1
10_MACS_peak_15030_lociStitched	chr17	75908596	75928198	10	17218	22530.5388	2117.016	625		FLJ45079	FLJ45079	FLJ45079	0.9725999999999999	625	1
4_MACS_peak_32866_lociStitched	chr9	133980574	133998357	4	16893	23009.4237	2014.8139	626	AIF1L	NUP214	NUP214	NONE	NONE	626	1
7_MACS_peak_10336_lociStitched	chr15	74559787	74578046	7	17220	21998.4432	1723.6496	627	CCDC33	CCDC33	CCDC33	CCDC33	0.9664999999999999	627	1
11_MACS_peak_288_lociStitched	chr1	2497381	2515978	11	16914	22768.3071	1895.0343	628		TNFRSF14,C1orf93,PANK4,HES5,LOC115110,MMEL1	C1orf93	HES5	1.5648	628	1
9_MACS_peak_18018_lociStitched	chr19	18491972	18509829	9	16999	22544.4625	1962.4843	631	GDF15,MIR3189,LRRC25	PGPEP1,SSBP4,ISYNA1	MIR3189	MIR3189	1.1498	631	1
11_MACS_peak_14134_lociStitched	chr17	47033966	47052837	11	17080	22292.3123	1917.2936	632	GIP	UBE2Z,IGF2BP1,SNF8	GIP	GIP	0.9739	632	1
18_MACS_peak_26946_lociStitched	chr4	7514524	7537953	18	17238	21090.7858	1529.9137	633	SORCS2		MIR4274	MIR4274	0.7467999999999999	633	1
15_MACS_peak_33772_lociStitched	chr9	138255824	138278089	15	17266	20986.989	1534.0585	635			KIAA0649	KIAA0649	0.10279999999999999	635	1
7_MACS_peak_10778_lociStitched	chr16	915670	933567	7	16740	22140.3787	1540.9317	636	LMF1		PRR25	PRR25	1.0069	636	1
13_MACS_peak_217_lociStitched	chr1	2057044	2077902	13	17237	21208.4144	1756.2436	637	PRKCZ	LOC100128003,C1orf86	PRKCZ	PRKCZ	0.9177	637	1
6_MACS_peak_24478_lociStitched	chr22	40009932	40027797	6	16044	23735.439	1943.712	638	CACNA1I		CACNA1I	CACNA1I	1.0412000000000001	638	1
9_MACS_peak_10945_lociStitched	chr16	2343210	2361832	9	16111	23357.5746	1711.3618	639	ABCA3	MIR3677,MIR940,ABCA17P,DCI,RNPS1	MIR940	MIR940	0.27640000000000003	639	1
19_MACS_peak_3136_lociStitched	chr1	22685290	22707534	19	17040	21638.9632	2015.3064	641			ZBTB40	ZBTB40	NONE	641	1
8_MACS_peak_1212_lociStitched	chr1	7279612	7298896	8	16921	21347.388	1492.5816	642	CAMTA1		CAMTA1	CAMTA1	0.495	642	1
2_MACS_peak_18061_lociStitched	chr19	18899070	18915886	2	16613	22208.8912	1960.7456	644	COMP	UPF1	COMP	COMP	1.0548	644	1
6_MACS_peak_17425_lociStitched	chr19	13973476	13990834	6	15667	23862.0426	1838.2122	646	MIR181C,MIR181D,NANOS3	CC2D1A,LOC284454,MIR24-2,MIR27A,MIR23A,C19orf57	MIR181C	MIR181C	1.2238	646	1
4_MACS_peak_16261_lociStitched	chr19	3451922	3467763	4	15504	24052.9744	1831.2196	647	NFIC	FZR1,C19orf77,DOHH	C19orf77	C19orf77	1.2815999999999999	647	1
9_MACS_peak_19153_lociStitched	chr19	45714572	45732288	9	16729	21282.2308	1525.3476	648	EXOC3L2	BLOC1S3,MARK4,TRAPPC6A	EXOC3L2	EXOC3L2	0.9735999999999999	648	1
8_MACS_peak_23152_lociStitched	chr21	44896707	44915776	8	16578	22663.5065	2892.7673	649	C21orf84	C21orf125,SIK1	C21orf84	C21orf125	1.9524	649	1
4_MACS_peak_26524_lociStitched	chr4	3701327	3719286	4	16558	20900.6842	1104.4785	650		ADRA2C,LOC100133461	LOC100133461	LOC100133461	0.8891	650	1
8_MACS_peak_15122_lociStitched	chr17	76517901	76536209	8	16590	21387.4056	1684.336	651	DNAH17		DNAH17	DNAH17	0.8942	651	1
4_MACS_peak_23082_lociStitched	chr21	44032839	44048420	4	15042	24703.6755	2044.2272	652		PDE9A	PDE9A	PDE9A	1.7172	652	1
7_MACS_peak_1365_lociStitched	chr1	7688073	7705898	7	16533	21078.0625	1315.485	653	CAMTA1		VAMP3	VAMP3	NONE	653	1
13_MACS_peak_28920_lociStitched	chr7	1277261	1297388	13	16840	20155.1778	1211.6454	655		UNCX	UNCX	UNCX	0.5095000000000001	655	1
6_MACS_peak_25544_lociStitched	chr22	50477927	50495410	6	15885	22348.5189	1468.572	656	TTLL8	MOV10L1,IL17REL,MLC1	TTLL8	TTLL8	1.1383999999999999	656	1
6_MACS_peak_17928_lociStitched	chr19	17976804	17993796	6	15864	22458.3264	1765.4688	660	SLC5A5	RPL18AP3,RPL18A,SNORA68,INSL3,JAK3	SLC5A5	SLC5A5	0.9022	660	1
4_MACS_peak_16815_lociStitched	chr19	7036716	7053183	4	16094	23588.9775	3408.669	662	MBD3L2,MBD3L4	MBD3L5,ZNF557,EMR4P,FLJ25758,MBD3L3	MBD3L2	MBD3L2	1.1269	662	1
9_MACS_peak_3235_lociStitched	chr1	23033566	23052027	9	16028	21728.597	1602.4148	666	EPHB2		EPHB2	EPHB2	0.9306	666	1
6_MACS_peak_22997_lociStitched	chr21	43179547	43196379	6	15516	22942.016	1875.0848	668	RIPK4	NCRNA00112,C21orf129	RIPK4	NCRNA00112	1.4559	668	1
7_MACS_peak_15340_lociStitched	chr17	77684992	77702255	7	15794	22020.6828	1681.4162	672		ENPP7,CBX2	ENPP7	CBX2	1.6833	672	1
4_MACS_peak_16811_lociStitched	chr19	7016000	7033804	4	16246	22473.9892	3161.9904	673	MBD3L5	MBD3L2,ZNF557,EMR4P,FLJ25758,MBD3L4,MBD3L3	MBD3L5	MBD3L2	1.1269	673	1
4_MACS_peak_15022_lociStitched	chr17	75875582	75891250	4	15196	23420.5264	2036.84	675	FLJ45079		FLJ45079	FLJ45079	0.9725999999999999	675	1
4_MACS_peak_20820_lociStitched	chr2	128379450	128396652	4	15751	21633.2352	1584.3042	678	MYO7B,LIMS2	GPR17	GPR17	GPR17	0.712	678	1
8_MACS_peak_34355_lociStitched	chrX	152897049	152914917	8	15796	20734.0272	854.0904	679	DUSP9	SLC6A8,FAM58A,PNCK	DUSP9	DUSP9	0.8367	679	1
4_MACS_peak_16770_lociStitched	chr19	6701141	6717209	4	15184	23240.7552	2214.1704	680	C3	TRIP10,TNFSF14,GPR108	C3	C3	0.8072	680	1
6_MACS_peak_21729_lociStitched	chr20	44930927	44947176	6	16034	20727.2244	1644.3988	683		SLC35C2	SLC35C2	NONE	NONE	683	1
3_MACS_peak_4822_lociStitched	chr1	204975694	204991714	3	15690	21921.768	2226.78	686	NFASC	CNTN2	CNTN2	CNTN2	0.6741	686	1
10_MACS_peak_18412_lociStitched	chr19	36043463	36060874	10	15864	20586.7664	1485.1583	687	ATP4A	GAPDHS,TMEM147,HAUS5,DMKN,SBSN	ATP4A	DMKN	1.3824	687	1
4_MACS_peak_15100_lociStitched	chr17	76444934	76461135	4	15352	21199.0085	1684.904	695	DNAH17		PGS1	PGS1	0.037300000000000014	695	1
5_MACS_peak_148_lociStitched	chr1	1845280	1862072	5	15331	21131.0528	1776.5936	697	CALML6,TMEM52	GNB1	TMEM52	TMEM52	0.9901	697	1
6_MACS_peak_19162_lociStitched	chr19	45733761	45749869	6	15460	20397.5604	1460.9956	701	EXOC3L2	MARK4	EXOC3L2	EXOC3L2	0.9735999999999999	701	1
5_MACS_peak_32912_lociStitched	chr9	134706768	134722652	5	15117	21017.7088	1396.2036	702			RAPGEF1	RAPGEF1	NONE	702	1
