#21_0F27_0229Kronos_MM1S-No-Treatment-1_H3K27me3_hs-dm_i02_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/21_0F27_0229Kronos_MM1S-No-Treatment-1_H3K27me3_hs-dm_i02_ROSE/21_0F27_0229Kronos_MM1S-No-Treatment-1_H3K27me3_hs-dm_i02_peaks_1KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X21_0F27_0229Kronos_MM1S.No.Treatment.1_H3K27me3_hs.dm_i02.bam
#Using cutoff of 18823.2984 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X21_0F27_0229Kronos_MM1S.No.Treatment.1_H3K27me3_hs.dm_i02.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	isSuper
12_MACS_peak_19622_lociStitched	chr19	49078770	49111283	12	29499	42956.1756	3644.7073	261	1
5_MACS_peak_23633_lociStitched	chr22	20256368	20280979	5	23926	41513.8348	2232.2177	262	1
6_MACS_peak_34094_lociStitched	chr9	140048156	140069812	6	20384	41261.1768	2009.6768	263	1
5_MACS_peak_24519_lociStitched	chr22	42685729	42717169	5	29974	42154.752	2933.352	264	1
10_MACS_peak_23437_lociStitched	chr21	47347686	47380334	10	28842	43114.9488	3911.2304	265	1
9_MACS_peak_3175_lociStitched	chr1	22871395	22903407	9	30854	41794.8672	2676.2032	266	1
7_MACS_peak_246_lociStitched	chr1	2129708	2158667	7	27169	41619.8748	2646.8526	267	1
23_MACS_peak_369_lociStitched	chr1	2776283	2811872	23	31171	40898.8788	2049.9264	268	1
4_MACS_peak_6267_lociStitched	chr11	843029	864640	4	20488	40490.3696	1817.4851	269	1
2_MACS_peak_15616_lociStitched	chr17	79759015	79773776	2	14660	40046.593	1480.5283	270	1
7_MACS_peak_16860_lociStitched	chr19	7717653	7744794	7	26544	42888.2082	4345.2741	271	1
8_MACS_peak_5659_lociStitched	chr10	102881041	102907875	8	24282	41506.8312	2991.991	272	1
7_MACS_peak_590_lociStitched	chr1	3365563	3392459	7	23832	39881.3888	1605.6912	273	1
3_MACS_peak_19013_lociStitched	chr19	42423829	42445602	3	21396	41007.2682	2749.9299	274	1
4_MACS_peak_33285_lociStitched	chr9	136534723	136561874	4	26029	40338.2407	2131.3535	275	1
12_MACS_peak_20217_lociStitched	chr19	55668154	55700350	12	29694	41304.2484	3309.7488	276	1
10_MACS_peak_17979_lociStitched	chr19	18134480	18169275	10	32625	41945.3725	4046.6585	277	1
15_MACS_peak_7091_lociStitched	chr11	64421065	64456001	15	32019	41231.4672	3521.5488	278	1
8_MACS_peak_31828_lociStitched	chr8	143675513	143707512	8	29620	39550.764	1964.7386	279	1
13_MACS_peak_26650_lociStitched	chr4	6324976	6359691	13	29732	40887.327	3315.2825	280	1
3_MACS_peak_10905_lociStitched	chr16	1567682	1590535	3	22627	39718.514	2230.4528	281	1
1_MACS_peak_10980_lociStitched	chr16	2860308	2884226	1	23919	40237.2514	2757.7454	282	1
14_MACS_peak_21797_lociStitched	chr20	48881506	48916142	14	31678	40486.0204	3072.2132	283	1
22_MACS_peak_1291_lociStitched	chr1	7507915	7547303	22	32381	40597.2116	3273.1428	284	1
18_MACS_peak_13324_lociStitched	chr17	19097424	19140318	18	39702	42224.8536	5078.6496	285	1
6_MACS_peak_32021_lociStitched	chr8	144466747	144489988	6	22632	39319.1238	2180.0058	286	1
12_MACS_peak_17211_lociStitched	chr19	11357336	11389648	12	28810	40490.1672	3434.7656	287	1
11_MACS_peak_16273_lociStitched	chr19	3581430	3608068	11	24887	40516.398	3470.9314	288	1
16_MACS_peak_15061_lociStitched	chr17	76290921	76323160	16	29123	40405.1387	3462.4686	289	1
7_MACS_peak_10757_lociStitched	chr16	859916	886201	7	25119	38738.833	1976.632	290	1
3_MACS_peak_23148_lociStitched	chr21	44863807	44886208	3	21479	39833.4582	3210.0633	291	1
4_MACS_peak_4699_lociStitched	chr1	201322332	201348024	4	25298	40508.5764	3941.1528	292	1
10_MACS_peak_6437_lociStitched	chr11	1787048	1813765	10	24529	39020.1785	2516.7414	293	1
2_MACS_peak_34143_lociStitched	chr9	140317869	140334448	2	16536	38096.8841	1697.6896	294	1
13_MACS_peak_29556_lociStitched	chr7	100210198	100240834	13	28546	39676.6836	3388.3416	295	1
8_MACS_peak_24794_lociStitched	chr22	44659603	44690021	8	28338	38308.4292	2056.2568	296	1
4_MACS_peak_10742_lociStitched	chr16	740958	762061	4	20439	37736.3846	1502.5336	297	1
8_MACS_peak_9108_lociStitched	chr12	54583968	54613426	8	26625	40018.693	3808.9194	298	1
4_MACS_peak_26158_lociStitched	chr3	128168769	128194889	4	25303	38602.748	2638.12	299	1
8_MACS_peak_28663_lociStitched	chr6	41602939	41628584	8	24444	38082.825	2174.696	300	1
14_MACS_peak_25684_lociStitched	chr3	12902163	12933662	14	28350	39225.7047	3445.9906	301	1
13_MACS_peak_15511_lociStitched	chr17	78478546	78510135	13	28881	38658.6182	2880.9168	302	1
9_MACS_peak_33373_lociStitched	chr9	137161612	137190287	9	26241	37896.88	2213.71	303	1
20_MACS_peak_25195_lociStitched	chr22	45895325	45930755	20	32310	38175.825	2597.019	304	1
10_MACS_peak_31818_lociStitched	chr8	143644177	143673844	10	28383	37561.3887	2041.0896	305	1
5_MACS_peak_24486_lociStitched	chr22	40036504	40065395	5	27167	38063.8925	2585.7445	306	1
5_MACS_peak_17992_lociStitched	chr19	18317304	18342755	5	23613	38140.8686	2674.9001	307	1
18_MACS_peak_15281_lociStitched	chr17	77510397	77546333	18	29974	37387.8144	1962.1056	308	1
6_MACS_peak_22807_lociStitched	chr20	62667696	62692514	6	22224	37991.3944	2600.9264	309	1
8_MACS_peak_14383_lociStitched	chr17	61552219	61578455	8	23859	37714.25	2392.7232	310	1
27_MACS_peak_33460_lociStitched	chr9	137508624	137545703	27	29954	37661.1403	2369.3481	311	1
4_MACS_peak_10897_lociStitched	chr16	1475710	1493696	4	17913	36669.8568	1426.2898	312	1
2_MACS_peak_15913_lociStitched	chr19	585729	603649	2	17340	37261.056	2191.616	313	1
6_MACS_peak_1070_lociStitched	chr1	6299151	6322800	6	22393	37185.6876	2159.1537	314	1
4_MACS_peak_22754_lociStitched	chr20	62170118	62188627	4	18242	36716.3033	1758.355	315	1
9_MACS_peak_6129_lociStitched	chr10	135044861	135071678	9	25859	37200.5424	2282.1267	316	1
7_MACS_peak_23455_lociStitched	chr21	47404248	47424493	7	19066	36604.9845	1759.2905	317	1
7_MACS_peak_16245_lociStitched	chr19	3360413	3385496	7	24352	37692.2241	2904.6114	318	1
2_MACS_peak_4482_lociStitched	chr1	155088578	155104316	2	15708	37481.6208	2736.8382	319	1
6_MACS_peak_1679_lociStitched	chr1	10955771	10981570	6	23708	36920.9489	2283.2115	320	1
9_MACS_peak_570_lociStitched	chr1	3296979	3324424	9	25579	36600.652	2118.754	321	1
5_MACS_peak_13061_lociStitched	chr17	7607150	7630118	5	21848	36898.092	2425.4208	322	1
5_MACS_peak_24326_lociStitched	chr22	37519795	37546545	5	25931	37158.425	2717.8	323	1
8_MACS_peak_22743_lociStitched	chr20	62124240	62151742	8	25589	37262.4598	2865.7084	324	1
8_MACS_peak_6509_lociStitched	chr11	2103926	2134115	8	27449	36740.013	2460.4035	325	1
5_MACS_peak_10938_lociStitched	chr16	2233455	2253172	5	19006	35955.9212	1780.4451	326	1
3_MACS_peak_33225_lociStitched	chr9	136344560	136367154	3	21105	36227.2196	2080.9074	327	1
7_MACS_peak_31413_lociStitched	chr8	142063944	142090071	7	24513	37134.3051	3090.8241	328	1
6_MACS_peak_10135_lociStitched	chr15	42151899	42175470	6	22682	36120.2004	2430.1701	329	1
3_MACS_peak_10529_lociStitched	chr15	78180220	78202062	3	21765	35849.2746	2210.4104	330	1
5_MACS_peak_2037_lociStitched	chr1	17083913	17108871	5	24353	38365.4376	4884.2806	331	1
5_MACS_peak_10929_lociStitched	chr16	2066644	2088230	5	20537	35558.6178	2085.2076	332	1
6_MACS_peak_29721_lociStitched	chr7	100915913	100944748	6	27401	36441.673	2995.9565	333	1
2_MACS_peak_2999_lociStitched	chr1	21040347	21058942	2	18548	35137.112	1773.963	334	1
7_MACS_peak_20992_lociStitched	chr2	220298314	220322671	7	22380	35283.5502	1985.0955	335	1
3_MACS_peak_15088_lociStitched	chr17	76353035	76372518	3	18189	35166.815	2104.164	336	1
12_MACS_peak_14987_lociStitched	chr17	75774231	75805378	12	27000	36030.8496	3124.0441	337	1
7_MACS_peak_23410_lociStitched	chr21	46987033	47010091	7	21993	35587.7172	2873.0268	338	1
11_MACS_peak_19456_lociStitched	chr19	48212385	48240138	11	25291	35060.3649	2364.5556	339	1
5_MACS_peak_9362_lociStitched	chr13	113667126	113692106	5	23944	34999.478	2363.108	340	1
1_MACS_peak_13603_lociStitched	chr17	36333460	36350241	1	16782	38451.9834	5823.007	341	1
9_MACS_peak_9446_lociStitched	chr13	114049227	114074484	9	22949	35150.1669	2558.5341	342	1
6_MACS_peak_24524_lociStitched	chr22	42719213	42745278	6	24556	34872.3635	2296.3265	343	1
13_MACS_peak_13295_lociStitched	chr17	18970464	19005231	13	31503	36578.3607	4050.3555	344	1
9_MACS_peak_18488_lociStitched	chr19	36343229	36370597	9	26439	34705.3608	2203.124	345	1
11_MACS_peak_299_lociStitched	chr1	2518677	2545118	11	24254	34479.064	1980.4309	346	1
2_MACS_peak_14860_lociStitched	chr17	73604703	73619455	2	14216	34236.4416	1833.6736	347	1
11_MACS_peak_33428_lociStitched	chr9	137423219	137452572	11	27507	34704.0519	2310.0811	348	1
5_MACS_peak_23288_lociStitched	chr21	46114375	46135499	5	20504	34675.046	2291.954	349	1
4_MACS_peak_92_lociStitched	chr1	1129869	1150054	4	19257	33880.5225	1554.245	350	1
13_MACS_peak_29607_lociStitched	chr7	100381965	100412670	13	28089	35323.032	3009.09	351	1
1_MACS_peak_15968_lociStitched	chr19	1445186	1454994	1	9809	33826.8112	1527.1056	352	1
6_MACS_peak_14106_lociStitched	chr17	46690941	46711727	6	20049	34650.262	2361.2896	353	1
7_MACS_peak_28553_lociStitched	chr6	34012895	34038568	7	25078	35154.0389	2865.1068	354	1
2_MACS_peak_16849_lociStitched	chr19	7641033	7663957	2	22629	35076.0124	2789.8508	355	1
8_MACS_peak_16237_lociStitched	chr19	3333464	3359317	8	25546	35279.0038	3086.8482	356	1
5_MACS_peak_32854_lociStitched	chr9	133935442	133958858	5	23186	34395.7624	2226.8616	357	1
4_MACS_peak_31430_lociStitched	chr8	142332286	142356340	4	23560	34221.6258	2061.4278	358	1
4_MACS_peak_16013_lociStitched	chr19	2298686	2318020	4	18692	34977.1394	2845.9648	359	1
16_MACS_peak_13072_lociStitched	chr17	7656200	7686801	16	26610	35013.6642	2922.3955	360	1
3_MACS_peak_22578_lociStitched	chr20	60783660	60804321	3	19156	33627.8436	1586.7648	361	1
5_MACS_peak_13017_lociStitched	chr17	7185255	7204159	5	17555	34114.1584	2211.768	362	1
11_MACS_peak_235_lociStitched	chr1	2087255	2115914	11	25527	34038.2943	2143.6932	363	1
16_MACS_peak_28011_lociStitched	chr5	176146924	176176856	16	26650	34329.0108	2478.3696	364	1
8_MACS_peak_33523_lociStitched	chr9	137656406	137680122	8	23031	33579.4844	1776.3284	365	1
14_MACS_peak_25550_lociStitched	chr22	50497047	50526931	14	26131	33981.0964	2411.6388	366	1
12_MACS_peak_19354_lociStitched	chr19	46980042	47006456	12	23076	34282.7306	2715.3592	367	1
1_MACS_peak_29893_lociStitched	chr7	128482194	128498469	1	16276	33998.475	2525.88	368	1
20_MACS_peak_26926_lociStitched	chr4	7478424	7512599	20	27991	33723.89	2282.89	369	1
17_MACS_peak_32788_lociStitched	chr9	133392455	133423807	17	27325	33875.836	2536.3768	370	1
12_MACS_peak_23545_lociStitched	chr22	18937118	18963052	12	22942	33317.4098	2012.4784	371	1
4_MACS_peak_29697_lociStitched	chr7	100805718	100825636	4	19012	33296.9206	1997.7754	372	1
6_MACS_peak_4734_lociStitched	chr1	202153807	202173419	6	19294	34364.1464	3159.4932	373	1
1_MACS_peak_30006_lociStitched	chr7	151077540	151094603	1	17064	33364.9902	2271.0853	374	1
15_MACS_peak_23809_lociStitched	chr22	23852727	23881881	15	24869	33984.8178	2932.8924	375	1
4_MACS_peak_31207_lociStitched	chr8	22002554	22022171	4	18517	33299.8575	2320.6911	376	1
6_MACS_peak_32811_lociStitched	chr9	133524176	133544612	6	19408	32732.3412	1767.714	377	1
12_MACS_peak_32753_lociStitched	chr9	133290910	133315313	12	22180	33109.9904	2157.2252	378	1
13_MACS_peak_10706_lociStitched	chr16	195659	223381	13	22682	33460.454	2542.1074	379	1
15_MACS_peak_1594_lociStitched	chr1	9677518	9704472	15	24813	33819.1838	2911.032	380	1
9_MACS_peak_131_lociStitched	chr1	1512302	1539001	9	24698	33905.0601	3006.3074	381	1
8_MACS_peak_25998_lociStitched	chr3	50411895	50439100	8	24791	33660.7465	2774.91	382	1
1_MACS_peak_22709_lociStitched	chr20	61937387	61956617	1	19231	32077.563	1240.335	383	1
4_MACS_peak_26313_lociStitched	chr3	195528235	195549222	4	19541	33789.07	2996.9436	384	1
12_MACS_peak_1715_lociStitched	chr1	11366049	11395803	12	26028	33312.5784	2630.2536	385	1
7_MACS_peak_8219_lociStitched	chr11	118020020	118043424	7	20901	33331.9768	2700.8216	386	1
13_MACS_peak_3866_lociStitched	chr1	31154750	31185838	13	28145	33686.9568	3130.5616	387	1
7_MACS_peak_15139_lociStitched	chr17	76550661	76575122	7	22222	32814.4315	2262.6425	388	1
7_MACS_peak_3184_lociStitched	chr1	22907604	22931063	7	22018	32044.994	1510.7596	389	1
4_MACS_peak_23494_lociStitched	chr21	47544831	47562708	4	16104	32466.4197	1936.0791	390	1
2_MACS_peak_15918_lociStitched	chr19	664877	679958	2	14873	32440.7391	2052.5241	391	1
14_MACS_peak_15471_lociStitched	chr17	78140629	78169517	14	23571	33313.6416	2926.3544	392	1
10_MACS_peak_466_lociStitched	chr1	2978638	3003729	10	22722	31466.6231	1131.6041	393	1
1_MACS_peak_15366_lociStitched	chr17	77771557	77783571	1	12015	31458.659	1130.5174	394	1
4_MACS_peak_19136_lociStitched	chr19	45368088	45391520	4	22250	32476.752	2235.4128	395	1
3_MACS_peak_6302_lociStitched	chr11	1212740	1232131	3	19198	31849.7175	1667.626	396	1
1_MACS_peak_10944_lociStitched	chr16	2324984	2341972	1	16989	31757.3672	1590.0768	397	1
4_MACS_peak_25229_lociStitched	chr22	45968494	45991662	4	21547	32201.2032	2068.9024	398	1
5_MACS_peak_13546_lociStitched	chr17	34792709	34812041	5	17303	34896.1932	4769.2044	399	1
9_MACS_peak_33505_lociStitched	chr9	137607576	137636088	9	25651	32113.0656	2012.9472	400	1
12_MACS_peak_13310_lociStitched	chr17	19053270	19087615	12	31499	34241.965	4193.5245	401	1
21_MACS_peak_12596_lociStitched	chr17	782501	813557	21	27139	32580.8496	2562.12	402	1
3_MACS_peak_23299_lociStitched	chr21	46163757	46183612	3	19180	32190.9115	2325.0205	403	1
9_MACS_peak_10652_lociStitched	chr15	91192556	91215838	9	20338	33209.4448	3387.531	404	1
5_MACS_peak_622_lociStitched	chr1	3666747	3688274	5	21193	32066.6192	2251.7242	405	1
9_MACS_peak_15255_lociStitched	chr17	77458205	77486170	9	24832	32039.5005	2231.607	406	1
1_MACS_peak_13602_lociStitched	chr17	36283676	36297062	1	13387	33885.3204	4144.3056	407	1
5_MACS_peak_20269_lociStitched	chr19	55995624	56014520	5	17633	31253.984	1575.9264	408	1
16_MACS_peak_1841_lociStitched	chr1	11673547	11704495	16	25713	32981.2836	3432.1332	409	1
5_MACS_peak_13714_lociStitched	chr17	39765821	39786478	5	20204	31365.5888	1840.5387	410	1
12_MACS_peak_29008_lociStitched	chr7	1455754	1480974	12	22777	31318.196	1800.708	411	1
13_MACS_peak_2199_lociStitched	chr1	17692324	17719038	13	24159	31944.6012	2463.0308	412	1
14_MACS_peak_33405_lociStitched	chr9	137369783	137398193	14	24229	31341.912	1880.742	413	1
13_MACS_peak_27216_lociStitched	chr4	8261519	8289420	13	24999	31140.3061	1780.0838	414	1
4_MACS_peak_16584_lociStitched	chr19	5543511	5566421	4	22587	31970.905	2652.978	415	1
10_MACS_peak_18374_lociStitched	chr19	35819646	35843809	10	23634	31622.1181	2312.3991	416	1
13_MACS_peak_19901_lociStitched	chr19	50930448	50958862	13	24390	32070.8818	2767.5236	417	1
12_MACS_peak_17004_lociStitched	chr19	8264201	8293183	12	25509	32967.025	3741.5762	418	1
9_MACS_peak_29284_lociStitched	chr7	27190700	27215532	9	19364	31720.3968	2547.7632	419	1
7_MACS_peak_10909_lociStitched	chr16	1954852	1976311	7	19056	31379.4957	2212.4229	420	1
9_MACS_peak_14020_lociStitched	chr17	43894380	43917470	9	21248	31656.39	2500.647	421	1
11_MACS_peak_10796_lociStitched	chr16	964815	991761	11	23564	30828.9186	1684.125	422	1
5_MACS_peak_6606_lociStitched	chr11	2934200	2951801	5	16571	30912.6363	1790.0217	423	1
9_MACS_peak_16867_lociStitched	chr19	7750815	7778278	9	25697	32485.9827	3391.6805	424	1
9_MACS_peak_13088_lociStitched	chr17	7688693	7714749	9	23561	31605.928	2563.9104	425	1
6_MACS_peak_6364_lociStitched	chr11	1457737	1479607	6	20508	30432.105	1417.176	426	1
4_MACS_peak_6221_lociStitched	chr11	376995	397318	4	19611	30498.7261	1512.0312	427	1
6_MACS_peak_3031_lociStitched	chr1	21882065	21904763	6	21995	31103.0694	2122.263	428	1
10_MACS_peak_23474_lociStitched	chr21	47466991	47492584	10	22414	31671.3375	2715.4173	429	1
7_MACS_peak_7210_lociStitched	chr11	66313778	66338751	7	22817	31548.3909	2644.6407	430	1
3_MACS_peak_560_lociStitched	chr1	3263143	3285355	3	21381	30332.7072	1519.3008	431	1
6_MACS_peak_28560_lociStitched	chr6	34041187	34064856	6	23149	31041.8935	2236.7205	432	1
1_MACS_peak_4475_lociStitched	chr1	155050657	155057320	1	6664	30034.8051	1273.2993	433	1
18_MACS_peak_19246_lociStitched	chr19	46458808	46488014	18	25181	31346.7998	2590.5722	434	1
10_MACS_peak_33244_lociStitched	chr9	136430151	136453747	10	20801	30200.5204	1446.4348	435	1
6_MACS_peak_8709_lociStitched	chr12	6928410	6943894	6	14955	30587.0936	1850.338	436	1
5_MACS_peak_23294_lociStitched	chr21	46140539	46161363	5	20132	30996.524	2286.4752	437	1
4_MACS_peak_4495_lociStitched	chr1	155153877	155173547	4	19363	32695.474	4000.878	438	1
3_MACS_peak_15543_lociStitched	chr17	78991207	79008419	3	16395	30374.0164	1697.1032	439	1
6_MACS_peak_22984_lociStitched	chr21	43130228	43151071	6	19718	31187.3809	2522.003	440	1
7_MACS_peak_15455_lociStitched	chr17	78053288	78075171	7	19818	30732.4852	2098.5797	441	1
7_MACS_peak_2984_lociStitched	chr1	20996663	21016840	7	18498	31058.4561	2451.5055	442	1
1_MACS_peak_13544_lociStitched	chr17	34741746	34758335	1	16590	33513.0978	4921.9563	443	1
3_MACS_peak_15953_lociStitched	chr19	1230580	1240615	3	9666	30032.748	1477.152	444	1
8_MACS_peak_16832_lociStitched	chr19	7542658	7569904	8	24573	32496.3042	3945.2208	445	1
7_MACS_peak_23303_lociStitched	chr21	46246999	46267075	7	17924	30658.0596	2439.234	446	1
11_MACS_peak_6333_lociStitched	chr11	1386081	1411008	11	22453	30458.3013	2245.9227	447	1
4_MACS_peak_281_lociStitched	chr1	2458156	2475302	4	16438	29612.8566	1453.9808	448	1
8_MACS_peak_7043_lociStitched	chr11	64285156	64311345	8	23758	30654.2245	2516.7629	449	1
6_MACS_peak_6612_lociStitched	chr11	3209031	3227244	6	17358	30035.0583	1897.7946	450	1
11_MACS_peak_24802_lociStitched	chr22	44692366	44718523	11	24114	30070.0872	1995.7791	451	1
4_MACS_peak_25609_lociStitched	chr22	51035331	51052879	4	16706	29384.126	1345.9316	452	1
8_MACS_peak_26091_lociStitched	chr3	52530827	52552856	8	19305	30446.2809	2409.9726	453	1
9_MACS_peak_17223_lociStitched	chr19	11391456	11418542	9	23901	30975.5496	2946.9568	454	1
14_MACS_peak_19109_lociStitched	chr19	45305037	45330664	14	22626	30375.6831	2365.3721	455	1
9_MACS_peak_34085_lociStitched	chr9	140022206	140043736	9	20034	30032.197	2045.35	456	1
8_MACS_peak_6278_lociStitched	chr11	1070684	1090346	8	17781	29139.084	1185.6186	457	1
5_MACS_peak_13097_lociStitched	chr17	7718474	7737137	5	18278	30215.397	2271.2871	458	1
6_MACS_peak_275_lociStitched	chr1	2414447	2436785	6	20424	29421.3798	1556.9586	459	1
11_MACS_peak_24179_lociStitched	chr22	36969291	36994784	11	23391	30362.163	2605.3846	460	1
2_MACS_peak_33290_lociStitched	chr9	136565250	136584748	2	19474	29081.267	1360.9604	461	1
4_MACS_peak_1972_lociStitched	chr1	16463793	16483586	4	19635	29564.8041	1902.1073	462	1
11_MACS_peak_26767_lociStitched	chr4	7145204	7170546	11	23523	29723.6318	2098.3176	463	1
3_MACS_peak_10639_lociStitched	chr15	89896824	89916617	3	19095	29923.0574	2331.6154	464	1
3_MACS_peak_25992_lociStitched	chr3	50301829	50317373	3	14664	29483.8592	1913.4664	465	1
4_MACS_peak_23185_lociStitched	chr21	45666184	45681755	4	15365	29911.891	2344.9926	466	1
5_MACS_peak_5668_lociStitched	chr10	102974464	102994338	5	18683	29421.4696	1882.0678	467	1
14_MACS_peak_24084_lociStitched	chr22	30866645	30894506	14	22203	30329.4846	2830.6776	468	1
7_MACS_peak_21006_lociStitched	chr2	220419045	220440710	7	19496	29436.2355	1945.517	469	1
6_MACS_peak_28083_lociStitched	chr5	176885031	176902738	6	16070	29276.7538	1862.7764	470	1
8_MACS_peak_21827_lociStitched	chr20	48956627	48982022	8	23342	30141.3255	2760.4365	471	1
5_MACS_peak_113_lociStitched	chr1	1356072	1374766	5	17273	28885.9688	1575.9042	472	1
10_MACS_peak_29593_lociStitched	chr7	100341996	100367481	10	23535	29481.048	2173.8705	473	1
9_MACS_peak_497_lociStitched	chr1	3067789	3092899	9	22959	28773.549	1486.512	474	1
4_MACS_peak_29525_lociStitched	chr7	99757710	99774647	4	16442	29351.821	2096.8006	475	1
16_MACS_peak_31796_lociStitched	chr8	143602125	143628988	16	22862	28818.6264	1574.1718	476	1
9_MACS_peak_32651_lociStitched	chr9	132527280	132552392	9	23601	29516.6448	2453.4424	477	1
14_MACS_peak_12498_lociStitched	chr17	138656	162918	14	20179	29524.4278	2494.1336	478	1
5_MACS_peak_28062_lociStitched	chr5	176300035	176317138	5	16544	28567.1409	1597.4202	479	1
3_MACS_peak_5695_lociStitched	chr10	104164628	104178516	3	13171	28585.6704	1619.3408	480	1
3_MACS_peak_25928_lociStitched	chr3	48616156	48633619	3	17261	28738.8591	1775.9871	481	1
8_MACS_peak_33497_lociStitched	chr9	137580169	137601822	8	20508	28441.2155	1528.7018	482	1
11_MACS_peak_4969_lociStitched	chr1	228744067	228784377	11	38951	44824.72	17954.074	483	1
7_MACS_peak_25761_lociStitched	chr3	13668598	13690537	7	20937	28610.6499	1801.1919	484	1
8_MACS_peak_26505_lociStitched	chr4	3643943	3667016	8	21992	28439.7798	1702.7874	485	1
8_MACS_peak_32028_lociStitched	chr8	144493507	144511599	8	15747	28265.1316	1530.5832	486	1
9_MACS_peak_476_lociStitched	chr1	3005569	3028009	9	20727	28016.34	1303.764	487	1
9_MACS_peak_11132_lociStitched	chr16	4363711	4385196	9	17832	28703.96	2019.59	488	1
7_MACS_peak_23447_lociStitched	chr21	47383308	47400616	7	15363	28973.592	2341.7724	489	1
10_MACS_peak_28872_lociStitched	chr7	953345	976456	10	21146	28112.2204	1481.4151	490	1
1_MACS_peak_13542_lociStitched	chr17	34577019	34592491	1	15473	31381.8576	4768.4704	491	1
9_MACS_peak_16980_lociStitched	chr19	8202933	8224702	9	19957	29000.6618	2409.8283	492	1
11_MACS_peak_25400_lociStitched	chr22	49278476	49304772	11	21617	28762.5648	2195.716	493	1
9_MACS_peak_17834_lociStitched	chr19	17634483	17656612	9	19604	28900.474	2350.0998	494	1
13_MACS_peak_12445_lociStitched	chr17	19	29309	13	24430	29158.195	2700.538	495	1
4_MACS_peak_1950_lociStitched	chr1	16383326	16399956	4	16123	28236.077	1845.93	496	1
11_MACS_peak_33948_lociStitched	chr9	138934377	138955950	11	19631	27414.9684	1039.8186	497	1
3_MACS_peak_31204_lociStitched	chr8	21979610	21993391	3	13644	27666.7356	1307.8169	498	1
8_MACS_peak_25531_lociStitched	chr22	50438398	50458505	8	18592	27657.1785	1312.9871	499	1
16_MACS_peak_26528_lociStitched	chr4	3721067	3747004	16	22472	27921.1805	1665.1554	500	1
8_MACS_peak_6119_lociStitched	chr10	135008249	135033280	8	22380	27829.4658	1652.046	501	1
12_MACS_peak_1977_lociStitched	chr1	16488206	16512957	12	21212	28555.2287	2385.9964	502	1
14_MACS_peak_3275_lociStitched	chr1	23118858	23145721	14	24325	28541.9375	2382.7481	503	1
