GENE_ID	locusLine	bin_1_02_0EWO_0229Kronos_MM1S-No-Treatment-2_H3K18Ac_hs-dm_i04.bam
1_MACS_peak_489_lociStitched	chr1(.):31536510-31539482	1.3577
1_MACS_peak_490_lociStitched	chr1(.):31627908-31628736	0.4263
1_MACS_peak_491_lociStitched	chr1(.):31635076-31636049	0.6016
1_MACS_peak_492_lociStitched	chr1(.):31768583-31770727	1.2849
1_MACS_peak_493_lociStitched	chr1(.):31895059-31897492	0.5931
1_MACS_peak_494_lociStitched	chr1(.):31913392-31916022	1.2066
1_MACS_peak_495_lociStitched	chr1(.):31933385-31934374	0.524
2_MACS_peak_496_lociStitched	chr1(.):31943584-31951396	1.0982
1_MACS_peak_498_lociStitched	chr1(.):31958974-31961349	0.6574
2_MACS_peak_499_lociStitched	chr1(.):31971105-31975671	0.7885
1_MACS_peak_501_lociStitched	chr1(.):32070246-32072514	0.77
1_MACS_peak_502_lociStitched	chr1(.):32109247-32111422	3.2738
1_MACS_peak_503_lociStitched	chr1(.):32134527-32136677	0.7585
1_MACS_peak_504_lociStitched	chr1(.):32180088-32181462	0.5123
1_MACS_peak_505_lociStitched	chr1(.):32209121-32212263	1.9963
1_MACS_peak_506_lociStitched	chr1(.):32253090-32255375	2.5504
1_MACS_peak_507_lociStitched	chr1(.):32292191-32293320	0.4738
1_MACS_peak_508_lociStitched	chr1(.):32402252-32404894	0.8504
3_MACS_peak_509_lociStitched	chr1(.):32419945-32430582	0.5295
2_MACS_peak_512_lociStitched	chr1(.):32445752-32453080	1.1857
2_MACS_peak_514_lociStitched	chr1(.):32470606-32481085	0.8916
1_MACS_peak_516_lociStitched	chr1(.):32537571-32539574	1.0911
1_MACS_peak_517_lociStitched	chr1(.):32572772-32575404	1.5273
1_MACS_peak_518_lociStitched	chr1(.):32644430-32646627	1.2271
1_MACS_peak_519_lociStitched	chr1(.):32670519-32672295	1.2705
1_MACS_peak_520_lociStitched	chr1(.):32687137-32689168	1.6604
1_MACS_peak_521_lociStitched	chr1(.):32712849-32717882	2.4743
1_MACS_peak_522_lociStitched	chr1(.):32756563-32758892	1.1191
1_MACS_peak_523_lociStitched	chr1(.):32800385-32804561	1.0089
1_MACS_peak_524_lociStitched	chr1(.):32816214-32818155	1.3386
1_MACS_peak_525_lociStitched	chr1(.):32859173-32861299	1.4716
1_MACS_peak_526_lociStitched	chr1(.):32878788-32880106	1.0664
1_MACS_peak_527_lociStitched	chr1(.):32965617-32966668	0.5103
1_MACS_peak_528_lociStitched	chr1(.):32985899-32987215	0.7911
2_MACS_peak_529_lociStitched	chr1(.):33004648-33006144	0.5074
1_MACS_peak_531_lociStitched	chr1(.):33088044-33095242	1.6432
1_MACS_peak_532_lociStitched	chr1(.):33114711-33118005	3.4233
1_MACS_peak_533_lociStitched	chr1(.):33181604-33183510	0.9587
1_MACS_peak_534_lociStitched	chr1(.):33206836-33208781	0.6995
1_MACS_peak_535_lociStitched	chr1(.):33281625-33285694	3.0909
2_MACS_peak_536_lociStitched	chr1(.):33429217-33431279	0.7773
2_MACS_peak_538_lociStitched	chr1(.):33445247-33459959	0.8557
1_MACS_peak_540_lociStitched	chr1(.):33501508-33503304	1.1075
1_MACS_peak_541_lociStitched	chr1(.):33545980-33547453	0.8074
1_MACS_peak_542_lociStitched	chr1(.):33561362-33567060	2.1589
1_MACS_peak_543_lociStitched	chr1(.):33591710-33594406	1.5834
1_MACS_peak_544_lociStitched	chr1(.):33646328-33648031	0.7447
2_MACS_peak_545_lociStitched	chr1(.):33720559-33723272	0.6888
2_MACS_peak_547_lociStitched	chr1(.):33814234-33816329	1.1075
1_MACS_peak_549_lociStitched	chr1(.):33895662-33896649	0.5674
1_MACS_peak_550_lociStitched	chr1(.):33924891-33929286	1.2288
1_MACS_peak_551_lociStitched	chr1(.):34431326-34432475	0.5681
2_MACS_peak_552_lociStitched	chr1(.):34514012-34523583	0.5701
1_MACS_peak_554_lociStitched	chr1(.):34825605-34828397	0.997
2_MACS_peak_555_lociStitched	chr1(.):35324190-35332972	0.8461
1_MACS_peak_557_lociStitched	chr1(.):35449885-35451523	1.0599
1_MACS_peak_558_lociStitched	chr1(.):35496155-35498076	2.0068
1_MACS_peak_559_lociStitched	chr1(.):35544263-35546144	2.0806
1_MACS_peak_560_lociStitched	chr1(.):35656897-35659611	1.8717
2_MACS_peak_561_lociStitched	chr1(.):35728934-35735542	0.7092
1_MACS_peak_563_lociStitched	chr1(.):35971130-35973655	1.1214
1_MACS_peak_564_lociStitched	chr1(.):36003530-36006130	0.9272
1_MACS_peak_565_lociStitched	chr1(.):36022052-36024377	2.2404
1_MACS_peak_566_lociStitched	chr1(.):36042605-36043974	0.7807
1_MACS_peak_567_lociStitched	chr1(.):36105856-36108173	1.6698
1_MACS_peak_568_lociStitched	chr1(.):36183752-36185141	1.144
1_MACS_peak_569_lociStitched	chr1(.):36200649-36202413	0.69
1_MACS_peak_570_lociStitched	chr1(.):36233946-36236070	1.7036
1_MACS_peak_571_lociStitched	chr1(.):36244653-36246265	1.1431
1_MACS_peak_572_lociStitched	chr1(.):36273047-36275105	0.8254
1_MACS_peak_573_lociStitched	chr1(.):36395520-36397615	1.6058
1_MACS_peak_574_lociStitched	chr1(.):36488663-36490124	0.7409
1_MACS_peak_575_lociStitched	chr1(.):36553641-36555751	1.2087
3_MACS_peak_576_lociStitched	chr1(.):36614079-36628168	1.7156
1_MACS_peak_579_lociStitched	chr1(.):36640189-36642046	1.061
1_MACS_peak_580_lociStitched	chr1(.):36653099-36654303	0.8415
1_MACS_peak_581_lociStitched	chr1(.):36688355-36691184	2.4112
1_MACS_peak_582_lociStitched	chr1(.):36838394-36840899	1.4867
1_MACS_peak_583_lociStitched	chr1(.):36849872-36854440	3.0128
2_MACS_peak_584_lociStitched	chr1(.):36862549-36867721	0.8769
1_MACS_peak_586_lociStitched	chr1(.):36901673-36903186	0.6448
1_MACS_peak_587_lociStitched	chr1(.):36915253-36917045	0.8843
1_MACS_peak_588_lociStitched	chr1(.):36928838-36931112	2.2406
1_MACS_peak_589_lociStitched	chr1(.):36938305-36941573	1.2212
2_MACS_peak_590_lociStitched	chr1(.):37107121-37118526	0.772
1_MACS_peak_592_lociStitched	chr1(.):37128664-37132348	1.2245
1_MACS_peak_593_lociStitched	chr1(.):37349784-37350638	0.6182
1_MACS_peak_594_lociStitched	chr1(.):37753193-37756189	1.3767
1_MACS_peak_595_lociStitched	chr1(.):37889235-37890523	0.8269
4_MACS_peak_596_lociStitched	chr1(.):37930307-37945973	0.8615
1_MACS_peak_600_lociStitched	chr1(.):37979331-37981322	0.8608
1_MACS_peak_601_lociStitched	chr1(.):38018886-38020641	1.1721
1_MACS_peak_602_lociStitched	chr1(.):38035820-38037715	0.6915
1_MACS_peak_603_lociStitched	chr1(.):38060190-38062367	1.0995
1_MACS_peak_604_lociStitched	chr1(.):38139778-38144715	2.1299
1_MACS_peak_605_lociStitched	chr1(.):38154868-38158840	1.1525
1_MACS_peak_606_lociStitched	chr1(.):38204191-38205900	0.8693
1_MACS_peak_607_lociStitched	chr1(.):38218466-38218910	0.4553
2_MACS_peak_608_lociStitched	chr1(.):38259439-38262778	0.6408
1_MACS_peak_610_lociStitched	chr1(.):38272862-38274916	1.1474
1_MACS_peak_611_lociStitched	chr1(.):38304570-38307062	0.9598
1_MACS_peak_612_lociStitched	chr1(.):38324204-38326288	1.4492
1_MACS_peak_613_lociStitched	chr1(.):38396748-38397592	0.4151
1_MACS_peak_614_lociStitched	chr1(.):38411415-38414157	1.4288
1_MACS_peak_615_lociStitched	chr1(.):38454698-38456546	0.8594
1_MACS_peak_616_lociStitched	chr1(.):38477474-38479542	1.3093
1_MACS_peak_617_lociStitched	chr1(.):38492347-38497744	1.7627
1_MACS_peak_618_lociStitched	chr1(.):38939363-38942864	3.3403
1_MACS_peak_619_lociStitched	chr1(.):38992088-38994273	1.1794
1_MACS_peak_620_lociStitched	chr1(.):39324420-39326359	0.5531
1_MACS_peak_621_lociStitched	chr1(.):39338052-39339146	0.7076
1_MACS_peak_622_lociStitched	chr1(.):39455792-39458207	0.8764
1_MACS_peak_623_lociStitched	chr1(.):39491044-39493293	1.3812
1_MACS_peak_624_lociStitched	chr1(.):39570568-39572549	0.7569
1_MACS_peak_625_lociStitched	chr1(.):39648802-39650883	1.0923
3_MACS_peak_626_lociStitched	chr1(.):39657133-39672046	0.643
1_MACS_peak_629_lociStitched	chr1(.):39679645-39682581	1.2242
1_MACS_peak_630_lociStitched	chr1(.):39733265-39738818	1.1932
1_MACS_peak_631_lociStitched	chr1(.):39859416-39860805	0.9524
1_MACS_peak_632_lociStitched	chr1(.):39872427-39875248	0.9791
1_MACS_peak_633_lociStitched	chr1(.):39955912-39958619	1.1157
1_MACS_peak_634_lociStitched	chr1(.):39972879-39978000	2.3266
1_MACS_peak_635_lociStitched	chr1(.):39989711-39993069	1.9308
2_MACS_peak_636_lociStitched	chr1(.):40029935-40048059	1.0571
3_MACS_peak_638_lociStitched	chr1(.):40054516-40072699	0.8428
1_MACS_peak_641_lociStitched	chr1(.):40104753-40105921	0.5558
1_MACS_peak_642_lociStitched	chr1(.):40145889-40148169	0.8339
1_MACS_peak_643_lociStitched	chr1(.):40156478-40157919	0.8884
1_MACS_peak_644_lociStitched	chr1(.):40192615-40194125	0.5952
1_MACS_peak_645_lociStitched	chr1(.):40203884-40205461	1.1717
1_MACS_peak_646_lociStitched	chr1(.):40239618-40243609	2.002
1_MACS_peak_647_lociStitched	chr1(.):40253935-40255870	1.6517
1_MACS_peak_648_lociStitched	chr1(.):40263985-40265979	2.351
2_MACS_peak_649_lociStitched	chr1(.):40281864-40292167	0.8602
1_MACS_peak_651_lociStitched	chr1(.):40310027-40313809	1.4605
1_MACS_peak_652_lociStitched	chr1(.):40348227-40349803	0.8006
1_MACS_peak_653_lociStitched	chr1(.):40366315-40368430	0.8321
2_MACS_peak_654_lociStitched	chr1(.):40420168-40427326	0.7671
2_MACS_peak_656_lociStitched	chr1(.):40461583-40470722	0.5932
1_MACS_peak_658_lociStitched	chr1(.):40504317-40507468	2.1053
2_MACS_peak_659_lociStitched	chr1(.):40523478-40531976	0.9709
1_MACS_peak_661_lociStitched	chr1(.):40562253-40563456	1.015
1_MACS_peak_662_lociStitched	chr1(.):40618540-40619954	0.5774
1_MACS_peak_663_lociStitched	chr1(.):40626288-40628128	1.9637
1_MACS_peak_664_lociStitched	chr1(.):40651414-40652974	0.5385
1_MACS_peak_665_lociStitched	chr1(.):40722389-40724780	1.4005
2_MACS_peak_666_lociStitched	chr1(.):40777590-40781985	0.4524
2_MACS_peak_668_lociStitched	chr1(.):40838964-40858721	1.9748
1_MACS_peak_670_lociStitched	chr1(.):40915322-40916278	0.6313
1_MACS_peak_671_lociStitched	chr1(.):40942342-40943634	0.7869
1_MACS_peak_672_lociStitched	chr1(.):40973779-40974812	0.4611
1_MACS_peak_673_lociStitched	chr1(.):40996493-40997961	0.7613
2_MACS_peak_674_lociStitched	chr1(.):41130784-41135023	0.4119
1_MACS_peak_676_lociStitched	chr1(.):41156743-41158766	3.1123
2_MACS_peak_677_lociStitched	chr1(.):41174206-41177978	0.667
1_MACS_peak_679_lociStitched	chr1(.):41229041-41230942	0.7325
1_MACS_peak_680_lociStitched	chr1(.):41274384-41276150	0.576
1_MACS_peak_681_lociStitched	chr1(.):41444501-41447062	2.1385
1_MACS_peak_682_lociStitched	chr1(.):41706252-41709248	1.9307
2_MACS_peak_683_lociStitched	chr1(.):41818724-41828221	0.5446
1_MACS_peak_685_lociStitched	chr1(.):41947974-41949560	0.804
2_MACS_peak_686_lociStitched	chr1(.):41961361-41971028	0.4669
1_MACS_peak_688_lociStitched	chr1(.):41981027-41983771	1.0469
1_MACS_peak_689_lociStitched	chr1(.):42039323-42040818	0.5813
1_MACS_peak_690_lociStitched	chr1(.):42084492-42090540	1.2446
5_MACS_peak_691_lociStitched	chr1(.):42126890-42151007	0.7518
1_MACS_peak_696_lociStitched	chr1(.):42162730-42167688	2.1812
2_MACS_peak_697_lociStitched	chr1(.):42185914-42196459	1.2923
2_MACS_peak_699_lociStitched	chr1(.):42213788-42219125	1.4491
1_MACS_peak_701_lociStitched	chr1(.):42256685-42259087	0.5899
2_MACS_peak_702_lociStitched	chr1(.):42265231-42276658	0.8924
6_MACS_peak_704_lociStitched	chr1(.):42333115-42364767	0.5991
1_MACS_peak_710_lociStitched	chr1(.):42382971-42386582	1.0254
1_MACS_peak_711_lociStitched	chr1(.):42415759-42417233	0.4877
1_MACS_peak_712_lociStitched	chr1(.):42500661-42501665	0.4879
1_MACS_peak_713_lociStitched	chr1(.):42799728-42802000	1.165
2_MACS_peak_714_lociStitched	chr1(.):42920885-42929926	0.8933
1_MACS_peak_716_lociStitched	chr1(.):43123255-43125235	1.2085
1_MACS_peak_717_lociStitched	chr1(.):43146368-43149654	1.5214
1_MACS_peak_718_lociStitched	chr1(.):43232763-43233759	1.7862
1_MACS_peak_719_lociStitched	chr1(.):43282199-43283467	1.3443
1_MACS_peak_720_lociStitched	chr1(.):43311948-43313291	0.9612
3_MACS_peak_721_lociStitched	chr1(.):43389396-43403407	0.7174
1_MACS_peak_724_lociStitched	chr1(.):43422474-43425594	1.4147
1_MACS_peak_725_lociStitched	chr1(.):43432292-43433604	0.6772
1_MACS_peak_726_lociStitched	chr1(.):43637028-43638378	0.7726
1_MACS_peak_727_lociStitched	chr1(.):43686300-43688294	0.8322
1_MACS_peak_728_lociStitched	chr1(.):43814106-43816179	2.5855
1_MACS_peak_729_lociStitched	chr1(.):43823289-43825706	0.9293
1_MACS_peak_730_lociStitched	chr1(.):43831999-43834727	1.4239
1_MACS_peak_731_lociStitched	chr1(.):43854516-43856329	1.4779
1_MACS_peak_732_lociStitched	chr1(.):43918551-43921254	1.5535
1_MACS_peak_733_lociStitched	chr1(.):43974513-43976655	0.7538
1_MACS_peak_734_lociStitched	chr1(.):44011354-44012364	0.4766
2_MACS_peak_735_lociStitched	chr1(.):44030901-44035606	0.3175
2_MACS_peak_737_lociStitched	chr1(.):44110803-44117069	0.6815
1_MACS_peak_739_lociStitched	chr1(.):44172268-44174345	0.8572
1_MACS_peak_740_lociStitched	chr1(.):44248478-44250240	0.8838
1_MACS_peak_741_lociStitched	chr1(.):44279262-44281452	0.6052
2_MACS_peak_742_lociStitched	chr1(.):44296173-44305990	1.5193
1_MACS_peak_744_lociStitched	chr1(.):44329904-44332685	1.4706
1_MACS_peak_745_lociStitched	chr1(.):44399334-44400974	0.7316
1_MACS_peak_746_lociStitched	chr1(.):44411513-44413574	2.6751
2_MACS_peak_747_lociStitched	chr1(.):44439500-44446143	0.9157
1_MACS_peak_749_lociStitched	chr1(.):44456420-44458769	0.7095
1_MACS_peak_750_lociStitched	chr1(.):44495009-44497800	1.3415
1_MACS_peak_751_lociStitched	chr1(.):44678498-44679994	0.8965
1_MACS_peak_752_lociStitched	chr1(.):44770840-44772729	0.6124
1_MACS_peak_753_lociStitched	chr1(.):44820012-44821727	0.7256
1_MACS_peak_754_lociStitched	chr1(.):45096686-45098855	2.1457
2_MACS_peak_755_lociStitched	chr1(.):45139133-45143192	1.0526
2_MACS_peak_757_lociStitched	chr1(.):45177661-45188627	0.6018
1_MACS_peak_759_lociStitched	chr1(.):45195559-45198156	2.1534
1_MACS_peak_760_lociStitched	chr1(.):45204707-45206659	1.3944
1_MACS_peak_761_lociStitched	chr1(.):45240070-45243014	2.1625
1_MACS_peak_762_lociStitched	chr1(.):45251342-45252570	0.7603
1_MACS_peak_763_lociStitched	chr1(.):45264890-45266863	1.4001
3_MACS_peak_764_lociStitched	chr1(.):45274607-45286678	0.6679
1_MACS_peak_767_lociStitched	chr1(.):45451221-45452653	0.9434
1_MACS_peak_768_lociStitched	chr1(.):45475967-45478999	0.8288
1_MACS_peak_769_lociStitched	chr1(.):45518077-45519600	0.7591
1_MACS_peak_770_lociStitched	chr1(.):45544039-45546136	0.5364
1_MACS_peak_771_lociStitched	chr1(.):45671638-45672959	0.6696
1_MACS_peak_772_lociStitched	chr1(.):45768579-45770721	1.6313
2_MACS_peak_773_lociStitched	chr1(.):45786293-45793571	0.5122
1_MACS_peak_775_lociStitched	chr1(.):45804531-45807353	2.0074
1_MACS_peak_776_lociStitched	chr1(.):45813408-45815989	0.77
1_MACS_peak_777_lociStitched	chr1(.):45964548-45966902	0.8809
1_MACS_peak_778_lociStitched	chr1(.):45983874-45988514	1.0061
2_MACS_peak_779_lociStitched	chr1(.):46008797-46018900	0.796
1_MACS_peak_781_lociStitched	chr1(.):46048862-46052363	1.6527
1_MACS_peak_782_lociStitched	chr1(.):46151157-46155245	2.7554
1_MACS_peak_783_lociStitched	chr1(.):46215374-46217278	1.6551
1_MACS_peak_784_lociStitched	chr1(.):46251080-46252510	0.7742
1_MACS_peak_785_lociStitched	chr1(.):46267833-46269521	0.9857
1_MACS_peak_786_lociStitched	chr1(.):46336757-46338136	0.5776
1_MACS_peak_787_lociStitched	chr1(.):46390586-46392351	0.6323
1_MACS_peak_788_lociStitched	chr1(.):46455731-46457203	0.669
1_MACS_peak_789_lociStitched	chr1(.):46505764-46510711	2.0149
1_MACS_peak_790_lociStitched	chr1(.):46527606-46529823	0.9277
1_MACS_peak_791_lociStitched	chr1(.):46580181-46581792	0.8181
1_MACS_peak_792_lociStitched	chr1(.):46597031-46601456	2.4007
1_MACS_peak_793_lociStitched	chr1(.):46623620-46627309	1.3251
1_MACS_peak_794_lociStitched	chr1(.):46663148-46664865	0.6688
2_MACS_peak_795_lociStitched	chr1(.):46712060-46714941	1.2963
1_MACS_peak_797_lociStitched	chr1(.):46767118-46770896	1.9312
3_MACS_peak_798_lociStitched	chr1(.):46790283-46807700	0.8659
3_MACS_peak_801_lociStitched	chr1(.):46859231-46867735	0.6982
1_MACS_peak_804_lociStitched	chr1(.):46907957-46908758	0.8107
1_MACS_peak_805_lociStitched	chr1(.):47069218-47070336	0.8263
1_MACS_peak_806_lociStitched	chr1(.):47081230-47083328	0.9753
1_MACS_peak_807_lociStitched	chr1(.):47133058-47134512	0.982
1_MACS_peak_808_lociStitched	chr1(.):47140716-47142372	0.8892
1_MACS_peak_809_lociStitched	chr1(.):47153809-47156297	0.9546
1_MACS_peak_810_lociStitched	chr1(.):47183793-47185724	0.8526
1_MACS_peak_811_lociStitched	chr1(.):47269326-47271286	0.6592
1_MACS_peak_812_lociStitched	chr1(.):47322837-47324008	0.5709
1_MACS_peak_813_lociStitched	chr1(.):47644363-47645592	0.5243
1_MACS_peak_814_lociStitched	chr1(.):47778769-47781079	0.9415
1_MACS_peak_815_lociStitched	chr1(.):47798448-47801015	1.3692
1_MACS_peak_816_lociStitched	chr1(.):47901986-47904073	1.172
1_MACS_peak_817_lociStitched	chr1(.):48449646-48451362	0.6794
1_MACS_peak_818_lociStitched	chr1(.):48491152-48493232	0.7274
1_MACS_peak_819_lociStitched	chr1(.):48559477-48560281	0.8085
1_MACS_peak_820_lociStitched	chr1(.):48937190-48937954	0.5003
2_MACS_peak_821_lociStitched	chr1(.):49254739-49260644	0.9058
1_MACS_peak_823_lociStitched	chr1(.):49388667-49389881	0.5811
1_MACS_peak_824_lociStitched	chr1(.):49412059-49415763	1.7134
1_MACS_peak_825_lociStitched	chr1(.):49442024-49448078	0.8142
1_MACS_peak_826_lociStitched	chr1(.):49458604-49459934	0.4562
1_MACS_peak_827_lociStitched	chr1(.):49649596-49650363	0.501
1_MACS_peak_828_lociStitched	chr1(.):49862311-49863714	0.7222
1_MACS_peak_829_lociStitched	chr1(.):49913172-49914611	0.5816
1_MACS_peak_830_lociStitched	chr1(.):50575740-50576616	0.5495
1_MACS_peak_831_lociStitched	chr1(.):50798518-50799756	1.1645
1_MACS_peak_832_lociStitched	chr1(.):51442524-51445055	0.8466
1_MACS_peak_833_lociStitched	chr1(.):51565823-51566974	0.7661
1_MACS_peak_834_lociStitched	chr1(.):51667841-51670530	1.0166
1_MACS_peak_835_lociStitched	chr1(.):51679888-51681730	1.1681
1_MACS_peak_836_lociStitched	chr1(.):51699195-51703452	2.1806
1_MACS_peak_837_lociStitched	chr1(.):51796223-51797822	0.8231
1_MACS_peak_838_lociStitched	chr1(.):51966304-51967914	0.7922
1_MACS_peak_839_lociStitched	chr1(.):51983196-51985259	1.5187
4_MACS_peak_840_lociStitched	chr1(.):52029005-52045274	0.9354
1_MACS_peak_844_lociStitched	chr1(.):52082375-52083823	0.9887
1_MACS_peak_845_lociStitched	chr1(.):52144131-52145270	0.4727
2_MACS_peak_846_lociStitched	chr1(.):52191420-52196386	0.8471
1_MACS_peak_848_lociStitched	chr1(.):52241611-52243231	0.6571
1_MACS_peak_849_lociStitched	chr1(.):52257710-52259774	0.6453
1_MACS_peak_850_lociStitched	chr1(.):52327779-52330221	1.5687
2_MACS_peak_851_lociStitched	chr1(.):52336319-52346039	1.4628
1_MACS_peak_853_lociStitched	chr1(.):52372228-52373830	0.6846
3_MACS_peak_854_lociStitched	chr1(.):52416726-52430595	1.2225
1_MACS_peak_857_lociStitched	chr1(.):52455599-52456834	0.8848
1_MACS_peak_858_lociStitched	chr1(.):52497638-52500014	2.0525
1_MACS_peak_859_lociStitched	chr1(.):52519938-52523148	2.0283
1_MACS_peak_860_lociStitched	chr1(.):52607218-52609064	1.1502
1_MACS_peak_861_lociStitched	chr1(.):52800710-52801398	0.5138
2_MACS_peak_862_lociStitched	chr1(.):52830422-52834883	1.0882
1_MACS_peak_864_lociStitched	chr1(.):52868119-52871270	2.0321
1_MACS_peak_865_lociStitched	chr1(.):53017066-53019961	1.6328
1_MACS_peak_866_lociStitched	chr1(.):53069404-53070385	0.4822
2_MACS_peak_867_lociStitched	chr1(.):53100629-53107702	1.6294
1_MACS_peak_869_lociStitched	chr1(.):53124535-53126199	0.5836
2_MACS_peak_870_lociStitched	chr1(.):53162878-53170084	1.1375
1_MACS_peak_872_lociStitched	chr1(.):53191571-53193048	0.8933
1_MACS_peak_873_lociStitched	chr1(.):53308161-53309669	0.8264
1_MACS_peak_874_lociStitched	chr1(.):53392634-53393868	0.6661
1_MACS_peak_875_lociStitched	chr1(.):53479942-53481616	0.5572
1_MACS_peak_876_lociStitched	chr1(.):53661998-53663661	1.7953
1_MACS_peak_877_lociStitched	chr1(.):53685596-53687088	1.257
1_MACS_peak_878_lociStitched	chr1(.):53703344-53705155	1.2252
1_MACS_peak_879_lociStitched	chr1(.):53724203-53727954	1.1484
2_MACS_peak_880_lociStitched	chr1(.):53790662-53794505	1.6141
1_MACS_peak_882_lociStitched	chr1(.):53832988-53834516	0.7583
1_MACS_peak_883_lociStitched	chr1(.):53855566-53856536	0.5423
1_MACS_peak_884_lociStitched	chr1(.):54049899-54051956	0.8252
1_MACS_peak_885_lociStitched	chr1(.):54065068-54067754	1.2498
1_MACS_peak_886_lociStitched	chr1(.):54104388-54106043	0.726
1_MACS_peak_887_lociStitched	chr1(.):54144201-54145911	0.8819
2_MACS_peak_888_lociStitched	chr1(.):54199488-54205724	1.4248
1_MACS_peak_890_lociStitched	chr1(.):54231337-54233309	0.6428
1_MACS_peak_891_lociStitched	chr1(.):54302700-54304642	2.9448
1_MACS_peak_892_lociStitched	chr1(.):54353537-54356468	0.7918
2_MACS_peak_893_lociStitched	chr1(.):54410606-54413024	1.0318
2_MACS_peak_895_lociStitched	chr1(.):54512262-54520076	0.9076
1_MACS_peak_897_lociStitched	chr1(.):54664848-54667146	1.4475
1_MACS_peak_898_lociStitched	chr1(.):54743226-54743926	0.496
1_MACS_peak_899_lociStitched	chr1(.):54840134-54844317	1.9906
1_MACS_peak_900_lociStitched	chr1(.):54871801-54876273	1.1615
1_MACS_peak_901_lociStitched	chr1(.):54929806-54931229	0.6467
1_MACS_peak_902_lociStitched	chr1(.):54953398-54955538	0.7998
1_MACS_peak_903_lociStitched	chr1(.):54967311-54968946	0.4916
1_MACS_peak_904_lociStitched	chr1(.):55007514-55008488	0.4038
1_MACS_peak_905_lociStitched	chr1(.):55229330-55231151	0.952
1_MACS_peak_906_lociStitched	chr1(.):55266106-55267792	1.1449
1_MACS_peak_907_lociStitched	chr1(.):55352254-55353678	0.6492
1_MACS_peak_908_lociStitched	chr1(.):55621131-55623070	0.8007
1_MACS_peak_909_lociStitched	chr1(.):55680177-55681890	1.5839
1_MACS_peak_910_lociStitched	chr1(.):55752786-55755339	0.7425
1_MACS_peak_911_lociStitched	chr1(.):55828040-55830351	0.7519
1_MACS_peak_912_lociStitched	chr1(.):56001793-56002798	0.5025
1_MACS_peak_913_lociStitched	chr1(.):56106243-56107451	0.7395
1_MACS_peak_914_lociStitched	chr1(.):56281606-56283053	0.4953
1_MACS_peak_915_lociStitched	chr1(.):56509897-56510957	0.5139
