REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	KMS11_jia.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
3_MACS_peak_29556_lociStitched	chrX	153188834	153201890	3	9113	52043.8272	684	1	ARHGAP4,NAA10,RENBP	AVPR2,TMEM187,MIR3202-1,L1CAM,HCFC1,MIR3202-2	ARHGAP4	TMEM187	3.6965	684	1
3_MACS_peak_19903_lociStitched	chr4	9599173	9611320	3	9107	16144.5777	685	1		MIR548I2	MIR548I2	MIR548I2	0.0491	685	1
1_MACS_peak_24118_lociStitched	chr6	138186903	138196007	1	9105	32265.4864	686	1	TNFAIP3		TNFAIP3	TNFAIP3	1.3676	686	1
3_MACS_peak_15894_lociStitched	chr2	219148337	219160772	3	9102	15063.759	687	1	PNKD,TMBIM1	GPBAR1,PNKD,AAMP	TMBIM1	TMBIM1	0.6912	687	1
3_MACS_peak_676_lociStitched	chr1	37933294	37946378	3	9099	25861.8344	688	1	ZC3H12A	MEAF6	ZC3H12A	ZC3H12A	1.3127	688	1
2_MACS_peak_25733_lociStitched	chr7	134670684	134682796	2	9094	19229.0112	689	1	AGBL3		AGBL3	AGBL3	0.1874	689	1
1_MACS_peak_17040_lociStitched	chr21	30602847	30611939	1	9093	13065.204	690	1	NCRNA00189		NCRNA00189	NCRNA00189	0.2031	690	1
2_MACS_peak_8859_lociStitched	chr15	72518058	72530738	2	9089	20204.312	691	1	PKM2	GRAMD2,PARP6	PKM2	PKM2	0.5269	691	1
2_MACS_peak_29575_lociStitched	chrX	153569092	153581448	2	9086	27146.132	692	1	FLNA	TKTL1,EMD,RPL10,SNORA70,TEX28	FLNA	SNORA70	2.0846	692	1
4_MACS_peak_22589_lociStitched	chr5	175587968	175605644	4	9073	17493.9372	693	1	LOC643201		LOC643201	LOC643201	0.7486	693	1
4_MACS_peak_16802_lociStitched	chr20	52546130	52566663	4	9070	14120.5441	694	1	BCAS1		SUMO1P1	SUMO1P1	0.4209	694	1
5_MACS_peak_29577_lociStitched	chrX	153595868	153608712	5	9068	36330.5384	695	1	EMD,FLNA	RPL10,SNORA70,TAZ,ATP6AP1,DNASE1L1	FLNA	SNORA70	2.0846	695	1
2_MACS_peak_5354_lociStitched	chr12	1689725	1704776	2	9068	14867.3778	696	1	FBXL14	WNT5B	FBXL14	FBXL14	0.4974	696	1
1_MACS_peak_2117_lociStitched	chr1	183808725	183817789	1	9065	40185.244	697	1	RGL1		APOBEC4	APOBEC4	NONE	697	1
3_MACS_peak_18823_lociStitched	chr3	101495654	101513062	3	9050	13203.968	698	1	FAM55C	NFKBIZ	FAM55C	FAM55C	0.3599	698	1
4_MACS_peak_25373_lociStitched	chr7	101376616	101391644	4	9046	11044.0772	699	1			CUX1	CUX1	0.1568	699	1
5_MACS_peak_24044_lociStitched	chr6	134338927	134362961	5	9044	13281.1884	700	1	SLC2A12		SLC2A12	SLC2A12	0.4431	700	1
4_MACS_peak_4242_lociStitched	chr11	17177435	17191898	4	9040	8411.6808	701	1	PIK3C2A		PIK3C2A	PIK3C2A	0.1947	701	1
5_MACS_peak_3605_lociStitched	chr10	93842305	93863764	5	9040	10117.9185	702	1	CPEB3		CPEB3	CPEB3	0.1228	702	1
1_MACS_peak_3232_lociStitched	chr10	45467916	45476953	1	9038	18794.2489	703	1	RASSF4,C10orf10	ZNF22,LOC220980,C10orf25	C10orf10	C10orf10	1.5359	703	1
3_MACS_peak_10287_lociStitched	chr16	81457682	81469179	3	9036	32784.8452	704	1		CMIP	CMIP	CMIP	0.4081	704	1
2_MACS_peak_16113_lociStitched	chr2	241499026	241509722	2	9033	18570.3952	705	1	DUSP28,RNPEPL1	CAPN10,GPR35,ANKMY1	RNPEPL1	RNPEPL1	1.0773	705	1
1_MACS_peak_21821_lociStitched	chr5	81145857	81154883	1	9027	33746.4088	706	1			SSBP2	SSBP2	NONE	706	1
3_MACS_peak_1990_lociStitched	chr1	171219164	171229224	3	9021	22835.194	707	1	FMO1		FMO1	FMO1	0.5799	707	1
3_MACS_peak_23706_lociStitched	chr6	89463464	89476343	3	9019	17196.0408	708	1	RNGTT		RNGTT	RNGTT	0.136	708	1
2_MACS_peak_19031_lociStitched	chr3	126627250	126636812	2	9017	12601.7598	709	1	CHCHD6		PLXNA1	PLXNA1	NONE	709	1
2_MACS_peak_5801_lociStitched	chr12	46909658	46921307	2	9011	15070.3113	710	1			SLC38A2	SLC38A2	0.6351	710	1
2_MACS_peak_208_lociStitched	chr1	12890682	12899857	2	9010	10173.24	711	1	PRAMEF11	PRAMEF1,PRAMEF2,LOC649330,HNRNPCL1,PRAMEF4	PRAMEF11	PRAMEF11	0.3915	711	1
3_MACS_peak_24282_lociStitched	chr6	157981103	157999638	3	9004	11482.4325	712	1	ZDHHC14	MIR3692	MIR3692	MIR3692	0.0817	712	1
2_MACS_peak_14370_lociStitched	chr2	42344485	42357247	2	9003	9727.1964	713	1		EML4	EML4	EML4	0.1179	713	1
3_MACS_peak_19126_lociStitched	chr3	133160236	133169834	3	9002	11709.56	714	1	BFSP2		BFSP2	BFSP2	0.7759	714	1
2_MACS_peak_28113_lociStitched	chr9	117125807	117137033	2	9002	15243.7854	715	1	AKNA	ORM1,ORM2	AKNA	AKNA	0.7285	715	1
5_MACS_peak_12877_lociStitched	chr19	9928722	9946827	5	9000	17226.9075	716	1	UBL5,PIN1,FBXL12	ZNF846	UBL5	UBL5	0.8602	716	1
2_MACS_peak_6234_lociStitched	chr12	80542881	80557145	2	8995	15171.1904	717	1		C12orf64	C12orf64	C12orf64	0.0732	717	1
2_MACS_peak_8996_lociStitched	chr15	78831923	78846780	2	8995	32068.8345	718	1	PSMA4	AGPHD1,CHRNA5	PSMA4	PSMA4	1.7314	718	1
3_MACS_peak_21225_lociStitched	chr5	1511039	1524963	3	8990	23371.434	719	1	LPCAT1		LPCAT1	LPCAT1	0.6771	719	1
3_MACS_peak_19852_lociStitched	chr4	5705429	5715488	3	8989	9410.1945	720	1	EVC,EVC2		EVC2	EVC2	0.1105	720	1
2_MACS_peak_19241_lociStitched	chr3	146256484	146265711	2	8986	11181.2786	721	1	PLSCR1	PLSCR2	PLSCR1	PLSCR1	0.3427	721	1
2_MACS_peak_18010_lociStitched	chr22	50906654	50921093	2	8985	17471.19	722	1	ADM2,SBF1	MIOX,NCAPH2,LMF2,SCO2,TYMP,ODF3B	SBF1	ODF3B	2.3232	722	1
3_MACS_peak_18407_lociStitched	chr3	46578586	46589726	3	8971	16710	723	1	LRRC2	RTP3,TDGF1	LRRC2	RTP3	0.4955	723	1
2_MACS_peak_1812_lociStitched	chr1	157097066	157109320	2	8967	16055.1908	724	1	CYCSP52,ETV3	ETV3L	ETV3	ETV3	1.0474	724	1
2_MACS_peak_1169_lociStitched	chr1	87793272	87803108	2	8958	14259.2492	725	1	LMO4		LMO4	LMO4	0.505	725	1
4_MACS_peak_8215_lociStitched	chr14	105359032	105375985	4	8946	9088.5033	726	1	KIAA0284	PLD4	PLD4	PLD4	0.5127	726	1
4_MACS_peak_8832_lociStitched	chr15	70387356	70396489	4	8941	20216.8088	727	1	TLE3	MIR629	TLE3	TLE3	0.3978	727	1
2_MACS_peak_10744_lociStitched	chr17	17584108	17598951	2	8922	32854.9805	728	1	RAI1		RAI1	RAI1	0.4096	728	1
3_MACS_peak_5063_lociStitched	chr11	111282553	111294079	3	8920	13049.7372	729	1		POU2AF1	POU2AF1	POU2AF1	0.8325	729	1
2_MACS_peak_22882_lociStitched	chr6	15244762	15257837	2	8914	16198.6175	730	1	JARID2		JARID2	JARID2	0.1206	730	1
2_MACS_peak_10473_lociStitched	chr17	1274157	1284697	2	8907	10466.22	731	1	YWHAE		YWHAE	YWHAE	0.5236	731	1
3_MACS_peak_10593_lociStitched	chr17	6915034	6927181	3	8898	25790.5104	732	1	RNASEK,C17orf49,BCL6B,MIR195,MIR497	ALOX12,SLC16A13,SLC16A11	MIR195	MIR195	2.2653	732	1
1_MACS_peak_26570_lociStitched	chr8	72267383	72276268	1	8886	21181.84	733	1	EYA1		EYA1	EYA1	0.1788	733	1
1_MACS_peak_1857_lociStitched	chr1	160676389	160685264	1	8876	23707.7875	734	1	CD48	SLAMF7	CD48	CD48	1.21	734	1
1_MACS_peak_14292_lociStitched	chr2	33716658	33725529	1	8872	27134.6148	735	1	RASGRP3	RASGRP3	RASGRP3	RASGRP3	0.5071	735	1
1_MACS_peak_14844_lociStitched	chr2	86219654	86228519	1	8866	21340.7145	736	1		LOC90784	LOC90784	LOC90784	0.0912	736	1
3_MACS_peak_8107_lociStitched	chr14	98638149	98648851	3	8861	9283.985	737	1			C14orf64	C14orf64	NONE	737	1
1_MACS_peak_2523_lociStitched	chr1	218336051	218344908	1	8858	21028.2894	738	1			RRP15	RRP15	NONE	738	1
3_MACS_peak_15114_lociStitched	chr2	112456132	112465671	3	8857	12533.2921	739	1			ANAPC1	ANAPC1	NONE	739	1
3_MACS_peak_11897_lociStitched	chr17	78226265	78238465	3	8857	19888.44	740	1	SLC26A11,RNF213	SGSH	RNF213	SGSH	0.2695	740	1
1_MACS_peak_17504_lociStitched	chr22	26984451	26993306	1	8856	18650.401	741	1	TPST2	CRYBA4,MIR548J,TPST2,CRYBB1	TPST2	CRYBB1	1.5103	741	1
1_MACS_peak_3060_lociStitched	chr10	22539194	22548030	1	8837	19008.0032	742	1			COMMD3	COMMD3	2.7105	742	1
3_MACS_peak_20910_lociStitched	chr4	156579301	156598064	3	8836	26348.8809	743	1	GUCY1A3		GUCY1A3	GUCY1A3	0.4726	743	1
2_MACS_peak_17948_lociStitched	chr22	47126478	47135882	2	8819	16413.7416	744	1	CERK	TBC1D22A	CERK	CERK	0.3101	744	1
2_MACS_peak_29352_lociStitched	chrX	119434421	119444436	2	8816	19713.526	745	1	FAM70A	ZBTB33	FAM70A	FAM70A	0.3845	745	1
4_MACS_peak_27081_lociStitched	chr8	134022629	134039175	4	8816	10908.7778	746	1	TG	SLA	SLA	SLA	0.1494	746	1
3_MACS_peak_16835_lociStitched	chr20	55963891	55975523	3	8810	22541.6528	747	1	RBM38	RAE1,MTRNR2L3	RBM38	RBM38	0.8629	747	1
1_MACS_peak_2230_lociStitched	chr1	197740002	197748805	1	8804	29123.8452	748	1	DENND1B		DENND1B	DENND1B	0.2085	748	1
1_MACS_peak_16084_lociStitched	chr2	239166894	239175691	1	8798	11633.1528	749	1	PER2	LOC643387,LOC151174,HES6	HES6	HES6	0.5306	749	1
3_MACS_peak_12657_lociStitched	chr19	2049261	2062887	3	8792	26426.2644	750	1	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	MOBKL2A	0.9579	750	1
2_MACS_peak_11783_lociStitched	chr17	74721479	74735359	2	8792	27149.28	751	1	C17orf95,MFSD11,JMJD6,SRSF2,MIR636	MXRA7	MIR636	MIR636	1.7937	751	1
2_MACS_peak_23424_lociStitched	chr6	44223591	44234275	2	8788	25200.3508	752	1	SLC35B2,NFKBIE	SLC29A1,HSP90AB1,TMEM151B,TCTE1,AARS2	SLC35B2	HSP90AB1	0.9887	752	1
3_MACS_peak_9394_lociStitched	chr16	2557586	2571503	3	8788	14572.4907	753	1	ATP6V0C,AMDHD2	C16orf59,NTN3,TBC1D24,PDPK1,CEMP1,MIR3178	ATP6V0C	ATP6V0C	0.8621	753	1
3_MACS_peak_287_lociStitched	chr1	17215167	17233528	3	8781	30552.704	754	1		CROCC	CROCC	CROCC	0.0724	754	1
3_MACS_peak_1609_lociStitched	chr1	150945411	150955851	3	8778	21126.384	755	1	ANXA9,LASS2	SETDB1,PRUNE,FAM63A	LASS2	LASS2	0.9705	755	1
3_MACS_peak_9026_lociStitched	chr15	81584437	81597453	3	8777	13931.0248	756	1	IL16	STARD5	IL16	IL16	0.2693	756	1
2_MACS_peak_11049_lociStitched	chr17	36852910	36863571	2	8772	51766.6177	757	1	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	MLLT6	1.6239	757	1
1_MACS_peak_18133_lociStitched	chr3	14159362	14168124	1	8763	23440.9786	758	1	TMEM43,CHCHD4		CHCHD4	CHCHD4	1.0754	758	1
2_MACS_peak_9161_lociStitched	chr15	90637321	90646435	2	8763	11691.4392	759	1	IDH2		IDH2	IDH2	0.4951	759	1
2_MACS_peak_19092_lociStitched	chr3	129892241	129901463	2	8759	19974.852	760	1		COL6A4P2	COL6A4P2	COL6A4P2	0.0542	760	1
4_MACS_peak_4053_lociStitched	chr11	788974	811112	4	8748	13347.0002	761	1	RPLP2,CEND1,SLC25A22,LRDD	TALDO1,SNORA52,PNPLA2,EFCAB4A,CD151,TSPAN4,PDDC1,POLR2L	SLC25A22	SNORA52	0.6722	761	1
3_MACS_peak_13587_lociStitched	chr19	45921683	45932709	3	8739	17288.768	762	1	ERCC1	CD3EAP,FOSB,ERCC2,PPP1R13L	ERCC1	ERCC1	1.1668	762	1
3_MACS_peak_14838_lociStitched	chr2	86079488	86090771	3	8737	8847.0003	763	1	ST3GAL5		ST3GAL5	ST3GAL5	0.3369	763	1
4_MACS_peak_16504_lociStitched	chr20	34677605	34690487	4	8731	10245.0546	764	1		EPB41L1,LOC647979	EPB41L1	LOC647979	0.6167	764	1
2_MACS_peak_18578_lociStitched	chr3	55687655	55697879	2	8722	14991.4512	765	1	ERC2,C3orf51		C3orf51	C3orf51	1.2499	765	1
3_MACS_peak_24413_lociStitched	chr7	2438576	2448189	3	8720	21026.5149	766	1	CHST12	EIF3B	CHST12	CHST12	0.6361	766	1
3_MACS_peak_17670_lociStitched	chr22	37637424	37653139	3	8717	16807.1925	767	1	RAC2	CYTH4,SSTR3	RAC2	RAC2	1.2011	767	1
1_MACS_peak_24422_lociStitched	chr7	2748266	2756977	1	8712	29674.0215	768	1	AMZ1		AMZ1	AMZ1	0.7307	768	1
3_MACS_peak_23539_lociStitched	chr6	56622278	56638292	3	8711	9348.9732	769	1			DST	DST	NONE	769	1
3_MACS_peak_11936_lociStitched	chr17	79868342	79886801	3	8709	33113.6001	770	1	LOC92659,PCYT2,SIRT7,MAFG	ANAPC11,NPB,ASPSCR1,P4HB,ARHGDIA,THOC4,PYCR1,MYADML2,NOTUM	SIRT7	ARHGDIA	0.9929	770	1
3_MACS_peak_23490_lociStitched	chr6	52358234	52370229	3	8707	13990.968	771	1	EFHC1,TRAM2		TRAM2	TRAM2	1.0791	771	1
2_MACS_peak_17508_lociStitched	chr22	27036974	27045710	2	8706	17402.9856	772	1		CRYBA4,MIAT,CRYBB1	MIAT	CRYBB1	1.5103	772	1
3_MACS_peak_16013_lociStitched	chr2	232570543	232579614	3	8683	29355.5702	773	1	PTMA,MIR1244-1		PTMA	PTMA	1.9987	773	1
3_MACS_peak_16333_lociStitched	chr20	24441250	24452356	3	8667	15158.5794	774	1	TMEM90B		TMEM90B	TMEM90B	0.0971	774	1
2_MACS_peak_20999_lociStitched	chr4	170906306	170915643	2	8657	16742.1747	775	1	MFAP3L		MFAP3L	MFAP3L	0.7768	775	1
3_MACS_peak_18893_lociStitched	chr3	112011769	112023269	3	8652	17757.15	776	1	SLC9A10	CD200	SLC9A10	SLC9A10	0.1691	776	1
1_MACS_peak_25248_lociStitched	chr7	92436893	92445539	1	8647	18060.6294	777	1	CDK6		CDK6	CDK6	0.3889	777	1
3_MACS_peak_25422_lociStitched	chr7	102474476	102488216	3	8644	14726.532	778	1	FBXL13		LRRC17	LRRC17	NONE	778	1
4_MACS_peak_25050_lociStitched	chr7	73256021	73270554	4	8635	11678.7188	779	1	WBSCR27	CLDN4,WBSCR28	WBSCR27	WBSCR27	0.3947	779	1
1_MACS_peak_6974_lociStitched	chr13	46269270	46277900	1	8631	19773.919	780	1	SPERT		SPERT	SPERT	0.8512	780	1
3_MACS_peak_21211_lociStitched	chr5	1129948	1142573	3	8630	9843.7125	781	1		SLC12A7	SLC12A7	SLC12A7	0.2711	781	1
3_MACS_peak_12043_lociStitched	chr18	7566242	7576806	3	8626	13693.0568	782	1	PTPRM		PTPRM	PTPRM	0.0642	782	1
2_MACS_peak_20591_lociStitched	chr4	110973739	110982690	2	8624	19679.6686	783	1	ELOVL6		ELOVL6	ELOVL6	0.4837	783	1
2_MACS_peak_27030_lociStitched	chr8	129278142	129287406	2	8622	14817.768	784	1			MIR1208	MIR1208	NONE	784	1
1_MACS_peak_25221_lociStitched	chr7	90337302	90345897	1	8596	16183.5255	785	1	CDK14		CDK14	CDK14	0.1893	785	1
3_MACS_peak_23873_lociStitched	chr6	109214155	109228143	3	8596	9928.6824	786	1	ARMC2		ARMC2	ARMC2	0.1901	786	1
2_MACS_peak_5484_lociStitched	chr12	9573431	9584441	2	8594	22980.072	787	1	DDX12		DDX12	DDX12	0.9822	787	1
1_MACS_peak_2615_lociStitched	chr1	226308680	226317265	1	8586	36478.5235	788	1			ACBD3	ACBD3	NONE	788	1
5_MACS_peak_15770_lociStitched	chr2	204537876	204559632	5	8586	13967.352	789	1		CD28	CD28	CD28	0.7434	789	1
6_MACS_peak_12794_lociStitched	chr19	6530284	6548486	6	8581	9171.9878	790	1	TNFSF9	DENND1C,TUBB4,CD70	TNFSF9	TNFSF9	0.4959	790	1
2_MACS_peak_16594_lociStitched	chr20	42306889	42318678	2	8578	26784.608	791	1	MYBL2	GTSF1L	MYBL2	MYBL2	0.6489	791	1
2_MACS_peak_26238_lociStitched	chr8	29465932	29474538	2	8575	10958.8804	792	1			C8orf75	C8orf75	0.3194	792	1
3_MACS_peak_23807_lociStitched	chr6	106038107	106050556	3	8575	11852.6929	793	1			PREP	PREP	NONE	793	1
3_MACS_peak_2132_lociStitched	chr1	184451170	184465543	3	8565	12744.5391	794	1	C1orf21		C1orf21	C1orf21	0.4278	794	1
1_MACS_peak_22593_lociStitched	chr5	175618899	175627458	1	8560	18586.7244	795	1	LOC643201	C5orf25	LOC643201	LOC643201	0.7486	795	1
2_MACS_peak_23054_lociStitched	chr6	27856788	27871235	2	8552	30110.4374	796	1	HIST1H2BO,HIST1H3J,HIST1H2AM	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L,OR2B2	HIST1H2BO	HIST1H2BO	2.7795	796	1
4_MACS_peak_423_lociStitched	chr1	26091468	26107823	4	8550	13810.162	797	1	MAN1C1	SEPN1,FAM54B,LOC646471	SEPN1	LOC646471	0.4608	797	1
5_MACS_peak_5407_lociStitched	chr12	6371004	6388259	5	8545	12449.4825	798	1		PLEKHG6	PLEKHG6	PLEKHG6	0.0904	798	1
1_MACS_peak_9214_lociStitched	chr15	93442722	93451261	1	8540	19781.4474	799	1	CHD2,MIR3175	LOC100507217	MIR3175	MIR3175	1.9888	799	1
4_MACS_peak_28336_lociStitched	chr9	132081298	132099741	4	8540	23470.5618	800	1	C9orf106		C9orf106	C9orf106	1.2495	800	1
2_MACS_peak_29146_lociStitched	chrX	72971172	72980319	2	8539	12557.9163	801	1		TSIX	TSIX	TSIX	0.0329	801	1
3_MACS_peak_26070_lociStitched	chr8	11717790	11736717	3	8536	13937.8428	802	1	CTSB		CTSB	CTSB	0.1754	802	1
4_MACS_peak_21438_lociStitched	chr5	36163161	36178997	4	8526	10793.8176	803	1	SKP2	MIR580,LMBRD2	SKP2	MIR580	0.5086	803	1
2_MACS_peak_25944_lociStitched	chr7	156802055	156811062	2	8517	24483.7281	804	1	MNX1		MNX1	MNX1	0.7718	804	1
2_MACS_peak_26948_lociStitched	chr8	124045977	124055417	2	8513	16762.608	805	1	DERL1	WDR67	DERL1	DERL1	0.5553	805	1
1_MACS_peak_20177_lociStitched	chr4	57621662	57630163	1	8502	32478.0705	806	1			SPINK2	SPINK2	NONE	806	1
1_MACS_peak_7576_lociStitched	chr14	50527157	50535658	1	8502	21887.5247	807	1		C14orf183,C14orf138	C14orf183	C14orf183	0.3413	807	1
4_MACS_peak_6060_lociStitched	chr12	57846096	57856653	4	8498	10619.2863	808	1	INHBE,GLI1	INHBC,MARS,ARHGAP9	INHBE	INHBE	0.8693	808	1
3_MACS_peak_24903_lociStitched	chr7	52775114	52788232	3	8498	10943.0356	809	1			POM121L12	POM121L12	NONE	809	1
1_MACS_peak_18900_lociStitched	chr3	112176705	112185185	1	8481	19196.176	810	1	BTLA		BTLA	BTLA	0.5036	810	1
2_MACS_peak_11726_lociStitched	chr17	73283985	73295099	2	8479	22285.7928	811	1	SLC25A19	MRPS7,LOC100287042,GGA3,MIF4GD	SLC25A19	MIF4GD	0.9806	811	1
3_MACS_peak_17101_lociStitched	chr21	36228762	36248379	3	8478	11440.6344	812	1	RUNX1		RUNX1	RUNX1	0.2117	812	1
3_MACS_peak_2176_lociStitched	chr1	187000232	187012507	3	8476	20954.6525	813	1			PLA2G4A	PLA2G4A	NONE	813	1
2_MACS_peak_13765_lociStitched	chr19	50423480	50434039	2	8475	20389.429	814	1	ATF5,NUP62,IL4I1	TBC1D17,SIGLEC16,AKT1S1,IL4I1,SIGLEC11	ATF5	AKT1S1	1.4746	814	1
1_MACS_peak_20546_lociStitched	chr4	106552020	106560490	1	8471	23998.051	815	1	ARHGEF38		INTS12	INTS12	NONE	815	1
3_MACS_peak_6032_lociStitched	chr12	57021997	57031469	3	8466	23604.224	816	1	BAZ2A	SNORD59B,SNORD59A,ATP5B	BAZ2A	ATP5B	1.2265	816	1
3_MACS_peak_23372_lociStitched	chr6	42737870	42752435	3	8456	29916.51	817	1		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	TBCC	0.9431	817	1
5_MACS_peak_10797_lociStitched	chr17	19204589	19220781	5	8451	15874.6368	818	1	EPN2	MIR1180,B9D1	MIR1180	B9D1	0.3077	818	1
4_MACS_peak_25122_lociStitched	chr7	75931087	75949253	4	8448	18941.6882	819	1	HSPB1	YWHAG	HSPB1	HSPB1	1.1784	819	1
3_MACS_peak_21058_lociStitched	chr4	181586002	181598371	3	8428	12028.8525	820	1			NCRNA00290	NCRNA00290	NONE	820	1
2_MACS_peak_27902_lociStitched	chr9	98267350	98279673	2	8424	23684.806	821	1	PTCH1		PTCH1	PTCH1	0.5409	821	1
4_MACS_peak_19690_lociStitched	chr3	195266775	195278754	4	8407	11305.7802	822	1	PPP1R2	APOD	PPP1R2	PPP1R2	0.2626	822	1
4_MACS_peak_1040_lociStitched	chr1	66736925	66750141	4	8396	9329.1744	823	1	PDE4B	PDE4B	PDE4B	PDE4B	0.0599	823	1
1_MACS_peak_23822_lociStitched	chr6	106609757	106618144	1	8388	32892.1366	824	1			PRDM1	PRDM1	2.597	824	1
3_MACS_peak_4756_lociStitched	chr11	67642105	67654683	3	8379	15849.5378	825	1			LOC645332	LOC645332	NONE	825	1
3_MACS_peak_20559_lociStitched	chr4	108950804	108965361	3	8379	16362.068	826	1	HADH		HADH	HADH	0.4896	826	1
2_MACS_peak_14884_lociStitched	chr2	87806210	87815332	2	8366	9360.9964	827	1	NCRNA00152		NCRNA00152	NCRNA00152	0.4589	827	1
2_MACS_peak_16675_lociStitched	chr20	45027133	45037169	2	8364	20149.2772	828	1	ELMO2	SLC35C2	ELMO2	SLC35C2	0.7748	828	1
2_MACS_peak_10565_lociStitched	chr17	4842167	4855259	2	8358	25962.7452	829	1	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	PFN1	1.6954	829	1
3_MACS_peak_28639_lociStitched	chrX	12992348	13004953	3	8351	13338.611	830	1	TMSB4X,TMSL3	LOC349408	TMSB4X	TMSB4X	0.9703	830	1
2_MACS_peak_11193_lociStitched	chr17	40728391	40740023	2	8342	26381.376	831	1	PSMC3IP,FAM134C	NAGLU,HSD17B1,COASY,MLX,TUBG1	PSMC3IP	PSMC3IP	1.7781	831	1
2_MACS_peak_2987_lociStitched	chr10	13782815	13793728	2	8339	12958.0962	832	1	FRMD4A		PRPF18	PRPF18	NONE	832	1
3_MACS_peak_16010_lociStitched	chr2	232534738	232552815	3	8337	25105.3376	833	1		PTMA,MIR1244-1	PTMA	PTMA	1.9987	833	1
1_MACS_peak_4990_lociStitched	chr11	98890829	98899163	1	8335	8875.71	834	1	CNTN5		CNTN5	CNTN5	0.064	834	1
2_MACS_peak_8624_lociStitched	chr15	52967288	52976555	2	8333	17716.6506	835	1	KIAA1370		KIAA1370	KIAA1370	0.2829	835	1
3_MACS_peak_27077_lociStitched	chr8	133958909	133972964	3	8333	10411.944	836	1	TG		TG	TG	0.2336	836	1
2_MACS_peak_5710_lociStitched	chr12	31900692	31911016	2	8324	21203.4312	837	1		AMN1,H3F3C	AMN1	AMN1	0.1872	837	1
1_MACS_peak_12464_lociStitched	chr18	60822177	60830499	1	8323	16123.875	838	1	BCL2		BCL2	BCL2	0.2509	838	1
1_MACS_peak_3556_lociStitched	chr10	89263847	89272167	1	8321	13868.608	839	1	MINPP1		MINPP1	MINPP1	0.3902	839	1
3_MACS_peak_1838_lociStitched	chr1	159879369	159896129	3	8306	17232.632	840	1	TAGLN2	VSIG8,CCDC19,IGSF9,SLAMF9	TAGLN2	TAGLN2	0.8252	840	1
1_MACS_peak_12198_lociStitched	chr18	23874567	23882870	1	8304	17490.2695	841	1	TAF4B		TAF4B	TAF4B	0.2462	841	1
4_MACS_peak_29404_lociStitched	chrX	128902194	128916035	4	8304	14405.7128	842	1	XPNPEP2,SASH3		SASH3	SASH3	0.2601	842	1
4_MACS_peak_24235_lociStitched	chr6	151796418	151816499	4	8300	10434.0876	843	1	C6orf97	C6orf211,RMND1	C6orf97	C6orf211	0.2109	843	1
3_MACS_peak_14924_lociStitched	chr2	91949778	91962825	3	8297	12522.5106	844	1		GGT8P	GGT8P	GGT8P	0.5132	844	1
3_MACS_peak_17986_lociStitched	chr22	50352955	50364850	3	8296	19169.982	845	1	PIM3	CRELD2,ALG12	PIM3	PIM3	1.3255	845	1
4_MACS_peak_26585_lociStitched	chr8	74649622	74662739	4	8287	17749.9244	846	1	STAU2		STAU2	STAU2	0.1579	846	1
1_MACS_peak_25002_lociStitched	chr7	70158323	70166606	1	8284	21462.0813	847	1	AUTS2		WBSCR17	WBSCR17	NONE	847	1
5_MACS_peak_22465_lociStitched	chr5	158758332	158777853	5	8283	7792.7832	848	1		IL12B	IL12B	IL12B	0.0852	848	1
3_MACS_peak_246_lociStitched	chr1	15897078	15912140	3	8277	16238.3422	849	1	DNAJC16,AGMAT	DDI2,CASP9	AGMAT	AGMAT	0.7539	849	1
3_MACS_peak_5543_lociStitched	chr12	12844101	12857893	3	8272	17240	850	1	GPR19	CDKN1B,APOLD1	GPR19	CDKN1B	5.6622	850	1
4_MACS_peak_14759_lociStitched	chr2	74681571	74700704	4	8268	14290.4377	851	1	INO80B,WBP1,MOGS,MRPL53,CCDC142	WDR54,TTC31,LOC151534,TLX2,C2orf81,RTKN,LBX2,PCGF1	MOGS	MOGS	0.5669	851	1
4_MACS_peak_18412_lociStitched	chr3	47017343	47032909	4	8264	11251.1048	852	1	NBEAL2,CCDC12	NRADDP	NBEAL2	NBEAL2	0.3306	852	1
2_MACS_peak_26186_lociStitched	chr8	26428127	26437512	2	8258	25657.6515	853	1	DPYSL2		DPYSL2	DPYSL2	0.2379	853	1
2_MACS_peak_7301_lociStitched	chr13	115023551	115032540	2	8251	9460.0236	854	1	CDC16	UPF3A,ZNF828	UPF3A	UPF3A	0.8133	854	1
3_MACS_peak_11972_lociStitched	chr17	80405969	80423844	3	8249	21705.6125	855	1	NARF,C17orf62	HEXDC,C17orf101	NARF	C17orf101	0.5703	855	1
1_MACS_peak_25449_lociStitched	chr7	104650840	104659079	1	8240	28716.2106	856	1	MLL5,LOC100216545		MLL5	MLL5	0.3697	856	1
