REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X12_0EWY_0229Kronos_MM1S.No.Treatment.2_H3K27Ac_hs.dm_i21.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper
1_MACS_peak_2589_lociStitched	chr1	235665361	235669662	1	4302	24507.9582	1640.8315	741	B3GALNT2		B3GALNT2	741	1
1_MACS_peak_24308_lociStitched	chr7	128760737	128764808	1	4072	24268.0452	1429.7352	742		LOC407835,TSPAN33	LOC407835	742	1
1_MACS_peak_22763_lociStitched	chr6	130579590	130584016	1	4427	23782.2258	946.2788	743		SAMD3	SAMD3	743	1
1_MACS_peak_22828_lociStitched	chr6	136609232	136612783	1	3552	24072.9392	1252.7928	744	BCLAF1	FAM54A	BCLAF1	744	1
1_MACS_peak_11882_lociStitched	chr18	56751162	56757045	1	5884	24530.3451	1720.1892	745		LOC390858	LOC390858	745	1
1_MACS_peak_24920_lociStitched	chr8	38237124	38245023	1	7900	24666.2073	1874.4327	746	LETM2,WHSC1L1		WHSC1L1	746	1
3_MACS_peak_16732_lociStitched	chr22	39459079	39474357	3	11018	25547.8716	2762.2624	747	APOBEC3G	APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3H	APOBEC3G	747	1
2_MACS_peak_22193_lociStitched	chr6	52358084	52366550	2	6894	24842.6304	2070.7836	748	EFHC1,TRAM2		EFHC1	748	1
2_MACS_peak_12335_lociStitched	chr19	13043085	13058025	2	14004	25424.892	2656.332	749	CALR,RAD23A,FARSA	GCDH,DAND5,NFIX,KLF1,SYCE2,GADD45GIP1	CALR	749	1
2_MACS_peak_3730_lociStitched	chr10	112172656	112185357	2	8965	25507.4183	2759.9273	750			DUSP5	750	1
1_MACS_peak_9496_lociStitched	chr16	23413466	23419226	1	5761	24227.136	1498.176	751	COG7		COG7	751	1
3_MACS_peak_25668_lociStitched	chr8	142126773	142140827	3	7531	25375.9024	2692.7464	752	DENND3		DENND3	752	1
1_MACS_peak_23893_lociStitched	chr7	90558443	90563997	1	5555	24036.6012	1357.3976	753	CDK14		CDK14	753	1
3_MACS_peak_22634_lociStitched	chr6	113946533	113956787	3	7693	24818.7816	2145.1368	754			MARCKS	754	1
2_MACS_peak_1398_lociStitched	chr1	145427097	145441470	2	8498	26817.1434	4162.4208	755	TXNIP	HFE2,ANKRD34A,LIX1L,POLR3GL	TXNIP	755	1
1_MACS_peak_26074_lociStitched	chr9	42250419	42256728	1	6310	23796.9171	1155.8088	756			FAM95B1	756	1
5_MACS_peak_25379_lociStitched	chr8	103815708	103828738	5	9850	23980.412	1342.09	757		AZIN1	AZIN1	757	1
1_MACS_peak_21577_lociStitched	chr6	7959689	7965380	1	5692	24121.3035	1484.7819	758	MUTED-TXNDC5	PIP5K1P1,TXNDC5	PIP5K1P1	758	1
1_MACS_peak_12120_lociStitched	chr19	3983294	3990835	1	7542	25254.809	2623.5139	759	EEF2	PIAS4,MIR637,DAPK3,SNORD37	EEF2	759	1
1_MACS_peak_15699_lociStitched	chr20	40720490	40724757	1	4268	23601.6304	981.41	760	PTPRT		CHD6	760	1
2_MACS_peak_6129_lociStitched	chr12	72078857	72089150	2	10272	24923.4702	2316.9543	761	TMEM19	THAP2,ZFC3H1	TMEM19	761	1
2_MACS_peak_5430_lociStitched	chr12	8467833	8475176	2	5917	24256.8662	1660.2523	762			LOC389634	762	1
3_MACS_peak_25698_lociStitched	chr8	145002042	145018638	3	10104	24928.8516	2366.5896	763	PLEC	GRINA,MIR661,PARP10	PLEC	763	1
1_MACS_peak_12703_lociStitched	chr19	41767970	41772400	1	4431	23771.823	1217.364	764	HNRNPUL1	AXL,CCDC97	HNRNPUL1	764	1
3_MACS_peak_9593_lociStitched	chr16	30193738	30212290	3	10903	26429.1792	3881.0784	765	CORO1A,LOC606724,SLX1B,SLX1A-SULT1A3,SULT1A3,SULT1A4,BOLA2B	LOC613037	CORO1A	765	1
3_MACS_peak_6643_lociStitched	chr12	122227437	122243392	3	8499	24082.477	1536.4665	766	SETD1B,RHOF,LOC338799		RHOF	766	1
2_MACS_peak_17541_lociStitched	chr3	56948333	56956733	2	6691	24323.88	1787.52	767	ARHGEF3		ARHGEF3	767	1
1_MACS_peak_8756_lociStitched	chr15	74674553	74678721	1	4169	23738.4272	1220.8072	768		CYP11A1,SEMA7A	CYP11A1	768	1
1_MACS_peak_4715_lociStitched	chr11	72523400	72527486	1	4087	23541.0804	1060.7256	769	ATG16L2	STARD10	ATG16L2	769	1
1_MACS_peak_20570_lociStitched	chr5	81145925	81152194	1	6270	23867.3368	1399.2408	770			SSBP2	770	1
3_MACS_peak_50_lociStitched	chr1	2476976	2489214	3	6986	24348.7248	1906.6804	771	TNFRSF14,LOC115110	C1orf93,PANK4,HES5	LOC115110	771	1
3_MACS_peak_784_lociStitched	chr1	52328058	52345949	3	8362	25195.8953	2757.0031	772	NRD1	MIR761	NRD1	772	1
6_MACS_peak_20066_lociStitched	chr5	6708405	6738344	6	12145	27340.2948	4921.9716	773	PAPD7	PAPD7	PAPD7	773	1
1_MACS_peak_1397_lociStitched	chr1	145394863	145400465	1	5603	24630.3134	2216.1512	774		HFE2,TXNIP	HFE2	774	1
2_MACS_peak_12312_lociStitched	chr19	12588394	12596315	2	7254	23865.1809	1453.5035	775	ZNF709	ZNF443	ZNF709	775	1
2_MACS_peak_11062_lociStitched	chr17	57695203	57700563	2	5002	23271.512	866.712	776	CLTC		CLTC	776	1
5_MACS_peak_23487_lociStitched	chr7	38383599	38408568	5	18238	27780.5094	5428.2606	777			TARP	777	1
1_MACS_peak_19983_lociStitched	chr4	187749125	187752441	1	3317	23592.6768	1273.344	778			FAT1	778	1
1_MACS_peak_2711_lociStitched	chr10	3823322	3829168	1	5847	23477.536	1208.9528	779	KLF6		KLF6	779	1
1_MACS_peak_12823_lociStitched	chr19	47286690	47292271	1	5582	23722.5986	1466.1287	780	SLC1A5	FKRP,STRN4,SNAR-E	SLC1A5	780	1
2_MACS_peak_3962_lociStitched	chr11	2792861	2801182	2	7620	24353.0707	2101.0525	781	KCNQ1		KCNQ1OT1	781	1
3_MACS_peak_15309_lociStitched	chr20	5092465	5109032	3	9182	25367.3904	3139.4465	782	PCNA-AS1,CDS2,C20orf30,PCNA		PCNA	782	1
1_MACS_peak_2296_lociStitched	chr1	211430937	211435102	1	4166	23166.9795	943.3725	783	RCOR3		RCOR3	783	1
3_MACS_peak_3913_lociStitched	chr10	135201303	135215634	3	7495	24394.2282	2198.3754	784	PAOX,MTG1	PRAP1,C10orf125,MIR3944,ECHS1,SPRN	MTG1	784	1
1_MACS_peak_9874_lociStitched	chr16	68502098	68506160	1	4063	23293.9452	1112.1756	785		SMPD3	SMPD3	785	1
1_MACS_peak_12179_lociStitched	chr19	6799264	6803892	1	4629	23836.9768	1674.8732	786	VAV1	SH2D3A	VAV1	786	1
3_MACS_peak_5224_lociStitched	chr11	126172906	126189653	3	10808	25507.3557	3351.0747	787	DCPS	FOXRED1,TIRAP,ST3GAL4,SRPR,FLJ39051	DCPS	787	1
3_MACS_peak_10891_lociStitched	chr17	46124248	46135081	3	9437	24446.8311	2312.8455	788	NFE2L1	SNX11,MIR152,COPZ2,CBX1	NFE2L1	788	1
2_MACS_peak_34_lociStitched	chr1	1668681	1679083	2	6049	23844.5046	1717.3702	789	SLC35E2	SLC35E2B,CDK11B,CDK11A,NADK	SLC35E2	789	1
2_MACS_peak_5961_lociStitched	chr12	56509097	56523849	2	9285	25392.6176	3271.9936	790	RPL41,ZC3H10,ESYT1	ERBB3,PA2G4,MYL6B,MYL6	ZC3H10	790	1
1_MACS_peak_14558_lociStitched	chr2	174826983	174831688	1	4706	23116.606	1021.4555	791	SP3		SP3	791	1
1_MACS_peak_11254_lociStitched	chr17	73637759	73643656	1	5898	23337.3775	1254.8816	792	LOC100130933,RECQL5	LOC643008,SAP30BP,RECQL5	LOC100130933	792	1
1_MACS_peak_1849_lociStitched	chr1	167903600	167907507	1	3908	23488.1026	1427.2271	793	DCAF6,BRP44	ADCY10	BRP44	793	1
1_MACS_peak_14232_lociStitched	chr2	128585603	128590030	1	4428	23156.7516	1124.458	794		WDR33,POLR2D	WDR33	794	1
1_MACS_peak_18218_lociStitched	chr3	150478088	150485236	1	7149	23763.526	1739.1084	795	SIAH2		SIAH2	795	1
2_MACS_peak_20732_lociStitched	chr5	109187799	109202205	2	9760	24652.9878	2629.095	796	MAN2A1	LOC100289673	LOC100289673	796	1
4_MACS_peak_24713_lociStitched	chr8	19519357	19540443	4	9355	25577.318	3586.7286	797	CSGALNACT1		CSGALNACT1	797	1
1_MACS_peak_18513_lociStitched	chr3	183268727	183274479	1	5753	24207.8672	2220.8472	798	KLHL6		KLHL6	798	1
2_MACS_peak_23137_lociStitched	chr7	2438570	2447640	2	7406	23928.474	1944.608	799	CHST12	EIF3B	CHST12	799	1
2_MACS_peak_2579_lociStitched	chr1	235242084	235247750	2	4373	24078.8002	2096.9866	800		SNORA14B,TOMM20	SNORA14B	800	1
2_MACS_peak_18056_lociStitched	chr3	130557394	130574064	2	10644	25236.713	3257.318	801	ATP2C1	ATP2C1	ATP2C1	801	1
2_MACS_peak_22184_lociStitched	chr6	52160163	52173580	2	7714	24916.7107	2942.3481	802		MCM3	MCM3	802	1
2_MACS_peak_8236_lociStitched	chr15	33296336	33309890	2	7876	24549.0048	2576.6154	803	FMN1		FMN1	803	1
1_MACS_peak_12081_lociStitched	chr19	2393292	2396370	1	3079	23073.3036	1114.236	804	TMPRSS9	TIMM13	TMPRSS9	804	1
1_MACS_peak_11900_lociStitched	chr18	60804666	60811470	1	6805	23781.3408	1841.1624	805	BCL2		BCL2	805	1
5_MACS_peak_17486_lociStitched	chr3	52285855	52313650	5	13760	26255.157	4330.461	806	WDR82,MIRLET7G	PPM1M,GLYCTK,DNAH1,TLR9,TWF2,MIR135A1	MIRLET7G	806	1
1_MACS_peak_18041_lociStitched	chr3	128994260	129003059	1	8800	23818.893	1900.584	807	COPG,C3orf37	C3orf47,H1FX	C3orf37	807	1
2_MACS_peak_12981_lociStitched	chr19	56340152	56351812	2	6166	24242.306	2337.83	808	NLRP4,NLRP11		NLRP4	808	1
1_MACS_peak_8956_lociStitched	chr15	86231808	86237503	1	5696	23520.9195	1628.77	809	AKAP13		AKAP13	809	1
1_MACS_peak_24136_lociStitched	chr7	108208801	108212107	1	3307	23035.8774	1162.7202	810	DNAJB9,THAP5	PNPLA8	DNAJB9	810	1
3_MACS_peak_12326_lociStitched	chr19	12898872	12918291	3	9629	25388.4006	3536.1999	811	JUNB,RNASEH2A,PRDX2	BEST2,MAST1,HOOK2,RTBDN	PRDX2	811	1
2_MACS_peak_26686_lociStitched	chr9	130731646	130744216	2	8824	24253.815	2414.697	812	FAM102A	PIP5KL1,DPM2,FAM102A	FAM102A	812	1
3_MACS_peak_23760_lociStitched	chr7	74057168	74076837	3	10512	24649.1908	2853.9719	813	GTF2I		GTF2I	813	1
1_MACS_peak_15607_lociStitched	chr20	34328466	34333143	1	4678	22892.9796	1114.5291	814	RBM39	ROMO1,PHF20,NFS1	RBM39	814	1
3_MACS_peak_12274_lociStitched	chr19	11038411	11053497	3	8524	24475.5264	2698.8854	815	C19orf52,YIPF2	SMARCA4	C19orf52	815	1
1_MACS_peak_18578_lociStitched	chr3	186499837	186505821	1	5985	23888.128	2112.352	816	EIF4A2,SNORD2,SNORA81,MIR1248,SNORA4,SNORA63	RFC4	SNORD2	816	1
4_MACS_peak_9013_lociStitched	chr15	90573871	90591663	4	9437	25200.5888	3428.5184	817	ZNF710		ZNF710	817	1
2_MACS_peak_16179_lociStitched	chr21	36236545	36248576	2	6384	24501.1315	2769.5362	818	RUNX1		RUNX1	818	1
4_MACS_peak_25730_lociStitched	chr8	145732456	145754762	4	9803	24456.2984	2732.485	819	GPT,MFSD3,LRRC14,RECQL4,LRRC24,MGC70857,ARHGAP39	KIFC2,PPP1R16A,CYHR1,FOXH1	LRRC14	819	1
1_MACS_peak_10425_lociStitched	chr17	18963994	18968687	1	4694	23040.7528	1323.8953	820		GRAP	GRAP	820	1
5_MACS_peak_3054_lociStitched	chr10	43931453	43951974	5	9802	24637.5126	2934.503	821	ZNF487P	HNRNPF	ZNF487P	821	1
1_MACS_peak_4749_lociStitched	chr11	74659195	74666168	1	6974	23126.6518	1429.465	822	SPCS2,XRRA1	NEU3	SPCS2	822	1
2_MACS_peak_20698_lociStitched	chr5	100224390	100241655	2	11251	24944.472	3250.9995	823	ST8SIA4		ST8SIA4	823	1
3_MACS_peak_8088_lociStitched	chr14	106144915	106169453	3	21518	73147.778	3153.133	76		MYC	MYC	76	1
1_MACS_peak_8094_lociStitched	chr14	106323788	106329588	1	5801	40779.22	709.34	260		MYC	MYC	260	1
