REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X18_0EX4_0229Kronos_MM1S.KB.6hr.2_H3K27Ac_hs.dm_i37.bam	X42_0EXU_0229Kronos_MM1S.KB.6hr.2_Input_hs_i86.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
3_MACS_peak_5365_lociStitched	chr11	118887958	118901986	3	8248	25002.1044	2654.0976	629	TRAPPC4,MIR3656,RPS25,SLC37A4	FOXR1,CCDC84,VPS11,RPL23AP64,HYOU1	SLC37A4	SLC37A4	0.8654999999999999	629	1
3_MACS_peak_2218_lociStitched	chr1	200588638	200598561	3	8244	18548.0716	2544.2572	630	KIF14	DDX59	KIF14	DDX59	0.31179999999999997	630	1
2_MACS_peak_1760_lociStitched	chr1	156627049	156635289	2	8233	30747.56	2148.168	631	BCAN	HAPLN2,BCAN,NES,CRABP2	NES	BCAN	0.9727999999999999	631	1
2_MACS_peak_11883_lociStitched	chr17	74721420	74735120	2	8232	34215.75	2250.91	632	C17orf95,MFSD11,JMJD6,SRSF2,MIR636	MXRA7	MIR636	MIR636	1.9434	632	1
2_MACS_peak_28149_lociStitched	chr9	127622824	127635893	2	8219	20831.986	1940.7465	633	ARPC5L,RPL35	WDR38	ARPC5L	ARPC5L	0.7254	633	1
3_MACS_peak_5960_lociStitched	chr12	32608278	32622434	3	8219	24100.59	1888.4104	634		FGD4	FGD4	FGD4	0.1725	634	1
2_MACS_peak_27078_lociStitched	chr8	134576875	134585687	2	8207	46480.6564	1776.4992	635	ST3GAL1		ST3GAL1	ST3GAL1	0.6185	635	1
3_MACS_peak_6171_lociStitched	chr12	53763753	53776473	3	8207	29605.8	2549.088	636	SP1	AMHR2,AAAS,SP7	SP1	AAAS	0.6476999999999999	636	1
1_MACS_peak_6523_lociStitched	chr12	92533148	92541347	1	8200	18670.7628	1493.0379	637	BTG1		BTG1	BTG1	1.082	637	1
1_MACS_peak_4608_lociStitched	chr11	58339994	58348192	1	8199	78631.117	1860.946	638	ZFP91-CNTF,ZFP91,LPXN	CNTF	LPXN	LPXN	1.3034	638	1
3_MACS_peak_17466_lociStitched	chr22	27053101	27071194	3	8195	21215.8518	3177.1308	639	MIAT	CRYBA4,CRYBB1	MIAT	CRYBB1	1.4041	639	1
2_MACS_peak_23485_lociStitched	chr6	52527618	52536553	2	8193	25381.6545	1779.852	640	LOC730101,TMEM14A		LOC730101	LOC730101	1.5979	640	1
3_MACS_peak_5613_lociStitched	chr12	6439099	6452152	3	8191	20315.6892	1867.8843	641	TNFRSF1A	PLEKHG6,LTBR,SCNN1A	TNFRSF1A	TNFRSF1A	0.8018000000000001	641	1
3_MACS_peak_23518_lociStitched	chr6	56622002	56634282	3	8189	12168.252	2249.696	642			DST	DST	NONE	642	1
2_MACS_peak_23414_lociStitched	chr6	44222787	44234344	2	8183	27019.1103	2014.3851	643	SLC35B2,NFKBIE	SLC29A1,HSP90AB1,TMEM151B,TCTE1,AARS2	SLC35B2	HSP90AB1	1.0164	643	1
1_MACS_peak_23140_lociStitched	chr6	30683877	30692058	1	8182	27844.0335	1665.6516	644	TUBB,MDC1	DHX16,KIAA1949,NRM,FLOT1,IER3	TUBB	NRM	1.959	644	1
2_MACS_peak_23194_lociStitched	chr6	32156676	32165936	2	8182	18282.944	1554.754	645	PBX2,GPSM3,NOTCH4	PPT2,EGFL8,RNF5,RNF5P1,PRRT1,LOC100507547,AGPAT1,AGER	GPSM3	GPSM3	1.159	645	1
1_MACS_peak_11389_lociStitched	chr17	43387627	43395795	1	8169	20325.2512	1769.1888	646	MAP3K14	LOC100133991,C17orf46	MAP3K14	MAP3K14	0.2871	646	1
1_MACS_peak_21098_lociStitched	chr4	186225221	186233382	1	8162	28484.3383	1739.9252	647	SNX25		LRP2BP	LRP2BP	0.21289999999999998	647	1
2_MACS_peak_13262_lociStitched	chr19	35695295	35706114	2	8159	59032.7916	2080.4937	648		FXYD5,LSR,FAM187B	FAM187B	LSR	0.8264	648	1
1_MACS_peak_18869_lociStitched	chr3	113460692	113468844	1	8153	22058.4968	1573.336	649	ATP6V1A,NAA50	KIAA2018	NAA50	NAA50	0.5212	649	1
2_MACS_peak_27020_lociStitched	chr8	129278138	129287411	2	8153	24222.9306	1870.3641	650			MIR1208	MIR1208	NONE	650	1
3_MACS_peak_27428_lociStitched	chr9	33152544	33168446	3	8152	15211.8532	2545.9102	651	B4GALT1		B4GALT1	B4GALT1	0.1711	651	1
3_MACS_peak_22410_lociStitched	chr5	153651559	153664867	3	8151	11978.5308	2205.1356	652	GALNT10		GALNT10	GALNT10	0.04920000000000001	652	1
2_MACS_peak_15367_lociStitched	chr2	173419216	173427713	2	8144	16346.5286	1332.3296	653	PDK1		PDK1	PDK1	0.7081000000000001	653	1
2_MACS_peak_13325_lociStitched	chr19	39338730	39349122	2	8138	29143.3248	1897.5792	654	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	HNRNPL	1.0462	654	1
1_MACS_peak_13686_lociStitched	chr19	55764157	55772288	1	8132	32910.2225	1374.139	655	PPP6R1	BRSK1,PTPRH,TMEM86B,HSPBP1	PPP6R1	PPP6R1	0.8044	655	1
2_MACS_peak_1310_lociStitched	chr1	111323138	111331718	2	8127	39843.804	1117.116	656			CD53	CD53	NONE	656	1
3_MACS_peak_10230_lociStitched	chr16	57569083	57579441	3	8123	18144.1086	1962.841	657	GPR114,CCDC102A	DOK4	GPR114	GPR114	0.1942	657	1
1_MACS_peak_12444_lociStitched	chr18	52983410	52991529	1	8120	19289.1202	1246.2665	658	TCF4		TCF4	TCF4	0.11679999999999999	658	1
1_MACS_peak_26609_lociStitched	chr8	72268065	72276172	1	8108	19995.9155	1314.1447	659	EYA1		EYA1	EYA1	0.1192	659	1
2_MACS_peak_17151_lociStitched	chr21	41295686	41309167	2	8093	47996.4043	3776.0281	660	PCP4		PCP4	PCP4	0.22939999999999997	660	1
3_MACS_peak_9424_lociStitched	chr15	90721511	90736471	3	8091	38167.448	2655.4	661	SEMA4B	SEMA4B,C15orf58,CIB1	SEMA4B	SEMA4B	0.7055	661	1
2_MACS_peak_3930_lociStitched	chr10	112112681	112122423	2	8086	124648.89	2269.886	662		SMNDC1	SMNDC1	SMNDC1	0.19830000000000003	662	1
2_MACS_peak_27024_lociStitched	chr8	129664853	129673421	2	8060	51585.3576	1853.2584	663			MIR1208	MIR1208	NONE	663	1
2_MACS_peak_12720_lociStitched	chr19	2468787	2480542	2	8059	28926.704	2528.5005	664	GADD45B	TIMM13,LMNB2	GADD45B	GADD45B	1.9364999999999999	664	1
1_MACS_peak_6574_lociStitched	chr12	94595856	94603913	1	8058	70666.3356	1986.0505	665	PLXNC1		PLXNC1	PLXNC1	0.9652000000000001	665	1
1_MACS_peak_27381_lociStitched	chr9	22237247	22245302	1	8056	21993.372	940.824	666			DMRTA1	DMRTA1	NONE	666	1
2_MACS_peak_10059_lociStitched	chr16	30661104	30673197	2	8049	32237.5194	2382.321	667	PRR14	FBRS,SRCAP,SNORA30,ZNF689	PRR14	PRR14	1.9097	667	1
1_MACS_peak_4958_lociStitched	chr11	72861810	72869856	1	8047	81928.395	1905.2928	668		FCHSD2	FCHSD2	FCHSD2	0.12010000000000001	668	1
3_MACS_peak_14133_lociStitched	chr2	39345739	39356908	3	8033	19870.7679	1890.9117	669	SOS1		SOS1	SOS1	0.1344	669	1
3_MACS_peak_4646_lociStitched	chr11	60672571	60683960	3	8028	23262.0325	2472.5519	670	TMEM109,PRPF19	ZP1,TMEM132A,GPR44,SLC15A3	TMEM109	TMEM109	0.7629	670	1
2_MACS_peak_7608_lociStitched	chr13	111357277	111369378	2	8026	19000.9902	1899.857	671	ING1,CARS2		ING1	ING1	0.8016000000000001	671	1
3_MACS_peak_12698_lociStitched	chr19	2049125	2063005	3	8016	29878.088	2756.568	672	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	MOBKL2A	4.3681	672	1
3_MACS_peak_19701_lociStitched	chr3	193848173	193860431	3	8014	13918.959	2534.9544	673	HES1		HES1	HES1	0.8326	673	1
3_MACS_peak_29385_lociStitched	chrX	153596606	153608950	3	8012	10726.936	892.4712	674	EMD,FLNA	RPL10,SNORA70,TAZ,ATP6AP1,DNASE1L1	FLNA	SNORA70	0.7985000000000001	674	1
1_MACS_peak_15105_lociStitched	chr2	135162690	135170688	1	7999	30591.5502	1745.9634	675	MGAT5	LOC151162	LOC151162	NONE	NONE	675	1
2_MACS_peak_10423_lociStitched	chr16	71876655	71888566	2	7978	19697.2207	1936.7286	676	ATXN1L	KIAA0174,AP1G1,ZNF821	ATXN1L	ATXN1L	0.46900000000000003	676	1
4_MACS_peak_9535_lociStitched	chr15	101790266	101806686	4	7978	15457.788	2536.89	677	CHSY1	SELS,SNRPA1	CHSY1	CHSY1	0.6108	677	1
4_MACS_peak_3064_lociStitched	chr10	22604446	22615577	4	7975	17507.9499	1610.6557	678	COMMD3,BMI1	SPAG6	BMI1	BMI1	0.7329	678	1
2_MACS_peak_23295_lociStitched	chr6	36643623	36651630	2	7973	14458.2399	1170.6234	679	CDKN1A		CDKN1A	CDKN1A	0.6276	679	1
2_MACS_peak_25610_lociStitched	chr7	120627538	120639262	2	7943	8455.3488	2833.6908	680	C7orf58	ING3	C7orf58	ING3	0.2167	680	1
4_MACS_peak_15362_lociStitched	chr2	173348254	173361501	4	7942	14104.0809	1984.4006	681	ITGA6		ITGA6	ITGA6	0.1267	681	1
3_MACS_peak_25208_lociStitched	chr7	76950460	76965753	3	7940	25193.6882	2251.1296	682	PION		PION	PION	0.2	682	1
2_MACS_peak_14109_lociStitched	chr2	37871616	37884064	2	7937	17612.6752	2433.584	683	CDC42EP3		CDC42EP3	CDC42EP3	0.5627	683	1
2_MACS_peak_7659_lociStitched	chr13	115023613	115032562	2	7935	22650.8139	1778.1663	684	CDC16	UPF3A,ZNF828	UPF3A	UPF3A	1.0196	684	1
3_MACS_peak_27194_lociStitched	chr8	146010455	146025106	3	7935	11958.1462	2161.0225	685	ZNF517,ZNF34,RPL8	ZNF7,ZNF251	RPL8	RPL8	0.6910000000000001	685	1
2_MACS_peak_26219_lociStitched	chr8	26428182	26437632	2	7933	30520.665	1870.155	686	DPYSL2		DPYSL2	DPYSL2	0.16019999999999998	686	1
2_MACS_peak_15893_lociStitched	chr2	227769503	227782556	2	7931	24556.6089	1977.5295	687	RHBDD1		RHBDD1	RHBDD1	0.19640000000000002	687	1
2_MACS_peak_16411_lociStitched	chr20	31257542	31270338	2	7912	33064.864	2005.1332	688		C20orf203	C20orf203	NONE	NONE	688	1
3_MACS_peak_26247_lociStitched	chr8	28195177	28207362	3	7900	30539.2655	2267.6285	689	PNOC,ZNF395		PNOC	PNOC	0.5762	689	1
4_MACS_peak_10810_lociStitched	chr17	8053728	8067415	4	7898	12765.8649	1873.7503	690	PER1,VAMP2	MIR3676,ALOXE3,HES7,TMEM107,C17orf59,AURKB	PER1	MIR3676	1.2636	690	1
3_MACS_peak_9566_lociStitched	chr16	684893	700533	3	7898	19241.892	1894.004	691	FAM195A,WDR90,C16orf13	RAB40C,WFIKKN1,RHOT2,RHBDL1,STUB1,JMJD8,WDR24	FAM195A	FAM195A	0.8182	691	1
2_MACS_peak_7896_lociStitched	chr14	50465540	50476674	2	7897	40272.7914	1161.2762	692	C14orf182		C14orf182	C14orf182	1.0801999999999998	692	1
1_MACS_peak_11560_lociStitched	chr17	54984633	54992526	1	7894	15430.815	1307.8701	693	TRIM25	MTVR2,COIL	TRIM25	TRIM25	0.4003	693	1
3_MACS_peak_11994_lociStitched	chr17	79817143	79830675	3	7892	19040.8772	1860.65	694	P4HB,ARHGDIA	ANAPC11,NPB,FAM195B,DYSFIP1,THOC4,PCYT2,SIRT7	ARHGDIA	ARHGDIA	0.7506	694	1
2_MACS_peak_13479_lociStitched	chr19	45541471	45553930	2	7885	20333.088	1964.7843	695	CLASRP	RELB,GEMIN7,ZNF296	CLASRP	GEMIN7	1.1174000000000002	695	1
1_MACS_peak_22636_lociStitched	chr5	176852039	176859913	1	7875	18265.3178	1347.2414	696	GRK6	SLC34A1,PRR7,PFN3,F12,DBN1	GRK6	GRK6	0.7116	696	1
3_MACS_peak_1835_lociStitched	chr1	161122697	161137667	3	7875	35701.953	3507.471	697	UFC1,USP21,PPOX	NIT1,NDUFS2,FCER1G,PFDN2,DEDD,B4GALT3,ADAMTS4	USP21	B4GALT3	2.3373	697	1
2_MACS_peak_28202_lociStitched	chr9	130672417	130681110	2	7872	19333.232	1361.3238	698	ST6GALNAC4	AK1,ST6GALNAC6,PIP5KL1,DPM2,FAM102A	ST6GALNAC4	ST6GALNAC4	0.9607	698	1
2_MACS_peak_7295_lociStitched	chr13	46750475	46759064	2	7865	13047.5499	929.3298	699	LCP1		LCP1	LCP1	0.198	699	1
3_MACS_peak_25759_lociStitched	chr7	134670471	134682428	3	7857	22975.3755	3132.734	700	AGBL3		AGBL3	AGBL3	0.050299999999999984	700	1
4_MACS_peak_24135_lociStitched	chr6	135544378	135556371	4	7853	11497.6891	1868.5094	701		MYB	MYB	MYB	0.17719999999999997	701	1
3_MACS_peak_5391_lociStitched	chr11	120203439	120216640	3	7853	15141.547	2361.6589	702	TMEM136,ARHGEF12		ARHGEF12	ARHGEF12	0.040900000000000006	702	1
2_MACS_peak_9163_lociStitched	chr15	74915982	74924631	2	7851	16026.597	1500.6015	703	CLK3,EDC3		CLK3	CLK3	0.819	703	1
3_MACS_peak_5628_lociStitched	chr12	6711979	6723888	3	7849	8831.7144	1854.2313	704	CHD4	IFFO1,NOP2,SCARNA11,LPAR5,ACRBP,ING4	CHD4	IFFO1	0.362	704	1
2_MACS_peak_1690_lociStitched	chr1	154971057	154979700	2	7841	28882.3131	1650.813	705	ZBTB7B	CKS1B,MIR4258,FLAD1,LENEP,DCST1,ADAM15,PBXIP1,PYGO2,SHC1,DCST2	ZBTB7B	PBXIP1	3.8804999999999996	705	1
3_MACS_peak_9347_lociStitched	chr15	85277183	85293382	3	7841	25657.5961	2227.3625	706	ZNF592	SEC11A	ZNF592	ZNF592	0.15769999999999998	706	1
2_MACS_peak_967_lociStitched	chr1	67389623	67400554	2	7837	15255.3036	1747.8669	707	MIER1,WDR78		MIER1	MIER1	0.139	707	1
2_MACS_peak_2320_lociStitched	chr1	205196177	205208109	2	7836	14736.02	2638.1652	708	TMCC2	DSTYK	TMCC2	TMCC2	0.2241	708	1
3_MACS_peak_19544_lociStitched	chr3	182099094	182113284	3	7832	18920.946	2944.425	709			ATP11B	ATP11B	NONE	709	1
3_MACS_peak_28925_lociStitched	chrX	70837237	70850363	3	7823	14865.195	1035.6414	710	BCYRN1,CXCR3	ACRC	CXCR3	CXCR3	0.7392	710	1
1_MACS_peak_9377_lociStitched	chr15	89163764	89171580	1	7817	14894.1696	1365.4552	711	AEN	MIR1179,MIR7-2,ISG20	AEN	ISG20	0.8107000000000001	711	1
1_MACS_peak_21145_lociStitched	chr5	217082	224897	1	7816	18387.9135	1415.2965	712	SDHA,CCDC127	LRRC14B,PDCD6	SDHA	LRRC14B	1.9570999999999998	712	1
2_MACS_peak_26941_lociStitched	chr8	124046471	124055432	2	7807	15032.9736	1923.9267	713	DERL1	WDR67	DERL1	DERL1	0.32099999999999995	713	1
2_MACS_peak_12728_lociStitched	chr19	2618070	2628861	2	7805	50376.7044	2624.3712	714	GNG7		GNG7	GNG7	0.7629	714	1
2_MACS_peak_1379_lociStitched	chr1	117101385	117114513	2	7801	12434.8416	1165.7664	715	CD58		CD58	CD58	0.2485	715	1
2_MACS_peak_14767_lociStitched	chr2	99114914	99123281	2	7796	14684.9217	1584.7098	716	INPP4A		INPP4A	INPP4A	1.5059	716	1
4_MACS_peak_25412_lociStitched	chr7	101376574	101391505	4	7794	10336.7313	1955.961	717			CUX1	CUX1	NONE	717	1
3_MACS_peak_18332_lociStitched	chr3	46130269	46141486	3	7793	35747.4573	2167.1244	718			XCR1	XCR1	NONE	718	1
1_MACS_peak_13792_lociStitched	chr2	5834583	5842372	1	7790	26597.8772	922.2176	719	SOX11		SOX11	SOX11	1.3507	719	1
1_MACS_peak_26362_lociStitched	chr8	38237373	38245156	1	7784	17065.0058	1323.11	720	LETM2,WHSC1L1		WHSC1L1	WHSC1L1	0.17060000000000003	720	1
3_MACS_peak_5925_lociStitched	chr12	31243548	31254610	3	7784	17484.5972	1736.734	721	DDX11		DDX11	DDX11	0.7542	721	1
1_MACS_peak_13541_lociStitched	chr19	47728628	47736404	1	7777	25984.2816	1388.7936	722	MIR3190,BBC3,MIR3191	CCDC9,PRR24	BBC3	BBC3	1.1007	722	1
2_MACS_peak_28229_lociStitched	chr9	131445268	131453356	2	7764	23934.8184	1267.3896	723	SET	PKN3,WDR34,ZDHHC12	SET	SET	0.9846999999999999	723	1
3_MACS_peak_13618_lociStitched	chr19	50369503	50382123	3	7763	39038.708	2465.948	724	TBC1D17,PNKP,AKT1S1	MED25,PTOV1,ATF5,IL4I1	AKT1S1	AKT1S1	1.9923	724	1
3_MACS_peak_26997_lociStitched	chr8	126647874	126661098	3	7762	16885.7256	2236.1784	725			TRIB1	TRIB1	1.2412999999999998	725	1
2_MACS_peak_11320_lociStitched	chr17	40826919	40834887	2	7751	22460.9952	1294.0032	726	CNTNAP1,PLEKHH3,CCR10	TUBG2	PLEKHH3	PLEKHH3	1.0817999999999999	726	1
2_MACS_peak_5327_lociStitched	chr11	116794925	116802746	2	7747	21833.1036	1643.9742	727	SIK3		APOA1	APOA1	NONE	727	1
2_MACS_peak_3923_lociStitched	chr10	111966962	111975050	2	7739	17132.0016	1573.9248	728	MXI1	MXI1	MXI1	MXI1	0.1537	728	1
2_MACS_peak_25774_lociStitched	chr7	136036483	136047080	2	7736	33608.3855	2679.9813	729			LUZP6	LUZP6	NONE	729	1
1_MACS_peak_18125_lociStitched	chr3	23846980	23854711	1	7732	28986.6114	1110.9447	730	UBE2E1		UBE2E1	UBE2E1	0.27399999999999997	730	1
1_MACS_peak_6432_lociStitched	chr12	77452969	77460700	1	7732	26308.593	1689.9966	731	E2F7		E2F7	E2F7	0.42660000000000003	731	1
3_MACS_peak_15015_lociStitched	chr2	127413249	127424390	3	7719	18735.8197	1498.4645	732	GYPC		GYPC	GYPC	0.3114	732	1
3_MACS_peak_4119_lociStitched	chr10	135201256	135215675	3	7716	31584.8195	2084.9874	733	PAOX,MTG1	PRAP1,C10orf125,MIR3944,ECHS1,SPRN	MTG1	MTG1	0.5514	733	1
2_MACS_peak_1678_lociStitched	chr1	154755654	154765787	2	7707	39864.2353	2652.8194	734	KCNN3		KCNN3	KCNN3	0.4907	734	1
2_MACS_peak_2375_lociStitched	chr1	207995167	208006369	2	7696	20850.2826	3022.2996	735	LOC148696	MIR29C,MIR29B2	LOC148696	LOC148696	1.0856	735	1
2_MACS_peak_28856_lociStitched	chrX	58149906	58159681	2	7680	9619.5775	956.9725	736			ZXDA	ZXDA	NONE	736	1
2_MACS_peak_5887_lociStitched	chr12	27329990	27340397	2	7673	35428.5501	2176.1037	737			STK38L	STK38L	NONE	737	1
1_MACS_peak_19357_lociStitched	chr3	160115984	160123646	1	7663	45105.4278	2068.74	738	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	SMC4	SMC4	0.966	738	1
3_MACS_peak_28983_lociStitched	chrX	77577058	77589572	3	7663	9988.6748	1166.3048	739	CYSLTR1		CYSLTR1	CYSLTR1	0.1064	739	1
1_MACS_peak_3149_lociStitched	chr10	30989178	30996830	1	7653	68932.2768	1455.4104	740			LYZL2	LYZL2	NONE	740	1
2_MACS_peak_14235_lociStitched	chr2	47526866	47539634	2	7649	53620.4928	2239.5072	741			EPCAM	EPCAM	NONE	741	1
4_MACS_peak_15968_lociStitched	chr2	233939899	233952598	4	7644	10330.6365	994.3317	742	INPP5D	NEU2	INPP5D	INPP5D	0.08429999999999999	742	1
2_MACS_peak_21269_lociStitched	chr5	15440284	15449196	2	7643	29810.64	1689.7152	743			FBXL7	FBXL7	NONE	743	1
3_MACS_peak_4691_lociStitched	chr11	62472616	62482524	3	7641	22262.2852	1612.0316	744	GNG3,BSCL2,HNRNPUL2	METTL12,SNORA57,C11orf83,TTC9C,POLR2G,C11orf48,UBXN1,LRRN4CL,ZBTB3	BSCL2	TTC9C	1.0849	744	1
2_MACS_peak_2028_lociStitched	chr1	179048897	179058902	2	7638	34200.0915	2598.2985	745	TOR3A		TOR3A	TOR3A	1.3385	745	1
3_MACS_peak_16427_lociStitched	chr20	32250494	32263200	3	7635	14911.7616	2097.7606	746	C20orf144,C20orf134,NECAB3	E2F1,PXMP4	C20orf134	C20orf134	0.8754	746	1
1_MACS_peak_15609_lociStitched	chr2	198168903	198176536	1	7634	20240.4261	1460.9562	747	ANKRD44		ANKRD44	ANKRD44	0.22949999999999998	747	1
2_MACS_peak_6231_lociStitched	chr12	56726491	56734476	2	7634	36366.0855	1741.5285	748	IL23A,PAN2	CS,CNPY2,STAT2,APOF	IL23A	IL23A	2.3743	748	1
2_MACS_peak_11821_lociStitched	chr17	73284145	73295207	2	7633	24996.8014	2212.4	749	SLC25A19	MRPS7,LOC100287042,GGA3,MIF4GD	SLC25A19	MIF4GD	1.2432999999999998	749	1
4_MACS_peak_7921_lociStitched	chr14	52076027	52093250	4	7629	13046.4225	1374.3954	750	FRMD6	FRMD6	FRMD6	FRMD6	0.0685	750	1
3_MACS_peak_19057_lociStitched	chr3	128994367	129002925	3	7626	12746.2852	1544.719	751	COPG,C3orf37	C3orf47,H1FX	C3orf37	H1FX	2.6011	751	1
2_MACS_peak_29368_lociStitched	chrX	153189285	153200771	2	7625	34828.9978	979.7558	752	ARHGAP4,NAA10,RENBP	AVPR2,TMEM187,MIR3202-1,L1CAM,HCFC1,MIR3202-2	ARHGAP4	TMEM187	1.8457000000000001	752	1
1_MACS_peak_19119_lociStitched	chr3	133290516	133298139	1	7624	22631.9247	1629.7974	753	CDV3		CDV3	CDV3	0.7966	753	1
1_MACS_peak_7463_lociStitched	chr13	78688959	78696582	1	7624	44741.6739	1478.0997	754			EDNRB	EDNRB	NONE	754	1
1_MACS_peak_24214_lociStitched	chr6	139690447	139698060	1	7614	26554.9053	1340.6493	755	CITED2		CITED2	CITED2	2.0877999999999997	755	1
3_MACS_peak_359_lociStitched	chr1	26436703	26453880	3	7601	17199.3301	2495.8181	756	PDIK1L	GRRP1,ZNF593,TRIM63	PDIK1L	PDIK1L	0.5837000000000001	756	1
3_MACS_peak_14629_lociStitched	chr2	86080306	86090883	3	7598	14483.0861	1685.9738	757	ST3GAL5		ST3GAL5	ST3GAL5	0.40599999999999997	757	1
1_MACS_peak_17673_lociStitched	chr22	39145750	39153339	1	7590	46396.1104	1407.0006	758	SUN2	GTPBP1,JOSD1,DNAL4	SUN2	SUN2	1.4871	758	1
2_MACS_peak_10094_lociStitched	chr16	31879696	31890232	2	7590	23638.5696	1831.1568	759	ZNF267		ZNF267	ZNF267	0.3673	759	1
3_MACS_peak_28407_lociStitched	chrX	1324745	1335579	3	7585	14621.5664	463.6952	760	CRLF2		CRLF2	CRLF2	0.5346	760	1
2_MACS_peak_17592_lociStitched	chr22	36552281	36560316	2	7583	26025.365	1645.568	761	APOL3	APOL4	APOL3	APOL3	0.767	761	1
2_MACS_peak_3679_lociStitched	chr10	91805470	91813241	2	7580	33304.9518	1439.1892	762			KIF20B	KIF20B	NONE	762	1
2_MACS_peak_17195_lociStitched	chr21	44725825	44734620	2	7574	42901.1305	1884.7685	763			SIK1	SIK1	NONE	763	1
4_MACS_peak_29222_lociStitched	chrX	129298898	129311242	4	7570	10329.4592	1233.1656	764	RAB33A,AIFM1	AIFM1	RAB33A	RAB33A	0.1966	764	1
1_MACS_peak_24651_lociStitched	chr7	20254770	20262326	1	7557	50132.5488	1543.6908	765	MACC1		MACC1	MACC1	0.5536000000000001	765	1
2_MACS_peak_6652_lociStitched	chr12	102129293	102140240	2	7553	29170.4709	1792.0239	766	SYCP3,GNPTAB	CHPT1	SYCP3	SYCP3	1.0169	766	1
2_MACS_peak_25781_lociStitched	chr7	137664791	137673767	2	7552	11386.9536	1944.2016	767	CREB3L2		CREB3L2	CREB3L2	0.12689999999999999	767	1
3_MACS_peak_20994_lociStitched	chr4	173897106	173909279	3	7545	20534.6337	1928.2032	768	GALNTL6		GALNT7	GALNT7	NONE	768	1
2_MACS_peak_6001_lociStitched	chr12	41154098	41166296	2	7541	26970.9978	1685.7636	769	CNTN1		CNTN1	CNTN1	0.032	769	1
1_MACS_peak_23846_lociStitched	chr6	106609988	106617525	1	7538	74828.0897	1679.2436	770			PRDM1	PRDM1	4.4595	770	1
3_MACS_peak_2663_lociStitched	chr1	230276472	230287352	3	7536	20728.576	2330.496	771	GALNT2		GALNT2	GALNT2	0.3877	771	1
2_MACS_peak_8508_lociStitched	chr15	23660118	23669561	2	7533	37653.9625	1748.8436	772			MKRN3	MKRN3	NONE	772	1
1_MACS_peak_11205_lociStitched	chr17	36856114	36863643	1	7530	57938.6666	1490.742	773	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	MLLT6	1.6978	773	1
4_MACS_peak_18942_lociStitched	chr3	121740043	121755520	4	7524	13403.082	2549.0619	774	ILDR1	CD86	ILDR1	ILDR1	0.3414	774	1
3_MACS_peak_8062_lociStitched	chr14	65813254	65825455	3	7523	12305.9286	1049.286	775			FUT8	FUT8	NONE	775	1
3_MACS_peak_13808_lociStitched	chr2	8817636	8826410	3	7520	6592.7836	1275.7396	776	ID2		ID2	ID2	0.41669999999999996	776	1
2_MACS_peak_26522_lociStitched	chr8	61820739	61830339	2	7519	15294.72	1565.76	777		LOC100130298	LOC100130298	NONE	NONE	777	1
2_MACS_peak_10765_lociStitched	chr17	6914924	6926195	2	7516	60719.1312	1992.7128	778	RNASEK,C17orf49,MIR195,MIR497	ALOX12,BCL6B,SLC16A13,SLC16A11	MIR195	MIR195	4.6157	778	1
2_MACS_peak_5459_lociStitched	chr11	126056603	126068960	2	7513	48789.1431	1891.8567	779		FAM118B,RPUSD4	RPUSD4	RPUSD4	0.3357	779	1
1_MACS_peak_8135_lociStitched	chr14	73354334	73361845	1	7512	11040.4189	912.5865	780	DPF3	DCAF4	DPF3	DPF3	0.04019999999999999	780	1
2_MACS_peak_26275_lociStitched	chr8	29404913	29416159	2	7512	48571.474	1884.8296	781			C8orf75	C8orf75	NONE	781	1
1_MACS_peak_23841_lociStitched	chr6	106439296	106446806	1	7511	40954.283	1257.174	782			PRDM1	PRDM1	4.4595	782	1
2_MACS_peak_20889_lociStitched	chr4	153580322	153588238	2	7511	17476.9448	1457.3356	783	TMEM154		TMEM154	TMEM154	0.3077	783	1
3_MACS_peak_28485_lociStitched	chrX	11440406	11448575	3	7511	12392.373	753.9987	784	ARHGAP6		AMELX	AMELX	NONE	784	1
2_MACS_peak_345_lociStitched	chr1	25869393	25877968	2	7509	27927.06	1520.3475	785	LDLRAP1		LDLRAP1	LDLRAP1	0.9838999999999999	785	1
3_MACS_peak_21101_lociStitched	chr4	186261297	186275178	3	7504	16131.1101	2261.2149	786	SNX25	ANKRD37,LRP2BP	LRP2BP	ANKRD37	0.6840999999999999	786	1
2_MACS_peak_11868_lociStitched	chr17	74257434	74268756	2	7497	29388.5154	1790.0082	787	FAM100B	RNF157,QRICH2	FAM100B	FAM100B	1.7114	787	1
2_MACS_peak_11999_lociStitched	chr17	79874910	79886639	2	7497	13462.5462	1388.7136	788	LOC92659,SIRT7,MAFG	ANAPC11,NPB,ASPSCR1,ARHGDIA,THOC4,PCYT2,PYCR1,MYADML2,NOTUM	MAFG	ARHGDIA	0.7506	788	1
