REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	18_0EX4_0229Kronos_MM1S-KB-6hr-2_H3K27Ac_hs-dm_i37.bam	42_0EXU_0229Kronos_MM1S-KB-6hr-2_Input_hs_i86.bam
4_MACS_peak_4883_lociStitched	chr11	67644776	67661765	4	9374	42897.225	2911.9146
2_MACS_peak_1021_lociStitched	chr1	75595719	75612661	2	16769	48894.612	2214.3194000000003
3_MACS_peak_14395_lociStitched	chr2	64879088	64895989	3	8520	24285.0469	2634.8659000000002
4_MACS_peak_21503_lociStitched	chr5	55436936	55453762	4	15752	63953.9434	3112.81
4_MACS_peak_293_lociStitched	chr1	23937824	23954593	4	8601	20837.1594	3105.6188
3_MACS_peak_26664_lociStitched	chr8	81067913	81084658	3	12580	21858.923	2573.7065000000002
4_MACS_peak_28042_lociStitched	chr9	116162740	116179466	4	8548	21529.707199999997	2840.0748000000003
2_MACS_peak_19647_lociStitched	chr3	186703126	186719842	2	13072	88939.14959999999	4608.6012
3_MACS_peak_5464_lociStitched	chr11	126172987	126189689	3	8931	23122.2488	3306.996
3_MACS_peak_19261_lociStitched	chr3	151985489	152002103	3	14150	28885.1004	2988.8586
3_MACS_peak_18070_lociStitched	chr3	15835014	15851626	3	10112	31604.33	3064.9139999999998
4_MACS_peak_6930_lociStitched	chr12	122227262	122243869	4	9965	39851.8179	1205.6682
3_MACS_peak_17062_lociStitched	chr21	34696029	34712619	3	9493	45688.86	3916.899
3_MACS_peak_16170_lociStitched	chr20	5092583	5109120	3	8319	21112.7879	2573.1571999999996
4_MACS_peak_24210_lociStitched	chr6	139632506	139648993	4	9536	24456.8158	2438.4273000000003
3_MACS_peak_8621_lociStitched	chr15	34619378	34635826	3	10030	37810.6624	3088.9344
3_MACS_peak_5768_lociStitched	chr12	13317616	13334039	3	7438	17860.012499999997	2455.2385
4_MACS_peak_9535_lociStitched	chr15	101790266	101806686	4	7978	15457.788	2536.89
3_MACS_peak_7717_lociStitched	chr14	23023947	23040355	3	10838	22464.1928	1416.0104000000001
3_MACS_peak_10935_lociStitched	chr17	19084243	19100643	3	6720	15616.08	2210.7200000000003
3_MACS_peak_22375_lociStitched	chr5	150459407	150475795	3	9506	27951.3728	2867.8999999999996
3_MACS_peak_28669_lociStitched	chrX	39953154	39969494	3	12227	30341.746	1070.27
3_MACS_peak_9843_lociStitched	chr16	17555234	17571526	3	6677	9887.6148	2414.4744
3_MACS_peak_11943_lociStitched	chr17	76763382	76779673	3	13953	39961.823	2570.7198
4_MACS_peak_13064_lociStitched	chr19	16545291	16561554	4	8679	16454.9034	2641.1112
3_MACS_peak_10510_lociStitched	chr16	81841571	81857829	3	11292	34569.3854	1590.0324
5_MACS_peak_17363_lociStitched	chr22	22549213	22565444	5	9031	29615.0826	2853.4098000000004
2_MACS_peak_6952_lociStitched	chr12	123371202	123387432	2	15001	36173.424	1876.1879999999999
2_MACS_peak_18492_lociStitched	chr3	52729632	52745848	2	10739	32636.3216	2661.0456
3_MACS_peak_9347_lociStitched	chr15	85277183	85293382	3	7841	25657.596100000002	2227.3625
3_MACS_peak_1687_lociStitched	chr1	154941878	154958075	3	10603	38121.2592	4311.6413999999995
1_MACS_peak_21793_lociStitched	chr5	88170989	88187175	1	16187	77882.1762	2858.4476
4_MACS_peak_18842_lociStitched	chr3	111838316	111854490	4	10764	16219.287199999999	2804.5715999999998
4_MACS_peak_6280_lociStitched	chr12	58134975	58151086	4	9797	15063.785000000002	2684.0926
2_MACS_peak_4378_lociStitched	chr11	19449973	19466045	2	13961	103593.6832	3365.4768
1_MACS_peak_5753_lociStitched	chr12	12866081	12882150	1	16070	169344.7634	3298.9657
3_MACS_peak_16605_lociStitched	chr20	42569481	42585501	3	10969	40386.42	2776.266
1_MACS_peak_5790_lociStitched	chr12	15100541	15116529	1	15989	43260.3304	3170.4204
4_MACS_peak_10816_lociStitched	chr17	8088407	8104395	4	10911	20488.622000000003	3056.9056
4_MACS_peak_7249_lociStitched	chr13	42061844	42077826	4	8335	16394.335600000002	1401.6214
3_MACS_peak_26661_lociStitched	chr8	81046253	81062204	3	14796	35853.0627	2695.719
2_MACS_peak_20336_lociStitched	chr4	77608880	77624823	2	14670	38760.6216	3164.6855
4_MACS_peak_958_lociStitched	chr1	66896761	66912694	4	7132	14318.9871	2499.8877
2_MACS_peak_6993_lociStitched	chr12	125397021	125412934	2	11187	39736.3523	1478.3176999999998
3_MACS_peak_28994_lociStitched	chrX	78393647	78409556	3	6818	5630.1951	1307.7197999999999
4_MACS_peak_9287_lociStitched	chr15	81608617	81624524	4	11787	22031.195	2885.5298000000003
3_MACS_peak_27428_lociStitched	chr9	33152544	33168446	3	8152	15211.8532	2545.9102
2_MACS_peak_1729_lociStitched	chr1	155938210	155954103	2	15345	77314.6771	4299.056500000001
3_MACS_peak_2712_lociStitched	chr1	234734117	234749976	3	12023	71414.6629	3831.5344
3_MACS_peak_17212_lociStitched	chr21	45194810	45210654	3	12442	44341.0184	3697.9896
3_MACS_peak_24395_lociStitched	chr6	160389146	160404983	3	10076	16687.446900000003	1179.8564999999999
3_MACS_peak_5642_lociStitched	chr12	7022663	7038491	3	13425	23545.7328	2578.3812
3_MACS_peak_4688_lociStitched	chr11	62431686	62447499	3	6424	14571.6795	2496.8727000000003
3_MACS_peak_11893_lociStitched	chr17	75131399	75147205	3	14954	101017.7266	3531.0604
3_MACS_peak_581_lociStitched	chr1	37930835	37946621	3	11522	36727.7076	2756.2356
3_MACS_peak_719_lociStitched	chr1	44289956	44305726	3	9601	25012.797000000002	2379.693
2_MACS_peak_22126_lociStitched	chr5	131822109	131837869	2	13304	47035.72	3134.6639999999998
2_MACS_peak_25279_lociStitched	chr7	90351946	90367684	2	10898	31364.260199999997	2793.495
4_MACS_peak_10504_lociStitched	chr16	81771132	81786868	4	4462	3274.6616	1010.2511999999999
3_MACS_peak_19626_lociStitched	chr3	185646250	185661947	3	8266	21884.757400000002	3619.7282
3_MACS_peak_10041_lociStitched	chr16	30379034	30394725	3	9162	22020.7494	2516.8363999999997
2_MACS_peak_3217_lociStitched	chr10	43890445	43906094	2	11723	36268.1224	2654.0704
3_MACS_peak_20063_lociStitched	chr4	38306990	38322639	3	13071	69068.4264	3131.3649
3_MACS_peak_9566_lociStitched	chr16	684893	700533	3	7898	19241.892	1894.004
3_MACS_peak_9471_lociStitched	chr15	93373623	93389262	3	6828	31506.329400000002	2208.2268
4_MACS_peak_22432_lociStitched	chr5	156306040	156321658	4	6668	8141.6633999999995	2211.5088
3_MACS_peak_5496_lociStitched	chr11	129233680	129249292	3	9868	31472.230799999998	2688.3864
3_MACS_peak_18031_lociStitched	chr3	13455136	13470706	3	7400	24669.108	2352.6270000000004
1_MACS_peak_4782_lociStitched	chr11	65263362	65278901	1	15540	65120.8412	3197.9262000000003
3_MACS_peak_8019_lociStitched	chr14	63936501	63952007	3	9818	10978.248	1265.2896
4_MACS_peak_18942_lociStitched	chr3	121740043	121755520	4	7524	13403.082	2549.0619
3_MACS_peak_13007_lociStitched	chr19	13943846	13959281	3	9503	36187.3575	2248.8795
4_MACS_peak_25682_lociStitched	chr7	128162842	128178260	4	8342	25442.7836	3108.2688
3_MACS_peak_15996_lociStitched	chr2	235390769	235406161	3	8483	13030.8672	1474.5536
3_MACS_peak_9620_lociStitched	chr16	2556592	2571967	3	6654	14254.1625	1940.325
2_MACS_peak_28769_lociStitched	chrX	48790286	48805648	2	13564	80426.2148	1703.6458
3_MACS_peak_179_lociStitched	chr1	14329456	14344790	3	6095	11153.9516	1982.6861999999999
4_MACS_peak_13914_lociStitched	chr2	20615711	20631045	4	9303	29464.281	2467.2405999999996
4_MACS_peak_10044_lociStitched	chr16	30405992	30421315	4	6222	8571.6862	2152.8815000000004
3_MACS_peak_25208_lociStitched	chr7	76950460	76965753	3	7940	25193.6882	2251.1295999999998
4_MACS_peak_6052_lociStitched	chr12	46940066	46955354	4	5982	8497.070399999999	2066.9375999999997
2_MACS_peak_17417_lociStitched	chr22	24177212	24192494	2	13353	126868.1076	3141.9792
3_MACS_peak_13564_lociStitched	chr19	48880213	48895436	3	9367	29838.6023	2434.1576999999997
3_MACS_peak_28046_lociStitched	chr9	116278712	116293883	3	5721	6713.1675000000005	2400.0522
3_MACS_peak_22560_lociStitched	chr5	171601055	171616221	3	11297	41609.4376	2417.4604
3_MACS_peak_4876_lociStitched	chr11	67367558	67382703	3	5714	13439.672999999999	2214.199
3_MACS_peak_1357_lociStitched	chr1	115236592	115251690	3	9566	27698.7908	1290.8790000000001
4_MACS_peak_16383_lociStitched	chr20	30146978	30162063	4	11684	20945.522500000003	2353.26
4_MACS_peak_14669_lociStitched	chr2	87806447	87821526	4	7169	6191.437400000001	2008.5228000000002
2_MACS_peak_22704_lociStitched	chr6	389014	404077	2	13091	34042.38	2574.2667
2_MACS_peak_17665_lociStitched	chr22	38782130	38797186	2	15019	40816.816	2511.3408
3_MACS_peak_17689_lociStitched	chr22	39459227	39474280	3	11216	37104.1397	2388.9111000000003
3_MACS_peak_6745_lociStitched	chr12	109218995	109234037	3	6361	13358.8002	2093.8464
3_MACS_peak_11393_lociStitched	chr17	43516882	43531918	3	10008	22163.064	2169.6948
4_MACS_peak_3429_lociStitched	chr10	70974622	70989634	4	6175	11776.913999999999	1870.4952
3_MACS_peak_5395_lociStitched	chr11	120368076	120383081	3	8518	24113.035	2081.1935
3_MACS_peak_11903_lociStitched	chr17	75314894	75329876	3	7351	20200.230600000003	2229.3215999999998
3_MACS_peak_94_lociStitched	chr1	8650258	8665230	3	6427	7450.0671999999995	2157.4652
3_MACS_peak_1835_lociStitched	chr1	161122697	161137667	3	7875	35701.953	3507.471
3_MACS_peak_6709_lociStitched	chr12	106529017	106543986	3	9982	25640.400100000003	2284.2694
4_MACS_peak_14902_lociStitched	chr2	112186418	112201385	4	7390	6949.1781	2065.4460000000004
3_MACS_peak_14001_lociStitched	chr2	27374740	27389706	3	10261	42026.0246	2696.8732
3_MACS_peak_9424_lociStitched	chr15	90721511	90736471	3	8091	38167.448	2655.4
3_MACS_peak_18394_lociStitched	chr3	48506570	48521524	3	6974	17235.9804	2259.5494000000003
4_MACS_peak_11924_lociStitched	chr17	76137425	76152369	4	9904	24228.7072	2234.1279999999997
4_MACS_peak_25412_lociStitched	chr7	101376574	101391505	4	7794	10336.731300000001	1955.961
4_MACS_peak_681_lociStitched	chr1	42333764	42348651	4	5486	4894.8456	1914.4681999999998
3_MACS_peak_14458_lociStitched	chr2	68988808	69003681	3	8286	29423.2559	2726.2209
4_MACS_peak_28394_lociStitched	chr9	140500077	140514942	4	5819	9769.278	1782.3135000000002
3_MACS_peak_19051_lociStitched	chr3	128900700	128915562	3	7243	18396.1836	2165.3934
3_MACS_peak_22394_lociStitched	chr5	151124301	151139145	3	9768	24025.014	2222.1468
3_MACS_peak_21072_lociStitched	chr4	185366639	185381468	3	11271	32914.448399999994	2728.536
3_MACS_peak_6502_lociStitched	chr12	89855071	89869897	3	6991	15506.513400000002	2111.2224
4_MACS_peak_9662_lociStitched	chr16	3550567	3565372	4	5913	8058.3615	2151.1665000000003
2_MACS_peak_23172_lociStitched	chr6	31694566	31709359	2	12178	60241.5339	2862.4455000000003
1_MACS_peak_17663_lociStitched	chr22	38700384	38715157	1	14774	33335.2745	2558.6836
2_MACS_peak_17479_lociStitched	chr22	29206771	29221513	2	12070	70721.7966	2778.867
2_MACS_peak_8573_lociStitched	chr15	31546378	31561118	2	10838	126647.554	2787.334
4_MACS_peak_12986_lociStitched	chr19	13043125	13057865	4	11881	22133.584	2396.7239999999997
3_MACS_peak_27194_lociStitched	chr8	146010455	146025106	3	7935	11958.146200000001	2161.0225
3_MACS_peak_27825_lociStitched	chr9	95514464	95529114	3	9071	16031.495	2298.585
3_MACS_peak_12882_lociStitched	chr19	10216498	10231147	3	4577	5330.7711	1798.8972
2_MACS_peak_5863_lociStitched	chr12	26265728	26280364	2	14255	53601.4228	2660.8248
2_MACS_peak_22289_lociStitched	chr5	142771291	142785926	2	13809	46166.1075	2151.345
3_MACS_peak_8914_lociStitched	chr15	55568803	55583437	3	8908	18375.913800000002	2394.1223999999997
1_MACS_peak_25222_lociStitched	chr7	78113673	78128277	1	14605	91910.274	2983.5972
1_MACS_peak_13855_lociStitched	chr2	11883591	11898192	1	14602	71317.1244	2712.8658
2_MACS_peak_27469_lociStitched	chr9	35066296	35080894	2	10312	25267.678200000002	2486.0394
2_MACS_peak_15201_lociStitched	chr2	153914459	153929055	2	9536	34240.7564	2405.4208
3_MACS_peak_27989_lociStitched	chr9	112668733	112683329	3	9539	72076.50760000001	2692.962
3_MACS_peak_27801_lociStitched	chr9	94181243	94195819	3	13323	48908.3104	2559.5456
3_MACS_peak_23367_lociStitched	chr6	42737831	42752397	3	9310	42917.2624	2291.2318
3_MACS_peak_23716_lociStitched	chr6	88625731	88640294	3	12532	43690.456300000005	2688.3298
3_MACS_peak_11311_lociStitched	chr17	40705838	40720372	3	6537	14605.216599999998	2293.4652
3_MACS_peak_8996_lociStitched	chr15	63765770	63780296	3	9480	21048.174000000003	2520.261
1_MACS_peak_11071_lociStitched	chr17	29635036	29649561	1	14526	64790.215000000004	2836.7325
3_MACS_peak_25388_lociStitched	chr7	100020487	100034991	3	6858	28465.5504	2232.1656000000003
2_MACS_peak_27438_lociStitched	chr9	33445019	33459505	2	10274	26631.0624	2377.1526
3_MACS_peak_22237_lociStitched	chr5	139935621	139950104	3	7086	13538.7084	2508.4556
3_MACS_peak_19226_lociStitched	chr3	148707952	148722419	3	7125	11630.021299999999	2321.9535
2_MACS_peak_9159_lociStitched	chr15	74831661	74846125	2	9614	24285.056	2748.16
3_MACS_peak_11496_lociStitched	chr17	48224975	48239432	3	9715	17536.341	1944.4665000000002
3_MACS_peak_28098_lociStitched	chr9	123653148	123667595	3	8600	38053.398	2341.8586999999998
3_MACS_peak_10593_lociStitched	chr16	89180223	89194666	3	6582	14393.8938	837.6940000000001
3_MACS_peak_4119_lociStitched	chr10	135201256	135215675	3	7716	31584.8195	2084.9874
4_MACS_peak_6536_lociStitched	chr12	92885610	92900024	4	4728	5026.1618	2264.4393999999998
4_MACS_peak_23899_lociStitched	chr6	109214133	109228540	4	12683	37152.7716	2607.667
3_MACS_peak_5357_lociStitched	chr11	118709108	118723511	3	3873	3423.5931	1905.5169
3_MACS_peak_12646_lociStitched	chr19	1015199	1029577	3	11175	31126.9322	2879.9134
4_MACS_peak_3465_lociStitched	chr10	73619720	73634085	4	6107	7326.150000000001	1943.5845000000002
2_MACS_peak_21938_lociStitched	chr5	109187956	109202296	2	9945	37133.43	2401.9500000000003
2_MACS_peak_11890_lociStitched	chr17	75078871	75093204	2	13973	47966.8178	2687.4375
2_MACS_peak_2110_lociStitched	chr1	184711358	184725656	2	9914	29746.988999999998	3302.838
3_MACS_peak_2849_lociStitched	chr10	1089209	1103505	3	6350	17601.235200000003	1984.2848000000001
2_MACS_peak_9523_lociStitched	chr15	101458057	101472347	2	9254	22398.145999999997	2359.279
3_MACS_peak_8726_lociStitched	chr15	41708241	41722523	3	5805	6481.1716	1976.6288
3_MACS_peak_25735_lociStitched	chr7	130903045	130917317	3	6616	14862.860800000002	3061.344
3_MACS_peak_23887_lociStitched	chr6	109075633	109089900	3	6282	12436.5439	2182.851
4_MACS_peak_15554_lociStitched	chr2	192489168	192503428	4	5336	4814.176	2354.326
3_MACS_peak_9601_lociStitched	chr16	2008837	2023092	3	5774	9582.211000000001	1746.2375
3_MACS_peak_12810_lociStitched	chr19	6765354	6779607	3	8384	18833.9142	3372.2598000000003
3_MACS_peak_22139_lociStitched	chr5	132386244	132400480	3	6296	16935.1456	2173.8372
4_MACS_peak_26954_lociStitched	chr8	124546067	124560274	4	8408	14651.679100000001	2294.4305
3_MACS_peak_23599_lociStitched	chr6	74220294	74234497	3	10747	37653.573300000004	2985.4706
3_MACS_peak_19544_lociStitched	chr3	182099094	182113284	3	7832	18920.946	2944.4249999999997
3_MACS_peak_20497_lociStitched	chr4	100729670	100743854	3	7031	15395.3136	2882.1888
2_MACS_peak_24973_lociStitched	chr7	50343602	50357785	2	13349	41373.2293	2599.7439
4_MACS_peak_5263_lociStitched	chr11	111280162	111294322	4	9442	25152.408	2405.784
2_MACS_peak_17896_lociStitched	chr22	50906912	50921071	2	8877	14099.5322	1796.7771000000002
3_MACS_peak_23621_lociStitched	chr6	76517115	76531274	3	6891	10018.9084	1995.0031
3_MACS_peak_5960_lociStitched	chr12	32608278	32622434	3	8219	24100.59	1888.4104
3_MACS_peak_23090_lociStitched	chr6	28179773	28193919	3	4568	4792.6648	1872.9304
4_MACS_peak_15945_lociStitched	chr2	232526450	232540590	4	6918	11536.826	1292.396
3_MACS_peak_6378_lociStitched	chr12	69195397	69209525	3	9807	40865.24	2167.2352
3_MACS_peak_22568_lociStitched	chr5	172191384	172205509	3	6936	17181.649999999998	2154.0625
3_MACS_peak_12197_lociStitched	chr18	19314895	19329018	3	6066	9924.2321	1687.6985
4_MACS_peak_25119_lociStitched	chr7	73252590	73266700	4	6753	10517.594	1942.947
2_MACS_peak_7150_lociStitched	chr13	30943755	30957863	2	9566	23182.2656	1522.2531999999999
3_MACS_peak_8812_lociStitched	chr15	46994616	47008706	3	9032	25208.418999999998	2348.803
3_MACS_peak_5687_lociStitched	chr12	9650170	9664241	3	4619	7923.3801	1743.3969
3_MACS_peak_11459_lociStitched	chr17	46581768	46595825	3	7103	21661.837	2481.0605
3_MACS_peak_25961_lociStitched	chr7	155532982	155547036	3	6859	8606.669600000001	3090.4746
3_MACS_peak_13560_lociStitched	chr19	48823963	48838010	3	10671	32770.2463	2588.8621
3_MACS_peak_5365_lociStitched	chr11	118887958	118901986	3	8248	25002.1044	2654.0976
3_MACS_peak_561_lociStitched	chr1	36614074	36628070	3	9521	25576.290399999998	2384.9184
3_MACS_peak_8771_lociStitched	chr15	44579401	44593391	3	6295	14381.720000000001	2204.824
3_MACS_peak_23233_lociStitched	chr6	33587538	33601519	3	5985	10508.1196	1939.1646999999998
2_MACS_peak_17382_lociStitched	chr22	23087841	23101810	2	11435	35898.9331	2288.1222
3_MACS_peak_22384_lociStitched	chr5	150590537	150604489	3	8825	16022.4768	2482.0608
3_MACS_peak_896_lociStitched	chr1	59473219	59487141	3	5848	13945.6674	2057.6715999999997
2_MACS_peak_24988_lociStitched	chr7	52774538	52788460	2	8556	33504.6852	1857.1947999999998
4_MACS_peak_5764_lociStitched	chr12	13242146	13256045	4	10598	32078.891999999996	2601.8928
3_MACS_peak_21101_lociStitched	chr4	186261297	186275178	3	7504	16131.110099999998	2261.2149
3_MACS_peak_12698_lociStitched	chr19	2049125	2063005	3	8016	29878.088	2756.5679999999998
1_MACS_peak_17478_lociStitched	chr22	29185721	29199601	1	13881	73142.048	2816.252
3_MACS_peak_10635_lociStitched	chr17	1010876	1024753	3	6995	15239.7214	1812.3362
4_MACS_peak_1374_lociStitched	chr1	117046482	117060354	4	6858	6628.0416000000005	1084.7904
2_MACS_peak_3934_lociStitched	chr10	112172519	112186382	2	10544	30200.5455	2509.203
3_MACS_peak_24672_lociStitched	chr7	22474413	22488272	3	7122	10751.8122	2362.9595000000004
3_MACS_peak_24079_lociStitched	chr6	130833790	130847623	3	6934	14438.885400000001	2159.3313
1_MACS_peak_11233_lociStitched	chr17	37925024	37938840	1	13817	48624.0304	2912.4127999999996
1_MACS_peak_11679_lociStitched	chr17	62196772	62210570	1	13799	40349.4914	2541.5916
4_MACS_peak_26866_lociStitched	chr8	107669030	107682769	4	6404	11315.4404	1042.7901
3_MACS_peak_1660_lociStitched	chr1	154153812	154167528	3	6622	13836.700799999999	3060.0396
2_MACS_peak_11883_lociStitched	chr17	74721420	74735120	2	8232	34215.75	2250.91
3_MACS_peak_950_lociStitched	chr1	66736632	66750321	3	10730	41391.429299999996	2915.757
4_MACS_peak_10810_lociStitched	chr17	8053728	8067415	4	7898	12765.8649	1873.7503
3_MACS_peak_11910_lociStitched	chr17	75460677	75474356	3	5116	7513.8747	1682.517
2_MACS_peak_1838_lociStitched	chr1	161144153	161157829	2	10974	76567.8212	4314.778
3_MACS_peak_367_lociStitched	chr1	26601899	26615574	3	6994	9907.5375	2357.57
2_MACS_peak_1325_lociStitched	chr1	112134465	112148118	2	9149	32911.921800000004	1320.2450999999999
3_MACS_peak_14854_lociStitched	chr2	109829496	109843149	3	8358	30999.136500000004	2446.6176
2_MACS_peak_20256_lociStitched	chr4	71541777	71555429	2	10394	78242.34240000001	2786.3732
3_MACS_peak_18634_lociStitched	chr3	71492428	71506069	3	4806	7345.6785	1661.4738
4_MACS_peak_2591_lociStitched	chr1	226335384	226349021	4	7095	5775.269499999999	2796.9487
2_MACS_peak_20350_lociStitched	chr4	78735842	78749435	2	9457	33532.5717	2365.182
3_MACS_peak_697_lociStitched	chr1	43389313	43402897	3	6858	12168.5472	1903.1184
3_MACS_peak_22775_lociStitched	chr6	5996355	6009929	3	6525	9199.0998	1820.2734
4_MACS_peak_16025_lociStitched	chr2	238599780	238613338	4	12809	21185.7308	1216.1526000000001
2_MACS_peak_22597_lociStitched	chr5	173696467	173710008	2	9368	67195.8584	2318.2192
2_MACS_peak_22028_lociStitched	chr5	121647108	121660648	2	10215	17745.524	1949.7599999999998
3_MACS_peak_11994_lociStitched	chr17	79817143	79830675	3	7892	19040.8772	1860.65
3_MACS_peak_7023_lociStitched	chr12	129302162	129315684	3	4932	5535.9068	795.0935999999999
3_MACS_peak_3915_lociStitched	chr10	111661967	111675482	3	4330	5183.0025000000005	2047.5225
2_MACS_peak_21338_lociStitched	chr5	32530451	32543952	2	12684	55719.977100000004	2921.6164000000003
3_MACS_peak_5738_lociStitched	chr12	12046995	12060487	3	6105	6304.8116	1635.2304
3_MACS_peak_9548_lociStitched	chr16	122385	135871	3	5093	8293.89	1770.7118
2_MACS_peak_17151_lociStitched	chr21	41295686	41309167	2	8093	47996.404299999995	3776.0281
