REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X18_0EX4_0229Kronos_MM1S.KB.6hr.2_H3K27Ac_hs.dm_i37.bam	X42_0EXU_0229Kronos_MM1S.KB.6hr.2_Input_hs_i86.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuper
1_MACS_peak_384_lociStitched	chr1	27112131	27116233	1	4103	27665.939	847.8834	758	PIGV	ZDHHC18	PIGV	758	1
1_MACS_peak_12442_lociStitched	chr18	52930486	52937826	1	7341	28073.298	1298.446	759	TCF4		CCDC68	759	1
1_MACS_peak_1957_lociStitched	chr1	169861605	169864470	1	2866	27693.663	920.5245	760	SCYL3		SCYL3	760	1
5_MACS_peak_17363_lociStitched	chr22	22549213	22565444	5	9031	29615.0826	2853.4098	761		VPREB1	VPREB1	761	1
1_MACS_peak_21098_lociStitched	chr4	186225221	186233382	1	8162	28484.3383	1739.9252	762	SNX25		LRP2BP	762	1
1_MACS_peak_19705_lociStitched	chr3	194022811	194026575	1	3765	27730.5172	991.0612	763	LOC100131551	CPN2	LOC100131551	763	1
2_MACS_peak_16754_lociStitched	chr20	50788118	50798066	2	6029	28313.9976	1580.7372	764	ZFP64		ZFP64	764	1
1_MACS_peak_6632_lociStitched	chr12	98907922	98912485	1	4564	27472.4541	774.3411	765	TMPO,LOC100128191		LOC100128191	765	1
3_MACS_peak_14458_lociStitched	chr2	68988808	69003681	3	8286	29423.2559	2726.2209	766	ARHGAP25		ARHGAP25	766	1
1_MACS_peak_5356_lociStitched	chr11	118689534	118692955	1	3422	27503.4716	857.3026	767		DDX6	DDX6	767	1
1_MACS_peak_20429_lociStitched	chr4	87854902	87862316	1	7415	27839.57	1333.7786	768	AFF1	C4orf36	AFF1	768	1
1_MACS_peak_23908_lociStitched	chr6	109701551	109705325	1	3775	27315.0798	814.8066	769	CD164		CD164	769	1
1_MACS_peak_19550_lociStitched	chr3	182429979	182436041	1	6063	28398.6514	1912.561	770			ATP11B	770	1
2_MACS_peak_2110_lociStitched	chr1	184711358	184725656	2	9914	29746.989	3302.838	771	EDEM3		EDEM3	771	1
3_MACS_peak_3855_lociStitched	chr10	104531471	104543243	3	9359	28479.9996	2037.7332	772	C10orf26		C10orf26	772	1
2_MACS_peak_18348_lociStitched	chr3	46389811	46396499	2	5459	27612.0768	1199.1584	773	CCR2	CCR5	CCR2	773	1
3_MACS_peak_1357_lociStitched	chr1	115236592	115251690	3	9566	27698.7908	1290.879	774	AMPD1,NRAS	DENND2C,CSDE1	AMPD1	774	1
2_MACS_peak_345_lociStitched	chr1	25869393	25877968	2	7509	27927.06	1520.3475	775	LDLRAP1		LDLRAP1	775	1
1_MACS_peak_4917_lociStitched	chr11	69060852	69067028	1	6177	27683.92	1281.52	776	MYEOV		MYEOV	776	1
2_MACS_peak_12720_lociStitched	chr19	2468787	2480542	2	8059	28926.704	2528.5005	777	GADD45B	TIMM13,LMNB2	GADD45B	777	1
1_MACS_peak_13528_lociStitched	chr19	47216387	47222557	1	6171	27522.519	1139.599	778	PRKD2	FKRP,MIR320E,STRN4	PRKD2	778	1
2_MACS_peak_11314_lociStitched	chr17	40728538	40740034	2	6769	28551.4656	2176.1928	779	PSMC3IP,FAM134C	NAGLU,HSD17B1,COASY,MLX,TUBG1	PSMC3IP	779	1
2_MACS_peak_11736_lociStitched	chr17	66230269	66236302	2	5959	27453.1665	1078.7004	780		LOC440461,AMZ2,ARSG	AMZ2	780	1
1_MACS_peak_26274_lociStitched	chr8	29385748	29389723	1	3976	27076.905	796.1925	781			DUSP4	781	1
2_MACS_peak_26278_lociStitched	chr8	29466230	29474474	2	5689	27641.3076	1365.2064	782			C8orf75	782	1
3_MACS_peak_25388_lociStitched	chr7	100020487	100034991	3	6858	28465.5504	2232.1656	783	MEPCE,ZCWPW1,C7orf47	PILRA,C7orf51,C7orf61,TSC22D4	MEPCE	783	1
1_MACS_peak_13830_lociStitched	chr2	10259681	10266436	1	6756	27752.9175	1520.5505	784	RRM2	C2orf48,CYS1	RRM2	784	1
1_MACS_peak_13449_lociStitched	chr19	44268430	44271794	1	3365	26733.0352	513.6828	785	KCNN4	IRGC,C19orf61,LYPD5	C19orf61	785	1
1_MACS_peak_8904_lociStitched	chr15	53019764	53025380	1	5617	27382.4928	1182.168	786		KIAA1370	KIAA1370	786	1
2_MACS_peak_15088_lociStitched	chr2	134707865	134713920	2	5741	27308.05	1126.23	787			MIR3679	787	1
1_MACS_peak_23140_lociStitched	chr6	30683877	30692058	1	8182	27844.0335	1665.6516	788	TUBB,MDC1	DHX16,KIAA1949,NRM,FLOT1,IER3	TUBB	788	1
3_MACS_peak_5372_lociStitched	chr11	118962820	118980135	3	11286	29418.185	3282.924	789	HMBS,C2CD2L,H2AFX,DPAGT1	VPS11,HINFP,ABCG4,HYOU1	DPAGT1	789	1
1_MACS_peak_918_lociStitched	chr1	62900757	62904451	1	3695	26920.3944	834.1052	790	USP1		USP1	790	1
1_MACS_peak_25625_lociStitched	chr7	121944366	121951760	1	7395	27524.165	1438.133	791	LOC154860,FEZF1		FEZF1	791	1
2_MACS_peak_25631_lociStitched	chr7	122823311	122832164	2	5359	27786.0258	1736.0733	792	SLC13A1		SLC13A1	792	1
3_MACS_peak_16685_lociStitched	chr20	46114401	46132498	3	9411	28681.9353	2647.5911	793	NCOA3		NCOA3	793	1
1_MACS_peak_5186_lociStitched	chr11	102185909	102192113	1	6205	27383.8356	1446.1524	794	BIRC3	BIRC2	BIRC3	794	1
1_MACS_peak_2617_lociStitched	chr1	227125612	227129261	1	3650	26774.9024	841.8243	795	ADCK3		ADCK3	795	1
1_MACS_peak_12212_lociStitched	chr18	20803552	20810195	1	6644	27062.9177	1144.5889	796	CABLES1		CABLES1	796	1
3_MACS_peak_19261_lociStitched	chr3	151985489	152002103	3	14150	28885.1004	2988.8586	797	MBNL1,LOC401093	MBNL1	LOC401093	797	1
1_MACS_peak_24334_lociStitched	chr6	156714664	156719004	1	4341	26366.802	477.4	798			ARID1B	798	1
1_MACS_peak_18737_lociStitched	chr3	98448967	98455258	1	6292	27429.3891	1553.2479	799	ST3GAL6		ST3GAL6	799	1
1_MACS_peak_5522_lociStitched	chr11	130715618	130720041	1	4424	26785.688	985.8867	800			SNX19	800	1
2_MACS_peak_10501_lociStitched	chr16	81684848	81691789	2	5175	26455.6215	690.6295	801	CMIP		PLCG2	801	1
1_MACS_peak_8575_lociStitched	chr15	31616608	31623196	1	6589	26643.1896	888.0624	802	KLF13		KLF13	802	1
1_MACS_peak_21393_lociStitched	chr5	39072764	39078165	1	5402	26773.8372	1039.6925	803	RICTOR		RICTOR	803	1
5_MACS_peak_28101_lociStitched	chr9	123689060	123707599	5	10452	28572.3068	2845.7365	804	TRAF1	PHF19,TRAF1	TRAF1	804	1
1_MACS_peak_12889_lociStitched	chr19	10329482	10334708	1	5227	26780.1144	1080.2142	805	S1PR2	MIR4322,MRPL4,ICAM1,DNMT1	MIR4322	805	1
1_MACS_peak_13792_lociStitched	chr2	5834583	5842372	1	7790	26597.8772	922.2176	806	SOX11		SOX11	806	1
2_MACS_peak_9445_lociStitched	chr15	91472091	91479687	2	6996	27030.366	1358.1648	807	UNC45A,HDDC3	FES,MAN2A2,RCCD1	HDDC3	807	1
2_MACS_peak_15792_lociStitched	chr2	216876774	216883298	2	6063	26877.5752	1272.18	808	MREG		MREG	808	1
1_MACS_peak_24621_lociStitched	chr7	14725670	14729214	1	3545	26278.0512	675.132	809	DGKB		DGKB	809	1
2_MACS_peak_15949_lociStitched	chr2	232570584	232579578	2	8605	26576.3706	985.7424	810	PTMA,MIR1244-1		PTMA	810	1
1_MACS_peak_24733_lociStitched	chr7	26237874	26243088	1	5215	26573.6724	984.4032	811	CBX3,HNRNPA2B1	NFE2L3	HNRNPA2B1	811	1
2_MACS_peak_14889_lociStitched	chr2	111503632	111513313	2	5530	27263.6322	1675.7811	812	ACOXL		ACOXL	812	1
3_MACS_peak_5987_lociStitched	chr12	38931807	38939893	3	7496	27147.1278	1563.0238	813			ALG10B	813	1
1_MACS_peak_22875_lociStitched	chr6	13354451	13358419	1	3969	26520.128	940.0192	814		TBC1D7	TBC1D7	814	1
1_MACS_peak_24576_lociStitched	chr7	8006568	8013479	1	6912	26908.6696	1341.4251	815	GLCCI1		GLCCI1	815	1
2_MACS_peak_28207_lociStitched	chr9	130731645	130744482	2	9598	27522.528	1956.3588	816	FAM102A	PIP5KL1,DPM2,FAM102A	FAM102A	816	1
1_MACS_peak_14886_lociStitched	chr2	111431843	111437668	1	5826	26702.3825	1167.9125	817	BUB1		BUB1	817	1
1_MACS_peak_23009_lociStitched	chr6	26053847	26058080	1	4234	26391.4851	861.8388	818	HIST1H1C	HIST1H3A,HIST1H4A,HIST1H3C,HFE,HIST1H4C,HIST1H1A,HIST1H4B,HIST1H3B,HIST1H2AB,HIST1H2BB	HIST1H1C	818	1
2_MACS_peak_2231_lociStitched	chr1	200986639	200996849	2	8687	28182.663	2695.44	819	KIF21B		KIF21B	819	1
1_MACS_peak_15266_lociStitched	chr2	163173323	163177282	1	3960	26388.3186	906.2151	820	IFIH1	GCA	IFIH1	820	1
1_MACS_peak_9358_lociStitched	chr15	86231517	86237368	1	5852	26747.8465	1269.0819	821	AKAP13		AKAP13	821	1
1_MACS_peak_28129_lociStitched	chr9	126099917	126103723	1	3807	26461.5956	999.4556	822		CRB2	CRB2	822	1
1_MACS_peak_20433_lociStitched	chr4	87925534	87931326	1	5793	26657.1008	1210.528	823	AFF1		AFF1	823	1
2_MACS_peak_27435_lociStitched	chr9	33289031	33299120	2	6113	27243.3267	1839.2247	824	NFX1	SPINK4,CHMP5,BAG1	NFX1	824	1
3_MACS_peak_4778_lociStitched	chr11	65236170	65246179	3	5855	27055.3279	1666.4985	825		NEAT1,MIR612,MALAT1,SCYL1	MALAT1	825	1
1_MACS_peak_19937_lociStitched	chr4	15002399	15008167	1	5769	26304.964	928.0712	826	CPEB2		CPEB2	826	1
3_MACS_peak_20743_lociStitched	chr4	129724128	129741458	3	9127	27996.615	2639.359	827	PHF17		PHF17	827	1
2_MACS_peak_5616_lociStitched	chr12	6468644	6477728	2	6796	27030.3504	1714.1508	828	SCNN1A	PLEKHG6,LTBR,TNFRSF1A	SCNN1A	828	1
2_MACS_peak_17767_lociStitched	chr22	42141546	42150277	2	6582	27156.9024	1856.2106	829	MEI1	CCDC134	MEI1	829	1
2_MACS_peak_6001_lociStitched	chr12	41154098	41166296	2	7541	26970.9978	1685.7636	830	CNTN1		CNTN1	830	1
1_MACS_peak_4392_lociStitched	chr11	21432144	21438082	1	5939	26352.2502	1087.2478	831	NELL1		NELL1	831	1
2_MACS_peak_12631_lociStitched	chr19	506006	512463	2	4919	26804.9441	1543.223	832	C19orf20	MADCAM1,CDC34,GZMM,SHC2,ODF3L2	C19orf20	832	1
1_MACS_peak_16719_lociStitched	chr20	48366138	48369366	1	3229	26093.8608	833.7924	833		B4GALT5	B4GALT5	833	1
1_MACS_peak_24214_lociStitched	chr6	139690447	139698060	1	7614	26554.9053	1340.6493	834	CITED2		CITED2	834	1
3_MACS_peak_10771_lociStitched	chr17	7136581	7147270	3	8616	27093.4083	1953.9492	835	DVL2,PHF23,GABARAP,CTDNEP1	ACADVL,C17orf81,SLC2A4,DLG4,MIR324,CLDN7	PHF23	835	1
3_MACS_peak_18106_lociStitched	chr3	20080208	20098233	3	11900	27904.5025	2779.455	836	KAT2B	C3orf48	KAT2B	836	1
1_MACS_peak_21384_lociStitched	chr5	37798510	37802337	1	3828	25984.9473	898.1969	837		GDNF	GDNF	837	1
3_MACS_peak_22375_lociStitched	chr5	150459407	150475795	3	9506	27951.3728	2867.9	838	TNIP1	ANXA6	TNIP1	838	1
3_MACS_peak_10181_lociStitched	chr16	53124233	53134796	3	6854	27069.8001	1995.3507	839	CHD9		CHD9	839	1
1_MACS_peak_19422_lociStitched	chr3	170072378	170076658	1	4281	25986.448	929.188	840	SKIL	SKIL	SKIL	840	1
1_MACS_peak_6294_lociStitched	chr12	58817712	58820934	1	3223	25775.6778	756.5256	841			XRCC6BP1	841	1
2_MACS_peak_23414_lociStitched	chr6	44222787	44234344	2	8183	27019.1103	2014.3851	842	SLC35B2,NFKBIE	SLC29A1,HSP90AB1,TMEM151B,TCTE1,AARS2	SLC35B2	842	1
1_MACS_peak_37_lociStitched	chr1	1708334	1715197	1	6864	26355.9789	1362.9918	843	NADK	SLC35E2,NADK	NADK	843	1
1_MACS_peak_11772_lociStitched	chr17	70416099	70420389	1	4291	25897.014	910.338	844	LOC100499467		LOC100499467	844	1
1_MACS_peak_21881_lociStitched	chr5	99278510	99282846	1	4337	25948.792	972.1312	845			LOC100133050	845	1
2_MACS_peak_24922_lociStitched	chr7	45065100	45073895	2	4849	26350.6995	1414.236	846	CCM2	MYO1G,SNORA9,C7orf40	CCM2	846	1
1_MACS_peak_7895_lociStitched	chr14	50436402	50440485	1	4084	25386.0525	490.3683	847		C14orf182	C14orf182	847	1
3_MACS_peak_11019_lociStitched	chr17	27219402	27230941	3	8862	27013.9529	2126.6377	848	FLOT2,DHRS13	ERAL1,C17orf63,MIR451,MIR144,PHF12	FLOT2	848	1
