REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X09_0EWV_0229Kronos_MM1S.KB.24hr.1_H3K18Ac_hs.dm_i17.bam	X43_0EXV_0229Kronos_MM1S.KB.24hr.1_Input_hs_i87.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
2_MACS_peak_16772_lociStitched	chr22	24822269	24832111	2	8619	32504.1892	1593.4198	795	ADORA2A,C22orf45		ADORA2A	ADORA2A	1.2868	795	1
2_MACS_peak_16919_lociStitched	chr22	36772500	36785289	2	9564	24137.9586	2331.4347	798	MYH9		MYH9	MYH9	0.4563999999999999	798	1
2_MACS_peak_1177_lociStitched	chr1	107991997	108004263	2	9250	26287.2646	1052.4228	799	NTNG1		VAV3	VAV3	NONE	799	1
2_MACS_peak_4461_lociStitched	chr11	45837160	45847739	2	9548	23741.3918	2065.0208	804		DKFZp779M0652,SLC35C1,CRY2	SLC35C1	SLC35C1	0.45330000000000004	804	1
2_MACS_peak_23700_lociStitched	chr7	7998265	8012507	2	9416	25729.5972	2555.0148	805	GLCCI1		GLCCI1	GLCCI1	0.12990000000000002	805	1
1_MACS_peak_13926_lociStitched	chr2	66659588	66668634	1	9047	28070.6426	1391.2748	807	MEIS1		MEIS1	MEIS1	0.14379999999999998	807	1
1_MACS_peak_16052_lociStitched	chr20	46038906	46047497	1	8592	32054.7392	1740.5366	808			ZMYND8	ZMYND8	0.3161	808	1
2_MACS_peak_15068_lociStitched	chr2	198166937	198176561	2	9171	26655.5928	1724.6208	809	ANKRD44		ANKRD44	ANKRD44	0.36260000000000003	809	1
1_MACS_peak_23205_lociStitched	chr6	130002502	130010935	1	8434	33127.3539	1891.5219	811	ARHGAP18		ARHGAP18	ARHGAP18	0.32789999999999997	811	1
2_MACS_peak_9711_lociStitched	chr16	30193472	30206549	2	8495	33690.2751	3052.1718	813	CORO1A,LOC606724,SLX1B,SLX1A-SULT1A3,SULT1A3,SULT1A4,BOLA2B		CORO1A	CORO1A	1.7799	813	1
1_MACS_peak_26359_lociStitched	chr9	22236828	22245612	1	8785	28851.9264	1090.9728	817			DMRTA1	DMRTA1	NONE	817	1
2_MACS_peak_5307_lociStitched	chr11	122930478	122942198	2	8364	33433.644	2503.392	820	HSPA8	LOC341056	HSPA8	HSPA8	1.7258	820	1
2_MACS_peak_27233_lociStitched	chr9	132645874	132657697	2	8400	33136.3221	2598.6954	821	FNBP1	USP20,C9orf78	USP20	USP20	0.21989999999999998	821	1
3_MACS_peak_16997_lociStitched	chr22	39408945	39422342	3	9025	27368.7313	2313.6619	822	APOBEC3C,APOBEC3D	APOBEC3B,APOBEC3F	APOBEC3D	APOBEC3F	0.7093999999999999	822	1
1_MACS_peak_20853_lociStitched	chr5	65114460	65123682	1	9223	24794.2692	1898.8098	823	NLN		NLN	NLN	0.22369999999999998	823	1
1_MACS_peak_18376_lociStitched	chr3	133288737	133298050	1	9314	24026.6087	2200.6619	824	CDV3		CDV3	CDV3	0.8205	824	1
2_MACS_peak_22311_lociStitched	chr6	30649089	30659465	2	9215	24982.2952	2246.404	829	KIAA1949,NRM	C6orf136,TUBB,DHX16,MDC1	KIAA1949	KIAA1949	1.1006	829	1
3_MACS_peak_1661_lociStitched	chr1	156065547	156086192	3	9387	24724.452	4246.6765	834	LMNA	ROBLD3,RAB25,SEMA4A,UBQLN4,MEX3A	LMNA	SEMA4A	2.2157	834	1
1_MACS_peak_18828_lociStitched	chr3	182428364	182436494	1	8131	35017.536	2961.759	836			ATP11B	ATP11B	NONE	836	1
1_MACS_peak_18619_lociStitched	chr3	160115965	160124328	1	8364	32450.1126	2523.9534	845	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	SMC4	SMC4	0.6808	845	1
1_MACS_peak_22559_lociStitched	chr6	44076567	44085724	1	9158	24084.7414	1753.5655	847	MRPL14	TMEM63B,CAPN11	MRPL14	MRPL14	1.093	847	1
2_MACS_peak_1685_lociStitched	chr1	156627047	156636034	2	8904	27679.0613	2652.0637	848	BCAN	HAPLN2,BCAN,NES,CRABP2	NES	BCAN	0.7463	848	1
1_MACS_peak_14573_lociStitched	chr2	135162327	135170556	1	8230	32525.9454	1790.6304	849	MGAT5	LOC151162	LOC151162	NONE	NONE	849	1
1_MACS_peak_16054_lociStitched	chr20	46095413	46104165	1	8753	27713.208	1575.36	852		NCOA3	NCOA3	NCOA3	0.00739999999999999	852	1
1_MACS_peak_19105_lociStitched	chr4	4029144	4037508	1	8365	30818.8308	1883.5728	853			LOC348926	LOC348926	NONE	853	1
2_MACS_peak_47_lociStitched	chr1	2476627	2489367	2	7892	34326.656	2117.388	857	TNFRSF14,LOC115110	C1orf93,PANK4,HES5	LOC115110	LOC115110	2.4884	857	1
3_MACS_peak_7462_lociStitched	chr13	114863363	114877821	3	9232	21886.5204	1947.4926	858	RASA3		RASA3	RASA3	0.8582	858	1
3_MACS_peak_5090_lociStitched	chr11	102183512	102193659	3	9131	22839.8823	1909.6654	865	BIRC3	BIRC2	BIRC3	BIRC3	0.6678999999999999	865	1
2_MACS_peak_26832_lociStitched	chr9	98266892	98279580	2	9190	22084.7328	1967.9088	867	PTCH1		PTCH1	PTCH1	0.5436000000000001	867	1
1_MACS_peak_18195_lociStitched	chr3	119354563	119363131	1	8569	28290.6792	1861.8264	870	POPDC2	PLA1A,COX17	POPDC2	POPDC2	0.8852	870	1
1_MACS_peak_18337_lociStitched	chr3	129892678	129900927	1	8250	30970.0456	2338.5915	875		COL6A4P2	COL6A4P2	NONE	NONE	875	1
2_MACS_peak_15600_lociStitched	chr20	5613555	5628419	2	8970	23595.1136	1984.344	876		GPCPD1	GPCPD1	GPCPD1	0.3898999999999999	876	1
2_MACS_peak_22361_lociStitched	chr6	32156358	32165832	2	8781	25401.6888	1955.4336	878	PBX2,GPSM3,NOTCH4	PPT2,EGFL8,RNF5,RNF5P1,PRRT1,LOC100507547,AGPAT1,AGER	GPSM3	GPSM3	1.5993	878	1
2_MACS_peak_18775_lociStitched	chr3	178252243	178265342	2	8822	25860.0458	2888.3295	881	KCNMB2	KCNMB2	KCNMB2	KCNMB2	0.0862	881	1
2_MACS_peak_5141_lociStitched	chr11	109816083	109829975	2	9078	22109.118	2307.4612	883			ZC3H12C	ZC3H12C	NONE	883	1
2_MACS_peak_14802_lociStitched	chr2	172174900	172187801	2	8742	25733.6247	2327.3404	888	METTL8		TLK1	TLK1	NONE	888	1
2_MACS_peak_12983_lociStitched	chr19	44257187	44271937	2	8857	24698.875	2672.7	890	C19orf61,KCNN4	IRGC,LYPD5	C19orf61	C19orf61	0.23620000000000002	890	1
2_MACS_peak_18575_lociStitched	chr3	156533732	156544891	2	8405	29281.216	2880.1379	892	LEKR1	PA2G4P4	LEKR1	PA2G4P4	0.26359999999999995	892	1
1_MACS_peak_16912_lociStitched	chr22	36552063	36560350	1	8288	29374.1002	1962.3616	893	APOL3	APOL4	APOL3	APOL3	0.8821999999999999	893	1
2_MACS_peak_14110_lociStitched	chr2	85928271	85938366	2	8566	26287.38	1822.1475	897		GNLY,ATOH8,SFTPB	GNLY	GNLY	0.18729999999999997	897	1
2_MACS_peak_22737_lociStitched	chr6	74224248	74234495	2	8625	25823.4647	2166.2158	898	EEF1A1		EEF1A1	EEF1A1	1.5614999999999999	898	1
2_MACS_peak_25436_lociStitched	chr8	38792648	38802712	2	7959	31115.8752	1907.128	903	PLEKHA2	HTRA4	HTRA4	NONE	NONE	903	1
2_MACS_peak_5859_lociStitched	chr12	40010790	40023885	2	8000	30821.7015	2080.7955	906	C12orf40,ABCD2		C12orf40	C12orf40	0.045799999999999993	906	1
2_MACS_peak_19957_lociStitched	chr4	121683675	121696024	2	8774	23269.2207	1873.3433	909	PRDM5		PRDM5	PRDM5	0.33440000000000003	909	1
2_MACS_peak_5925_lociStitched	chr12	46909111	46919633	2	8838	22400.2858	1781.3746	910			SLC38A2	SLC38A2	0.5228999999999999	910	1
2_MACS_peak_24590_lociStitched	chr7	106503621	106513589	2	8780	24354.8144	3133.9392	912	PIK3CG		PIK3CG	PIK3CG	0.42130000000000006	912	1
3_MACS_peak_9183_lociStitched	chr15	93373133	93389720	3	8598	25490.9016	2502.9783	914		ASB9P1,LOC100507217	ASB9P1	LOC100507217	0.7568	914	1
1_MACS_peak_3621_lociStitched	chr10	94513218	94521606	1	8389	26560.602	1575.2664	917			HHEX	HHEX	NONE	917	1
1_MACS_peak_1614_lociStitched	chr1	154971032	154979718	1	8687	23966.4112	2176.7116	920	ZBTB7B	CKS1B,MIR4258,FLAD1,LENEP,DCST1,ADAM15,PBXIP1,PYGO2,SHC1,DCST2	ZBTB7B	PBXIP1	3.5488	920	1
1_MACS_peak_3653_lociStitched	chr10	98045280	98053535	1	8256	27817.699	1819.402	921		DNTT,BLNK	DNTT	BLNK	0.3727	921	1
1_MACS_peak_27455_lociStitched	chrX	12904628	12912804	1	8177	27334.0032	1013.0064	928	TLR7	TLR8,LOC349408	TLR8	LOC349408	0.031100000000000003	928	1
2_MACS_peak_18849_lociStitched	chr3	183268934	183279126	2	8449	27234.0432	3441.8384	929	KLHL6		KLHL6	KLHL6	2.1102	929	1
2_MACS_peak_25199_lociStitched	chr8	19241720	19252355	2	8206	28125.321	2073.825	930	SH2D4A		SH2D4A	SH2D4A	0.33390000000000003	930	1
1_MACS_peak_12747_lociStitched	chr19	28954810	28962925	1	8116	28443.075	1764.201	932			LOC148145	LOC148145	NONE	932	1
2_MACS_peak_25071_lociStitched	chr8	1990626	2000612	2	8258	27089.0222	1789.4912	934	MYOM2		MYOM2	MYOM2	0.8674000000000001	934	1
1_MACS_peak_8505_lociStitched	chr15	42894280	42902356	1	8077	28424.2896	1714.5348	938	STARD9		STARD9	STARD9	0.1934	938	1
1_MACS_peak_25852_lociStitched	chr8	103541840	103550306	1	8467	23991.7974	1015.0734	941		ODF1	ODF1	ODF1	0.04530000000000001	941	1
1_MACS_peak_5407_lociStitched	chr11	130670525	130678975	1	8451	24416.275	1413.685	946			SNX19	SNX19	NONE	946	1
2_MACS_peak_10367_lociStitched	chr17	4842257	4854659	2	7943	29633.3388	2263.365	950	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	PFN1	1.7995	950	1
2_MACS_peak_4104_lociStitched	chr11	3527935	3536633	2	8181	27099.4888	1915.2996	954			TRPC2	TRPC2	NONE	954	1
2_MACS_peak_26071_lociStitched	chr8	134221234	134232998	2	8360	25220.8396	1806.9504	956	WISP1		WISP1	WISP1	0.5363	956	1
1_MACS_peak_904_lociStitched	chr1	66795053	66803439	1	8387	25223.4108	2218.9356	958	PDE4B		PDE4B	PDE4B	0.06080000000000001	958	1
2_MACS_peak_6551_lociStitched	chr12	102129379	102140449	2	8281	26175.015	2212.893	960	SYCP3,GNPTAB	CHPT1	SYCP3	SYCP3	0.9386	960	1
2_MACS_peak_13148_lociStitched	chr19	50369577	50382063	2	8155	27801.3276	2679.4956	961	TBC1D17,PNKP,AKT1S1	MED25,PTOV1,ATF5,IL4I1	AKT1S1	AKT1S1	1.36	961	1
3_MACS_peak_316_lociStitched	chr1	25347150	25364650	3	8565	23369.5	2527	963			RUNX3	RUNX3	NONE	963	1
3_MACS_peak_22369_lociStitched	chr6	32805114	32823309	3	8571	23920.9665	3266.0025	965	LOC100507463,PSMB9,TAP2,PSMB8,TAP1	PPP1R2P1,LOC100294145,HLA-DOB	PSMB8	PSMB8	0.7319	965	1
3_MACS_peak_11462_lociStitched	chr17	75314624	75330209	3	8500	23979.081	2529.4455	966	SEPT9	SEPT9	SEPT9	SEPT9	0.41159999999999997	966	1
3_MACS_peak_9143_lociStitched	chr15	90721349	90736553	3	8584	22982.3664	2488.8948	967	SEMA4B	SEMA4B,C15orf58,CIB1	SEMA4B	SEMA4B	0.41719999999999996	967	1
2_MACS_peak_9771_lociStitched	chr16	31879743	31890443	2	8379	24665.64	2319.76	971	ZNF267		ZNF267	ZNF267	0.39069999999999994	971	1
2_MACS_peak_6573_lociStitched	chr12	104318413	104327266	2	8025	27755.0403	2171.6409	974	HSP90B1,MIR3652,GNN	TDG,C12orf73	GNN	GNN	0.32289999999999996	974	1
1_MACS_peak_8818_lociStitched	chr15	68477884	68486270	1	8387	23526.0844	1641.1402	979	PIAS1,CALML4	CLN6	CALML4	CALML4	1.186	979	1
3_MACS_peak_6060_lociStitched	chr12	53763673	53776221	3	8398	24266.5772	2586.1428	981	SP1	AMHR2,AAAS,SP7	SP1	AAAS	0.3174	981	1
3_MACS_peak_6581_lociStitched	chr12	104849444	104861835	3	8393	22972.914	2024.6894	997	CHST11		CHST11	CHST11	0.0814	997	1
3_MACS_peak_15425_lociStitched	chr2	234419428	234431458	3	8404	21964.374	1230.669	1000	USP40		USP40	USP40	0.2656	1000	1
1_MACS_peak_25337_lociStitched	chr8	29202505	29210675	1	8171	24206.893	1393.802	1006	DUSP4		DUSP4	DUSP4	1.0508000000000002	1006	1
2_MACS_peak_12866_lociStitched	chr19	39338875	39349074	2	8199	24160.4111	1772.5862	1012	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	HNRNPL	0.8501000000000001	1012	1
2_MACS_peak_19226_lociStitched	chr4	18204641	18218432	2	8159	24633.4842	2363.7774	1023			LCORL	LCORL	NONE	1023	1
1_MACS_peak_23870_lociStitched	chr7	26190941	26199003	1	8063	24902.7118	1867.1592	1025	NFE2L3	CBX3,HNRNPA2B1	NFE2L3	HNRNPA2B1	0.7698	1025	1
2_MACS_peak_9739_lociStitched	chr16	30661087	30673362	2	7949	25565.1425	2432.905	1041	PRR14	FBRS,SRCAP,SNORA30,ZNF689	PRR14	PRR14	1.4619	1041	1
3_MACS_peak_27624_lociStitched	chrX	39712340	39721012	3	7921	24193.1456	1098.7424	1048			BCOR	BCOR	0.3752	1048	1
1_MACS_peak_8651_lociStitched	chr15	53019137	53027067	1	7931	23904.985	1771.562	1065		KIAA1370	KIAA1370	KIAA1370	0.19799999999999998	1065	1
1_MACS_peak_23948_lociStitched	chr7	35763729	35771698	1	7970	23100.5372	1715.7257	1071		HERPUD2	HERPUD2	HERPUD2	0.03840000000000002	1071	1
2_MACS_peak_14295_lociStitched	chr2	106405937	106416711	2	8032	22061.9198	1925.3138	1082	NCK2		NCK2	NCK2	0.1708	1082	1
