REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X09_0EWV_0229Kronos_MM1S.KB.24hr.1_H3K18Ac_hs.dm_i17.bam	X43_0EXV_0229Kronos_MM1S.KB.24hr.1_Input_hs_i87.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
1_MACS_peak_25692_lociStitched	chr8	80633864	80641144	1	7281	27589.744	1428.336	667		HEY1	HEY1	HEY1	0.20959999999999998	667	1
1_MACS_peak_16054_lociStitched	chr20	46095413	46104165	1	8753	27713.208	1575.36	668		NCOA3	NCOA3	NCOA3	0.00739999999999999	668	1
2_MACS_peak_19813_lociStitched	chr4	103532557	103547067	2	12792	28853.135	2726.429	669	NFKB1		NFKB1	NFKB1	0.2731	669	1
3_MACS_peak_12255_lociStitched	chr19	2049158	2062895	3	9589	29133.4296	3009.7767	670	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	MOBKL2A	2.9071	670	1
1_MACS_peak_11507_lociStitched	chr17	76884297	76890130	1	5834	27462.9306	1340.4234	671	TIMP2	USP36	TIMP2	TIMP2	0.35550000000000004	671	1
3_MACS_peak_20723_lociStitched	chr5	54031571	54050611	3	10803	28927.472	2819.824	672			SNX18	SNX18	NONE	672	1
3_MACS_peak_1111_lociStitched	chr1	93408637	93428873	3	19078	28184.7008	2102.5204	673	FAM69A		FAM69A	FAM69A	0.32130000000000003	673	1
2_MACS_peak_25199_lociStitched	chr8	19241720	19252355	2	8206	28125.321	2073.825	674	SH2D4A		SH2D4A	SH2D4A	0.33390000000000003	674	1
2_MACS_peak_25388_lociStitched	chr8	33409761	33425502	2	10483	28722.6027	2702.7297	675	RNF122	C8orf41,DUSP26	RNF122	RNF122	0.8962	675	1
1_MACS_peak_5743_lociStitched	chr12	26305686	26312669	1	6984	27592.6262	1580.9512	676		SSPN,BHLHE41	BHLHE41	BHLHE41	2.0441	676	1
1_MACS_peak_3653_lociStitched	chr10	98045280	98053535	1	8256	27817.699	1819.402	677		DNTT,BLNK	DNTT	BLNK	0.3727	677	1
2_MACS_peak_3746_lociStitched	chr10	104401071	104412905	2	7824	28240.6576	2266.211	678	TRIM8		TRIM8	TRIM8	1.2125	678	1
2_MACS_peak_6429_lociStitched	chr12	92525751	92541932	2	10409	29488.2544	3545.2571	679	BTG1		BTG1	BTG1	1.6149	679	1
1_MACS_peak_17324_lociStitched	chr3	13369556	13377372	1	7817	27514.6648	1647.6128	680	NUP210		NUP210	NUP210	0.3361	680	1
2_MACS_peak_16126_lociStitched	chr20	51616021	51626060	2	5481	27237.8148	1424.5341	681	TSHZ2		TSHZ2	TSHZ2	0.06849999999999999	681	1
1_MACS_peak_24586_lociStitched	chr7	106355834	106363241	1	7408	27665.8857	1853.9721	682			FLJ36031	FLJ36031	NONE	682	1
2_MACS_peak_399_lociStitched	chr1	28352108	28364269	2	10178	28121.0964	2342.2086	683	EYA3		EYA3	EYA3	0.22380000000000003	683	1
2_MACS_peak_1652_lociStitched	chr1	155903050	155919346	2	12165	29499.0192	3774.1536	684	RXFP4,KIAA0907,ARHGEF2	RIT1,SNORA42,SCARNA4	RXFP4	RXFP4	1.762	684	1
2_MACS_peak_7909_lociStitched	chr14	72980327	72990607	2	9993	27026.12	1421.724	685	RGS6		DPF3	DPF3	NONE	685	1
2_MACS_peak_6573_lociStitched	chr12	104318413	104327266	2	8025	27755.0403	2171.6409	686	HSP90B1,MIR3652,GNN	TDG,C12orf73	GNN	GNN	0.32289999999999996	686	1
1_MACS_peak_8827_lociStitched	chr15	69108705	69114839	1	6135	26639.3486	1121.9086	687	ANP32A	MIR548H4,MIR4312,C15orf28	ANP32A	ANP32A	0.46719999999999995	687	1
1_MACS_peak_248_lociStitched	chr1	21615268	21622652	1	7385	27155.3984	1679.1216	688	ECE1	ECE1	ECE1	ECE1	0.1991	688	1
3_MACS_peak_21653_lociStitched	chr5	156305107	156322173	3	16003	28384.1712	2928.5256	689		PPP1R2P3,LOC100286948	PPP1R2P3	LOC100286948	0.8673000000000001	689	1
3_MACS_peak_18810_lociStitched	chr3	181416821	181433253	3	10492	28879.24	3429.3584	690	SOX2OT,SOX2		SOX2	SOX2	1.7912	690	1
1_MACS_peak_18761_lociStitched	chr3	177253672	177260576	1	6905	27178.2864	1743.9504	691			TBL1XR1	TBL1XR1	0.45999999999999996	691	1
3_MACS_peak_22385_lociStitched	chr6	33279727	33292935	3	9499	27856.9928	2442.1592	692	TAPBP,ZBTB22,DAXX	RPS18,B3GALT4,PFDN6,VPS52,WDR46,RGL2,LYPLA2P1	ZBTB22	ZBTB22	1.2539	692	1
6_MACS_peak_9690_lociStitched	chr16	29815543	29837200	6	13953	29369.0577	3978.3909	693	KIF22,MAZ,PRRT2,C16orf53,MVP	ZG16,LOC440356,CDIPT	C16orf53	C16orf53	0.8815	693	1
1_MACS_peak_26029_lociStitched	chr8	129277359	129288744	1	11386	27734.9985	2365.803	694			MIR1208	MIR1208	NONE	694	1
1_MACS_peak_2652_lociStitched	chr1	235242066	235247999	1	5934	27134.5755	1798.8856	695		SNORA14B,TOMM20	SNORA14B	SNORA14B	0.23209999999999997	695	1
2_MACS_peak_25071_lociStitched	chr8	1990626	2000612	2	8258	27089.0222	1789.4912	696	MYOM2		MYOM2	MYOM2	0.8674000000000001	696	1
2_MACS_peak_5198_lociStitched	chr11	115125109	115137456	2	10135	27493.0649	2202.7048	697	CADM1		CADM1	CADM1	0.3164	697	1
1_MACS_peak_18784_lociStitched	chr3	178682854	178690226	1	7373	27350.8572	2069.3204	698			ZMAT3	ZMAT3	NONE	698	1
1_MACS_peak_359_lociStitched	chr1	27018210	27030300	1	12091	28332.915	3055.143	699	ARID1A		ARID1A	ARID1A	0.41600000000000004	699	1
3_MACS_peak_18272_lociStitched	chr3	125548650	125560669	3	10056	27691.776	2438.6551	700		MIR548I1	MIR548I1	NONE	NONE	700	1
3_MACS_peak_18570_lociStitched	chr3	156381117	156405815	3	15507	31200.9834	5959.6274	701	TIPARP,LOC100287227		LOC100287227	LOC100287227	0.7935000000000001	701	1
2_MACS_peak_1177_lociStitched	chr1	107991997	108004263	2	9250	26287.2646	1052.4228	702	NTNG1		VAV3	VAV3	NONE	702	1
2_MACS_peak_4104_lociStitched	chr11	3527935	3536633	2	8181	27099.4888	1915.2996	703			TRPC2	TRPC2	NONE	703	1
1_MACS_peak_15975_lociStitched	chr20	42377830	42382865	1	5036	26525.387	1403.2545	704		GTSF1L	GTSF1L	GTSF1L	0.0184	704	1
2_MACS_peak_13148_lociStitched	chr19	50369577	50382063	2	8155	27801.3276	2679.4956	705	TBC1D17,PNKP,AKT1S1	MED25,PTOV1,ATF5,IL4I1	AKT1S1	AKT1S1	1.36	705	1
2_MACS_peak_27014_lociStitched	chr9	117126367	117136922	2	10491	27199.1795	2109.9445	706	AKNA	ORM1,ORM2	AKNA	AKNA	0.7297	706	1
3_MACS_peak_16997_lociStitched	chr22	39408945	39422342	3	9025	27368.7313	2313.6619	707	APOBEC3C,APOBEC3D	APOBEC3B,APOBEC3F	APOBEC3D	APOBEC3F	0.7093999999999999	707	1
1_MACS_peak_5834_lociStitched	chr12	32672301	32678763	1	6463	26260.9218	1218.087	708	FGD4		FGD4	FGD4	0.2727	708	1
2_MACS_peak_1685_lociStitched	chr1	156627047	156636034	2	8904	27679.0613	2652.0637	709	BCAN	HAPLN2,BCAN,NES,CRABP2	NES	BCAN	0.7463	709	1
1_MACS_peak_3621_lociStitched	chr10	94513218	94521606	1	8389	26560.602	1575.2664	710			HHEX	HHEX	NONE	710	1
4_MACS_peak_28293_lociStitched	chrX	153232196	153252730	4	13312	26885.1662	1946.6232	711	TMEM187,MIR3202-1,HCFC1,MIR3202-2	ARHGAP4,NAA10,RENBP,IRAK1,MIR718	MIR3202-1	NAA10	1.578	711	1
2_MACS_peak_15068_lociStitched	chr2	198166937	198176561	2	9171	26655.5928	1724.6208	712	ANKRD44		ANKRD44	ANKRD44	0.36260000000000003	712	1
1_MACS_peak_16981_lociStitched	chr22	38900196	38903931	1	3736	25663.932	765.3015	713	DDX17	KDELR3,KCNJ4,DDX17	DDX17	DDX17	0.7294999999999999	713	1
1_MACS_peak_20352_lociStitched	chr4	185454229	185461089	1	6861	26432.266	1548.302	714			IRF2	IRF2	2.1370999999999998	714	1
3_MACS_peak_16188_lociStitched	chr20	55958029	55976002	3	13797	27822.204	2956.5585	715	RBM38	RAE1,MTRNR2L3	RBM38	RBM38	0.8323999999999999	715	1
1_MACS_peak_14557_lociStitched	chr2	134707620	134714933	1	7314	26478.1791	1621.2921	716			MIR3679	MIR3679	NONE	716	1
2_MACS_peak_28290_lociStitched	chrX	153189307	153200742	2	6289	25928.8625	1078.3205	717	ARHGAP4,NAA10,RENBP	AVPR2,TMEM187,MIR3202-1,L1CAM,HCFC1,MIR3202-2	ARHGAP4	TMEM187	1.1953	717	1
1_MACS_peak_2915_lociStitched	chr10	14775549	14786333	1	10785	26920.0992	2115.8208	718	FAM107B		FAM107B	FAM107B	0.2806	718	1
3_MACS_peak_9103_lociStitched	chr15	89164049	89185528	3	15818	28655.1339	3868.3679	719	AEN,ISG20	MIR1179,MIR7-2	ISG20	ISG20	0.6856	719	1
1_MACS_peak_5442_lociStitched	chr12	1638448	1645369	1	6922	26267.2713	1492.8597	720		LOC100292680	LOC100292680	NONE	NONE	720	1
3_MACS_peak_15465_lociStitched	chr2	238599574	238613842	3	14153	26331.594	1568.0532	721	LRRFIP1		LRRFIP1	LRRFIP1	0.1626	721	1
1_MACS_peak_23787_lociStitched	chr7	20367009	20373176	1	6168	26324.4562	1572.585	722	ITGB8		ITGB8	ITGB8	0.28150000000000003	722	1
4_MACS_peak_22167_lociStitched	chr6	25162594	25187876	4	15040	28791.1416	4158.889	723		CMAH	CMAH	CMAH	0.2278	723	1
1_MACS_peak_2119_lociStitched	chr1	198648656	198655665	1	7010	26322.2995	1799.2103	724	PTPRC		PTPRC	PTPRC	0.2539	724	1
2_MACS_peak_14110_lociStitched	chr2	85928271	85938366	2	8566	26287.38	1822.1475	725		GNLY,ATOH8,SFTPB	GNLY	GNLY	0.18729999999999997	725	1
2_MACS_peak_12593_lociStitched	chr19	16180208	16191295	2	7554	26436.9515	1995.66	726	TPM4	FLJ25328,RAB8A	TPM4	RAB8A	1.1486	726	1
3_MACS_peak_22236_lociStitched	chr6	27098261	27116277	3	12004	28074.3328	3673.4624	727	HIST1H2AG,HIST1H4I,HIST1H2AH,MIR3143,HIST1H2BJ,HIST1H2BK		HIST1H4I	HIST1H4I	0.6446000000000001	727	1
2_MACS_peak_27735_lociStitched	chrX	48768130	48779543	2	11293	25931.4773	1651.4611	728	SLC35A2,PIM2,OTUD5	PQBP1,TIMM17B,KCND1	PIM2	PIM2	1.5362	728	1
4_MACS_peak_24311_lociStitched	chr7	76950076	76967841	4	11495	27136.0375	2893.9185	729	PION		PION	PION	0.22709999999999997	729	1
1_MACS_peak_2718_lociStitched	chr1	244996216	245000601	1	4386	25867.992	1630.343	730	FAM36A	NCRNA00201,HNRNPU	FAM36A	FAM36A	1.1895	730	1
1_MACS_peak_4076_lociStitched	chr11	1870560	1876952	1	6393	25292.5048	1072.5776	731	LSP1	SYT8,TNNI2,LSP1,MIR4298	LSP1	LSP1	0.4709	731	1
1_MACS_peak_6279_lociStitched	chr12	68873524	68878636	1	5113	25577.3808	1376.6616	732			RAP1B	RAP1B	NONE	732	1
1_MACS_peak_21808_lociStitched	chr5	175076303	175086624	1	10322	26313.3895	2141.6075	733	HRH2	HRH2	HRH2	HRH2	0.3473	733	1
2_MACS_peak_3768_lociStitched	chr10	105229443	105237074	2	5140	25599.7157	1439.9697	734	CALHM3	NEURL,CALHM2,CALHM1	CALHM3	CALHM3	1.4909000000000001	734	1
7_MACS_peak_10109_lociStitched	chr16	78768953	78805060	7	28771	28073.1925	3924.8309	735	WWOX		WWOX	WWOX	0.027700000000000002	735	1
2_MACS_peak_1996_lociStitched	chr1	183438574	183451948	2	9831	28172.331	4036.2732	736	SMG7		SMG7	SMG7	0.2116	736	1
2_MACS_peak_16768_lociStitched	chr22	24535666	24554089	2	12641	26976.7989	2862.9342	737	CABIN1	SUSD2	SUSD2	NONE	NONE	737	1
2_MACS_peak_10340_lociStitched	chr17	3813464	3821273	2	7724	25763.4528	1669.5642	738	P2RX1	CAMKK1,ATP2A3	P2RX1	P2RX1	0.861	738	1
1_MACS_peak_2582_lociStitched	chr1	230238299	230249423	1	11125	27329.4432	3290.4792	739	GALNT2		GALNT2	GALNT2	0.4919	739	1
2_MACS_peak_23316_lociStitched	chr6	137972981	137988219	2	12166	27018.4978	2994.267	740			OLIG3	OLIG3	NONE	740	1
1_MACS_peak_11102_lociStitched	chr17	48941797	48946225	1	4429	25019.0856	996.7428	741		WFIKKN2,TOB1	TOB1	TOB1	2.0010000000000003	741	1
5_MACS_peak_5595_lociStitched	chr12	10280512	10306739	5	15759	28089.117	4075.6758	742	CLEC7A	C12orf59,CLEC1A,OLR1	CLEC7A	CLEC7A	0.6075	742	1
1_MACS_peak_1796_lociStitched	chr1	161767476	161780705	1	13230	27077.1172	3088.9715	743	ATF6	DUSP12	ATF6	DUSP12	0.1826	743	1
2_MACS_peak_6551_lociStitched	chr12	102129379	102140449	2	8281	26175.015	2212.893	744	SYCP3,GNPTAB	CHPT1	SYCP3	SYCP3	0.9386	744	1
1_MACS_peak_9944_lociStitched	chr16	66581994	66588414	1	6421	25381.47	1472.748	745	CKLF,TK2	CMTM1,CMTM2,CMTM3	TK2	TK2	2.8615000000000004	745	1
2_MACS_peak_6479_lociStitched	chr12	94540831	94553467	2	10488	26212.1184	2336.3964	746	PLXNC1		PLXNC1	PLXNC1	0.6889000000000001	746	1
2_MACS_peak_18849_lociStitched	chr3	183268934	183279126	2	8449	27234.0432	3441.8384	747	KLHL6		KLHL6	KLHL6	2.1102	747	1
2_MACS_peak_24713_lociStitched	chr7	122821989	122833443	2	9862	26087.6304	2313.708	748	SLC13A1		SLC13A1	SLC13A1	0.2047	748	1
4_MACS_peak_11487_lociStitched	chr17	76162134	76184144	4	12834	27171.345	3442.364	749	C17orf99,SYNGR2,AFMID,TK1	TMC8,BIRC5,LOC283999,TMC6,EPR1	SYNGR2	TMC8	2.0779	749	1
4_MACS_peak_14203_lociStitched	chr2	96889916	96912951	4	11959	27798.638	4084.1055	750	LOC285033	CIAO1,STARD7,TMEM127	LOC285033	LOC285033	1.1244	750	1
1_MACS_peak_21024_lociStitched	chr5	86429831	86436975	1	7145	24988.9976	1283.0624	751		MIR4280	MIR4280	MIR4280	1.6601	751	1
4_MACS_peak_8459_lociStitched	chr15	40833625	40862619	4	17171	28611.2792	4917.3824	752	RPUSD2,C15orf57	CASC5,MRPL42P5	C15orf57	C15orf57	0.5807	752	1
1_MACS_peak_5408_lociStitched	chr11	130696085	130705752	1	9668	25773.1887	2085.1719	753			SNX19	SNX19	NONE	753	1
2_MACS_peak_22737_lociStitched	chr6	74224248	74234495	2	8625	25823.4647	2166.2158	754	EEF1A1		EEF1A1	EEF1A1	1.5614999999999999	754	1
1_MACS_peak_10007_lociStitched	chr16	68414917	68420309	1	5393	24829.0816	1180.3088	755	SMPD3		SMPD3	SMPD3	0.6699999999999999	755	1
1_MACS_peak_8927_lociStitched	chr15	75490757	75497984	1	7228	25345.089	1696.8996	756	C15orf39		C15orf39	C15orf39	1.1883	756	1
3_MACS_peak_25347_lociStitched	chr8	29490591	29505939	3	12233	26350.9812	2719.6656	757			C8orf75	C8orf75	0.7095	757	1
1_MACS_peak_23265_lociStitched	chr6	134565582	134572532	1	6951	24910.885	1295.48	758	SGK1		SGK1	SGK1	0.2983	758	1
1_MACS_peak_13664_lociStitched	chr2	43357254	43363914	1	6661	24761.214	1203.462	759			ZFP36L2	ZFP36L2	4.8353	759	1
3_MACS_peak_1764_lociStitched	chr1	161122524	161137652	3	7573	27611.6256	4055.8168	760	UFC1,USP21,PPOX	NIT1,NDUFS2,FCER1G,PFDN2,DEDD,B4GALT3,ADAMTS4	USP21	ADAMTS4	1.9656	760	1
1_MACS_peak_11345_lociStitched	chr17	70415496	70421736	1	6241	24975.6	1425.84	761	LOC100499467		LOC100499467	LOC100499467	0.3121	761	1
1_MACS_peak_11315_lociStitched	chr17	66230059	66236520	1	6462	25048.6509	1513.8123	762		LOC440461,AMZ2,ARSG	AMZ2	AMZ2	0.5187999999999999	762	1
2_MACS_peak_21931_lociStitched	chr6	3023049	3032653	2	7334	25206.6584	1673.0168	763	LOC401233	DKFZP686I15217,NQO2,FAM136B,RIPK1	LOC401233	DKFZP686I15217	1.7229999999999999	763	1
2_MACS_peak_24478_lociStitched	chr7	100025401	100035092	2	6103	25145.2377	1696.8941	764	MEPCE,ZCWPW1,C7orf47	C7orf51,C7orf61,TSC22D4	MEPCE	MEPCE	1.5167	764	1
2_MACS_peak_22361_lociStitched	chr6	32156358	32165832	2	8781	25401.6888	1955.4336	765	PBX2,GPSM3,NOTCH4	PPT2,EGFL8,RNF5,RNF5P1,PRRT1,LOC100507547,AGPAT1,AGER	GPSM3	GPSM3	1.5993	765	1
1_MACS_peak_10006_lociStitched	chr16	68400463	68405725	1	5263	24366.2172	924.5334	766	SMPD3		PRMT7	PRMT7	0.3613	766	1
2_MACS_peak_26071_lociStitched	chr8	134221234	134232998	2	8360	25220.8396	1806.9504	767	WISP1		WISP1	WISP1	0.5363	767	1
2_MACS_peak_14802_lociStitched	chr2	172174900	172187801	2	8742	25733.6247	2327.3404	768	METTL8		TLK1	TLK1	NONE	768	1
2_MACS_peak_16977_lociStitched	chr22	38701119	38715052	2	12952	26248.3787	2867.4114	769	CSNK1E	TMEM184B	CSNK1E	CSNK1E	0.6313	769	1
3_MACS_peak_16055_lociStitched	chr20	46113524	46132532	3	12354	26516.16	3138.2208	770	NCOA3		NCOA3	NCOA3	0.00739999999999999	770	1
4_MACS_peak_17880_lociStitched	chr3	66530496	66552534	4	18329	26796.0042	3437.928	771	LRIG1		LRIG1	LRIG1	0.15100000000000002	771	1
5_MACS_peak_9021_lociStitched	chr15	81607940	81626686	5	16275	26829.2752	3483.0068	772	STARD5,TMC3	IL16	STARD5	STARD5	0.9215	772	1
3_MACS_peak_21994_lociStitched	chr6	7135020	7148298	3	11652	26342.2242	3099.0852	773	RREB1		RREB1	RREB1	0.2275	773	1
1_MACS_peak_6143_lociStitched	chr12	57076276	57083902	1	7627	25104.792	1869.1326	774	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	ATP5B	0.8404	774	1
4_MACS_peak_16422_lociStitched	chr21	34732898	34757415	4	12147	29516.0163	6320.4826	775		IFNAR1,IFNGR2	IFNGR2	IFNAR1	0.5261	775	1
2_MACS_peak_23700_lociStitched	chr7	7998265	8012507	2	9416	25729.5972	2555.0148	776	GLCCI1		GLCCI1	GLCCI1	0.12990000000000002	776	1
3_MACS_peak_15054_lociStitched	chr2	197126398	197142347	3	10755	25799.1024	2625.2054	777	HECW2		STK17B	STK17B	0.8320000000000001	777	1
2_MACS_peak_27032_lociStitched	chr9	117659628	117674004	2	11941	25796.2944	2629.3704	778	TNFSF8		TNFSF8	TNFSF8	0.6778000000000001	778	1
1_MACS_peak_21056_lociStitched	chr5	88728246	88735757	1	7512	24649.5998	1484.9247	779			MEF2C	MEF2C	0.6009	779	1
2_MACS_peak_9739_lociStitched	chr16	30661087	30673362	2	7949	25565.1425	2432.905	780	PRR14	FBRS,SRCAP,SNORA30,ZNF689	PRR14	PRR14	1.4619	780	1
1_MACS_peak_17060_lociStitched	chr22	41839730	41845276	1	5547	24832.7696	1711.4956	781	TOB2	ACO2,PHF5A	TOB2	TOB2	0.9439	781	1
1_MACS_peak_5831_lociStitched	chr12	32633428	32639718	1	6291	24268.078	1154.844	782		FGD4	FGD4	FGD4	0.2727	782	1
2_MACS_peak_12745_lociStitched	chr19	28919685	28929795	2	6008	24660.312	1547.841	783			LOC148145	LOC148145	NONE	783	1
1_MACS_peak_21929_lociStitched	chr6	2988033	2992026	1	3994	24244.2981	1136.0085	784	DKFZP686I15217	NQO2,SERPINB6,LOC401233	DKFZP686I15217	DKFZP686I15217	1.7229999999999999	784	1
3_MACS_peak_27624_lociStitched	chrX	39712340	39721012	3	7921	24193.1456	1098.7424	785			BCOR	BCOR	0.3752	785	1
1_MACS_peak_14543_lociStitched	chr2	133021739	133027600	1	5862	28598.7495	5532.784	786		MIR663B,ANKRD30BL	ANKRD30BL	NONE	NONE	786	1
1_MACS_peak_23870_lociStitched	chr7	26190941	26199003	1	8063	24902.7118	1867.1592	787	NFE2L3	CBX3,HNRNPA2B1	NFE2L3	HNRNPA2B1	0.7698	787	1
1_MACS_peak_904_lociStitched	chr1	66795053	66803439	1	8387	25223.4108	2218.9356	788	PDE4B		PDE4B	PDE4B	0.06080000000000001	788	1
1_MACS_peak_5407_lociStitched	chr11	130670525	130678975	1	8451	24416.275	1413.685	789			SNX19	SNX19	NONE	789	1
3_MACS_peak_9183_lociStitched	chr15	93373133	93389720	3	8598	25490.9016	2502.9783	790		ASB9P1,LOC100507217	ASB9P1	LOC100507217	0.7568	790	1
1_MACS_peak_25852_lociStitched	chr8	103541840	103550306	1	8467	23991.7974	1015.0734	791		ODF1	ODF1	ODF1	0.04530000000000001	791	1
2_MACS_peak_18775_lociStitched	chr3	178252243	178265342	2	8822	25860.0458	2888.3295	792	KCNMB2	KCNMB2	KCNMB2	KCNMB2	0.0862	792	1
1_MACS_peak_20853_lociStitched	chr5	65114460	65123682	1	9223	24794.2692	1898.8098	793	NLN		NLN	NLN	0.22369999999999998	793	1
1_MACS_peak_9085_lociStitched	chr15	86231404	86237686	1	6283	24540.633	1662.8454	794	AKAP13		AKAP13	AKAP13	0.044300000000000006	794	1
2_MACS_peak_7522_lociStitched	chr14	23023273	23039594	2	12193	24422.7444	1553.7592	795	DAD1	ABHD4	DAD1	DAD1	0.29000000000000004	795	1
1_MACS_peak_5398_lociStitched	chr11	130047267	130053122	1	5856	24196.9585	1331.427	796	ST14		ST14	ST14	0.4357000000000001	796	1
2_MACS_peak_10045_lociStitched	chr16	70460703	70474307	2	10316	25385.064	2522.1816	797	ST3GAL2	FUK	ST3GAL2	ST3GAL2	0.5346	797	1
1_MACS_peak_25337_lociStitched	chr8	29202505	29210675	1	8171	24206.893	1393.802	798	DUSP4		DUSP4	DUSP4	1.0508000000000002	798	1
2_MACS_peak_901_lociStitched	chr1	66736498	66750299	2	12965	25527.7097	2716.0368	799	PDE4B	PDE4B	PDE4B	PDE4B	0.06080000000000001	799	1
1_MACS_peak_24516_lociStitched	chr7	101946487	101952155	1	5669	23916.126	1106.9604	800	SH2B2	MIR4285,SPDYE6	MIR4285	MIR4285	0.6985	800	1
1_MACS_peak_23705_lociStitched	chr7	8214286	8219514	1	5229	23845.9536	1070.6944	801	ICA1		ICA1	ICA1	0.40670000000000006	801	1
1_MACS_peak_21133_lociStitched	chr5	99278147	99285069	1	6923	24024.1854	1264.6494	802			LOC100133050	LOC100133050	NONE	802	1
2_MACS_peak_22311_lociStitched	chr6	30649089	30659465	2	9215	24982.2952	2246.404	803	KIAA1949,NRM	C6orf136,TUBB,DHX16,MDC1	KIAA1949	KIAA1949	1.1006	803	1
3_MACS_peak_27164_lociStitched	chr9	130531745	130550032	3	11528	25901.7068	3169.1371	804	CDK9,MIR2861,SH2D3C	FPGS,TOR2A,SH2D3C	SH2D3C	TOR2A	0.38499999999999995	804	1
1_MACS_peak_3351_lociStitched	chr10	72235613	72242388	1	6776	24157.6175	1436.3	805	KIAA1274	NODAL	KIAA1274	KIAA1274	0.5557	805	1
3_MACS_peak_20057_lociStitched	chr4	140148058	140166210	3	12395	25369.2352	2659.268	806		C4orf49	C4orf49	C4orf49	0.2405	806	1
3_MACS_peak_533_lociStitched	chr1	36614151	36627466	3	9568	25325.13	2632.3755	807	MAP7D1,TRAPPC3	COL8A2	MAP7D1	MAP7D1	0.47919999999999996	807	1
1_MACS_peak_8835_lociStitched	chr15	69957749	69963894	1	6146	23932.9315	1244.977	808			LOC145837	LOC145837	NONE	808	1
1_MACS_peak_24642_lociStitched	chr7	113723370	113728545	1	5176	24167.7675	1505.925	809	FOXP2		FOXP2	NONE	NONE	809	1
3_MACS_peak_27630_lociStitched	chrX	39953205	39969534	3	12746	24010.1616	1371.636	810	BCOR		BCOR	BCOR	0.3752	810	1
3_MACS_peak_1284_lociStitched	chr1	115236006	115251268	3	11745	24069.7002	1459.0472	811	AMPD1,NRAS	DENND2C,CSDE1	AMPD1	AMPD1	0.4636	811	1
2_MACS_peak_11583_lociStitched	chr17	80405837	80418082	2	7350	25000.6165	2401.2445	812	NARF,C17orf62	HEXDC,C17orf101	C17orf62	C17orf62	0.7569999999999999	812	1
3_MACS_peak_16711_lociStitched	chr22	22510886	22524143	3	7587	24546.6612	2052.1836	813			VPREB1	VPREB1	NONE	813	1
3_MACS_peak_4933_lociStitched	chr11	78127060	78141619	3	13566	25088.0688	2614.7964	814	GAB2		GAB2	GAB2	0.017199999999999993	814	1
4_MACS_peak_27590_lociStitched	chrX	37604533	37623824	4	11618	24200.5595	1801.7794	815		CYBB	CYBB	CYBB	1.0753	815	1
2_MACS_peak_12866_lociStitched	chr19	39338875	39349074	2	8199	24160.4111	1772.5862	816	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	HNRNPL	0.8501000000000001	816	1
2_MACS_peak_4968_lociStitched	chr11	82703925	82720106	2	10326	25465.6578	3084.0986	817	RAB30	SNORA70E	SNORA70E	NONE	NONE	817	1
2_MACS_peak_9771_lociStitched	chr16	31879743	31890443	2	8379	24665.64	2319.76	818	ZNF267		ZNF267	ZNF267	0.39069999999999994	818	1
1_MACS_peak_22559_lociStitched	chr6	44076567	44085724	1	9158	24084.7414	1753.5655	819	MRPL14	TMEM63B,CAPN11	MRPL14	MRPL14	1.093	819	1
4_MACS_peak_11009_lociStitched	chr17	45265306	45285178	4	10848	25557.3792	3284.8416	820	CDC27	MYL4,ITGB3	CDC27	MYL4	0.5355000000000001	820	1
2_MACS_peak_19226_lociStitched	chr4	18204641	18218432	2	8159	24633.4842	2363.7774	821			LCORL	LCORL	NONE	821	1
1_MACS_peak_24018_lociStitched	chr7	43147498	43154125	1	6628	23531.8143	1304.1936	822	HECW1	MIR3943	HECW1	HECW1	0.013899999999999996	822	1
4_MACS_peak_2791_lociStitched	chr10	4161772	4179761	4	12364	25033.4924	2824.273	823			KLF6	KLF6	1.6905999999999999	823	1
4_MACS_peak_13231_lociStitched	chr19	56145567	56167723	4	10825	25563.5928	3354.4184	824	ZNF580,ZNF581,CCDC106,U2AF2	ZNF524,ZNF865,EPN1,FIZ1,ZNF784	ZNF581	ZNF524	0.9091	824	1
3_MACS_peak_1611_lociStitched	chr1	154942209	154957784	3	9847	26491.5175	4286.24	825	CKS1B,MIR4258,FLAD1,SHC1	LENEP,ZBTB7B,DCST1,PMVK,PBXIP1,PYGO2,DCST2	MIR4258	PBXIP1	3.5488	825	1
6_MACS_peak_12521_lociStitched	chr19	12885502	12918169	6	14500	27319.4121	5125.4523	826	JUNB,RNASEH2A,HOOK2,PRDX2	ASNA1,BEST2,MAST1,C19orf43,RTBDN	JUNB	JUNB	1.3484	826	1
1_MACS_peak_21144_lociStitched	chr5	100234489	100241883	1	7395	24150.2828	1959.41	827	ST8SIA4		ST8SIA4	ST8SIA4	0.3756999999999999	827	1
4_MACS_peak_553_lociStitched	chr1	37930689	37946345	4	10338	24849.2032	2661.52	828	ZC3H12A	MEAF6	ZC3H12A	ZC3H12A	1.0549	828	1
