REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X09_0EWV_0229Kronos_MM1S.KB.24hr.1_H3K18Ac_hs.dm_i17.bam	X43_0EXV_0229Kronos_MM1S.KB.24hr.1_Input_hs_i87.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
3_MACS_peak_533_lociStitched	chr1	36614151	36627466	3	9568	25325.13	2632.3755	769	MAP7D1,TRAPPC3	COL8A2	MAP7D1	769	1
3_MACS_peak_1669_lociStitched	chr1	156181875	156200173	3	9567	23783.7404	5478.4212	770	SLC25A44,PMF1	BGLAP,PAQR6	PMF1	770	1
2_MACS_peak_16919_lociStitched	chr22	36772500	36785289	2	9564	24137.9586	2331.4347	771	MYH9		MYH9	771	1
3_MACS_peak_4564_lociStitched	chr11	60672722	60684387	3	9551	21094.986	2601.295	772	TMEM109,PRPF19	ZP1,TMEM132A,GPR44,SLC15A3	TMEM109	772	1
3_MACS_peak_17008_lociStitched	chr22	39539618	39549794	3	9550	17428.4352	1781.8176	773	CBX7	APOBEC3H	CBX7	773	1
2_MACS_peak_4461_lociStitched	chr11	45837160	45847739	2	9548	23741.3918	2065.0208	774		DKFZp779M0652,SLC35C1,CRY2	SLC35C1	774	1
2_MACS_peak_24832_lociStitched	chr7	134842565	134857964	2	9545	34632.351	3632.6241	775	TMEM140,C7orf49	WDR91	C7orf49	775	1
4_MACS_peak_6944_lociStitched	chr13	24367393	24386094	4	9537	12473.567	1421.276	776	MIPEP		PCOTH	776	1
3_MACS_peak_6187_lociStitched	chr12	58225019	58241417	3	9519	15917.5386	2972.9574	777	CTDSP2	TSFM,AVIL,MIR26A2	CTDSP2	777	1
2_MACS_peak_15954_lociStitched	chr20	39631451	39642714	2	9517	20725.0463	1700.713	778		TOP1	TOP1	778	1
2_MACS_peak_16150_lociStitched	chr20	52454671	52465590	2	9515	19880.2233	1738.3048	779		SUMO1P1	SUMO1P1	779	1
2_MACS_peak_22251_lociStitched	chr6	27774622	27784267	2	9508	18331.287	2495.1615	780	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2BL,HIST1H2AJ	HIST1H4J,HIST1H2BN,HIST1H2AL,HIST1H4K,HIST1H2AK	HIST1H3H	780	1
2_MACS_peak_7043_lociStitched	chr13	36982377	36995657	2	9505	15866.944	1188.56	781		CCNA1,SPG20	CCNA1	781	1
3_MACS_peak_22385_lociStitched	chr6	33279727	33292935	3	9499	27856.9928	2442.1592	782	TAPBP,ZBTB22,DAXX	RPS18,B3GALT4,PFDN6,VPS52,WDR46,RGL2,LYPLA2P1	ZBTB22	782	1
3_MACS_peak_7096_lociStitched	chr13	43617750	43630984	3	9495	14380.0644	1295.6086	783	DNAJC15		DNAJC15	783	1
3_MACS_peak_15264_lociStitched	chr2	219148414	219160647	3	9485	14359.0954	2408.6777	784	PNKD,TMBIM1	GPBAR1,PNKD,AAMP	TMBIM1	784	1
2_MACS_peak_9237_lociStitched	chr15	101457960	101472198	2	9471	16778.0592	2683.863	785	LRRK1	ALDH1A3	LRRK1	785	1
2_MACS_peak_7850_lociStitched	chr14	65812847	65825367	2	9452	10777.216	1145.58	786			FUT8	786	1
4_MACS_peak_6595_lociStitched	chr12	105618049	105634817	4	9447	9316.3008	2875.712	787	APPL2		APPL2	787	1
3_MACS_peak_1696_lociStitched	chr1	157141523	157153162	3	9442	12194.1803	2907.4222	788		CYCSP52,ETV3	ETV3	788	1
3_MACS_peak_19780_lociStitched	chr4	100765968	100783719	3	9442	16900.7271	2726.5536	789	DAPP1	MAPKSP1	DAPP1	789	1
1_MACS_peak_2510_lociStitched	chr1	226062458	226071896	1	9439	37496.2302	2646.4152	790	TMEM63A	EPHX1,LEFTY1,PYCR2	TMEM63A	790	1
2_MACS_peak_1718_lociStitched	chr1	159035545	159048558	2	9439	34300.9667	3872.6688	791	AIM2		AIM2	791	1
3_MACS_peak_26728_lociStitched	chr9	92156342	92171897	3	9438	12882.651	1857.267	792		GADD45G	GADD45G	792	1
3_MACS_peak_3426_lociStitched	chr10	75909538	75927878	3	9438	14367.556	2705.15	793	ADK,AP3M1	ADK	ADK	793	1
4_MACS_peak_1334_lociStitched	chr1	120621688	120637005	4	9421	17004.9334	4653.3046	794		NOTCH2	NOTCH2	794	1
2_MACS_peak_21366_lociStitched	chr5	131434381	131444137	2	9419	60476.4684	2162.9052	795		IL3,CSF2	CSF2	795	1
5_MACS_peak_17800_lociStitched	chr3	53194156	53215818	5	9417	10122.6526	2759.7388	796	PRKCD	RFT1	PRKCD	796	1
2_MACS_peak_23700_lociStitched	chr7	7998265	8012507	2	9416	25729.5972	2555.0148	797	GLCCI1		GLCCI1	797	1
1_MACS_peak_4262_lociStitched	chr11	16977941	16987354	1	9414	31058.1935	1965.4344	798	PLEKHA7		PLEKHA7	798	1
2_MACS_peak_10718_lociStitched	chr17	32759432	32774750	2	9408	12591.396	2046.4848	799			CCL1	799	1
2_MACS_peak_2557_lociStitched	chr1	228268883	228279362	2	9393	13358.6292	3145.7958	800	ARF1	MIR3620,GUK1,C1orf35,MRPL55	ARF1	800	1
3_MACS_peak_1661_lociStitched	chr1	156065547	156086192	3	9387	24724.452	4246.6765	801	LMNA	ROBLD3,RAB25,SEMA4A,UBQLN4,MEX3A	LMNA	801	1
2_MACS_peak_14966_lociStitched	chr2	187909979	187921108	2	9385	35065.2532	1778.4142	802			ZSWIM2	802	1
1_MACS_peak_6562_lociStitched	chr12	102870142	102879511	1	9370	55776.4677	2199.8412	803	IGF1		IGF1	803	1
1_MACS_peak_26079_lociStitched	chr8	134576580	134585946	1	9367	42344.6226	2150.4336	804	ST3GAL1		ST3GAL1	804	1
1_MACS_peak_9141_lociStitched	chr15	90637225	90646588	1	9364	34425.8784	1916.6061	805	IDH2		IDH2	805	1
1_MACS_peak_16050_lociStitched	chr20	45978033	45987392	1	9360	53839.5193	2512.8915	806	ZMYND8	LOC100131496	ZMYND8	806	1
4_MACS_peak_13096_lociStitched	chr19	48880323	48902361	4	9359	16182.5034	2920.035	807	GRIN2D,KDELR1	SYNGR4,GRWD1,TMEM143	KDELR1	807	1
2_MACS_peak_12076_lociStitched	chr18	60798151	60811703	2	9333	33257.9632	2634.5088	808	BCL2		BCL2	808	1
2_MACS_peak_16251_lociStitched	chr20	62358476	62371061	2	9329	18312.4335	2359.6875	809	ZGPAT,LIME1	TNFRSF6B,SLC2A4RG,ARFRP1	LIME1	809	1
4_MACS_peak_8526_lociStitched	chr15	44579311	44602848	4	9322	15878.0602	3669.4183	810	CASC4		CASC4	810	1
2_MACS_peak_8922_lociStitched	chr15	75396745	75407230	2	9319	11353.158	1557.0225	811			PPCDC	811	1
1_MACS_peak_18376_lociStitched	chr3	133288737	133298050	1	9314	24026.6087	2200.6619	812	CDV3		CDV3	812	1
2_MACS_peak_27659_lociStitched	chrX	42792159	42805844	2	9306	33682.8905	1217.965	813			PPP1R2P9	813	1
4_MACS_peak_5792_lociStitched	chr12	31238484	31254938	4	9295	21299.703	2436.8374	814	DDX11		DDX11	814	1
1_MACS_peak_26033_lociStitched	chr8	129664355	129673618	1	9264	39903.1514	2010.071	815			MIR1208	815	1
2_MACS_peak_25316_lociStitched	chr8	28194956	28207488	2	9258	35379.0892	2683.1012	816	PNOC,ZNF395		PNOC	816	1
2_MACS_peak_1177_lociStitched	chr1	107991997	108004263	2	9250	26287.2646	1052.4228	817	NTNG1		VAV3	817	1
2_MACS_peak_6118_lociStitched	chr12	56509069	56524132	2	9247	17622.2037	3203.9001	818	RPL41,ZC3H10,ESYT1	ERBB3,PA2G4,MYL6B,MYL6	ZC3H10	818	1
3_MACS_peak_26393_lociStitched	chr9	33152418	33168492	3	9241	16779.6486	2991.3714	819	B4GALT1		B4GALT1	819	1
2_MACS_peak_24985_lociStitched	chr7	150124584	150134471	2	9240	43137.9697	3117.3711	820	LOC285972	ZNF775,LOC728743,GIMAP8	LOC285972	820	1
2_MACS_peak_9608_lociStitched	chr16	23372941	23386702	2	9240	35942.3559	1859.1111	821	SCNN1B		SCNN1B	821	1
3_MACS_peak_21774_lociStitched	chr5	172191169	172205872	3	9237	33962.4597	2945.0109	822	DUSP1		DUSP1	822	1
3_MACS_peak_7462_lociStitched	chr13	114863363	114877821	3	9232	21886.5204	1947.4926	823	RASA3		RASA3	823	1
1_MACS_peak_20853_lociStitched	chr5	65114460	65123682	1	9223	24794.2692	1898.8098	824	NLN		NLN	824	1
2_MACS_peak_22311_lociStitched	chr6	30649089	30659465	2	9215	24982.2952	2246.404	825	KIAA1949,NRM	C6orf136,TUBB,DHX16,MDC1	KIAA1949	825	1
5_MACS_peak_4860_lociStitched	chr11	73069809	73089166	5	9208	9535.2582	2893.8715	826	ARHGEF17,RELT		RELT	826	1
2_MACS_peak_21619_lociStitched	chr5	151127590	151139117	2	9202	17313.554	2229.3218	827	ATOX1	G3BP1	ATOX1	827	1
3_MACS_peak_18779_lociStitched	chr3	178422563	178434405	3	9200	9837.1494	2656.1606	828	KCNMB2		KCNMB2	828	1
2_MACS_peak_26832_lociStitched	chr9	98266892	98279580	2	9190	22084.7328	1967.9088	829	PTCH1		PTCH1	829	1
2_MACS_peak_9461_lociStitched	chr16	11712373	11724198	2	9187	15387.8725	1867.1675	830		SNN,LITAF	LITAF	830	1
3_MACS_peak_28097_lociStitched	chrX	118815384	118828199	3	9180	13896.586	1435.28	831	SEPT6	MIR766	SEPT6	831	1
3_MACS_peak_5208_lociStitched	chr11	115795069	115811334	3	9173	13008.747	2631.677	832			LOC283143	832	1
2_MACS_peak_15068_lociStitched	chr2	198166937	198176561	2	9171	26655.5928	1724.6208	833	ANKRD44		ANKRD44	833	1
1_MACS_peak_8686_lociStitched	chr15	58583446	58592615	1	9170	21201.4787	1516.5526	834			LIPC	834	1
1_MACS_peak_22559_lociStitched	chr6	44076567	44085724	1	9158	24084.7414	1753.5655	835	MRPL14	TMEM63B,CAPN11	MRPL14	835	1
2_MACS_peak_13120_lociStitched	chr19	49457374	49472064	2	9150	19518.603	2676.518	836	BAX,FTL,GYS1	DHDH,RUVBL2,LHB	FTL	836	1
3_MACS_peak_6674_lociStitched	chr12	111105523	111116311	3	9143	15304.9356	1053.9876	837	HVCN1		HVCN1	837	1
1_MACS_peak_1237_lociStitched	chr1	111172514	111181655	1	9142	50296.5243	1229.4645	838		KCNA2,KCNA3	KCNA2	838	1
4_MACS_peak_15240_lociStitched	chr2	216764732	216784728	4	9139	8706.2584	2969.406	839			LOC646324	839	1
2_MACS_peak_12384_lociStitched	chr19	7399795	7411285	2	9136	20985.336	2890.884	840		ARHGEF18	ARHGEF18	840	1
2_MACS_peak_12595_lociStitched	chr19	16221398	16232264	2	9134	31449.4638	2323.1508	841	RAB8A	TPM4,HSH2D	RAB8A	841	1
2_MACS_peak_22967_lociStitched	chr6	106585330	106595734	2	9132	21201.2712	2609.3232	842		PRDM1	PRDM1	842	1
3_MACS_peak_5090_lociStitched	chr11	102183512	102193659	3	9131	22839.8823	1909.6654	843	BIRC3	BIRC2	BIRC3	843	1
5_MACS_peak_1630_lociStitched	chr1	155210080	155232907	5	9113	13073.0229	5375.7585	844	GBA,FAM189B,SCAMP3,CLK2	MIR92B,MTX1,HCN3,FDPS,MUC1,THBS3,GBAP1,PKLR	FAM189B	844	1
2_MACS_peak_20677_lociStitched	chr5	43006790	43021189	2	9106	31564.0479	2951.795	845	LOC648987	LOC153684,C5orf39,LOC100132356	LOC648987	845	1
5_MACS_peak_24498_lociStitched	chr7	101376521	101398559	5	9095	10481.2728	2600.484	846			CUX1	846	1
4_MACS_peak_364_lociStitched	chr1	27152346	27167060	4	9093	12321.5036	2201.2144	847	ZDHHC18	PIGV,SFN,GPN2	ZDHHC18	847	1
1_MACS_peak_10832_lociStitched	chr17	38015960	38025050	1	9091	33475.743	1997.982	848	ZPBP2,IKZF3	GSDMB	IKZF3	848	1
3_MACS_peak_19615_lociStitched	chr4	78062949	78080189	3	9086	15872.868	2661.856	849	CCNG2		CCNG2	849	1
2_MACS_peak_5141_lociStitched	chr11	109816083	109829975	2	9078	22109.118	2307.4612	850			ZC3H12C	850	1
1_MACS_peak_7293_lociStitched	chr13	78688196	78697261	1	9066	39641.245	1803.935	851			EDNRB	851	1
3_MACS_peak_13333_lociStitched	chr2	8653383	8666962	3	9054	15739.4189	2073.5133	852			ID2	852	1
2_MACS_peak_23136_lociStitched	chr6	119778450	119789598	2	9053	13013.0604	1850.568	853			MAN1A1	853	1
3_MACS_peak_23776_lociStitched	chr7	20229872	20241940	3	9053	10182.9784	2263.9568	854	MACC1		MACC1	854	1
1_MACS_peak_13926_lociStitched	chr2	66659588	66668634	1	9047	28070.6426	1391.2748	855	MEIS1		MEIS1	855	1
2_MACS_peak_27674_lociStitched	chrX	45612286	45623303	2	9047	12272.938	918.8178	856		MIR221,MIR222	MIR222	856	1
1_MACS_peak_12471_lociStitched	chr19	11199256	11208288	1	9033	20148.5856	2091.8112	857	LDLR		LDLR	857	1
2_MACS_peak_5565_lociStitched	chr12	9587606	9602015	2	9032	13992.5799	2639.7288	858	DDX12		DDX12	858	1
3_MACS_peak_16997_lociStitched	chr22	39408945	39422342	3	9025	27368.7313	2313.6619	859	APOBEC3C,APOBEC3D	APOBEC3B,APOBEC3F	APOBEC3D	859	1
2_MACS_peak_25293_lociStitched	chr8	26428263	26437586	2	9014	17708.1062	2215.1448	860	DPYSL2		DPYSL2	860	1
2_MACS_peak_1173_lociStitched	chr1	107900549	107909806	2	9007	12986.6453	926.6257	861	NTNG1		NTNG1	861	1
2_MACS_peak_10348_lociStitched	chr17	4268211	4281080	2	8985	13478.9906	2122.0981	862	UBE2G1		UBE2G1	862	1
1_MACS_peak_25932_lociStitched	chr8	118449371	118458352	1	8982	61836.8793	2149.1533	863			MED30	863	1
1_MACS_peak_20834_lociStitched	chr5	61983627	61992602	1	8976	58175.0525	1894.6225	864			LRRC70	864	1
2_MACS_peak_15600_lociStitched	chr20	5613555	5628419	2	8970	23595.1136	1984.344	865		GPCPD1	GPCPD1	865	1
2_MACS_peak_1741_lociStitched	chr1	160591331	160600781	2	8967	16163.28	2175.39	866	SLAMF1	CD84	SLAMF1	866	1
3_MACS_peak_5646_lociStitched	chr12	13317301	13334052	3	8961	17365.7617	2623.2066	867		EMP1	EMP1	867	1
4_MACS_peak_9244_lociStitched	chr15	101789982	101806991	4	8956	15592.1503	2663.6094	868	CHSY1	SELS,SNRPA1	CHSY1	868	1
1_MACS_peak_3261_lociStitched	chr10	63656446	63665397	1	8952	21521.7844	2141.0792	869	ARID5B		ARID5B	869	1
1_MACS_peak_3643_lociStitched	chr10	97049178	97058112	1	8935	31101.0408	1806.4548	870	PDLIM1		PDLIM1	870	1
3_MACS_peak_21594_lociStitched	chr5	149855575	149870611	3	8935	17023.7592	2265.9252	871		NDST1,RPS14	NDST1	871	1
2_MACS_peak_6432_lociStitched	chr12	92576923	92586362	2	8929	31142.0927	1755.654	872		BTG1	BTG1	872	1
4_MACS_peak_4141_lociStitched	chr11	6623961	6641399	4	8922	13641.7474	2966.2038	873	ILK,RRP8,TAF10,TPP1	DCHS1	TAF10	873	1
2_MACS_peak_24983_lociStitched	chr7	150100490	150113936	2	8920	44732.1528	3253.932	874	LOC728743	REPIN1,ZNF775,LOC285972,GIMAP8	LOC728743	874	1
2_MACS_peak_1685_lociStitched	chr1	156627047	156636034	2	8904	27679.0613	2652.0637	875	BCAN	HAPLN2,BCAN,NES,CRABP2	NES	875	1
3_MACS_peak_14483_lociStitched	chr2	127413277	127424436	3	8904	15717.4515	1914.8844	876	GYPC		GYPC	876	1
4_MACS_peak_5946_lociStitched	chr12	48133890	48153778	4	8902	11839.3264	2847.9616	877	RAPGEF3	SLC48A1,RPAP3,ENDOU	RAPGEF3	877	1
2_MACS_peak_13338_lociStitched	chr2	8817382	8826500	2	8897	14567.8286	1623.9158	878	ID2		ID2	878	1
1_MACS_peak_13216_lociStitched	chr19	55763242	55772118	1	8877	20831.972	1987.3364	879	PPP6R1	BRSK1,PTPRH,TMEM86B,HSPBP1	PPP6R1	879	1
1_MACS_peak_2783_lociStitched	chr10	3845873	3854747	1	8875	38814.876	2116.449	880		KLF6	KLF6	880	1
3_MACS_peak_16464_lociStitched	chr21	36598130	36608898	3	8865	15017.0528	2951.5088	881			RUNX1	881	1
3_MACS_peak_5495_lociStitched	chr12	6439063	6452167	3	8865	17945.928	2135.952	882	TNFRSF1A	PLEKHG6,LTBR,SCNN1A	TNFRSF1A	882	1
4_MACS_peak_12608_lociStitched	chr19	16545180	16561185	4	8864	16401.924	2509.584	883	EPS15L1	C19orf44,CALR3	EPS15L1	883	1
1_MACS_peak_10391_lociStitched	chr17	6062544	6071406	1	8863	31629.3642	1607.5668	884			WSCD1	884	1
1_MACS_peak_16795_lociStitched	chr22	27037008	27045865	1	8858	21450.7683	2020.2817	885		CRYBA4,MIAT,CRYBB1	MIAT	885	1
2_MACS_peak_12983_lociStitched	chr19	44257187	44271937	2	8857	24698.875	2672.7	886	C19orf61,KCNN4	IRGC,LYPD5	C19orf61	886	1
2_MACS_peak_19405_lociStitched	chr4	48175125	48184608	2	8856	12851.3616	1550.4705	887	TEC	TXK	TXK	887	1
5_MACS_peak_4692_lociStitched	chr11	65306819	65326968	5	8856	11448.6618	2869.2176	888	LTBP3	MALAT1,SCYL1,SSSCA1,FAM89B,EHBP1L1,KCNK7	LTBP3	888	1
3_MACS_peak_2143_lociStitched	chr1	200851010	200864247	3	8847	22816.6169	3100.1054	889	C1orf106	GPR25	C1orf106	889	1
2_MACS_peak_5925_lociStitched	chr12	46909111	46919633	2	8838	22400.2858	1781.3746	890			SLC38A2	890	1
3_MACS_peak_23037_lociStitched	chr6	109403065	109417557	3	8835	15189.0652	2770.8704	891	CEP57L1,SESN1	CEP57L1	SESN1	891	1
3_MACS_peak_188_lociStitched	chr1	15896914	15912189	3	8832	17166.045	2312.635	892	DNAJC16,AGMAT	DDI2,CASP9	AGMAT	892	1
2_MACS_peak_18775_lociStitched	chr3	178252243	178265342	2	8822	25860.0458	2888.3295	893	KCNMB2	KCNMB2	KCNMB2	893	1
1_MACS_peak_1497_lociStitched	chr1	150130687	150139507	1	8821	36378.09	2459.016	894	PLEKHO1		PLEKHO1	894	1
1_MACS_peak_8838_lociStitched	chr15	70045903	70054722	1	8820	13848.4757	2034.5433	895			C15orf50	895	1
1_MACS_peak_26005_lociStitched	chr8	126440930	126449741	1	8812	19828.2744	2067.0606	896	TRIB1		TRIB1	896	1
4_MACS_peak_17656_lociStitched	chr3	46529784	46543248	4	8810	11490.1776	1623.7584	897	RTP3	LTF	RTP3	897	1
4_MACS_peak_6180_lociStitched	chr12	58135037	58150961	4	8799	12272.6268	3229.3872	898	TSPAN31,MARCH9,AGAP2,CDK4	OS9,LOC100130776,FAM119B,TSFM,AGAP2,CYP27B1,METTL1	CDK4	898	1
2_MACS_peak_3515_lociStitched	chr10	83038968	83049986	2	8797	15762.3508	1630.664	899			NRG3	899	1
3_MACS_peak_13694_lociStitched	chr2	44934574	44950499	3	8796	9954.7175	2234.2775	900	C2orf34		SIX3	900	1
2_MACS_peak_24854_lociStitched	chr7	137664443	137673685	2	8795	9960.1034	2703.285	901	CREB3L2		CREB3L2	901	1
3_MACS_peak_11952_lociStitched	chr18	47833366	47848101	3	8792	12887.231	2522.632	902		CCDC11,MBD1,CXXC1	CXXC1	902	1
1_MACS_peak_26359_lociStitched	chr9	22236828	22245612	1	8785	28851.9264	1090.9728	903			DMRTA1	903	1
2_MACS_peak_22361_lociStitched	chr6	32156358	32165832	2	8781	25401.6888	1955.4336	904	PBX2,GPSM3,NOTCH4	PPT2,EGFL8,RNF5,RNF5P1,PRRT1,LOC100507547,AGPAT1,AGER	GPSM3	904	1
2_MACS_peak_24590_lociStitched	chr7	106503621	106513589	2	8780	24354.8144	3133.9392	905	PIK3CG		PIK3CG	905	1
2_MACS_peak_19957_lociStitched	chr4	121683675	121696024	2	8774	23269.2207	1873.3433	906	PRDM5		PRDM5	906	1
1_MACS_peak_19328_lociStitched	chr4	38175015	38183784	1	8770	32112.078	1789.7529	907			PTTG2	907	1
2_MACS_peak_5874_lociStitched	chr12	41153384	41166036	2	8760	12703.8732	1740.9152	908	CNTN1		CNTN1	908	1
1_MACS_peak_16054_lociStitched	chr20	46095413	46104165	1	8753	27713.208	1575.36	909		NCOA3	NCOA3	909	1
2_MACS_peak_25655_lociStitched	chr8	72337582	72346346	2	8750	12022.4552	1436.4196	910			EYA1	910	1
3_MACS_peak_22822_lociStitched	chr6	87754882	87765256	3	8750	8240.0682	1614.1944	911		CGA	CGA	911	1
3_MACS_peak_21524_lociStitched	chr5	142592409	142610913	3	8749	12616.0272	2660.8752	912	ARHGAP26		NR3C1	912	1
1_MACS_peak_22969_lociStitched	chr6	106609412	106618157	1	8746	40825.158	2072.565	913			PRDM1	913	1
2_MACS_peak_14802_lociStitched	chr2	172174900	172187801	2	8742	25733.6247	2327.3404	914	METTL8		TLK1	914	1
4_MACS_peak_18220_lociStitched	chr3	121739703	121755540	4	8732	14500.3572	2727.1314	915	ILDR1	CD86	ILDR1	915	1
5_MACS_peak_16623_lociStitched	chr22	17090057	17110968	5	8731	10432.4979	2243.7503	916	psiTPTE22	CCT8L2	psiTPTE22	916	1
3_MACS_peak_18971_lociStitched	chr3	193787650	193804589	3	8728	19754.2618	3594.4558	917		HES1	HES1	917	1
1_MACS_peak_7127_lociStitched	chr13	46750456	46759175	1	8720	10437.5149	1143.9328	918	LCP1		LCP1	918	1
2_MACS_peak_11342_lociStitched	chr17	70376687	70390136	2	8716	14230.3869	2048.2827	919			LOC100499467	919	1
3_MACS_peak_5367_lociStitched	chr11	128274088	128286147	3	8709	15320.9595	1955.9698	920			ETS1	920	1
1_MACS_peak_14335_lociStitched	chr2	110085057	110093744	1	8688	15978.8678	1611.4385	921	SH3RF3		MIR4266	921	1
1_MACS_peak_1614_lociStitched	chr1	154971032	154979718	1	8687	23966.4112	2176.7116	922	ZBTB7B	CKS1B,MIR4258,FLAD1,LENEP,DCST1,ADAM15,PBXIP1,PYGO2,SHC1,DCST2	ZBTB7B	922	1
3_MACS_peak_22959_lociStitched	chr6	106227370	106242758	3	8683	9415.9172	2249.7256	923			PRDM1	923	1
1_MACS_peak_5856_lociStitched	chr12	38931316	38939988	1	8673	15600.0608	1878.3552	924			ALG10B	924	1
3_MACS_peak_12447_lociStitched	chr19	10513404	10528107	3	8673	16426.1916	2424.5247	925	CDC37,MIR1181	PDE4A,TYK2	CDC37	925	1
4_MACS_peak_22662_lociStitched	chr6	56618131	56634206	4	8669	7769.0475	2753.6475	926			DST	926	1
4_MACS_peak_9841_lociStitched	chr16	53085714	53103695	4	8669	10463.1439	2529.9267	927	CHD9		CHD9	927	1
1_MACS_peak_20343_lociStitched	chr4	185300298	185308960	1	8663	96262.5384	2584.7408	928	IRF2		IRF2	928	1
4_MACS_peak_27922_lociStitched	chrX	75362417	75372367	4	8661	19248.275	1380.065	929		CXorf26	CXorf26	929	1
2_MACS_peak_26755_lociStitched	chr9	93850983	93865562	2	8659	15039.6964	2511.9617	930		LOC100129316	LOC100129316	930	1
1_MACS_peak_25077_lociStitched	chr8	2106914	2115569	1	8656	14922.0855	1558.7655	931			MYOM2	931	1
3_MACS_peak_4448_lociStitched	chr11	45040426	45055376	3	8651	19979.18	2241.005	932		LOC221122	LOC221122	932	1
3_MACS_peak_23271_lociStitched	chr6	134951039	134963229	3	8637	11602.442	1939.429	933			ALDH8A1	933	1
4_MACS_peak_14044_lociStitched	chr2	74681406	74700905	4	8634	15103.9254	3589.7659	934	INO80B,WBP1,MOGS,MRPL53,CCDC142	WDR54,TTC31,LOC151534,TLX2,C2orf81,RTKN,LBX2,PCGF1	MOGS	934	1
1_MACS_peak_6483_lociStitched	chr12	94595928	94604558	1	8631	43969.85	2057.392	935	PLXNC1		PLXNC1	935	1
2_MACS_peak_11295_lociStitched	chr17	64432567	64443045	2	8628	20885.7974	1725.7266	936	PRKCA		PRKCA	936	1
2_MACS_peak_22737_lociStitched	chr6	74224248	74234495	2	8625	25823.4647	2166.2158	937	EEF1A1		EEF1A1	937	1
2_MACS_peak_16772_lociStitched	chr22	24822269	24832111	2	8619	32504.1892	1593.4198	938	ADORA2A,C22orf45		ADORA2A	938	1
2_MACS_peak_2206_lociStitched	chr1	203722014	203736230	2	8618	38802.572	3337.9168	939	LAX1	SNORA77,ZC3H11A,ZBED6	LAX1	939	1
3_MACS_peak_4757_lociStitched	chr11	67029933	67047077	3	8612	21285.9904	2852.7616	940	ADRBK1	ANKRD13D,SSH3,LOC100130987	ADRBK1	940	1
1_MACS_peak_17435_lociStitched	chr3	25871602	25880211	1	8610	18263.9935	1857.8222	941		OXSM,NGLY1,LOC285326	LOC285326	941	1
3_MACS_peak_6138_lociStitched	chr12	57021903	57031451	3	8606	17842.3476	2302.9776	942	BAZ2A	SNORD59B,SNORD59A,ATP5B	BAZ2A	942	1
3_MACS_peak_9183_lociStitched	chr15	93373133	93389720	3	8598	25490.9016	2502.9783	943		ASB9P1,LOC100507217	ASB9P1	943	1
2_MACS_peak_27826_lociStitched	chrX	58149679	58159347	2	8595	7673.4916	986.136	944			ZXDA	944	1
1_MACS_peak_16052_lociStitched	chr20	46038906	46047497	1	8592	32054.7392	1740.5366	945			ZMYND8	945	1
3_MACS_peak_416_lociStitched	chr1	28903188	28914650	3	8590	11951.4274	2105.5694	946	TRNAU1AP,SNHG12,SNORD99,SNORA61,SNORA44,SNORA16A	RAB42	SNHG12	946	1
3_MACS_peak_5279_lociStitched	chr11	120203201	120216771	3	8590	13126.261	2510.45	947	TMEM136,ARHGEF12		ARHGEF12	947	1
3_MACS_peak_9143_lociStitched	chr15	90721349	90736553	3	8584	22982.3664	2488.8948	948	SEMA4B	SEMA4B,C15orf58,CIB1	SEMA4B	948	1
1_MACS_peak_18163_lociStitched	chr3	113460113	113468693	1	8581	19592.43	1928.784	949	ATP6V1A,NAA50	KIAA2018	NAA50	949	1
3_MACS_peak_15438_lociStitched	chr2	235390558	235405767	3	8579	10822.7244	1317.0994	950	ARL4C		ARL4C	950	1
3_MACS_peak_17326_lociStitched	chr3	13455000	13470843	3	8575	18000.8166	2572.9032	951	NUP210		NUP210	951	1
2_MACS_peak_18751_lociStitched	chr3	177034730	177044361	2	8573	11541.7904	2010.9528	952			TBL1XR1	952	1
3_MACS_peak_22369_lociStitched	chr6	32805114	32823309	3	8571	23920.9665	3266.0025	953	LOC100507463,PSMB9,TAP2,PSMB8,TAP1	PPP1R2P1,LOC100294145,HLA-DOB	PSMB8	953	1
1_MACS_peak_18195_lociStitched	chr3	119354563	119363131	1	8569	28290.6792	1861.8264	954	POPDC2	PLA1A,COX17	POPDC2	954	1
1_MACS_peak_1385_lociStitched	chr1	144928612	144937177	1	8566	19926.4725	3430.2825	955	PDE4DIP		PDE4DIP	955	1
2_MACS_peak_14110_lociStitched	chr2	85928271	85938366	2	8566	26287.38	1822.1475	956		GNLY,ATOH8,SFTPB	GNLY	956	1
3_MACS_peak_316_lociStitched	chr1	25347150	25364650	3	8565	23369.5	2527	957			RUNX3	957	1
2_MACS_peak_6672_lociStitched	chr12	111075741	111087274	2	8561	12459.0999	957.239	958	TCTN1,HVCN1		TCTN1	958	1
1_MACS_peak_23779_lociStitched	chr7	20254355	20262913	1	8559	54517.8832	2350.8826	959	MACC1		MACC1	959	1
1_MACS_peak_14242_lociStitched	chr2	99115122	99123680	1	8559	20122.4254	1727.8602	960	INPP4A		INPP4A	960	1
2_MACS_peak_14114_lociStitched	chr2	86080225	86090820	2	8552	11783.759	1740.7585	961	ST3GAL5		ST3GAL5	961	1
