#16_0EX2_0229Kronos_MM1S-KB-3hr-2_H3K27Ac_hs-dm_i29_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/16_0EX2_0229Kronos_MM1S-KB-3hr-2_H3K27Ac_hs-dm_i29_ROSE/16_0EX2_0229Kronos_MM1S-KB-3hr-2_H3K27Ac_hs-dm_i29_peaks_5KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X16_0EX2_0229Kronos_MM1S.KB.3hr.2_H3K27Ac_hs.dm_i29.bam
#Using cutoff of 23887.9584 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X16_0EX2_0229Kronos_MM1S.KB.3hr.2_H3K27Ac_hs.dm_i29.bam	X40_0EXS_0229Kronos_MM1S.KB.3hr.2_Input_hs_i84.bam	enhancerRank	isStretch
3_MACS_peak_949_lociStitched	chr1	66736663	66750304	3	10928	54831.3636	2722.7436	260	1
2_MACS_peak_5357_lociStitched	chr11	122927607	122941774	2	10915	38996.0842	2727.1475	261	1
3_MACS_peak_22112_lociStitched	chr5	171601079	171616233	3	10897	30064.0206	2547.3874	262	1
4_MACS_peak_4616_lociStitched	chr11	62307956	62326130	4	10885	19124.5002	3131.3802	263	1
4_MACS_peak_22499_lociStitched	chr6	20197481	20214212	4	10853	22914.7776	2593.305	264	1
1_MACS_peak_5537_lociStitched	chr12	4377696	4388545	1	10850	37577.6813	1921.3579	265	1
4_MACS_peak_15397_lociStitched	chr2	202040281	202059898	4	10828	20570.3862	3405.5112	266	1
3_MACS_peak_18444_lociStitched	chr3	101495584	101513223	3	10795	30473.1364	2801.0732	267	1
3_MACS_peak_24255_lociStitched	chr7	29706316	29726301	3	10709	19419.4245	2957.78	268	1
4_MACS_peak_16578_lociStitched	chr20	61272999	61290820	4	10706	29584.6421	2343.4615	269	1
2_MACS_peak_25040_lociStitched	chr7	114561541	114574053	2	10670	68834.768	3373.2352	270	1
1_MACS_peak_2309_lociStitched	chr1	206727947	206738612	1	10666	60135.669	3263.49	271	1
2_MACS_peak_6069_lociStitched	chr12	51312113	51323059	2	10632	31393.128	2393.8902	272	1
1_MACS_peak_28161_lociStitched	chrX	48768119	48778746	1	10628	23034.0225	1133.9009	273	1
1_MACS_peak_11213_lociStitched	chr17	43297977	43308599	1	10623	79607.6412	2203.0028	274	1
3_MACS_peak_24623_lociStitched	chr7	74057186	74076866	3	10618	27178.08	2778.816	275	1
4_MACS_peak_10625_lociStitched	chr17	8088465	8104323	4	10613	19651.2336	3038.3928	276	1
5_MACS_peak_4777_lociStitched	chr11	66861680	66889752	5	10576	18156.9696	3565.144	277	1
4_MACS_peak_8645_lociStitched	chr15	45011181	45029359	4	10568	24376.698	3061.1752	278	1
2_MACS_peak_16478_lociStitched	chr20	52267843	52279092	2	10543	45258.1017	2031.5694	279	1
1_MACS_peak_20178_lociStitched	chr4	105407068	105417600	1	10533	55140.286	1703.0244	280	1
2_MACS_peak_22588_lociStitched	chr6	26355635	26367662	2	10518	56024.1714	2399.3865	281	1
2_MACS_peak_16173_lociStitched	chr20	32990429	33005693	2	10512	22018.32	2310.9696	282	1
3_MACS_peak_5306_lociStitched	chr11	118963222	118979858	3	10496	28974.9212	2901.3184	283	1
1_MACS_peak_21505_lociStitched	chr5	109023851	109034318	1	10468	28712.0277	2089.2132	284	1
5_MACS_peak_20921_lociStitched	chr5	32276063	32296165	5	10467	15788.1108	2894.688	285	1
3_MACS_peak_10325_lociStitched	chr16	81841702	81857617	3	10466	25451.268	1655.16	286	1
4_MACS_peak_23658_lociStitched	chr6	135322857	135344073	4	10420	30915.9552	3655.5168	287	1
4_MACS_peak_26113_lociStitched	chr8	81067976	81084548	4	10419	18404.8632	2815.5828	288	1
3_MACS_peak_13359_lociStitched	chr19	48824023	48837990	3	10408	31322.3942	2794.7967	289	1
1_MACS_peak_21773_lociStitched	chr5	138720130	138730518	1	10389	39982.3732	2178.3636	290	1
1_MACS_peak_8783_lociStitched	chr15	56656101	56666471	1	10371	74542.671	2302.14	291	1
4_MACS_peak_13407_lociStitched	chr19	50166225	50184263	4	10347	28813.9012	3171.0804	292	1
1_MACS_peak_1099_lociStitched	chr1	87792697	87803033	1	10337	23388.3008	1776.7584	293	1
2_MACS_peak_14990_lociStitched	chr2	158291969	158302399	2	10336	63102.543	2202.816	294	1
4_MACS_peak_20676_lociStitched	chr4	185366715	185381494	4	10318	33638.4819	2664.6537	295	1
1_MACS_peak_15665_lociStitched	chr2	231729300	231739615	1	10316	46275.153	1086.1695	296	1
3_MACS_peak_9314_lociStitched	chr15	93346328	93364362	3	10316	45461.9106	2836.7482	297	1
4_MACS_peak_388_lociStitched	chr1	27147012	27167254	4	10264	19511.2638	3186.0908	298	1
2_MACS_peak_2301_lociStitched	chr1	206282081	206295645	2	10256	93283.6972	3804.702	299	1
3_MACS_peak_6633_lociStitched	chr12	106528835	106544047	3	10239	27363.3456	2934.3948	300	1
2_MACS_peak_6437_lociStitched	chr12	89738358	89749586	2	10230	38323.4096	2408.406	301	1
2_MACS_peak_26544_lociStitched	chr8	137189388	137201520	2	10202	39949.4628	2252.9124	302	1
4_MACS_peak_21957_lociStitched	chr5	151124583	151139032	4	10191	22946.4569	2291.6114	303	1
4_MACS_peak_23514_lociStitched	chr6	117858985	117877374	4	10131	24639.4211	2727.0887	304	1
2_MACS_peak_20812_lociStitched	chr5	6475818	6487252	2	10113	65841.5456	2125.5806	305	1
3_MACS_peak_1662_lociStitched	chr1	154942250	154957907	3	10103	47162.0154	4012.8891	306	1
1_MACS_peak_26196_lociStitched	chr8	95952982	95963077	1	10096	21077.3505	920.664	307	1
2_MACS_peak_10099_lociStitched	chr16	66549282	66560420	2	10093	77916.9928	2528.326	308	1
2_MACS_peak_6916_lociStitched	chr12	125398059	125412972	2	10089	32416.3881	1321.2918	309	1
4_MACS_peak_6225_lociStitched	chr12	58224895	58241229	4	10078	16837.0872	2677.1426	310	1
2_MACS_peak_5967_lociStitched	chr12	46119375	46132532	2	10056	33272.7373	2090.6473	311	1
4_MACS_peak_4000_lociStitched	chr10	126407221	126424234	4	9979	20109.366	2645.5215	312	1
4_MACS_peak_11742_lociStitched	chr17	76137419	76152189	4	9961	32272.45	2289.35	313	1
4_MACS_peak_9133_lociStitched	chr15	81608818	81624368	4	9951	15756.815	2587.52	314	1
1_MACS_peak_2244_lociStitched	chr1	203288296	203298234	1	9939	106124.9206	3032.0838	315	1
4_MACS_peak_23909_lociStitched	chr6	160389156	160404780	4	9939	15630.2496	1337.4144	316	1
2_MACS_peak_19308_lociStitched	chr3	186779581	186792519	2	9920	70255.9276	3538.543	317	1
3_MACS_peak_20364_lociStitched	chr4	129724115	129741415	3	9917	28913.49	2586.35	318	1
5_MACS_peak_1969_lociStitched	chr1	174923363	174941985	5	9913	14299.8338	3923.6554	319	1
2_MACS_peak_20774_lociStitched	chr5	1335401	1346212	2	9907	29898.9016	1829.2212	320	1
3_MACS_peak_16311_lociStitched	chr20	42569401	42585500	3	9902	32668.0908	2608.038	321	1
2_MACS_peak_1811_lociStitched	chr1	161144471	161157476	2	9894	48431.9205	3771.45	322	1
2_MACS_peak_16085_lociStitched	chr20	25288911	25303029	2	9875	61938.4896	2251.821	323	1
3_MACS_peak_15897_lociStitched	chr20	5092549	5109136	3	9868	25940.4093	3211.2432	324	1
3_MACS_peak_23033_lociStitched	chr6	52430666	52442943	3	9856	23374.1803	2430.846	325	1
4_MACS_peak_18264_lociStitched	chr3	66533213	66551650	4	9844	12172.1074	2719.4575	326	1
2_MACS_peak_19886_lociStitched	chr4	69431913	69443289	2	9833	54769.752	1830.3984	327	1
1_MACS_peak_15947_lociStitched	chr20	9489971	9499799	1	9829	31671.7128	1861.4232	328	1
2_MACS_peak_14688_lociStitched	chr2	112455687	112465544	2	9826	81573.5749	2275.9813	329	1
2_MACS_peak_12852_lociStitched	chr19	16221446	16231777	2	9818	30039.4487	1962.89	330	1
2_MACS_peak_16751_lociStitched	chr21	34600645	34613048	2	9814	47620.0782	3001.526	331	1
2_MACS_peak_6338_lociStitched	chr12	72078993	72088968	2	9776	24233.265	1768.5675	332	1
3_MACS_peak_8480_lociStitched	chr15	34619325	34635791	3	9775	32205.8494	2604.9212	333	1
2_MACS_peak_28541_lociStitched	chrX	119435001	119445529	2	9749	32629.4304	1093.8592	334	1
1_MACS_peak_24448_lociStitched	chr7	47512882	47522619	1	9738	42820.4049	2343.6959	335	1
2_MACS_peak_8432_lociStitched	chr15	31546713	31560816	2	9688	68234.5449	2652.7743	336	1
4_MACS_peak_4081_lociStitched	chr11	789145	811109	4	9659	21522.5236	2886.0696	337	1
3_MACS_peak_21831_lociStitched	chr5	141385806	141396893	3	9655	21191.6918	2113.1822	338	1
1_MACS_peak_15539_lociStitched	chr2	217079345	217088991	1	9647	44120.804	2193.5004	339	1
2_MACS_peak_17386_lociStitched	chr22	39539810	39549706	2	9627	17994.8864	1776.332	340	1
3_MACS_peak_2535_lociStitched	chr1	226034740	226045968	3	9616	20804.3612	2910.2976	341	1
2_MACS_peak_6162_lociStitched	chr12	56508933	56523891	2	9613	26439.7608	2650.5576	342	1
3_MACS_peak_18085_lociStitched	chr3	49054549	49067598	3	9600	26137.147	2391.8817	343	1
4_MACS_peak_16054_lociStitched	chr20	23329762	23348104	4	9594	22940.3394	2820.9996	344	1
4_MACS_peak_3785_lociStitched	chr10	104531391	104543026	4	9592	32476.7755	2047.76	345	1
4_MACS_peak_5704_lociStitched	chr12	13242386	13256044	4	9589	25231.7892	2641.4572	346	1
2_MACS_peak_435_lociStitched	chr1	28831433	28846216	2	9587	26724.7074	3033.4716	347	1
5_MACS_peak_3804_lociStitched	chr10	105249895	105267917	5	9586	18676.1986	3294.4216	348	1
1_MACS_peak_20438_lociStitched	chr4	144272729	144282293	1	9565	45206.1588	2012.2656	349	1
2_MACS_peak_9598_lociStitched	chr16	11668891	11681888	2	9565	15158.4011	2170.499	350	1
3_MACS_peak_7903_lociStitched	chr14	63936704	63951987	3	9540	10114.2894	1196.6589	351	1
3_MACS_peak_7205_lociStitched	chr13	46269354	46280959	3	9533	37787.0405	1326.4515	352	1
3_MACS_peak_5402_lociStitched	chr11	126172951	126189566	3	9525	25733.312	2869.4105	353	1
3_MACS_peak_13941_lociStitched	chr2	42323576	42334651	3	9524	50025.775	2156.3025	354	1
4_MACS_peak_4693_lociStitched	chr11	64845494	64865122	4	9522	25759.7872	2924.572	355	1
4_MACS_peak_16102_lociStitched	chr20	30147145	30162030	4	9515	16549.143	2744.794	356	1
1_MACS_peak_22158_lociStitched	chr5	175077001	175086502	1	9502	13369.8072	1958.1561	357	1
3_MACS_peak_17760_lociStitched	chr3	15835116	15851565	3	9499	20592.5031	2699.2809	358	1
2_MACS_peak_11217_lociStitched	chr17	43387757	43399044	2	9485	17867.321	2194.1928	359	1
4_MACS_peak_1837_lociStitched	chr1	161768651	161780493	4	9482	14808.421	2478.5306	360	1
2_MACS_peak_8770_lociStitched	chr15	55568447	55583277	2	9477	18773.297	2411.358	361	1
3_MACS_peak_5434_lociStitched	chr11	129233735	129248926	3	9477	30568.8493	2546.0116	362	1
3_MACS_peak_26901_lociStitched	chr9	35066449	35080873	3	9472	24615.9984	2561.7024	363	1
2_MACS_peak_7070_lociStitched	chr13	30943794	30957802	2	9461	20894.3328	1546.4832	364	1
2_MACS_peak_14974_lociStitched	chr2	153914528	153928919	2	9444	32751.0378	1867.9518	365	1
3_MACS_peak_2084_lociStitched	chr1	184711619	184725757	3	9431	26570.9572	3472.2928	366	1
3_MACS_peak_384_lociStitched	chr1	27059726	27072654	3	9412	17435.9936	2305.0624	367	1
2_MACS_peak_19740_lociStitched	chr4	40302530	40312602	2	9404	28815.992	2029.508	368	1
3_MACS_peak_14460_lociStitched	chr2	89049829	89066768	3	9402	51577.5611	2669.5864	369	1
3_MACS_peak_27234_lociStitched	chr9	95514244	95529162	3	9382	16347.1444	2295.8802	370	1
2_MACS_peak_27461_lociStitched	chr9	117127657	117137217	2	9365	30554.716	1431.132	371	1
4_MACS_peak_6219_lociStitched	chr12	58134959	58150986	4	9364	15472.4658	3123.6623	372	1
3_MACS_peak_16494_lociStitched	chr20	52545850	52559736	3	9358	23915.8578	2185.6564	373	1
3_MACS_peak_22636_lociStitched	chr6	27790948	27807981	3	9353	46060.6386	2790.0054	374	1
2_MACS_peak_16530_lociStitched	chr20	56047755	56058217	2	9341	41469.2756	1771.2166	375	1
4_MACS_peak_4128_lociStitched	chr11	3874333	3893292	4	9335	23808.7122	3160.4653	376	1
2_MACS_peak_3867_lociStitched	chr10	112173088	112186177	2	9330	25715.9583	2124.3447	377	1
3_MACS_peak_11222_lociStitched	chr17	43517022	43531889	3	9328	22530.9385	2505.0895	378	1
2_MACS_peak_16600_lociStitched	chr20	62358283	62370962	2	9316	24408.3429	1892.9747	379	1
2_MACS_peak_19708_lociStitched	chr4	38124124	38136270	2	9302	44043.8252	2223.9326	380	1
2_MACS_peak_15630_lociStitched	chr2	227655595	227666809	2	9283	17081.1648	1642.851	381	1
2_MACS_peak_11322_lociStitched	chr17	47816178	47827581	2	9274	26050.1535	2387.7882	382	1
1_MACS_peak_4724_lociStitched	chr11	65336098	65345364	1	9267	20075.7156	1734.5952	383	1
3_MACS_peak_21938_lociStitched	chr5	150459367	150475847	3	9262	25675.84	2999.36	384	1
5_MACS_peak_3699_lociStitched	chr10	99159319	99187158	5	9256	15698.4121	3922.5151	385	1
2_MACS_peak_19990_lociStitched	chr4	78735889	78749332	2	9251	27610.5777	2265.1455	386	1
2_MACS_peak_6079_lociStitched	chr12	51711990	51721955	2	9249	39126.576	2140.482	387	1
1_MACS_peak_23706_lociStitched	chr6	138186976	138196220	1	9245	38528.0676	1784.092	388	1
2_MACS_peak_17093_lociStitched	chr22	23477916	23488595	2	9240	34888.293	2003.3804	389	1
3_MACS_peak_19062_lociStitched	chr3	169656776	169668287	3	9222	45074.7738	2983.6512	390	1
2_MACS_peak_13481_lociStitched	chr19	55762912	55772313	2	9219	29427.0102	1603.8106	391	1
3_MACS_peak_22922_lociStitched	chr6	42737827	42752492	3	9219	43411.333	2092.6955	392	1
2_MACS_peak_20663_lociStitched	chr4	185201098	185210910	2	9216	93223.812	2494.2104	393	1
2_MACS_peak_9011_lociStitched	chr15	74831886	74846014	2	9211	24684.4416	2531.7376	394	1
5_MACS_peak_11258_lociStitched	chr17	45681716	45702699	5	9203	9429.7602	2859.9829	395	1
3_MACS_peak_15548_lociStitched	chr2	219081086	219095719	3	9198	15774.374	2399.812	396	1
1_MACS_peak_12324_lociStitched	chr18	60821993	60831153	1	9161	98731.06	2287.252	397	1
3_MACS_peak_3419_lociStitched	chr10	74006966	74024315	3	9158	29845.4847	3063.8334	398	1
2_MACS_peak_2593_lociStitched	chr1	228268970	228279211	2	9135	20857.8447	2721.0337	399	1
1_MACS_peak_17096_lociStitched	chr22	23517487	23526618	1	9132	20631.4945	1994.2104	400	1
3_MACS_peak_15553_lociStitched	chr2	219148364	219160651	3	9116	22621.5957	2177.2564	401	1
2_MACS_peak_28526_lociStitched	chrX	118815317	118827809	2	9115	16645.59	929.4048	402	1
2_MACS_peak_14014_lociStitched	chr2	47204124	47214991	2	9109	49445.9367	2177.7468	403	1
1_MACS_peak_19144_lociStitched	chr3	176911606	176920709	1	9104	59377.0484	2420.4877	404	1
3_MACS_peak_10600_lociStitched	chr17	7475187	7488517	3	9095	23735.398	2280.763	405	1
1_MACS_peak_4425_lociStitched	chr11	35159818	35168910	1	9093	29419.8936	1873.8612	406	1
2_MACS_peak_14762_lociStitched	chr2	120060081	120071725	2	9092	15491.1776	1914.2736	407	1
4_MACS_peak_7610_lociStitched	chr14	23024088	23040211	4	9091	12859.7048	1396.2518	408	1
2_MACS_peak_22152_lociStitched	chr5	173696494	173709907	2	9089	40760.7657	2286.9165	409	1
2_MACS_peak_21599_lociStitched	chr5	121647830	121660520	2	9074	13426.02	1692.846	410	1
2_MACS_peak_22700_lociStitched	chr6	30649097	30659488	2	9064	31547.076	2100.0211	411	1
4_MACS_peak_14409_lociStitched	chr2	86290460	86308586	4	9060	13230.1674	3170.2374	412	1
3_MACS_peak_13363_lociStitched	chr19	48880295	48895448	3	9051	33777.5523	2338.1079	413	1
1_MACS_peak_20773_lociStitched	chr5	1311763	1320811	1	9049	101218.1664	1947.1296	414	1
1_MACS_peak_1444_lociStitched	chr1	145448941	145457988	1	9048	47691.2605	3397.1485	415	1
4_MACS_peak_22793_lociStitched	chr6	33537748	33558575	4	9048	28241.412	3298.9968	416	1
2_MACS_peak_10520_lociStitched	chr17	4268057	4281094	2	9041	20726.2226	2140.6754	417	1
1_MACS_peak_293_lociStitched	chr1	23849895	23858930	1	9036	65279.682	1973.244	418	1
2_MACS_peak_5976_lociStitched	chr12	46776291	46785799	2	9030	27492.382	1787.504	419	1
1_MACS_peak_22410_lociStitched	chr6	11827711	11836734	1	9024	77564.4149	1971.5255	420	1
3_MACS_peak_9873_lociStitched	chr16	30379191	30394788	3	9004	18716.4	2729.475	421	1
3_MACS_peak_13784_lociStitched	chr2	27374888	27389256	3	9003	25934.24	2446.8704	422	1
1_MACS_peak_3872_lociStitched	chr10	112255958	112264955	1	8998	31744.1151	1636.5543	423	1
4_MACS_peak_14335_lociStitched	chr2	74681354	74700850	4	8997	25715.224	3345.5136	424	1
2_MACS_peak_10828_lociStitched	chr17	27045981	27056727	2	8990	30608.9064	1951.4736	425	1
5_MACS_peak_10223_lociStitched	chr16	70827180	70850367	5	8969	15305.7387	3213.7182	426	1
2_MACS_peak_18014_lociStitched	chr3	46245888	46257132	2	8965	74063.1036	2392.7232	427	1
4_MACS_peak_6667_lociStitched	chr12	109161970	109181160	4	8957	32179.711	3064.643	428	1
2_MACS_peak_1344_lociStitched	chr1	117101394	117114608	2	8947	11864.8506	1220.9736	429	1
4_MACS_peak_17589_lociStitched	chr22	50962460	50979155	4	8934	24364.683	2415.7665	430	1
3_MACS_peak_26874_lociStitched	chr9	33445228	33459370	3	8932	20292.3558	2415.4536	431	1
2_MACS_peak_10399_lociStitched	chr16	89033399	89046054	2	8921	33882.497	1071.8785	432	1
2_MACS_peak_11740_lociStitched	chr17	76116541	76129513	2	8897	28830.27	2037.9012	433	1
2_MACS_peak_21668_lociStitched	chr5	130708842	130719137	2	8894	23843.22	1754.268	434	1
4_MACS_peak_4814_lociStitched	chr11	67647351	67661855	4	8886	40454.5568	2497.5888	435	1
3_MACS_peak_22783_lociStitched	chr6	33279396	33292546	3	8879	30130.595	2526.115	436	1
3_MACS_peak_11330_lociStitched	chr17	48225342	48239220	3	8879	15444.8262	1983.1662	437	1
3_MACS_peak_10582_lociStitched	chr17	7136505	7147395	3	8869	25506.558	1763.091	438	1
3_MACS_peak_8673_lociStitched	chr15	46994727	47008737	3	8862	27043.503	2408.319	439	1
2_MACS_peak_2538_lociStitched	chr1	226062599	226071668	2	8850	28212.7521	2511.2061	440	1
3_MACS_peak_12849_lociStitched	chr19	16180437	16198005	3	8849	37050.912	2972.5056	441	1
1_MACS_peak_16379_lociStitched	chr20	45978343	45987190	1	8848	55429.1091	1810.9809	442	1
3_MACS_peak_553_lociStitched	chr1	36614196	36627455	3	8841	21333.731	2285.8516	443	1
1_MACS_peak_14219_lociStitched	chr2	66659659	66668485	1	8827	30358.7922	1215.3402	444	1
3_MACS_peak_23258_lociStitched	chr6	88626014	88636967	3	8818	21394.4949	1690.0479	445	1
2_MACS_peak_27616_lociStitched	chr9	130731667	130744353	2	8798	22343.8518	2222.5872	446	1
2_MACS_peak_3780_lociStitched	chr10	104401155	104412958	2	8793	27915.2753	2113.9173	447	1
6_MACS_peak_18507_lociStitched	chr3	111838458	111854436	6	8793	9970.272	2492.568	448	1
3_MACS_peak_2507_lociStitched	chr1	223899482	223915517	3	8792	19933.1085	3941.403	449	1
2_MACS_peak_19897_lociStitched	chr4	71542204	71555345	2	8791	34952.4318	2374.5787	450	1
2_MACS_peak_19397_lociStitched	chr3	196357962	196371273	2	8783	38852.1468	3081.4965	451	1
3_MACS_peak_3862_lociStitched	chr10	112112682	112128593	3	8773	109801.811	3209.2487	452	1
4_MACS_peak_27880_lociStitched	chrX	10074239	10090872	4	8766	23963.1631	1550.1956	453	1
5_MACS_peak_18026_lociStitched	chr3	46421721	46438679	5	8765	12506.525	2665.7976	454	1
1_MACS_peak_21815_lociStitched	chr5	140886119	140894881	1	8763	12599.756	1257.347	455	1
1_MACS_peak_2355_lociStitched	chr1	209275307	209284060	1	8754	62885.9285	2656.5355	456	1
5_MACS_peak_1677_lociStitched	chr1	155210268	155233057	5	8748	18089.9082	4917.8662	457	1
2_MACS_peak_22634_lociStitched	chr6	27774545	27784132	2	8745	23086.4547	2033.4027	458	1
3_MACS_peak_22406_lociStitched	chr6	11722211	11733531	3	8736	27156.68	1868.932	459	1
3_MACS_peak_24901_lociStitched	chr7	101921684	101935939	3	8730	19299.8445	1997.1255	460	1
2_MACS_peak_17289_lociStitched	chr22	36772685	36785185	2	8717	23947.5	2321.25	461	1
1_MACS_peak_9265_lociStitched	chr15	90637919	90646629	1	8711	31815.017	1664.481	462	1
2_MACS_peak_14266_lociStitched	chr2	70310172	70323373	2	8711	87092.2774	2409.1825	463	1
2_MACS_peak_4785_lociStitched	chr11	67033253	67046777	2	8704	25780.8012	2119.2108	464	1
2_MACS_peak_19784_lociStitched	chr4	48194639	48206645	2	8696	25369.8786	1910.1546	465	1
3_MACS_peak_9364_lociStitched	chr15	101458059	101472285	3	8686	19291.8786	2256.2436	466	1
3_MACS_peak_11072_lociStitched	chr17	38251460	38261452	3	8681	13846.9136	1850.5184	467	1
1_MACS_peak_1789_lociStitched	chr1	160676459	160685136	1	8678	34327.0797	2912.8689	468	1
3_MACS_peak_17359_lociStitched	chr22	39095283	39106076	3	8667	24557.3129	2050.67	469	1
3_MACS_peak_16759_lociStitched	chr21	34695973	34712524	3	8661	37729.6596	4021.893	470	1
2_MACS_peak_1293_lociStitched	chr1	112134576	112148127	2	8654	27000.3675	1409.304	471	1
1_MACS_peak_11064_lociStitched	chr17	38016326	38024970	1	8645	36214.9024	1536.0388	472	1
3_MACS_peak_18661_lociStitched	chr3	125548721	125560470	3	8621	24059.6022	1980.8814	473	1
1_MACS_peak_6587_lociStitched	chr12	102870812	102879424	1	8613	43461.3192	1739.624	474	1
3_MACS_peak_2055_lociStitched	chr1	183438744	183451149	3	8606	32782.6935	3436.185	475	1
2_MACS_peak_18646_lociStitched	chr3	124501862	124511895	2	8603	27906.7895	1797.9136	476	1
1_MACS_peak_12728_lociStitched	chr19	11199288	11207867	1	8580	19599.5834	1636.0153	477	1
4_MACS_peak_10213_lociStitched	chr16	70461182	70474097	4	8574	15160.9185	2102.562	478	1
3_MACS_peak_16007_lociStitched	chr20	17939429	17952872	3	8569	35352.4014	2433.183	479	1
3_MACS_peak_27508_lociStitched	chr9	123630447	123641415	3	8568	30476.7816	1875.528	480	1
2_MACS_peak_11700_lociStitched	chr17	74721306	74735095	2	8567	30352.3468	2505.4613	481	1
2_MACS_peak_9755_lociStitched	chr16	23343536	23354284	2	8566	92876.6924	1970.1084	482	1
3_MACS_peak_11816_lociStitched	chr17	79868134	79886609	3	8565	13678.89	2324.155	483	1
1_MACS_peak_2161_lociStitched	chr1	197740212	197748772	1	8561	42356.592	2332.6	484	1
1_MACS_peak_18905_lociStitched	chr3	150315339	150323895	1	8557	27892.56	1689.81	485	1
4_MACS_peak_4683_lociStitched	chr11	64611209	64634098	4	8549	23351.3578	3238.7935	486	1
1_MACS_peak_1275_lociStitched	chr1	111172875	111181422	1	8548	42790.5555	1199.9988	487	1
3_MACS_peak_1625_lociStitched	chr1	153928960	153941466	3	8546	31102.422	3379.1212	488	1
1_MACS_peak_14407_lociStitched	chr2	86220158	86228693	1	8536	42339.5745	1882.821	489	1
2_MACS_peak_8957_lociStitched	chr15	70386734	70396217	2	8536	17451.5649	1563.7467	490	1
1_MACS_peak_24782_lociStitched	chr7	92437202	92445734	1	8533	27439.7652	1497.366	491	1
1_MACS_peak_3302_lociStitched	chr10	63656305	63664829	1	8525	21513.7236	1589.726	492	1
3_MACS_peak_8792_lociStitched	chr15	58582525	58591230	3	8524	36366.8785	1512.929	493	1
2_MACS_peak_6498_lociStitched	chr12	94541067	94552833	2	8523	20599.9128	2090.8182	494	1
2_MACS_peak_1791_lociStitched	chr1	160703177	160715461	2	8499	38579.1304	3515.6808	495	1
3_MACS_peak_19548_lociStitched	chr4	9599188	9610827	3	8485	31232.0926	1908.796	496	1
1_MACS_peak_22771_lociStitched	chr6	32934602	32943083	1	8482	73230.8907	1920.0984	497	1
2_MACS_peak_11186_lociStitched	chr17	42287069	42299806	2	8482	20682.3406	1604.862	498	1
3_MACS_peak_10835_lociStitched	chr17	27219422	27230850	3	8474	22776.004	2233.0312	499	1
3_MACS_peak_438_lociStitched	chr1	28903121	28914497	3	8463	15426.9936	2005.5888	500	1
3_MACS_peak_11847_lociStitched	chr17	80405832	80423913	3	8441	34541.9424	2675.988	501	1
4_MACS_peak_13704_lociStitched	chr2	20615795	20630334	4	8433	25975.3774	2177.9422	502	1
3_MACS_peak_12942_lociStitched	chr19	19050317	19061380	3	8422	15015.8099	2026.7416	503	1
1_MACS_peak_3306_lociStitched	chr10	63803952	63812368	1	8417	37551.3504	2105.6832	504	1
2_MACS_peak_4426_lociStitched	chr11	35183572	35196380	2	8417	17803.12	2443.7664	505	1
1_MACS_peak_4581_lociStitched	chr11	60604941	60613341	1	8401	24659.04	1506.12	506	1
4_MACS_peak_27447_lociStitched	chr9	116162765	116179232	4	8394	21943.9242	2736.8154	507	1
3_MACS_peak_24485_lociStitched	chr7	52774624	52788499	3	8393	22979.775	1820.4	508	1
