REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X16_0EX2_0229Kronos_MM1S.KB.3hr.2_H3K27Ac_hs.dm_i29.bam	X40_0EXS_0229Kronos_MM1S.KB.3hr.2_Input_hs_i84.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
3_MACS_peak_13078_lociStitched	chr19	36230784	36240231	3	7225	16146.8124	2074.5612	726	PSENEN,LIN37,TMEM149,U2AF1L4	ZBTB32,MLL4,C19orf55,ARHGAP33,HSPB6	U2AF1L4	726	1
2_MACS_peak_5397_lociStitched	chr11	126056793	126068922	2	7225	63414.0507	2129.8524	727		FAM118B,RPUSD4	RPUSD4	727	1
2_MACS_peak_4641_lociStitched	chr11	62597971	62610564	2	7224	29805.1124	2222.6645	728	STX5,WDR74	TMEM179B,SLC3A2,TMEM223,NXF1,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1	WDR74	728	1
2_MACS_peak_5821_lociStitched	chr12	27329990	27340307	2	7221	27320.4477	2040.7026	729			STK38L	729	1
3_MACS_peak_27708_lociStitched	chr9	134595169	134607898	3	7219	17807.871	2020.0923	730	RAPGEF1	RAPGEF1	RAPGEF1	730	1
2_MACS_peak_3366_lociStitched	chr10	70846322	70853957	2	7218	22169.7495	1529.2905	731	SRGN	VPS26A	SRGN	731	1
1_MACS_peak_3588_lociStitched	chr10	89619938	89627153	1	7216	24258.273	1581.528	732	PTEN,KILLIN	CFLP1,ATAD1	PTEN	732	1
1_MACS_peak_13626_lociStitched	chr2	10259654	10266867	1	7214	29838.0171	1402.9285	733	RRM2	C2orf48,CYS1	RRM2	733	1
2_MACS_peak_5931_lociStitched	chr12	41154324	41166263	2	7213	22248.3265	1726.3794	734	CNTN1		CNTN1	734	1
2_MACS_peak_16753_lociStitched	chr21	34633030	34642704	2	7212	13907.3424	2125.3778	735	IFNAR2,IL10RB		IL10RB	735	1
3_MACS_peak_17638_lociStitched	chr3	5018508	5029374	3	7192	14007.3606	1574.4834	736	BHLHE40		BHLHE40	736	1
2_MACS_peak_14022_lociStitched	chr2	47526986	47539535	2	7188	49748.0007	2266.3494	737			EPCAM	737	1
2_MACS_peak_16391_lociStitched	chr20	46386366	46397718	2	7187	24082.1328	1923.0288	738	SULF2		SULF2	738	1
2_MACS_peak_12554_lociStitched	chr19	3983530	3990806	2	7186	18742.2484	2034.3696	739	EEF2	PIAS4,MIR637,DAPK3,SNORD37	EEF2	739	1
3_MACS_peak_17584_lociStitched	chr22	50906897	50920959	3	7184	11581.4632	1906.8072	740	ADM2,SBF1	MIOX,NCAPH2,LMF2,SCO2,TYMP	SBF1	740	1
3_MACS_peak_2280_lociStitched	chr1	205196217	205208227	3	7183	16636.252	2855.978	741	TMCC2	DSTYK	TMCC2	741	1
1_MACS_peak_21471_lociStitched	chr5	100234477	100241657	1	7181	30250.058	1618.372	742	ST8SIA4		ST8SIA4	742	1
3_MACS_peak_18708_lociStitched	chr3	128900747	128915638	3	7176	19748.4442	2093.6746	743	CNBP	ISY1	CNBP	743	1
2_MACS_peak_11570_lociStitched	chr17	66452420	66459600	2	7175	14354.974	1351.994	744	WIPI1	PRKAR1A,MIR635	WIPI1	744	1
2_MACS_peak_10035_lociStitched	chr16	56943802	56952764	2	7170	52234.1208	2055.8828	745	SLC12A3	HERPUD1,CETP	HERPUD1	745	1
3_MACS_peak_18842_lociStitched	chr3	141205485	141219035	3	7158	13251.9	2170.71	746	RASA2		RASA2	746	1
4_MACS_peak_10000_lociStitched	chr16	53086012	53103321	4	7152	10037.4891	2307.2897	747	CHD9		CHD9	747	1
4_MACS_peak_28592_lociStitched	chrX	129298840	129311118	4	7139	10420.3386	1252.356	748	RAB33A,AIFM1	AIFM1	RAB33A	748	1
3_MACS_peak_12485_lociStitched	chr19	1847254	1858203	3	7138	22458.5888	2239.0705	749	REXO1,KLF16	LOC100288123,SCAMP4,ADAT3,ATP8B3,MIR1909,FAM108A1	REXO1	749	1
4_MACS_peak_14492_lociStitched	chr2	96899357	96912649	4	7122	13650.884	2133.366	750	LOC285033	CIAO1,STARD7,TMEM127	LOC285033	750	1
2_MACS_peak_23745_lociStitched	chr6	139690537	139697913	2	7114	18657.592	1117.464	751	CITED2		CITED2	751	1
3_MACS_peak_9409_lociStitched	chr16	685307	700531	3	7113	15370.1504	1779.6856	752	FAM195A,WDR90,C16orf13	RAB40C,WFIKKN1,RHOT2,RHBDL1,STUB1,JMJD8,WDR24	FAM195A	752	1
4_MACS_peak_5044_lociStitched	chr11	87062297	87071490	4	7111	11034.3579	1427.6729	753			TMEM135	753	1
3_MACS_peak_5889_lociStitched	chr12	32608326	32622338	3	7100	14351.0904	2097.5964	754		FGD4	FGD4	754	1
3_MACS_peak_25161_lociStitched	chr7	128162709	128178152	3	7097	23175.3101	3034.5495	755		METTL2B	METTL2B	755	1
1_MACS_peak_14196_lociStitched	chr2	65139947	65147041	1	7095	39397.9478	1782.7222	756	LOC400958		LOC400958	756	1
2_MACS_peak_28726_lociStitched	chrX	153189155	153200541	2	7095	26933.583	1116.9666	757	ARHGAP4,NAA10	AVPR2,TMEM187,MIR3202-1,L1CAM,RENBP,HCFC1,MIR3202-2	ARHGAP4	757	1
1_MACS_peak_14011_lociStitched	chr2	47166732	47173823	1	7092	20001.5837	1243.7614	758	TTC7A,MCFD2	MCFD2	MCFD2	758	1
1_MACS_peak_270_lociStitched	chr1	21615664	21622743	1	7080	33327.2241	1538.2667	759	ECE1	ECE1	ECE1	759	1
2_MACS_peak_8865_lociStitched	chr15	64381628	64389312	2	7075	15378.7576	1380.0464	760	SNX1,FAM96A	DAPK2	FAM96A	760	1
2_MACS_peak_22824_lociStitched	chr6	35264672	35272228	2	7070	21227.8264	1523.2896	761	DEF6	ZNF76,PPARD	DEF6	761	1
