GENE_ID	locusLine	bin_1_05_0EWR_0229Kronos_MM1S-KB-3hr-1_H3K18Ac_hs-dm_i07.bam
NM_001042497	chr15(.):34517196-34634045	0.2587
NM_001042494	chr15(.):34517196-34634961	0.2607
NM_183235	chr15(.):55490799-55587001	0.2253
NM_001103184	chr15(.):33052746-33365085	0.1754
NM_001211	chr15(.):40448209-40518337	0.1585
NM_019600	chr15(.):52868517-52975820	0.2467
NM_000259	chr15(.):52594479-52826247	0.2971
NM_017610	chr15(.):59274864-59394253	0.0884
NM_006537	chr15(.):63791809-63888663	0.1971
NM_025201	chr15(.):65129081-65165201	0.1697
NM_001004439	chr15(.):68589041-68729492	0.1859
NM_020908	chr15(.):70335542-70395256	0.3511
NM_006465	chr15(.):74828547-74895472	0.2902
NM_003612	chr15(.):74696629-74731299	0.1619
NM_001146030	chr15(.):74696629-74731001	0.1607
NM_172217	chr15(.):81512639-81610104	0.4704
NM_001172128	chr15(.):81484218-81610104	0.3776
NM_001080532	chr15(.):81619759-81671418	0.1193
NM_007011	chr15(.):89626380-89750591	0.5637
NM_198526	chr15(.):90539751-90630432	0.4944
NM_018671	chr15(.):91473214-91502323	0.874
NM_001039675	chr15(.):91468409-91502323	0.8197
NM_207446	chr15(.):93155678-93204031	0.3722
NM_000693	chr15(.):101415008-101461830	0.1912
NM_024652	chr15(.):101454459-101615317	0.1546
NR_027992	chr15(.):20869796-20966480	0.0627
NR_027053	chr15(.):21927513-21945739	0.2385
NR_024387	chr15(.):22009419-22021878	0.0767
NM_015995	chr15(.):31614082-31675102	0.9398
NM_175741	chr15(.):34633065-34654931	0.1445
NM_181077	chr15(.):34666269-34687001	0.0644
NM_018648	chr15(.):34628916-34640362	0.9353
NM_153613	chr15(.):34646088-34664395	0.4078
NR_036050	chr15(.):34669269-34679351	0.0573
NR_036050	chr15(.):34815490-34825572	0.0556
NM_003134	chr15(.):40322890-40336389	0.3499
NM_001003942	chr15(.):40375091-40403287	1.4909
NM_033503	chr15(.):40375091-40403639	1.4773
NM_001003940	chr15(.):40375091-40406075	1.3828
NM_001080791	chr15(.):40840297-40862252	1.1366
NM_152260	chr15(.):40856536-40871661	0.4072
NR_002208	chr15(.):40819082-40829749	0.094
NM_001160227	chr15(.):44849893-44960876	0.1441
NM_001145112	chr15(.):44952929-44974086	0.5458
NM_182985	chr15(.):45023559-45065025	0.1473
NM_004048	chr15(.):44998684-45015357	0.8098
NM_004580	chr15(.):55490799-55567585	0.0814
NM_183234	chr15(.):55490799-55567484	0.0811
NM_183236	chr15(.):55490799-55568107	0.0816
NM_004855	chr15(.):55606132-55652846	0.1431
NM_198524	chr15(.):56652643-56743072	0.5442
NM_001013843	chr15(.):59166243-59230852	0.1657
NM_182703	chr15(.):65199100-65256041	0.1601
NM_017882	chr15(.):68494329-68527080	0.4784
NM_015322	chr15(.):68565140-68588640	1.5708
NR_030714	chr15(.):70366710-70376807	0.1214
NM_000781	chr15(.):74625102-74665081	0.0704
NM_001099773	chr15(.):74625102-74663553	0.0683
NM_001127190	chr15(.):75069424-75100539	1.1597
NM_000761	chr15(.):75036183-75053941	0.0652
NM_000499	chr15(.):75006882-75022877	0.1428
NM_021819	chr15(.):75100193-75123099	0.1197
NM_001030005	chr15(.):75113950-75129136	0.0848
NM_021823	chr15(.):75310926-75348067	1.3796
NM_138967	chr15(.):75282875-75318836	0.7747
NM_015477	chr15(.):75656719-75748926	0.2372
NM_001145358	chr15(.):75656719-75749087	0.2375
NM_001145357	chr15(.):75656719-75753124	0.2311
NM_004513	chr15(.):81584253-81610104	1.2536
NM_181900	chr15(.):81600006-81621524	0.5601
NM_022767	chr15(.):89159526-89180512	0.8572
NR_029606	chr15(.):89150055-89160165	0.0443
NM_002201	chr15(.):89177038-89203879	0.7063
NR_031590	chr15(.):89146337-89156428	0.0508
NM_002168	chr15(.):90622211-90650708	0.9461
NM_198925	chr15(.):90739561-90777892	0.2035
NM_001013657	chr15(.):90772486-90790312	0.1915
NM_020210	chr15(.):90723151-90777892	0.5122
NM_006384	chr15(.):90768476-90782279	0.2319
NM_001143785	chr15(.):91422664-91444006	0.1443
NM_198527	chr15(.):91469154-91480774	1.4681
NM_001143784	chr15(.):91423275-91444006	0.1472
NM_006122	chr15(.):91442419-91470815	0.222
NM_002005	chr15(.):91422687-91444006	0.1445
NM_001017919	chr15(.):91493105-91511355	0.5745
NR_033769	chr15(.):93333713-93345338	0.0876
NR_037600	chr15(.):93421072-93446977	0.6396
NR_037602	chr15(.):93421525-93446977	0.65
NM_003090	chr15(.):101816714-101840460	0.4129
NM_203472	chr15(.):101806213-101822700	0.3959
NM_014918	chr15(.):101710927-101797137	0.3521
NM_001114	chr16(.):50316822-50357043	0.0799
NM_001134477	chr16(.):14524557-14729120	0.1853
NM_002582	chr16(.):14524557-14729124	0.1853
NM_152652	chr16(.):30402056-30415715	0.3421
NM_016373	chr16(.):78128550-79251564	0.0668
NM_022493	chr16(.):774768-795997	0.3239
NM_001172666	chr16(.):635076-684273	0.225
NM_021168	chr16(.):635172-684273	0.2253
NM_001172663	chr16(.):634356-684273	0.2221
NM_001172664	chr16(.):634668-684273	0.2235
NM_015246	chr16(.):4669825-4745975	0.1717
NM_015914	chr16(.):11767942-11841648	1.6895
NM_004862	chr16(.):11636577-11685229	0.3157
NM_001136472	chr16(.):11636577-11685806	0.3125
NR_024320	chr16(.):11636577-11686322	0.3097
NM_022166	chr16(.):17191180-17569738	0.1579
NM_013302	chr16(.):22212591-22305066	0.1202
NM_000336	chr16(.):23308590-23397620	1.0557
NM_153603	chr16(.):23394813-23469512	0.5772
NR_024348	chr16(.):30925639-30939590	0.6011
NM_025134	chr16(.):53083944-53366414	0.1617
NM_000078	chr16(.):56990834-57022756	0.1409
NM_001018159	chr16(.):66831780-66869879	0.1604
NM_004691	chr16(.):67466916-67520089	0.1534
NM_001191022	chr16(.):67591309-67678088	0.263
NM_012320	chr16(.):68274246-68299961	0.9476
NM_004360	chr16(.):68766194-68874444	0.2277
NM_032821	chr16(.):70836288-71269569	0.1422
NM_018052	chr16(.):70716341-70840061	0.1922
NM_014761	chr16(.):71924445-71967906	0.2203
NM_001030007	chr16(.):71757904-71847976	0.1924
NM_002661	chr16(.):81807929-81996899	0.1637
NM_175931	chr16(.):88936262-89012608	0.0368
NM_005187	chr16(.):88936262-89048504	0.2733
NM_032259	chr16(.):729701-745400	0.301
NM_001031737	chr16(.):767581-781473	0.4396
NM_001040162	chr16(.):679428-691347	0.3143
NM_138418	chr16(.):686848-703474	0.6281
NM_023933	chr16(.):766157-777590	0.408
NM_032304	chr16(.):772265-784715	0.2642
NM_138769	chr16(.):713132-729171	0.1495
NM_005861	chr16(.):725114-737768	0.239
NM_003961	chr16(.):721074-733267	0.2038
NM_053284	chr16(.):676011-689116	0.2749
NM_207112	chr16(.):771957-784715	0.2602
NM_145294	chr16(.):694362-722829	0.2811
NM_153350	chr16(.):737499-760825	0.1193
NM_001005920	chr16(.):726666-739439	0.2396
NM_024042	chr16(.):760172-772480	0.2988
NM_005823	chr16(.):805764-823865	0.0449
NM_058192	chr16(.):829973-843383	0.22
NM_022092	chr16(.):833621-853074	0.1646
NM_013404	chr16(.):806072-823865	0.0445
NR_030384	chr16(.):815182-825277	0.0485
NM_001025190	chr16(.):814427-837926	0.0563
NM_001177355	chr16(.):805765-823865	0.0449
NM_145253	chr16(.):4653883-4669927	0.3167
NM_003498	chr16(.):11757288-11778015	1.3063
NM_014153	chr16(.):11839441-11896114	0.3125
NM_001130007	chr16(.):11956984-12015519	0.1659
NM_001130006	chr16(.):11956984-12014825	0.1662
NM_001192	chr16(.):12053963-12066925	4.8824
NM_032167	chr16(.):12065601-12152141	0.1997
NM_001039182	chr16(.):29459913-29471285	0.5937
NM_001017389	chr16(.):29462126-29481280	0.5921
NM_003166	chr16(.):29462126-29481301	0.5983
NM_178044	chr16(.):29460821-29474545	0.5823
NR_002454	chr16(.):29455665-29466236	0.4803
NR_002556	chr16(.):29471288-29483899	0.6319
NR_037608	chr16(.):29461411-29481301	0.5775
NM_001017390	chr16(.):29466206-29481301	0.4454
NR_024370	chr16(.):29870003-29884374	0.3764
NM_002383	chr16(.):29812854-29827504	1.3956
NR_015396	chr16(.):29870154-29884374	0.3794
NM_145239	chr16(.):29818408-29832202	1.1306
NM_007317	chr16(.):29797057-29821706	0.8222
NM_006319	chr16(.):29864677-29879578	0.374
NM_024516	chr16(.):29822527-29838816	0.9447
NM_152338	chr16(.):29784560-29796840	0.0871
NM_005115	chr16(.):29826714-29864360	0.37
NM_001039182	chr16(.):30199255-30210627	0.5894
NM_178044	chr16(.):30200163-30213887	0.5807
NM_003166	chr16(.):30201468-30220650	0.5758
NM_001017389	chr16(.):30201468-30220620	0.5715
NM_001193333	chr16(.):30189730-30205396	1.1023
NR_002454	chr16(.):30195004-30205575	1.5691
NR_037608	chr16(.):30200753-30220650	0.5599
NR_002556	chr16(.):30210637-30223248	0.6197
NR_002555	chr16(.):30229349-30261932	0.1364
NM_001017390	chr16(.):30205548-30220650	0.4278
NR_002453	chr16(.):30273913-30351695	0.1309
NM_006110	chr16(.):30357086-30371682	0.3052
NM_052838	chr16(.):30384455-30399171	0.6761
NM_013292	chr16(.):30381122-30394310	0.8852
NM_015527	chr16(.):30363421-30386522	0.346
NR_024465	chr16(.):30357086-30371255	0.3134
NM_016643	chr16(.):30413734-30434916	0.2587
NM_024096	chr16(.):30430018-30446373	0.2037
NM_138447	chr16(.):30609699-30626682	0.4875
NM_024031	chr16(.):30657240-30672734	1.2672
NM_001105079	chr16(.):30670777-30687131	0.3131
NR_002966	chr16(.):30716857-30726986	0.0532
NM_006662	chr16(.):30705461-30756450	0.2446
NM_001142544	chr16(.):30902927-30919881	0.3097
NM_004765	chr16(.):30894115-30910399	0.2541
NR_031576	chr16(.):30900223-30910306	0.3672
NM_014712	chr16(.):30963614-31000981	0.2378
NM_001142778	chr16(.):30991518-31005473	0.0624
NM_001099784	chr16(.):30930895-30965104	0.4251
NM_152288	chr16(.):30955404-30971259	0.7633
NM_003414	chr16(.):31880078-31933627	0.3783
NM_153337	chr16(.):50695210-50720264	0.4807
NM_182854	chr16(.):50701885-50720264	0.62
NM_001042412	chr16(.):50771028-50840846	0.1448
NM_001042355	chr16(.):50770960-50840846	0.1448
NM_022162	chr16(.):50726049-50771987	0.2023
NR_034106	chr16(.):54947777-54967690	0.5753
NM_005853	chr16(.):54960110-54973395	0.8106
NR_034105	chr16(.):54947777-54968079	0.5647
NM_001126108	chr16(.):56894118-56954762	1.0328
NM_001010989	chr16(.):56960747-56982793	1.7324
NR_029680	chr16(.):56887429-56897513	0.4451
NM_032206	chr16(.):57018409-57122436	0.1717
NM_018110	chr16(.):57500869-57525385	0.1012
NM_153837	chr16(.):57571600-57616100	0.2655
NM_033212	chr16(.):57541089-57575477	0.3212
NM_001172643	chr16(.):66536905-66589194	1.5127
NM_001172644	chr16(.):66536905-66589315	1.5094
NM_052999	chr16(.):66595349-66618038	0.0796
NM_181641	chr16(.):66581471-66604971	0.8155
NM_181271	chr16(.):66595293-66618038	0.0795
NM_001040138	chr16(.):66581465-66605154	0.8097
NM_020786	chr16(.):66909435-66926855	0.34
NM_004062	chr16(.):66937024-66957766	0.0772
NM_001014435	chr16(.):66873840-66893049	0.0725
NM_005182	chr16(.):66873281-66893049	0.0722
NM_004165	chr16(.):66950581-66964439	0.1253
NM_001185057	chr16(.):67202764-67214643	0.7782
NM_003946	chr16(.):67202755-67214643	0.7776
NM_001040715	chr16(.):67204504-67222883	0.5525
NM_001950	chr16(.):67221067-67237821	0.1556
NM_024712	chr16(.):67228027-67242927	0.06
NM_033309	chr16(.):67177004-67189902	0.2363
NM_025187	chr16(.):67138914-67187442	0.1345
NM_178516	chr16(.):67213281-67229107	0.3653
NM_003789	chr16(.):67183088-67198812	0.8111
NM_001538	chr16(.):67192287-67208848	1.038
NM_001185058	chr16(.):67199404-67214643	0.6338
NM_018378	chr16(.):67188890-67203077	0.8039
NR_029887	chr16(.):67231223-67241298	0.0515
NM_014187	chr16(.):67256015-67268182	0.2534
NM_012163	chr16(.):67236041-67265721	0.1422
NM_001004055	chr16(.):67236041-67265901	0.1423
NM_001193524	chr16(.):67566364-67585691	0.6707
NM_001193523	chr16(.):67558539-67585691	0.7138
NM_001193522	chr16(.):67557719-67585691	0.6964
NM_001138	chr16(.):67511473-67522716	0.4485
NM_024519	chr16(.):67557716-67585691	0.6964
NM_024939	chr16(.):68257449-68275136	0.3549
NM_001184824	chr16(.):68339876-68396169	0.2423
NM_003983	chr16(.):68293422-68340722	0.4374
NM_032178	chr16(.):68329517-68349868	0.2088
NM_006927	chr16(.):70408337-70477991	0.4025
NM_145059	chr16(.):70483497-70519177	0.2083
NR_034083	chr16(.):70783962-70812154	0.0841
NR_003059	chr16(.):71787304-71797390	0.0755
NR_024612	chr16(.):71874898-71924174	0.4129
NM_001137675	chr16(.):71874898-71896231	0.6746
NM_017530	chr16(.):71888587-71922412	0.2007
NM_001031804	chr16(.):79622744-79639622	0.8913
NM_021962	chr17(.):901758-1088131	0.2419
NM_001159746	chr17(.):901758-1095616	0.2367
NM_003342	chr17(.):4167511-4274969	0.1221
NM_020889	chr17(.):27234161-27283508	0.367
NM_138962	chr17(.):55328930-55762299	0.1778
NM_170721	chr17(.):55329373-55715544	0.1892
NM_022066	chr17(.):74380612-74454288	0.1183
NM_020761	chr17(.):78513624-78945173	0.1685
NM_001092	chr17(.):901758-1017324	0.2724
NM_006445	chr17(.):1548922-1593176	0.2096
NM_002558	chr17(.):3794884-3824960	0.5819
NM_002663	chr17(.):4705420-4731727	0.1076
NM_005022	chr17(.):4843946-4856825	1.994
NM_153357	chr17(.):6939948-6952242	0.2129
NM_015670	chr17(.):7460318-7480287	0.5344
NR_026951	chr17(.):8118947-8132361	0.7296
NM_020877	chr17(.):7618038-7742058	0.0904
NM_152904	chr17(.):19985334-20145483	0.1067
NM_001033553	chr17(.):19985334-20223067	0.1811
NM_001033555	chr17(.):20054401-20223067	0.213
NM_018182	chr17(.):27077995-27174841	0.1203
NM_000267	chr17(.):29416944-29709695	0.1897
NM_002544	chr17(.):29616667-29629380	0.0568
NM_015194	chr17(.):30814627-31208902	0.1342
NM_183232	chr17(.):37916198-38025441	0.6802
NM_012448	chr17(.):40346194-40433424	0.1262
NM_001070	chr17(.):40756357-40772256	0.7621
NM_000342	chr17(.):42320757-42350502	0.0807
NR_027774	chr17(.):43508265-43573146	0.4307
NM_003954	chr17(.):43335487-43399414	0.2736
NM_003110	chr17(.):45968515-46011323	0.2936
NM_003726	chr17(.):46205801-46512594	0.1072
NM_030802	chr17(.):47782686-47846518	0.4805
NM_017763	chr17(.):56426037-56499931	0.1768
NM_001433	chr17(.):62115389-62212502	0.8166
NM_181671	chr17(.):65368923-65694647	0.1854
NM_017983	chr17(.):66412421-66458653	0.351
NM_014960	chr17(.):66250322-66422000	0.1584
NR_036488	chr17(.):70394462-70593943	0.2797
NR_036520	chr17(.):73262379-73274976	0.4605
NM_004252	chr17(.):72739762-72770499	0.5566
NM_001126122	chr17(.):73264060-73290530	0.4037
NM_001080419	chr17(.):73775680-73826886	0.4766
NM_052916	chr17(.):74133533-74241390	0.1974
NM_001113492	chr17(.):75278972-75501678	0.334
NM_006640	chr17(.):75310596-75501678	0.3791
NM_001113491	chr17(.):75272491-75501678	0.3336
NM_001081461	chr17(.):74703913-74727881	0.3669
NM_001163075	chr17(.):76137433-76167364	1.3096
NM_017456	chr17(.):76665129-76783376	0.6922
NM_020914	chr17(.):78229666-78375086	0.1338
NM_020954	chr17(.):78229666-78300262	0.2207
NM_024648	chr17(.):80342085-80381513	0.2126
NM_004514	chr17(.):80472593-80567483	0.1678
NM_024083	chr17(.):79930425-79980282	0.208
NM_001164407	chr17(.):1601083-1618662	0.0623
NM_000934	chr17(.):1641129-1663559	0.0814
NR_028505	chr17(.):1609797-1624566	1.2484
NM_001163811	chr17(.):1622833-1646893	0.1848
NM_001163809	chr17(.):1623124-1646893	0.1867
NM_001165920	chr17(.):1641319-1663559	0.0821
NM_002615	chr17(.):1660258-1685868	0.1096
NR_029494	chr17(.):1612196-1622281	1.7806
NM_152348	chr17(.):1614816-1646893	0.6983
NM_020310	chr17(.):2282353-2309258	0.5996
NR_028335	chr17(.):2305274-2323730	0.1027
NM_172206	chr17(.):3758616-3799037	0.1453
NM_172207	chr17(.):3763450-3801337	0.1488
NM_174957	chr17(.):3822168-3872736	0.2033
NM_001100812	chr17(.):4632803-4648223	0.3842
NM_001144940	chr17(.):4683579-4694729	0.3687
NM_001014985	chr17(.):4687253-4698884	0.345
NM_003963	chr17(.):4670186-4691506	0.0778
NM_001136046	chr17(.):4638318-4654410	0.3262
NM_032265	chr17(.):4638336-4654407	0.3266
NM_002798	chr17(.):4694456-4706790	0.4082
NM_000080	chr17(.):4796063-4811369	0.1092
NM_001024937	chr17(.):4731634-4806356	0.0932
NM_001145536	chr17(.):4797947-4811227	0.1177
NM_001165417	chr17(.):4835425-4848462	0.6299
NM_000173	chr17(.):4830591-4843325	0.2316
NM_015528	chr17(.):4838629-4853517	1.7147
NM_006612	chr17(.):4896242-4936694	0.1413
NM_015099	chr17(.):4866286-4895960	0.4569
NM_001171168	chr17(.):4866286-4895665	0.4612
NM_053013	chr17(.):4849383-4865426	1.4159
NM_001167985	chr17(.):4886424-4905905	0.4024
NM_004890	chr17(.):4857520-4876132	0.4473
NM_001004333	chr17(.):6910797-6922851	2.5752
NM_001142799	chr17(.):6913072-6925839	2.6253
NM_201566	chr17(.):6934393-6948440	0.4177
NR_029712	chr17(.):6915933-6926020	2.6562
NM_181844	chr17(.):6921368-6937961	0.3159
NM_000697	chr17(.):6894383-6919055	1.0915
NR_030178	chr17(.):6916229-6926341	2.5401
NM_182906	chr17(.):6972855-6988600	0.0557
NM_001143775	chr17(.):7141905-7159995	1.0749
NM_001185023	chr17(.):7158221-7171264	0.0764
NM_001185022	chr17(.):7158221-7171512	0.0752
NM_001128827	chr17(.):7088209-7125928	0.2467
NM_000018	chr17(.):7118152-7133585	0.397
NM_004422	chr17(.):7123660-7142863	0.4497
NM_007278	chr17(.):7138737-7150753	1.0993
NM_024297	chr17(.):7133346-7147825	1.1269
NM_001365	chr17(.):7088209-7128369	0.2361
NM_203415	chr17(.):7150371-7168259	0.4803
NM_015362	chr17(.):7150550-7168259	0.4843
NM_001042	chr17(.):7180053-7196367	0.1071
NM_015343	chr17(.):7141905-7160259	1.0607
NR_029896	chr17(.):7121615-7131698	0.5381
NM_003809	chr17(.):7447374-7466207	0.4598
NM_001198623	chr17(.):7456608-7469925	0.4936
NM_172089	chr17(.):7447374-7469925	0.3971
NM_001040059	chr17(.):7477805-7490429	0.8131
NM_001146281	chr17(.):7528452-7541700	0.183
NM_006942	chr17(.):7486497-7498488	0.6795
NR_002918	chr17(.):7473030-7483165	0.5844
NM_133491	chr17(.):7524555-7536194	0.2031
NR_002604	chr17(.):7475128-7485276	0.649
NM_001251	chr17(.):7477804-7490429	0.8131
NM_004860	chr17(.):7489547-7523215	0.1259
NR_002912	chr17(.):7476272-7486409	0.513
NM_001416	chr17(.):7471056-7487324	0.6823
NR_027463	chr17(.):7512381-7541700	0.1935
NR_027462	chr17(.):7526286-7541700	0.1702
NR_024603	chr17(.):7481964-7496527	0.6879
NR_003000	chr17(.):7804440-7814578	0.0678
NM_001005273	chr17(.):7787168-7821075	0.141
NM_001080424	chr17(.):7738234-7763118	0.7269
NM_144607	chr17(.):7756063-7770600	0.491
NM_032356	chr17(.):7755002-7766172	0.6318
NM_001005271	chr17(.):7783122-7821075	0.1338
NM_203411	chr17(.):7753383-7764417	0.692
NM_021628	chr17(.):7994217-8026860	0.1573
NM_002616	chr17(.):8038787-8060753	0.3171
NM_032580	chr17(.):8018907-8032410	0.3266
NM_001165960	chr17(.):7994217-8027234	0.1603
NM_032354	chr17(.):8071296-8084714	0.562
NM_017622	chr17(.):8086650-8098564	0.8351
NM_014232	chr17(.):8057464-8071293	0.6858
NM_004217	chr17(.):8103048-8118883	0.5898
NR_037447	chr17(.):8085492-8095577	0.8558
NM_025099	chr17(.):8123138-8156413	0.7647
NM_012393	chr17(.):8147595-8178809	0.514
NM_012452	chr17(.):16837397-16880402	1.5134
NR_024007	chr17(.):17674999-17687843	0.1336
NM_004176	chr17(.):17709662-17745325	0.4569
NR_030361	chr17(.):17712149-17722245	0.1176
NM_001102664	chr17(.):19135689-19245028	0.2196
NR_023380	chr17(.):20219486-20310504	0.1244
NR_000010	chr17(.):27044599-27054671	0.9936
NR_000009	chr17(.):27045698-27055772	1.6199
NM_031934	chr17(.):27036298-27049908	0.539
NM_001142625	chr17(.):27036298-27050286	0.5293
NM_000984	chr17(.):27041999-27056374	1.4221
NM_138463	chr17(.):27046365-27058230	1.695
NR_000014	chr17(.):27045446-27055509	1.3454
NR_000013	chr17(.):27042567-27052634	0.647
NM_004295	chr17(.):27066022-27082976	0.3242
NM_152465	chr17(.):27025533-27043872	0.1186
NR_024579	chr17(.):27036298-27050251	0.5303
NM_001160407	chr17(.):27046365-27058949	1.6026
NM_178170	chr17(.):27050831-27074784	0.8235
NR_029970	chr17(.):27183386-27193458	0.0909
NM_005702	chr17(.):27177042-27193072	0.1751
NM_004475	chr17(.):27201356-27229715	0.523
NM_144683	chr17(.):27219798-27235089	1.0207
NR_029685	chr17(.):27183550-27193636	0.0918
NM_078471	chr17(.):27395527-27512407	0.2153
NM_001085454	chr17(.):27895486-27921610	0.2923
NM_198147	chr17(.):27882688-27899042	0.5501
NM_138349	chr17(.):27890738-27905175	0.602
NM_152345	chr17(.):27915526-27946779	0.3291
NM_032854	chr17(.):27936773-27953441	0.4265
NM_006495	chr17(.):29625787-29646130	1.2477
NM_014210	chr17(.):29638427-29653767	1.6272
NM_002981	chr17(.):32682398-32695252	1.2201
NM_005408	chr17(.):32678470-32690629	0.2456
NM_005623	chr17(.):32641065-32653421	0.1167
NM_002983	chr17(.):34410602-34422506	2.085
NM_002988	chr17(.):34386642-34403841	0.1135
NM_002984	chr17(.):34426219-34438014	0.9156
NM_021006	chr17(.):34517267-34529156	2.9661
NM_001001418	chr17(.):34576084-34597027	0.2713
NM_001001435	chr17(.):34533467-34545274	1.4201
NM_001001437	chr17(.):34517267-34529147	2.9678
NM_001001417	chr17(.):34488060-34508988	0.2415
NM_021006	chr17(.):34618841-34630730	2.4544
NM_001001437	chr17(.):34618841-34630721	2.4541
NM_001001435	chr17(.):34635033-34646840	1.3291
NM_001001418	chr17(.):34741118-34813091	0.179
NM_001130677	chr17(.):36822958-36836187	0.2836
NM_005937	chr17(.):36856872-36891056	1.2729
NM_007144	chr17(.):36885149-36909558	0.5074
NM_002795	chr17(.):36904001-36925478	0.4575
NM_001136498	chr17(.):36881509-36896858	0.1868
NM_003559	chr17(.):36916943-36961158	0.1726
NM_005310	chr17(.):37889186-37908538	0.2602
NM_001030002	chr17(.):37889589-37908538	0.2657
NM_032339	chr17(.):37880408-37891788	0.3775
NM_018530	chr17(.):38055847-38078793	0.0944
NM_001042471	chr17(.):38055847-38079903	0.0948
NM_198844	chr17(.):38019454-38039149	0.9484
NM_021724	chr17(.):38244036-38261973	0.7385
NM_001190919	chr17(.):38213445-38255120	0.286
NM_001190918	chr17(.):38214067-38255120	0.2883
NM_014815	chr17(.):38170349-38215889	0.0765
NM_007359	chr17(.):38291506-38333431	0.2264
NM_001012241	chr17(.):38273789-38298045	0.5562
NM_001145301	chr17(.):38469472-38518895	0.8467
NM_152219	chr17(.):38511904-38525945	0.1083
NM_000964	chr17(.):38460422-38518895	0.8131
NM_001024809	chr17(.):38493270-38518895	0.089
NM_001254	chr17(.):38439145-38464413	0.2361
NM_004583	chr17(.):40271996-40312022	0.1493
NR_024573	chr17(.):40336104-40351255	0.3647
NM_032484	chr17(.):40336104-40351550	0.3656
NM_012285	chr17(.):40303909-40338296	0.2932
NM_001524	chr17(.):40331077-40342470	0.6138
NM_001042531	chr17(.):40709091-40723295	0.608
NR_026697	chr17(.):40726525-40766445	0.6361
NM_198204	chr17(.):40714077-40730221	0.8121
NM_013290	chr17(.):40719328-40734747	1.1113
NM_000413	chr17(.):40698983-40712232	0.3361
NM_000263	chr17(.):40682950-40701466	0.3706
NM_024927	chr17(.):40814932-40834048	0.6825
NM_016437	chr17(.):40806265-40824024	0.3073
NM_003632	chr17(.):40829631-40857011	0.3999
NM_016602	chr17(.):40826419-40838845	1.0553
NM_178542	chr17(.):42248351-42269082	0.6129
NM_001076674	chr17(.):42259353-42274099	0.7075
NM_177441	chr17(.):42259573-42274099	0.7175
NM_001076684	chr17(.):42277400-42301924	0.8201
NM_001098833	chr17(.):42264172-42280529	0.7218
NM_080863	chr17(.):42243073-42261451	0.4729
NM_001076683	chr17(.):42277400-42303250	0.7812
NM_014233	chr17(.):42277400-42300664	0.8579
NM_152343	chr17(.):43326759-43344479	0.1004
NM_005892	chr17(.):43294291-43329683	1.7456
NR_024434	chr17(.):43320302-43350997	0.2127
NR_024435	chr17(.):43334557-43350997	0.0704
NM_174919	chr17(.):43501717-43515282	0.6262
NM_199282	chr17(.):43466267-43508012	0.2651
NM_001159330	chr17(.):43466267-43488449	0.3081
NR_036199	chr17(.):43547728-43557801	0.0445
NM_024320	chr17(.):46024333-46040110	0.2757
NM_176096	chr17(.):46043428-46064147	0.2786
NM_018129	chr17(.):46013888-46031674	0.341
NM_002144	chr17(.):46601806-46613272	0.0826
NM_002145	chr17(.):46615018-46627393	0.135
NM_005827	chr17(.):47773689-47790282	0.5212
NM_001199155	chr17(.):47860980-47911458	0.2007
NM_032595	chr17(.):48206100-48232877	0.4784
NM_174920	chr17(.):48185034-48212167	0.1195
NM_000023	chr17(.):48238365-48258293	0.2575
NM_000088	chr17(.):48256456-48284000	0.1143
NR_024193	chr17(.):48243788-48254837	0.2519
NM_000250	chr17(.):56342216-56363296	0.083
NM_004758	chr17(.):56373593-56411152	0.7758
NM_003168	chr17(.):56417538-56434563	1.0198
NR_029683	chr17(.):56403592-56413679	3.267
NR_004380	chr17(.):62218437-62228517	0.7679
NR_002995	chr17(.):62218698-62228831	0.7677
NR_036199	chr17(.):62813147-62823220	0.0588
NR_026903	chr17(.):62957667-62976703	0.6208
NR_027283	chr17(.):66189800-66201443	0.2226
NM_016627	chr17(.):66239144-66258305	0.6231
NM_001174166	chr17(.):66258166-66292405	0.4325
NR_030365	chr17(.):66415591-66425689	0.0715
NM_002734	chr17(.):66503542-66533910	0.3688
NM_212471	chr17(.):66503109-66533910	0.3649
NR_033876	chr17(.):70589179-70641611	0.276
NM_001163989	chr17(.):72727958-72748474	0.7302
NM_001006638	chr17(.):72728355-72748474	0.7418
NM_139018	chr17(.):72685451-72714108	0.0964
NM_175738	chr17(.):72662255-72748474	0.2575
NR_037409	chr17(.):72739751-72749838	0.745
NM_017728	chr17(.):72767621-72840922	0.0846
NM_015654	chr17(.):72761685-72777470	0.1643
NM_014001	chr17(.):73227693-73262707	0.3462
NM_015971	chr17(.):73252748-73267457	0.7793
NM_001172703	chr17(.):73227693-73263444	0.3405
NM_020679	chr17(.):73257309-73272303	0.9136
NM_000154	chr17(.):73749017-73766280	0.3523
NM_005324	chr17(.):73767514-73780860	0.6092
NM_173547	chr17(.):73880040-73898054	0.3424
NM_033452	chr17(.):73865244-73879656	1.5384
NM_012478	chr17(.):73836779-73856501	0.3835
NM_199242	chr17(.):73818307-73845798	0.0819
NM_032478	chr17(.):73889723-73906181	0.5322
NM_032134	chr17(.):74265129-74308761	0.086
NM_182565	chr17(.):74256285-74272379	1.0678
NM_024599	chr17(.):74461974-74502509	0.618
NM_134268	chr17(.):74518439-74538782	0.1011
NM_001166579	chr17(.):74444432-74471199	0.15
