GENE_ID	locusLine	bin_1_02_0EWO_0229Kronos_MM1S-No-Treatment-2_H3K18Ac_hs-dm_i04.bam
NR_026712	chr19(.):49985864-50000096	0.748
NM_012423	chr19(.):49985864-50000564	0.8017
NM_004107	chr19(.):50011435-50034685	0.0843
NR_029703	chr19(.):49999041-50009125	1.0447
NM_001174083	chr19(.):55472710-55517510	0.3195
NM_001174081	chr19(.):55471651-55517510	0.3334
NM_032430	chr19(.):55790533-55828903	0.5522
NM_173804	chr19(.):55733001-55745632	0.0774
NM_001130106	chr19(.):55768590-55796751	0.8719
NM_014931	chr19(.):55736146-55775038	0.4761
NM_032836	chr19(.):56097736-56115893	0.47
NM_007279	chr19(.):56160415-56191082	0.7074
NM_207115	chr19(.):56147391-56159836	0.5367
NM_153219	chr19(.):56106729-56119504	0.8689
NM_203374	chr19(.):56127106-56140941	0.1627
NM_016535	chr19(.):56149985-56161989	0.5469
NM_013301	chr19(.):56153953-56169526	1.1441
NM_001163423	chr19(.):56148462-56159836	0.5668
NM_016202	chr19(.):56148417-56159836	0.5646
NM_001130072	chr19(.):56181560-56212133	0.2759
NM_001130071	chr19(.):56182990-56212133	0.2854
NM_001195605	chr19(.):56119958-56134907	0.0564
NM_145007	chr19(.):56291762-56353128	0.6442
NM_007050	chr20(.):40696391-41823557	0.0877
NM_001174088	chr20(.):46125600-46290621	0.102
NM_003818	chr20(.):5102481-5176989	0.2443
NM_024893	chr20(.):24444834-24652167	0.1057
NM_001042472	chr20(.):25275849-25376477	0.6624
NM_015600	chr20(.):25270378-25376477	0.6949
NM_001191	chr20(.):30247260-30315656	1.4907
NM_031483	chr20(.):32946061-33104197	0.2734
NM_177996	chr20(.):34695347-34825721	0.1919
NM_015568	chr20(.):37429347-37556667	0.6443
NM_003286	chr20(.):39652461-39758126	0.1643
NM_032883	chr20(.):42539781-42703254	0.6809
NM_001098798	chr20(.):42569535-42703254	0.7313
NM_001098797	chr20(.):42538491-42703254	0.6812
NM_000022	chr20(.):43243162-43285376	0.8096
NM_006282	chr20(.):43590119-43713593	0.4105
NM_001193339	chr20(.):45181461-45285100	0.2141
NM_001011554	chr20(.):45181461-45318124	0.2033
NM_183425	chr20(.):55961462-55989386	1.0034
NM_080618	chr20(.):56067223-56105154	0.2405
NM_002531	chr20(.):61335188-61399123	0.0895
NM_001009923	chr20(.):5075483-5098733	0.2261
NM_002592	chr20(.):5090598-5112268	0.7011
NM_182649	chr20(.):5090598-5105647	0.7629
NR_028370	chr20(.):5095231-5105615	0.7726
NM_019593	chr20(.):5520079-5596672	0.3478
NM_013248	chr20(.):23326372-23340408	0.7473
NM_022482	chr20(.):23340020-23358683	0.4951
NM_002862	chr20(.):25223705-25283648	0.8011
NM_032609	chr20(.):30220690-30237800	0.0903
NM_012112	chr20(.):30321903-30394603	0.094
NM_182584	chr20(.):31214426-31244783	0.1136
NM_176812	chr20(.):32394109-32447173	1.0296
NR_030374	chr20(.):33049129-33059223	0.0952
NR_027451	chr20(.):34628539-34643882	0.4053
NM_030919	chr20(.):37549954-37586703	0.111
NR_034104	chr20(.):43280091-43305380	0.3068
NM_006809	chr20(.):43565770-43594114	0.1956
NM_001124756	chr20(.):43533702-43572962	0.0767
NM_080721	chr20(.):45164584-45184213	1.3223
NM_018102	chr20(.):45124706-45147194	0.0529
NM_006526	chr20(.):52178609-52204636	0.6811
NR_002189	chr20(.):52486039-52497248	0.5402
NM_003657	chr20(.):52555078-52692304	0.3123
NM_001015885	chr20(.):55921617-55958519	0.2008
NM_003610	chr20(.):55921144-55958519	0.2006
NM_001190472	chr20(.):55928495-55939878	0.0829
NR_024470	chr20(.):61289378-61302973	0.1949
NM_016354	chr20(.):61268796-61308647	0.9732
NM_001083113	chr20(.):62333793-62372494	0.5186
NM_181485	chr20(.):62334379-62372494	0.5246
NM_017806	chr20(.):62362977-62375460	0.5957
NM_003224	chr20(.):62324994-62344355	0.1718
NM_032945	chr20(.):62321287-62335035	0.0886
NM_020062	chr20(.):62366210-62380403	0.4737
NM_003823	chr20(.):62323020-62335035	0.0874
NM_000874	chr21(.):34597230-34640062	0.6626
NM_207585	chr21(.):34597230-34641820	0.6854
NM_001146078	chr21(.):37827919-37919898	0.3927
NM_001146077	chr21(.):37827919-37953867	0.3191
NM_006198	chr21(.):41234346-41306322	0.3327
NM_016818	chr21(.):43634266-43722354	0.5869
NM_080860	chr21(.):43887596-43921401	0.3935
NM_207174	chr21(.):43635007-43722354	0.59
NM_207629	chr21(.):43631186-43722354	0.5728
NM_207627	chr21(.):43614798-43722354	0.5231
NM_207628	chr21(.):43614921-43722354	0.5233
NM_003683	chr21(.):45204417-45228983	0.2887
NM_001100421	chr21(.):19156283-19196703	0.5428
NM_138983	chr21(.):34437449-34449728	0.7132
NM_005806	chr21(.):34393238-34406500	0.2839
NM_000629	chr21(.):34692213-34737128	0.7156
NM_000628	chr21(.):34633671-34674520	0.4446
NM_018964	chr21(.):43914741-44006550	0.3719
NM_000394	chr21(.):44584140-44597913	2.0427
NM_173354	chr21(.):44829397-44852002	1.1206
NR_026960	chr21(.):44864903-44878771	0.2503
NR_026863	chr21(.):44876973-44903103	0.1317
NM_000100	chr21(.):45188830-45201259	0.7678
NR_026961	chr21(.):45220638-45237448	0.1253
NM_005049	chr21(.):45522207-45556063	0.2436
NM_198155	chr21(.):45548493-45570605	1.4477
NM_175867	chr21(.):45661222-45687099	1.0629
NM_015259	chr21(.):45641721-45665834	1.204
NM_004327	chr22(.):23517551-23665224	0.2407
NM_014433	chr22(.):23396592-23489241	0.4586
NM_012295	chr22(.):24402764-24579596	0.2106
NM_001199281	chr22(.):24402819-24579596	0.2107
NM_001887	chr22(.):26990361-27018991	1.382
NM_007194	chr22(.):29078730-29142822	0.0922
NM_001195071	chr22(.):38610297-38673670	0.5333
NM_001195072	chr22(.):38610297-38674040	0.5312
NM_000967	chr22(.):39703886-39720670	0.72
NM_001003406	chr22(.):39961757-40090740	0.0755
NM_024821	chr22(.):42191677-42227303	0.2896
NM_001009880	chr22(.):45583122-45641650	0.2466
NM_138433	chr22(.):50981461-50994452	0.1737
NM_007128	chr22(.):22594199-22604926	0.2115
NR_030755	chr22(.):23160269-23170365	0.6038
NM_001178126	chr22(.):23224959-23243013	3.93
NM_004914	chr22(.):23482512-23511531	0.9006
NM_001024938	chr22(.):24194058-24232725	0.1304
NM_002415	chr22(.):24231564-24242409	0.6939
NM_001024939	chr22(.):24195040-24232725	0.1312
NM_001007468	chr22(.):24124149-24181705	0.2767
NM_001002862	chr22(.):24171689-24186199	0.9844
NM_019601	chr22(.):24572443-24590074	0.0928
NM_000675	chr22(.):24818529-24843325	1.559
NR_028484	chr22(.):24820177-24895783	0.588
NM_001008566	chr22(.):26916713-26966370	0.2117
NM_003595	chr22(.):26916713-26991089	0.4844
NR_031615	chr22(.):26946177-26956289	0.4374
NR_003491	chr22(.):27048445-27077440	0.5535
NM_001886	chr22(.):27012927-27031636	0.566
NM_172002	chr22(.):29133042-29158496	0.2769
NM_173510	chr22(.):29163661-29190283	0.5439
NM_001079539	chr22(.):29185547-29201560	2.47
NM_031910	chr22(.):37571205-37589330	0.1032
NM_001051	chr22(.):37597244-37613353	0.4823
NM_013385	chr22(.):37673494-37716389	0.1983
NM_002872	chr22(.):37616309-37645305	1.0557
NM_152221	chr22(.):38681696-38718413	0.5569
NR_002821	chr22(.):38735669-38799931	0.6033
NM_001894	chr22(.):38681696-38719089	0.5498
NM_004981	chr22(.):38817332-38845033	0.0844
NM_001006666	chr22(.):39431672-39445428	0.4159
NM_004900	chr22(.):39373404-39393783	1.0609
NM_001193289	chr22(.):39348526-39393783	0.9101
NM_152426	chr22(.):39412117-39434256	0.4272
NM_014508	chr22(.):39405264-39419825	0.7616
NM_021822	chr22(.):39468009-39488748	0.6017
NM_175709	chr22(.):39521778-39553538	0.5675
NM_181773	chr22(.):39488228-39505072	0.3544
NR_000028	chr22(.):39704823-39714916	0.4697
NR_000027	chr22(.):39706217-39716312	1.0419
NR_000026	chr22(.):39707846-39717901	1.1225
NM_002608	chr22(.):39614684-39645957	0.463
NM_033016	chr22(.):39614684-39641914	0.4748
NR_002439	chr22(.):39710056-39720118	1.1073
NM_006116	chr22(.):39790758-39832887	0.4134
NM_153497	chr22(.):39790758-39838132	0.545
NM_194326	chr22(.):39920097-39933860	0.798
NM_002409	chr22(.):39848324-39893199	0.3563
NM_019008	chr22(.):39893283-39919137	0.7682
NM_182810	chr22(.):39911568-39923691	1.2098
NM_001098270	chr22(.):39878228-39893199	0.1605
NM_152513	chr22(.):42090517-42200459	0.3247
NM_015264	chr22(.):45583122-45613347	0.0553
NR_031651	chr22(.):45591834-45601900	0.0627
NM_001167574	chr22(.):45675867-45696755	0.1011
NM_001169111	chr22(.):50956996-50969033	0.9165
NM_024866	chr22(.):50915011-50929866	0.2311
NM_002972	chr22(.):50878430-50918464	0.2864
NM_001185011	chr22(.):50941644-50968209	0.549
NM_001113756	chr22(.):50959181-50973258	1.168
NM_001113755	chr22(.):50959181-50973514	1.1573
NM_001169109	chr22(.):50956996-50969868	1.129
NM_001169110	chr22(.):50956996-50969574	1.0405
NM_001014440	chr22(.):50963837-50976008	1.3124
NM_005138	chr22(.):50956996-50969034	0.9178
NM_017584	chr22(.):50920212-50933750	0.1766
NM_033200	chr22(.):50936375-50951135	0.3314
NM_001145134	chr22(.):51002289-51022096	0.2262
NR_021492	chr22(.):51016454-51027355	0.3696
NM_004377	chr22(.):51002289-51021894	0.2239
NM_001123225	chr22(.):50984540-51006328	0.1176
NM_001145137	chr22(.):51002289-51021506	0.2142
NM_005198	chr22(.):51012386-51026428	0.3044
