REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	01_0EWN_0229Kronos_MM1S-No-Treatment-1_H3K18Ac_hs-dm_i02.bam	35_0EXN_0229Kronos_MM1S-No-Treatment-1_Input_hs_i77.bam
2_MACS_peak_1539_lociStitched	chr1	145152535	145174913	2	18355	27289.971	7883.7694
4_MACS_peak_4498_lociStitched	chr11	788738	811115	4	9780	16270.3167	3067.8867
3_MACS_peak_24284_lociStitched	chr5	180227328	180249627	3	16914	32594.4483	4256.8791
4_MACS_peak_7465_lociStitched	chr12	117535837	117558123	4	11711	14015.6654	1978.9968000000001
4_MACS_peak_27168_lociStitched	chr7	101376255	101398495	4	12372	14629.472000000002	3020.192
3_MACS_peak_2471_lociStitched	chr1	205196183	205218383	3	14400	20566.08	5476.74
4_MACS_peak_29389_lociStitched	chr9	35095474	35117672	4	10307	16632.9614	3702.6264
3_MACS_peak_342_lociStitched	chr1	24511782	24533970	3	16968	35558.4888	4546.3212
3_MACS_peak_14271_lociStitched	chr19	40648466	40670616	3	9370	12193.574999999999	3041.195
5_MACS_peak_23340_lociStitched	chr5	87954685	87976829	5	11388	29429.376	4200.7168
4_MACS_peak_29111_lociStitched	chr8	145732559	145754699	4	8835	15440.436	3221.37
5_MACS_peak_29513_lociStitched	chr9	67288931	67311053	5	15774	16011.9036	4581.4662
4_MACS_peak_7139_lociStitched	chr12	92929296	92951352	4	17191	26224.584000000003	4477.368
3_MACS_peak_17263_lociStitched	chr20	5570609	5592581	3	18266	23547.3924	4187.8632
2_MACS_peak_1654_lociStitched	chr1	150531597	150553502	2	18402	53860.014	7403.89
4_MACS_peak_21391_lociStitched	chr4	15766688	15788588	4	10627	12299.039999999999	3539.04
4_MACS_peak_15221_lociStitched	chr2	47193760	47215640	4	13423	29229.492000000002	3769.924
4_MACS_peak_19806_lociStitched	chr3	53194038	53215894	4	10455	11419.759999999998	3171.3056
5_MACS_peak_774_lociStitched	chr1	45264815	45286649	5	8438	12216.123	3248.8992
3_MACS_peak_17904_lociStitched	chr20	52336856	52358688	3	12640	20102.9056	3547.7000000000003
3_MACS_peak_27981_lociStitched	chr8	19518808	19540639	3	12907	22237.0566	3706.9038
3_MACS_peak_1812_lociStitched	chr1	155938522	155960347	3	17338	32861.902500000004	5447.5199999999995
3_MACS_peak_5714_lociStitched	chr11	111230350	111252126	3	20508	40172.3648	4468.4352
2_MACS_peak_1825_lociStitched	chr1	156115108	156136838	2	21261	68471.23	7405.584
3_MACS_peak_20687_lociStitched	chr3	156804274	156825959	3	19287	52900.557499999995	6635.61
3_MACS_peak_24025_lociStitched	chr5	156339630	156361305	3	11430	16696.2525	3398.64
3_MACS_peak_20798_lociStitched	chr3	169755042	169776715	3	12377	26330.527700000002	5325.0561
5_MACS_peak_30325_lociStitched	chr9	134594771	134616430	5	12468	18981.9476	3339.8178000000003
5_MACS_peak_12050_lociStitched	chr17	40330025	40351623	5	9795	11101.372	3440.5614
4_MACS_peak_1864_lociStitched	chr1	157474793	157496386	4	15143	21424.5746	5976.9424
3_MACS_peak_21142_lociStitched	chr3	195621146	195642735	3	12126	31817.8682	5211.5846
4_MACS_peak_15875_lociStitched	chr2	109822821	109844398	4	20267	31884.3329	4237.7228
3_MACS_peak_22856_lociStitched	chr5	32275302	32296875	3	20708	25220.994300000002	4282.2405
4_MACS_peak_27317_lociStitched	chr7	111711589	111733143	4	11053	15195.57	5030.7036
4_MACS_peak_22865_lociStitched	chr5	32570893	32592435	4	18099	33816.6316	3797.8546
3_MACS_peak_17749_lociStitched	chr20	43588029	43609552	3	14310	24871.9788	4636.0542000000005
4_MACS_peak_10940_lociStitched	chr16	57624563	57646039	4	12994	22193.298400000003	3730.3812
5_MACS_peak_5367_lociStitched	chr11	71963965	71985430	5	10800	10775.43	3423.6675
5_MACS_peak_20828_lociStitched	chr3	171851336	171872791	5	10851	9957.2655	4046.4129999999996
2_MACS_peak_10055_lociStitched	chr15	89163730	89185162	2	16859	29295.4008	4648.6008
3_MACS_peak_3472_lociStitched	chr10	45454062	45475428	3	12687	20917.314	3702.7278
2_MACS_peak_29988_lociStitched	chr9	112903974	112925334	2	21174	30059.928	4726.968
4_MACS_peak_8895_lociStitched	chr14	93225159	93246507	4	13294	16770.9888	1953.3419999999999
4_MACS_peak_29755_lociStitched	chr9	93907362	93928698	4	17225	35087.052	3684.7272
3_MACS_peak_21737_lociStitched	chr4	74454061	74475376	3	10484	20283.354	3892.119
3_MACS_peak_15394_lociStitched	chr2	64862678	64883980	3	13994	29364.807	3883.3545999999997
3_MACS_peak_15408_lociStitched	chr2	65157421	65178703	3	19806	41106.183	4777.809
3_MACS_peak_12554_lociStitched	chr17	70582453	70603720	3	17492	31515.5673	3777.0192
4_MACS_peak_25434_lociStitched	chr6	91175258	91196520	4	10518	11951.370200000001	3537.9968
2_MACS_peak_17896_lociStitched	chr20	52194749	52216007	2	20744	33287.902200000004	3711.6468
4_MACS_peak_5851_lociStitched	chr11	120195513	120216722	4	11186	12453.9248	3376.4728
5_MACS_peak_19903_lociStitched	chr3	66530447	66551642	5	13301	13598.712	3257.6715
3_MACS_peak_23508_lociStitched	chr5	112195982	112217167	3	8718	12727.948	3194.698
5_MACS_peak_29412_lociStitched	chr9	35828197	35849376	5	11732	15142.984999999999	3644.9059
3_MACS_peak_17701_lociStitched	chr20	40706562	40727654	3	16937	39488.4424	3566.6572
2_MACS_peak_24311_lociStitched	chr6	381083	402110	2	15470	27162.678600000003	4098.1623
7_MACS_peak_19130_lociStitched	chr22	50962632	50983620	7	15181	25655.7312	3221.658
4_MACS_peak_25821_lociStitched	chr6	135322821	135343803	4	13388	20707.1358	3673.9482000000003
3_MACS_peak_249_lociStitched	chr1	17220643	17241612	3	13953	44506.7025	6577.975299999999
4_MACS_peak_14813_lociStitched	chr2	13681382	13702344	4	11259	11308.999	3356.0162
3_MACS_peak_1920_lociStitched	chr1	160694574	160715531	3	12591	20537.86	5476.0641
3_MACS_peak_15868_lociStitched	chr2	109383183	109404127	3	9461	11169.4352	2697.5872
2_MACS_peak_7347_lociStitched	chr12	108952713	108973621	2	20601	43570.1812	4957.2868
3_MACS_peak_1916_lociStitched	chr1	160633567	160654473	3	10384	22938.0632	5866.2236
2_MACS_peak_6726_lociStitched	chr12	53583083	53603988	2	20399	61563.1345	5475.0195
3_MACS_peak_14869_lociStitched	chr2	20610453	20631358	3	17337	23877.691000000003	3650.013
5_MACS_peak_3452_lociStitched	chr10	43931288	43952186	5	11388	19368.2664	3120.0714
3_MACS_peak_4149_lociStitched	chr10	104401184	104422061	3	12960	24780.999	2931.1308
3_MACS_peak_9663_lociStitched	chr15	65169222	65190099	3	11989	32192.334000000003	3747.4215
3_MACS_peak_11632_lociStitched	chr17	17724973	17745828	3	14661	22375.3295	3186.644
4_MACS_peak_13862_lociStitched	chr19	12991278	13012107	4	9704	13403.4615	3345.1374
2_MACS_peak_9826_lociStitched	chr15	75062722	75083510	2	20452	37193.889599999995	4429.9228
2_MACS_peak_14449_lociStitched	chr19	47728189	47748963	2	15069	35791.524600000004	3791.255
3_MACS_peak_1701_lociStitched	chr1	152001026	152021797	3	13171	24783.9572	5537.5486
3_MACS_peak_22230_lociStitched	chr4	129578209	129598971	3	12822	17954.977600000002	3434.0348
3_MACS_peak_16230_lociStitched	chr2	150733227	150753984	3	9500	12520.622399999998	3103.1715
2_MACS_peak_24431_lociStitched	chr6	7958192	7978948	2	15344	27896.064000000002	3887.5987999999998
4_MACS_peak_30975_lociStitched	chrX	70837132	70857855	4	11653	11926.0865	2014.2756
4_MACS_peak_8889_lociStitched	chr14	93033542	93054248	4	13110	19275.215399999997	2178.2712
4_MACS_peak_29117_lociStitched	chr8	146010398	146031104	4	9735	12423.6	3360.5838
2_MACS_peak_18319_lociStitched	chr21	41324295	41344998	2	17174	33178.6278	6347.5398
4_MACS_peak_16487_lociStitched	chr2	178474596	178495296	4	8735	14245.740000000002	3276.81
5_MACS_peak_2210_lociStitched	chr1	183557477	183578169	5	12190	18281.381999999998	4800.544
3_MACS_peak_16704_lociStitched	chr2	202039814	202060478	3	11969	14400.7416	4182.3936
2_MACS_peak_5382_lociStitched	chr11	72851118	72871745	2	20354	44279.9809	4249.161999999999
2_MACS_peak_673_lociStitched	chr1	40838930	40859505	2	16231	38857.945	3886.6175000000003
4_MACS_peak_10706_lociStitched	chr16	29464122	29484684	4	10474	12567.4944	4400.268
6_MACS_peak_8315_lociStitched	chr14	23279357	23299870	6	10713	11257.534399999999	1813.3492
5_MACS_peak_24831_lociStitched	chr6	32571738	32592181	5	10563	15187.1047	2436.8056
5_MACS_peak_4582_lociStitched	chr11	6624070	6644506	5	10426	13491.8472	3404.6376
4_MACS_peak_16175_lociStitched	chr2	137132963	137153368	4	11633	27042.746499999997	3644.333
3_MACS_peak_25575_lociStitched	chr6	109186612	109207012	3	13313	19969.56	4026.96
4_MACS_peak_24067_lociStitched	chr5	158757934	158778287	4	10180	11527.9392	3278.8682999999996
4_MACS_peak_16846_lociStitched	chr2	216764419	216784693	4	14790	14429.0058	3365.4840000000004
3_MACS_peak_28942_lociStitched	chr8	131074303	131094568	3	13446	14244.2685	2972.8755
2_MACS_peak_9955_lociStitched	chr15	81576073	81596259	2	15407	32531.757599999997	4479.2734
4_MACS_peak_11494_lociStitched	chr17	7136467	7156650	4	11276	21349.577400000002	3580.4642
4_MACS_peak_3873_lociStitched	chr10	81946228	81966377	4	13998	23169.3351	3669.1329
3_MACS_peak_8865_lociStitched	chr14	91781595	91801727	3	12021	14219.231600000001	1993.068
3_MACS_peak_26478_lociStitched	chr7	29706301	29726431	3	8665	12285.339	3116.124
4_MACS_peak_5201_lociStitched	chr11	65306798	65326893	4	10043	11922.363500000001	2998.174
5_MACS_peak_30099_lociStitched	chr9	123687793	123707870	5	15029	20087.0385	3302.6665000000003
5_MACS_peak_17014_lociStitched	chr2	232526156	232546202	5	8540	9628.0938	1585.6386
3_MACS_peak_24866_lociStitched	chr6	33376935	33396942	3	10596	16829.8884	3129.0948000000003
3_MACS_peak_13249_lociStitched	chr18	48677207	48697183	3	12090	23182.148	3341.9848
3_MACS_peak_16277_lociStitched	chr2	157187920	157207882	3	9492	25493.4702	3287.7414000000003
4_MACS_peak_4556_lociStitched	chr11	3873940	3893901	4	11888	17072.6433	3888.4028
3_MACS_peak_4225_lociStitched	chr10	111966675	111986615	3	13905	27259.974	3603.158
4_MACS_peak_14248_lociStitched	chr19	39920239	39940152	4	14226	21131.6756	3456.8968
1_MACS_peak_23346_lociStitched	chr5	88111066	88130956	1	19891	40317.030000000006	4349.943
4_MACS_peak_3232_lociStitched	chr10	15854479	15874358	4	8737	6987.4685	2969.9226
4_MACS_peak_29507_lociStitched	chr9	67009552	67029382	4	9069	9129.732	2994.33
3_MACS_peak_15436_lociStitched	chr2	67686274	67706091	3	13053	20413.4917	2845.7212
3_MACS_peak_21784_lociStitched	chr4	77117476	77137268	3	14138	31344.5904	4411.636799999999
3_MACS_peak_17784_lociStitched	chr20	45172180	45191942	3	16797	30834.6486	3784.4230000000002
3_MACS_peak_605_lociStitched	chr1	38139122	38158882	3	11035	17752.384	3552.848
5_MACS_peak_28132_lociStitched	chr8	29591728	29611471	5	11739	15565.3812	2989.0902
3_MACS_peak_1815_lociStitched	chr1	155971498	155991235	3	8377	10857.3237	4454.6409
4_MACS_peak_6609_lociStitched	chr12	48134040	48153770	4	11682	13672.89	3385.668
3_MACS_peak_20743_lociStitched	chr3	161257867	161277595	3	7296	9132.091199999999	4097.5055999999995
4_MACS_peak_15614_lociStitched	chr2	85150923	85170633	4	9799	14134.041	3526.119
3_MACS_peak_10480_lociStitched	chr16	12052338	12072044	3	13873	32313.8988	3688.9632
3_MACS_peak_11715_lociStitched	chr17	20936264	20955966	3	10370	24199.9666	3089.2736
2_MACS_peak_30174_lociStitched	chr9	128390155	128409808	2	13277	22854.473700000002	3378.3507
4_MACS_peak_12162_lociStitched	chr17	45265217	45284869	4	9811	16446.7588	3460.7172
3_MACS_peak_1696_lociStitched	chr1	151880979	151900605	3	12645	16782.1926	4608.1848
4_MACS_peak_7358_lociStitched	chr12	109161652	109181278	4	15917	27815.9298	3648.4734000000003
2_MACS_peak_18350_lociStitched	chr21	43638506	43658122	2	14740	37843.1872	4778.457600000001
3_MACS_peak_22800_lociStitched	chr5	15430151	15449762	3	12878	17498.8953	3239.7372000000005
3_MACS_peak_26881_lociStitched	chr7	74057177	74076786	3	10945	16393.124	3119.7918999999997
3_MACS_peak_9496_lociStitched	chr15	51519868	51539421	3	10683	13344.9225	2874.2909999999997
3_MACS_peak_23025_lociStitched	chr5	55272566	55292086	3	14214	21052.32	3640.48
3_MACS_peak_11994_lociStitched	chr17	38251100	38270609	3	16467	24881.7786	4016.9031
4_MACS_peak_15562_lociStitched	chr2	74681265	74700740	4	8737	13114.465	3078.9975
3_MACS_peak_3854_lociStitched	chr10	81001043	81020509	3	17683	34715.6644	3692.7002
3_MACS_peak_23873_lociStitched	chr5	142592406	142611830	3	10684	15624.6656	3136.976
1_MACS_peak_12002_lociStitched	chr17	38464855	38484243	1	19389	54712.936	4110.256
4_MACS_peak_27133_lociStitched	chr7	99931469	99950847	4	9142	13562.662199999999	3152.8006
3_MACS_peak_706_lociStitched	chr1	42257210	42276587	3	9551	11781.216	3115.8215999999998
3_MACS_peak_4761_lociStitched	chr11	19449719	19469080	3	18291	37362.8578	4205.2092
3_MACS_peak_10890_lociStitched	chr16	53535742	53555083	3	12362	16153.603200000001	2932.0956
3_MACS_peak_16708_lociStitched	chr2	202082828	202102168	3	14185	17369.254	3962.766
5_MACS_peak_4529_lociStitched	chr11	2905301	2924639	5	10758	14524.7718	2649.306
4_MACS_peak_29786_lociStitched	chr9	95514269	95533579	4	10915	15832.268999999998	3276.9069999999997
3_MACS_peak_6948_lociStitched	chr12	68751879	68771157	3	17138	33572.637	3861.3834
4_MACS_peak_2893_lociStitched	chr1	234622611	234641883	4	9825	14428.9464	4461.468
4_MACS_peak_3845_lociStitched	chr10	80825819	80845058	4	8016	6908.724899999999	2077.812
4_MACS_peak_3482_lociStitched	chr10	45913544	45932758	4	14710	33722.4914	3277.9084000000003
3_MACS_peak_30147_lociStitched	chr9	126962947	126982160	3	10282	16598.1107	3852.2065000000002
4_MACS_peak_26557_lociStitched	chr7	37374913	37394101	4	12077	15620.9508	3678.3396000000002
3_MACS_peak_294_lociStitched	chr1	22105895	22125055	3	10278	25272.039999999997	2971.716
3_MACS_peak_458_lociStitched	chr1	28558374	28577530	3	11407	25577.0912	3865.6808
4_MACS_peak_21280_lociStitched	chr4	6168395	6187541	4	12365	15406.786199999999	3390.7566
3_MACS_peak_10872_lociStitched	chr16	50713830	50732975	3	13907	23104.186	3511.193
1_MACS_peak_21548_lociStitched	chr4	40190750	40209893	1	19144	50744.2644	4504.3479
4_MACS_peak_18926_lociStitched	chr22	39910558	39929680	4	12833	27199.132800000003	3946.7808
3_MACS_peak_9191_lociStitched	chr15	31546263	31565367	3	16282	46418.8992	3824.6207999999997
4_MACS_peak_13531_lociStitched	chr19	1258434	1277506	4	12237	38569.3056	4964.441599999999
3_MACS_peak_3651_lociStitched	chr10	69522793	69541857	3	8795	11207.7256	3002.58
3_MACS_peak_29712_lociStitched	chr9	92039221	92058242	3	10201	17535.4599	3463.7241000000004
3_MACS_peak_465_lociStitched	chr1	28827454	28846471	3	10885	17664.8913	3442.0769999999998
2_MACS_peak_26646_lociStitched	chr7	44661682	44680674	2	15744	38483.4896	4263.704
4_MACS_peak_5261_lociStitched	chr11	66618849	66637834	4	7584	8491.9905	2479.441
3_MACS_peak_10867_lociStitched	chr16	50298867	50317841	3	10699	13685.9462	2834.7156
3_MACS_peak_25765_lociStitched	chr6	130832786	130851759	3	16751	24175.3966	3521.3887999999997
3_MACS_peak_17011_lociStitched	chr2	232468352	232487324	3	7020	9910.9728	1544.3208
3_MACS_peak_16785_lociStitched	chr2	207996175	208015116	3	11359	16025.980099999999	2818.4208
4_MACS_peak_24922_lociStitched	chr6	36082170	36101104	4	8255	10633.3344	3116.5364
3_MACS_peak_18215_lociStitched	chr21	34665046	34683967	3	9635	12120.792599999999	4525.9032
3_MACS_peak_19629_lociStitched	chr3	46245401	46264316	3	13454	36159.8055	4083.7485
4_MACS_peak_24483_lociStitched	chr6	12043590	12062490	4	14383	22048.74	2948.4
3_MACS_peak_3104_lociStitched	chr10	5930506	5949400	3	10422	15183.2184	3374.4684
4_MACS_peak_13554_lociStitched	chr19	1846945	1865837	4	12131	27172.363599999997	3827.5192
4_MACS_peak_1245_lociStitched	chr1	93409692	93428579	4	11374	11131.997800000001	1671.4995
4_MACS_peak_29064_lociStitched	chr8	144622598	144641483	4	7451	9574.695	2772.318
4_MACS_peak_1062_lociStitched	chr1	68213821	68232671	4	10341	12024.415	2953.795
3_MACS_peak_23006_lociStitched	chr5	54031400	54050245	3	8231	13807.7315	3090.58
4_MACS_peak_30668_lociStitched	chrX	30578423	30597242	4	13081	13286.214	1785.9231
3_MACS_peak_13768_lociStitched	chr19	10329205	10348012	3	13003	24324.973800000003	3048.6147
2_MACS_peak_27927_lociStitched	chr8	12441001	12459773	2	12546	23183.420000000002	4736.1756000000005
3_MACS_peak_29825_lociStitched	chr9	97620385	97639146	3	10199	17804.189	2982.9990000000003
4_MACS_peak_29079_lociStitched	chr8	145009184	145027943	4	14604	24630.567	2841.9885
5_MACS_peak_2115_lociStitched	chr1	174923309	174942048	5	11491	10218.3767	3695.3307999999997
3_MACS_peak_19359_lociStitched	chr3	20080290	20099028	3	13353	17503.165800000002	3147.9840000000004
3_MACS_peak_1841_lociStitched	chr1	156560368	156579094	3	7151	11441.586	4608.4686
2_MACS_peak_1642_lociStitched	chr1	150120850	150139567	2	12751	26205.6717	5046.1032000000005
2_MACS_peak_29553_lociStitched	chr9	71251159	71269872	2	13331	19843.2652	3431.9642000000003
3_MACS_peak_18665_lociStitched	chr22	29206996	29225702	3	17640	34982.0906	3638.317
3_MACS_peak_30170_lociStitched	chr9	128274789	128293468	3	6638	8257.9859	2603.8525999999997
3_MACS_peak_30298_lociStitched	chr9	132767677	132786344	3	12122	18202.1917	2630.1803
4_MACS_peak_31378_lociStitched	chrX	153234139	153252801	4	10796	18964.3244	1735.566
3_MACS_peak_10091_lociStitched	chr15	90573903	90592529	3	15616	25189.8024	3291.2142
4_MACS_peak_30390_lociStitched	chr9	139684924	139703541	4	8444	12158.762700000001	2604.5182999999997
3_MACS_peak_13892_lociStitched	chr19	13943848	13962447	3	14867	40184.9994	2864.246
3_MACS_peak_3365_lociStitched	chr10	30782175	30800768	3	5813	6712.072999999999	2788.95
4_MACS_peak_20174_lociStitched	chr3	111837961	111856536	4	13755	15898.3425	3542.2525
2_MACS_peak_18017_lociStitched	chr20	61272699	61291262	2	15367	37313.4863	3033.1942
4_MACS_peak_6239_lociStitched	chr12	11901713	11920259	4	14864	21789.6954	3232.5678000000003
3_MACS_peak_28394_lociStitched	chr8	61811700	61830246	3	11574	14256.310200000002	3367.9536000000003
4_MACS_peak_12824_lociStitched	chr17	80447659	80466200	4	12131	16673.921299999998	3035.1617
3_MACS_peak_30078_lociStitched	chr9	120689554	120708095	3	8312	11753.1399	2211.9413
3_MACS_peak_21551_lociStitched	chr4	40301523	40320061	3	13760	24145.745	3679.793
2_MACS_peak_18369_lociStitched	chr21	44579914	44598451	2	14082	43252.382099999995	4832.595899999999
4_MACS_peak_11439_lociStitched	chr17	4692696	4711214	4	7529	8703.46	2351.786
2_MACS_peak_24642_lociStitched	chr6	25402465	25420978	2	17390	57231.088200000006	4472.7408000000005
2_MACS_peak_18586_lociStitched	chr22	23470675	23489187	2	12529	35931.792	3859.752
4_MACS_peak_15649_lociStitched	chr2	86290132	86308642	4	10502	13275.372	3433.605
3_MACS_peak_12821_lociStitched	chr17	80405647	80424144	3	9614	24120.088	3327.6103000000003
3_MACS_peak_3737_lociStitched	chr10	74006421	74024895	3	14268	29129.8032	3511.9074
3_MACS_peak_1894_lociStitched	chr1	159878006	159896475	3	13038	33451.0528	4513.8236
3_MACS_peak_17607_lociStitched	chr20	34672921	34691335	3	16320	23759.5842	3557.5848
3_MACS_peak_28170_lociStitched	chr8	33409756	33428164	3	14239	35950.824	3044.6832
3_MACS_peak_20859_lociStitched	chr3	175052320	175070727	3	12236	16026.974900000001	4506.0336
3_MACS_peak_15450_lociStitched	chr2	68637802	68656203	3	12489	14431.9043	3218.3349
3_MACS_peak_30060_lociStitched	chr9	117655064	117673455	3	13239	16770.7529	3615.6706
4_MACS_peak_8238_lociStitched	chr13	114910027	114928410	4	11074	15489.515800000001	2443.1007
3_MACS_peak_20887_lociStitched	chr3	177062408	177080782	3	14032	40782.9304	4532.8658000000005
4_MACS_peak_13755_lociStitched	chr19	9928587	9946945	4	7379	9610.412999999999	2740.8493999999996
4_MACS_peak_12668_lociStitched	chr17	75128852	75147184	4	17796	42156.267199999995	3763.5596
2_MACS_peak_5073_lociStitched	chr11	60666268	60684599	2	13308	29428.5874	3888.0051000000003
3_MACS_peak_12184_lociStitched	chr17	46017765	46036094	3	6117	8741.1001	3310.2174
3_MACS_peak_9843_lociStitched	chr15	75352821	75371145	3	14236	21999.7944	3036.2868
3_MACS_peak_30047_lociStitched	chr9	117263423	117281729	3	11207	17048.377800000002	2961.9108
3_MACS_peak_3273_lociStitched	chr10	21805761	21824061	3	8631	10661.58	2313.1200000000003
3_MACS_peak_378_lociStitched	chr1	25941790	25960089	3	13525	14904.5355	3033.9742
4_MACS_peak_10164_lociStitched	chr15	96405281	96423571	4	10388	12793.855	2599.009
5_MACS_peak_19339_lociStitched	chr3	17780412	17798695	5	9333	11670.0389	2928.9366
