REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X01_0EWN_0229Kronos_MM1S.No.Treatment.1_H3K18Ac_hs.dm_i02.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper
2_MACS_peak_13613_lociStitched	chr19	3499626	3507587	2	5247	18184.5162	1873.2233	750	FZR1,DOHH	FZR1,C19orf71,C19orf77,C19orf28	DOHH	750	1
3_MACS_peak_17439_lociStitched	chr20	23329818	23344717	3	9188	18939.6088	2635.6331	751	NXT1	GZF1	NXT1	751	1
2_MACS_peak_16688_lociStitched	chr2	201310393	201322900	2	12350	18621.6723	2336.3076	752	SPATS2L		KCTD18	752	1
1_MACS_peak_30197_lociStitched	chr9	129765360	129773587	1	8228	18245.8406	1965.4303	753	RALGPS1		RALGPS1	753	1
3_MACS_peak_19273_lociStitched	chr3	13455313	13470985	3	8666	18815.8032	2537.2968	754	NUP210		NUP210	754	1
2_MACS_peak_18205_lociStitched	chr21	34442861	34454130	2	7752	18796.692	2529.8905	755	OLIG1	OLIG2	OLIG1	755	1
1_MACS_peak_21250_lociStitched	chr4	4029252	4037477	1	8226	17959.2875	1705.865	756			LOC348926	756	1
5_MACS_peak_3452_lociStitched	chr10	43931288	43952186	5	11388	19368.2664	3120.0714	757	ZNF487P	HNRNPF	ZNF487P	757	1
4_MACS_peak_6620_lociStitched	chr12	48276260	48299276	4	14659	20044.6344	3802.2432	758	VDR		VDR	758	1
1_MACS_peak_2989_lociStitched	chr1	244996174	245000347	1	4174	17354.2551	1124.6235	759	FAM36A	NCRNA00201,HNRNPU	FAM36A	759	1
3_MACS_peak_24784_lociStitched	chr6	31157470	31173320	3	8449	19118.27	2889.455	760	HCG27	TCF19,CCHCR1,POU5F1,PSORS1C3	HCG27	760	1
1_MACS_peak_30823_lociStitched	chrX	48768087	48779032	1	10946	17949.8	1741.3495	761	SLC35A2,PIM2	PQBP1,TIMM17B,OTUD5,KCND1	PIM2	761	1
2_MACS_peak_30085_lociStitched	chr9	123340753	123350466	2	9692	18165.2526	1962.9973	762	CDK5RAP2		CDK5RAP2	762	1
2_MACS_peak_27659_lociStitched	chr7	142494080	142509429	2	10147	20048.8638	3851.0641	763		PRSS1,TRY6,PRSS2,EPHB6	PRSS2	763	1
1_MACS_peak_16078_lociStitched	chr2	128585349	128591468	1	6120	17451.9999	1266.633	764		WDR33,POLR2D	WDR33	764	1
4_MACS_peak_15381_lociStitched	chr2	64485988	64512396	4	16178	21332.3824	5160.1232	765			LOC150992	765	1
2_MACS_peak_11128_lociStitched	chr16	71841397	71853055	2	7195	18273.915	2106.6006	766	AP1G1	ATXN1L,SNORD71	AP1G1	766	1
3_MACS_peak_26095_lociStitched	chr6	160389092	160405195	3	11533	17826.021	1692.4253	767	IGF2R		IGF2R	767	1
1_MACS_peak_17969_lociStitched	chr20	56191815	56197341	1	5527	17301.3534	1186.9848	768	ZBP1		ZBP1	768	1
1_MACS_peak_12684_lociStitched	chr17	75434964	75443227	1	8264	17485.3343	1389.8366	769	SEPT9	SEPT9,MIR4316	SEPT9	769	1
1_MACS_peak_1656_lociStitched	chr1	150581966	150588215	1	6250	17972.124	1890.3225	770		MCL1,ENSA	ENSA	770	1
2_MACS_peak_27973_lociStitched	chr8	19241602	19252689	2	8510	18422.1592	2342.6831	771	SH2D4A		SH2D4A	771	1
5_MACS_peak_10740_lociStitched	chr16	30193787	30223891	5	16061	22454.5736	6376.0272	772	CORO1A,LOC606724,SLX1B,SLX1A-SULT1A3,SULT1A3,SULT1A4,BOLA2B,LOC388242	LOC613037	CORO1A	772	1
3_MACS_peak_20399_lociStitched	chr3	128900379	128916347	3	9041	18451.024	2396.7968	773	CNBP	ISY1	CNBP	773	1
5_MACS_peak_13052_lociStitched	chr18	23745892	23772093	5	14778	19878.6987	3859.4073	774	PSMA8	TAF4B	PSMA8	774	1
3_MACS_peak_12679_lociStitched	chr17	75314747	75329944	3	8832	18579.8522	2566.7733	775	SEPT9	SEPT9	SEPT9	775	1
2_MACS_peak_5821_lociStitched	chr11	118738366	118744486	2	5965	17261.46	1249.092	776		CXCR5,BCL9L	CXCR5	776	1
2_MACS_peak_22616_lociStitched	chr4	186507144	186515193	2	7322	17822.9007	1825.5132	777	SORBS2		PDLIM3	777	1
1_MACS_peak_18321_lociStitched	chr21	41383581	41389748	1	6168	18216.0846	2257.122	778	DSCAM		PCP4	778	1
1_MACS_peak_30399_lociStitched	chr9	139792309	139798585	1	6277	17356.9056	1403.9412	779	TRAF2	PHPT1,MAMDC4,C8G,LCN12,EDF1,FBXW5	TRAF2	779	1
1_MACS_peak_20609_lociStitched	chr3	150314215	150323267	1	9053	17847.8284	1895.4888	780	SELT	EIF2A,SERP1	SELT	780	1
3_MACS_peak_25575_lociStitched	chr6	109186612	109207012	3	13313	19969.56	4026.96	781	ARMC2		ARMC2	781	1
3_MACS_peak_18543_lociStitched	chr22	22510868	22524062	3	9825	18479.5164	2541.1644	782			VPREB1	782	1
1_MACS_peak_27225_lociStitched	chr7	104620924	104625941	1	5018	17245.4358	1309.9387	783		MLL5,LOC100216545	LOC100216545	783	1
1_MACS_peak_28101_lociStitched	chr8	28346402	28353355	1	6954	17623.7691	1710.438	784	FZD3,FBXO16	MIR4288	FZD3	784	1
1_MACS_peak_22604_lociStitched	chr4	186224976	186233703	1	8728	17763.8085	1885.032	785	SNX25		LRP2BP	785	1
1_MACS_peak_23249_lociStitched	chr5	76031402	76038651	1	7250	17210.5758	1352.6634	786	F2R	NCRUPAR	F2R	786	1
2_MACS_peak_5468_lociStitched	chr11	78127005	78140189	2	12675	18437.824	2593.2928	787	GAB2		GAB2	787	1
1_MACS_peak_25876_lociStitched	chr6	138186207	138194117	1	7911	17647.21	1809.017	788	TNFAIP3		TNFAIP3	788	1
2_MACS_peak_27823_lociStitched	chr8	1990672	2000546	2	7432	17651.7498	1820.7656	789	MYOM2		MYOM2	789	1
1_MACS_peak_14296_lociStitched	chr19	41767723	41772380	1	4658	17123.789	1303.0286	790	HNRNPUL1	AXL,CCDC97	HNRNPUL1	790	1
3_MACS_peak_18893_lociStitched	chr22	39458908	39474319	3	12607	18913.9203	3096.0699	791	APOBEC3G	APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3H	APOBEC3G	791	1
2_MACS_peak_3066_lociStitched	chr10	3798448	3808545	2	9381	17643.4978	1831.5958	792		KLF6	KLF6	792	1
2_MACS_peak_22018_lociStitched	chr4	103532534	103543887	2	11289	18305.5772	2498.7953	793	NFKB1		NFKB1	793	1
3_MACS_peak_26536_lociStitched	chr7	35061880	35078101	3	9744	18370.2825	2574.2727	794	DPY19L1		DPY19L1	794	1
1_MACS_peak_6701_lociStitched	chr12	51711904	51723026	1	11123	18529.252	2743.7974	795	BIN2,CELA1	SMAGP	BIN2	795	1
7_MACS_peak_22741_lociStitched	chr5	6708344	6738577	7	13826	20310.5294	4525.8801	796	PAPD7	PAPD7	PAPD7	796	1
3_MACS_peak_23051_lociStitched	chr5	55953627	55970010	3	12365	18439.0665	2673.7056	797			MAP3K1	797	1
2_MACS_peak_3073_lociStitched	chr10	3910929	3919677	2	6729	17187.1956	1457.4168	798			KLF6	798	1
3_MACS_peak_866_lociStitched	chr1	52327762	52345764	3	8477	18920.102	3191.7546	799	NRD1	MIR761	NRD1	799	1
3_MACS_peak_13515_lociStitched	chr19	1015060	1029462	3	10359	19232.4308	3538.5714	800	CNN2,C19orf6	WDR18,GRIN3B,ABCA7,HMHA1	C19orf6	800	1
2_MACS_peak_18185_lociStitched	chr21	32924375	32932920	2	8443	17965.008	2272.97	801	TIAM1		TIAM1	801	1
3_MACS_peak_10098_lociStitched	chr15	90721153	90736255	3	8743	18422.9298	2734.9722	802	SEMA4B	SEMA4B,C15orf58,CIB1	SEMA4B	802	1
5_MACS_peak_24814_lociStitched	chr6	31782625	31805437	5	15978	20033.4984	4354.8108	803	HSPA1A,HSPA1B,C6orf48,SNORD48,SNORD52,HSPA1L	C6orf27,VARS,LSM2,NEU1,SLC44A4	HSPA1B	803	1
3_MACS_peak_3680_lociStitched	chr10	70973184	70990231	3	11034	18617.0287	2940.6075	804	HKDC1	SUPV3L1,HK1	HKDC1	804	1
4_MACS_peak_6506_lociStitched	chr12	33037675	33060677	4	18039	19784.0202	4119.6582	805	PKP2		PKP2	805	1
3_MACS_peak_24803_lociStitched	chr6	31619059	31634859	3	7892	18231.62	2576.98	806	APOM,CSNK2B,BAT3,C6orf47,GPANK1	AIF1,BAT2,SNORA38,LY6G5B,LY6G6F,LY6G6D,LY6G5C,BAT5,LY6G6E	C6orf47	806	1
5_MACS_peak_30325_lociStitched	chr9	134594771	134616430	5	12468	18981.9476	3339.8178	807	RAPGEF1	RAPGEF1	RAPGEF1	807	1
1_MACS_peak_11545_lociStitched	chr17	8149256	8154074	1	4819	16834.5738	1194.864	808	PFAS,C17orf68	RANGRF,AURKB,C17orf44,SLC25A35	C17orf68	808	1
2_MACS_peak_18975_lociStitched	chr22	42141490	42152531	2	10850	17939.4168	2302.0485	809	MEI1	CCDC134	CCDC134	809	1
2_MACS_peak_16963_lociStitched	chr2	228270218	228281960	2	9786	17632.9614	1998.4884	810		TM4SF20	TM4SF20	810	1
1_MACS_peak_13375_lociStitched	chr18	60803623	60811455	1	7833	17404.2704	1773.1648	811	BCL2		BCL2	811	1
1_MACS_peak_20361_lociStitched	chr3	126627519	126637078	1	9560	17468.1166	1837.2398	812	CHCHD6		PLXNA1	812	1
2_MACS_peak_5800_lociStitched	chr11	117855943	117864092	2	6720	17209.0582	1593.1295	813	IL10RA		IL10RA	813	1
1_MACS_peak_26451_lociStitched	chr7	26190929	26198931	1	8003	17189.0962	1578.7946	814	NFE2L3	CBX3,HNRNPA2B1	NFE2L3	814	1
1_MACS_peak_2498_lociStitched	chr1	206131603	206139824	1	8222	18147.8575	2541.1111	815	FAM72A		FAM72A	815	1
2_MACS_peak_2761_lociStitched	chr1	226062450	226071726	2	9023	18426.774	2822.6868	816	TMEM63A	EPHX1,LEFTY1,PYCR2	TMEM63A	816	1
3_MACS_peak_30298_lociStitched	chr9	132767677	132786344	3	12122	18202.1917	2630.1803	817	FNBP1	GPR107	FNBP1	817	1
2_MACS_peak_6799_lociStitched	chr12	56726332	56734335	2	7898	17538.5745	1976.741	818	IL23A,PAN2	CS,CNPY2,STAT2,APOF	IL23A	818	1
3_MACS_peak_15636_lociStitched	chr2	85921018	85938759	3	10762	18349.5163	2813.7226	819	GNLY	ATOH8,SFTPB	GNLY	819	1
2_MACS_peak_24036_lociStitched	chr5	156692006	156701387	2	8531	17245.0923	1718.5992	820	CYFIP2		CYFIP2	820	1
3_MACS_peak_12810_lociStitched	chr17	80249676	80259802	3	6936	17328.6238	1809.5162	821		CSNK1D,CD7,SECTM1	CD7	821	1
1_MACS_peak_27594_lociStitched	chr7	139024225	139027694	1	3470	17077.1932	1561.05	822	C7orf55	LUC7L2	C7orf55	822	1
3_MACS_peak_10018_lociStitched	chr15	85276865	85293206	3	8723	18270.8721	2755.0926	823	ZNF592	SEC11A	ZNF592	823	1
1_MACS_peak_14772_lociStitched	chr2	10259606	10266294	1	6689	17287.1424	1774.3264	824	RRM2	C2orf48,CYS1	RRM2	824	1
2_MACS_peak_27730_lociStitched	chr7	150124641	150134123	2	8141	17993.0432	2482.3876	825	LOC285972	ZNF775,LOC728743,GIMAP8	LOC285972	825	1
6_MACS_peak_4058_lociStitched	chr10	99159126	99187416	6	11860	19890.699	4382.121	826	PGAM1,RRP12	ZDHHC16,EXOSC1	RRP12	826	1
2_MACS_peak_4891_lociStitched	chr11	35183451	35196481	2	11116	18124.73	2641.181	827	CD44		CD44	827	1
1_MACS_peak_2081_lociStitched	chr1	171219266	171229509	1	10244	18017.437	2552.5556	828	FMO1		FMO1	828	1
4_MACS_peak_1864_lociStitched	chr1	157474793	157496386	4	15143	21424.5746	5976.9424	829	FCRL5		FCRL5	829	1
3_MACS_peak_14400_lociStitched	chr19	45942484	45956204	3	8231	17978.688	2534.084	830		CD3EAP,FOSB,PPM1N,PPP1R13L,ERCC1,RTN2	FOSB	830	1
1_MACS_peak_18359_lociStitched	chr21	43942711	43949367	1	6657	17634.4064	2219.776	831	SLC37A1	RSPH1	SLC37A1	831	1
2_MACS_peak_5503_lociStitched	chr11	82704185	82719909	2	10055	18184.806	2783.148	832	RAB30	SNORA70E	SNORA70E	832	1
1_MACS_peak_22581_lociStitched	chr4	185454160	185460935	1	6776	16972.73	1594.835	833			IRF2	833	1
2_MACS_peak_15840_lociStitched	chr2	106405426	106416593	2	8151	17484.1719	2115.0298	834	NCK2		NCK2	834	1
3_MACS_peak_11515_lociStitched	chr17	7474932	7488529	3	8688	18236.2964	2886.6431	835	SENP3,EIF4A1,SNORA48,SNORD10,SNORA67,CD68,MPDU1	TNFSF12,TNFSF13,SHBG,SOX15,FXR2,SAT2	SNORA67	835	1
3_MACS_peak_30717_lociStitched	chrX	39953161	39969516	3	12196	16477.6625	1128.495	836	BCOR		BCOR	836	1
1_MACS_peak_24209_lociStitched	chr5	175076098	175086681	1	10584	17733.9331	2387.5248	837	HRH2	HRH2	HRH2	837	1
2_MACS_peak_375_lociStitched	chr1	25869669	25879206	2	8730	17510.8857	2177.2971	838	LDLRAP1		LDLRAP1	838	1
2_MACS_peak_14110_lociStitched	chr19	29120733	29126759	2	5975	16551.6142	1226.291	839			LOC148145	839	1
3_MACS_peak_7886_lociStitched	chr13	46269237	46281451	3	11728	16666.003	1361.861	840	SPERT		SPERT	840	1
2_MACS_peak_12658_lociStitched	chr17	74721459	74735076	2	8115	17851.887	2570.8896	841	C17orf95,MFSD11,JMJD6,SRSF2,MIR636	MXRA7	MIR636	841	1
2_MACS_peak_6092_lociStitched	chr12	4247999	4264670	2	15714	18393.1143	3147.4848	842			CCND2	842	1
2_MACS_peak_29707_lociStitched	chr9	91924455	91935376	2	6682	17316.3376	2074.99	843	CKS2,MIR3153,SECISBP2		MIR3153	843	1
2_MACS_peak_13497_lociStitched	chr19	505966	512583	2	5520	17281.6189	2059.8721	844	C19orf20	MADCAM1,CDC34,GZMM,SHC2,ODF3L2	C19orf20	844	1
1_MACS_peak_12705_lociStitched	chr17	76163557	76171569	1	8013	17108.8248	1897.2416	845	SYNGR2,TK1	TMC8,C17orf99,AFMID,BIRC5,TMC6,EPR1	SYNGR2	845	1
2_MACS_peak_20690_lociStitched	chr3	156845380	156855914	2	10189	18288.0774	3080.1416	846		LOC100498859,LOC339894,CCNL1	LOC339894	846	1
2_MACS_peak_24952_lociStitched	chr6	37060813	37074661	2	8523	17883.3072	2679.588	847			PIM1	847	1
1_MACS_peak_13627_lociStitched	chr19	3983308	3991050	1	7743	17842.9874	2656.2802	848	EEF2	PIAS4,MIR637,DAPK3,SNORD37	EEF2	848	1
3_MACS_peak_22233_lociStitched	chr4	129723806	129741390	3	9096	17891.72	2709.6944	849	PHF17		PHF17	849	1
2_MACS_peak_11130_lociStitched	chr16	71875696	71889038	2	10018	17879.6142	2708.426	850	ATXN1L	KIAA0174,AP1G1,ZNF821	ATXN1L	850	1
1_MACS_peak_14981_lociStitched	chr2	28612088	28617269	1	5182	16015.5072	864.1908	851	FOSL2		FOSL2	851	1
2_MACS_peak_11705_lociStitched	chr17	20204628	20221973	2	12225	17917.385	2766.5275	852	SPECC1	CCDC144C	CCDC144C	852	1
1_MACS_peak_26365_lociStitched	chr7	20366976	20372769	1	5794	16513.5258	1375.2582	853	ITGB8		ITGB8	853	1
3_MACS_peak_9049_lociStitched	chr14	106145119	106177185	3	31085	65712.8538	3674.7636	33		MYC	MYC	33	1
1_MACS_peak_9054_lociStitched	chr14	106323770	106329611	1	5842	25428.2094	891.9207	340		MYC	MYC	340	1
