REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X01_0EWN_0229Kronos_MM1S.No.Treatment.1_H3K18Ac_hs.dm_i02.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
4_MACS_peak_15149_lociStitched	chr2	43395737	43407065	4	10412	16279.4688	2110.4064	759		LOC100129726,ZFP36L2	ZFP36L2	759	1
1_MACS_peak_347_lociStitched	chr1	24709966	24720372	1	10407	10857.6204	2112.418	760	C1orf201	NIPAL3	C1orf201	760	1
2_MACS_peak_6090_lociStitched	chr12	4216300	4232443	2	10402	45500.6598	3577.2888	761			CCND2	761	1
3_MACS_peak_20525_lociStitched	chr3	140470613	140485340	3	10390	12544.4586	2459.409	762			TRIM42	762	1
2_MACS_peak_4363_lociStitched	chr10	125151302	125163933	2	10388	24881.8069	2436.5199	763			BUB3	763	1
4_MACS_peak_10164_lociStitched	chr15	96405281	96423571	4	10388	12793.855	2599.009	764			LOC145820	764	1
3_MACS_peak_2061_lociStitched	chr1	168301980	168318121	3	10387	11618.2918	4027.1795	765		MIR557	MIR557	765	1
2_MACS_peak_20343_lociStitched	chr3	125551844	125562657	2	10385	23753.9984	2483.7461	766		MIR548I1	MIR548I1	766	1
3_MACS_peak_1916_lociStitched	chr1	160633567	160654473	3	10384	22938.0632	5866.2236	767	CD48	SLAMF1	SLAMF1	767	1
1_MACS_peak_1185_lociStitched	chr1	87792889	87803269	1	10381	18351.84	1677.408	768	LMO4		LMO4	768	1
3_MACS_peak_11715_lociStitched	chr17	20936264	20955966	3	10370	24199.9666	3089.2736	769	USP22		USP22	769	1
4_MACS_peak_22732_lociStitched	chr5	6392536	6409854	4	10368	12396.2244	2855.7382	770		UBE2QL1,MED10	MED10	770	1
3_MACS_peak_3726_lociStitched	chr10	73619497	73634500	3	10362	11477.295	2454.4908	771		CDH23,PSAP	PSAP	771	1
3_MACS_peak_13515_lociStitched	chr19	1015060	1029462	3	10359	19232.4308	3538.5714	772	CNN2,C19orf6	WDR18,GRIN3B,ABCA7,HMHA1	C19orf6	772	1
3_MACS_peak_29348_lociStitched	chr9	33152446	33168547	3	10357	16052.697	2526.2469	773	B4GALT1		B4GALT1	773	1
2_MACS_peak_12660_lociStitched	chr17	74776935	74788771	2	10348	14384.2908	1793.154	774		MFSD11,MIR636,SRSF2	MFSD11	774	1
4_MACS_peak_1062_lociStitched	chr1	68213821	68232671	4	10341	12024.415	2953.795	775	GNG12		GADD45A	775	1
3_MACS_peak_5748_lociStitched	chr11	114029426	114044729	3	10337	10771.7817	2531.1162	776	ZBTB16		ZBTB16	776	1
1_MACS_peak_26360_lociStitched	chr7	20254147	20264481	1	10335	24121.6228	2548.3644	777	MACC1		MACC1	777	1
2_MACS_peak_27553_lociStitched	chr7	134670363	134683165	2	10320	25298.0322	3662.6522	778	AGBL3		AGBL3	778	1
3_MACS_peak_5855_lociStitched	chr11	120368050	120383224	3	10314	15019.2252	2389.905	779			GRIK4	779	1
1_MACS_peak_23479_lociStitched	chr5	109023966	109034276	1	10311	15269.11	2188.813	780	MAN2A1		MAN2A1	780	1
4_MACS_peak_29389_lociStitched	chr9	35095474	35117672	4	10307	16632.9614	3702.6264	781	PIGO,STOML2,KIAA1539	UNC13B,VCP,FANCG	STOML2	781	1
3_MACS_peak_27477_lociStitched	chr7	128162458	128178125	3	10305	21202.1511	2840.4271	782		METTL2B	METTL2B	782	1
3_MACS_peak_5932_lociStitched	chr11	126172938	126189763	3	10300	17792.4375	3344.81	783	DCPS	FOXRED1,TIRAP,ST3GAL4,SRPR,FLJ39051	DCPS	783	1
2_MACS_peak_2531_lociStitched	chr1	207092384	207107165	2	10299	29520.6132	4323.4425	784	FAIM3,PIGR	IL24,FCAMR	FAIM3	784	1
3_MACS_peak_30147_lociStitched	chr9	126962947	126982160	3	10282	16598.1107	3852.2065	785		NEK6	NEK6	785	1
3_MACS_peak_294_lociStitched	chr1	22105895	22125055	3	10278	25272.04	2971.716	786	USP48	LDLRAD2	USP48	786	1
3_MACS_peak_8649_lociStitched	chr14	65813008	65827251	3	10261	11162.2391	1281.87	787			FUT8	787	1
2_MACS_peak_1512_lociStitched	chr1	143948332	143962158	2	10251	20813.6604	3974.975	788	SRGAP2P2	FAM72D	SRGAP2P2	788	1
1_MACS_peak_27583_lociStitched	chr7	137664176	137674423	1	10248	16816.3517	3040.2849	789	CREB3L2		CREB3L2	789	1
1_MACS_peak_2081_lociStitched	chr1	171219266	171229509	1	10244	18017.437	2552.5556	790	FMO1		FMO1	790	1
1_MACS_peak_157_lociStitched	chr1	11622698	11632929	1	10232	21953.6798	1956.1672	791			FBXO44	791	1
3_MACS_peak_2730_lociStitched	chr1	223899400	223915663	3	10231	13177.9089	3525.8184	792	CAPN2	CAPN8	CAPN2	792	1
1_MACS_peak_26446_lociStitched	chr7	26002099	26012327	1	10229	39389.0508	2741.104	793		MIR148A	MIR148A	793	1
2_MACS_peak_14358_lociStitched	chr19	44257283	44272108	2	10227	22022.5375	2881.98	794	C19orf61,KCNN4	IRGC,LYPD5	C19orf61	794	1
4_MACS_peak_26356_lociStitched	chr7	20226884	20241860	4	10221	10769.2416	2424.6144	795	MACC1		MACC1	795	1
2_MACS_peak_17901_lociStitched	chr20	52267697	52279127	2	10218	15952.851	2244.852	796			ZNF217	796	1
3_MACS_peak_12345_lociStitched	chr17	55553490	55565990	3	10214	10233.75	2246.25	797	MSI2		MSI2	797	1
3_MACS_peak_28954_lociStitched	chr8	131420709	131433256	3	10205	11885.7731	2237.1301	798		ASAP1	ASAP1	798	1
4_MACS_peak_28713_lociStitched	chr8	103816706	103828787	4	10204	15061.3827	1156.1517	799		AZIN1	AZIN1	799	1
2_MACS_peak_3937_lociStitched	chr10	89839003	89854654	2	10201	10038.5514	2986.2108	800			PTEN	800	1
3_MACS_peak_29712_lociStitched	chr9	92039221	92058242	3	10201	17535.4599	3463.7241	801	SEMA4D		SEMA4D	801	1
3_MACS_peak_29825_lociStitched	chr9	97620385	97639146	3	10199	17804.189	2982.999	802	C9orf3	MIR2278	MIR2278	802	1
2_MACS_peak_20690_lociStitched	chr3	156845380	156855914	2	10189	18288.0774	3080.1416	803		LOC100498859,LOC339894,CCNL1	LOC339894	803	1
4_MACS_peak_24067_lociStitched	chr5	158757934	158778287	4	10180	11527.9392	3278.8683	804		IL12B	IL12B	804	1
3_MACS_peak_28137_lociStitched	chr8	29621870	29637560	3	10176	31811.475	3197.622	805		C8orf75	C8orf75	805	1
3_MACS_peak_9563_lociStitched	chr15	58583695	58595962	3	10174	14423.5386	2593.2438	806			LIPC	806	1
2_MACS_peak_25819_lociStitched	chr6	135190415	135204247	2	10167	23377.4632	2749.8016	807			ALDH8A1	807	1
2_MACS_peak_27421_lociStitched	chr7	122821856	122834880	2	10164	18070.8	3188.2752	808	SLC13A1		SLC13A1	808	1
2_MACS_peak_26444_lociStitched	chr7	25979786	25994652	2	10159	22147.3668	2675.88	809	MIR148A		MIR148A	809	1
3_MACS_peak_14925_lociStitched	chr2	25963358	25973631	3	10150	11238.662	2073.0914	810	ASXL2		DTNB	810	1
3_MACS_peak_2237_lociStitched	chr1	184524773	184538354	3	10150	8420.22	3668.2281	811	C1orf21		C1orf21	811	1
2_MACS_peak_27659_lociStitched	chr7	142494080	142509429	2	10147	20048.8638	3851.0641	812		PRSS1,TRY6,PRSS2,EPHB6	PRSS2	812	1
3_MACS_peak_21322_lociStitched	chr4	9599077	9611293	3	10129	21204.5328	2241.636	813		MIR548I2	MIR548I2	813	1
3_MACS_peak_27263_lociStitched	chr7	106182379	106195783	3	10109	15982.9296	3424.722	814			FLJ36031	814	1
3_MACS_peak_11391_lociStitched	chr17	2294197	2305903	3	10105	23024.5314	1808.577	815	MNT	LOC284009	MNT	815	1
1_MACS_peak_4890_lociStitched	chr11	35159461	35169563	1	10103	23263.8958	3010.396	816	CD44		CD44	816	1
1_MACS_peak_9757_lociStitched	chr15	70386841	70396916	1	10076	21713.64	2016.0075	817	TLE3	MIR629	TLE3	817	1
3_MACS_peak_30032_lociStitched	chr9	116278570	116294799	3	10068	14800.848	2843.3208	818	RGS3	RGS3	RGS3	818	1
2_MACS_peak_31128_lociStitched	chrX	106915524	106929278	2	10063	19335.3732	1523.9432	819		PRPS1,TSC22D3	TSC22D3	819	1
3_MACS_peak_11722_lociStitched	chr17	21178391	21192822	3	10059	16195.9113	2529.7543	820	MAP2K3	C17orf103	MAP2K3	820	1
2_MACS_peak_5503_lociStitched	chr11	82704185	82719909	2	10055	18184.806	2783.148	821	RAB30	SNORA70E	SNORA70E	821	1
4_MACS_peak_6846_lociStitched	chr12	58134877	58150480	4	10047	13067.5125	3114.3588	822	TSPAN31,MARCH9,AGAP2,CDK4	OS9,LOC100130776,FAM119B,TSFM,AGAP2,CYP27B1,METTL1	CDK4	822	1
1_MACS_peak_17111_lociStitched	chr2	239166613	239176656	1	10044	8501.3995	1232.2761	823	PER2	LOC643387,LOC151174,HES6	HES6	823	1
4_MACS_peak_5201_lociStitched	chr11	65306798	65326893	4	10043	11922.3635	2998.174	824	LTBP3	MALAT1,SCYL1,SSSCA1,FAM89B,EHBP1L1,KCNK7	LTBP3	824	1
3_MACS_peak_7314_lociStitched	chr12	106529234	106543946	3	10035	14154.4152	2333.3232	825	NUAK1		NUAK1	825	1
2_MACS_peak_21077_lociStitched	chr3	191007491	191020301	2	10030	12387.27	2708.034	826	UTS2D	CCDC50	CCDC50	826	1
2_MACS_peak_11130_lociStitched	chr16	71875696	71889038	2	10018	17879.6142	2708.426	827	ATXN1L	KIAA0174,AP1G1,ZNF821	ATXN1L	827	1
3_MACS_peak_1769_lociStitched	chr1	154942139	154957757	3	10011	22101.0318	4530.7818	828	CKS1B,MIR4258,FLAD1,SHC1	LENEP,ZBTB7B,DCST1,PMVK,PBXIP1,PYGO2,DCST2	MIR4258	828	1
2_MACS_peak_25510_lociStitched	chr6	106037817	106053552	2	9998	11577.813	2523.894	829			PREP	829	1
2_MACS_peak_22694_lociStitched	chr5	1334958	1346302	2	9988	19947.2896	2336.864	830	CLPTM1L	TERT	CLPTM1L	830	1
2_MACS_peak_6983_lociStitched	chr12	72078952	72089266	2	9981	12307.6962	1792.5732	831	TMEM19	THAP2,ZFC3H1	TMEM19	831	1
3_MACS_peak_3244_lociStitched	chr10	17060264	17072606	3	9979	12409.881	1817.9766	832	CUBN		CUBN	832	1
3_MACS_peak_13061_lociStitched	chr18	24028244	24043503	3	9977	14277.8463	2523.8386	833	KCTD1		KCTD1	833	1
3_MACS_peak_29796_lociStitched	chr9	95819915	95835853	3	9960	15104.4426	2698.3034	834	SUSD3	C9orf89	SUSD3	834	1
4_MACS_peak_22575_lociStitched	chr4	185366669	185381179	4	9944	13317.278	2701.762	835	IRF2		IRF2	835	1
2_MACS_peak_18901_lociStitched	chr22	39539618	39549832	2	9942	14267.9366	1973.3448	836	CBX7	APOBEC3H	CBX7	836	1
2_MACS_peak_13333_lociStitched	chr18	56315421	56328263	2	9941	16302.919	2479.7902	837		MALT1,ALPK2	MALT1	837	1
3_MACS_peak_24532_lociStitched	chr6	15244570	15257706	3	9939	11166.9136	2174.008	838	JARID2		JARID2	838	1
2_MACS_peak_12676_lociStitched	chr17	75229033	75244250	2	9939	21471.187	2529.0654	839		SEC14L1,SEPT9	SEPT9	839	1
2_MACS_peak_2521_lociStitched	chr1	206938549	206948578	2	9933	9667.956	2379.8817	840	IL10	IL19	IL10	840	1
3_MACS_peak_16758_lociStitched	chr2	204750120	204764793	3	9918	11092.788	2142.258	841		CTLA4,ICOS	CTLA4	841	1
3_MACS_peak_18652_lociStitched	chr22	27053046	27071314	3	9917	16375.4352	3675.5216	842	MIAT	CRYBA4,CRYBB1	MIAT	842	1
2_MACS_peak_22788_lociStitched	chr5	14593137	14604861	2	9892	9790.7124	2122.044	843	FAM105A		FAM105A	843	1
2_MACS_peak_3461_lociStitched	chr10	44502202	44513679	2	9889	15672.9912	1881.0803	844			LOC283033	844	1
3_MACS_peak_5833_lociStitched	chr11	118964371	118980074	3	9886	16029.6224	2988.2809	845	C2CD2L,H2AFX,DPAGT1	VPS11,HMBS,HINFP,ABCG4,HYOU1	DPAGT1	845	1
2_MACS_peak_2445_lociStitched	chr1	203722010	203736553	2	9884	27140.1466	3685.1962	846	LAX1	SNORA77,ZC3H11A,ZBED6	LAX1	846	1
3_MACS_peak_13158_lociStitched	chr18	42485513	42501842	3	9883	13419.1722	2744.9049	847	SETBP1	MIR4319	MIR4319	847	1
2_MACS_peak_26731_lociStitched	chr7	52774356	52788550	2	9873	12797.3104	2032.5808	848			POM121L12	848	1
3_MACS_peak_11848_lociStitched	chr17	31312767	31326249	3	9872	10015.7778	2012.8626	849	SPACA3		SPACA3	849	1
2_MACS_peak_12323_lociStitched	chr17	54856214	54867000	2	9866	11047.0212	1884.3142	850		DGKE,C17orf67	C17orf67	850	1
3_MACS_peak_9239_lociStitched	chr15	34619326	34635845	3	9866	13344.0482	2572.0083	851	SLC12A6,NOP10	C15orf55,SLC12A6,LPCAT4,MIR1233-1,GOLGA8A	SLC12A6	851	1
3_MACS_peak_8754_lociStitched	chr14	75714362	75727158	3	9864	13431.9612	1503.53	852		FOS	FOS	852	1
5_MACS_peak_1037_lociStitched	chr1	66896491	66912781	5	9860	15149.7	2731.833	853			SGIP1	853	1
2_MACS_peak_24708_lociStitched	chr6	27774424	27784291	2	9858	17162.6598	2051.3493	854	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2BL,HIST1H2AJ	HIST1H4J,HIST1H2BN,HIST1H2AL,HIST1H4K,HIST1H2AK	HIST1H3H	854	1
2_MACS_peak_25045_lociStitched	chr6	43671610	43685925	2	9857	14791.6895	2436.413	855		MRPS18A	MRPS18A	855	1
2_MACS_peak_19374_lociStitched	chr3	23838622	23854709	2	9828	14652.0396	2586.7896	856	UBE2E1		UBE2E1	856	1
3_MACS_peak_18543_lociStitched	chr22	22510868	22524062	3	9825	18479.5164	2541.1644	857			VPREB1	857	1
4_MACS_peak_2893_lociStitched	chr1	234622611	234641883	4	9825	14428.9464	4461.468	858		TARBP1	TARBP1	858	1
2_MACS_peak_5196_lociStitched	chr11	65236057	65246513	2	9824	26164.0488	2115.2488	859		NEAT1,MIR612,MALAT1,SCYL1	MALAT1	859	1
4_MACS_peak_12162_lociStitched	chr17	45265217	45284869	4	9811	16446.7588	3460.7172	860	CDC27	MYL4,ITGB3	CDC27	860	1
2_MACS_peak_16952_lociStitched	chr2	227655231	227666735	2	9807	12952.3536	1878.6032	861	IRS1	RHBDD1	IRS1	861	1
4_MACS_peak_15614_lociStitched	chr2	85150923	85170633	4	9799	14134.041	3526.119	862		TMSB10,KCMF1,C2orf89	TMSB10	862	1
2_MACS_peak_27279_lociStitched	chr7	106503821	106513796	2	9795	16680.195	3066.315	863	PIK3CG		PIK3CG	863	1
5_MACS_peak_12050_lociStitched	chr17	40330025	40351623	5	9795	11101.372	3440.5614	864	KCNH4,HCRT,GHDC,STAT5B	RAB5C	HCRT	864	1
2_MACS_peak_6018_lociStitched	chr11	132218455	132231679	2	9793	20784.1608	2487.4344	865			NTM	865	1
2_MACS_peak_2208_lociStitched	chr1	183438600	183451395	2	9792	23565.831	3647.8545	866	SMG7		SMG7	866	1
2_MACS_peak_541_lociStitched	chr1	33445087	33460009	2	9790	12673.2546	2438.2548	867		RNF19B,AK2	RNF19B	867	1
2_MACS_peak_18210_lociStitched	chr21	34600668	34613220	2	9788	18295.7952	3527.112	868	IFNAR2	IL10RB	IFNAR2	868	1
2_MACS_peak_16963_lociStitched	chr2	228270218	228281960	2	9786	17632.9614	1998.4884	869		TM4SF20	TM4SF20	869	1
4_MACS_peak_4498_lociStitched	chr11	788738	811115	4	9780	16270.3167	3067.8867	870	RPLP2,CEND1,SLC25A22,LRDD	TALDO1,SNORA52,PNPLA2,EFCAB4A,CD151,TSPAN4,PDDC1,POLR2L	SLC25A22	870	1
3_MACS_peak_17062_lociStitched	chr2	235390504	235405789	3	9778	11018.9565	1533.0855	871	ARL4C		ARL4C	871	1
4_MACS_peak_25350_lociStitched	chr6	86158788	86176536	4	9755	11802.42	2807.7336	872	NT5E		NT5E	872	1
3_MACS_peak_26536_lociStitched	chr7	35061880	35078101	3	9744	18370.2825	2574.2727	873	DPY19L1		DPY19L1	873	1
2_MACS_peak_18042_lociStitched	chr20	62357924	62370985	2	9743	15089.3733	2456.7741	874	ZGPAT,LIME1	TNFRSF6B,SLC2A4RG,ARFRP1	LIME1	874	1
3_MACS_peak_20945_lociStitched	chr3	182098907	182113437	3	9740	11490.324	3346.259	875			ATP11B	875	1
2_MACS_peak_2545_lociStitched	chr1	207994614	208006298	2	9739	25772.5672	3604.514	876	LOC148696	MIR29C,MIR29B2	LOC148696	876	1
2_MACS_peak_27624_lociStitched	chr7	141013654	141028937	2	9736	14071.0581	3573.1654	877	LOC100131199		AGK	877	1
4_MACS_peak_29117_lociStitched	chr8	146010398	146031104	4	9735	12423.6	3360.5838	878	ZNF517,ZNF34,RPL8	ZNF7,ZNF251,COMMD5	RPL8	878	1
1_MACS_peak_16458_lociStitched	chr2	175454752	175464465	1	9714	25372.2986	2284.4976	879	WIPF1		WIPF1	879	1
4_MACS_peak_13862_lociStitched	chr19	12991278	13012107	4	9704	13403.4615	3345.1374	880	GCDH,DNASE2,KLF1,SYCE2	MAST1,CALR,RAD23A,RTBDN,FARSA	GCDH	880	1
2_MACS_peak_22071_lociStitched	chr4	108950332	108960422	2	9693	15129.955	1930.217	881	HADH		HADH	881	1
2_MACS_peak_30085_lociStitched	chr9	123340753	123350466	2	9692	18165.2526	1962.9973	882	CDK5RAP2		CDK5RAP2	882	1
1_MACS_peak_25078_lociStitched	chr6	45386600	45396284	1	9685	27280.7964	1680.174	883	RUNX2	SUPT3H	RUNX2	883	1
3_MACS_peak_19258_lociStitched	chr3	12681081	12691778	3	9682	12228.8104	2054.8937	884	RAF1		RAF1	884	1
2_MACS_peak_17810_lociStitched	chr20	46442981	46458157	2	9679	10938.8608	2238.46	885		SULF2	SULF2	885	1
2_MACS_peak_18491_lociStitched	chr22	19405587	19421204	2	9674	20120.9428	3078.1107	886	MRPL40,HIRA	CDC45,C22orf39,UFD1L	HIRA	886	1
3_MACS_peak_27598_lociStitched	chr7	139465429	139479023	3	9670	16326.394	3247.6066	887	TBXAS1,HIPK2	TBXAS1	HIPK2	887	1
4_MACS_peak_9580_lociStitched	chr15	59266444	59281137	4	9670	13773.2182	2563.9285	888	RNF111	SLTM	RNF111	888	1
2_MACS_peak_8480_lociStitched	chr14	50465234	50476800	2	9669	23335.5616	1268.7902	889	C14orf182		C14orf182	889	1
2_MACS_peak_20256_lociStitched	chr3	119348956	119363066	2	9669	20164.601	2717.586	890	POPDC2	PLA1A,COX17	POPDC2	890	1
3_MACS_peak_1387_lociStitched	chr1	112134854	112148149	3	9668	9916.7405	1405.2815	891	LOC100129269	RAP1A,ADORA3	LOC100129269	891	1
2_MACS_peak_15483_lociStitched	chr2	70309917	70323404	2	9668	34977.1858	2861.9414	892	PCBP1,LOC400960	LOC100133985	PCBP1	892	1
3_MACS_peak_752_lociStitched	chr1	44289581	44305502	3	9660	15694.9218	3208.0815	893	ST3GAL3		ARTN	893	1
1_MACS_peak_10096_lociStitched	chr15	90637135	90646783	1	9649	36468.4752	2668.6368	894	IDH2		IDH2	894	1
2_MACS_peak_4954_lociStitched	chr11	45837760	45849158	2	9644	16447.314	2520.0978	895		DKFZp779M0652,SLC35C1,CRY2	SLC35C1	895	1
4_MACS_peak_28851_lociStitched	chr8	124546185	124560830	4	9637	12761.653	2124.9895	896	FBXO32	FBXO32	FBXO32	896	1
3_MACS_peak_18215_lociStitched	chr21	34665046	34683967	3	9635	12120.7926	4525.9032	897	IL10RB	IFNAR1	IFNAR1	897	1
2_MACS_peak_2897_lociStitched	chr1	234652059	234661689	2	9629	21274.596	2999.745	898		TARBP1	TARBP1	898	1
2_MACS_peak_2604_lociStitched	chr1	211743132	211756524	2	9629	15341.8752	3709.584	899	SLC30A1		SLC30A1	899	1
1_MACS_peak_28069_lociStitched	chr8	26427886	26437511	1	9626	25986.5375	2322.5125	900	DPYSL2		DPYSL2	900	1
1_MACS_peak_22034_lociStitched	chr4	105407595	105417218	1	9624	14604.8271	1976.5642	901	CXXC4		CXXC4	901	1
2_MACS_peak_12513_lociStitched	chr17	66229832	66245320	2	9623	27517.5296	2984.5376	902	AMZ2	LOC440461,ARSG,SLC16A6	AMZ2	902	1
3_MACS_peak_6856_lociStitched	chr12	58281417	58299664	3	9622	12752.8283	3038.1255	903		XRCC6BP1,CTDSP2	XRCC6BP1	903	1
3_MACS_peak_12821_lociStitched	chr17	80405647	80424144	3	9614	24120.088	3327.6103	904	NARF,C17orf62	HEXDC,C17orf101	NARF	904	1
1_MACS_peak_6690_lociStitched	chr12	51311753	51321361	1	9609	11015.572	1982.1304	905	METTL7A	HIGD1C	METTL7A	905	1
1_MACS_peak_4034_lociStitched	chr10	97048736	97058337	1	9602	16558.8447	1920.2	906	PDLIM1		PDLIM1	906	1
3_MACS_peak_14514_lociStitched	chr19	49989668	50005630	3	9599	16247.7198	2983.2978	907	RPL13AP5,RPL13A,SNORD32A,SNORD33,SNORD35A,SNORD34,RPS11,SNORD35B,MIR150	ALDH16A1,FLT3LG,FCGRT,RCN3,SLC17A7,PIH1D1	RPS11	907	1
3_MACS_peak_24710_lociStitched	chr6	27790975	27808094	3	9597	27840.6297	2887.9753	908	HIST1H4J,HIST1H2BN,HIST1H4K,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H4K	908	1
3_MACS_peak_27176_lociStitched	chr7	101624335	101640864	3	9582	11168.6453	2251.2498	909	CUX1		CUX1	909	1
2_MACS_peak_11416_lociStitched	chr17	3813072	3822847	2	9580	29648.5525	2167.1175	910	P2RX1	CAMKK1,ATP2A3	P2RX1	910	1
2_MACS_peak_31204_lociStitched	chrX	119434572	119445562	2	9577	11952.724	1171.534	911	FAM70A	ZBTB33	FAM70A	911	1
4_MACS_peak_12278_lociStitched	chr17	49020694	49038613	4	9575	16128.8919	2764.9017	912			TOB1	912	1
2_MACS_peak_20423_lociStitched	chr3	129890212	129900774	2	9573	19398.1692	2244.425	913		COL6A4P2	COL6A4P2	913	1
3_MACS_peak_21268_lociStitched	chr4	5705354	5715709	3	9568	14053.806	1743.782	914	EVC,EVC2		EVC2	914	1
1_MACS_peak_1919_lociStitched	chr1	160675884	160685445	1	9562	19884.9678	3443.8722	915	CD48	SLAMF7	CD48	915	1
4_MACS_peak_415_lociStitched	chr1	27152216	27167316	4	9561	11719.11	2775.38	916	ZDHHC18	PIGV,SFN,GPN2	ZDHHC18	916	1
1_MACS_peak_20361_lociStitched	chr3	126627519	126637078	1	9560	17468.1166	1837.2398	917	CHCHD6		PLXNA1	917	1
2_MACS_peak_24905_lociStitched	chr6	35264433	35280116	2	9558	14458.1577	2630.0391	918	DEF6	ZNF76,PPARD	DEF6	918	1
3_MACS_peak_706_lociStitched	chr1	42257210	42276587	3	9551	11781.216	3115.8216	919	HIVEP3		HIVEP3	919	1
3_MACS_peak_30053_lociStitched	chr9	117369057	117380219	3	9549	15178.0876	2110.7342	920	C9orf91	ATP6V1G1	C9orf91	920	1
3_MACS_peak_15461_lociStitched	chr2	68989157	69003853	3	9549	14262.468	2758.4392	921	ARHGAP25		ARHGAP25	921	1
2_MACS_peak_11859_lociStitched	chr17	32760644	32775633	2	9542	9428.081	2357.7697	922			CCL1	922	1
2_MACS_peak_11172_lociStitched	chr16	78795089	78804963	2	9541	10204.779	1072.3164	923	WWOX		WWOX	923	1
3_MACS_peak_28877_lociStitched	chr8	126161756	126179993	3	9527	10887.489	2668.0731	924	NSMCE2		NSMCE2	924	1
1_MACS_peak_22693_lociStitched	chr5	1311093	1320612	1	9520	46662.138	2837.6139	925	CLPTM1L	TERT	TERT	925	1
2_MACS_peak_11181_lociStitched	chr16	79631192	79640786	2	9512	11908.0728	908.5518	926	MAF		MAF	926	1
2_MACS_peak_10218_lociStitched	chr15	101737724	101751622	2	9512	20493.9908	2309.8476	927	CHSY1		CHSY1	927	1
5_MACS_peak_10342_lociStitched	chr16	3199505	3225051	5	9509	13097.4342	3645.4142	928		ZNF205,ZNF213,OR1F1,OR1F2P,MGC3771	ZNF213	928	1
3_MACS_peak_14520_lociStitched	chr19	50166252	50182518	3	9507	20459.3748	2771.7264	929	BCL2L12,PRMT1,IRF3	SCAF1,C19orf76,CPT1C,RRAS	IRF3	929	1
2_MACS_peak_21361_lociStitched	chr4	12695203	12705376	2	9505	11056.0164	1654.1298	930			HSP90AB2P	930	1
3_MACS_peak_16230_lociStitched	chr2	150733227	150753984	3	9500	12520.6224	3103.1715	931			MMADHC	931	1
3_MACS_peak_23789_lociStitched	chr5	138738305	138752999	3	9494	23363.46	3038.7192	932	SPATA24,DNAJC18	SLC23A1,MZB1,LOC389333	SPATA24	932	1
3_MACS_peak_16277_lociStitched	chr2	157187920	157207882	3	9492	25493.4702	3287.7414	933	NR4A2		NR4A2	933	1
2_MACS_peak_31251_lociStitched	chrX	129298781	129311413	2	9483	11593.6496	1428.6792	934	RAB33A,AIFM1	AIFM1	RAB33A	934	1
4_MACS_peak_6268_lociStitched	chr12	12949459	12967217	4	9483	14529.5956	2887.4508	935	DDX47	MIR613,APOLD1	DDX47	935	1
3_MACS_peak_1418_lociStitched	chr1	115236669	115251208	3	9482	10453.541	1372.4816	936	AMPD1,NRAS	DENND2C,CSDE1	AMPD1	936	1
3_MACS_peak_13937_lociStitched	chr19	16180343	16198210	3	9476	26071.5264	3208.9132	937	TPM4	FLJ25328,RAB8A,HSH2D	TPM4	937	1
2_MACS_peak_27556_lociStitched	chr7	134842572	134857493	2	9472	20681.9981	3825.7444	938	TMEM140,C7orf49	WDR91	C7orf49	938	1
2_MACS_peak_12607_lociStitched	chr17	73628542	73644263	2	9470	22484.1742	2524.7926	939	LOC643008,LOC100130933,RECQL5	MYO15B,SAP30BP,RECQL5	LOC643008	939	1
3_MACS_peak_20542_lociStitched	chr3	141205790	141219453	3	9466	16802.7574	2561.8125	940	RASA2		RASA2	940	1
3_MACS_peak_15868_lociStitched	chr2	109383183	109404127	3	9461	11169.4352	2697.5872	941	RANBP2,CCDC138		CCDC138	941	1
1_MACS_peak_21705_lociStitched	chr4	69434542	69444001	1	9460	18274.788	1835.046	942		UGT2B15,UGT2B17	UGT2B17	942	1
3_MACS_peak_1514_lociStitched	chr1	143991759	144002388	3	9457	12455.0622	2902.7799	943	SRGAP2P2		SRGAP2P2	943	1
4_MACS_peak_26864_lociStitched	chr7	73255900	73270780	4	9451	11987.328	2462.64	944	WBSCR27	CLDN4,WBSCR28	WBSCR27	944	1
2_MACS_peak_8709_lociStitched	chr14	72980292	72990343	2	9450	12546.6633	1219.1863	945	RGS6		DPF3	945	1
2_MACS_peak_23657_lociStitched	chr5	130708933	130718862	2	9448	16052.2143	2046.3669	946	CDC42SE2		CDC42SE2	946	1
2_MACS_peak_8025_lociStitched	chr13	77898954	77914760	2	9445	21274.876	2843.4994	947	MYCBP2		MYCBP2	947	1
2_MACS_peak_9846_lociStitched	chr15	75396416	75407736	2	9441	9618.604	2194.948	948			PPCDC	948	1
3_MACS_peak_18218_lociStitched	chr21	34696119	34712695	3	9430	24757.9136	4372.7488	949	IFNAR1		IFNAR1	949	1
