REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X01_0EWN_0229Kronos_MM1S.No.Treatment.1_H3K18Ac_hs.dm_i02.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
2_MACS_peak_5503_lociStitched	chr11	82704185	82719909	2	10055	18184.806	2783.148	815	RAB30	SNORA70E	SNORA70E	NONE	NONE	815	1
3_MACS_peak_18543_lociStitched	chr22	22510868	22524062	3	9825	18479.5164	2541.1644	827			VPREB1	VPREB1	0.0723	827	1
2_MACS_peak_11130_lociStitched	chr16	71875696	71889038	2	10018	17879.6142	2708.426	828	ATXN1L	KIAA0174,AP1G1,ZNF821	ATXN1L	ATXN1L	0.38059999999999994	828	1
1_MACS_peak_3608_lociStitched	chr10	63656317	63665515	1	9199	19954.1412	2000.565	834	ARID5B		ARID5B	ARID5B	0.27290000000000003	834	1
2_MACS_peak_30085_lociStitched	chr9	123340753	123350466	2	9692	18165.2526	1962.9973	835	CDK5RAP2		CDK5RAP2	CDK5RAP2	0.05650000000000001	835	1
2_MACS_peak_27556_lociStitched	chr7	134842572	134857493	2	9472	20681.9981	3825.7444	840	TMEM140,C7orf49	WDR91	C7orf49	C7orf49	0.9560000000000001	840	1
3_MACS_peak_26536_lociStitched	chr7	35061880	35078101	3	9744	18370.2825	2574.2727	846	DPY19L1		DPY19L1	DPY19L1	0.1141	846	1
1_MACS_peak_1919_lociStitched	chr1	160675884	160685445	1	9562	19884.9678	3443.8722	847	CD48	SLAMF7	CD48	CD48	0.6242	847	1
2_MACS_peak_16963_lociStitched	chr2	228270218	228281960	2	9786	17632.9614	1998.4884	848		TM4SF20	TM4SF20	NONE	NONE	848	1
1_MACS_peak_18589_lociStitched	chr22	23517341	23526269	1	8929	20530.8288	2235.5712	854	BCR	RAB36,RTDR1	BCR	RAB36	0.8248	854	1
1_MACS_peak_21705_lociStitched	chr4	69434542	69444001	1	9460	18274.788	1835.046	861		UGT2B15,UGT2B17	UGT2B17	UGT2B17	0.1363	861	1
2_MACS_peak_13952_lociStitched	chr19	16474923	16484669	2	9135	19400.3876	1933.6064	862	EPS15L1	KLF2	KLF2	KLF2	1.5581	862	1
3_MACS_peak_6120_lociStitched	chr12	6464735	6478338	3	9331	19161.1858	2545.1213	870	SCNN1A	PLEKHG6,LTBR,TNFRSF1A	SCNN1A	SCNN1A	0.5157999999999999	870	1
3_MACS_peak_14524_lociStitched	chr19	50311672	50322560	3	9145	19362.1304	2161.268	872	MED25,FUZ	AP2A1,PTOV1,TSKS,PNKP	FUZ	FUZ	0.9099	872	1
2_MACS_peak_31130_lociStitched	chrX	106952960	106962598	2	9174	17981.6166	903.0806	874	TSC22D3		TSC22D3	TSC22D3	1.3432	874	1
1_MACS_peak_20361_lociStitched	chr3	126627519	126637078	1	9560	17468.1166	1837.2398	882	CHCHD6		PLXNA1	PLXNA1	NONE	882	1
1_MACS_peak_11985_lociStitched	chr17	38015847	38025092	1	9246	18440.077	1983.977	886	ZPBP2,IKZF3	GSDMB	IKZF3	IKZF3	0.4636	886	1
2_MACS_peak_27260_lociStitched	chr7	105982638	105991822	2	9132	19171.6	2340.0832	887			NAMPT	NAMPT	NONE	887	1
2_MACS_peak_3066_lociStitched	chr10	3798448	3808545	2	9381	17643.4978	1831.5958	890		KLF6	KLF6	KLF6	1.1221999999999999	890	1
1_MACS_peak_27052_lociStitched	chr7	92437095	92445975	1	8881	19279.368	1975.8	896	CDK6		CDK6	CDK6	0.23349999999999999	896	1
3_MACS_peak_17439_lociStitched	chr20	23329818	23344717	3	9188	18939.6088	2635.6331	897	NXT1	GZF1	NXT1	NXT1	0.666	897	1
2_MACS_peak_3949_lociStitched	chr10	90143385	90152771	2	9079	18240.7524	1918.4984	907	RNLS		RNLS	RNLS	0.08249999999999999	907	1
1_MACS_peak_26544_lociStitched	chr7	35763109	35772065	1	8957	18785.21	2261.39	915		HERPUD2	HERPUD2	HERPUD2	0.0766	915	1
3_MACS_peak_20399_lociStitched	chr3	128900379	128916347	3	9041	18451.024	2396.7968	930	CNBP	ISY1	CNBP	CNBP	0.4902000000000001	930	1
1_MACS_peak_20609_lociStitched	chr3	150314215	150323267	1	9053	17847.8284	1895.4888	932	SELT	EIF2A,SERP1	SELT	SERP1	0.4472999999999999	932	1
2_MACS_peak_2761_lociStitched	chr1	226062450	226071726	2	9023	18426.774	2822.6868	951	TMEM63A	EPHX1,LEFTY1,PYCR2	TMEM63A	LEFTY1	0.601	951	1
3_MACS_peak_22233_lociStitched	chr4	129723806	129741390	3	9096	17891.72	2709.6944	962	PHF17		PHF17	PHF17	0.19629999999999997	962	1
