REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	EJM.jin.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
3_MACS_peak_6874_lociStitched	chr12	123416039	123420461	3	3913	10834.3422	797	1	ABCB9	OGFOD2,ARL6IP4,VPS37B	ABCB9	797	1
1_MACS_peak_22113_lociStitched	chr5	32171731	32175642	1	3912	18895.6054	798	1	GOLPH3		GOLPH3	798	1
3_MACS_peak_17905_lociStitched	chr21	29458973	29463210	3	3912	7309.2487	799	1			C21orf94	799	1
3_MACS_peak_8904_lociStitched	chr15	52670209	52674173	3	3908	9724.0884	800	1	MYO5A		MYO5C	800	1
3_MACS_peak_6187_lociStitched	chr12	57913145	57917268	3	3906	13590.6449	801	1	MBD6,DDIT3	MARS,KIF5A,ARHGAP9,DCTN2	DDIT3	801	1
3_MACS_peak_12791_lociStitched	chr18	48720915	48725156	3	3904	13735.3267	802	1	MEX3C		MEX3C	802	1
2_MACS_peak_22206_lociStitched	chr5	42991307	42995264	2	3901	17392.9935	803	1		LOC153684,LOC648987,C5orf39	LOC648987	803	1
5_MACS_peak_21582_lociStitched	chr4	143391551	143396847	5	3899	11234.4048	804	1	INPP4B		INPP4B	804	1
2_MACS_peak_23336_lociStitched	chr5	162929804	162933788	2	3895	9497.0592	805	1	MAT2B	HMMR,NUDCD2	MAT2B	805	1
2_MACS_peak_18583_lociStitched	chr22	37765154	37769338	2	3893	15147.3352	806	1	ELFN2		ELFN2	806	1
2_MACS_peak_16432_lociStitched	chr2	182169786	182173848	2	3890	10009.9866	807	1			ITGA4	807	1
5_MACS_peak_4022_lociStitched	chr10	132155446	132159998	5	3889	7856.2968	808	1			GLRX3	808	1
2_MACS_peak_4768_lociStitched	chr11	66884945	66889025	2	3883	11206.128	809	1	KDM2A		KDM2A	809	1
1_MACS_peak_13780_lociStitched	chr19	19771431	19775312	1	3882	21350.1572	810	1	ATP13A1	ZNF101,PBX4,LPAR2,GMIP	ATP13A1	810	1
3_MACS_peak_19259_lociStitched	chr3	45634891	45638987	3	3882	9634.6112	811	1	LIMD1		LIMD1	811	1
2_MACS_peak_17751_lociStitched	chr20	60912151	60916087	2	3881	9803.3952	812	1	LAMA5	ADRM1,RPS21	LAMA5	812	1
1_MACS_peak_6130_lociStitched	chr12	56509422	56513300	1	3879	16454.354	813	1	RPL41,ZC3H10	ERBB3,PA2G4,ESYT1,MYL6B,MYL6	ZC3H10	813	1
2_MACS_peak_9957_lociStitched	chr16	22200577	22204697	2	3879	13720.424	814	1		EEF2K	EEF2K	814	1
3_MACS_peak_4852_lociStitched	chr11	68038100	68042116	3	3877	11139.5808	815	1	C11orf24	LRP5	C11orf24	815	1
4_MACS_peak_16838_lociStitched	chr2	227662488	227666468	4	3876	8324.966	816	1	IRS1	RHBDD1	IRS1	816	1
2_MACS_peak_30067_lociStitched	chrX	123092885	123096949	2	3876	13493.2928	817	1	STAG2		STAG2	817	1
2_MACS_peak_7518_lociStitched	chr14	19913206	19917156	2	3873	12520.315	818	1			POTEM	818	1
4_MACS_peak_11430_lociStitched	chr17	38081162	38085145	4	3873	9475.9553	819	1	ORMDL3	LOC728129,GSDMA,GSDMB	ORMDL3	819	1
2_MACS_peak_23732_lociStitched	chr6	9387594	9391497	2	3872	10068.9594	820	1			HULC	820	1
4_MACS_peak_18195_lociStitched	chr22	17697142	17701372	4	3872	9792.027	821	1		CECR1	CECR1	821	1
1_MACS_peak_8334_lociStitched	chr14	95968092	95971962	1	3871	19760.994	822	1		GLRX5,C14orf49,SCARNA13,SNHG10	C14orf49	822	1
3_MACS_peak_5961_lociStitched	chr12	48210613	48214515	3	3871	8068.5556	823	1	HDAC7	SLC48A1	HDAC7	823	1
4_MACS_peak_11220_lociStitched	chr17	29636725	29640775	4	3871	7692.975	824	1	NF1,EVI2B	OMG,EVI2A	EVI2B	824	1
3_MACS_peak_7810_lociStitched	chr14	50466645	50470816	3	3870	11647.9346	825	1	C14orf182		C14orf182	825	1
4_MACS_peak_15872_lociStitched	chr2	111876952	111880999	4	3868	12751.2876	826	1	BCL2L11		BCL2L11	826	1
2_MACS_peak_17898_lociStitched	chr21	28215273	28219164	2	3866	8809.6131	827	1	ADAMTS1		ADAMTS1	827	1
2_MACS_peak_28650_lociStitched	chr9	86319861	86323754	2	3866	16806.4703	828	1	UBQLN1		UBQLN1	828	1
1_MACS_peak_26817_lociStitched	chr7	150101361	150105225	1	3865	22233.8424	829	1	LOC728743	REPIN1,ZNF775,LOC285972,GIMAP8	LOC728743	829	1
1_MACS_peak_10791_lociStitched	chr17	3816666	3820528	1	3863	9783.9908	830	1	P2RX1	CAMKK1,ATP2A3	P2RX1	830	1
2_MACS_peak_16217_lociStitched	chr2	158324098	158328086	2	3862	8973	831	1		CYTIP	CYTIP	831	1
2_MACS_peak_2065_lociStitched	chr1	161144620	161148821	2	3862	12859.261	832	1	B4GALT3	UFC1,USP21,PPOX,NDUFS2,FCER1G,TOMM40L,DEDD,ADAMTS4,APOA2	B4GALT3	832	1
1_MACS_peak_23559_lociStitched	chr5	179245083	179248941	1	3859	23556.1764	833	1	SQSTM1	LTC4S,MIR1229,MGAT4B,C5orf45	SQSTM1	833	1
1_MACS_peak_4900_lociStitched	chr11	71419157	71423012	1	3856	12322.5075	834	1			FAM86C	834	1
4_MACS_peak_13590_lociStitched	chr19	16252043	16256426	4	3855	12176.8506	835	1	HSH2D	RAB8A,FAM32A,CIB3	HSH2D	835	1
3_MACS_peak_2142_lociStitched	chr1	167596514	167600604	3	3853	10717.027	836	1	RCSD1		RCSD1	836	1
3_MACS_peak_19850_lociStitched	chr3	121710820	121715102	3	3849	10145.7708	837	1	ILDR1		ILDR1	837	1
3_MACS_peak_81_lociStitched	chr1	2477034	2480960	3	3847	12863.539	838	1		TNFRSF14,C1orf93,PANK4,HES5,LOC115110	LOC115110	838	1
1_MACS_peak_20986_lociStitched	chr4	40056994	40060837	1	3844	14268.6747	839	1	N4BP2,LOC344967		LOC344967	839	1
2_MACS_peak_14944_lociStitched	chr2	25641838	25645743	2	3844	9238.0585	840	1	DTNB		DNMT3A	840	1
1_MACS_peak_9941_lociStitched	chr16	21517053	21520892	1	3840	12794.6192	841	1		LOC100271836,SLC7A5P2	LOC100271836	841	1
4_MACS_peak_21144_lociStitched	chr4	74454495	74459235	4	3839	9104.592	842	1	RASSF6		RASSF6	842	1
3_MACS_peak_28721_lociStitched	chr9	93670846	93674730	3	3836	8046.4828	843	1			SYK	843	1
4_MACS_peak_27510_lociStitched	chr8	86100111	86104430	4	3833	9210.2675	844	1	E2F5	C8orf59	E2F5	844	1
1_MACS_peak_3654_lociStitched	chr10	94350305	94354134	1	3830	11349.5389	845	1	KIF11	IDE	KIF11	845	1
3_MACS_peak_1768_lociStitched	chr1	150549254	150553192	3	3830	11829.3582	846	1	MCL1	ADAMTSL4,MIR4257,ENSA	MCL1	846	1
4_MACS_peak_13105_lociStitched	chr19	2607581	2611827	4	3830	10624.7658	847	1	GNG7		GNG7	847	1
1_MACS_peak_26483_lociStitched	chr7	113724422	113728250	1	3829	14187.3336	848	1	FOXP2		FOXP2	848	1
3_MACS_peak_19709_lociStitched	chr3	101495705	101500131	3	3823	11951.5278	849	1	FAM55C	NFKBIZ	FAM55C	849	1
3_MACS_peak_12285_lociStitched	chr17	76723484	76727457	3	3819	7762.4474	850	1	CYTH1		CYTH1	850	1
3_MACS_peak_24397_lociStitched	chr6	42712740	42716839	3	3818	13877.5744	851	1	TBCC	LOC442211,PRPH2	TBCC	851	1
3_MACS_peak_21993_lociStitched	chr5	14211783	14215635	3	3813	7766.0172	852	1	TRIO		TRIO	852	1
3_MACS_peak_24182_lociStitched	chr6	32094909	32098833	3	3813	11845.7712	853	1	ATF6B,FKBPL	PPT2,EGFL8,RNF5,RNF5P1,TNXB,PRRT1,LOC100507547,AGPAT1	ATF6B	853	1
3_MACS_peak_16355_lociStitched	chr2	174827114	174831248	3	3811	16078.3662	854	1	SP3		SP3	854	1
1_MACS_peak_7512_lociStitched	chr14	19657599	19661406	1	3808	13299.7545	855	1			POTEG	855	1
2_MACS_peak_15151_lociStitched	chr2	39345766	39349662	2	3808	13386.656	856	1	SOS1		SOS1	856	1
3_MACS_peak_20622_lociStitched	chr3	197460701	197464651	3	3806	10123.06	857	1	KIAA0226	FYTTD1	KIAA0226	857	1
1_MACS_peak_25793_lociStitched	chr7	39987899	39991701	1	3803	12017.3616	858	1	CDK13		CDK13	858	1
1_MACS_peak_22210_lociStitched	chr5	43017143	43020945	1	3803	14980.6404	859	1	LOC648987	LOC153684,C5orf39,LOC100132356	LOC648987	859	1
2_MACS_peak_5266_lociStitched	chr11	118689520	118693412	2	3800	13431.6812	860	1		DDX6	DDX6	860	1
2_MACS_peak_8268_lociStitched	chr14	92571904	92575938	2	3800	14863.273	861	1	ATXN3	CPSF2,NDUFB1	ATXN3	861	1
1_MACS_peak_17707_lociStitched	chr20	56241943	56245739	1	3797	10586.2848	862	1	PMEPA1	ZBP1	PMEPA1	862	1
2_MACS_peak_4568_lociStitched	chr11	62492686	62496675	2	3797	12308.0595	863	1	TTC9C,HNRNPUL2	GNG3,POLR2G,TAF6L,UBXN1,LRRN4CL,BSCL2,ZBTB3	HNRNPUL2	863	1
2_MACS_peak_18404_lociStitched	chr22	25814021	25817828	2	3790	8055.9927	864	1		CRYBB2P1,LRP5L	CRYBB2P1	864	1
6_MACS_peak_3352_lociStitched	chr10	52381492	52385779	6	3789	8796.0666	865	1	SGMS1		SGMS1	865	1
3_MACS_peak_23384_lociStitched	chr5	171611714	171615891	3	3787	9272.94	866	1	STK10	EFCAB9	STK10	866	1
1_MACS_peak_2038_lociStitched	chr1	160641868	160645653	1	3786	10568.0985	867	1		SLAMF1,CD48	SLAMF1	867	1
2_MACS_peak_15399_lociStitched	chr2	64499178	64503163	2	3785	13049.6795	868	1			LOC150992	868	1
3_MACS_peak_24838_lociStitched	chr6	106530722	106534723	3	3777	9811.2522	869	1	PRDM1	PRDM1	PRDM1	869	1
3_MACS_peak_4773_lociStitched	chr11	67033129	67037596	3	3777	11574.4437	870	1	ADRBK1	ANKRD13D,SSH3,LOC100130987	ADRBK1	870	1
1_MACS_peak_21945_lociStitched	chr5	6482281	6486049	1	3769	12848.88	871	1	UBE2QL1		UBE2QL1	871	1
1_MACS_peak_9860_lociStitched	chr16	14049267	14053035	1	3769	14950.2936	872	1		ERCC4	ERCC4	872	1
1_MACS_peak_22214_lociStitched	chr5	43064329	43068096	1	3768	20360.2583	873	1	LOC100132356	LOC153684,LOC648987,C5orf39	LOC100132356	873	1
1_MACS_peak_14167_lociStitched	chr19	42633578	42637344	1	3767	7745.5322	874	1	POU2F2	MIR4323	POU2F2	874	1
