GENE_ID	locusLine	H3k27me3_23_DMSO_compare_signal
MACS_peak_272_3	chr1(.):2408753-2411234	1.4133
MACS_peak_272_1	chr1(.):2399961-2406752	1.8357
MACS_peak_272_2	chr1(.):2406753-2408752	1.7287
MACS_peak_272_3	chr1(.):2408753-2411234	1.4133
MACS_peak_272_1	chr1(.):2399961-2406752	1.8357
MACS_peak_272_2	chr1(.):2406753-2408752	1.7287
MACS_peak_272_3	chr1(.):2408753-2411234	1.4133
MACS_peak_273	chr1(.):2411260-2411572	0.447
MACS_peak_277	chr1(.):2416081-2421389	1.0245
MACS_peak_277	chr1(.):2416081-2421389	1.0245
MACS_peak_277	chr1(.):2416081-2421389	1.0245
MACS_peak_278	chr1(.):2421514-2430440	1.6364
MACS_peak_278	chr1(.):2421514-2430440	1.6364
MACS_peak_278	chr1(.):2421514-2430440	1.6364
MACS_peak_279	chr1(.):2430477-2435569	1.2827
MACS_peak_279	chr1(.):2430477-2435569	1.2827
MACS_peak_279	chr1(.):2430477-2435569	1.2827
MACS_peak_279	chr1(.):2430477-2435569	1.2827
MACS_peak_279	chr1(.):2430477-2435569	1.2827
MACS_peak_281_1	chr1(.):2458156-2459034	1.5784
MACS_peak_281_2	chr1(.):2459035-2460683	2.4901
MACS_peak_281_3	chr1(.):2460684-2460979	1.2378
MACS_peak_282_1	chr1(.):2461027-2462683	1.9136
MACS_peak_282_2	chr1(.):2462684-2472247	1.5449
MACS_peak_282_1	chr1(.):2461027-2462683	1.9136
MACS_peak_282_2	chr1(.):2462684-2472247	1.5449
MACS_peak_283	chr1(.):2472906-2474750	0.6008
MACS_peak_287_1	chr1(.):2484655-2485283	0.6816
MACS_peak_287_2	chr1(.):2485284-2485380	0.0537
MACS_peak_288	chr1(.):2497381-2498166	0.9046
MACS_peak_288	chr1(.):2497381-2498166	0.9046
MACS_peak_289	chr1(.):2498276-2502394	1.5666
MACS_peak_289	chr1(.):2498276-2502394	1.5666
MACS_peak_290	chr1(.):2502429-2503493	0.7632
MACS_peak_291	chr1(.):2504005-2508376	1.0536
MACS_peak_291	chr1(.):2504005-2508376	1.0536
MACS_peak_291	chr1(.):2504005-2508376	1.0536
MACS_peak_291	chr1(.):2504005-2508376	1.0536
MACS_peak_293	chr1(.):2509418-2510080	1.0264
MACS_peak_294	chr1(.):2510353-2510774	0.6949
MACS_peak_295	chr1(.):2510807-2511410	0.7499
MACS_peak_296	chr1(.):2511446-2514487	1.0228
MACS_peak_296	chr1(.):2511446-2514487	1.0228
MACS_peak_296	chr1(.):2511446-2514487	1.0228
MACS_peak_297	chr1(.):2514952-2515430	0.6172
MACS_peak_298	chr1(.):2515553-2515978	0.2993
MACS_peak_299_1	chr1(.):2518677-2518897	0.7346
MACS_peak_299_2	chr1(.):2518898-2519187	0.7959
MACS_peak_299_3	chr1(.):2519188-2519667	0.3653
MACS_peak_300	chr1(.):2519724-2521327	0.83
MACS_peak_301	chr1(.):2521731-2523730	1.0057
MACS_peak_301	chr1(.):2521731-2523730	1.0057
MACS_peak_302	chr1(.):2524012-2530591	1.8157
MACS_peak_303	chr1(.):2530923-2531701	0.5673
MACS_peak_303	chr1(.):2530923-2531701	0.5673
MACS_peak_304	chr1(.):2532213-2532823	0.6489
MACS_peak_305	chr1(.):2532931-2537284	1.2474
MACS_peak_306	chr1(.):2537318-2540441	1.1051
MACS_peak_306	chr1(.):2537318-2540441	1.1051
MACS_peak_307	chr1(.):2540468-2542568	1.0405
MACS_peak_307	chr1(.):2540468-2542568	1.0405
MACS_peak_308	chr1(.):2542867-2543790	0.7705
MACS_peak_308	chr1(.):2542867-2543790	0.7705
MACS_peak_309	chr1(.):2543933-2545118	0.7491
MACS_peak_311	chr1(.):2551506-2552303	0.5971
MACS_peak_315	chr1(.):2556546-2557900	1.0538
MACS_peak_315	chr1(.):2556546-2557900	1.0538
MACS_peak_316	chr1(.):2558373-2558872	0.4262
MACS_peak_317	chr1(.):2559113-2560302	1.3544
MACS_peak_318	chr1(.):2560419-2562133	1.3184
MACS_peak_318	chr1(.):2560419-2562133	1.3184
MACS_peak_318	chr1(.):2560419-2562133	1.3184
MACS_peak_319	chr1(.):2562347-2562694	0.7603
MACS_peak_320	chr1(.):2562714-2563305	0.9386
MACS_peak_322_1	chr1(.):2564071-2565480	1.1864
MACS_peak_322_2	chr1(.):2565481-2566002	0.969
MACS_peak_324	chr1(.):2569218-2569979	0.6207
MACS_peak_326	chr1(.):2574881-2577599	1.0653
MACS_peak_326	chr1(.):2574881-2577599	1.0653
MACS_peak_336	chr1(.):2686053-2690366	1.5606
MACS_peak_337	chr1(.):2690494-2691896	1.4571
MACS_peak_340	chr1(.):2701997-2702406	0.8944
MACS_peak_341	chr1(.):2702557-2702965	0.7014
MACS_peak_341	chr1(.):2702557-2702965	0.7014
MACS_peak_342	chr1(.):2703055-2703674	0.7357
MACS_peak_342	chr1(.):2703055-2703674	0.7357
MACS_peak_343	chr1(.):2705544-2706126	0.7231
MACS_peak_345	chr1(.):2715517-2717735	1.0769
MACS_peak_346	chr1(.):2717944-2728038	1.4356
MACS_peak_346	chr1(.):2717944-2728038	1.4356
MACS_peak_346	chr1(.):2717944-2728038	1.4356
MACS_peak_346	chr1(.):2717944-2728038	1.4356
MACS_peak_346	chr1(.):2717944-2728038	1.4356
MACS_peak_347	chr1(.):2728553-2728901	1.0433
MACS_peak_348	chr1(.):2729045-2730531	1.3431
MACS_peak_348	chr1(.):2729045-2730531	1.3431
MACS_peak_349	chr1(.):2730620-2731625	1.1001
MACS_peak_350	chr1(.):2731685-2733746	0.8017
MACS_peak_350	chr1(.):2731685-2733746	0.8017
MACS_peak_352	chr1(.):2735346-2737042	0.6578
MACS_peak_353	chr1(.):2738801-2739891	0.8627
MACS_peak_358	chr1(.):2748085-2752700	1.1174
MACS_peak_358	chr1(.):2748085-2752700	1.1174
MACS_peak_358	chr1(.):2748085-2752700	1.1174
MACS_peak_359	chr1(.):2753055-2753749	1.0372
MACS_peak_362	chr1(.):2758432-2758740	0.5037
MACS_peak_364	chr1(.):2763192-2766793	1.0568
MACS_peak_364	chr1(.):2763192-2766793	1.0568
MACS_peak_364	chr1(.):2763192-2766793	1.0568
MACS_peak_366	chr1(.):2770569-2773116	1.1196
MACS_peak_366	chr1(.):2770569-2773116	1.1196
MACS_peak_366	chr1(.):2770569-2773116	1.1196
MACS_peak_367	chr1(.):2773120-2773438	1.3279
MACS_peak_368	chr1(.):2773471-2775203	0.8635
MACS_peak_368	chr1(.):2773471-2775203	0.8635
MACS_peak_369	chr1(.):2776283-2776718	0.729
MACS_peak_370	chr1(.):2776837-2779137	1.0815
MACS_peak_370	chr1(.):2776837-2779137	1.0815
MACS_peak_370	chr1(.):2776837-2779137	1.0815
MACS_peak_372	chr1(.):2780677-2783280	1.1872
MACS_peak_373	chr1(.):2783317-2784722	1.0582
MACS_peak_373	chr1(.):2783317-2784722	1.0582
MACS_peak_374	chr1(.):2784858-2785595	1.0968
MACS_peak_374	chr1(.):2784858-2785595	1.0968
MACS_peak_375	chr1(.):2785603-2787039	0.8274
MACS_peak_379	chr1(.):2789793-2797937	1.4646
MACS_peak_379	chr1(.):2789793-2797937	1.4646
MACS_peak_379	chr1(.):2789793-2797937	1.4646
MACS_peak_380	chr1(.):2797980-2798900	1.1728
MACS_peak_383	chr1(.):2800702-2801256	0.8386
MACS_peak_384	chr1(.):2801330-2803919	0.8458
MACS_peak_384	chr1(.):2801330-2803919	0.8458
MACS_peak_384	chr1(.):2801330-2803919	0.8458
MACS_peak_385	chr1(.):2804076-2804716	0.7456
MACS_peak_386	chr1(.):2804982-2805283	0.8664
MACS_peak_388	chr1(.):2806666-2808922	1.603
MACS_peak_393	chr1(.):2816102-2816581	0.716
MACS_peak_394	chr1(.):2816589-2818277	1.2708
MACS_peak_395	chr1(.):2818416-2819067	0.7602
MACS_peak_396	chr1(.):2819151-2821615	1.2841
MACS_peak_396	chr1(.):2819151-2821615	1.2841
MACS_peak_396	chr1(.):2819151-2821615	1.2841
MACS_peak_396	chr1(.):2819151-2821615	1.2841
MACS_peak_397	chr1(.):2821676-2823333	1.3112
MACS_peak_397	chr1(.):2821676-2823333	1.3112
MACS_peak_398	chr1(.):2823377-2824742	0.89
MACS_peak_398	chr1(.):2823377-2824742	0.89
MACS_peak_399	chr1(.):2824756-2825617	1.0668
MACS_peak_400	chr1(.):2825973-2827263	0.9074
MACS_peak_401	chr1(.):2827540-2828044	0.8801
MACS_peak_405	chr1(.):2834198-2835271	1.214
MACS_peak_406	chr1(.):2835547-2838487	1.2496
MACS_peak_406	chr1(.):2835547-2838487	1.2496
MACS_peak_406	chr1(.):2835547-2838487	1.2496
MACS_peak_407	chr1(.):2838497-2838883	1.2509
MACS_peak_408	chr1(.):2838901-2843263	1.0386
MACS_peak_408	chr1(.):2838901-2843263	1.0386
MACS_peak_409	chr1(.):2843264-2844295	1.3156
MACS_peak_410	chr1(.):2844362-2851572	1.3923
MACS_peak_410	chr1(.):2844362-2851572	1.3923
MACS_peak_410	chr1(.):2844362-2851572	1.3923
MACS_peak_410	chr1(.):2844362-2851572	1.3923
MACS_peak_410	chr1(.):2844362-2851572	1.3923
MACS_peak_411	chr1(.):2852323-2853014	1.082
MACS_peak_416	chr1(.):2863764-2864273	0.7635
MACS_peak_417	chr1(.):2864617-2868178	1.4978
MACS_peak_417	chr1(.):2864617-2868178	1.4978
MACS_peak_419	chr1(.):2868934-2869595	0.7986
MACS_peak_420	chr1(.):2869609-2869923	0.454
MACS_peak_425	chr1(.):2883514-2884823	0.9424
MACS_peak_426	chr1(.):2885134-2886690	0.7315
MACS_peak_426	chr1(.):2885134-2886690	0.7315
MACS_peak_429	chr1(.):2889335-2890246	0.982
MACS_peak_431	chr1(.):2897451-2902181	1.2273
MACS_peak_431	chr1(.):2897451-2902181	1.2273
MACS_peak_431	chr1(.):2897451-2902181	1.2273
MACS_peak_431	chr1(.):2897451-2902181	1.2273
MACS_peak_440	chr1(.):2918489-2919384	0.8079
MACS_peak_440	chr1(.):2918489-2919384	0.8079
MACS_peak_441	chr1(.):2919518-2921228	1.0098
MACS_peak_441	chr1(.):2919518-2921228	1.0098
MACS_peak_443	chr1(.):2926568-2931411	1.1811
MACS_peak_443	chr1(.):2926568-2931411	1.1811
MACS_peak_444	chr1(.):2931435-2932849	1.0841
MACS_peak_444	chr1(.):2931435-2932849	1.0841
MACS_peak_445	chr1(.):2933565-2935165	0.9339
MACS_peak_446_1	chr1(.):2935169-2937044	1.4315
MACS_peak_446_2	chr1(.):2937045-2939044	1.1757
MACS_peak_446_3	chr1(.):2939045-2940784	1.289
MACS_peak_446_1	chr1(.):2935169-2937044	1.4315
MACS_peak_446_2	chr1(.):2937045-2939044	1.1757
MACS_peak_446_3	chr1(.):2939045-2940784	1.289
MACS_peak_446_1	chr1(.):2935169-2937044	1.4315
MACS_peak_446_2	chr1(.):2937045-2939044	1.1757
MACS_peak_446_3	chr1(.):2939045-2940784	1.289
MACS_peak_447	chr1(.):2940939-2941356	0.7499
MACS_peak_448	chr1(.):2944030-2948118	1.4972
MACS_peak_448	chr1(.):2944030-2948118	1.4972
MACS_peak_448	chr1(.):2944030-2948118	1.4972
MACS_peak_449	chr1(.):2948326-2949686	1.0761
MACS_peak_449	chr1(.):2948326-2949686	1.0761
MACS_peak_452	chr1(.):2952625-2953605	0.7333
MACS_peak_453	chr1(.):2954247-2954788	0.7855
MACS_peak_454	chr1(.):2954942-2956003	1.2057
MACS_peak_454	chr1(.):2954942-2956003	1.2057
MACS_peak_454	chr1(.):2954942-2956003	1.2057
MACS_peak_455	chr1(.):2956063-2957333	0.5151
MACS_peak_458	chr1(.):2959878-2960218	0.6694
MACS_peak_459	chr1(.):2960547-2960927	0.4121
MACS_peak_461	chr1(.):2970236-2970549	0.7487
MACS_peak_462	chr1(.):2970934-2971360	0.9618
MACS_peak_465	chr1(.):2977059-2977506	0.6496
MACS_peak_466	chr1(.):2978638-2979295	0.7419
MACS_peak_468	chr1(.):2980322-2981717	0.842
MACS_peak_469	chr1(.):2981885-2982345	0.6412
MACS_peak_470	chr1(.):2982372-2982743	0.7995
MACS_peak_471_1	chr1(.):2982827-2983288	0.6407
MACS_peak_471_2	chr1(.):2983289-2984740	1.3144
MACS_peak_471_3	chr1(.):2984741-2985086	0.6945
MACS_peak_471_1	chr1(.):2982827-2983288	0.6407
MACS_peak_471_2	chr1(.):2983289-2984740	1.3144
MACS_peak_471_3	chr1(.):2984741-2985086	0.6945
MACS_peak_473_1	chr1(.):2986267-2986736	1.0354
MACS_peak_474	chr1(.):2987483-2992057	1.3771
MACS_peak_474	chr1(.):2987483-2992057	1.3771
MACS_peak_474	chr1(.):2987483-2992057	1.3771
MACS_peak_475	chr1(.):2992091-3003729	1.3181
MACS_peak_475	chr1(.):2992091-3003729	1.3181
MACS_peak_475	chr1(.):2992091-3003729	1.3181
MACS_peak_475	chr1(.):2992091-3003729	1.3181
MACS_peak_475	chr1(.):2992091-3003729	1.3181
MACS_peak_476	chr1(.):3005569-3009827	1.0863
MACS_peak_476	chr1(.):3005569-3009827	1.0863
MACS_peak_476	chr1(.):3005569-3009827	1.0863
MACS_peak_477	chr1(.):3009947-3017568	1.2849
MACS_peak_477	chr1(.):3009947-3017568	1.2849
MACS_peak_477	chr1(.):3009947-3017568	1.2849
MACS_peak_477	chr1(.):3009947-3017568	1.2849
MACS_peak_477	chr1(.):3009947-3017568	1.2849
MACS_peak_477	chr1(.):3009947-3017568	1.2849
MACS_peak_477	chr1(.):3009947-3017568	1.2849
MACS_peak_477	chr1(.):3009947-3017568	1.2849
MACS_peak_478	chr1(.):3017669-3020391	1.2296
MACS_peak_478	chr1(.):3017669-3020391	1.2296
MACS_peak_478	chr1(.):3017669-3020391	1.2296
MACS_peak_480	chr1(.):3021497-3022700	0.9719
MACS_peak_482	chr1(.):3024979-3025376	0.5388
MACS_peak_483	chr1(.):3026036-3026667	0.8959
MACS_peak_484	chr1(.):3026903-3028009	1.1071
MACS_peak_486	chr1(.):3030927-3032055	0.9129
MACS_peak_486	chr1(.):3030927-3032055	0.9129
MACS_peak_487	chr1(.):3032247-3034723	1.1045
MACS_peak_487	chr1(.):3032247-3034723	1.1045
MACS_peak_488_1	chr1(.):3034976-3043537	1.6113
MACS_peak_488_2	chr1(.):3043538-3044846	1.2412
MACS_peak_488_1	chr1(.):3034976-3043537	1.6113
MACS_peak_488_2	chr1(.):3043538-3044846	1.2412
MACS_peak_488_1	chr1(.):3034976-3043537	1.6113
MACS_peak_488_2	chr1(.):3043538-3044846	1.2412
MACS_peak_488_1	chr1(.):3034976-3043537	1.6113
MACS_peak_488_2	chr1(.):3043538-3044846	1.2412
MACS_peak_488_1	chr1(.):3034976-3043537	1.6113
MACS_peak_488_2	chr1(.):3043538-3044846	1.2412
MACS_peak_488_1	chr1(.):3034976-3043537	1.6113
MACS_peak_488_2	chr1(.):3043538-3044846	1.2412
MACS_peak_488_1	chr1(.):3034976-3043537	1.6113
MACS_peak_488_2	chr1(.):3043538-3044846	1.2412
MACS_peak_488_1	chr1(.):3034976-3043537	1.6113
MACS_peak_488_2	chr1(.):3043538-3044846	1.2412
MACS_peak_488_1	chr1(.):3034976-3043537	1.6113
MACS_peak_488_2	chr1(.):3043538-3044846	1.2412
MACS_peak_489_1	chr1(.):3044853-3045537	1.2881
MACS_peak_489_2	chr1(.):3045538-3046426	0.7511
MACS_peak_489_1	chr1(.):3044853-3045537	1.2881
MACS_peak_489_2	chr1(.):3045538-3046426	0.7511
MACS_peak_489_1	chr1(.):3044853-3045537	1.2881
MACS_peak_489_2	chr1(.):3045538-3046426	0.7511
MACS_peak_489_1	chr1(.):3044853-3045537	1.2881
MACS_peak_489_2	chr1(.):3045538-3046426	0.7511
MACS_peak_490	chr1(.):3046450-3047300	0.9004
MACS_peak_491	chr1(.):3047301-3047933	0.7667
MACS_peak_492	chr1(.):3048166-3061130	1.5286
MACS_peak_492	chr1(.):3048166-3061130	1.5286
MACS_peak_492	chr1(.):3048166-3061130	1.5286
MACS_peak_492	chr1(.):3048166-3061130	1.5286
MACS_peak_492	chr1(.):3048166-3061130	1.5286
MACS_peak_492	chr1(.):3048166-3061130	1.5286
MACS_peak_493	chr1(.):3061181-3062381	1.3382
MACS_peak_494	chr1(.):3062544-3063116	0.7745
MACS_peak_497	chr1(.):3067789-3068900	0.9878
MACS_peak_498	chr1(.):3068950-3074997	1.1637
MACS_peak_498	chr1(.):3068950-3074997	1.1637
MACS_peak_498	chr1(.):3068950-3074997	1.1637
MACS_peak_498	chr1(.):3068950-3074997	1.1637
MACS_peak_498	chr1(.):3068950-3074997	1.1637
MACS_peak_499	chr1(.):3075340-3078497	1.1037
MACS_peak_499	chr1(.):3075340-3078497	1.1037
MACS_peak_499	chr1(.):3075340-3078497	1.1037
MACS_peak_499	chr1(.):3075340-3078497	1.1037
MACS_peak_500	chr1(.):3078498-3080350	1.0262
MACS_peak_500	chr1(.):3078498-3080350	1.0262
MACS_peak_501	chr1(.):3080974-3081854	0.9923
MACS_peak_502	chr1(.):3081981-3082410	0.8272
MACS_peak_503	chr1(.):3082417-3084194	0.9935
MACS_peak_504	chr1(.):3085152-3092048	1.3204
MACS_peak_504	chr1(.):3085152-3092048	1.3204
MACS_peak_504	chr1(.):3085152-3092048	1.3204
MACS_peak_508	chr1(.):3095468-3096517	0.8675
MACS_peak_509	chr1(.):3096853-3097189	0.611
MACS_peak_510	chr1(.):3099579-3108567	1.4278
MACS_peak_510	chr1(.):3099579-3108567	1.4278
MACS_peak_510	chr1(.):3099579-3108567	1.4278
MACS_peak_510	chr1(.):3099579-3108567	1.4278
MACS_peak_511	chr1(.):3108588-3118934	1.3652
MACS_peak_511	chr1(.):3108588-3118934	1.3652
MACS_peak_511	chr1(.):3108588-3118934	1.3652
MACS_peak_511	chr1(.):3108588-3118934	1.3652
MACS_peak_511	chr1(.):3108588-3118934	1.3652
MACS_peak_512	chr1(.):3119064-3125384	1.2506
MACS_peak_512	chr1(.):3119064-3125384	1.2506
MACS_peak_512	chr1(.):3119064-3125384	1.2506
MACS_peak_512	chr1(.):3119064-3125384	1.2506
MACS_peak_513	chr1(.):3125821-3126379	0.879
MACS_peak_514	chr1(.):3126451-3127694	0.7154
MACS_peak_514	chr1(.):3126451-3127694	0.7154
MACS_peak_515	chr1(.):3127718-3138780	1.3539
MACS_peak_515	chr1(.):3127718-3138780	1.3539
MACS_peak_515	chr1(.):3127718-3138780	1.3539
MACS_peak_515	chr1(.):3127718-3138780	1.3539
MACS_peak_515	chr1(.):3127718-3138780	1.3539
MACS_peak_515	chr1(.):3127718-3138780	1.3539
MACS_peak_515	chr1(.):3127718-3138780	1.3539
MACS_peak_515	chr1(.):3127718-3138780	1.3539
MACS_peak_515	chr1(.):3127718-3138780	1.3539
MACS_peak_516	chr1(.):3139004-3139328	1.1646
MACS_peak_517	chr1(.):3139694-3141569	1.1339
MACS_peak_517	chr1(.):3139694-3141569	1.1339
MACS_peak_518	chr1(.):3141808-3153964	1.3499
MACS_peak_518	chr1(.):3141808-3153964	1.3499
MACS_peak_518	chr1(.):3141808-3153964	1.3499
MACS_peak_518	chr1(.):3141808-3153964	1.3499
MACS_peak_518	chr1(.):3141808-3153964	1.3499
MACS_peak_518	chr1(.):3141808-3153964	1.3499
MACS_peak_518	chr1(.):3141808-3153964	1.3499
MACS_peak_519	chr1(.):3154006-3156652	1.0509
MACS_peak_519	chr1(.):3154006-3156652	1.0509
MACS_peak_520	chr1(.):3156809-3162527	1.368
MACS_peak_520	chr1(.):3156809-3162527	1.368
MACS_peak_521	chr1(.):3162594-3163544	1.2533
MACS_peak_522	chr1(.):3163644-3164015	0.7625
MACS_peak_523	chr1(.):3164167-3164596	0.5892
MACS_peak_524	chr1(.):3165333-3166139	0.6848
MACS_peak_526	chr1(.):3168483-3169137	0.8637
MACS_peak_527	chr1(.):3172037-3173230	0.8957
MACS_peak_528	chr1(.):3173599-3174201	0.9365
MACS_peak_530	chr1(.):3175052-3176443	0.9731
MACS_peak_533	chr1(.):3179207-3181266	0.9738
MACS_peak_533	chr1(.):3179207-3181266	0.9738
MACS_peak_533	chr1(.):3179207-3181266	0.9738
MACS_peak_534	chr1(.):3181415-3189333	1.3166
MACS_peak_534	chr1(.):3181415-3189333	1.3166
MACS_peak_534	chr1(.):3181415-3189333	1.3166
MACS_peak_534	chr1(.):3181415-3189333	1.3166
MACS_peak_534	chr1(.):3181415-3189333	1.3166
MACS_peak_534	chr1(.):3181415-3189333	1.3166
MACS_peak_535	chr1(.):3189546-3190100	0.9648
MACS_peak_536	chr1(.):3191060-3197303	1.1775
MACS_peak_536	chr1(.):3191060-3197303	1.1775
MACS_peak_536	chr1(.):3191060-3197303	1.1775
MACS_peak_536	chr1(.):3191060-3197303	1.1775
MACS_peak_536	chr1(.):3191060-3197303	1.1775
MACS_peak_537	chr1(.):3197352-3198822	1.2981
MACS_peak_537	chr1(.):3197352-3198822	1.2981
MACS_peak_538	chr1(.):3198872-3204162	1.677
MACS_peak_539	chr1(.):3204323-3217468	1.5158
MACS_peak_539	chr1(.):3204323-3217468	1.5158
MACS_peak_539	chr1(.):3204323-3217468	1.5158
MACS_peak_539	chr1(.):3204323-3217468	1.5158
MACS_peak_540	chr1(.):3217926-3218627	0.594
MACS_peak_540	chr1(.):3217926-3218627	0.594
MACS_peak_542	chr1(.):3221796-3223874	0.8214
MACS_peak_542	chr1(.):3221796-3223874	0.8214
MACS_peak_543	chr1(.):3224074-3231621	1.4638
MACS_peak_543	chr1(.):3224074-3231621	1.4638
MACS_peak_543	chr1(.):3224074-3231621	1.4638
MACS_peak_545	chr1(.):3232861-3234547	1.2628
MACS_peak_548	chr1(.):3238721-3241207	1.6384
MACS_peak_549	chr1(.):3241305-3245091	1.2199
MACS_peak_549	chr1(.):3241305-3245091	1.2199
MACS_peak_549	chr1(.):3241305-3245091	1.2199
MACS_peak_549	chr1(.):3241305-3245091	1.2199
MACS_peak_550	chr1(.):3245109-3245946	0.9312
MACS_peak_550	chr1(.):3245109-3245946	0.9312
MACS_peak_551	chr1(.):3246102-3247761	0.8173
MACS_peak_551	chr1(.):3246102-3247761	0.8173
MACS_peak_552	chr1(.):3247816-3248866	1.2978
MACS_peak_552	chr1(.):3247816-3248866	1.2978
MACS_peak_553	chr1(.):3249263-3250210	1.0306
MACS_peak_555	chr1(.):3251031-3251678	0.6902
MACS_peak_558	chr1(.):3256330-3258570	0.7546
MACS_peak_560	chr1(.):3263143-3267292	0.9951
MACS_peak_560	chr1(.):3263143-3267292	0.9951
MACS_peak_562	chr1(.):3268504-3285355	1.3939
MACS_peak_562	chr1(.):3268504-3285355	1.3939
MACS_peak_562	chr1(.):3268504-3285355	1.3939
MACS_peak_562	chr1(.):3268504-3285355	1.3939
MACS_peak_562	chr1(.):3268504-3285355	1.3939
MACS_peak_562	chr1(.):3268504-3285355	1.3939
MACS_peak_562	chr1(.):3268504-3285355	1.3939
MACS_peak_564	chr1(.):3287891-3289114	1.0048
MACS_peak_564	chr1(.):3287891-3289114	1.0048
MACS_peak_565	chr1(.):3289153-3290734	1.3811
MACS_peak_566	chr1(.):3290837-3292425	1.3857
MACS_peak_566	chr1(.):3290837-3292425	1.3857
MACS_peak_571	chr1(.):3298183-3298494	0.3382
MACS_peak_572	chr1(.):3298524-3298832	1.0365
MACS_peak_573	chr1(.):3298897-3299458	1.0372
MACS_peak_574	chr1(.):3299649-3300130	1.2951
MACS_peak_575	chr1(.):3300224-3303148	1.1209
MACS_peak_575	chr1(.):3300224-3303148	1.1209
MACS_peak_575	chr1(.):3300224-3303148	1.1209
MACS_peak_575	chr1(.):3300224-3303148	1.1209
MACS_peak_576	chr1(.):3303232-3316078	1.4859
MACS_peak_576	chr1(.):3303232-3316078	1.4859
MACS_peak_577	chr1(.):3316834-3317863	0.5539
MACS_peak_577	chr1(.):3316834-3317863	0.5539
MACS_peak_578	chr1(.):3318125-3324424	1.5183
MACS_peak_578	chr1(.):3318125-3324424	1.5183
MACS_peak_578	chr1(.):3318125-3324424	1.5183
MACS_peak_578	chr1(.):3318125-3324424	1.5183
MACS_peak_579	chr1(.):3325820-3326213	0.4633
MACS_peak_580	chr1(.):3326787-3329716	1.2095
MACS_peak_580	chr1(.):3326787-3329716	1.2095
MACS_peak_581	chr1(.):3329875-3333730	1.0144
MACS_peak_581	chr1(.):3329875-3333730	1.0144
MACS_peak_581	chr1(.):3329875-3333730	1.0144
MACS_peak_581	chr1(.):3329875-3333730	1.0144
MACS_peak_583	chr1(.):3334954-3336698	1.0182
MACS_peak_584	chr1(.):3336802-3341776	1.5071
MACS_peak_584	chr1(.):3336802-3341776	1.5071
MACS_peak_585	chr1(.):3341806-3347387	1.1615
MACS_peak_585	chr1(.):3341806-3347387	1.1615
MACS_peak_585	chr1(.):3341806-3347387	1.1615
MACS_peak_585	chr1(.):3341806-3347387	1.1615
MACS_peak_585	chr1(.):3341806-3347387	1.1615
MACS_peak_585	chr1(.):3341806-3347387	1.1615
MACS_peak_585	chr1(.):3341806-3347387	1.1615
MACS_peak_585	chr1(.):3341806-3347387	1.1615
MACS_peak_586	chr1(.):3347480-3354659	1.3358
MACS_peak_586	chr1(.):3347480-3354659	1.3358
MACS_peak_586	chr1(.):3347480-3354659	1.3358
MACS_peak_586	chr1(.):3347480-3354659	1.3358
MACS_peak_587	chr1(.):3354878-3356608	0.7912
MACS_peak_587	chr1(.):3354878-3356608	0.7912
MACS_peak_588	chr1(.):3356634-3361220	1.1728
MACS_peak_588	chr1(.):3356634-3361220	1.1728
MACS_peak_588	chr1(.):3356634-3361220	1.1728
MACS_peak_592	chr1(.):3367497-3368282	0.7209
MACS_peak_593_1	chr1(.):3368454-3370145	1.29
MACS_peak_593_2	chr1(.):3370146-3371188	1.3043
MACS_peak_593_1	chr1(.):3368454-3370145	1.29
MACS_peak_593_2	chr1(.):3370146-3371188	1.3043
MACS_peak_593_1	chr1(.):3368454-3370145	1.29
MACS_peak_593_2	chr1(.):3370146-3371188	1.3043
MACS_peak_594_1	chr1(.):3371475-3372145	0.688
MACS_peak_594_2	chr1(.):3372146-3386875	1.803
MACS_peak_594_1	chr1(.):3371475-3372145	0.688
MACS_peak_594_2	chr1(.):3372146-3386875	1.803
MACS_peak_595	chr1(.):3387563-3391280	1.3604
MACS_peak_595	chr1(.):3387563-3391280	1.3604
MACS_peak_596	chr1(.):3391904-3392459	0.5708
MACS_peak_597	chr1(.):3394195-3403570	1.2112
MACS_peak_597	chr1(.):3394195-3403570	1.2112
MACS_peak_597	chr1(.):3394195-3403570	1.2112
MACS_peak_597	chr1(.):3394195-3403570	1.2112
MACS_peak_597	chr1(.):3394195-3403570	1.2112
MACS_peak_598	chr1(.):3404390-3408064	1.4251
MACS_peak_598	chr1(.):3404390-3408064	1.4251
MACS_peak_599	chr1(.):3408383-3418390	1.8984
MACS_peak_599	chr1(.):3408383-3418390	1.8984
MACS_peak_599	chr1(.):3408383-3418390	1.8984
MACS_peak_599	chr1(.):3408383-3418390	1.8984
MACS_peak_600	chr1(.):3418463-3426070	1.4132
MACS_peak_600	chr1(.):3418463-3426070	1.4132
MACS_peak_600	chr1(.):3418463-3426070	1.4132
MACS_peak_600	chr1(.):3418463-3426070	1.4132
MACS_peak_600	chr1(.):3418463-3426070	1.4132
MACS_peak_600	chr1(.):3418463-3426070	1.4132
MACS_peak_600	chr1(.):3418463-3426070	1.4132
MACS_peak_601	chr1(.):3426212-3429883	1.6074
MACS_peak_601	chr1(.):3426212-3429883	1.6074
MACS_peak_602	chr1(.):3430343-3435461	1.2741
MACS_peak_602	chr1(.):3430343-3435461	1.2741
MACS_peak_602	chr1(.):3430343-3435461	1.2741
