REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X29_0F2F_0229Kronos_MM1S.KB.24hr.1_H3K27me3_hs.dm_i17.bam	X43_0EXV_0229Kronos_MM1S.KB.24hr.1_Input_hs_i87.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
3_MACS_peak_16502_lociStitched	chr19	7015774	7034441	3	18549	25431.9208	3315.2592	602	MBD3L5	MBD3L2,ZNF557,EMR4P,FLJ25758,MBD3L4,MBD3L3	MBD3L5	MBD3L2	1.1749	602	1
6_MACS_peak_8647_lociStitched	chr12	52222689	52242265	6	18544	23129.044	2163.148	603		ANKRD33,FIGNL2	FIGNL2	FIGNL2	0.6048	603	1
6_MACS_peak_14973_lociStitched	chr17	76353101	76373691	6	18537	28739.522	2056.941	604	SOCS3	PGS1	SOCS3	SOCS3	0.9771	604	1
12_MACS_peak_29050_lociStitched	chr7	954053	976196	12	18532	23126.1492	1423.7949	605	ADAP1	GET4,CYP2W1,COX19	ADAP1	CYP2W1	0.9189	605	1
5_MACS_peak_23487_lociStitched	chr21	46247263	46266790	5	18460	30065.7219	2704.4895	606		UBE2G2,SUMO3,PTTG1IP	SUMO3	PTTG1IP	0.12480000000000002	606	1
3_MACS_peak_1063_lociStitched	chr1	6554713	6573229	3	18427	33132.5304	1755.3168	607	PLEKHG5	TAS1R1,TNFRSF25,PLEKHG5,NOL9	PLEKHG5	TNFRSF25	1.4449999999999998	607	1
6_MACS_peak_34082_lociStitched	chr9	140255499	140274372	6	18417	23842.2609	1502.2908	608	EXD3	NOXA1	EXD3	NOXA1	1.3115999999999999	608	1
12_MACS_peak_22984_lociStitched	chr20	62406505	62427601	12	18397	19785.9384	1898.64	609	ZBTB46	LIME1,SLC2A4RG	ZBTB46	ZBTB46	0.7751	609	1
7_MACS_peak_2109_lociStitched	chr1	17628142	17648189	7	18391	21309.961	1844.324	610	PADI4		PADI4	PADI4	0.9269999999999999	610	1
11_MACS_peak_868_lociStitched	chr1	5550486	5573810	11	18357	21378.7784	1847.2608	611			NPHP4	NPHP4	NONE	611	1
9_MACS_peak_17725_lociStitched	chr19	17793960	17815010	9	18353	20578.48	1835.56	612	UNC13A	MAP1S,FCHO1	UNC13A	UNC13A	0.7844	612	1
2_MACS_peak_24392_lociStitched	chr22	30831840	30850294	2	18340	22803.6078	2234.7794	613		SEC14L2,MTFP1,RNF215,SEC14L3,SDC4P	MTFP1	SDC4P	0.9019999999999999	613	1
4_MACS_peak_23678_lociStitched	chr22	18756947	18775729	4	18280	23479.3782	3191.0618	614	GGT3P		GGT3P	GGT3P	0.8389	614	1
9_MACS_peak_27107_lociStitched	chr4	7515052	7535174	9	18227	20844.3798	1581.5892	615	SORCS2		MIR4274	MIR4274	0.8563	615	1
4_MACS_peak_19620_lociStitched	chr19	49092146	49111068	4	18218	24632.6596	1875.1702	616	SULT2B1,SPACA4,FAM83E	SPHK2,SEC1,RPL18,DBP,CA11	SPACA4	SEC1	0.7236	616	1
6_MACS_peak_32755_lociStitched	chr9	132306125	132325679	6	18074	21237.5994	1527.1674	617			C9orf50	C9orf50	0.8719	617	1
7_MACS_peak_8587_lociStitched	chr12	49363486	49383224	7	18008	31896.608	2569.8876	618	WNT1,WNT10B	FKBP11,ARF3,DDN,PRKAG1	WNT1	WNT1	1.5164	618	1
16_MACS_peak_17757_lociStitched	chr19	18000217	18023469	16	17975	21433.6936	2015.9484	619	SLC5A5	RPL18AP3,RPL18A,SNORA68,CCDC124,KCNN1,JAK3	SLC5A5	KCNN1	1.3784	619	1
12_MACS_peak_20521_lociStitched	chr2	26821149	26843350	12	17945	22565.0964	2237.8608	620	CIB4	C2orf70,OTOF	CIB4	C2orf70	1.4454	620	1
9_MACS_peak_16179_lociStitched	chr19	5235505	5255488	9	17933	21891.3765	2226.1062	621	PTPRS		PTPRS	PTPRS	1.041	621	1
8_MACS_peak_30751_lociStitched	chr7	157631189	157650844	8	17921	23501.4835	2177.774	622	PTPRN2		MIR153-2	MIR153-2	NONE	622	1
5_MACS_peak_13961_lociStitched	chr17	46690936	46709369	5	17895	30266.986	1961.2712	623	HOXB8,HOXB9	LOC404266,HOXB3,HOXB4,MIR10A,HOXB5,HOXB6,HOXB7,MIR196A1	HOXB9	HOXB9	1.5783	623	1
5_MACS_peak_31933_lociStitched	chr8	143531600	143549751	5	17892	22166.0012	1227.0076	624	BAI1	TSNARE1	BAI1	BAI1	0.8002	624	1
5_MACS_peak_6530_lociStitched	chr11	3207834	3227262	5	17882	25516.7352	1579.4964	625		C11orf36,OSBPL5,MRGPRG,MRGPRE	C11orf36	MRGPRG	0.6554000000000001	625	1
3_MACS_peak_23385_lociStitched	chr21	45698837	45717203	3	17869	35391.282	2286.567	626	AIRE	PFKL,ICOSLG,DNMT3L,C21orf2	AIRE	AIRE	1.3856000000000002	626	1
14_MACS_peak_10371_lociStitched	chr15	78153042	78175341	14	17857	21650.0991	2243.2794	627		LOC645752	LOC645752	LOC645752	0.3288	627	1
10_MACS_peak_33567_lociStitched	chr9	137770151	137790666	10	17827	21688.458	1520.1615	628	FCN2	MIR3689B,MIR3689A,FCN1	FCN2	FCN2	1.0231	628	1
12_MACS_peak_10722_lociStitched	chr16	1954964	1975621	12	17803	24133.5731	1737.2537	629	HS3ST6	NDUFB10,SNHG9,SNORA78,RNF151,TBL3,C16orf73,NCRNA00254,SEPX1,RPL3L,SNORA10,SNORA64,RPS2	HS3ST6	HS3ST6	1.1552	629	1
8_MACS_peak_34037_lociStitched	chr9	140022178	140042615	8	17786	23921.5085	1706.4895	630	GRIN1	MAN1B1,SSNA1,LOC100289341,DPP7,MIR3621,LRRC26,ANAPC2	GRIN1	MIR3621	1.9881000000000002	630	1
12_MACS_peak_2430_lociStitched	chr1	18605467	18627282	12	17756	21437.6005	1797.556	631	IGSF21		IGSF21	IGSF21	0.5904	631	1
4_MACS_peak_26291_lociStitched	chr3	52533283	52551961	4	17693	23018.7672	1746.393	632	STAB1	NISCH,C3orf78,TNNC1,NT5DC2	STAB1	STAB1	0.6637000000000001	632	1
2_MACS_peak_29817_lociStitched	chr7	100632611	100650799	2	17677	52930.7176	3148.3428	633	MUC12	MUC17	MUC17	MUC17	0.5761	633	1
1_MACS_peak_13951_lociStitched	chr17	45922259	45939915	1	17657	27006.6176	1963.3472	634	SP6	LRRC46,SP2,OSBPL7,MRPL10,SCRN2	SP6	SP6	1.1348	634	1
11_MACS_peak_3671_lociStitched	chr1	30712291	30732417	11	17654	20492.2932	1692.5966	635			LOC100129196	LOC100129196	0.05730000000000002	635	1
4_MACS_peak_23551_lociStitched	chr21	46661359	46680155	4	17623	25299.416	2486.7108	636		LOC642852,POFUT2	POFUT2	LOC642852	1.3248	636	1
11_MACS_peak_14648_lociStitched	chr17	72556298	72576733	11	17622	19989.517	2117.066	637	CD300LD	C17orf77,CD300LB,CD300C,CD300E	C17orf77	CD300C	1.0257	637	1
6_MACS_peak_24397_lociStitched	chr22	30863242	30881515	6	17606	18802.917	1854.7095	638	SEC14L3,SDC4P	MTFP1,SEC14L4	SEC14L3	SEC14L4	0.949	638	1
7_MACS_peak_25319_lociStitched	chr22	45383337	45403067	7	17588	21718.784	1377.154	639	PHF21B		PHF21B	PHF21B	0.9048	639	1
5_MACS_peak_20285_lociStitched	chr19	55996019	56014449	5	17572	27943.566	1387.779	640	NAT14,SSC5D	ZNF628,SHISA7,ISOC2,SBK2	SSC5D	SSC5D	1.2298	640	1
4_MACS_peak_13491_lociStitched	chr17	36749872	36768535	4	17550	21514.7064	1914.8238	641	SRCIN1		SRCIN1	SRCIN1	1.0826	641	1
7_MACS_peak_5265_lociStitched	chr10	73044685	73063225	7	17525	21471.174	1887.372	642	UNC5B	SLC29A3	SLC29A3	NONE	NONE	642	1
10_MACS_peak_14614_lociStitched	chr17	72413597	72433526	10	17497	20833.7766	1496.6679	643	GPRC5C	GPR142,CD300A	GPRC5C	GPR142	1.1266	643	1
3_MACS_peak_10706_lociStitched	chr16	1475856	1493871	3	17427	28908.6705	1306.0875	644	C16orf91,CCDC154	TELO2,UNKL,CLCN7,PTX4	C16orf91	PTX4	1.1563999999999999	644	1
3_MACS_peak_23660_lociStitched	chr21	47544835	47562912	3	17427	32733.8316	2313.856	645	COL6A2,FTCD	C21orf56	FTCD	FTCD	1.1358	645	1
10_MACS_peak_15967_lociStitched	chr19	3131102	3150661	10	17391	20937.9095	2253.1968	646	GNA15	GNA11,S1PR4,NCLN	GNA15	GNA11	1.0305	646	1
3_MACS_peak_15007_lociStitched	chr17	76517998	76536127	3	17390	22075.6833	1624.3584	647	DNAH17		DNAH17	DNAH17	0.8832000000000001	647	1
9_MACS_peak_26513_lociStitched	chr3	195482407	195503321	9	17360	22279.6842	2789.9276	648	MUC4	MUC20	MUC20	MUC20	0.1374	648	1
