REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X08_0EWU_0229Kronos_MM1S.KB.6hr.2_H3K18Ac_hs.dm_i16.bam	X42_0EXU_0229Kronos_MM1S.KB.6hr.2_Input_hs_i86.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
1_MACS_peak_2499_lociStitched	chr1	197775102	197779286	1	4185	22184.4048	1339.2984	666		DENND1B	DENND1B	DENND1B	0.10360000000000003	666	1
2_MACS_peak_14703_lociStitched	chr19	16221369	16232416	2	8592	22701.585	1864.7336	667	RAB8A	TPM4,HSH2D	RAB8A	HSH2D	1.3411	667	1
1_MACS_peak_19505_lociStitched	chr22	17736692	17740606	1	3915	21665.1642	830.9422	668		CECR1	CECR1	NONE	NONE	668	1
3_MACS_peak_25488_lociStitched	chr5	150459520	150475741	3	10667	23658.3285	2835.4308	669	TNIP1	ANXA6	TNIP1	ANXA6	0.41800000000000004	669	1
2_MACS_peak_3320_lociStitched	chr10	3846071	3854654	2	7346	22338.9741	1537.2153	670		KLF6	KLF6	KLF6	1.5223	670	1
2_MACS_peak_16689_lociStitched	chr2	106406019	106416883	2	7780	22576.4784	1840.3616	671	NCK2		NCK2	NCK2	0.14950000000000002	671	1
2_MACS_peak_7423_lociStitched	chr12	68873388	68882296	2	6046	22230.8048	1517.0324	672			RAP1B	RAP1B	NONE	672	1
1_MACS_peak_31297_lociStitched	chr9	22236706	22245665	1	8960	21713.9283	1004.3039	673			DMRTA1	DMRTA1	NONE	673	1
1_MACS_peak_28405_lociStitched	chr7	45065137	45068950	1	3814	21458.0388	770.6073	674	CCM2	MYO1G,SNORA9,C7orf40	CCM2	CCM2	0.37889999999999996	674	1
3_MACS_peak_10093_lociStitched	chr15	46994128	47008692	3	12314	23094.1348	2416.1676	675			SEMA6D	SEMA6D	NONE	675	1
2_MACS_peak_14354_lociStitched	chr19	2468722	2480472	2	8456	23182.75	2521.55	676	GADD45B	TIMM13,LMNB2	GADD45B	GADD45B	1.4081	676	1
2_MACS_peak_12092_lociStitched	chr17	3459480	3466809	2	5081	21856.5438	1239.3339	677	TRPV3	TRPV1	TRPV3	TRPV3	0.32630000000000003	677	1
1_MACS_peak_10695_lociStitched	chr15	86231490	86237569	1	6080	21924.5214	1320.9667	678	AKAP13		AKAP13	AKAP13	0.04150000000000001	678	1
2_MACS_peak_14716_lociStitched	chr19	16475787	16484441	2	7489	22123.0856	1593.2014	679	EPS15L1	KLF2	KLF2	KLF2	0.4736	679	1
1_MACS_peak_905_lociStitched	chr1	53100528	53105118	1	4591	21577.131	1095.174	680	FAM159A	GPX7	FAM159A	FAM159A	0.6303	680	1
1_MACS_peak_16249_lociStitched	chr2	66659688	66668465	1	8778	21856.4854	1413.9747	681	MEIS1		MEIS1	MEIS1	0.10049999999999999	681	1
2_MACS_peak_26367_lociStitched	chr6	31164326	31173126	2	6335	22229.68	1817.2	682	HCG27	TCF19,CCHCR1,POU5F1,PSORS1C3	HCG27	HCG27	1.2403	682	1
1_MACS_peak_2191_lociStitched	chr1	169861578	169866082	1	4505	21664.6904	1257.0664	683	SCYL3		SCYL3	SCYL3	0.3296	683	1
1_MACS_peak_29406_lociStitched	chr7	134853069	134857497	1	4429	21841.11	1434.2292	684	C7orf49	TMEM140,WDR91	C7orf49	C7orf49	1.5004	684	1
2_MACS_peak_4355_lociStitched	chr10	98027737	98034492	2	6494	21689.6295	1288.1785	685	BLNK	DNTT	BLNK	BLNK	0.23870000000000002	685	1
1_MACS_peak_21158_lociStitched	chr3	98448358	98455260	1	6903	22003.576	1618.519	686	ST3GAL6		ST3GAL6	ST3GAL6	1.0442	686	1
1_MACS_peak_16995_lociStitched	chr2	134709079	134714807	1	5729	21477.136	1118.1056	687			MIR3679	MIR3679	NONE	687	1
1_MACS_peak_291_lociStitched	chr1	21615399	21622623	1	7225	21792.6408	1442.6328	688	ECE1	ECE1	ECE1	ECE1	0.1478	688	1
1_MACS_peak_24323_lociStitched	chr5	37798182	37803080	1	4899	21291.1162	977.6408	689		GDNF	GDNF	GDNF	0.42119999999999996	689	1
1_MACS_peak_24025_lociStitched	chr4	187748938	187753412	1	4475	21260.448	955.199	690			FAT1	FAT1	NONE	690	1
2_MACS_peak_26482_lociStitched	chr6	34622851	34632818	2	5195	21756.9643	1453.1886	691	C6orf106		C6orf106	C6orf106	0.1859	691	1
2_MACS_peak_13326_lociStitched	chr17	73774461	73782631	2	5954	21868.639	1607.856	692	UNK,H3F3B	GALK1	UNK	UNK	0.3488	692	1
2_MACS_peak_18802_lociStitched	chr20	46095805	46104275	2	8244	21490.084	1232.385	693		NCOA3	NCOA3	NCOA3	0.009099999999999997	693	1
2_MACS_peak_26352_lociStitched	chr6	30648962	30659423	2	9228	22042.3731	1846.3665	694	KIAA1949,NRM	C6orf136,TUBB,DHX16,MDC1	KIAA1949	TUBB	1.3042	694	1
2_MACS_peak_33557_lociStitched	chrX	153189259	153200766	2	6566	21174.0307	980.3964	695	ARHGAP4,NAA10,RENBP	AVPR2,TMEM187,MIR3202-1,L1CAM,HCFC1,MIR3202-2	ARHGAP4	TMEM187	0.9756	695	1
4_MACS_peak_13412_lociStitched	chr17	76137349	76152582	4	11003	22424.4993	2240.7743	696	TMC8,C17orf99	SYNGR2,AFMID,TMC6,TK1	C17orf99	SYNGR2	0.8940999999999999	696	1
2_MACS_peak_21641_lociStitched	chr3	140470601	140485522	2	10340	22423.2788	2244.1184	697			TRIM42	TRIM42	NONE	697	1
1_MACS_peak_1669_lociStitched	chr1	146513863	146520612	1	6750	21925.4763	1746.6412	698	LOC728989		LOC728989	LOC728989	0.5641	698	1
3_MACS_peak_17756_lociStitched	chr2	207997086	208015216	3	10568	22700.573	2521.883	699	KLF7	MIR2355	KLF7	KLF7	0.3836	699	1
2_MACS_peak_4550_lociStitched	chr10	112146494	112157372	2	8944	21685.293	1518.5688	700			SMNDC1	SMNDC1	0.08410000000000001	700	1
4_MACS_peak_26183_lociStitched	chr6	25162780	25180389	4	11853	23097.7253	2944.2248	701		CMAH	CMAH	CMAH	0.2216	701	1
2_MACS_peak_22368_lociStitched	chr3	196357943	196371092	2	9702	23264.5257	3111.0534	702	LRRC33		LRRC33	LRRC33	0.2816	702	1
1_MACS_peak_19800_lociStitched	chr22	33962487	33966687	1	4201	20977.74	827.82	703	LARGE		LARGE	LARGE	0.0518	703	1
1_MACS_peak_29238_lociStitched	chr7	121182272	121188145	1	5874	21817.6077	1670.8685	704			FAM3C	FAM3C	NONE	704	1
1_MACS_peak_22327_lociStitched	chr3	194022291	194027153	1	4863	21335.4284	1195.5658	705	LOC100131551	CPN2	LOC100131551	LOC100131551	1.1020999999999999	705	1
1_MACS_peak_7497_lociStitched	chr12	77453054	77460886	1	7833	21789.4072	1702.6768	706	E2F7		E2F7	E2F7	0.3449	706	1
5_MACS_peak_7178_lociStitched	chr12	53845369	53871020	5	22582	24404.3614	4324.7586	707	PCBP2	AMHR2,PRR13,TARBP2,MAP3K12,NPFF	PCBP2	PCBP2	0.5255	707	1
1_MACS_peak_20428_lociStitched	chr3	23846664	23854906	1	8243	21236.3372	1176.1334	708	UBE2E1		UBE2E1	UBE2E1	0.2112	708	1
3_MACS_peak_2386_lociStitched	chr1	184710778	184725737	3	10248	23509.5644	3463.0085	709	EDEM3		EDEM3	EDEM3	0.2539	709	1
1_MACS_peak_4357_lociStitched	chr10	98045843	98051748	1	5906	21251.5045	1205.2105	710		DNTT,BLNK	DNTT	BLNK	0.23870000000000002	710	1
2_MACS_peak_702_lociStitched	chr1	40846419	40858422	2	11065	22320.7788	2274.5685	711	SMAP2	SMAP2	SMAP2	SMAP2	0.359	711	1
4_MACS_peak_14298_lociStitched	chr19	1258454	1277079	4	10213	23648.1625	3609.525	712	MIDN,CIRBP,C19orf24,C19orf23	ATP5D,EFNA2,C19orf26	CIRBP	CIRBP	0.7889	712	1
3_MACS_peak_6364_lociStitched	chr11	129233447	129249468	3	10550	22777.0557	2750.8057	713	BARX2		BARX2	BARX2	0.42310000000000003	713	1
1_MACS_peak_22249_lociStitched	chr3	186499845	186503634	1	3790	21343.8159	1334.1069	714	EIF4A2,SNORD2	SNORA81,MIR1248,SNORA63,SNORA4,RFC4	EIF4A2	MIR1248	1.9317	714	1
1_MACS_peak_7667_lociStitched	chr12	94583112	94589118	1	6007	21371.1498	1433.6322	715	PLXNC1		PLXNC1	PLXNC1	0.7213	715	1
1_MACS_peak_1777_lociStitched	chr1	151042090	151044582	1	2493	20631.0188	714.7056	716	GABPB2	BNIPL,C1orf56,MLLT11,CDC42SE1	GABPB2	MLLT11	1.5386000000000002	716	1
1_MACS_peak_2406_lociStitched	chr1	186480029	186483254	1	3226	20867.04	950.73	717		PDC,MIR548F1	MIR548F1	NONE	NONE	717	1
3_MACS_peak_14334_lociStitched	chr19	2049260	2062806	3	7525	22592.0188	2686.1718	718	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	MOBKL2A	2.7399	718	1
2_MACS_peak_19848_lociStitched	chr22	36648303	36656495	2	5834	21590.8352	1697.3824	719	APOL1	APOL4,APOL2	APOL1	APOL1	0.8130999999999999	719	1
2_MACS_peak_30883_lociStitched	chr8	129277800	129287795	2	9073	21815.087	1923.038	720			MIR1208	MIR1208	NONE	720	1
2_MACS_peak_19290_lociStitched	chr21	36254149	36263118	2	7690	21686.1451	1804.5628	721	RUNX1		RUNX1	RUNX1	0.2283	721	1
3_MACS_peak_17596_lociStitched	chr2	197088411	197107626	3	12655	23015.727	3135.888	722	HECW2		STK17B	STK17B	0.4793	722	1
3_MACS_peak_31367_lociStitched	chr9	33445137	33459616	3	10118	22260.0146	2380.3476	723	AQP3	AQP7,NOL6	AQP3	AQP3	0.5339	723	1
3_MACS_peak_16281_lociStitched	chr2	68989036	69003713	3	9573	22520.3888	2662.4078	724	ARHGAP25		ARHGAP25	ARHGAP25	0.26139999999999997	724	1
2_MACS_peak_7758_lociStitched	chr12	102129323	102140089	2	7733	21601.979	1762.3942	725	SYCP3,GNPTAB	CHPT1	SYCP3	SYCP3	0.7573	725	1
3_MACS_peak_15298_lociStitched	chr19	50369533	50382041	3	7447	22280.5004	2454.0696	726	TBC1D17,PNKP,AKT1S1	MED25,PTOV1,ATF5,IL4I1	AKT1S1	AKT1S1	1.0695999999999999	726	1
2_MACS_peak_1964_lociStitched	chr1	156709487	156722900	2	9644	22955.0082	3139.9833	727	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	C1orf66	0.36929999999999996	727	1
3_MACS_peak_11873_lociStitched	chr16	79629428	79640861	3	10638	20870.9415	1057.5525	728	MAF		MAF	MAF	1.0682	728	1
3_MACS_peak_2058_lociStitched	chr1	161122824	161137483	3	6510	23265.2989	3459.524	729	UFC1,USP21,PPOX	NIT1,NDUFS2,FCER1G,PFDN2,DEDD,B4GALT3,ADAMTS4	USP21	B4GALT3	1.7678	729	1
3_MACS_peak_18969_lociStitched	chr20	55957926	55975712	3	12032	22625.5706	2822.6382	730	RBM38	RAE1,MTRNR2L3	RBM38	RBM38	0.6304	730	1
1_MACS_peak_193_lociStitched	chr1	14361158	14368131	1	6974	21135.8603	1335.3295	731			PRDM2	PRDM2	NONE	731	1
1_MACS_peak_19639_lociStitched	chr22	23497843	23501875	1	4033	20763.1872	964.0512	732	RAB36	BCR,RTDR1	RAB36	RAB36	0.8157000000000001	732	1
2_MACS_peak_32125_lociStitched	chr9	117127634	117136805	2	7478	21573.8604	1775.5056	733	AKNA	ORM1,ORM2	AKNA	AKNA	0.52	733	1
1_MACS_peak_7851_lociStitched	chr12	109009000	109013271	1	4272	20735.705	951.5788	734		TMEM119,SELPLG	SELPLG	SELPLG	4.853	734	1
3_MACS_peak_13530_lociStitched	chr17	80405889	80423996	3	8138	22275.2314	2553.087	735	NARF,C17orf62	HEXDC,C17orf101	NARF	NARF	0.1714	735	1
1_MACS_peak_27591_lociStitched	chr6	139610737	139614877	1	4141	20565.036	853.254	736	TXLNB		TXLNB	TXLNB	0.3515	736	1
4_MACS_peak_9574_lociStitched	chr14	95961245	95986170	4	14939	21884.15	2178.445	737		GLRX5,C14orf49,SCARNA13,SNHG10	SCARNA13	C14orf49	0.19870000000000002	737	1
2_MACS_peak_3074_lociStitched	chr1	230238416	230248950	2	9754	22836.6586	3140.1854	738	GALNT2		GALNT2	GALNT2	0.3214	738	1
1_MACS_peak_16982_lociStitched	chr2	133022987	133027382	1	4396	24027.9045	4342.6995	739		MIR663B,ANKRD30BL	ANKRD30BL	NONE	NONE	739	1
1_MACS_peak_28182_lociStitched	chr7	26191136	26198532	1	7397	21168.0916	1482.898	740	NFE2L3	CBX3,HNRNPA2B1	NFE2L3	HNRNPA2B1	0.7787	740	1
3_MACS_peak_16680_lociStitched	chr2	106325033	106334161	3	6084	21028.1736	1350.0312	741		NCK2	NCK2	NCK2	0.14950000000000002	741	1
3_MACS_peak_19591_lociStitched	chr22	22510827	22524132	3	7219	21971.877	2320.392	742			VPREB1	VPREB1	0.1007	742	1
1_MACS_peak_10404_lociStitched	chr15	69108954	69114860	1	5907	20663.3222	1046.5432	743	ANP32A	MIR548H4,MIR4312,C15orf28	ANP32A	ANP32A	0.3599	743	1
1_MACS_peak_1050_lociStitched	chr1	66795762	66803339	1	7578	21361.8361	1753.3178	744	PDE4B		PDE4B	PDE4B	0.09359999999999999	744	1
1_MACS_peak_18701_lociStitched	chr20	42308430	42312235	1	3806	20580.1035	975.602	745	MYBL2	GTSF1L	MYBL2	MYBL2	0.3374	745	1
4_MACS_peak_16275_lociStitched	chr2	68936201	68955501	4	10656	22745.05	3145.9	746		ARHGAP25	ARHGAP25	ARHGAP25	0.26139999999999997	746	1
1_MACS_peak_24049_lociStitched	chr5	188053	193523	1	5471	20639.951	1041.488	747	PLEKHG4B,LRRC14B	SDHA,CCDC127	LRRC14B	LRRC14B	1.4112	747	1
1_MACS_peak_26224_lociStitched	chr6	26248989	26253931	1	4943	20776.6622	1198.435	748	HIST1H2BH,HIST1H3F	HIST1H2BF,HIST1H4E,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BI,HIST1H2AD,HIST1H3D,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3G,HIST1H4H	HIST1H2BH	HIST1H2BI	2.5224	748	1
1_MACS_peak_4831_lociStitched	chr11	2792675	2801206	1	8532	20849.764	1297.5651	749	KCNQ1		KCNQ1OT1	KCNQ1OT1	NONE	749	1
2_MACS_peak_18882_lociStitched	chr20	50787717	50798166	2	6895	21207.2904	1661.391	750	ZFP64		ZFP64	ZFP64	0.2548	750	1
1_MACS_peak_5728_lociStitched	chr11	72523404	72527500	1	4097	20570.112	1025.6384	751	ATG16L2	STARD10	ATG16L2	ATG16L2	0.9729000000000001	751	1
3_MACS_peak_32147_lociStitched	chr9	117655087	117673858	3	13263	22615.3008	3091.5837	752	TNFSF8		TNFSF8	TNFSF8	0.5432	752	1
2_MACS_peak_5219_lociStitched	chr11	35183311	35197086	2	11307	22133.67	2611.74	753	CD44		CD44	CD44	0.46740000000000004	753	1
2_MACS_peak_26354_lociStitched	chr6	30683786	30690907	2	7021	20983.4507	1481.8801	754	TUBB,MDC1	DHX16,KIAA1949,NRM,FLOT1,IER3	TUBB	TUBB	1.3042	754	1
1_MACS_peak_29266_lociStitched	chr7	123611064	123617953	1	6890	21458.5461	1973.0096	755	SPAM1	SPAM1	SPAM1	SPAM1	0.3071	755	1
2_MACS_peak_15030_lociStitched	chr19	40645368	40654731	2	8592	21143.5266	1668.4866	756		MAP3K10,ZNF780A	MAP3K10	ZNF780A	0.145	756	1
1_MACS_peak_10201_lociStitched	chr15	54872739	54878191	1	5453	20636.3652	1177.632	757	UNC13C		UNC13C	UNC13C	0.011099999999999999	757	1
2_MACS_peak_1921_lociStitched	chr1	155902971	155919028	2	11470	23191.1251	3734.8582	758	RXFP4,KIAA0907,ARHGEF2	RIT1,SNORA42,SCARNA4	RXFP4	RXFP4	1.2403	758	1
2_MACS_peak_17032_lociStitched	chr2	137132537	137142790	2	8810	21374.4291	1923.4628	759			CXCR4	CXCR4	NONE	759	1
1_MACS_peak_16786_lociStitched	chr2	112249940	112253706	1	3767	20281.4164	835.6754	760	LOC541471		LOC541471	LOC541471	0.415	760	1
1_MACS_peak_17445_lociStitched	chr2	182319824	182324919	1	5096	20434.5165	1002.696	761	ITGA4		ITGA4	ITGA4	0.18220000000000003	761	1
3_MACS_peak_4467_lociStitched	chr10	104531250	104543259	3	8739	21457.6812	2041.53	762	C10orf26		C10orf26	C10orf26	0.3153	762	1
5_MACS_peak_19595_lociStitched	chr22	22549286	22565625	5	9086	22276.5926	2865.8606	763		VPREB1	VPREB1	VPREB1	0.1007	763	1
1_MACS_peak_6485_lociStitched	chr12	4377608	4386551	1	8944	20554.5912	1193.8905	764	CCND2	C12orf5	CCND2	CCND2	0.44910000000000005	764	1
2_MACS_peak_21578_lociStitched	chr3	133159901	133169722	2	9762	20966.8529	1606.7156	765	BFSP2		BFSP2	BFSP2	1.0276	765	1
3_MACS_peak_15240_lociStitched	chr19	48880126	48895582	3	8492	21811.5072	2457.504	766	KDELR1	SYNGR4,GRIN2D,TMEM143	KDELR1	KDELR1	0.9916999999999999	766	1
1_MACS_peak_27545_lociStitched	chr6	137973515	137983814	1	10300	21075.8736	1738.4712	767			OLIG3	OLIG3	NONE	767	1
1_MACS_peak_1599_lociStitched	chr1	143742021	143746177	1	4157	20752.986	1438.3916	768	LOC100286793,FLJ39739	PPIAL4G	FLJ39739	FLJ39739	0.2483	768	1
1_MACS_peak_22297_lociStitched	chr3	191755098	191762592	1	7495	20828.0742	1525.029	769			FGF12	FGF12	NONE	769	1
1_MACS_peak_26865_lociStitched	chr6	74228164	74234514	1	6351	20771.485	1481.455	770	EEF1A1		EEF1A1	EEF1A1	1.3194	770	1
2_MACS_peak_13171_lociStitched	chr17	62979925	62986529	2	6401	20624.9524	1355.1408	771		AMZ2P1	AMZ2P1	AMZ2P1	0.4191	771	1
2_MACS_peak_6148_lociStitched	chr11	115125381	115136807	2	8470	21173.5206	1930.994	772	CADM1		CADM1	CADM1	0.267	772	1
2_MACS_peak_25884_lociStitched	chr6	3023047	3032994	2	7413	20729.548	1509.9546	773	LOC401233	DKFZP686I15217,NQO2,FAM136B,RIPK1	LOC401233	DKFZP686I15217	1.2122	773	1
3_MACS_peak_30129_lociStitched	chr8	38811715	38824434	3	9546	21610.8529	2400.0753	774	PLEKHA2	HTRA4,ADAM9,TM2D2	HTRA4	TM2D2	0.1127	774	1
2_MACS_peak_31583_lociStitched	chr9	69881422	69892352	2	7040	20805.255	1616.547	775			FOXD4L5	FOXD4L5	NONE	775	1
2_MACS_peak_32801_lociStitched	chrX	39712446	39720958	2	6203	19970.0032	783.9552	776			BCOR	BCOR	0.29850000000000004	776	1
4_MACS_peak_23957_lociStitched	chr4	185366581	185381695	4	10466	21939.4824	2755.2822	777	IRF2		IRF2	IRF2	1.9156000000000002	777	1
2_MACS_peak_1392_lociStitched	chr1	107992535	108003991	2	7301	20199.2192	1027.6032	778	NTNG1		VAV3	VAV3	NONE	778	1
2_MACS_peak_17069_lociStitched	chr2	148044650	148057754	2	9301	20903.5008	1740.2112	779			ACVR2A	ACVR2A	NONE	779	1
4_MACS_peak_322_lociStitched	chr1	23937208	23954677	4	10700	22388.2704	3230.0181	780	MDS2		MDS2	MDS2	0.13790000000000002	780	1
3_MACS_peak_24474_lociStitched	chr5	55953602	55969220	3	11250	21505.986	2411.4192	781			MAP3K1	MAP3K1	NONE	781	1
1_MACS_peak_2810_lociStitched	chr1	211742735	211756469	1	13735	22486.6782	3425.2596	782	SLC30A1		SLC30A1	SLC30A1	1.3834	782	1
1_MACS_peak_15264_lociStitched	chr19	49374974	49380570	1	5597	20261.9968	1202.0208	783	PPP1R15A	NUCB1,HSD17B14,PLEKHA4,TULP2	PPP1R15A	PPP1R15A	1.3902	783	1
5_MACS_peak_20973_lociStitched	chr3	66530294	66552537	5	14935	22465.43	3463.2351	784	LRIG1		LRIG1	LRIG1	0.11929999999999999	784	1
3_MACS_peak_10191_lociStitched	chr15	52959351	52977415	3	11205	22021.8224	3020.3008	785	KIAA1370		KIAA1370	KIAA1370	0.15020000000000003	785	1
3_MACS_peak_2807_lociStitched	chr1	211686746	211702755	3	10712	22289.3307	3350.6837	786		RD3,SLC30A1	RD3	SLC30A1	1.3834	786	1
4_MACS_peak_6909_lociStitched	chr12	32608286	32625300	4	9776	21163.7146	2233.9382	787		FGD4	FGD4	FGD4	0.1442	787	1
2_MACS_peak_6510_lociStitched	chr12	6468062	6477746	2	7137	20751.8436	1852.5492	788	SCNN1A	PLEKHG6,LTBR,TNFRSF1A	SCNN1A	TNFRSF1A	0.6264000000000001	788	1
3_MACS_peak_32808_lociStitched	chrX	39953099	39969525	3	12572	19949.377	1070.9752	789	BCOR		BCOR	BCOR	0.29850000000000004	789	1
1_MACS_peak_6167_lociStitched	chr11	116794709	116802731	1	8023	20537.9244	1677.4002	790	SIK3		APOA1	APOA1	NONE	790	1
4_MACS_peak_25550_lociStitched	chr5	156305432	156322140	4	12665	21219.16	2365.8528	791		PPP1R2P3,LOC100286948	PPP1R2P3	LOC100286948	0.899	791	1
1_MACS_peak_6442_lociStitched	chr12	1638384	1645185	1	6802	20123.4789	1277.2278	792		LOC100292680	LOC100292680	NONE	NONE	792	1
3_MACS_peak_10304_lociStitched	chr15	63765110	63780671	3	12603	21486.6288	2642.2578	793		USP3	USP3	USP3	0.06789999999999999	793	1
2_MACS_peak_7616_lociStitched	chr12	92577830	92586143	2	6612	20051.7873	1289.3463	794		BTG1	BTG1	BTG1	0.8572	794	1
1_MACS_peak_28178_lociStitched	chr7	26048929	26053595	1	4667	19627.9956	867.876	795			MIR148A	MIR148A	1.6266	795	1
2_MACS_peak_11902_lociStitched	chr16	81684707	81691772	2	5913	19463.3685	705.087	796	CMIP		PLCG2	PLCG2	0.16399999999999998	796	1
3_MACS_peak_3716_lociStitched	chr10	43890728	43905979	3	9879	21365.1259	2618.5967	797	HNRNPF	FXYD4,ZNF487P	HNRNPF	HNRNPF	0.3596	797	1
2_MACS_peak_17495_lociStitched	chr2	187914124	187920726	2	6086	19697.7272	952.6686	798			ZSWIM2	ZSWIM2	NONE	798	1
2_MACS_peak_2296_lociStitched	chr1	179846159	179853705	2	4864	20845.825	2118.1622	799	TOR1AIP1,TOR1AIP2		TOR1AIP1	TOR1AIP1	0.326	799	1
2_MACS_peak_22149_lociStitched	chr3	182399297	182408547	2	4793	20485.975	1760.275	800			ATP11B	ATP11B	NONE	800	1
2_MACS_peak_4462_lociStitched	chr10	104401182	104412687	2	7301	20489.2545	1764.867	801	TRIM8		TRIM8	TRIM8	0.8803	801	1
1_MACS_peak_25851_lociStitched	chr6	388937	400877	1	11941	20857.986	2165.916	802	IRF4		IRF4	IRF4	0.6436999999999999	802	1
3_MACS_peak_30019_lociStitched	chr8	29490599	29505868	3	9606	21136.8767	2462.8897	803			C8orf75	C8orf75	0.41019999999999995	803	1
1_MACS_peak_27431_lociStitched	chr6	130579568	130584116	1	4549	19467.2592	843.654	804		SAMD3	SAMD3	SAMD3	0.1366	804	1
2_MACS_peak_29402_lociStitched	chr7	134670434	134682810	2	8648	21832.5016	3247.4624	805	AGBL3		AGBL3	AGBL3	0.06869999999999998	805	1
2_MACS_peak_12520_lociStitched	chr17	31154235	31164500	2	7670	20249.7655	1670.1155	806	MYO1D		MYO1D	MYO1D	0.03459999999999999	806	1
2_MACS_peak_2835_lociStitched	chr1	212779465	212788966	2	6206	20938.3038	2359.0983	807	ATF3	FAM71A	ATF3	ATF3	0.43479999999999996	807	1
2_MACS_peak_29949_lociStitched	chr8	26428206	26437609	2	8821	20429.8981	1867.4358	808	DPYSL2		DPYSL2	DPYSL2	0.09739999999999999	808	1
1_MACS_peak_1621_lociStitched	chr1	144905970	144910602	1	4633	20041.7376	1479.924	809	PDE4DIP		PDE4DIP	PDE4DIP	0.4308	809	1
2_MACS_peak_17581_lociStitched	chr2	196909126	196917275	2	4670	19859.9279	1325.8423	810	DNAH7		DNAH7	DNAH7	0.0267	810	1
1_MACS_peak_19239_lociStitched	chr21	34586138	34590048	1	3911	19979.318	1458.821	811		IFNAR2,IL10RB,C21orf54	IFNAR2	IFNAR2	1.2632999999999999	811	1
1_MACS_peak_6197_lociStitched	chr11	118689162	118693808	1	4647	19481.1426	998.89	812		DDX6	DDX6	DDX6	0.23659999999999998	812	1
1_MACS_peak_23872_lociStitched	chr4	174253590	174257314	1	3725	19117.154	636.4316	813	HMGB2	SAP30	HMGB2	HMGB2	1.3989	813	1
1_MACS_peak_24838_lociStitched	chr5	88728478	88735333	1	6856	19795.869	1320.273	814			MEF2C	MEF2C	0.4508	814	1
2_MACS_peak_16762_lociStitched	chr2	111504055	111513555	2	5900	20124.8	1656.8	815	ACOXL		ACOXL	ACOXL	0.1441	815	1
2_MACS_peak_30338_lociStitched	chr8	66857624	66866413	2	6496	20106.5953	1652.332	816			DNAJC5B	DNAJC5B	NONE	816	1
2_MACS_peak_23374_lociStitched	chr4	108950973	108958931	2	7544	20022.328	1598.7622	817	HADH		HADH	HADH	0.42140000000000005	817	1
1_MACS_peak_30005_lociStitched	chr8	29203459	29210439	1	6981	19675.224	1253.608	818	DUSP4		DUSP4	DUSP4	0.8457	818	1
1_MACS_peak_7856_lociStitched	chr12	109082863	109087880	1	5018	19617.4734	1209.097	819	CORO1C		CORO1C	CORO1C	0.4456	819	1
1_MACS_peak_19084_lociStitched	chr21	11167683	11172663	1	4981	21483.222	3117.48	820			BAGE	BAGE	NONE	820	1
2_MACS_peak_13358_lociStitched	chr17	74476137	74482323	2	4788	19576.2156	1214.3118	821	RHBDF2	AANAT,PRCD,UBE2O	RHBDF2	RHBDF2	0.6693	821	1
2_MACS_peak_30127_lociStitched	chr8	38792859	38802031	2	5774	19827.1124	1468.4372	822	PLEKHA2	HTRA4	HTRA4	NONE	NONE	822	1
2_MACS_peak_14082_lociStitched	chr18	56315829	56327590	2	7576	20542.9387	2192.2504	823		MALT1,ALPK2	MALT1	ALPK2	0.09189999999999998	823	1
1_MACS_peak_22137_lociStitched	chr3	181670874	181675705	1	4832	19630.2854	1291.8094	824			SOX2	SOX2	1.1922	824	1
1_MACS_peak_7264_lociStitched	chr12	57076473	57083822	1	7350	19687.2361	1349.2764	825	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	ATP5B	0.534	825	1
1_MACS_peak_3657_lociStitched	chr10	32634854	32637068	1	2215	18595.6074	272.1006	826	EPC1		EPC1	EPC1	0.17509999999999998	826	1
1_MACS_peak_30460_lociStitched	chr8	80634111	80640013	1	5903	19428.2036	1108.9858	827		HEY1	HEY1	HEY1	0.18220000000000003	827	1
1_MACS_peak_26348_lociStitched	chr6	30582098	30587012	1	4915	19523.322	1219.1634	828	MRPS18B,PPP1R10	ABCF1,MIR877,ATAT1,C6orf136	PPP1R10	PPP1R10	0.6445000000000001	828	1
1_MACS_peak_16288_lociStitched	chr2	69134305	69137599	1	3295	19206.3258	905.1912	829		BMP10,GKN2	BMP10	NONE	NONE	829	1
2_MACS_peak_32927_lociStitched	chrX	48768210	48778958	2	9815	19653.7928	1359.622	830	SLC35A2,PIM2	PQBP1,TIMM17B,OTUD5,KCND1	PIM2	OTUD5	1.5518999999999998	830	1
2_MACS_peak_18913_lociStitched	chr20	52365222	52371805	2	6516	19410.6338	1136.2258	831			SUMO1P1	SUMO1P1	1.3688	831	1
2_MACS_peak_31540_lociStitched	chr9	66698604	66709911	2	7169	20015.6514	1745.8008	832			LOC442421	LOC442421	NONE	832	1
