REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X08_0EWU_0229Kronos_MM1S.KB.6hr.2_H3K18Ac_hs.dm_i16.bam	X42_0EXU_0229Kronos_MM1S.KB.6hr.2_Input_hs_i86.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
2_MACS_peak_23990_lociStitched	chr4	186225257	186233691	2	8278	23964.3676	1776.2004	775	SNX25		LRP2BP	775	1
3_MACS_peak_6680_lociStitched	chr12	13317462	13333988	3	8264	15418.758	2464.0266	776		EMP1	EMP1	776	1
3_MACS_peak_20421_lociStitched	chr3	23692970	23704082	3	8261	18581.4864	1667.9112	777			UBE2E1	777	1
3_MACS_peak_14454_lociStitched	chr19	6765383	6779513	3	8254	14613.246	3351.636	778	VAV1,SH2D3A	TRIP10,C3,GPR108	VAV1	778	1
1_MACS_peak_30648_lociStitched	chr8	103541699	103549942	1	8244	24428.1305	887.7711	779		ODF1	ODF1	779	1
2_MACS_peak_18802_lociStitched	chr20	46095805	46104275	2	8244	21490.084	1232.385	780		NCOA3	NCOA3	780	1
1_MACS_peak_20428_lociStitched	chr3	23846664	23854906	1	8243	21236.3372	1176.1334	781	UBE2E1		UBE2E1	781	1
3_MACS_peak_22818_lociStitched	chr4	42639280	42649005	3	8232	8140.7975	1679.5075	782	ATP8A1		ATP8A1	782	1
4_MACS_peak_27135_lociStitched	chr6	105929807	105942648	4	8232	10652.8936	2009.6165	783			PREP	783	1
2_MACS_peak_30854_lociStitched	chr8	126779735	126789019	2	8229	8624.836	1659.0508	784			TRIB1	784	1
2_MACS_peak_28852_lociStitched	chr7	92437218	92445571	2	8227	15915.8062	1599.5995	785	CDK6		CDK6	785	1
3_MACS_peak_27205_lociStitched	chr6	109075268	109090227	3	8222	13280.6002	2264.7926	786	NCRNA00222		NCRNA00222	786	1
2_MACS_peak_32056_lociStitched	chr9	112729448	112738724	2	8219	19431.3648	1833.8652	787	PALM2-AKAP2		AKAP2	787	1
2_MACS_peak_2999_lociStitched	chr1	226308487	226317134	2	8218	35685.3043	2115.0562	788			ACBD3	788	1
1_MACS_peak_27417_lociStitched	chr6	130002684	130010895	1	8212	23625.5103	1357.2783	789	ARHGAP18		ARHGAP18	789	1
3_MACS_peak_3830_lociStitched	chr10	54236102	54249127	3	8211	10934.4875	1922.49	790			DKK1	790	1
3_MACS_peak_1738_lociStitched	chr1	149898705	149912095	3	8207	17077.606	3008.733	791	SF3B4,MTMR11	HIST2H2AC,BOLA1,HIST2H2BE,HIST2H2AB,SV2A	MTMR11	791	1
3_MACS_peak_16285_lociStitched	chr2	69055873	69066715	3	8201	13454.922	1719.5412	792		BMP10	BMP10	792	1
4_MACS_peak_13033_lociStitched	chr17	55553533	55565502	4	8175	8602.1203	1911.4493	793	MSI2		MSI2	793	1
2_MACS_peak_22763_lociStitched	chr4	38664323	38674206	2	8171	11602.642	1474.5436	794	KLF3,FLJ13197		FLJ13197	794	1
2_MACS_peak_21806_lociStitched	chr3	156199134	156209241	2	8165	25150.2588	2320.5672	795	KCNAB1		SSR3	795	1
2_MACS_peak_24578_lociStitched	chr5	65114803	65123108	2	8164	10623.756	1359.5285	796	NLN		NLN	796	1
3_MACS_peak_7586_lociStitched	chr12	89854990	89870084	3	8164	13820.0664	2169.0078	797	POC1B	GALNT4	GALNT4	797	1
1_MACS_peak_15806_lociStitched	chr2	33716596	33724757	1	8162	30319.7472	1811.742	798	RASGRP3	RASGRP3	RASGRP3	798	1
2_MACS_peak_7532_lociStitched	chr12	80684045	80695019	2	8161	11565.4986	1535.2626	799	C12orf64		C12orf64	799	1
4_MACS_peak_23140_lociStitched	chr4	82542193	82558233	4	8161	9872.62	2163.796	800			RASGEF1B	800	1
4_MACS_peak_21400_lociStitched	chr3	121739777	121755612	4	8157	14221.4135	2609.608	801	ILDR1	CD86	ILDR1	801	1
1_MACS_peak_12757_lociStitched	chr17	40826942	40835092	1	8151	14850.115	1340.675	802	CNTNAP1,PLEKHH3,CCR10	TUBG2	PLEKHH3	802	1
1_MACS_peak_18800_lociStitched	chr20	46038979	46047127	1	8149	25068.9516	1548.12	803			ZMYND8	803	1
1_MACS_peak_23733_lociStitched	chr4	153580139	153588281	1	8143	15383.4948	1511.1552	804	TMEM154		TMEM154	804	1
2_MACS_peak_20885_lociStitched	chr3	55687485	55697225	2	8143	11152.3	1338.276	805	ERC2,C3orf51		C3orf51	805	1
3_MACS_peak_13530_lociStitched	chr17	80405889	80423996	3	8138	22275.2314	2553.087	806	NARF,C17orf62	HEXDC,C17orf101	NARF	806	1
3_MACS_peak_18528_lociStitched	chr20	32360727	32374483	3	8136	18757.6816	2035.888	807	ZNF341	CHMP4B	CHMP4B	807	1
2_MACS_peak_1600_lociStitched	chr1	143911661	143919987	2	8129	15106.6944	2820.0162	808	SRGAP2P2,FAM72D		SRGAP2P2	808	1
1_MACS_peak_2451_lociStitched	chr1	192542359	192550486	1	8128	19556.8128	2477.1096	809	RGS1		RGS1	809	1
4_MACS_peak_28752_lociStitched	chr7	80399596	80410910	4	8120	6470.4766	1370.1254	810	SEMA3C		CD36	810	1
3_MACS_peak_2417_lociStitched	chr1	187001033	187013089	3	8118	11221.7248	2340.0696	811			PLA2G4A	811	1
2_MACS_peak_12133_lociStitched	chr17	4842228	4854983	2	8117	29347.9795	2343.0935	812	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	812	1
3_MACS_peak_5409_lociStitched	chr11	60672932	60684118	3	8116	17764.4866	2413.9388	813	TMEM109,PRPF19	ZP1,TMEM132A,GPR44,SLC15A3	TMEM109	813	1
3_MACS_peak_25623_lociStitched	chr5	160169072	160178049	3	8115	8288.4641	1190.3502	814	ATP10B		ATP10B	814	1
4_MACS_peak_6666_lociStitched	chr12	12949794	12967036	4	8112	10600.3816	2869.0688	815	DDX47	MIR613,APOLD1	DDX47	815	1
2_MACS_peak_15683_lociStitched	chr2	25633106	25645748	2	8102	33663.1176	2371.6392	816	DTNB		DNMT3A	816	1
2_MACS_peak_29980_lociStitched	chr8	28195123	28207183	2	8100	23632.776	2247.984	817	PNOC,ZNF395		PNOC	817	1
3_MACS_peak_31357_lociStitched	chr9	33152543	33168472	3	8097	12174.5347	2548.64	818	B4GALT1		B4GALT1	818	1
1_MACS_peak_26432_lociStitched	chr6	32934514	32942608	1	8095	50889.4062	1906.137	819	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	819	1
3_MACS_peak_15883_lociStitched	chr2	39345730	39356928	3	8092	12764.6002	1898.061	820	SOS1		SOS1	820	1
3_MACS_peak_29841_lociStitched	chr8	18598499	18614479	3	8092	11900.306	2051.832	821	PSD3		PSD3	821	1
4_MACS_peak_4892_lociStitched	chr11	6624002	6641360	4	8079	10796.676	2994.255	822	ILK,RRP8,TAF10,TPP1	DCHS1	TAF10	822	1
2_MACS_peak_12204_lociStitched	chr17	7736908	7748908	2	8074	9710.4	1938	823	DNAH2,KDM6B	TMEM88,CYB5D1,CHD3,LSMD1	KDM6B	823	1
2_MACS_peak_18112_lociStitched	chr2	241499361	241509284	2	8067	13031.8759	835.5166	824	DUSP28,RNPEPL1	CAPN10,GPR35,ANKMY1	RNPEPL1	824	1
1_MACS_peak_29433_lociStitched	chr7	137707452	137715511	1	8060	16950.4947	1755.2502	825		AKR1D1,CREB3L2	CREB3L2	825	1
4_MACS_peak_11561_lociStitched	chr16	53085932	53103712	4	8060	10143.49	2823.464	826	CHD9		CHD9	826	1
2_MACS_peak_9917_lociStitched	chr15	38476802	38485565	2	8058	18488.1774	1402.08	827			SPRED1	827	1
2_MACS_peak_29031_lociStitched	chr7	104595803	104605236	2	8058	9966.9078	1616.8162	828		MLL5,LOC723809,LOC100216545	LOC723809	828	1
3_MACS_peak_2653_lociStitched	chr1	205196019	205208086	3	8057	14474.3665	2663.1869	829	TMCC2	DSTYK	TMCC2	829	1
2_MACS_peak_11810_lociStitched	chr16	71876683	71888920	2	8057	14930.3637	1989.7362	830	ATXN1L	KIAA0174,AP1G1,ZNF821	ATXN1L	830	1
2_MACS_peak_16006_lociStitched	chr2	47204761	47215106	2	8053	36996.8235	2031.758	831	TTC7A	MCFD2	MCFD2	831	1
3_MACS_peak_30618_lociStitched	chr8	101503961	101513286	3	8040	16776.6075	1065.8475	832			ANKRD46	832	1
3_MACS_peak_11593_lociStitched	chr16	56893300	56906052	3	8039	10551.0048	1808.2336	833	SLC12A3	MIR138-2	SLC12A3	833	1
2_MACS_peak_25206_lociStitched	chr5	131434893	131444055	2	8036	43819.0974	2077.0254	834		IL3,CSF2	CSF2	834	1
3_MACS_peak_25738_lociStitched	chr5	173719013	173729752	3	8033	13150.9794	1586.1503	835			HMP19	835	1
3_MACS_peak_33575_lociStitched	chrX	153596571	153608726	3	8033	7897.1035	886.0995	836	EMD,FLNA	RPL10,SNORA70,TAZ,ATP6AP1,DNASE1L1	FLNA	836	1
3_MACS_peak_20315_lociStitched	chr3	13454997	13470858	3	8031	19087.1274	2404.5276	837	NUP210		NUP210	837	1
1_MACS_peak_6167_lociStitched	chr11	116794709	116802731	1	8023	20537.9244	1677.4002	838	SIK3		APOA1	838	1
4_MACS_peak_420_lociStitched	chr1	27147087	27167139	4	8021	10657.638	2865.4308	839	ZDHHC18	PIGV,SFN,GPN2	ZDHHC18	839	1
3_MACS_peak_13389_lociStitched	chr17	75314723	75330063	3	8016	16271.138	2281.058	840	SEPT9	SEPT9	SEPT9	840	1
1_MACS_peak_21320_lociStitched	chr3	113460707	113468717	1	8011	14357.124	1534.716	841	ATP6V1A,NAA50	KIAA2018	NAA50	841	1
4_MACS_peak_32110_lociStitched	chr9	116162727	116179609	4	8001	13304.7042	2861.499	842	C9orf43,ALAD,POLE3	RGS3,HDHD3	POLE3	842	1
3_MACS_peak_1842_lociStitched	chr1	153929591	153941507	3	7999	20412.108	3236.3856	843	CREB3L4,CRTC2,SLC39A1	RPS27,GATAD2B,DENND4B,JTB,RAB13	CRTC2	843	1
1_MACS_peak_25780_lociStitched	chr5	176851912	176859904	1	7993	12419.568	1363.4352	844	GRK6	SLC34A1,PRR7,PFN3,F12,DBN1	GRK6	844	1
2_MACS_peak_16067_lociStitched	chr2	54776676	54789051	2	7988	16810.2	1940.4	845	SPTBN1	RPL23AP32	SPTBN1	845	1
1_MACS_peak_15212_lociStitched	chr19	47728654	47736639	1	7986	23786.5165	1425.3225	846	MIR3190,BBC3,MIR3191	CCDC9,PRR24	BBC3	846	1
1_MACS_peak_26532_lociStitched	chr6	36719263	36727245	1	7983	16023.865	1882.1556	847	CPNE5		CDKN1A	847	1
1_MACS_peak_20858_lociStitched	chr3	52737767	52745747	1	7981	17141.838	1520.988	848	SPCS1,GLT8D1,NEK4	GNL3,SNORD19,SNORD19B,SNORD69,PBRM1,GLT8D1	GLT8D1	848	1
2_MACS_peak_22476_lociStitched	chr4	5705409	5715686	2	7965	17367.1023	1677.2064	849	EVC,EVC2		EVC2	849	1
3_MACS_peak_20900_lociStitched	chr3	56948479	56958701	3	7953	24700.4408	1878.8036	850	ARHGEF3		ARHGEF3	850	1
2_MACS_peak_33013_lociStitched	chrX	58149713	58159490	2	7952	9928.5435	962.0568	851			ZXDA	851	1
2_MACS_peak_2276_lociStitched	chr1	178544375	178552640	2	7951	40497.6735	2205.102	852		C1orf220	C1orf220	852	1
2_MACS_peak_4127_lociStitched	chr10	78983082	78993144	2	7939	17121.4992	1483.1388	853	KCNMA1		KCNMA1	853	1
3_MACS_peak_21685_lociStitched	chr3	143538595	143551856	3	7939	6764.4361	2035.5635	854	SLC9A9		SLC9A9	854	1
1_MACS_peak_23191_lociStitched	chr4	87876458	87884391	1	7934	11465.5649	1097.1339	855	AFF1	AFF1	AFF1	855	1
1_MACS_peak_8607_lociStitched	chr13	78688821	78696752	1	7932	48374.3414	1523.5451	856			EDNRB	856	1
4_MACS_peak_6235_lociStitched	chr11	120195567	120208773	4	7925	9962.6064	2181.6312	857	TMEM136,ARHGEF12		ARHGEF12	857	1
3_MACS_peak_2178_lociStitched	chr1	168302722	168318132	3	7916	6808.138	3382.495	858		MIR557	MIR557	858	1
1_MACS_peak_15369_lociStitched	chr19	55764154	55772067	1	7914	15237.2728	1363.4099	859	PPP6R1	BRSK1,PTPRH,TMEM86B,HSPBP1	PPP6R1	859	1
2_MACS_peak_28044_lociStitched	chr7	14721683	14731659	2	7906	26688.7928	1504.3808	860	DGKB		DGKB	860	1
2_MACS_peak_1570_lociStitched	chr1	120657998	120667311	2	7901	9910.8946	1948.2796	861		NOTCH2	NOTCH2	861	1
3_MACS_peak_19939_lociStitched	chr22	39409140	39422126	3	7894	23887.747	2575.1238	862	APOBEC3C,APOBEC3D	APOBEC3B,APOBEC3F	APOBEC3D	862	1
2_MACS_peak_2735_lociStitched	chr1	207995022	208006414	2	7888	14167.0912	3092.928	863	LOC148696	MIR29C,MIR29B2	LOC148696	863	1
2_MACS_peak_19254_lociStitched	chr21	34745955	34757330	2	7887	26683.475	3008.6875	864		IFNAR1,IFNGR2	IFNGR2	864	1
1_MACS_peak_5362_lociStitched	chr11	58340033	58347914	1	7882	50731.5732	1786.6227	865	ZFP91-CNTF,ZFP91,LPXN	CNTF	LPXN	865	1
2_MACS_peak_1469_lociStitched	chr1	111756362	111765937	2	7882	10675.1675	1056.1225	866		CHI3L2,DENND2D	CHI3L2	866	1
2_MACS_peak_17643_lociStitched	chr2	201237367	201246913	2	7867	10491.054	1606.5918	867	SPATS2L		SPATS2L	867	1
3_MACS_peak_26445_lociStitched	chr6	33279734	33292651	3	7865	17939.1296	2118.388	868	TAPBP,ZBTB22,DAXX	RPS18,B3GALT4,PFDN6,VPS52,WDR46,RGL2,LYPLA2P1	ZBTB22	868	1
3_MACS_peak_26988_lociStitched	chr6	87754753	87765158	3	7861	9731.7965	1712.663	869		CGA	CGA	869	1
3_MACS_peak_29374_lociStitched	chr7	130902792	130917706	3	7850	18733.4754	3167.7336	870	MKLN1		MKLN1	870	1
2_MACS_peak_15939_lociStitched	chr2	43627613	43636376	2	7840	12729.1338	1265.3772	871	THADA		LOC100129726	871	1
5_MACS_peak_33136_lociStitched	chrX	77316926	77330662	5	7836	8030.0656	1093.3856	872		PGK1	PGK1	872	1
5_MACS_peak_3541_lociStitched	chr10	22604286	22615400	5	7834	13831.373	1603.7502	873	COMMD3,BMI1	SPAG6	BMI1	873	1
1_MACS_peak_7497_lociStitched	chr12	77453054	77460886	1	7833	21789.4072	1702.6768	874	E2F7		E2F7	874	1
1_MACS_peak_24902_lociStitched	chr5	95258677	95266508	1	7832	11651.7449	1196.5768	875	ELL2		ELL2	875	1
3_MACS_peak_30842_lociStitched	chr8	126342315	126356281	3	7830	12331.978	2076.7442	876	NSMCE2		TRIB1	876	1
2_MACS_peak_18948_lociStitched	chr20	53318182	53330012	2	7829	15622.698	1770.951	877			DOK5	877	1
2_MACS_peak_8838_lociStitched	chr13	115039367	115048550	2	7828	22750.8825	1656.6132	878	UPF3A	CDC16,ZNF828	UPF3A	878	1
1_MACS_peak_30412_lociStitched	chr8	72268282	72276108	1	7827	12602.9904	1292.8552	879	EYA1		EYA1	879	1
3_MACS_peak_25934_lociStitched	chr6	5996175	6010083	3	7827	11752.26	1853.9364	880	NRN1		NRN1	880	1
3_MACS_peak_14471_lociStitched	chr19	7400369	7411172	3	7825	20482.488	2401.5069	881		ARHGEF18	ARHGEF18	881	1
2_MACS_peak_21273_lociStitched	chr3	111392422	111403398	2	7817	9328.5024	1742.9888	882	PLCXD2	PHLDB2	PLCXD2	882	1
1_MACS_peak_17012_lociStitched	chr2	135162692	135170506	1	7815	23269.3106	1722.987	883	MGAT5	LOC151162	LOC151162	883	1
3_MACS_peak_26414_lociStitched	chr6	32156759	32165747	3	7814	16128.0672	1518.972	884	PBX2,GPSM3,NOTCH4	PPT2,EGFL8,RNF5,RNF5P1,PRRT1,LOC100507547,AGPAT1,AGER	GPSM3	884	1
1_MACS_peak_30742_lociStitched	chr8	118450209	118458008	1	7800	39306.96	1889.6977	885			MED30	885	1
2_MACS_peak_5554_lociStitched	chr11	65336419	65345282	2	7798	11904.7816	1568.751	886	SSSCA1,FAM89B,EHBP1L1	SCYL1,PCNXL3,LTBP3,KCNK7,MAP3K11	FAM89B	886	1
3_MACS_peak_26085_lociStitched	chr6	15244631	15257471	3	7795	8593.812	1899.036	887	JARID2		JARID2	887	1
3_MACS_peak_2983_lociStitched	chr1	226034721	226045185	3	7791	12986.8704	2786.5632	888	TMEM63A	EPHX1,LEFTY1	EPHX1	888	1
3_MACS_peak_21993_lociStitched	chr3	171896913	171908424	3	7784	8332.8129	2084.6421	889	FNDC3B		FNDC3B	889	1
2_MACS_peak_16689_lociStitched	chr2	106406019	106416883	2	7780	22576.4784	1840.3616	890	NCK2		NCK2	890	1
4_MACS_peak_25586_lociStitched	chr5	157824474	157837760	4	7779	10854.662	1420.2734	891			CLINT1	891	1
1_MACS_peak_3642_lociStitched	chr10	30989303	30997059	1	7757	41101.3708	1472.0888	892			LYZL2	892	1
4_MACS_peak_32459_lociStitched	chr9	139432192	139445831	4	7755	11454.0322	1410.2726	893	NOTCH1		NOTCH1	893	1
3_MACS_peak_26080_lociStitched	chr6	14654858	14665539	3	7751	11467.1216	1792.2718	894			CD83	894	1
3_MACS_peak_22091_lociStitched	chr3	178422855	178434052	3	7744	8004.7353	2113.9936	895	KCNMB2		KCNMB2	895	1
2_MACS_peak_24080_lociStitched	chr5	1335336	1346140	2	7743	19907.4504	2023.5892	896	CLPTM1L	TERT	CLPTM1L	896	1
2_MACS_peak_460_lociStitched	chr1	28352415	28363796	2	7739	12212.9511	1913.1461	897	EYA3		EYA3	897	1
2_MACS_peak_16203_lociStitched	chr2	64862665	64873639	2	7736	18666.774	2096.034	898	SERTAD2	LOC339807	SERTAD2	898	1
2_MACS_peak_7758_lociStitched	chr12	102129323	102140089	2	7733	21601.979	1762.3942	899	SYCP3,GNPTAB	CHPT1	SYCP3	899	1
4_MACS_peak_1565_lociStitched	chr1	120622633	120636978	4	7732	15637.4845	4039.552	900		NOTCH2	NOTCH2	900	1
1_MACS_peak_22564_lociStitched	chr4	12697212	12704934	1	7723	14444.7732	966.7944	901			HSP90AB2P	901	1
3_MACS_peak_18426_lociStitched	chr20	23329902	23344029	3	7720	14028.111	2330.955	902	NXT1	GZF1	NXT1	902	1
5_MACS_peak_5549_lociStitched	chr11	65307011	65326869	5	7718	9416.6636	2760.262	903	LTBP3	MALAT1,SCYL1,SSSCA1,FAM89B,EHBP1L1,KCNK7	LTBP3	903	1
2_MACS_peak_14993_lociStitched	chr19	39338780	39348956	2	7708	18111.2448	1873.4016	904	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	904	1
3_MACS_peak_6386_lociStitched	chr11	130634308	130648480	3	7700	19436.898	2107.3764	905			SNX19	905	1
2_MACS_peak_28295_lociStitched	chr7	37375134	37385923	2	7698	15794.0171	1890.2328	906	ELMO1		ELMO1	906	1
1_MACS_peak_17617_lociStitched	chr2	198168764	198176457	1	7694	14472.8409	1471.6709	907	ANKRD44		ANKRD44	907	1
2_MACS_peak_21370_lociStitched	chr3	119354644	119362929	2	7691	24602.3075	1630.488	908	POPDC2	PLA1A,COX17	POPDC2	908	1
2_MACS_peak_151_lociStitched	chr1	11622947	11631860	2	7690	13438.1301	1543.7316	909			FBXO44	909	1
2_MACS_peak_19290_lociStitched	chr21	36254149	36263118	2	7690	21686.1451	1804.5628	910	RUNX1		RUNX1	910	1
2_MACS_peak_32372_lociStitched	chr9	132646034	132657631	2	7682	25881.0249	1944.8169	911	FNBP1	USP20,C9orf78	USP20	911	1
1_MACS_peak_20698_lociStitched	chr3	46389408	46397088	1	7681	24066.048	1413.12	912	CCR2	CCR5	CCR2	912	1
3_MACS_peak_19972_lociStitched	chr22	39860605	39870053	3	7675	18374.4704	1830.0776	913	MGAT3	MGAT3,SMCR7L,ATF4	MGAT3	913	1
3_MACS_peak_22063_lociStitched	chr3	177034996	177044363	3	7672	11106.4519	1802.2108	914			TBL1XR1	914	1
2_MACS_peak_12520_lociStitched	chr17	31154235	31164500	2	7670	20249.7655	1670.1155	915	MYO1D		MYO1D	915	1
1_MACS_peak_3262_lociStitched	chr1	247373069	247380737	1	7669	16819.758	2060.3916	916		VN1R5,ZNF124,MIR3916	MIR3916	916	1
3_MACS_peak_11161_lociStitched	chr16	14486430	14502646	3	7669	24534.808	2314.0232	917			MIR365-1	917	1
3_MACS_peak_32239_lociStitched	chr9	127623064	127635968	3	7668	12413.648	1890.436	918	ARPC5L,RPL35	WDR38	ARPC5L	918	1
1_MACS_peak_5034_lociStitched	chr11	16979052	16986718	1	7667	26939.0906	1617.526	919	PLEKHA7		PLEKHA7	919	1
1_MACS_peak_21587_lociStitched	chr3	133290432	133298097	1	7666	13962.564	1603.518	920	CDV3		CDV3	920	1
2_MACS_peak_7251_lociStitched	chr12	56726413	56734385	2	7666	23790.8396	1727.5324	921	IL23A,PAN2	CS,CNPY2,STAT2,APOF	IL23A	921	1
1_MACS_peak_23944_lociStitched	chr4	185183906	185191566	1	7661	40774.946	1682.902	922		ENPP6	ENPP6	922	1
4_MACS_peak_23986_lociStitched	chr4	186176215	186188204	4	7661	6909.2607	1786.361	923	SNX25		SNX25	923	1
2_MACS_peak_6273_lociStitched	chr11	122930673	122941733	2	7658	27118.014	2119.096	924	HSPA8	LOC341056	HSPA8	924	1
2_MACS_peak_21216_lociStitched	chr3	104237617	104246846	2	7649	15905.2586	1422.1889	925			MIR548A3	925	1
3_MACS_peak_28436_lociStitched	chr7	47610120	47622466	3	7642	12448.4718	1729.6746	926		TNS3	TNS3	926	1
3_MACS_peak_5374_lociStitched	chr11	58864752	58876523	3	7641	13649.6516	2009.3097	927	FAM111B	FAM111A,LOC283194	FAM111B	927	1
2_MACS_peak_3078_lociStitched	chr1	230276462	230287355	2	7634	17533.3728	2332.1913	928	GALNT2		GALNT2	928	1
3_MACS_peak_6507_lociStitched	chr12	6439119	6452214	3	7634	15916.9725	1869.966	929	TNFRSF1A	PLEKHG6,LTBR,SCNN1A	TNFRSF1A	929	1
2_MACS_peak_30944_lociStitched	chr8	134221300	134232852	2	7629	31556.5984	1797.4912	930	WISP1		WISP1	930	1
3_MACS_peak_23308_lociStitched	chr4	103533132	103542748	3	7627	10633.3728	1387.5888	931	NFKB1		NFKB1	931	1
2_MACS_peak_15854_lociStitched	chr2	37871675	37883731	2	7625	12338.1104	2379.8544	932	CDC42EP3		CDC42EP3	932	1
3_MACS_peak_2201_lociStitched	chr1	171219458	171227972	3	7619	18655.0254	2163.4074	933	FMO1		FMO1	933	1
2_MACS_peak_13351_lociStitched	chr17	74257431	74269000	2	7615	24652.3821	1820.9606	934	FAM100B	RNF157,QRICH2	FAM100B	934	1
1_MACS_peak_10392_lociStitched	chr15	68478249	68485862	1	7614	26024.2792	1540.1099	935	PIAS1,CALML4	CLN6	CALML4	935	1
4_MACS_peak_5521_lociStitched	chr11	64845508	64865096	4	7614	11039.7968	3290.784	936	ZFPL1,C11orf2,CDCA5	SAC3D1,TM7SF2,MRPL49,NAALADL1,ZNHIT2,FAU,SYVN1	ZFPL1	936	1
2_MACS_peak_15480_lociStitched	chr2	5834629	5842350	2	7611	15668.9974	920.3432	937	SOX11		SOX11	937	1
2_MACS_peak_4852_lociStitched	chr11	3528343	3536703	2	7610	18573.412	1690.392	938			TRPC2	938	1
2_MACS_peak_5969_lociStitched	chr11	95939975	95950384	2	7600	12595.9309	1735.1803	939	MAML2		MIR1260B	939	1
1_MACS_peak_21875_lociStitched	chr3	160116160	160123744	1	7585	26343.7824	2030.9952	940	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	SMC4	940	1
3_MACS_peak_32525_lociStitched	chrX	1324716	1335657	3	7585	10459.596	468.2748	941	CRLF2		CRLF2	941	1
4_MACS_peak_878_lociStitched	chr1	52029364	52045140	4	7584	9814.2496	2727.6704	942		OSBPL9,EPS15	OSBPL9	942	1
3_MACS_peak_13360_lociStitched	chr17	74488206	74498566	3	7582	9654.484	1408.96	943	RHBDF2	AANAT,PRCD,UBE2O,RHBDF2,CYGB	RHBDF2	943	1
3_MACS_peak_6707_lociStitched	chr12	15135646	15147789	3	7581	9533.4693	1859.0933	944		PDE6H,ERP27,ARHGDIB	PDE6H	944	1
1_MACS_peak_4672_lociStitched	chr10	125156086	125163665	1	7580	13236.7235	1271.7562	945			BUB3	945	1
1_MACS_peak_1050_lociStitched	chr1	66795762	66803339	1	7578	21361.8361	1753.3178	946	PDE4B		PDE4B	946	1
2_MACS_peak_14082_lociStitched	chr18	56315829	56327590	2	7576	20542.9387	2192.2504	947		MALT1,ALPK2	MALT1	947	1
2_MACS_peak_12079_lociStitched	chr17	2294538	2306163	2	7574	10174.2	1505.4375	948	MNT	LOC284009	MNT	948	1
2_MACS_peak_29329_lociStitched	chr7	128572298	128582476	2	7567	32208.281	2783.683	949	IRF5	KCP	IRF5	949	1
2_MACS_peak_19844_lociStitched	chr22	36552278	36560295	2	7566	22536.5887	1637.8731	950	APOL3	APOL4	APOL3	950	1
1_MACS_peak_9363_lociStitched	chr14	73354308	73361871	1	7564	8215.6869	915.123	951	DPF3	DCAF4	DPF3	951	1
4_MACS_peak_14155_lociStitched	chr18	63248920	63260212	4	7559	8244.2892	1557.1668	952			CDH7	952	1
2_MACS_peak_21465_lociStitched	chr3	125552149	125560636	2	7558	15962.3496	1639.6884	953		MIR548I1	MIR548I1	953	1
3_MACS_peak_7173_lociStitched	chr12	53763793	53776181	3	7557	20036.3512	2426.8092	954	SP1	AMHR2,AAAS,SP7	SP1	954	1
3_MACS_peak_12039_lociStitched	chr17	1010746	1024911	3	7557	12895.816	1861.281	955	ABR		ABR	955	1
3_MACS_peak_6872_lociStitched	chr12	31331480	31342328	3	7551	11502.1344	1184.6016	956			DDX11	956	1
3_MACS_peak_28078_lociStitched	chr7	20230135	20241827	3	7549	8940.8724	1922.1648	957	MACC1		MACC1	957	1
2_MACS_peak_12922_lociStitched	chr17	47434839	47444096	2	7548	8869.1317	1715.3221	958	ZNF652	PHB	ZNF652	958	1
2_MACS_peak_23374_lociStitched	chr4	108950973	108958931	2	7544	20022.328	1598.7622	959	HADH		HADH	959	1
2_MACS_peak_1750_lociStitched	chr1	150131155	150139240	2	7538	24500.784	1948.485	960	PLEKHO1		PLEKHO1	960	1
1_MACS_peak_30113_lociStitched	chr8	38237449	38244982	1	7534	10584.6183	1293.4161	961	LETM2,WHSC1L1		WHSC1L1	961	1
3_MACS_peak_25516_lociStitched	chr5	152973564	152981957	3	7531	8178.1392	1404.1489	962	GRIA1		GRIA1	962	1
2_MACS_peak_7025_lociStitched	chr12	46909357	46919609	2	7531	14448.1436	1980.6864	963			SLC38A2	963	1
2_MACS_peak_19214_lociStitched	chr21	32924568	32932917	2	7530	12407.4489	2120.646	964	TIAM1		TIAM1	964	1
2_MACS_peak_19667_lociStitched	chr22	24536388	24544780	2	7529	9276.5168	1362.0216	965	CABIN1	SUSD2	SUSD2	965	1
2_MACS_peak_30785_lociStitched	chr8	124046064	124055451	2	7528	11408.0211	1983.4731	966	DERL1	WDR67	DERL1	966	1
3_MACS_peak_14334_lociStitched	chr19	2049260	2062806	3	7525	22592.0188	2686.1718	967	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	967	1
3_MACS_peak_18476_lociStitched	chr20	30147676	30162050	3	7523	12850.356	2271.092	968	HM13	PSIMCT-1,ID1,MIR3193	PSIMCT-1	968	1
2_MACS_peak_250_lociStitched	chr1	17221189	17233522	2	7516	56481.4401	4225.2858	969		CROCC	CROCC	969	1
