#08_0EWU_0229Kronos_MM1S-KB-6hr-2_H3K18Ac_hs-dm_i16_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/08_0EWU_0229Kronos_MM1S-KB-6hr-2_H3K18Ac_hs-dm_i16_ROSE/08_0EWU_0229Kronos_MM1S-KB-6hr-2_H3K18Ac_hs-dm_i16_peaks_5KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X08_0EWU_0229Kronos_MM1S.KB.6hr.2_H3K18Ac_hs.dm_i16.bam
#Using cutoff of 16723.5007 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X08_0EWU_0229Kronos_MM1S.KB.6hr.2_H3K18Ac_hs.dm_i16.bam	X42_0EXU_0229Kronos_MM1S.KB.6hr.2_Input_hs_i86.bam	enhancerRank	isStretch
2_MACS_peak_26232_lociStitched	chr6	26354994	26368111	2	13017	53311.4231	2772.9338	260	1
1_MACS_peak_30977_lociStitched	chr8	137188534	137201548	1	13015	40066.2018	2627.5266	261	1
1_MACS_peak_26198_lociStitched	chr6	25402716	25415707	1	12992	107805.8135	2811.2524	262	1
5_MACS_peak_6922_lociStitched	chr12	33037636	33060643	5	12988	17878.7397	3837.5676	263	1
4_MACS_peak_31044_lociStitched	chr8	145009228	145027905	4	12980	23473.2536	2441.0839	264	1
1_MACS_peak_413_lociStitched	chr1	27018264	27031231	1	12968	29717.7706	2500.0376	265	1
2_MACS_peak_22851_lociStitched	chr4	48191150	48206607	2	12967	38265.3492	2663.2411	266	1
2_MACS_peak_32929_lociStitched	chrX	48790358	48805051	2	12912	54303.8587	1620.6379	267	1
1_MACS_peak_15933_lociStitched	chr2	43444063	43456864	1	12802	48031.9122	2210.7327	268	1
3_MACS_peak_20711_lociStitched	chr3	46577553	46592057	3	12773	53638.6928	2645.5296	269	1
4_MACS_peak_13891_lociStitched	chr18	42288769	42307248	4	12763	16638.4916	2862.3971	270	1
2_MACS_peak_3015_lociStitched	chr1	226839011	226852690	2	12718	52576.6044	3827.3842	271	1
4_MACS_peak_18751_lociStitched	chr20	43672522	43693816	4	12717	24945.921	3264.3702	272	1
3_MACS_peak_18746_lociStitched	chr20	43587666	43609255	3	12677	26366.6457	3916.2446	273	1
4_MACS_peak_25550_lociStitched	chr5	156305432	156322140	4	12665	21219.16	2365.8528	274	1
1_MACS_peak_17674_lociStitched	chr2	202116007	202128666	1	12660	58447.8689	2441.9211	275	1
3_MACS_peak_17596_lociStitched	chr2	197088411	197107626	3	12655	23015.727	3135.888	276	1
2_MACS_peak_5706_lociStitched	chr11	71413836	71427203	2	12612	41360.1714	2923.3629	277	1
3_MACS_peak_10304_lociStitched	chr15	63765110	63780671	3	12603	21486.6288	2642.2578	278	1
4_MACS_peak_9906_lociStitched	chr15	38360684	38380813	4	12593	47337.3693	3250.8335	279	1
3_MACS_peak_19945_lociStitched	chr22	39459013	39474390	3	12577	29992.8385	2460.32	280	1
3_MACS_peak_32808_lociStitched	chrX	39953099	39969525	3	12572	19949.377	1070.9752	281	1
5_MACS_peak_5856_lociStitched	chr11	82666425	82690313	5	12543	26052.2528	3585.5888	282	1
1_MACS_peak_15913_lociStitched	chr2	42322950	42335485	1	12536	59083.7225	2617.308	283	1
3_MACS_peak_27313_lociStitched	chr6	117858862	117877603	3	12530	27309.3852	2871.1212	284	1
4_MACS_peak_4046_lociStitched	chr10	74006465	74024662	4	12440	29298.9897	2951.5534	285	1
1_MACS_peak_13770_lociStitched	chr18	22928865	22941285	1	12421	17851.266	1733.832	286	1
3_MACS_peak_18293_lociStitched	chr20	9479527	9498874	3	12399	40953.7296	3058.7607	287	1
3_MACS_peak_10508_lociStitched	chr15	75352736	75371004	3	12396	39869.91	3339.3904	288	1
1_MACS_peak_17439_lociStitched	chr2	182168306	182180656	1	12351	98561.645	2563.86	289	1
4_MACS_peak_18587_lociStitched	chr20	34673538	34690327	4	12318	14582.9254	2812.1575	290	1
3_MACS_peak_10093_lociStitched	chr15	46994128	47008692	3	12314	23094.1348	2416.1676	291	1
3_MACS_peak_30012_lociStitched	chr8	29403796	29419380	3	12313	47461.072	2457.5968	292	1
1_MACS_peak_22086_lociStitched	chr3	178229278	178241579	1	12302	78828.4983	3130.6045	293	1
3_MACS_peak_1638_lociStitched	chr1	145182635	145199051	3	12262	25269.1488	7431.5232	294	1
1_MACS_peak_18908_lociStitched	chr20	52267649	52279897	1	12249	52365.0992	2483.8944	295	1
3_MACS_peak_11911_lociStitched	chr16	81841508	81857675	3	12177	27136.3095	1589.2161	296	1
4_MACS_peak_15721_lociStitched	chr2	27293459	27310798	4	12171	16607.2942	2632.0602	297	1
4_MACS_peak_27499_lociStitched	chr6	135322806	135344122	4	12161	28265.016	3269.8744	298	1
3_MACS_peak_22141_lociStitched	chr3	182097857	182113528	3	12159	19146.8278	3214.1221	299	1
3_MACS_peak_314_lociStitched	chr1	23849906	23867233	3	12156	53018.8873	3444.6076	300	1
3_MACS_peak_2658_lociStitched	chr1	205242169	205258981	3	12140	54238.8744	4382.8884	301	1
2_MACS_peak_10234_lociStitched	chr15	58581879	58595860	2	12124	52623.0859	2448.0731	302	1
2_MACS_peak_24994_lociStitched	chr5	109023833	109037426	2	12077	25587.4632	2679.1803	303	1
4_MACS_peak_23043_lociStitched	chr4	76022950	76044093	4	12035	45567.3936	3294.0794	304	1
3_MACS_peak_18969_lociStitched	chr20	55957926	55975712	3	12032	22625.5706	2822.6382	305	1
2_MACS_peak_8415_lociStitched	chr13	46269180	46281342	2	12009	34537.6476	1320.7932	306	1
2_MACS_peak_19705_lociStitched	chr22	27003138	27015223	2	11997	36155.903	1998.859	307	1
5_MACS_peak_24812_lociStitched	chr5	87954465	87976803	5	11978	41242.6494	3319.4268	308	1
2_MACS_peak_21946_lociStitched	chr3	169656099	169668474	2	11967	65224.9125	3519.45	309	1
2_MACS_peak_14928_lociStitched	chr19	35694250	35708285	2	11966	46927.426	2576.826	310	1
4_MACS_peak_26138_lociStitched	chr6	20197449	20214241	4	11945	18674.3832	2585.968	311	1
1_MACS_peak_25851_lociStitched	chr6	388937	400877	1	11941	20857.986	2165.916	312	1
4_MACS_peak_20400_lociStitched	chr3	20080056	20098731	4	11940	17722.575	2872.215	313	1
2_MACS_peak_24796_lociStitched	chr5	86408037	86420404	2	11934	40552.6297	2423.932	314	1
3_MACS_peak_29116_lociStitched	chr7	110713435	110734277	3	11931	26565.2132	4283.031	315	1
2_MACS_peak_18741_lociStitched	chr20	43269992	43282314	2	11898	35459.0194	2349.8054	316	1
2_MACS_peak_11285_lociStitched	chr16	23342850	23354836	2	11884	78748.02	2780.752	317	1
2_MACS_peak_18363_lociStitched	chr20	17826291	17840398	2	11870	43285.9188	2322.0122	318	1
2_MACS_peak_24125_lociStitched	chr5	6475337	6487852	2	11866	71394.3205	2538.042	319	1
4_MACS_peak_26183_lociStitched	chr6	25162780	25180389	4	11853	23097.7253	2944.2248	320	1
5_MACS_peak_2715_lociStitched	chr1	206986556	207007704	5	11849	15913.87	4764.6444	321	1
2_MACS_peak_23160_lociStitched	chr4	84132168	84145312	2	11843	45089.1776	2351.4616	322	1
4_MACS_peak_18082_lociStitched	chr2	238599862	238613243	4	11834	13858.7017	1206.9662	323	1
2_MACS_peak_25110_lociStitched	chr5	121647063	121661624	2	11831	15657.4433	2117.1694	324	1
3_MACS_peak_25929_lociStitched	chr6	5866261	5880147	3	11794	18380.8982	2353.677	325	1
2_MACS_peak_20681_lociStitched	chr3	46129407	46141498	2	11781	31638.5197	2310.5901	326	1
4_MACS_peak_32592_lociStitched	chrX	10074035	10091226	4	11764	32769.4842	1877.2572	327	1
3_MACS_peak_627_lociStitched	chr1	37930719	37946594	3	11742	24641.175	2754.3125	328	1
1_MACS_peak_8817_lociStitched	chr13	114556472	114568210	1	11739	48922.8102	2522.4962	329	1
2_MACS_peak_17979_lociStitched	chr2	231725695	231739708	2	11716	33688.6533	1341.0441	330	1
3_MACS_peak_19438_lociStitched	chr21	45195093	45210572	3	11710	33725.6452	3622.086	331	1
1_MACS_peak_25391_lociStitched	chr5	142774385	142786081	1	11697	28024.7856	1678.376	332	1
3_MACS_peak_25958_lociStitched	chr6	7134933	7148153	3	11689	26514.032	2472.14	333	1
2_MACS_peak_17135_lociStitched	chr2	153913761	153929165	2	11658	29466.3116	2515.4732	334	1
1_MACS_peak_4555_lociStitched	chr10	112214528	112226179	1	11652	72015.9961	2500.3046	335	1
3_MACS_peak_26392_lociStitched	chr6	31694529	31709281	3	11645	40864.5152	2867.7888	336	1
3_MACS_peak_4547_lociStitched	chr10	112112403	112129054	3	11629	97619.8177	3178.6759	337	1
4_MACS_peak_17666_lociStitched	chr2	202039970	202060271	4	11604	18212.0271	3398.3874	338	1
3_MACS_peak_11862_lociStitched	chr16	78792940	78805286	3	11602	13995.4256	1346.9486	339	1
3_MACS_peak_27337_lociStitched	chr6	119774076	119789551	3	11585	17715.78	2494.57	340	1
1_MACS_peak_7128_lociStitched	chr12	51311787	51323338	1	11552	31483.4056	2411.8488	341	1
3_MACS_peak_3141_lociStitched	chr1	234734113	234750105	3	11546	47397.0896	3865.2664	342	1
3_MACS_peak_26025_lociStitched	chr6	11722233	11736148	3	11542	34400.663	2302.9325	343	1
4_MACS_peak_15235_lociStitched	chr19	48823383	48837975	4	11534	23567.5392	2665.9584	344	1
3_MACS_peak_1475_lociStitched	chr1	112134438	112148606	3	11508	29426.936	1377.1296	345	1
2_MACS_peak_6146_lociStitched	chr11	115089614	115102717	2	11505	63427.6921	2249.7851	346	1
2_MACS_peak_11677_lociStitched	chr16	66548914	66560907	2	11499	80837.6172	2584.4915	347	1
1_MACS_peak_25448_lociStitched	chr5	148204498	148215990	1	11493	31875.3604	2608.684	348	1
2_MACS_peak_1921_lociStitched	chr1	155902971	155919028	2	11470	23191.1251	3734.8582	349	1
2_MACS_peak_1237_lociStitched	chr1	87791532	87803272	2	11469	17005.39	1668.254	350	1
3_MACS_peak_14343_lociStitched	chr19	2254610	2271808	3	11381	29726.743	3764.6422	351	1
3_MACS_peak_24517_lociStitched	chr5	58852760	58866378	3	11357	30343.6276	1962.3538	352	1
4_MACS_peak_2601_lociStitched	chr1	203236214	203248574	4	11355	36068.952	3585.636	353	1
1_MACS_peak_2760_lociStitched	chr1	209274318	209285662	1	11345	77190.248	3212.6208	354	1
1_MACS_peak_27202_lociStitched	chr6	108986350	108997679	1	11330	35319.2904	1846.627	355	1
3_MACS_peak_22774_lociStitched	chr4	38982438	38999637	3	11329	34459.9164	2839.5549	356	1
3_MACS_peak_14530_lociStitched	chr19	10329219	10348020	3	11328	30102.2811	2904.7545	357	1
5_MACS_peak_21988_lociStitched	chr3	171850763	171872099	5	11326	13014.96	4320.54	358	1
4_MACS_peak_30066_lociStitched	chr8	33410043	33428326	4	11320	29108.3643	2936.2498	359	1
4_MACS_peak_16725_lociStitched	chr2	109829226	109843319	4	11308	26665.3653	2486.0052	360	1
2_MACS_peak_5219_lociStitched	chr11	35183311	35197086	2	11307	22133.67	2611.74	361	1
1_MACS_peak_16798_lociStitched	chr2	112455454	112466752	1	11299	67764.2742	2533.0116	362	1
2_MACS_peak_10223_lociStitched	chr15	56656142	56667522	2	11258	58977.988	2215.686	363	1
5_MACS_peak_17508_lociStitched	chr2	188846306	188860323	5	11258	10071.2145	1911.9188	364	1
2_MACS_peak_27435_lociStitched	chr6	130833348	130848445	2	11251	23134.6428	2269.0791	365	1
3_MACS_peak_24474_lociStitched	chr5	55953602	55969220	3	11250	21505.986	2411.4192	366	1
3_MACS_peak_1505_lociStitched	chr1	115236437	115251609	3	11238	26153.4936	1312.378	367	1
1_MACS_peak_2700_lociStitched	chr1	206727429	206738641	1	11213	40585.1976	3414.054	368	1
4_MACS_peak_22127_lociStitched	chr3	181416967	181433243	4	11209	20454.0492	2845.0448	369	1
3_MACS_peak_10191_lociStitched	chr15	52959351	52977415	3	11205	22021.8224	3020.3008	370	1
4_MACS_peak_17552_lociStitched	chr2	192481680	192503783	4	11199	15182.5507	3571.8448	371	1
1_MACS_peak_22794_lociStitched	chr4	40301465	40312652	1	11188	29296.5156	2344.7952	372	1
6_MACS_peak_16518_lociStitched	chr2	87806599	87821153	6	11188	9781.7434	1973.5224	373	1
4_MACS_peak_21758_lociStitched	chr3	151985413	152001802	4	11171	19184.9634	2981.1591	374	1
3_MACS_peak_30474_lociStitched	chr8	81068026	81084656	3	11126	16550.176	2561.02	375	1
4_MACS_peak_6543_lociStitched	chr12	7022681	7038362	4	11122	18448.6965	2570.1159	376	1
1_MACS_peak_26030_lociStitched	chr6	11826998	11838118	1	11121	69854.728	2122.808	377	1
4_MACS_peak_14656_lociStitched	chr19	13943831	13961992	4	11094	29177.4626	2544.3561	378	1
3_MACS_peak_773_lociStitched	chr1	44289650	44305851	3	11084	23906.1956	2441.4907	379	1
3_MACS_peak_21200_lociStitched	chr3	101495456	101513628	3	11073	25030.1128	3005.6488	380	1
2_MACS_peak_702_lociStitched	chr1	40846419	40858422	2	11065	22320.7788	2274.5685	381	1
3_MACS_peak_32175_lociStitched	chr9	123652726	123667921	3	11057	34412.1165	2420.5635	382	1
4_MACS_peak_14622_lociStitched	chr19	12885537	12905527	4	11038	16091.95	2966.516	383	1
5_MACS_peak_28710_lociStitched	chr7	76540956	76558210	5	11024	13984.367	2106.7134	384	1
3_MACS_peak_24997_lociStitched	chr5	109188171	109202447	3	11008	27529.8384	2385.5196	385	1
4_MACS_peak_13412_lociStitched	chr17	76137349	76152582	4	11003	22424.4993	2240.7743	386	1
3_MACS_peak_28646_lociStitched	chr7	74057039	74076641	3	10998	19427.5422	2901.096	387	1
2_MACS_peak_19362_lociStitched	chr21	41295859	41310457	2	10960	47398.2462	4061.1636	388	1
2_MACS_peak_12931_lociStitched	chr17	47815903	47827976	2	10940	34694.1801	2602.9388	389	1
3_MACS_peak_7619_lociStitched	chr12	92754027	92770356	3	10926	49246.6311	2694.285	390	1
2_MACS_peak_9512_lociStitched	chr14	91812828	91823775	2	10906	18870.4386	1119.8781	391	1
4_MACS_peak_5442_lociStitched	chr11	62308154	62325840	4	10906	15726.3912	3188.7858	392	1
3_MACS_peak_14728_lociStitched	chr19	16694085	16711258	3	10887	31500.4339	3443.1865	393	1
2_MACS_peak_28092_lociStitched	chr7	20476365	20490635	2	10886	29664.476	2276.065	394	1
2_MACS_peak_6819_lociStitched	chr12	27329628	27340698	2	10873	28656.909	2229.498	395	1
2_MACS_peak_13369_lociStitched	chr17	74777104	74788875	2	10868	23432.5297	1704.4408	396	1
1_MACS_peak_30569_lociStitched	chr8	95952970	95963831	1	10862	17650.2111	1118.683	397	1
2_MACS_peak_2088_lociStitched	chr1	161768591	161780529	2	10858	13500.6842	2352.9798	398	1
4_MACS_peak_30661_lociStitched	chr8	103815626	103828782	4	10851	24145.2068	976.1752	399	1
2_MACS_peak_19916_lociStitched	chr22	38700859	38715143	2	10841	20180.4352	2505.4136	400	1
2_MACS_peak_7583_lociStitched	chr12	89738018	89749574	2	10815	40234.5252	2142.4824	401	1
3_MACS_peak_26204_lociStitched	chr6	26020294	26035055	3	10805	27899.7661	2673.2171	402	1
1_MACS_peak_31207_lociStitched	chr9	9605116	9615866	1	10751	25578.55	1692.05	403	1
1_MACS_peak_15848_lociStitched	chr2	37614243	37624986	1	10744	30298.4829	2375.2773	404	1
1_MACS_peak_23327_lociStitched	chr4	105407077	105417803	1	10727	47428.2268	2081.9166	405	1
3_MACS_peak_2807_lociStitched	chr1	211686746	211702755	3	10712	22289.3307	3350.6837	406	1
4_MACS_peak_322_lociStitched	chr1	23937208	23954677	4	10700	22388.2704	3230.0181	407	1
1_MACS_peak_28513_lociStitched	chr7	55594724	55605404	1	10681	78838.692	2221.44	408	1
4_MACS_peak_10620_lociStitched	chr15	81608503	81624735	4	10673	15222.3696	2957.4704	409	1
3_MACS_peak_25488_lociStitched	chr5	150459520	150475741	3	10667	23658.3285	2835.4308	410	1
1_MACS_peak_11597_lociStitched	chr16	56943106	56953770	1	10665	59357.9568	2115.7376	411	1
3_MACS_peak_2949_lociStitched	chr1	223899396	223915829	3	10664	20071.2662	3779.59	412	1
1_MACS_peak_14126_lociStitched	chr18	60821496	60832151	1	10656	98809.1425	2363.279	413	1
4_MACS_peak_16275_lociStitched	chr2	68936201	68955501	4	10656	22745.05	3145.9	414	1
6_MACS_peak_11367_lociStitched	chr16	29464463	29487984	6	10653	12978.8878	4650.1017	415	1
4_MACS_peak_13416_lociStitched	chr17	76163714	76184027	4	10645	17851.0644	3026.637	416	1
3_MACS_peak_11873_lociStitched	chr16	79629428	79640861	3	10638	20870.9415	1057.5525	417	1
1_MACS_peak_25194_lociStitched	chr5	130708729	130719312	1	10584	32123.6382	2261.5871	418	1
4_MACS_peak_12222_lociStitched	chr17	8088611	8104298	4	10584	13305.7134	3018.1788	419	1
3_MACS_peak_17756_lociStitched	chr2	207997086	208015216	3	10568	22700.573	2521.883	420	1
3_MACS_peak_16267_lociStitched	chr2	68637656	68656034	3	10565	18515.835	3118.7466	421	1
2_MACS_peak_27263_lociStitched	chr6	113946302	113957102	2	10562	27429.84	2017.44	422	1
2_MACS_peak_25525_lociStitched	chr5	153651537	153665565	2	10561	14375.8944	2283.7584	423	1
3_MACS_peak_6364_lociStitched	chr11	129233447	129249468	3	10550	22777.0557	2750.8057	424	1
4_MACS_peak_18366_lociStitched	chr20	17873577	17885880	4	10531	11359.3599	1723.6503	425	1
4_MACS_peak_32171_lociStitched	chr9	123630314	123646424	4	10529	30077.37	2704.869	426	1
2_MACS_peak_3317_lociStitched	chr10	3797594	3808806	2	10517	33520.5164	1659.376	427	1
4_MACS_peak_9125_lociStitched	chr14	52073851	52093919	4	10517	16214.944	1629.5216	428	1
4_MACS_peak_7858_lociStitched	chr12	109161689	109181019	4	10511	29128.377	3295.765	429	1
3_MACS_peak_14801_lociStitched	chr19	19050020	19061665	3	10500	26605.3315	1595.365	430	1
2_MACS_peak_27984_lociStitched	chr7	7998089	8013529	2	10496	26197.048	2766.848	431	1
1_MACS_peak_23945_lociStitched	chr4	185200649	185211143	1	10495	100137.9456	2631.8952	432	1
2_MACS_peak_5124_lociStitched	chr11	26098512	26113299	2	10473	42191.7471	2454.642	433	1
1_MACS_peak_5406_lociStitched	chr11	60602343	60612808	1	10466	15858.661	1954.862	434	1
4_MACS_peak_23957_lociStitched	chr4	185366581	185381695	4	10466	21939.4824	2755.2822	435	1
2_MACS_peak_19240_lociStitched	chr21	34600544	34613404	2	10465	49689.754	3321.738	436	1
3_MACS_peak_25696_lociStitched	chr5	171601000	171616099	3	10446	26088.0522	2427.9192	437	1
5_MACS_peak_11403_lociStitched	chr16	30203619	30223757	5	10439	12338.5526	4071.9036	438	1
1_MACS_peak_21448_lociStitched	chr3	124501893	124512328	1	10436	26486.117	1998.3025	439	1
2_MACS_peak_27154_lociStitched	chr6	106585251	106596816	2	10425	38956.7025	2669.202	440	1
3_MACS_peak_11614_lociStitched	chr16	57568877	57584172	3	10408	20244.462	2496.144	441	1
4_MACS_peak_16481_lociStitched	chr2	86289760	86308523	4	10404	13980.3113	2829.4604	442	1
2_MACS_peak_16013_lociStitched	chr2	47526835	47539723	2	10400	39100.9032	2250.2448	443	1
1_MACS_peak_25304_lociStitched	chr5	138719970	138730362	1	10393	29379.2232	2331.9648	444	1
3_MACS_peak_7629_lociStitched	chr12	92884851	92900239	3	10390	12505.8276	2391.2952	445	1
2_MACS_peak_30029_lociStitched	chr8	29621939	29635493	2	10381	51018.6114	2476.3158	446	1
2_MACS_peak_33350_lociStitched	chrX	119434641	119445672	2	10376	27603.9744	1063.3884	447	1
2_MACS_peak_11121_lociStitched	chr16	11668539	11681882	2	10371	15571.281	2397.7371	448	1
3_MACS_peak_8895_lociStitched	chr14	23023768	23039453	3	10370	18230.6755	1358.321	449	1
5_MACS_peak_5213_lociStitched	chr11	35127553	35149209	5	10354	11871.8192	2923.56	450	1
2_MACS_peak_21641_lociStitched	chr3	140470601	140485522	2	10340	22423.2788	2244.1184	451	1
3_MACS_peak_29575_lociStitched	chr7	150100543	150118956	3	10322	48153.6776	4564.5827	452	1
5_MACS_peak_981_lociStitched	chr1	59470497	59487227	5	10316	16862.167	2606.534	453	1
1_MACS_peak_27545_lociStitched	chr6	137973515	137983814	1	10300	21075.8736	1738.4712	454	1
1_MACS_peak_28176_lociStitched	chr7	26001980	26012278	1	10299	52445.6544	2233.6362	455	1
2_MACS_peak_15574_lociStitched	chr2	13680542	13692085	2	10284	28152.2227	1844.5714	456	1
2_MACS_peak_20025_lociStitched	chr22	42141316	42152153	2	10270	23870.6599	2137.0564	457	1
5_MACS_peak_1083_lociStitched	chr1	68208424	68232667	5	10267	18599.2296	3558.8724	458	1
5_MACS_peak_4486_lociStitched	chr10	105250032	105267567	5	10265	10913.784	2758.2555	459	1
2_MACS_peak_20333_lociStitched	chr3	14726676	14741911	2	10254	29720.438	2311.1495	460	1
3_MACS_peak_2386_lociStitched	chr1	184710778	184725737	3	10248	23509.5644	3463.0085	461	1
1_MACS_peak_27156_lociStitched	chr6	106608792	106619033	1	10242	57847.3126	2009.2842	462	1
3_MACS_peak_16235_lociStitched	chr2	65609118	65622874	3	10242	16042.2472	2103.2924	463	1
1_MACS_peak_7456_lociStitched	chr12	72078849	72089064	1	10216	19127.5875	1948.0005	464	1
4_MACS_peak_14298_lociStitched	chr19	1258454	1277079	4	10213	23648.1625	3609.525	465	1
5_MACS_peak_1616_lociStitched	chr1	144685076	144709746	5	10208	16097.175	4652.762	466	1
2_MACS_peak_30887_lociStitched	chr8	129664390	129679026	2	10201	44907.6388	2406.1584	467	1
3_MACS_peak_32293_lociStitched	chr9	130532179	130549697	3	10191	18986.0084	2885.2146	468	1
3_MACS_peak_6403_lociStitched	chr11	132215214	132231707	3	10188	27988.621	2698.2548	469	1
3_MACS_peak_6476_lociStitched	chr12	4216063	4230514	3	10175	63402.3174	2787.5979	470	1
2_MACS_peak_23349_lociStitched	chr4	106545405	106560237	2	10174	18895.968	2196.6192	471	1
2_MACS_peak_28489_lociStitched	chr7	52774014	52788671	2	10163	31956.6571	1927.3955	472	1
2_MACS_peak_18975_lociStitched	chr20	56047323	56058308	2	10162	45138.4635	2105.8245	473	1
1_MACS_peak_25747_lociStitched	chr5	175076442	175086595	1	10154	22798.5615	1772.7138	474	1
5_MACS_peak_30798_lociStitched	chr8	124541854	124561105	5	10147	15150.537	2941.5528	475	1
2_MACS_peak_18911_lociStitched	chr20	52345009	52358779	2	10133	36826.488	2464.83	476	1
3_MACS_peak_31367_lociStitched	chr9	33445137	33459616	3	10118	22260.0146	2380.3476	477	1
3_MACS_peak_19026_lociStitched	chr20	61272887	61285082	3	10113	24993.6525	2058.516	478	1
5_MACS_peak_2351_lociStitched	chr1	183557455	183577431	5	10073	22103.444	4498.5952	479	1
2_MACS_peak_27596_lociStitched	chr6	139683707	139698044	2	10062	19088.2818	2385.6768	480	1
2_MACS_peak_19703_lociStitched	chr22	26982162	26992468	2	10061	28809.3924	2004.517	481	1
3_MACS_peak_2192_lociStitched	chr1	169873291	169886271	3	10050	14349.39	2673.88	482	1
2_MACS_peak_8094_lociStitched	chr12	125398269	125413059	2	10039	27228.39	1366.596	483	1
1_MACS_peak_16479_lociStitched	chr2	86219199	86229233	1	10035	55818.1386	1735.882	484	1
2_MACS_peak_347_lociStitched	chr1	24709986	24720829	2	10031	16547.5023	2024.3881	485	1
2_MACS_peak_7139_lociStitched	chr12	51711712	51722333	2	10005	27629.4694	2325.999	486	1
3_MACS_peak_9874_lociStitched	chr15	34619131	34635751	3	9997	29136.522	3109.602	487	1
4_MACS_peak_24790_lociStitched	chr5	86365191	86380200	4	9994	16379.3217	2311.386	488	1
3_MACS_peak_7823_lociStitched	chr12	106529148	106544038	3	9979	19041.332	2299.016	489	1
2_MACS_peak_19637_lociStitched	chr22	23477631	23488670	2	9965	36615.2591	2021.2409	490	1
4_MACS_peak_15382_lociStitched	chr19	56145680	56167579	4	9955	18213.3983	3107.4681	491	1
4_MACS_peak_5820_lociStitched	chr11	78127187	78140103	4	9933	11199.4636	2296.4648	492	1
3_MACS_peak_18506_lociStitched	chr20	31254799	31270309	3	9931	25876.884	2390.091	493	1
3_MACS_peak_21787_lociStitched	chr3	153338660	153349113	3	9928	10602.4779	1842.8639	494	1
4_MACS_peak_8366_lociStitched	chr13	42061653	42078227	4	9924	17372.8668	1455.1972	495	1
1_MACS_peak_12823_lociStitched	chr17	43298004	43307923	1	9920	47111.2824	2062.1601	496	1
2_MACS_peak_8266_lociStitched	chr13	30943414	30957882	2	9920	16917.4324	1545.1824	497	1
1_MACS_peak_23650_lociStitched	chr4	144273065	144282975	1	9911	36634.297	1994.883	498	1
2_MACS_peak_15781_lociStitched	chr2	31430020	31443446	2	9904	16900.6488	2001.8166	499	1
2_MACS_peak_27988_lociStitched	chr7	8164492	8175162	2	9900	14513.334	1677.324	500	1
3_MACS_peak_30849_lociStitched	chr8	126647905	126661217	3	9888	17913.9584	2255.0528	501	1
3_MACS_peak_3716_lociStitched	chr10	43890728	43905979	3	9879	21365.1259	2618.5967	502	1
4_MACS_peak_28973_lociStitched	chr7	101376331	101391529	4	9878	12872.706	1969.6608	503	1
2_MACS_peak_17935_lociStitched	chr2	227655286	227666939	2	9872	18108.762	1609.2793	504	1
4_MACS_peak_16188_lociStitched	chr2	64497832	64516443	4	9864	30549.9565	2631.5954	505	1
