REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	14_0EX0_0229Kronos_MM1S-KB-1hr-2_H3K27Ac_hs-dm_i23.bam	38_0EXQ_0229Kronos_MM1S-KB-1hr-2_Input_hs_i81.bam
3_MACS_peak_15738_lociStitched	chr22	50764709	50782550	3	5652	9971.3349	2131.9995
2_MACS_peak_5840_lociStitched	chr12	108952818	108970621	2	14352	59097.0585	3866.8116
3_MACS_peak_20257_lociStitched	chr6	32805348	32823143	3	7693	18974.8085	2808.051
4_MACS_peak_25008_lociStitched	chrX	49011912	49029674	4	7257	18602.1426	1550.6226000000001
3_MACS_peak_7919_lociStitched	chr15	74906533	74924294	3	11386	26376.861100000002	3351.5007
3_MACS_peak_11459_lociStitched	chr19	16180454	16198167	3	9401	32900.1262	2747.2862999999998
3_MACS_peak_14631_lociStitched	chr20	46114665	46132336	3	7578	14212.7853	2412.0915
3_MACS_peak_20128_lociStitched	chr6	27098356	27116023	3	10022	26445.7323	3293.1288
2_MACS_peak_15320_lociStitched	chr22	26974709	26992360	2	12161	28582.2643	3014.7908
4_MACS_peak_8140_lociStitched	chr15	90573913	90591524	4	8565	18516.2054	2904.0539
4_MACS_peak_12327_lociStitched	chr2	27293283	27310893	4	11405	18240.438000000002	3178.605
4_MACS_peak_14752_lociStitched	chr20	55957937	55975530	4	12483	35887.960699999996	2973.217
4_MACS_peak_2806_lociStitched	chr10	45913847	45931430	4	9502	37465.8564	2700.7488
3_MACS_peak_8744_lociStitched	chr16	30952805	30970361	3	6437	18876.211199999998	2299.8360000000002
4_MACS_peak_21788_lociStitched	chr7	63764635	63782141	4	6940	9297.4366	2027.1948
3_MACS_peak_16249_lociStitched	chr3	52000638	52018142	3	6539	8356.409599999999	2534.5792
3_MACS_peak_3646_lociStitched	chr11	6623811	6641284	3	6188	13232.302899999999	3066.5114999999996
3_MACS_peak_9995_lociStitched	chr17	46018118	46035542	3	4623	7776.3312	2662.3871999999997
4_MACS_peak_15912_lociStitched	chr3	20080547	20097968	4	10857	19548.1041	2679.3498
3_MACS_peak_1989_lociStitched	chr1	204474545	204491932	3	12360	52713.9066	4364.137
3_MACS_peak_1433_lociStitched	chr1	153747389	153764748	3	6359	16161.229000000001	3768.6389
3_MACS_peak_739_lociStitched	chr1	52328376	52345727	3	7063	20390.8952	2699.8156
3_MACS_peak_15296_lociStitched	chr22	24536625	24553966	3	7821	10059.514099999999	2921.9585
3_MACS_peak_18163_lociStitched	chr4	129724238	129741566	3	8224	21027.528000000002	2512.56
3_MACS_peak_20676_lociStitched	chr6	86378782	86396109	3	6376	12492.767	2812.1721
3_MACS_peak_10592_lociStitched	chr18	3245818	3263137	3	7296	42275.679	2874.954
4_MACS_peak_4001_lociStitched	chr11	59317010	59334328	4	6664	12124.3318	3004.673
3_MACS_peak_24123_lociStitched	chr9	93671144	93688454	3	8497	30282.114	2901.156
3_MACS_peak_10516_lociStitched	chr17	79978812	79996102	3	6676	10856.391	2982.5249999999996
3_MACS_peak_12854_lociStitched	chr2	85150901	85168188	3	7902	14374.1405	2783.207
3_MACS_peak_2997_lociStitched	chr10	74007019	74024298	3	9038	26011.8066	2638.5033
3_MACS_peak_2502_lociStitched	chr10	5930310	5947588	3	8425	16203.3084	2833.592
3_MACS_peak_701_lociStitched	chr1	46790158	46807386	3	8005	22799.5352	2484.2776
4_MACS_peak_22840_lociStitched	chr8	27934426	27951627	4	10152	18819.614100000003	3130.582
3_MACS_peak_25507_lociStitched	chrX	153656542	153673709	3	4612	6806.7155	1301.2586000000001
3_MACS_peak_17974_lociStitched	chr4	100766602	100783725	3	6709	11972.401600000001	2585.573
4_MACS_peak_5011_lociStitched	chr12	12950196	12967314	4	6302	9647.7048	2577.9708
4_MACS_peak_21129_lociStitched	chr6	143162865	143179945	4	10964	21751.38	1371.524
3_MACS_peak_17638_lociStitched	chr4	40302633	40319683	3	10601	19281.845	2949.6499999999996
5_MACS_peak_16132_lociStitched	chr3	46421750	46438725	5	8341	10801.1925	2984.2050000000004
3_MACS_peak_21702_lociStitched	chr7	45025067	45042021	3	9879	20716.0926	2905.9156
4_MACS_peak_307_lociStitched	chr1	25558129	25575077	4	7843	17441.1868	2876.0755999999997
3_MACS_peak_8817_lociStitched	chr16	50299961	50316900	3	6147	14703.052	2551.0134000000003
4_MACS_peak_24503_lociStitched	chr9	130828900	130845829	4	13367	24623.230499999998	3164.0301000000004
4_MACS_peak_24402_lociStitched	chr9	123690356	123707265	4	7019	11004.3772	2722.349
4_MACS_peak_9554_lociStitched	chr17	20204757	20221663	4	10127	20474.856600000003	2336.4091999999996
3_MACS_peak_20144_lociStitched	chr6	27791054	27807955	3	8892	30742.918999999998	2957.6749999999997
3_MACS_peak_21768_lociStitched	chr7	55569012	55585884	3	15448	40003.512	2819.3112
4_MACS_peak_12472_lociStitched	chr2	42344245	42361086	4	11185	21357.7562	2788.8696
4_MACS_peak_15745_lociStitched	chr22	50962345	50979169	4	9542	23895.1272	2607.72
4_MACS_peak_20033_lociStitched	chr6	20197408	20214179	4	9833	14246.9645	2374.7736
3_MACS_peak_8325_lociStitched	chr16	2509163	2525926	3	5098	5288.7265	1954.5657999999999
2_MACS_peak_11113_lociStitched	chr19	2081609	2098368	2	15170	99647.3381	5193.6141
4_MACS_peak_15093_lociStitched	chr21	44843855	44860601	4	8386	15806.5494	3203.5098
3_MACS_peak_4748_lociStitched	chr11	126172850	126189592	3	10327	23582.7812	3063.786
3_MACS_peak_5833_lociStitched	chr12	108064031	108080769	3	5666	8948.1348	2448.7694
4_MACS_peak_11477_lociStitched	chr19	16545055	16561774	4	9105	24852.7935	2593.1169
3_MACS_peak_265_lociStitched	chr1	23937829	23954540	3	6238	8561.0453	2769.0126999999998
3_MACS_peak_17239_lociStitched	chr3	186703270	186719955	3	12263	43386.0055	4101.173
3_MACS_peak_6640_lociStitched	chr14	20922185	20938829	3	6392	15369.0696	1414.74
4_MACS_peak_18798_lociStitched	chr5	55437022	55453653	4	13783	33343.4919	2893.794
3_MACS_peak_23726_lociStitched	chr9	6630048	6646672	3	6265	10767.364800000001	2319.0480000000002
4_MACS_peak_9862_lociStitched	chr17	40330247	40346867	4	6636	11243.43	2622.636
3_MACS_peak_18617_lociStitched	chr5	15431707	15448310	3	6089	9068.5586	2336.0420999999997
3_MACS_peak_9173_lociStitched	chr16	87798438	87815037	3	8082	12665.037	1248.2448
3_MACS_peak_8680_lociStitched	chr16	29741534	29758120	3	5923	10240.196399999999	2187.6933999999997
3_MACS_peak_23429_lociStitched	chr8	124069429	124086000	3	4692	5065.7547	2483.9929
4_MACS_peak_16919_lociStitched	chr3	151985380	152001944	4	9960	19133.0764	2734.7164
3_MACS_peak_11969_lociStitched	chr19	49946067	49962622	3	7584	14796.859	2547.8145
2_MACS_peak_15266_lociStitched	chr22	23269436	23285969	2	15892	136046.7504	3908.4012
3_MACS_peak_22769_lociStitched	chr8	22297424	22313951	3	7345	18186.3108	2193.1329
3_MACS_peak_14957_lociStitched	chr21	34695964	34712460	3	8899	28877.8976	3888.1072
4_MACS_peak_14197_lociStitched	chr20	5092639	5109128	4	8097	22820.775999999998	2272.1842
3_MACS_peak_13675_lociStitched	chr2	197089120	197105604	3	5542	6334.8012	2250.0660000000003
4_MACS_peak_24349_lociStitched	chr9	116162818	116179301	4	7899	20705.9446	2507.0643
3_MACS_peak_14562_lociStitched	chr20	42569117	42585592	3	10141	24529.6275	3024.8100000000004
4_MACS_peak_14437_lociStitched	chr20	32989217	33005681	4	11694	22899.7776	2446.5504
3_MACS_peak_7447_lociStitched	chr15	34619336	34635779	3	9627	15824.7432	2463.1614
3_MACS_peak_12039_lociStitched	chr19	55469086	55485520	3	6731	12629.528999999999	1727.2134
3_MACS_peak_15886_lociStitched	chr3	15835311	15851714	3	8917	18272.942000000003	2576.9112999999998
3_MACS_peak_16231_lociStitched	chr3	50387170	50403551	3	5746	11963.0443	2874.8655
3_MACS_peak_1281_lociStitched	chr1	145501168	145517525	3	7328	23276.011000000002	4071.2573
3_MACS_peak_24907_lociStitched	chrX	39953116	39969467	3	12249	22060.7692	1198.5283000000002
3_MACS_peak_5477_lociStitched	chr12	58224866	58241209	3	9846	15297.048	2587.0969
3_MACS_peak_6024_lociStitched	chr12	122227347	122243664	3	9078	28556.381699999998	1355.9426999999998
3_MACS_peak_24473_lociStitched	chr9	129821631	129837892	3	3321	3252.2000000000003	1891.1543
4_MACS_peak_5471_lociStitched	chr12	58134687	58150897	4	8842	14906.716	2927.5260000000003
4_MACS_peak_6668_lociStitched	chr14	23024090	23040285	4	8846	16402.296	1481.8425
4_MACS_peak_21453_lociStitched	chr7	18545005	18561162	4	7176	7126.8526999999995	2100.41
4_MACS_peak_10453_lociStitched	chr17	76763478	76779598	4	12493	26572.208000000002	2592.096
2_MACS_peak_11778_lociStitched	chr19	41801234	41817336	2	9562	30962.5358	3096.4146
3_MACS_peak_19538_lociStitched	chr5	150459552	150475647	3	9522	22054.9785	2647.6275
3_MACS_peak_20223_lociStitched	chr6	31618863	31634945	3	8217	27471.272399999998	2574.7282
4_MACS_peak_21249_lociStitched	chr6	160389199	160405230	4	10088	16811.7097	1292.0986
3_MACS_peak_5024_lociStitched	chr12	13317779	13333787	3	5197	9660.828000000001	2561.28
3_MACS_peak_9125_lociStitched	chr16	81841646	81857651	3	10426	24988.606499999998	1690.128
5_MACS_peak_17842_lociStitched	chr4	77608723	77624720	5	13841	18556.52	2468.3370999999997
3_MACS_peak_4057_lociStitched	chr11	62431557	62447503	3	6060	12200.2846	2655.009
3_MACS_peak_8533_lociStitched	chr16	17555435	17571366	3	5942	8830.5533	2727.3871999999997
2_MACS_peak_16476_lociStitched	chr3	98479714	98495637	2	13626	41947.551199999994	2740.3483
2_MACS_peak_19042_lociStitched	chr5	88171090	88187010	2	13684	37305.336	2647.496
3_MACS_peak_7253_lociStitched	chr14	103271022	103286871	3	7982	7509.2562	1399.4667
4_MACS_peak_15102_lociStitched	chr21	45194955	45210766	4	10756	28194.175199999998	4275.2944
4_MACS_peak_6294_lociStitched	chr13	42061902	42077695	4	7929	6699.390600000001	1247.647
3_MACS_peak_4991_lociStitched	chr12	11974776	11990565	3	5401	7513.9851	2586.2382000000002
3_MACS_peak_2347_lociStitched	chr1	234734083	234749852	3	13000	83594.6228	3958.0190000000002
2_MACS_peak_7793_lociStitched	chr15	65173631	65189389	2	9303	48203.722	2633.1618
3_MACS_peak_14867_lociStitched	chr21	19152094	19167841	3	11006	26510.0745	2368.3488
3_MACS_peak_23827_lociStitched	chr9	33152578	33168325	3	7674	12471.624	2689.5876000000003
2_MACS_peak_16271_lociStitched	chr3	52729969	52745713	2	10223	26860.8384	2693.7984
3_MACS_peak_15490_lociStitched	chr22	38067787	38083506	3	7984	15373.181999999999	2636.0762999999997
3_MACS_peak_10234_lociStitched	chr17	62970447	62986157	3	8256	49915.382999999994	3022.604
2_MACS_peak_2780_lociStitched	chr10	43890116	43905825	2	11803	38673.9871	2507.1564
4_MACS_peak_9422_lociStitched	chr17	8088561	8104263	4	10007	15742.8252	2639.5062
3_MACS_peak_22135_lociStitched	chr7	102029914	102045611	3	5240	6986.7347	2440.8835
3_MACS_peak_10565_lociStitched	chr17	81141153	81156803	3	5261	16099.154999999999	2062.67
3_MACS_peak_4915_lociStitched	chr12	7022752	7038389	3	12867	20765.936	2581.6687
2_MACS_peak_20456_lociStitched	chr6	45386654	45402203	2	9790	40676.184	2172.1953
3_MACS_peak_10366_lociStitched	chr17	73891557	73907077	3	6259	13168.720000000001	2102.96
3_MACS_peak_20312_lociStitched	chr6	35264681	35280183	3	8089	19699.9416	2367.1554
4_MACS_peak_8027_lociStitched	chr15	81608872	81624373	4	9922	13946.2497	2700.2742
3_MACS_peak_8195_lociStitched	chr15	93373713	93389181	3	6201	14833.812	2253.6875999999997
3_MACS_peak_1384_lociStitched	chr1	150847869	150863332	3	5274	10162.2836	2614.7933
3_MACS_peak_8714_lociStitched	chr16	30379403	30394866	3	9071	16673.7529	2789.5252
3_MACS_peak_15848_lociStitched	chr3	13455154	13470582	3	7088	23103.43	2414.482
3_MACS_peak_8328_lociStitched	chr16	2556608	2572027	3	6844	15235.5139	1847.1962
4_MACS_peak_11417_lociStitched	chr19	13943931	13959304	4	10473	33860.5698	2255.2191
3_MACS_peak_8274_lociStitched	chr16	685199	700570	3	7819	18325.3062	2219.5724
3_MACS_peak_22734_lociStitched	chr8	18599034	18614398	3	5719	9550.262400000001	2167.8604
4_MACS_peak_16647_lociStitched	chr3	121740246	121755607	4	5772	6365.5984	2399.3882
2_MACS_peak_5008_lociStitched	chr12	12866588	12881948	2	15239	90663.93599999999	2466.816
3_MACS_peak_23610_lociStitched	chr8	145050171	145065523	3	6945	11094.8904	2350.3912
3_MACS_peak_6440_lociStitched	chr13	77898885	77914234	3	8508	22426.4239	2750.5407999999998
3_MACS_peak_3024_lociStitched	chr10	75531496	75546833	3	6938	13692.8736	2449.3189
4_MACS_peak_22363_lociStitched	chr7	128162803	128178083	4	8374	23156.84	2979.6
3_MACS_peak_9549_lociStitched	chr17	19962525	19977803	3	6172	11912.256599999999	2134.3365999999996
5_MACS_peak_5346_lociStitched	chr12	52416658	52431913	5	6734	5833.512000000001	2329.4385
2_MACS_peak_1422_lociStitched	chr1	152006491	152021692	2	8330	35504.9757	4016.1041999999998
4_MACS_peak_12520_lociStitched	chr2	46761906	46777106	4	6204	6402.240000000001	2269.3599999999997
2_MACS_peak_22902_lociStitched	chr8	33410212	33425405	2	8298	38426.1356	2594.9644000000003
3_MACS_peak_20209_lociStitched	chr6	31157592	31172758	3	7124	20495.3324	2378.0288
4_MACS_peak_14366_lociStitched	chr20	30146935	30162084	4	10927	15739.811	2732.8796
3_MACS_peak_22943_lociStitched	chr8	38613727	38628865	3	7933	12728.0304	2241.9378
3_MACS_peak_15540_lociStitched	chr22	39459199	39474311	3	10589	23571.6976	2327.248
3_MACS_peak_16030_lociStitched	chr3	39248446	39263530	3	7209	19520.2044	2701.5444
3_MACS_peak_19689_lociStitched	chr5	171601010	171616091	3	10400	27595.2138	2699.499
3_MACS_peak_22701_lociStitched	chr8	12444286	12459364	3	5752	13154.047199999999	3725.7738
3_MACS_peak_7166_lociStitched	chr14	93034277	93049350	3	6813	10459.1547	1144.0407
3_MACS_peak_3582_lociStitched	chr11	818864	833923	3	4911	5097.471500000001	1852.257
2_MACS_peak_5045_lociStitched	chr12	15100994	15116046	2	14660	20312.674	3031.4728
3_MACS_peak_90_lociStitched	chr1	8650314	8665361	3	6026	4738.3003	2120.1223
3_MACS_peak_11973_lociStitched	chr19	49989877	50004920	3	7306	15957.614399999999	2838.6141000000002
3_MACS_peak_10416_lociStitched	chr17	75314807	75329844	3	7358	18063.9481	2502.1567999999997
4_MACS_peak_18461_lociStitched	chr4	186225270	186240301	4	8210	17428.4445	2502.6615
2_MACS_peak_6083_lociStitched	chr12	125397830	125412854	2	10488	26551.915200000003	1643.6255999999998
3_MACS_peak_24997_lociStitched	chrX	48790606	48805630	3	10597	34038.3744	1810.392
3_MACS_peak_8830_lociStitched	chr16	53088110	53103129	3	5068	8637.426899999999	2230.3215
4_MACS_peak_2958_lociStitched	chr10	70974629	70989610	4	5989	11915.8874	1785.7352
2_MACS_peak_21994_lociStitched	chr7	90352519	90367497	2	8566	10872.5302	2128.3738
3_MACS_peak_17613_lociStitched	chr4	38307328	38322285	3	11319	27773.653299999998	2312.3522
2_MACS_peak_13870_lociStitched	chr2	219080955	219095911	2	9316	15213.2432	2366.0392
3_MACS_peak_5890_lociStitched	chr12	111051457	111066400	3	3645	2991.5886	1025.0898
4_MACS_peak_24677_lociStitched	chr9	140500008	140514929	4	5717	10693.8807	1753.2175
4_MACS_peak_18948_lociStitched	chr5	75586058	75600974	4	6445	6278.1444	2036.034
2_MACS_peak_5415_lociStitched	chr12	56509126	56524039	2	9106	21015.3996	3432.9725999999996
2_MACS_peak_398_lociStitched	chr1	28831469	28846365	2	10027	23033.6848	2478.6944
3_MACS_peak_15581_lociStitched	chr22	40598308	40613202	3	5433	6408.8882	1918.3472
3_MACS_peak_6918_lociStitched	chr14	63937045	63951937	3	8711	8699.906400000002	1027.548
3_MACS_peak_4233_lociStitched	chr11	67367740	67382628	3	5014	9925.8296	2237.6663999999996
1_MACS_peak_13735_lociStitched	chr2	201980006	201994862	1	14857	71351.8824	3112.332
4_MACS_peak_24156_lociStitched	chr9	95514278	95529127	4	10524	16267.079499999998	2436.7209
3_MACS_peak_16744_lociStitched	chr3	128900719	128915558	3	7303	22375.7281	2080.4278
3_MACS_peak_22125_lociStitched	chr7	101624447	101639282	3	6149	7746.8369999999995	2145.141
3_MACS_peak_181_lociStitched	chr1	15897318	15912146	3	6072	12170.8224	2050.7124
4_MACS_peak_13131_lociStitched	chr2	112186282	112201104	4	6416	6087.3954	2295.9278
3_MACS_peak_24354_lociStitched	chr9	116278829	116293640	3	5237	5801.468699999999	2291.2617
3_MACS_peak_22593_lociStitched	chr7	155532829	155547622	3	9419	21597.78	3072.5061
2_MACS_peak_10271_lociStitched	chr17	66230387	66245168	2	8279	47145.4776	2628.0618000000004
3_MACS_peak_24165_lociStitched	chr9	95820605	95835377	3	6841	6973.8612	2103.5328
3_MACS_peak_4685_lociStitched	chr11	120368221	120382989	3	8018	20238.0672	1745.5776
3_MACS_peak_14036_lociStitched	chr2	235390899	235405652	3	7501	8012.3543	1379.4055
3_MACS_peak_16174_lociStitched	chr3	48506520	48521266	3	5915	16331.195	2245.8158
4_MACS_peak_11396_lociStitched	chr19	13043151	13057871	4	11541	21840.064	2673.152
3_MACS_peak_5367_lociStitched	chr12	53688516	53703230	3	5412	7771.9348	2485.1946
3_MACS_peak_6619_lociStitched	chr13	114987341	115002053	3	6114	15172.485600000002	2097.9312
3_MACS_peak_22118_lociStitched	chr7	101376553	101391259	3	4771	5130.9234	1958.8392000000001
3_MACS_peak_7541_lociStitched	chr15	41708282	41722970	3	6051	7753.7952000000005	2238.4512
2_MACS_peak_20228_lociStitched	chr6	31694618	31709262	2	12146	44284.920399999995	2859.9732
4_MACS_peak_12524_lociStitched	chr2	46788663	46803294	4	10995	21225.191700000003	2557.4988000000003
3_MACS_peak_19411_lociStitched	chr5	139935624	139950249	3	7357	14819.5125	2620.8
3_MACS_peak_11290_lociStitched	chr19	10216493	10231108	3	4770	8704.694	2247.787
4_MACS_peak_18439_lociStitched	chr4	185366845	185381455	4	9381	20183.715	2781.744
1_MACS_peak_12211_lociStitched	chr2	11883630	11898209	1	14580	82447.1608	3141.7745
3_MACS_peak_19324_lociStitched	chr5	132386137	132400716	3	6264	19875.5507	2275.7819
3_MACS_peak_1598_lociStitched	chr1	161122942	161137514	3	6999	29059.4824	4065.588
4_MACS_peak_12255_lociStitched	chr2	20615742	20630314	4	7897	17025.9248	2376.6931999999997
2_MACS_peak_14592_lociStitched	chr20	43678435	43692991	2	7588	10589.49	2490.5316000000003
2_MACS_peak_14523_lociStitched	chr20	37491151	37505689	2	8720	74703.51299999999	2791.2960000000003
3_MACS_peak_16890_lociStitched	chr3	148707984	148722519	3	7260	13001.557499999999	2159.9010000000003
3_MACS_peak_17346_lociStitched	chr3	197450516	197465045	3	7365	30715.7589	3162.9633
2_MACS_peak_3783_lociStitched	chr11	19451332	19465858	2	11480	33870.2742	2746.8666
4_MACS_peak_8367_lociStitched	chr16	3550636	3565158	4	5794	6410.0108	1703.4306
3_MACS_peak_12914_lociStitched	chr2	87806896	87821402	3	5077	5245.3696	1882.8788
3_MACS_peak_20081_lociStitched	chr6	26020279	26034769	3	9640	20020.833	2585.016
2_MACS_peak_5101_lociStitched	chr12	26265856	26280344	2	13871	44943.2248	2544.0928
3_MACS_peak_22648_lociStitched	chr8	7922619	7937099	3	3663	4416.4	1245.28
3_MACS_peak_4386_lociStitched	chr11	78163571	78178043	3	6079	15050.880000000001	2188.1664
3_MACS_peak_9875_lociStitched	chr17	40705950	40720379	3	6038	14854.6555	2499.1028
3_MACS_peak_5820_lociStitched	chr12	106529351	106543773	3	9363	16456.9442	2535.3876
2_MACS_peak_11958_lociStitched	chr19	49457409	49471823	2	8766	12022.7174	2140.479
3_MACS_peak_20400_lociStitched	chr6	42737867	42752257	3	8895	37690.288	1935.4550000000002
4_MACS_peak_21873_lociStitched	chr7	73256287	73270666	4	6218	11334.9657	2168.3532
3_MACS_peak_23862_lociStitched	chr9	35066321	35080690	3	9026	23022.0118	2378.0695
3_MACS_peak_2468_lociStitched	chr10	1089271	1103624	3	6961	21443.382	2184.5266
5_MACS_peak_10544_lociStitched	chr17	80451110	80465463	5	7606	11480.9647	2404.1275
3_MACS_peak_11686_lociStitched	chr19	36618001	36632347	3	6387	15331.5702	2204.9802
4_MACS_peak_7763_lociStitched	chr15	63765788	63780115	4	8096	10677.9131	2000.0492
2_MACS_peak_22129_lociStitched	chr7	101921595	101935913	2	8758	23872.4014	2388.2424
4_MACS_peak_13993_lociStitched	chr2	232526267	232540582	4	6375	7337.868999999999	1075.0565
3_MACS_peak_11761_lociStitched	chr19	40926313	40940625	3	5402	8117.7664	1837.6607999999999
3_MACS_peak_22096_lociStitched	chr7	100020600	100034909	3	6937	26226.966099999998	2110.5775
3_MACS_peak_4240_lociStitched	chr11	67647275	67661581	3	7523	33162.7386	2183.0956
3_MACS_peak_4954_lociStitched	chr12	9587682	9601973	3	8300	19657.2705	2700.999
2_MACS_peak_11828_lociStitched	chr19	44257460	44271751	2	8074	25049.264799999997	2553.8017
2_MACS_peak_15513_lociStitched	chr22	38700830	38715120	2	14213	26056.386	2609.3540000000003
2_MACS_peak_19307_lociStitched	chr5	131789989	131804263	2	12129	30680.5356	3097.458
3_MACS_peak_10402_lociStitched	chr17	75078918	75093182	3	13610	39267.3656	3021.1151999999997
3_MACS_peak_4599_lociStitched	chr11	114030195	114044451	3	4003	3917.5488	2312.3232000000003
2_MACS_peak_11061_lociStitched	chr19	1015197	1029451	2	11138	24257.4572	3195.7468000000003
3_MACS_peak_15741_lociStitched	chr22	50906907	50921144	3	8876	16331.2627	2030.1962
