REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X14_0EX0_0229Kronos_MM1S.KB.1hr.2_H3K27Ac_hs.dm_i23.bam	X38_0EXQ_0229Kronos_MM1S.KB.1hr.2_Input_hs_i81.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
2_MACS_peak_24496_lociStitched	chr9	130688709	130700804	2	7785	10141.6575	2127.5105	614	PIP5KL1,DPM2	AK1,ST6GALNAC6,ST6GALNAC4,FAM102A	PIP5KL1	ST6GALNAC4	0.9849999999999999	614	1
3_MACS_peak_16228_lociStitched	chr3	50357895	50376402	3	7785	37900.4853	3140.6379	615	HYAL2,TUSC2,RASSF1	C3orf45,CYB561D2,IFRD2,NAT6,HYAL3,HYAL1,ZMYND10,NPRL2,TMEM115	TUSC2	TUSC2	1.7455999999999998	615	1
2_MACS_peak_865_lociStitched	chr1	67389619	67400459	2	7779	13705.012	1523.02	616	MIER1,WDR78		MIER1	MIER1	0.15590000000000004	616	1
3_MACS_peak_15565_lociStitched	chr22	39860566	39870234	3	7766	13123.3432	1735.406	617	MGAT3	MGAT3,SMCR7L,ATF4	MGAT3	ATF4	1.8673999999999997	617	1
2_MACS_peak_14549_lociStitched	chr20	40710443	40724594	2	7761	47778.0213	2190.5748	618	PTPRT		CHD6	CHD6	NONE	618	1
3_MACS_peak_20800_lociStitched	chr6	106585461	106595605	3	7756	28207.4208	2124.1536	619		PRDM1	PRDM1	PRDM1	3.0728	619	1
2_MACS_peak_15041_lociStitched	chr21	41295823	41309005	2	7755	42944.3196	3528.8214	620	PCP4		PCP4	PCP4	0.20879999999999999	620	1
2_MACS_peak_22819_lociStitched	chr8	26428276	26437496	2	7748	32211.914	1777.616	621	DPYSL2		DPYSL2	DPYSL2	0.18330000000000002	621	1
2_MACS_peak_4781_lociStitched	chr11	129237997	129248294	2	7743	14267.5232	1582.6489	622	BARX2		BARX2	BARX2	0.2862	622	1
3_MACS_peak_315_lociStitched	chr1	25869696	25879185	3	7741	27587.3697	1711.8156	623	LDLRAP1		LDLRAP1	LDLRAP1	0.9298000000000001	623	1
3_MACS_peak_1760_lociStitched	chr1	179048823	179061695	3	7726	45157.5504	3512.7688	624	TOR3A		TOR3A	TOR3A	1.7508000000000001	624	1
2_MACS_peak_4410_lociStitched	chr11	82705821	82719994	2	7716	20341.0896	2218.0745	625	RAB30	SNORA70E	SNORA70E	NONE	NONE	625	1
3_MACS_peak_1440_lociStitched	chr1	153929464	153941296	3	7714	22560.0744	3134.2968	626	CREB3L4,CRTC2,SLC39A1	RPS27,GATAD2B,DENND4B,JTB,RAB13	CRTC2	CRTC2	0.8868	626	1
2_MACS_peak_25074_lociStitched	chrX	58149902	58159770	2	7709	18962.3488	799.308	627			ZXDA	ZXDA	NONE	627	1
1_MACS_peak_16997_lociStitched	chr3	160116030	160123725	1	7696	37572.3765	1535.922	628	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	SMC4	SMC4	0.8637000000000001	628	1
3_MACS_peak_19546_lociStitched	chr5	150590613	150604427	3	7693	11736.3744	2277.9286	629	CCDC69	GM2A	CCDC69	CCDC69	0.19529999999999997	629	1
3_MACS_peak_20257_lociStitched	chr6	32805348	32823143	3	7693	18974.8085	2808.051	630	LOC100507463,PSMB9,TAP2,PSMB8,TAP1	PPP1R2P1,LOC100294145,HLA-DOB	PSMB8	PSMB8	0.5344	630	1
2_MACS_peak_13947_lociStitched	chr2	227769581	227782416	2	7681	11315.336	1912.415	631	RHBDD1		RHBDD1	RHBDD1	0.12179999999999999	631	1
1_MACS_peak_19762_lociStitched	chr5	176852186	176859862	1	7677	17517.3996	1711.748	632	GRK6	SLC34A1,PRR7,PFN3,F12,DBN1	GRK6	GRK6	0.7097	632	1
2_MACS_peak_1138_lociStitched	chr1	112134949	112147863	2	7677	11182.2326	1265.572	633	LOC100129269	RAP1A,ADORA3	LOC100129269	LOC100129269	0.4455	633	1
3_MACS_peak_23827_lociStitched	chr9	33152578	33168325	3	7674	12471.624	2689.5876	634	B4GALT1		B4GALT1	B4GALT1	0.1557	634	1
3_MACS_peak_11987_lociStitched	chr19	50369542	50382070	3	7667	34211.4624	2546.9424	635	TBC1D17,PNKP,AKT1S1	MED25,PTOV1,ATF5,IL4I1	AKT1S1	AKT1S1	1.7117	635	1
1_MACS_peak_7865_lociStitched	chr15	70386739	70394383	1	7645	19437.9276	1246.7364	636	TLE3	MIR629	TLE3	TLE3	0.3456	636	1
1_MACS_peak_10106_lociStitched	chr17	54984815	54992458	1	7644	12412.232	1333.7035	637	TRIM25	MTVR2,COIL	TRIM25	TRIM25	0.30189999999999995	637	1
2_MACS_peak_4070_lociStitched	chr11	62597834	62610489	2	7607	30178.3785	2551.248	638	STX5,WDR74	TMEM179B,SLC3A2,TMEM223,NXF1,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1	WDR74	WDR74	1.6056	638	1
5_MACS_peak_10544_lociStitched	chr17	80451110	80465463	5	7606	11480.9647	2404.1275	639		NARF,FOXK2,C17orf62	FOXK2	C17orf62	1.1899000000000002	639	1
1_MACS_peak_20200_lociStitched	chr6	30683917	30691509	1	7593	25630.592	1696.0528	640	TUBB,MDC1	DHX16,KIAA1949,NRM,FLOT1,IER3	TUBB	TUBB	1.643	640	1
1_MACS_peak_21993_lociStitched	chr7	90337524	90345115	1	7592	9720.2755	1289.7109	641	CDK14		CDK14	CDK14	0.0552	641	1
3_MACS_peak_21753_lociStitched	chr7	52774725	52788361	3	7589	14771.8788	1540.868	642			POM121L12	POM121L12	NONE	642	1
2_MACS_peak_14592_lociStitched	chr20	43678435	43692991	2	7588	10589.49	2490.5316	643	STK4	KCNS1	KCNS1	NONE	NONE	643	1
2_MACS_peak_19171_lociStitched	chr5	112256267	112266837	2	7587	23177.896	2010.414	644	REEP5	DCP2	REEP5	REEP5	0.1623	644	1
2_MACS_peak_1591_lociStitched	chr1	161007792	161019318	2	7587	32105.673	3294.1308	645	TSTD1,USF1,ARHGAP30	KLHDC9,F11R,PVRL4	USF1	USF1	1.7203	645	1
2_MACS_peak_2064_lociStitched	chr1	209275712	209283978	2	7584	45985.4112	2339.278	646			LOC642587	LOC642587	NONE	646	1
3_MACS_peak_11969_lociStitched	chr19	49946067	49962622	3	7584	14796.859	2547.8145	647	ALDH16A1,PIH1D1	LOC645971,FLT3LG,RPL13AP5,SNORD32A,SNORD33,SNORD34,SNORD35A,RPS11,SNORD35B,PTH2,SLC17A7,MIR150	PIH1D1	SNORD35B	0.8939000000000001	647	1
3_MACS_peak_15782_lociStitched	chr3	5018571	5029502	3	7582	18335.6594	1891.063	648	BHLHE40		BHLHE40	BHLHE40	1.0386	648	1
2_MACS_peak_25485_lociStitched	chrX	153189403	153201276	2	7578	21919.9326	1170.6778	649	ARHGAP4,NAA10,RENBP	AVPR2,TMEM187,MIR3202-1,L1CAM,HCFC1,MIR3202-2	ARHGAP4	TMEM187	1.5405	649	1
3_MACS_peak_14631_lociStitched	chr20	46114665	46132336	3	7578	14212.7853	2412.0915	650	NCOA3		NCOA3	NCOA3	0.010700000000000001	650	1
3_MACS_peak_23426_lociStitched	chr8	124046629	124055397	3	7562	10127.04	1960.5248	651	DERL1	WDR67	DERL1	DERL1	0.20839999999999997	651	1
3_MACS_peak_3502_lociStitched	chr10	126420611	126438544	3	7555	11520.1592	2489.1004	652	FAM53B	METTL10	FAM53B	FAM53B	0.1593	652	1
2_MACS_peak_6571_lociStitched	chr13	111357462	111369203	2	7552	14514.2242	2067.5901	653	ING1,CARS2		ING1	ING1	0.5307	653	1
3_MACS_peak_17796_lociStitched	chr4	74454372	74474177	3	7551	17771.0265	2550.884	654	RASSF6		RASSF6	RASSF6	0.2599	654	1
3_MACS_peak_20848_lociStitched	chr6	109216549	109228348	3	7545	13394.2248	1904.3586	655	ARMC2		ARMC2	ARMC2	0.1723	655	1
2_MACS_peak_18734_lociStitched	chr5	43007303	43021156	2	7540	13538.5369	2325.9187	656	LOC648987	LOC153684,C5orf39,LOC100132356	LOC648987	C5orf39	1.6215	656	1
5_MACS_peak_7488_lociStitched	chr15	40063076	40081094	5	7537	6938.7318	2758.5558	657	FSIP1		FSIP1	FSIP1	0.011799999999999991	657	1
3_MACS_peak_15534_lociStitched	chr22	39409096	39421995	3	7531	16834.4849	2201.8593	658	APOBEC3C,APOBEC3D	APOBEC3B,APOBEC3F	APOBEC3D	APOBEC3B	0.7911	658	1
3_MACS_peak_4240_lociStitched	chr11	67647275	67661581	3	7523	33162.7386	2183.0956	659			LOC645332	LOC645332	NONE	659	1
3_MACS_peak_22294_lociStitched	chr7	120627480	120639186	3	7520	5735.94	2629.1676	660	C7orf58	ING3	C7orf58	ING3	0.3122	660	1
3_MACS_peak_20249_lociStitched	chr6	32156901	32165767	3	7513	11404.3358	1696.0658	661	PBX2,GPSM3,NOTCH4	PPT2,EGFL8,RNF5,RNF5P1,PRRT1,LOC100507547,AGPAT1,AGER	GPSM3	GPSM3	0.6568	661	1
3_MACS_peak_1912_lociStitched	chr1	200589132	200598396	3	7512	10801.824	2022.3312	662	KIF14	DDX59	KIF14	DDX59	0.3319	662	1
2_MACS_peak_6814_lociStitched	chr14	50465385	50476655	2	7512	34889.666	1155.175	663	C14orf182		C14orf182	C14orf182	0.9311999999999999	663	1
2_MACS_peak_13398_lociStitched	chr2	157188303	157200528	2	7512	34364.475	1684.605	664	NR4A2		NR4A2	NR4A2	0.6396999999999999	664	1
2_MACS_peak_3873_lociStitched	chr11	35183738	35195962	2	7511	12725.184	2159.9808	665	CD44		CD44	CD44	0.3012	665	1
2_MACS_peak_7942_lociStitched	chr15	75353015	75363049	2	7507	13659.2842	2115.1672	666		PPCDC	PPCDC	PPCDC	1.2483	666	1
3_MACS_peak_14036_lociStitched	chr2	235390899	235405652	3	7501	8012.3543	1379.4055	667	ARL4C		ARL4C	ARL4C	0.2828	667	1
2_MACS_peak_22019_lociStitched	chr7	92437775	92445774	2	7494	12433.6456	1409.4238	668	CDK6		CDK6	CDK6	0.09780000000000001	668	1
1_MACS_peak_15924_lociStitched	chr3	23847269	23854753	1	7485	12080.6728	1166.0072	669	UBE2E1		UBE2E1	UBE2E1	0.09990000000000002	669	1
4_MACS_peak_23632_lociStitched	chr8	145687001	145705136	4	7484	7747.272	2754.7065	670	KIFC2,CYHR1,FOXH1	PPP1R16A,GPT,MFSD3,LRRC14,SLC39A4,VPS28,TONSL,RECQL4,LRRC24,MGC70857	KIFC2	RECQL4	1.3497	670	1
4_MACS_peak_6605_lociStitched	chr13	114582048	114594672	4	7466	24071.4432	2330.3904	671	FLJ44054	GAS6	FLJ44054	GAS6	1.6560000000000001	671	1
1_MACS_peak_17915_lociStitched	chr4	87854995	87862448	1	7454	13893.8826	1278.9348	672	AFF1	C4orf36	AFF1	AFF1	0.172	672	1
1_MACS_peak_14283_lociStitched	chr20	17945397	17952850	1	7454	31787.7903	1568.1112	673	C20orf72,SNX5	SNORD17	SNX5	SNX5	0.8512	673	1
2_MACS_peak_5792_lociStitched	chr12	104318617	104327169	2	7454	37166.1368	1932.752	674	HSP90B1,MIR3652,GNN	TDG,C12orf73	GNN	GNN	0.3926	674	1
3_MACS_peak_2521_lociStitched	chr10	6954666	6972559	3	7443	35580.2305	2621.3245	675			LOC439949	LOC439949	NONE	675	1
2_MACS_peak_8600_lociStitched	chr16	23344127	23354053	2	7440	68329.5914	2218.461	676	SCNN1B		SCNN1B	SCNN1B	0.9306	676	1
2_MACS_peak_11168_lociStitched	chr19	3983272	3990806	2	7437	16492.6794	2148.6968	677	EEF2	PIAS4,MIR637,DAPK3,SNORD37	EEF2	SNORD37	1.0453000000000001	677	1
2_MACS_peak_5707_lociStitched	chr12	94541282	94552775	2	7437	14146.7337	2185.9686	678	PLXNC1		PLXNC1	PLXNC1	0.48940000000000006	678	1
2_MACS_peak_2225_lociStitched	chr1	226062506	226071626	2	7433	19178.448	2451.456	679	TMEM63A	EPHX1,LEFTY1,PYCR2	TMEM63A	LEFTY1	0.7222	679	1
3_MACS_peak_23500_lociStitched	chr8	129278227	129287286	3	7430	8612.3913	1680.4445	680			MIR1208	MIR1208	NONE	680	1
3_MACS_peak_19997_lociStitched	chr6	15244865	15257634	3	7419	9113.2353	1845.1205	681	JARID2		JARID2	JARID2	0.007800000000000001	681	1
3_MACS_peak_289_lociStitched	chr1	24710204	24720460	3	7409	11391.3392	2401.9552	682	C1orf201	NIPAL3	C1orf201	C1orf201	0.15640000000000004	682	1
2_MACS_peak_23837_lociStitched	chr9	33445354	33457194	2	7404	14681.6	2214.08	683	AQP3	AQP7,NOL6	AQP3	AQP3	0.3973	683	1
3_MACS_peak_11676_lociStitched	chr19	36230698	36240299	3	7399	13467.3227	1938.4419	684	PSENEN,LIN37,TMEM149,U2AF1L4	ZBTB32,MLL4,C19orf55,ARHGAP33,HSPB6	U2AF1L4	U2AF1L4	0.8883000000000001	684	1
2_MACS_peak_7689_lociStitched	chr15	52968913	52977041	2	7396	14574.3168	1340.3072	685	KIAA1370		KIAA1370	KIAA1370	0.13699999999999998	685	1
3_MACS_peak_10397_lociStitched	chr17	74777089	74788656	3	7393	12663.5516	1399.607	686		MFSD11,MIR636,SRSF2	MFSD11	MIR636	1.4634	686	1
2_MACS_peak_4743_lociStitched	chr11	126056560	126069116	2	7388	64600.62	2437.1196	687		FAM118B,RPUSD4	RPUSD4	RPUSD4	0.5162	687	1
2_MACS_peak_1581_lociStitched	chr1	160641047	160654564	2	7385	20891.8752	3190.012	688	CD48	SLAMF1	SLAMF1	NONE	NONE	688	1
2_MACS_peak_11854_lociStitched	chr19	45541496	45553779	2	7383	13099.8195	2237.9626	689	CLASRP	RELB,GEMIN7,ZNF296	CLASRP	GEMIN7	1.2071	689	1
2_MACS_peak_7778_lociStitched	chr15	64443043	64456552	2	7382	14893.6725	2166.8436	690	SNX22,PPIB		PPIB	PPIB	0.7153	690	1
2_MACS_peak_13313_lociStitched	chr2	135162801	135170558	2	7379	13279.2083	1494.7739	691	MGAT5	LOC151162	LOC151162	NONE	NONE	691	1
3_MACS_peak_17346_lociStitched	chr3	197450516	197465045	3	7365	30715.7589	3162.9633	692	KIAA0226	FYTTD1,MIR922	KIAA0226	KIAA0226	0.5494	692	1
2_MACS_peak_7281_lociStitched	chr14	105946990	105958349	2	7362	16567.1015	1350.5851	693	CRIP1,C14orf80	CRIP2,TMEM121	CRIP1	CRIP1	1.117	693	1
3_MACS_peak_10416_lociStitched	chr17	75314807	75329844	3	7358	18063.9481	2502.1568	694	SEPT9	SEPT9	SEPT9	SEPT9	0.29669999999999996	694	1
3_MACS_peak_19411_lociStitched	chr5	139935624	139950249	3	7357	14819.5125	2620.8	695	SLC35A4,SRA1,APBB3	EIF4EBP3	APBB3	APBB3	0.6947	695	1
2_MACS_peak_10421_lociStitched	chr17	75434176	75442881	2	7347	29018.988	1448.512	696	SEPT9	SEPT9,MIR4316	SEPT9	SEPT9	0.29669999999999996	696	1
1_MACS_peak_20798_lociStitched	chr6	106439374	106446718	1	7345	24264.576	1165.4928	697			PRDM1	PRDM1	3.0728	697	1
1_MACS_peak_2720_lociStitched	chr10	30989408	30996752	1	7345	46929.6288	1594.3824	698			LYZL2	LYZL2	NONE	698	1
2_MACS_peak_12427_lociStitched	chr2	37872003	37884049	2	7345	10761.8964	1970.7256	699	CDC42EP3		CDC42EP3	CDC42EP3	0.3204	699	1
3_MACS_peak_22769_lociStitched	chr8	22297424	22313951	3	7345	18186.3108	2193.1329	700	PPP3CC		PPP3CC	PPP3CC	0.14150000000000001	700	1
4_MACS_peak_10118_lociStitched	chr17	55553549	55565511	4	7340	8149.7106	1893.5846	701	MSI2		MSI2	MSI2	0.086	701	1
4_MACS_peak_23330_lociStitched	chr8	103659458	103669563	4	7338	5987.2125	1046.878	702	KLF10		KLF10	KLF10	0.3212	702	1
3_MACS_peak_1281_lociStitched	chr1	145501168	145517525	3	7328	23276.011	4071.2573	703	RBM8A,PEX11B,GNRHR2	ANKRD34A,LIX1L,ITGA10,ANKRD35,POLR3GL	RBM8A	RBM8A	1.1683000000000001	703	1
2_MACS_peak_21328_lociStitched	chr7	2438702	2447718	2	7314	22887.116	1459.6904	704	CHST12	EIF3B	CHST12	EIF3B	1.6179999999999999	704	1
3_MACS_peak_11973_lociStitched	chr19	49989877	50004920	3	7306	15957.6144	2838.6141	705	RPL13AP5,RPL13A,SNORD32A,SNORD33,SNORD35A,SNORD34,RPS11,SNORD35B,MIR150	ALDH16A1,FLT3LG,FCGRT,RCN3,SLC17A7,PIH1D1	RPS11	RPS11	0.6789000000000001	705	1
1_MACS_peak_9801_lociStitched	chr17	37909501	37916805	1	7305	51382.9096	1662.3904	706		GRB7,C17orf37	GRB7	C17orf37	0.2712	706	1
3_MACS_peak_16744_lociStitched	chr3	128900719	128915558	3	7303	22375.7281	2080.4278	707	CNBP	ISY1	CNBP	CNBP	0.7296	707	1
3_MACS_peak_22429_lociStitched	chr7	134670550	134682274	3	7302	16352.6352	2956.7928	708	AGBL3		AGBL3	AGBL3	0.03160000000000002	708	1
2_MACS_peak_14393_lociStitched	chr20	31257768	31270293	2	7301	18538.2525	2095.4325	709		C20orf203	C20orf203	NONE	NONE	709	1
1_MACS_peak_13692_lociStitched	chr2	198169121	198176419	1	7299	9101.3358	1218.0362	710	ANKRD44		ANKRD44	ANKRD44	0.10729999999999999	710	1
3_MACS_peak_10592_lociStitched	chr18	3245818	3263137	3	7296	42275.679	2874.954	711	MYL12A,MYL12B	MYOM1	MYL12A	MYL12A	1.2487000000000001	711	1
1_MACS_peak_16803_lociStitched	chr3	133290617	133297906	1	7290	24169.5951	1605.7667	712	CDV3		CDV3	CDV3	0.8648000000000001	712	1
2_MACS_peak_2048_lociStitched	chr1	207995139	208006232	2	7290	17666.7118	3127.1167	713	LOC148696	MIR29C,MIR29B2	LOC148696	LOC148696	0.9694	713	1
1_MACS_peak_9777_lociStitched	chr17	36856340	36863628	1	7289	37447.2016	1361.3984	714	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	MLLT6	1.0876	714	1
2_MACS_peak_10208_lociStitched	chr17	62133188	62141717	2	7288	6406.9848	1369.7574	715	ERN1	ICAM2	ICAM2	NONE	NONE	715	1
2_MACS_peak_9245_lociStitched	chr17	977664	985399	2	7284	21935.6865	1345.1165	716	ABR		ABR	ABR	0.1619	716	1
3_MACS_peak_1545_lociStitched	chr1	157142460	157152380	3	7276	12975.36	2385.76	717		CYCSP52,ETV3	ETV3	ETV3	0.6506	717	1
2_MACS_peak_13393_lociStitched	chr2	153914477	153927254	2	7272	13378.7967	1828.3887	718			ARL6IP6	ARL6IP6	NONE	718	1
2_MACS_peak_23834_lociStitched	chr9	33288746	33299116	2	7263	30240.994	1934.005	719	NFX1	SPINK4,CHMP5,BAG1	NFX1	NFX1	0.339	719	1
1_MACS_peak_21530_lociStitched	chr7	26002454	26009714	1	7261	48760.338	1944.954	720		MIR148A	MIR148A	MIR148A	2.0060000000000002	720	1
3_MACS_peak_16890_lociStitched	chr3	148707984	148722519	3	7260	13001.5575	2159.901	721	GYG1		GYG1	GYG1	0.2206	721	1
4_MACS_peak_25008_lociStitched	chrX	49011912	49029674	4	7257	18602.1426	1550.6226	722	MAGIX,PLP2	GPKOW,PRICKLE3,SYP	MAGIX	MAGIX	1.0393	722	1
3_MACS_peak_24399_lociStitched	chr9	123653534	123667499	3	7250	16671.417	2706.417	723	TRAF1	LOC253039,PSMD5,PHF19	TRAF1	PHF19	0.5641	723	1
1_MACS_peak_15855_lociStitched	chr3	14161168	14168416	1	7249	29956.7088	1656.8928	724	TMEM43,CHCHD4		CHCHD4	CHCHD4	1.2389999999999999	724	1
2_MACS_peak_12612_lociStitched	chr2	60776189	60783445	2	7241	7179.0864	875.7992	725	BCL11A		BCL11A	BCL11A	0.0484	725	1
3_MACS_peak_15617_lociStitched	chr22	42141949	42151901	3	7239	20019.4432	2080.9632	726	MEI1	CCDC134	CCDC134	CCDC134	0.13460000000000003	726	1
2_MACS_peak_9599_lociStitched	chr17	27046189	27056602	2	7239	29342.7927	2134.665	727	RPL23A,SNORD42B,SNORD4A,SNORD42A,SNORD4B,NEK8,TLCD1	TRAF4,PROCA1,RAB34	SNORD4B	SNORD4B	2.2228999999999997	727	1
2_MACS_peak_20039_lociStitched	chr6	20400762	20411140	2	7235	18321.3212	1567.078	728	E2F3		E2F3	E2F3	0.1557	728	1
1_MACS_peak_11553_lociStitched	chr19	19173519	19180752	1	7234	8994.2355	1233.2265	729	SLC25A42	ARMC6,SUGP2	SLC25A42	ARMC6	0.21599999999999997	729	1
1_MACS_peak_20803_lociStitched	chr6	106610043	106617269	1	7227	41369.5726	1737.1304	730			PRDM1	PRDM1	3.0728	730	1
2_MACS_peak_8760_lociStitched	chr16	31879803	31889974	2	7224	12130.9517	1790.096	731	ZNF267		ZNF267	ZNF267	0.1718	731	1
4_MACS_peak_12030_lociStitched	chr19	54872965	54890829	4	7220	8681.904	2152.612	732	LAIR1	TTYH1,LILRA5,LILRA4	LAIR1	LAIR1	0.108	732	1
3_MACS_peak_16030_lociStitched	chr3	39248446	39263530	3	7209	19520.2044	2701.5444	733		XIRP1	XIRP1	XIRP1	0.0012999999999999956	733	1
2_MACS_peak_5426_lociStitched	chr12	56726495	56734385	2	7203	21606.765	1709.763	734	IL23A,PAN2	CS,CNPY2,STAT2,APOF	IL23A	IL23A	1.187	734	1
2_MACS_peak_11224_lociStitched	chr19	6727919	6741707	2	7189	14968.2528	2873.4192	735	TRIP10,GPR108	VAV1,C3,SH2D3A	GPR108	GPR108	0.6823	735	1
2_MACS_peak_22626_lociStitched	chr8	1991048	2000524	2	7184	41229.1284	1780.5404	736	MYOM2		MYOM2	MYOM2	1.8485	736	1
1_MACS_peak_13406_lociStitched	chr2	158295065	158302243	1	7179	30132.5262	1451.3916	737	CYTIP		CYTIP	CYTIP	0.7488	737	1
3_MACS_peak_11066_lociStitched	chr19	1086728	1105638	3	7179	12741.558	3672.322	738	GPX4,POLR2E	ABCA7,HMHA1,SBNO2	POLR2E	ABCA7	0.597	738	1
1_MACS_peak_284_lociStitched	chr1	24512159	24519336	1	7178	45947.8717	1683.7242	739	IL28RA	LOC284632,IL22RA1	IL28RA	IL28RA	1.0856000000000001	739	1
4_MACS_peak_21453_lociStitched	chr7	18545005	18561162	4	7176	7126.8527	2100.41	740	HDAC9		HDAC9	NONE	NONE	740	1
2_MACS_peak_24494_lociStitched	chr9	130672599	130681110	2	7171	20148.0903	1634.9631	741	ST6GALNAC4	AK1,ST6GALNAC6,PIP5KL1,DPM2,FAM102A	ST6GALNAC4	ST6GALNAC4	0.9849999999999999	741	1
2_MACS_peak_21625_lociStitched	chr7	37375121	37385751	2	7170	12119.263	1890.014	742	ELMO1		ELMO1	ELMO1	0.005599999999999994	742	1
1_MACS_peak_1867_lociStitched	chr1	192543840	192551005	1	7166	18806.692	1868.632	743	RGS1		RGS1	RGS1	1.1719	743	1
3_MACS_peak_10434_lociStitched	chr17	76139825	76152382	3	7165	27626.6557	2147.247	744	C17orf99	TMC8,SYNGR2,AFMID,TMC6,TK1	C17orf99	SYNGR2	1.4661	744	1
4_MACS_peak_10011_lociStitched	chr17	46528416	46537579	4	7164	10188.3397	1746.4678	745		SKAP1	SKAP1	NONE	NONE	745	1
2_MACS_peak_18536_lociStitched	chr5	1488051	1500490	2	7164	20959.715	1882.0207	746	LPCAT1	SLC6A3	LPCAT1	LPCAT1	0.4691	746	1
3_MACS_peak_3554_lociStitched	chr10	135201296	135215400	3	7159	20123.5872	2121.2416	747	PAOX,MTG1	PRAP1,C10orf125,MIR3944,ECHS1,SPRN	MTG1	MTG1	0.3494	747	1
3_MACS_peak_20845_lociStitched	chr6	109186459	109206564	3	7157	12627.9505	2881.0465	748	ARMC2		ARMC2	ARMC2	0.1723	748	1
4_MACS_peak_23334_lociStitched	chr8	103817941	103828623	4	7145	17228.9978	927.1976	749		AZIN1	AZIN1	AZIN1	0.11549999999999999	749	1
2_MACS_peak_21411_lociStitched	chr7	7999075	8012283	2	7142	11349.6344	2160.8288	750	GLCCI1		GLCCI1	GLCCI1	0.051699999999999996	750	1
2_MACS_peak_2001_lociStitched	chr1	205196355	205208133	2	7140	8561.4282	2667.717	751	TMCC2	DSTYK	TMCC2	TMCC2	0.10240000000000002	751	1
1_MACS_peak_5711_lociStitched	chr12	94596487	94603621	1	7135	37715.3178	1573.7604	752	PLXNC1		PLXNC1	PLXNC1	0.48940000000000006	752	1
2_MACS_peak_9384_lociStitched	chr17	7209464	7219655	2	7133	23149.8756	1778.3295	753	EIF5A,GPS2,NEURL4	SLC2A4,ACAP1,KCTD11,TMEM95,CLDN7,YBX2	EIF5A	EIF5A	1.3627	753	1
3_MACS_peak_19443_lociStitched	chr5	141388668	141396759	3	7130	12424.5396	1496.0259	754	GNPDA1	RNF14	GNPDA1	GNPDA1	0.5295	754	1
3_MACS_peak_20209_lociStitched	chr6	31157592	31172758	3	7124	20495.3324	2378.0288	755	HCG27	TCF19,CCHCR1,POU5F1,PSORS1C3	HCG27	HCG27	1.067	755	1
2_MACS_peak_19804_lociStitched	chr5	180610625	180620041	2	7122	8277.6056	1770.208	756		OR2V2,TRIM41,TRIM7,SNORD96A	TRIM7	SNORD96A	1.4126999999999998	756	1
1_MACS_peak_12531_lociStitched	chr2	47166775	47173893	1	7119	15688.7838	1434.277	757	TTC7A,MCFD2	MCFD2	MCFD2	MCFD2	0.2944	757	1
3_MACS_peak_19026_lociStitched	chr5	86408725	86419757	3	7119	11979.6488	1736.4368	758	MIR4280		MIR4280	MIR4280	0.1242	758	1
3_MACS_peak_23570_lociStitched	chr8	142126789	142140629	3	7103	18455.64	2279.448	759	DENND3		DENND3	DENND3	0.09439999999999998	759	1
1_MACS_peak_22309_lociStitched	chr7	121944621	121951719	1	7099	21384.8544	1284.0282	760	LOC154860	FEZF1	FEZF1	FEZF1	0.6327	760	1
2_MACS_peak_10277_lociStitched	chr17	66452264	66459498	2	7098	13113.7952	1409.9066	761	WIPI1	PRKAR1A,MIR635	WIPI1	WIPI1	0.3691	761	1
2_MACS_peak_25503_lociStitched	chrX	153616109	153628505	2	7088	19710.8796	922.2624	762	RPL10	EMD,SNORA70,TAZ,ATP6AP1,GDI1,FAM50A,FLNA,DNASE1L1	RPL10	SNORA70	1.0587	762	1
3_MACS_peak_15848_lociStitched	chr3	13455154	13470582	3	7088	23103.43	2414.482	763	NUP210		NUP210	NUP210	0.3534	763	1
2_MACS_peak_14635_lociStitched	chr20	46386253	46397293	2	7083	27319.584	1877.904	764	SULF2		SULF2	SULF2	0.22210000000000002	764	1
4_MACS_peak_14487_lociStitched	chr20	35447892	35472768	4	7078	7149.3624	3256.2684	765	C20orf117	C20orf118,DSN1	C20orf117	DSN1	0.2209	765	1
2_MACS_peak_24523_lociStitched	chr9	131445368	131453419	2	7075	14840.4083	1685.8794	766	SET	PKN3,WDR34,ZDHHC12	SET	WDR34	0.6663	766	1
3_MACS_peak_12163_lociStitched	chr2	8817713	8826369	3	7075	6118.9264	1301.8624	767	ID2		ID2	ID2	0.38580000000000003	767	1
2_MACS_peak_8171_lociStitched	chr15	91472196	91479843	2	7066	22329.24	1626.5169	768	UNC45A,HDDC3	FES,MAN2A2,RCCD1	HDDC3	HDDC3	1.7698	768	1
2_MACS_peak_15322_lociStitched	chr22	27005266	27014864	2	7066	23845.2712	1931.1176	769	CRYBB1	CRYBA4,MIAT,TPST2	CRYBB1	CRYBB1	0.8851	769	1
