GENE_ID	locusLine	bin_1_U266_jia.bam
NM_024927	chr17(.):40814932-40834048	1.729
NM_016437	chr17(.):40806265-40824024	0.5297
NM_003632	chr17(.):40829631-40857011	0.781
NM_016602	chr17(.):40826419-40838845	2.5033
NM_001015053	chr17(.):42149120-42206014	0.381
NM_178542	chr17(.):42248351-42269082	0.816
NM_001076674	chr17(.):42259353-42274099	0.7731
NM_177441	chr17(.):42259573-42274099	0.7794
NM_001076684	chr17(.):42277400-42301924	1.1748
NM_001098833	chr17(.):42264172-42280529	1.1057
NM_024032	chr17(.):42214273-42244844	0.2441
NM_080863	chr17(.):42243073-42261451	1.143
NM_001076683	chr17(.):42277400-42303250	1.1208
NM_014233	chr17(.):42277400-42300664	1.2336
NM_152343	chr17(.):43326759-43344479	0.1033
NM_005892	chr17(.):43294291-43329683	1.6148
NR_024434	chr17(.):43320302-43350997	0.2734
NR_024435	chr17(.):43334557-43350997	0.1018
NM_174919	chr17(.):43501717-43515282	0.9183
NM_199282	chr17(.):43466267-43508012	0.2854
NM_001159330	chr17(.):43466267-43488449	0.2743
NR_036199	chr17(.):43547728-43557801	0.0908
NR_034172	chr17(.):44265938-44279089	1.1641
NM_014726	chr17(.):45767629-45794429	0.3424
NR_029687	chr17(.):46109526-46119613	0.3964
NM_016429	chr17(.):46098532-46120152	0.4104
NM_152244	chr17(.):46179919-46205105	0.3601
NM_013323	chr17(.):46179946-46205105	0.3604
NR_031607	chr17(.):46228788-46238873	0.095
NM_006807	chr17(.):46142413-46183560	0.4326
NM_001127228	chr17(.):46142413-46183883	0.4303
NM_014897	chr17(.):47361567-47444835	0.4824
NM_001145365	chr17(.):47361567-47444476	0.4836
NM_002634	chr17(.):47476419-47497242	0.2247
NM_005827	chr17(.):47773689-47790282	0.4181
NM_001199155	chr17(.):47860980-47911458	0.234
NM_032595	chr17(.):48206100-48232877	0.9893
NM_174920	chr17(.):48185034-48212167	0.1833
NM_000023	chr17(.):48238365-48258293	0.769
NM_000088	chr17(.):48256456-48284000	0.3089
NR_024193	chr17(.):48243788-48254837	0.8472
NM_175575	chr17(.):48907604-48924709	0.2232
NM_005749	chr17(.):48934586-48946413	1.8026
NM_001198682	chr17(.):49238632-49254105	0.838
NM_001018137	chr17(.):49237795-49254105	0.8005
NM_001018138	chr17(.):49239082-49254105	0.8599
NM_000269	chr17(.):49225919-49244450	0.8258
NM_001018139	chr17(.):49238861-49254105	0.8489
NM_001018136	chr17(.):49225896-49254105	0.6745
NM_000250	chr17(.):56342216-56363296	0.1046
NM_004758	chr17(.):56373593-56411152	0.9818
NM_003168	chr17(.):56417538-56434563	1.1754
NR_029683	chr17(.):56403592-56413679	4.4566
NM_004859	chr17(.):57692049-57779317	0.3264
NR_029493	chr17(.):57913626-57923698	1.0384
NM_001193613	chr17(.):57931840-57975306	0.2458
NM_003161	chr17(.):57965442-58032786	0.1991
NR_004380	chr17(.):62218437-62228517	1.2057
NR_002995	chr17(.):62218698-62228831	1.2625
NR_036199	chr17(.):62813147-62823220	0.0706
NR_026903	chr17(.):62957667-62976703	0.5805
NM_015462	chr17(.):65709060-65745266	0.1508
NR_027283	chr17(.):66189800-66201443	0.3611
NM_016627	chr17(.):66239144-66258305	0.5464
NR_030365	chr17(.):66415591-66425689	0.1145
NM_002734	chr17(.):66503542-66533910	0.3486
NM_212471	chr17(.):66503109-66533910	0.3444
NM_001163989	chr17(.):72727958-72748474	1.1943
NM_001006638	chr17(.):72728355-72748474	1.2168
NM_139018	chr17(.):72685451-72714108	0.2256
NM_175738	chr17(.):72662255-72748474	0.4232
NR_037409	chr17(.):72739751-72749838	1.7687
NM_017728	chr17(.):72767621-72840922	0.2287
NM_015654	chr17(.):72761685-72777470	0.3874
NM_014001	chr17(.):73227693-73262707	0.4013
NM_015971	chr17(.):73252748-73267457	0.867
NM_001172703	chr17(.):73227693-73263444	0.3955
NM_020679	chr17(.):73257309-73272303	1.0599
NM_001142643	chr17(.):73491341-73510958	0.1393
NM_014738	chr17(.):73447663-73501533	0.3806
NR_037449	chr17(.):73397149-73407243	0.7101
NM_173547	chr17(.):73880040-73898054	0.3412
NM_033452	chr17(.):73865244-73879656	1.5398
NM_012478	chr17(.):73836779-73856501	0.4356
NM_199242	chr17(.):73818307-73845798	0.4069
NM_032478	chr17(.):73889723-73906181	0.6875
NM_001454	chr17(.):74127414-74142380	0.2211
NM_032134	chr17(.):74265129-74308761	0.3776
NM_182565	chr17(.):74256285-74272379	2.287
NM_024599	chr17(.):74461974-74502509	1.2578
NM_134268	chr17(.):74518439-74538782	0.1602
NM_001166579	chr17(.):74444432-74471199	0.2599
NM_001088	chr17(.):74458629-74471199	0.2417
NM_001005498	chr17(.):74461974-74488991	1.1215
NM_001077620	chr17(.):74531120-74546458	0.1429
NR_033357	chr17(.):74518667-74546458	0.145
NM_001008529	chr17(.):74670650-74712056	0.2682
NM_003016	chr17(.):74725198-74738493	1.049
NM_015167	chr17(.):74709524-74727881	1.1868
NR_030366	chr17(.):74727531-74737630	1.323
NM_001080510	chr17(.):74717949-74734962	1.4859
NM_024311	chr17(.):74728782-74780338	0.3691
NR_027058	chr17(.):75079724-75096068	1.5241
NR_003013	chr17(.):75080388-75090575	1.541
NM_001143998	chr17(.):75132004-75218181	0.7288
NM_001144001	chr17(.):75176294-75218181	0.5982
NM_152468	chr17(.):76121858-76144049	1.0738
NM_007267	chr17(.):76103998-76133488	0.9342
NM_001127198	chr17(.):76103998-76129861	1.0099
NM_001010982	chr17(.):76178436-76208782	0.1592
NM_001012270	chr17(.):76205276-76226716	0.2087
NM_003258	chr17(.):76165159-76188285	0.7787
NM_004710	chr17(.):76159670-76174009	1.3187
NR_002219	chr17(.):76205320-76225783	0.2153
NM_001145526	chr17(.):76178442-76208782	0.1593
NR_027083	chr17(.):76178397-76198641	0.2002
NM_003955	chr17(.):76347858-76361158	1.2623
NM_005189	chr17(.):77746976-77766449	0.2684
NM_003655	chr17(.):77801954-77818213	1.0362
NM_020649	chr17(.):77763175-77775915	0.5275
NM_017950	chr17(.):78005434-78079412	0.2002
NM_001166347	chr17(.):78189199-78232308	0.3617
NM_000199	chr17(.):78178078-78199199	0.3732
NM_012418	chr17(.):79490416-79509156	0.0915
NM_025161	chr17(.):79501910-79524429	0.2901
NM_001614	chr17(.):79471998-79484827	1.3249
NM_001093767	chr17(.):79775292-79796167	0.7624
NM_000918	chr17(.):79796033-79823544	0.44
NM_001007533	chr17(.):79786367-79797926	1.0953
NM_016476	chr17(.):79844598-79863363	0.4523
NR_033683	chr17(.):79855776-79874077	0.1633
NM_005782	chr17(.):79840710-79854462	0.5869
NM_016538	chr17(.):79864814-79881058	0.3167
NM_001185078	chr17(.):79820596-79834282	1.1867
NM_001185077	chr17(.):79820596-79833790	1.2277
NM_148896	chr17(.):79855071-79865781	0.0916
NM_001002249	chr17(.):79844817-79863363	0.4566
NR_033682	chr17(.):79855776-79874340	0.1636
NM_006137	chr17(.):80267745-80280480	0.1027
NM_003004	chr17(.):80273899-80296921	0.1772
NM_001100407	chr17(.):80395462-80413707	0.7512
NM_001193655	chr17(.):80395462-80412602	0.7913
NM_001038618	chr17(.):80411059-80451143	0.3175
NM_001083608	chr17(.):80411539-80451143	0.3206
NM_173620	chr17(.):80371251-80405516	0.2515
NR_036519	chr17(.):80402590-80413707	1.1494
NM_005215	chr18(.):49861541-51067273	0.0876
NM_000633	chr18(.):60785578-60991613	0.4395
NM_001012716	chr18(.):644619-663340	0.696
NM_001083625	chr18(.):9131757-9290206	0.172
NM_022068	chr18(.):10665243-11153761	0.1388
NM_001025088	chr18(.):34818007-35151000	0.1743
NM_006785	chr18(.):56333617-56422370	0.1469
NM_052947	chr18(.):56143481-56301189	0.1888
NM_017512	chr18(.):668858-717662	0.7039
NM_001126123	chr18(.):667542-717662	0.6892
NM_202758	chr18(.):668858-717517	0.7058
NM_001071	chr18(.):652603-678499	0.7138
NM_021074	chr18(.):9097627-9139343	0.5579
NM_001100619	chr18(.):20710726-20845434	0.5348
NR_023359	chr18(.):20709527-20845434	0.5311
NM_138375	chr18(.):20730788-20845434	0.4267
NM_000271	chr18(.):21106462-21171581	0.4317
NM_005904	chr18(.):46441222-46482081	0.8417
NM_001190823	chr18(.):46441222-46474177	0.6416
NM_001190822	chr18(.):46441222-46480703	0.8669
NM_015845	chr18(.):47790215-47813144	0.4716
NM_001101654	chr18(.):47803712-47819692	0.6339
NM_145020	chr18(.):47748562-47797865	0.1347
NR_002970	chr18(.):51743653-51753782	0.9707
NM_015832	chr18(.):51724046-51756158	0.4935
NM_007195	chr18(.):51790848-51829604	0.5202
NM_004852	chr18(.):55097916-55163530	0.2483
NM_030973	chr19(.):50316535-50345237	0.3006
NM_001039846	chr19(.):2091867-2104583	0.6874
NM_019112	chr19(.):1035101-1070570	0.9257
NM_003331	chr19(.):10456203-10496248	0.2629
NM_018028	chr19(.):39828107-39880537	0.2529
NM_144685	chr19(.):40880177-40901094	0.0829
NM_001079881	chr19(.):47172572-47225384	0.4042
NM_001079882	chr19(.):47172572-47222577	0.4126
NM_194460	chr19(.):642525-668233	0.8016
NM_032551	chr19(.):912341-926015	1.4961
NM_020695	chr19(.):1810244-1853452	0.4907
NM_001319	chr19(.):1936160-1986336	0.3858
NM_052847	chr19(.):2506217-2707746	0.6345
NM_032482	chr19(.):2159147-2237577	0.4728
NM_001042680	chr19(.):3533262-3562571	0.2989
NM_017720	chr19(.):4319039-4343847	0.3508
NM_152784	chr19(.):5715687-5783742	0.4016
NM_000064	chr19(.):6672845-6725662	0.1235
NM_001079817	chr19(.):7107265-7299011	0.4804
NM_005428	chr19(.):6767721-6862371	0.4861
NM_015318	chr19(.):7454998-7542371	0.1901
NM_199141	chr19(.):10977252-11038448	0.5083
NM_001128848	chr19(.):11089827-11177958	0.2135
NM_001128849	chr19(.):11066807-11177958	0.3486
NM_001128844	chr19(.):11066597-11177958	0.3481
NM_020428	chr19(.):10731170-10760235	0.1872
NM_024038	chr19(.):12836453-12850529	0.9906
NM_002501	chr19(.):13101583-13214610	0.3066
NM_014975	chr19(.):12944258-12990766	0.3406
NM_052876	chr19(.):13224108-13256959	0.2968
NM_004843	chr19(.):14137261-14169026	0.2503
NM_032855	chr19(.):16239837-16274377	0.7471
NM_006387	chr19(.):16623699-16658263	0.2587
NM_024050	chr19(.):17415336-17439106	0.506
NM_000215	chr19(.):17930592-17963841	0.5127
NM_001145785	chr19(.):19251375-19286098	0.717
NM_001492	chr19(.):18974360-19011953	0.0944
NM_005919	chr19(.):19251375-19308400	0.59
NM_004924	chr19(.):39133326-39226170	0.4537
NM_001398	chr19(.):39301061-39327497	0.2051
NM_001001563	chr19(.):39966051-39986528	0.2732
NM_020971	chr19(.):40968125-41087365	0.1528
NM_001410	chr19(.):42824760-42887921	0.1476
NM_002698	chr19(.):42587665-42641630	0.7218
NM_015168	chr19(.):47562446-47622009	0.3532
NM_001145713	chr19(.):47629079-47718893	0.2006
NR_027280	chr19(.):47629114-47718893	0.2007
NM_006801	chr19(.):48880826-48899810	1.3652
NM_152359	chr19(.):50189406-50221988	0.1253
NM_020309	chr19(.):49927654-49949808	0.2343
NM_001136052	chr19(.):50189400-50221988	0.1253
NM_006184	chr19(.):49398306-49431540	0.2168
NM_052884	chr19(.):50447249-50469429	0.1179
NM_001161440	chr19(.):55687614-55725874	0.0984
NM_005035	chr19(.):612222-638568	0.2696
NM_020637	chr19(.):634925-648604	0.1629
NM_214710	chr19(.):680545-700461	0.198
NM_173481	chr19(.):746145-769318	0.1251
NM_002579	chr19(.):703952-753330	0.1272
NM_005860	chr19(.):671388-688392	0.4235
NR_036154	chr19(.):808583-818653	0.1231
NM_138774	chr19(.):891502-918225	0.6661
NM_005481	chr19(.):862961-898218	0.4074
NM_002777	chr19(.):835984-853175	0.3313
NM_031991	chr19(.):792391-817327	0.6924
NM_001700	chr19(.):822830-837017	0.1225
NM_024888	chr19(.):807517-826952	0.1287
NM_024100	chr19(.):979327-999569	0.4956
NM_005224	chr19(.):921036-977803	0.5133
NM_004368	chr19(.):1021297-1044064	1.1362
NM_033420	chr19(.):1004649-1026141	0.5531
NM_138690	chr19(.):995436-1014723	0.1825
NM_001039848	chr19(.):1099648-1111787	0.8577
NM_014963	chr19(.):1102632-1179282	0.7141
NM_012292	chr19(.):1062173-1091627	0.8798
NM_001100122	chr19(.):1102632-1137273	1.0097
NM_002085	chr19(.):1098935-1111787	0.825
NM_002695	chr19(.):1081577-1100391	0.4706
NM_001280	chr19(.):1264266-1278171	1.8275
NM_017914	chr19(.):1270519-1284243	0.9484
NM_177401	chr19(.):1243551-1264142	1.4015
NM_001001975	chr19(.):1236748-1249824	1.8814
NM_001405	chr19(.):1281167-1304944	0.1471
NM_152769	chr19(.):1224946-1242990	0.6671
NM_000455	chr19(.):1200797-1233434	0.3933
NR_027271	chr19(.):1262469-1275259	1.3117
NR_023313	chr19(.):1264266-1279809	1.6609
NM_170711	chr19(.):1402583-1440682	0.6711
NM_001018	chr19(.):1433362-1445492	0.7794
NM_024407	chr19(.):1378882-1400588	0.3572
NM_000156	chr19(.):1392087-1406552	0.4121
NM_138924	chr19(.):1393605-1406552	0.445
NR_024247	chr19(.):1351322-1383430	0.3434
NM_032853	chr19(.):1349975-1383430	0.3372
NM_138393	chr19(.):1486164-1502924	0.2941
NM_203304	chr19(.):1549667-1573057	0.2355
NM_017573	chr19(.):1476426-1495407	0.6422
NM_152482	chr19(.):1468199-1484228	0.6781
NM_005883	chr19(.):1445147-1478243	0.5129
NM_001136139	chr19(.):1604291-1655286	1.089
NM_003926	chr19(.):1571677-1597652	0.726
NM_003200	chr19(.):1604291-1657326	1.0599
NM_006830	chr19(.):1592153-1610483	1.1063
NM_138813	chr19(.):1777073-1817270	0.3274
NM_001178002	chr19(.):1777073-1817199	0.328
NR_031730	chr19(.):1811157-1821237	0.6708
NR_034114	chr19(.):1817087-1829542	0.1487
NM_031918	chr19(.):1847397-1868564	1.443
NM_138422	chr19(.):1900416-1918446	0.4176
NR_033400	chr19(.):1947525-1959548	0.1302
NM_001130111	chr19(.):1871974-1890518	0.7584
NM_079834	chr19(.):1900372-1931012	0.341
NM_017572	chr19(.):2032469-2056243	1.1129
NM_017797	chr19(.):1980446-2020702	0.2279
NM_130807	chr19(.):2066034-2101269	0.7845
NM_003938	chr19(.):2095993-2156556	0.427
NM_004152	chr19(.):2264519-2278487	1.6487
NM_018049	chr19(.):2228154-2241328	1.2911
NM_000479	chr19(.):2244112-2257072	1.0416
NM_198532	chr19(.):2269630-2287181	1.1662
NR_031596	chr19(.):2229060-2239148	1.487
NM_007165	chr19(.):2231815-2253678	0.8768
NM_144616	chr19(.):2247249-2261422	1.3316
NM_001101391	chr19(.):2284773-2313156	0.1336
NR_036207	chr19(.):2245637-2255717	0.4733
NM_032737	chr19(.):2423163-2461958	0.5471
NM_012458	chr19(.):2420621-2432875	0.8447
NM_015675	chr19(.):2471122-2483257	1.6305
NM_213568	chr19(.):2729523-2745074	0.2704
NM_145173	chr19(.):2709564-2726390	0.3131
NM_001136503	chr19(.):3469404-3485540	0.113
NM_016263	chr19(.):3501294-3541755	0.3636
NM_001136198	chr19(.):3517953-3541755	0.1339
NM_031304	chr19(.):3485818-3505621	0.6142
NM_001145165	chr19(.):3485818-3505938	0.6954
NM_001135580	chr19(.):3534154-3549028	0.1372
NM_015897	chr19(.):4002748-4043067	0.3203
NR_002602	chr19(.):3977504-3987570	1.4556
NM_001961	chr19(.):3971053-3990461	1.3672
NM_001348	chr19(.):3953451-3974826	0.3402
NR_030367	chr19(.):3956411-3966510	0.1262
NM_005483	chr19(.):4397659-4448394	0.4115
NM_001171091	chr19(.):4440002-4460295	0.2832
NM_032868	chr19(.):4338523-4365083	0.3854
NM_003025	chr19(.):4355366-4405471	0.9756
NM_015414	chr19(.):5685345-5696678	1.0312
NM_004793	chr19(.):5686844-5725176	0.8676
NM_033643	chr19(.):5685271-5696678	1.0256
NM_198708	chr19(.):5676074-5693533	1.034
NM_198707	chr19(.):5676051-5693533	1.0327
NM_198704	chr19(.):5676034-5693533	1.0317
NM_198533	chr19(.):5676046-5693533	1.0324
NM_205767	chr19(.):5673432-5685911	0.6005
NM_133492	chr19(.):6301509-6338640	0.1107
NM_004158	chr19(.):6370304-6380860	0.6326
NM_006012	chr19(.):6356462-6373915	1.315
NM_002096	chr19(.):6374579-6398291	0.3734
NM_032306	chr19(.):6367443-6380261	0.5471
NM_001252	chr19(.):6580849-6596163	1.5686
NM_004240	chr19(.):6734706-6756529	0.9501
NM_020171	chr19(.):6724924-6742304	1.1125
NM_001080452	chr19(.):6724924-6742633	1.0932
NM_005490	chr19(.):6747172-6772523	0.3552
NM_006221	chr19(.):9940998-9965358	0.3048
NM_024292	chr19(.):9933567-9945797	0.7516
NM_001077624	chr19(.):9863150-9884410	0.3197
NM_017703	chr19(.):9915942-9934731	0.4607
NM_001379	chr19(.):10239021-10310755	0.4319
NM_004230	chr19(.):10327108-10346948	2.2556
NR_036206	chr19(.):10336088-10346161	1.3344
NM_001544	chr19(.):10392649-10404198	0.7551
NM_001031734	chr19(.):10415890-10431691	0.3243
NM_015956	chr19(.):10357639-10375721	0.5561
NM_001103167	chr19(.):10410478-10425233	0.1458
NM_003259	chr19(.):10395654-10412454	0.656
NM_000201	chr19(.):10376516-10402291	0.9997
NM_146388	chr19(.):10357639-10375736	0.5557
NM_012289	chr19(.):10591795-10618481	0.8763
NM_007065	chr19(.):10496808-10519271	0.5378
NM_001111307	chr19(.):10526332-10585307	0.3239
NM_001111309	chr19(.):10538110-10585307	0.195
NM_001111308	chr19(.):10536520-10585307	0.1941
NR_031592	chr19(.):10509133-10519214	0.7923
NM_006202	chr19(.):10558632-10585307	0.1636
NM_203500	chr19(.):10591795-10619054	0.8621
NM_001166215	chr19(.):10618417-10633668	0.6581
NM_030760	chr19(.):10618417-10633126	0.6797
NR_031603	chr19(.):10657797-10667880	0.1558
NM_032885	chr19(.):10649646-10669094	0.4619
NM_153464	chr19(.):10759936-10801443	0.6747
NM_031209	chr19(.):10807111-10829043	0.3742
NM_012218	chr19(.):10759936-10808095	0.6006
NR_024333	chr19(.):10757537-10769548	1.3363
NM_001136482	chr19(.):10954105-10985360	0.56
NM_006858	chr19(.):10938113-10951983	0.564
NR_029586	chr19(.):10923101-10933172	0.1653
NM_024029	chr19(.):11028443-11044357	0.4344
NM_138358	chr19(.):11034423-11045916	0.5402
NM_001195800	chr19(.):11195037-11249505	0.4516
NM_022737	chr19(.):11461061-11481374	0.2337
NM_004283	chr19(.):11427721-11455344	0.6708
NM_001080503	chr19(.):11452180-11470620	0.6125
NM_175871	chr19(.):11480382-11492627	1.4054
NM_033408	chr19(.):11448451-11461981	0.9157
NM_001035223	chr19(.):11499731-11535018	0.1422
NM_000121	chr19(.):11482880-11500018	1.4804
NM_001080997	chr19(.):12931296-12946207	0.2624
NM_013312	chr19(.):12868816-12891434	0.7257
NM_004317	chr19(.):12843305-12864137	0.6914
NM_181738	chr19(.):12906426-12917694	0.6784
NM_017682	chr19(.):12858406-12874271	0.2059
NM_002229	chr19(.):12897309-12909125	2.9043
NM_031429	chr19(.):12931295-12951230	0.4767
NM_006397	chr19(.):12912427-12929462	0.4028
NM_005809	chr19(.):12902633-12917694	1.4801
NM_052850	chr19(.):13059971-13073050	0.4884
NM_001105578	chr19(.):13004893-13035086	0.7628
NM_000159	chr19(.):12996973-13015783	0.652
NM_004461	chr19(.):13028283-13049558	0.5915
NM_001375	chr19(.):12981024-12997335	0.8489
NM_005053	chr19(.):13051653-13069455	0.8869
NM_006563	chr19(.):12990236-13003017	1.1561
NM_152654	chr19(.):13075431-13090567	0.602
NM_004343	chr19(.):13044413-13060304	1.3021
NM_017722	chr19(.):13210713-13232463	0.5863
NM_001136035	chr19(.):13210713-13232563	0.5843
NM_005583	chr19(.):13204843-13218974	0.5183
NM_003765	chr19(.):13250223-13265987	1.2783
NM_004907	chr19(.):13256281-13270718	1.6404
NM_023072	chr19(.):13901273-13948044	0.3374
NR_029613	chr19(.):13980512-13990622	0.1883
NR_036515	chr19(.):13940329-13952103	1.7057
NM_001098622	chr19(.):13982949-13996571	0.6995
NR_030179	chr19(.):13980688-13990825	0.1969
NR_029497	chr19(.):13942100-13952173	1.9871
NR_029495	chr19(.):13942400-13952473	2.0143
NR_029501	chr19(.):13942253-13952331	2.0008
NM_080864	chr19(.):14134016-14146783	0.4176
NM_207518	chr19(.):14197506-14229992	0.7514
NM_002730	chr19(.):14197506-14233559	0.711
NM_001145028	chr19(.):14159178-14174971	0.1133
NM_138352	chr19(.):14194228-14206232	0.7546
NR_024282	chr19(.):14178820-14190874	1.179
NM_018154	chr19(.):14225320-14252440	0.8791
NM_005370	chr19(.):16217489-16249445	0.8416
NM_001145160	chr19(.):16173316-16218813	0.5125
NR_024335	chr19(.):16139522-16157918	0.0962
NR_024336	chr19(.):16140288-16157918	0.0975
NM_003290	chr19(.):16182134-16218813	0.6053
NM_032493	chr19(.):16303664-16351156	0.1593
NM_054113	chr19(.):16267178-16289286	0.2253
NM_014077	chr19(.):16291234-16307857	0.3412
NM_024881	chr19(.):16655647-16688193	0.1975
NM_004831	chr19(.):16680717-16744015	0.5829
NM_031941	chr19(.):17355848-17380544	0.542
NM_024527	chr19(.):17397939-17419282	0.6407
NM_152363	chr19(.):17387453-17403454	0.1282
NM_014173	chr19(.):17373231-17395162	0.3253
NM_023937	chr19(.):17411476-17422652	1.366
NM_138401	chr19(.):17525911-17541140	0.9297
NM_001128855	chr19(.):17443325-17458539	0.9663
NM_020959	chr19(.):17429031-17450638	0.6542
NM_001190844	chr19(.):17541317-17564376	0.1161
NM_001195422	chr19(.):17440790-17458539	0.8436
NM_004335	chr19(.):17508754-17521384	1.2749
NM_031310	chr19(.):17457263-17493137	0.4797
NM_005543	chr19(.):17922321-17937320	0.0865
NR_001593	chr19(.):17965726-17979118	0.4428
NM_000980	chr19(.):17965730-17979124	0.4427
NR_000012	chr19(.):17968396-17978529	0.5161
NM_000453	chr19(.):17977781-18010983	0.0672
NM_001145724	chr19(.):19035009-19054858	1.2849
NM_001145722	chr19(.):19035009-19056113	1.4047
NM_001145721	chr19(.):19035009-19056161	1.4083
NR_027297	chr19(.):19035009-19055444	1.339
NM_007263	chr19(.):19005322-19035199	0.3119
NM_004838	chr19(.):19035009-19057041	1.4583
NM_019070	chr19(.):19025483-19044442	0.5272
NM_017814	chr19(.):19225429-19254267	0.169
NM_004386	chr19(.):19317781-19368061	0.0872
NM_003721	chr19(.):19298007-19317678	0.4822
NM_176880	chr19(.):19307223-19319238	0.2318
NM_016573	chr19(.):19735284-19759455	0.234
NM_020410	chr19(.):19751009-19779503	0.5841
NM_004720	chr19(.):19729465-19744039	0.2141
NM_033204	chr19(.):19774662-19796138	0.4596
NM_025245	chr19(.):19667521-19734439	0.0923
NM_006149	chr19(.):39287310-39308740	0.0728
NM_144691	chr19(.):39215831-39240114	0.2325
NM_012237	chr19(.):39364194-39395463	0.3896
NM_001005335	chr19(.):39322027-39347979	0.9684
NM_001001716	chr19(.):39385614-39404534	0.3685
NM_001533	chr19(.):39322027-39345617	1.0206
NM_001193286	chr19(.):39364194-39395502	0.3892
NR_034146	chr19(.):39364194-39389795	0.2684
NM_001195833	chr19(.):39353471-39373919	0.3734
NM_003407	chr19(.):39892486-39905045	3.31
NM_003169	chr19(.):39931287-39972308	0.3475
NM_001130825	chr19(.):39931185-39972308	0.3486
NM_019088	chr19(.):39871269-39886679	0.4232
NM_017592	chr19(.):39876962-39896203	1.6347
NM_001020	chr19(.):39918846-39931618	1.0339
NM_022835	chr19(.):39898749-39924055	0.8424
NM_203344	chr19(.):40941747-40955282	0.4032
NM_000713	chr19(.):40948690-40976725	0.3342
NM_181882	chr19(.):40894670-40924271	0.2827
NM_013368	chr19(.):40941747-40953505	0.4522
NM_013376	chr19(.):40923408-40936932	0.8542
NM_138392	chr19(.):41077756-41102305	0.2028
NM_001042544	chr19(.):41098140-41140725	0.453
NM_001042545	chr19(.):41102276-41140725	0.4851
NM_003573	chr19(.):41094071-41140725	0.4204
NM_001098506	chr19(.):42077530-42098197	0.1174
NM_001783	chr19(.):42376189-42390439	0.6809
NM_001040283	chr19(.):42344085-42361397	0.0606
NM_173506	chr19(.):42336149-42353508	0.076
NM_004706	chr19(.):42382266-42416604	0.3182
NM_199002	chr19(.):42383445-42416604	0.3227
NM_001022	chr19(.):42358987-42380484	0.8609
NM_002088	chr19(.):42497472-42574957	0.0874
NM_022752	chr19(.):42575289-42590720	0.4672
NR_036208	chr19(.):42632596-42642665	1.2437
NM_006494	chr19(.):42746716-42764309	1.1614
NM_199285	chr19(.):42801283-42819973	0.245
NM_019884	chr19(.):42729337-42751736	0.6039
NM_173633	chr19(.):42812476-42834214	0.3183
NM_002573	chr19(.):42796184-42811796	0.259
NM_015125	chr19(.):42783816-42804949	0.8393
NM_001145940	chr19(.):42796184-42811952	0.2578
NM_001145939	chr19(.):42796184-42811929	0.2577
NM_001039213	chr19(.):45197420-45218986	0.3429
NM_012116	chr19(.):45276125-45308903	0.1647
NM_005178	chr19(.):45246977-45268301	1.1643
NM_000400	chr19(.):45849648-45878845	0.1795
NM_001114171	chr19(.):45966252-45983437	0.4115
NM_012099	chr19(.):45904466-45919024	0.7511
NM_001983	chr19(.):45905590-45932177	0.9162
NM_202001	chr19(.):45911691-45931820	0.6646
NM_006663	chr19(.):45877891-45913312	0.3562
NM_001142502	chr19(.):45877891-45914607	0.3471
NM_005628	chr19(.):47273139-47296842	1.0016
NM_001145144	chr19(.):47273139-47295545	1.0551
NM_013403	chr19(.):47217767-47254720	0.66
NM_001039885	chr19(.):47244302-47266832	0.4312
NM_001145145	chr19(.):47273139-47293134	1.1738
NR_036157	chr19(.):47207549-47217602	0.3737
NR_024258	chr19(.):47328841-47338961	0.1087
NM_144577	chr19(.):48794708-48828332	0.332
NM_018273	chr19(.):48830615-48872186	0.49
NM_012451	chr19(.):48862650-48884634	0.8064
NM_001425	chr19(.):48823628-48838810	1.5341
NM_153608	chr19(.):48769653-48795863	0.1293
NM_031485	chr19(.):48944029-48962164	0.2552
NM_000836	chr19(.):48893131-48953188	0.4656
NM_016246	chr19(.):49311273-49344934	0.4152
NM_014330	chr19(.):49370648-49384319	1.2783
NM_001161354	chr19(.):49335353-49376884	0.479
NM_003323	chr19(.):49379221-49406996	0.4732
NM_001161587	chr19(.):49466381-49501610	0.8925
NM_000146	chr19(.):49463565-49475136	2.0149
NR_027882	chr19(.):49453116-49470055	1.4953
NM_000894	chr19(.):49514236-49525347	0.1434
NM_014475	chr19(.):49431938-49453226	0.1379
NM_006666	chr19(.):49492155-49524182	0.2778
NM_001195256	chr19(.):49924687-49937075	0.1151
NM_178449	chr19(.):49920670-49931698	0.1012
NR_000021	chr19(.):49988222-49998304	0.6093
NM_001015	chr19(.):49994633-50007944	0.4858
NR_000018	chr19(.):49989431-49999517	0.7068
NM_153329	chr19(.):49951472-49979305	0.9282
NM_001459	chr19(.):49972485-49994488	0.5753
NR_001285	chr19(.):49995975-50006062	0.6044
NR_000020	chr19(.):49988873-49998956	0.6306
NR_000019	chr19(.):49989163-49999229	0.6826
NM_017916	chr19(.):49944549-49960115	0.9516
NR_026712	chr19(.):49985864-50000096	0.6371
NR_029703	chr19(.):49999041-50009125	0.5583
NM_001197122	chr19(.):50157825-50174132	0.662
NM_001040668	chr19(.):50163398-50182173	1.2734
NR_033397	chr19(.):50175495-50196704	0.8419
NM_001101340	chr19(.):50186941-50199247	0.0981
NM_021228	chr19(.):50140381-50166906	0.5149
NM_006270	chr19(.):50133551-50148400	0.7395
NM_001098632	chr19(.):50367296-50385644	1.1746
NM_016553	chr19(.):50405083-50437988	1.3111
