REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X17_0EX3_0229Kronos_MM1S.KB.6hr.1_H3K27Ac_hs.dm_i33.bam	X41_0EXT_0229Kronos_MM1S.KB.6hr.1_Input_hs_i85.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
2_MACS_peak_28229_lociStitched	chr9	73026770	73036663	2	6879	30823.6201	1558.1475	649	KLF9		KLF9	KLF9	0.3597	649	1
1_MACS_peak_17405_lociStitched	chr21	34912950	34916724	1	3775	30459.5766	1208.4348	650	SON,GART	DNAJC28,DONSON	GART	GART	0.538	650	1
2_MACS_peak_25517_lociStitched	chr7	52774498	52788436	2	8673	31246.2084	1995.9216	651			POM121L12	POM121L12	NONE	651	1
2_MACS_peak_10257_lociStitched	chr16	30661222	30673209	2	7848	31203.3597	1989.842	652	PRR14	FBRS,SRCAP,SNORA30,ZNF689	PRR14	PRR14	1.8754	652	1
1_MACS_peak_15910_lociStitched	chr2	196909387	196912652	1	3266	29766.6785	564.5185	653	DNAH7		DNAH7	DNAH7	0.043599999999999986	653	1
3_MACS_peak_24442_lociStitched	chr6	113946377	113956756	3	7373	30862.9944	1711.4971	654			MARCKS	MARCKS	NONE	654	1
2_MACS_peak_20530_lociStitched	chr4	40622407	40634228	2	7455	30943.8317	1806.2488	655	RBM47		RBM47	RBM47	0.18450000000000003	655	1
4_MACS_peak_14014_lociStitched	chr19	56145537	56167684	4	11096	31975.8386	2839.2454	656	ZNF580,ZNF581,CCDC106,U2AF2	ZNF524,ZNF865,EPN1,FIZ1,ZNF784	ZNF581	ZNF524	1.2222000000000002	656	1
2_MACS_peak_25799_lociStitched	chr7	90351996	90367637	2	10614	31654.2558	2526.0215	657	CDK14		CDK14	CDK14	0.13269999999999998	657	1
2_MACS_peak_7741_lociStitched	chr13	103243410	103251551	2	6617	30694.0123	1566.3284	658	TPP2		TPP2	TPP2	0.279	658	1
1_MACS_peak_17257_lociStitched	chr21	11168030	11172446	1	4417	31713.0624	2597.4912	659			BAGE	BAGE	NONE	659	1
2_MACS_peak_26780_lociStitched	chr8	26428292	26437491	2	7976	30848.8465	1749.6498	660	DPYSL2		DPYSL2	DPYSL2	0.15650000000000003	660	1
3_MACS_peak_26940_lociStitched	chr8	38811624	38824347	3	9362	30944.8806	1883.004	661	PLEKHA2	HTRA4,ADAM9,TM2D2	HTRA4	TM2D2	0.2419	661	1
1_MACS_peak_6567_lociStitched	chr12	72078937	72089065	1	10129	30896.4768	1909.128	662	TMEM19	THAP2,ZFC3H1	TMEM19	TMEM19	1.0045	662	1
1_MACS_peak_275_lociStitched	chr1	21615704	21622617	1	6914	30291.3834	1313.47	663	ECE1	ECE1	ECE1	ECE1	0.21789999999999998	663	1
1_MACS_peak_23977_lociStitched	chr6	52361224	52366314	1	5091	30127.71	1193.096	664	TRAM2		EFHC1	EFHC1	NONE	664	1
2_MACS_peak_26844_lociStitched	chr8	29466186	29474515	2	5781	30060.1939	1216.034	665			C8orf75	C8orf75	0.2815	665	1
4_MACS_peak_6403_lociStitched	chr12	57021985	57040884	4	14229	32143.4192	3318.6644	666	BAZ2A,ATP5B,SNORD59B,SNORD59A	PTGES3	BAZ2A	PTGES3	1.0282	666	1
2_MACS_peak_17429_lociStitched	chr21	36254541	36262921	2	6303	30864.378	2043.044	667	RUNX1		RUNX1	RUNX1	0.27249999999999996	667	1
1_MACS_peak_15895_lociStitched	chr2	192539160	192545917	1	6758	30153.1125	1350.0486	668	OBFC2A		OBFC2A	OBFC2A	1.4193	668	1
1_MACS_peak_28512_lociStitched	chr9	104188429	104192879	1	4451	29776.73	1010.595	669	ALDOB	ZNF189,BAAT,MRPL50	ALDOB	ALDOB	1.1023	669	1
1_MACS_peak_14710_lociStitched	chr2	64498488	64502385	1	3898	29653.8318	923.9787	670			LOC150992	LOC150992	0.33049999999999996	670	1
1_MACS_peak_18498_lociStitched	chr3	23846899	23854856	1	7958	29980.3846	1278.6899	671	UBE2E1		UBE2E1	UBE2E1	0.2856	671	1
2_MACS_peak_19667_lociStitched	chr3	151911064	151919837	2	8533	30191.4022	1500.183	672			MBNL1	MBNL1	0.1478	672	1
1_MACS_peak_1796_lociStitched	chr1	156626931	156635272	1	8342	31043.5338	2376.3509	673	BCAN	HAPLN2,BCAN,NES,CRABP2	NES	BCAN	0.9758	673	1
1_MACS_peak_5694_lociStitched	chr12	1638630	1645015	1	6386	29625.123	976.2665	674		LOC100292680	LOC100292680	NONE	NONE	674	1
4_MACS_peak_27713_lociStitched	chr8	145009636	145027958	4	12576	30912.8784	2312.2364	675	PLEC,MIR661	GRINA,PARP10	PLEC	PARP10	0.6752	675	1
1_MACS_peak_29979_lociStitched	chrX	153232592	153239592	1	7001	29062.6	466.2	676	TMEM187,HCFC1	MIR3202-1,ARHGAP4,NAA10,RENBP,MIR3202-2,IRAK1,MIR718	HCFC1	NAA10	2.1583	676	1
2_MACS_peak_19312_lociStitched	chr3	119356033	119362712	2	4828	30128.3011	1580.9193	677	POPDC2	PLA1A,COX17	POPDC2	POPDC2	0.9650000000000001	677	1
1_MACS_peak_20059_lociStitched	chr3	186499909	186505229	1	5321	30170.784	1626.856	678	EIF4A2,SNORD2,SNORA81,MIR1248,SNORA63	SNORA4,RFC4	SNORD2	SNORD2	2.8073	678	1
3_MACS_peak_4189_lociStitched	chr10	135201311	135215635	3	7364	30309.584	1776.176	679	PAOX,MTG1	PRAP1,C10orf125,MIR3944,ECHS1,SPRN	MTG1	MTG1	0.5363	679	1
2_MACS_peak_17397_lociStitched	chr21	34751747	34757027	2	4849	29965.584	1449.888	680		IFNGR2	IFNGR2	IFNGR2	0.36750000000000005	680	1
2_MACS_peak_3995_lociStitched	chr10	112172440	112185677	2	9674	30830.2967	2337.6542	681			DUSP5	DUSP5	1.6462999999999999	681	1
2_MACS_peak_17956_lociStitched	chr22	36648443	36656579	2	6594	29858.3064	1430.3088	682	APOL1	APOL4,APOL2	APOL1	APOL1	1.1498	682	1
1_MACS_peak_15454_lociStitched	chr2	135162772	135170657	1	7886	29860.495	1434.2815	683	MGAT5	LOC151162	LOC151162	NONE	NONE	683	1
2_MACS_peak_17223_lociStitched	chr20	62358218	62371029	2	9478	30454.3092	2039.5112	684	ZGPAT,LIME1	TNFRSF6B,SLC2A4RG,ARFRP1	LIME1	LIME1	1.2256	684	1
4_MACS_peak_10369_lociStitched	chr16	50713977	50732869	4	12424	31132.1268	2728.0048	685	NOD2,SNX20	CYLD	NOD2	NOD2	0.09999999999999999	685	1
1_MACS_peak_25243_lociStitched	chr7	26190995	26198074	1	7080	29723.3052	1324.4809	686	NFE2L3	CBX3,HNRNPA2B1	NFE2L3	HNRNPA2B1	1.2903000000000002	686	1
1_MACS_peak_21123_lociStitched	chr4	121668823	121672739	1	3917	29117.418	722.1104	687	PRDM5		PRDM5	PRDM5	0.2914	687	1
3_MACS_peak_55_lociStitched	chr1	2476990	2489244	3	6904	30022.3	1680.0234	688	TNFRSF14,LOC115110	C1orf93,PANK4,HES5	LOC115110	LOC115110	2.1989	688	1
2_MACS_peak_17960_lociStitched	chr22	36772610	36785224	2	9178	30591.4728	2255.3832	689	MYH9		MYH9	MYH9	0.6058	689	1
4_MACS_peak_24398_lociStitched	chr6	109186414	109206693	4	10224	31631.1842	3348.0629	690	ARMC2		ARMC2	ARMC2	0.4749	690	1
2_MACS_peak_4799_lociStitched	chr11	62598041	62610674	2	7348	30272.4579	2013.7002	691	STX5,WDR74	TMEM179B,SLC3A2,TMEM223,NXF1,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1	WDR74	WDR74	1.641	691	1
1_MACS_peak_24579_lociStitched	chr6	130579730	130584037	1	4308	29105.4139	867.4298	692		SAMD3	SAMD3	SAMD3	0.0807	692	1
2_MACS_peak_12995_lociStitched	chr19	2468773	2480336	2	7968	30550.6023	2350.7579	693	GADD45B	TIMM13,LMNB2	GADD45B	GADD45B	2.0619	693	1
1_MACS_peak_17958_lociStitched	chr22	36726171	36731598	1	5428	29365.497	1190.1411	694	MYH9		MYH9	MYH9	0.6058	694	1
2_MACS_peak_12117_lociStitched	chr17	74476175	74482453	2	4838	29090.3686	953.0004	695	RHBDF2	AANAT,PRCD,UBE2O	RHBDF2	RHBDF2	0.9448000000000001	695	1
3_MACS_peak_19719_lociStitched	chr3	156533934	156544825	3	5696	30345.5933	2208.6948	696	LEKR1	PA2G4P4	LEKR1	PA2G4P4	0.1985	696	1
3_MACS_peak_15197_lociStitched	chr2	109829601	109843133	3	8081	30562.022	2431.7004	697	SH3RF3		MIR4265	MIR4265	NONE	697	1
1_MACS_peak_24568_lociStitched	chr6	130004078	130010319	1	6242	29199.1426	1079.693	698	ARHGAP18		ARHGAP18	ARHGAP18	0.2383	698	1
2_MACS_peak_23984_lociStitched	chr6	52430683	52443007	2	9855	30437.8152	2328.0036	699	TRAM2		TRAM2	TRAM2	1.8635000000000002	699	1
2_MACS_peak_18079_lociStitched	chr22	39860642	39870688	2	9291	29934.0662	1836.4088	700	MGAT3	MGAT3,SMCR7L,ATF4	MGAT3	ATF4	1.6851	700	1
1_MACS_peak_15425_lociStitched	chr2	133021685	133027247	1	5563	33730.749	5664.3408	701		MIR663B,ANKRD30BL	ANKRD30BL	NONE	NONE	701	1
1_MACS_peak_1141_lociStitched	chr1	87792638	87803060	1	10423	29511.9774	1461.1644	702	LMO4		LMO4	LMO4	0.8975	702	1
1_MACS_peak_10674_lociStitched	chr16	79628832	79640739	1	11908	28988.7822	947.7972	703	MAF		MAF	MAF	1.5168	703	1
1_MACS_peak_2449_lociStitched	chr1	209940417	209944105	1	3689	29149.5832	1123.7336	704	TRAF3IP3	C1orf74,IRF6	TRAF3IP3	TRAF3IP3	1.3011	704	1
1_MACS_peak_17513_lociStitched	chr21	43450085	43453956	1	3872	29239.9856	1254.9782	705		C21orf121,UMODL1,ZNF295	C21orf121	UMODL1	1.5924	705	1
3_MACS_peak_24482_lociStitched	chr6	117858878	117877313	3	10846	30633.4395	2730.2235	706	DCBLD1	GOPC	GOPC	GOPC	0.1528	706	1
2_MACS_peak_26312_lociStitched	chr7	136036481	136046917	2	7158	30388.5884	2609	707			LUZP6	LUZP6	NONE	707	1
2_MACS_peak_6707_lociStitched	chr12	92930889	92938898	2	6765	29171.1807	1401.575	708			CLLU1OS	CLLU1OS	0.040199999999999986	708	1
1_MACS_peak_17623_lociStitched	chr22	17736815	17740368	1	3554	28338.3727	573.4542	709		CECR1	CECR1	NONE	NONE	709	1
3_MACS_peak_18442_lociStitched	chr3	15835135	15851728	3	9730	30365.19	2601.7824	710	ANKRD28	ANKRD28	ANKRD28	ANKRD28	0.1135	710	1
1_MACS_peak_22338_lociStitched	chr5	96268381	96273208	1	4828	28998.6852	1257.9162	711	LNPEP	LNPEP	LNPEP	LNPEP	0.2144	711	1
1_MACS_peak_2229_lociStitched	chr1	197775110	197779127	1	4018	29154.1809	1453.3506	712		DENND1B	DENND1B	DENND1B	0.1771	712	1
2_MACS_peak_26544_lociStitched	chr8	1991106	2000460	2	6922	29161.095	1462.9656	713	MYOM2		MYOM2	MYOM2	1.4683	713	1
2_MACS_peak_11544_lociStitched	chr17	40728706	40740013	2	6333	29624.34	1934.6277	714	PSMC3IP,FAM134C	NAGLU,HSD17B1,COASY,MLX,TUBG1	PSMC3IP	PSMC3IP	1.7401	714	1
2_MACS_peak_10003_lociStitched	chr16	14491888	14501762	2	5422	29240.8636	1595.6384	715			MIR365-1	MIR365-1	NONE	715	1
2_MACS_peak_8846_lociStitched	chr15	38361093	38366637	2	3996	28867.0536	1247.9544	716			TMCO5A	TMCO5A	NONE	716	1
2_MACS_peak_15161_lociStitched	chr2	106405996	106416370	2	7096	29399.916	1846.572	717	NCK2		NCK2	NCK2	0.1871	717	1
2_MACS_peak_3801_lociStitched	chr10	97049173	97056287	2	7111	28695.0304	1202.266	718	PDLIM1		PDLIM1	PDLIM1	0.5366	718	1
1_MACS_peak_4164_lociStitched	chr10	130854725	130858060	1	3336	28061.357	594.297	719			MGMT	MGMT	NONE	719	1
2_MACS_peak_13615_lociStitched	chr19	39338549	39349034	2	8273	28975.2975	1512.9855	720	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	HNRNPL	1.0539	720	1
1_MACS_peak_1630_lociStitched	chr1	151041968	151044633	1	2666	28245.802	794.17	721	GABPB2	BNIPL,C1orf56,MLLT11,CDC42SE1	GABPB2	MLLT11	2.2886	721	1
1_MACS_peak_8768_lociStitched	chr15	31616722	31622661	1	5940	28127.104	696.6447	722	KLF13		KLF13	KLF13	1.9993	722	1
3_MACS_peak_10985_lociStitched	chr17	7136569	7147450	3	9189	29312.3259	1892.2059	723	DVL2,PHF23,GABARAP,CTDNEP1	ACADVL,C17orf81,SLC2A4,DLG4,MIR324,CLDN7	PHF23	PHF23	1.885	723	1
3_MACS_peak_17714_lociStitched	chr22	22549359	22563234	3	6545	29865.9375	2462.8125	724		VPREB1	VPREB1	NONE	NONE	724	1
1_MACS_peak_12715_lociStitched	chr18	52930556	52938262	1	7707	28774.204	1372.4386	725	TCF4		CCDC68	CCDC68	NONE	725	1
1_MACS_peak_20368_lociStitched	chr4	15002541	15008603	1	6063	28178.6008	796.5468	726	CPEB2		CPEB2	CPEB2	0.3225	726	1
2_MACS_peak_19535_lociStitched	chr3	135910046	135917430	2	7234	28734.836	1402.2216	727	MSL2		MSL2	MSL2	0.4534	727	1
1_MACS_peak_25244_lociStitched	chr7	26237925	26243003	1	5079	28173.2518	843.9636	728	CBX3,HNRNPA2B1	NFE2L3	HNRNPA2B1	HNRNPA2B1	1.2903000000000002	728	1
1_MACS_peak_866_lociStitched	chr1	53101335	53104511	1	3177	28123.48	810.8328	729	FAM159A	GPX7	FAM159A	FAM159A	0.791	729	1
2_MACS_peak_361_lociStitched	chr1	25869655	25877966	2	7956	28808.4193	1499.3044	730	LDLRAP1		LDLRAP1	LDLRAP1	1.0293	730	1
1_MACS_peak_26331_lociStitched	chr7	139024209	139027559	1	3351	28584.88	1276.015	731	C7orf55	LUC7L2	C7orf55	C7orf55	1.82	731	1
2_MACS_peak_21728_lociStitched	chr5	15440341	15448526	2	6633	28890.5945	1621.4485	732			FBXL7	FBXL7	NONE	732	1
1_MACS_peak_28632_lociStitched	chr9	117146448	117151635	1	5188	28300.272	1079.9334	733	AKNA		AKNA	AKNA	0.9465000000000001	733	1
4_MACS_peak_8467_lociStitched	chr14	91781662	91802214	4	13298	28799.5176	1580.4488	734	CCDC88C		GPR68	GPR68	NONE	734	1
1_MACS_peak_24411_lociStitched	chr6	109701535	109705284	1	3750	27910.5552	693.565	735	CD164		CD164	CD164	1.0238	735	1
1_MACS_peak_13829_lociStitched	chr19	47216578	47222722	1	6145	28084.224	942.4896	736	PRKD2	FKRP,MIR320E,STRN4	PRKD2	STRN4	0.6855	736	1
1_MACS_peak_12223_lociStitched	chr17	78882442	78887119	1	4678	28115.7855	984.5085	737	RPTOR		CHMP6	CHMP6	NONE	737	1
1_MACS_peak_26271_lociStitched	chr7	130790024	130796481	1	6458	28891.8465	1773.0922	738	MKLN1,FLJ43663		FLJ43663	FLJ43663	0.15760000000000002	738	1
1_MACS_peak_20867_lociStitched	chr4	87854930	87862372	1	7443	28571.3264	1475.0044	739	AFF1	C4orf36	AFF1	AFF1	0.2974	739	1
1_MACS_peak_2478_lociStitched	chr1	211743600	211756514	1	12915	30393.099	3303.4012	740	SLC30A1		SLC30A1	SLC30A1	1.9768999999999999	740	1
1_MACS_peak_2834_lociStitched	chr1	245025379	245029331	1	3953	28136.264	1052.0224	741	HNRNPU	FAM36A,NCRNA00201	HNRNPU	FAM36A	2.4264	741	1
1_MACS_peak_3715_lociStitched	chr10	89619834	89626163	1	6330	28577.9666	1527.1877	742	PTEN,KILLIN	CFLP1,ATAD1	PTEN	PTEN	0.1902	742	1
2_MACS_peak_19477_lociStitched	chr3	129893258	129900604	2	6171	28561.9826	1511.8068	743		COL6A4P2	COL6A4P2	NONE	NONE	743	1
1_MACS_peak_21599_lociStitched	chr5	188288	192665	1	4378	28053.5061	1028.1573	744	PLEKHG4B,LRRC14B	SDHA,CCDC127	LRRC14B	LRRC14B	1.9636	744	1
1_MACS_peak_23500_lociStitched	chr6	26122030	26127083	1	5054	28316.5067	1296.5998	745	HIST1H2AC,HIST1H2BC	HFE,HIST1H4C,HIST1H1E,HIST1H2BD,HIST1H1T	HIST1H2AC	HIST1H2AC	2.5522	745	1
4_MACS_peak_1757_lociStitched	chr1	155900663	155919531	4	12650	30958.6144	3943.412	746	RXFP4,KIAA0907,ARHGEF2	RIT1,SNORA42,SCARNA4	RXFP4	RXFP4	1.4847	746	1
3_MACS_peak_20319_lociStitched	chr4	9599032	9610806	3	8971	29001.7168	2008.6444	747		MIR548I2	MIR548I2	NONE	NONE	747	1
4_MACS_peak_13916_lociStitched	chr19	50165971	50184389	4	10946	29848.2108	2860.3154	748	BCL2L12,PRMT1,IRF3	SCAF1,C19orf76,CPT1C,RRAS	PRMT1	RRAS	0.7298	748	1
3_MACS_peak_10380_lociStitched	chr16	53124051	53134670	3	6847	28676.6095	1691.6067	749	CHD9		CHD9	CHD9	0.09869999999999998	749	1
1_MACS_peak_16919_lociStitched	chr20	42378116	42382275	1	4160	28063.6843	1083.0036	750		GTSF1L	GTSF1L	NONE	NONE	750	1
1_MACS_peak_18889_lociStitched	chr3	52737973	52745691	1	7719	28292.6444	1313.6036	751	SPCS1,GLT8D1,NEK4	GNL3,SNORD19,SNORD19B,SNORD69,PBRM1,GLT8D1	GLT8D1	GLT8D1	1.3340999999999998	751	1
2_MACS_peak_1722_lociStitched	chr1	154971127	154979633	2	8407	28781.7522	1836.4454	752	ZBTB7B	CKS1B,MIR4258,FLAD1,LENEP,DCST1,ADAM15,PBXIP1,PYGO2,SHC1,DCST2	ZBTB7B	PBXIP1	3.8572999999999995	752	1
1_MACS_peak_13843_lociStitched	chr19	47728720	47736418	1	7699	28099.2396	1163.9376	753	MIR3190,BBC3,MIR3191	CCDC9,PRR24	BBC3	BBC3	1.2059	753	1
3_MACS_peak_4869_lociStitched	chr11	65148383	65157287	3	6820	28669.9896	1738.9512	754	FRMD8,SLC25A45	DPF2,TIGD3,NEAT1	FRMD8	NEAT1	12.0858	754	1
1_MACS_peak_24715_lociStitched	chr6	139610954	139614738	1	3785	27646.6608	739.3936	755	TXLNB		TXLNB	TXLNB	0.42060000000000003	755	1
1_MACS_peak_14109_lociStitched	chr2	5834605	5842283	1	7679	27831.2144	925.9668	756	SOX11		SOX11	SOX11	1.4161	756	1
2_MACS_peak_4501_lociStitched	chr11	26126858	26135855	2	6054	28201.9962	1302.7656	757			ANO3	ANO3	NONE	757	1
3_MACS_peak_25911_lociStitched	chr7	100020428	100034977	3	7050	29118.3686	2279.8283	758	MEPCE,ZCWPW1,C7orf47	PILRA,C7orf51,C7orf61,TSC22D4	MEPCE	MEPCE	1.7277	758	1
4_MACS_peak_19669_lociStitched	chr3	151985324	152002004	4	11996	29685.396	2883.972	759	MBNL1,LOC401093	MBNL1	LOC401093	LOC401093	1.2379	759	1
2_MACS_peak_17096_lociStitched	chr20	52237077	52244516	2	5000	27956.5059	1156.7645	760		ZNF217	ZNF217	ZNF217	1.3032	760	1
1_MACS_peak_17095_lociStitched	chr20	52225140	52229376	1	4237	27583.1376	794.25	761		ZNF217	ZNF217	ZNF217	1.3032	761	1
2_MACS_peak_29255_lociStitched	chrX	39712528	39720753	2	5375	27432.8425	666.225	762			BCOR	BCOR	0.4766	762	1
3_MACS_peak_6329_lociStitched	chr12	53763890	53776586	3	7625	29063.6832	2299.2456	763	SP1	AMHR2,AAAS,SP7	SP1	AAAS	0.6547	763	1
1_MACS_peak_19139_lociStitched	chr3	98449030	98455132	1	6103	27880.6482	1135.5822	764	ST3GAL6		ST3GAL6	ST3GAL6	1.3652	764	1
4_MACS_peak_21943_lociStitched	chr5	55272701	55292080	4	12657	30087.8354	3430.083	765	IL6ST		IL6ST	IL6ST	0.37240000000000006	765	1
4_MACS_peak_14230_lociStitched	chr2	20615819	20631055	4	9560	29119.0432	2465.1848	766		RHOB	RHOB	RHOB	0.3761	766	1
2_MACS_peak_18737_lociStitched	chr3	46389694	46396367	2	5099	27797.0488	1162.4366	767	CCR2	CCR5	CCR2	CCR2	1.6666999999999998	767	1
2_MACS_peak_9651_lociStitched	chr15	91472137	91479778	2	6989	28228.1463	1605.3741	768	UNC45A,HDDC3	FES,MAN2A2,RCCD1	HDDC3	HDDC3	2.2828999999999997	768	1
1_MACS_peak_24257_lociStitched	chr6	90993043	90997047	1	4005	27456.2288	853.2524	769	BACH2		BACH2	BACH2	0.08290000000000002	769	1
3_MACS_peak_12110_lociStitched	chr17	74257728	74268606	3	8248	28105.4886	1517.481	770	FAM100B	RNF157,QRICH2	FAM100B	FAM100B	1.6645	770	1
3_MACS_peak_22851_lociStitched	chr5	150459506	150475863	3	9335	29658.5124	3096.3801	771	TNIP1	ANXA6	TNIP1	ANXA6	0.6192	771	1
1_MACS_peak_5304_lociStitched	chr11	102186031	102192193	1	6163	27777.0636	1280.4636	772	BIRC3	BIRC2	BIRC3	BIRC3	0.8544	772	1
1_MACS_peak_26840_lociStitched	chr8	29385707	29389697	1	3991	27309.555	813.561	773			DUSP4	DUSP4	NONE	773	1
1_MACS_peak_14152_lociStitched	chr2	10259655	10266372	1	6718	27759.3459	1274.8866	774	RRM2	C2orf48,CYS1	RRM2	RRM2	1.4448999999999999	774	1
3_MACS_peak_14788_lociStitched	chr2	68988967	69003742	3	8212	29096.4075	2634.3825	775	ARHGAP25		ARHGAP25	ARHGAP25	0.3055	775	1
2_MACS_peak_10702_lociStitched	chr16	81684905	81691744	2	5035	27130.313	675.0093	776	CMIP		PLCG2	PLCG2	0.19269999999999998	776	1
2_MACS_peak_2149_lociStitched	chr1	184711326	184725732	2	9887	29811.7764	3371.004	777	EDEM3		EDEM3	EDEM3	0.3074	777	1
2_MACS_peak_27873_lociStitched	chr9	9605460	9614438	2	6321	27846.1648	1411.3416	778	PTPRD		PTPRD	NONE	NONE	778	1
1_MACS_peak_13171_lociStitched	chr19	10329425	10334726	1	5302	27395.568	987.5763	779	S1PR2	MIR4322,MRPL4,ICAM1,DNMT1	MIR4322	MIR4322	0.39570000000000005	779	1
1_MACS_peak_20976_lociStitched	chr4	103746101	103751060	1	4960	27532.368	1153.9593	780	UBE2D3	CISD2	UBE2D3	UBE2D3	0.5942999999999999	780	1
1_MACS_peak_3815_lociStitched	chr10	98045843	98051371	1	5529	27248.6176	932.5736	781		DNTT,BLNK	DNTT	BLNK	0.35329999999999995	781	1
1_MACS_peak_13745_lociStitched	chr19	44268332	44271866	1	3535	26936.148	643.188	782	KCNN4	IRGC,C19orf61,LYPD5	C19orf61	C19orf61	0.6243	782	1
1_MACS_peak_11857_lociStitched	chr17	57695268	57698947	1	3680	26897.5369	605.1955	783	CLTC		CLTC	CLTC	0.2593	783	1
2_MACS_peak_19711_lociStitched	chr3	156200386	156208385	2	4991	28262.8667	2088.5389	784	KCNAB1		SSR3	SSR3	NONE	784	1
4_MACS_peak_26221_lociStitched	chr7	128162741	128178123	4	8128	28921.2364	2817.9824	785		METTL2B	METTL2B	METTL2B	0.6373	785	1
1_MACS_peak_28709_lociStitched	chr9	126099914	126103514	1	3601	26874	798.12	786		CRB2	CRB2	NONE	NONE	786	1
2_MACS_peak_17078_lociStitched	chr20	50788153	50797812	2	6051	27376.5037	1302.0332	787	ZFP64		ZFP64	ZFP64	0.34630000000000005	787	1
3_MACS_peak_1384_lociStitched	chr1	115236649	115251583	3	9187	27378.5022	1312.6986	788	AMPD1,NRAS	DENND2C,CSDE1	AMPD1	AMPD1	0.638	788	1
2_MACS_peak_21550_lociStitched	chr4	186225319	186233589	2	8034	27596.163	1539.047	789	SNX25		LRP2BP	LRP2BP	NONE	789	1
1_MACS_peak_23630_lociStitched	chr6	30581890	30586993	1	5104	27282.6792	1234.926	790	MRPS18B,PPP1R10	ABCF1,MIR877,ATAT1,C6orf136	PPP1R10	PPP1R10	0.9751	790	1
1_MACS_peak_21845_lociStitched	chr5	37798575	37802380	1	3806	26705.773	692.1295	791		GDNF	GDNF	GDNF	0.3121	791	1
2_MACS_peak_15230_lociStitched	chr2	111503931	111513286	2	5185	27647.767	1646.48	792	ACOXL		ACOXL	ACOXL	0.15530000000000002	792	1
3_MACS_peak_5499_lociStitched	chr11	118963218	118979795	3	10710	29144.0237	3202.6764	793	HMBS,C2CD2L,H2AFX,DPAGT1	VPS11,HINFP,ABCG4,HYOU1	DPAGT1	DPAGT1	1.4583	793	1
1_MACS_peak_24719_lociStitched	chr6	139690495	139698000	1	7506	27350.4715	1412.441	794	CITED2		CITED2	CITED2	2.0886	794	1
1_MACS_peak_24832_lociStitched	chr6	156714591	156718918	1	4328	26424.5563	511.8841	795			ARID1B	ARID1B	NONE	795	1
1_MACS_peak_947_lociStitched	chr1	62900921	62904352	1	3432	26451.6376	543.4704	796	USP1		USP1	USP1	0.9677	796	1
1_MACS_peak_19963_lociStitched	chr3	182429865	182436001	1	6137	27605.864	1745.0784	797			ATP11B	ATP11B	NONE	797	1
1_MACS_peak_28123_lociStitched	chr9	42250170	42256828	1	6659	26865.03	1024.0004	798			FAM95B1	FAM95B1	NONE	798	1
3_MACS_peak_11237_lociStitched	chr17	27219536	27230774	3	8531	28053.4194	2232.9906	799	FLOT2,DHRS13	ERAL1,C17orf63,MIR451,MIR144,PHF12	FLOT2	FLOT2	0.8251000000000001	799	1
3_MACS_peak_28004_lociStitched	chr9	33445373	33459920	3	10181	28296.8244	2557.3626	800	AQP3	AQP7,NOL6	AQP3	AQP3	0.6654	800	1
1_MACS_peak_26159_lociStitched	chr7	121944277	121951641	1	7365	27297.6116	1561.9044	801	LOC154860,FEZF1		FEZF1	FEZF1	0.8158	801	1
1_MACS_peak_11757_lociStitched	chr17	48941879	48946002	1	4124	26567.7874	856.3471	802		WFIKKN2,TOB1	TOB1	TOB1	2.1664	802	1
1_MACS_peak_403_lociStitched	chr1	27112408	27116175	1	3768	26594.6433	893.1557	803	PIGV	ZDHHC18	PIGV	PIGV	1.2487	803	1
3_MACS_peak_23210_lociStitched	chr6	3023089	3032652	3	6219	27104.4109	1441.1441	804	LOC401233	DKFZP686I15217,NQO2,FAM136B,RIPK1	LOC401233	DKFZP686I15217	1.7241	804	1
2_MACS_peak_2266_lociStitched	chr1	200986850	200996585	2	8006	28082.5545	2470.743	805	KIF21B		KIF21B	KIF21B	0.39230000000000004	805	1
1_MACS_peak_2663_lociStitched	chr1	227125801	227129005	1	3205	26505.7308	965.3652	806	ADCK3		ADCK3	ADCK3	0.39630000000000004	806	1
1_MACS_peak_20871_lociStitched	chr4	87925687	87931014	1	5328	26684.5411	1160.7533	807	AFF1		AFF1	AFF1	0.2974	807	1
4_MACS_peak_27744_lociStitched	chr8	145732524	145754801	4	10377	28305.1562	2813.5851	808	GPT,MFSD3,LRRC14,RECQL4,LRRC24,MGC70857,ARHGAP39	KIFC2,PPP1R16A,CYHR1,FOXH1	LRRC14	LRRC14	0.6028	808	1
2_MACS_peak_12791_lociStitched	chr18	60798240	60811496	2	7976	27754.0872	2269.4272	809	BCL2		BCL2	BCL2	0.8160999999999999	809	1
2_MACS_peak_4876_lociStitched	chr11	65238381	65246462	2	5440	26735.9885	1255.7874	810		NEAT1,MIR612,MALAT1,SCYL1	MALAT1	NEAT1	12.0858	810	1
1_MACS_peak_5484_lociStitched	chr11	118689467	118692797	1	3331	26218.089	745.92	811		DDX6	DDX6	DDX6	0.3129	811	1
