REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X17_0EX3_0229Kronos_MM1S.KB.6hr.1_H3K27Ac_hs.dm_i33.bam	X41_0EXT_0229Kronos_MM1S.KB.6hr.1_Input_hs_i85.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
1_MACS_peak_4701_lociStitched	chr11	58340092	58348107	1	8016	76983.2735	1731.24	627	ZFP91-CNTF,ZFP91,LPXN	CNTF	LPXN	LPXN	1.2811	627	1
2_MACS_peak_15710_lociStitched	chr2	173419348	173427537	2	8010	17584.2397	1384.7599	628	PDK1		PDK1	PDK1	0.747	628	1
2_MACS_peak_16225_lociStitched	chr2	227769404	227782550	2	8007	24058.4946	1895.6532	629	RHBDD1		RHBDD1	RHBDD1	0.19880000000000003	629	1
1_MACS_peak_14654_lociStitched	chr2	60776273	60784278	1	8006	10998.87	1236.7725	630	BCL11A		BCL11A	BCL11A	0.0802	630	1
2_MACS_peak_2266_lociStitched	chr1	200986850	200996585	2	8006	28082.5545	2470.743	631	KIF21B		KIF21B	KIF21B	0.39230000000000004	631	1
2_MACS_peak_7837_lociStitched	chr13	115023503	115032568	2	8003	21727.8985	1538.3305	632	CDC16	UPF3A,ZNF828	UPF3A	UPF3A	0.9840000000000001	632	1
2_MACS_peak_11230_lociStitched	chr17	27046078	27056621	2	8001	31924.204	2065.3737	633	RPL23A,SNORD42B,SNORD4A,SNORD42A,SNORD4B,NEK8,TLCD1	TRAF4,PROCA1,RAB34	SNORD4B	SNORD4B	2.2719	633	1
4_MACS_peak_23248_lociStitched	chr6	5866479	5879932	4	8001	13796.0515	2130.9552	634			NRN1	NRN1	0.4122	634	1
3_MACS_peak_24716_lociStitched	chr6	139633737	139648907	3	8001	22642.742	2252.745	635		TXLNB,CITED2	TXLNB	CITED2	2.1654999999999998	635	1
3_MACS_peak_28678_lociStitched	chr9	123653430	123667560	3	7992	38302.191	2178.846	636	TRAF1	LOC253039,PSMD5,PHF19	TRAF1	PHF19	1.1981	636	1
2_MACS_peak_20270_lociStitched	chr4	5705408	5715552	2	7988	22205.216	1545.9456	637	EVC,EVC2		EVC2	EVC2	0.092	637	1
2_MACS_peak_2075_lociStitched	chr1	179048821	179058942	2	7986	35319.2537	2343.0115	638	TOR3A		TOR3A	TOR3A	1.3697000000000001	638	1
4_MACS_peak_7419_lociStitched	chr13	42061903	42077804	4	7986	15447.8215	1446.991	639		C13orf15	C13orf15	C13orf15	0.008999999999999994	639	1
2_MACS_peak_26780_lociStitched	chr8	26428292	26437491	2	7976	30848.8465	1749.6498	640	DPYSL2		DPYSL2	DPYSL2	0.15650000000000003	640	1
2_MACS_peak_20212_lociStitched	chr4	1712478	1725359	2	7976	32643.0302	1796.8995	641	TACC3,SLBP,TMEM129	FAM53A	TMEM129	TMEM129	2.0015	641	1
2_MACS_peak_12791_lociStitched	chr18	60798240	60811496	2	7976	27754.0872	2269.4272	642	BCL2		BCL2	BCL2	0.8160999999999999	642	1
1_MACS_peak_23794_lociStitched	chr6	36643563	36651537	1	7975	14779.0116	1281.4218	643	CDKN1A		CDKN1A	CDKN1A	0.6316999999999999	643	1
2_MACS_peak_12995_lociStitched	chr19	2468773	2480336	2	7968	30550.6023	2350.7579	644	GADD45B	TIMM13,LMNB2	GADD45B	GADD45B	2.0619	644	1
4_MACS_peak_29566_lociStitched	chrX	75362586	75372126	4	7964	23360.598	1183.914	645		CXorf26	CXorf26	CXorf26	0.1847	645	1
1_MACS_peak_18498_lociStitched	chr3	23846899	23854856	1	7958	29980.3846	1278.6899	646	UBE2E1		UBE2E1	UBE2E1	0.2856	646	1
2_MACS_peak_361_lociStitched	chr1	25869655	25877966	2	7956	28808.4193	1499.3044	647	LDLRAP1		LDLRAP1	LDLRAP1	1.0293	647	1
4_MACS_peak_21671_lociStitched	chr5	6708619	6723147	4	7951	14304.2688	1879.9232	648	PAPD7	PAPD7	PAPD7	PAPD7	0.3137	648	1
4_MACS_peak_9740_lociStitched	chr15	101790102	101806785	4	7951	14359.0581	2454.0693	649	CHSY1	SELS,SNRPA1	CHSY1	CHSY1	0.5889	649	1
3_MACS_peak_6101_lociStitched	chr12	32608356	32622426	3	7948	23267.559	2277.933	650		FGD4	FGD4	FGD4	0.17350000000000002	650	1
2_MACS_peak_17786_lociStitched	chr22	24822592	24832072	2	7944	36520.752	1644.78	651	ADORA2A,C22orf45		ADORA2A	ADORA2A	1.4125999999999999	651	1
2_MACS_peak_10409_lociStitched	chr16	56943586	56952634	2	7935	65188.1256	1776.1224	652	SLC12A3	HERPUD1,CETP	HERPUD1	HERPUD1	2.8001	652	1
3_MACS_peak_23649_lociStitched	chr6	31157778	31173032	3	7930	32840.3366	2338.4382	653	HCG27	TCF19,CCHCR1,POU5F1,PSORS1C3	HCG27	HCG27	1.8536	653	1
3_MACS_peak_19958_lociStitched	chr3	182099068	182113259	3	7926	18571.7617	3029.7785	654			ATP11B	ATP11B	NONE	654	1
3_MACS_peak_27994_lociStitched	chr9	33152518	33168316	3	7923	15447.2844	2385.498	655	B4GALT1		B4GALT1	B4GALT1	0.17870000000000003	655	1
1_MACS_peak_6691_lociStitched	chr12	92533404	92541316	1	7913	19364.62	1516.7304	656	BTG1		BTG1	BTG1	1.123	656	1
1_MACS_peak_19523_lociStitched	chr3	133290482	133298386	1	7905	21840.3328	1470.9344	657	CDV3		CDV3	CDV3	0.7694	657	1
3_MACS_peak_27557_lociStitched	chr8	126647946	126661000	3	7903	17655.535	1928.0758	658			TRIB1	TRIB1	1.2514	658	1
1_MACS_peak_27168_lociStitched	chr8	72268147	72276047	1	7901	19869.29	1359.59	659	EYA1		EYA1	EYA1	0.1148	659	1
3_MACS_peak_18720_lociStitched	chr3	46130294	46141418	3	7887	34390.9584	2228.1372	660			XCR1	XCR1	NONE	660	1
1_MACS_peak_15454_lociStitched	chr2	135162772	135170657	1	7886	29860.495	1434.2815	661	MGAT5	LOC151162	LOC151162	NONE	NONE	661	1
1_MACS_peak_27949_lociStitched	chr9	22237306	22245189	1	7884	20209.6471	945.1717	662			DMRTA1	DMRTA1	NONE	662	1
5_MACS_peak_13628_lociStitched	chr19	39921445	39939802	5	7882	14090.8332	2555.2944	663	SUPT5H,RPS16	MED29,ZFP36,PLEKHG2,TIMM50,DLL3,PAF1	RPS16	ZFP36	6.023499999999999	663	1
1_MACS_peak_11619_lociStitched	chr17	43387787	43395660	1	7874	19769.8903	1456.505	664	MAP3K14	LOC100133991,C17orf46	MAP3K14	MAP3K14	0.29490000000000005	664	1
2_MACS_peak_26037_lociStitched	chr7	106503992	106513650	2	7869	36986.2768	2769.9144	665	PIK3CG		PIK3CG	PIK3CG	0.6978	665	1
4_MACS_peak_11024_lociStitched	chr17	8053765	8067417	4	7851	12918.8876	1912.6452	666	PER1,VAMP2	MIR3676,ALOXE3,HES7,TMEM107,C17orf59,AURKB	PER1	MIR3676	1.3203999999999998	666	1
2_MACS_peak_3288_lociStitched	chr10	45454035	45462046	2	7850	24343.8268	1595.7912	667	RASSF4,LOC220980	TMEM72,ZNF22,C10orf10,C10orf25	RASSF4	C10orf10	0.797	667	1
2_MACS_peak_13550_lociStitched	chr19	35695312	35705998	2	7850	59517.8142	1964.0868	668		FXYD5,LSR,FAM187B	FAM187B	LSR	0.8193999999999999	668	1
2_MACS_peak_12060_lociStitched	chr17	73283931	73295145	2	7848	24581.088	1720.2276	669	SLC25A19	MRPS7,LOC100287042,GGA3,MIF4GD	SLC25A19	MIF4GD	1.2808	669	1
2_MACS_peak_10257_lociStitched	chr16	30661222	30673209	2	7848	31203.3597	1989.842	670	PRR14	FBRS,SRCAP,SNORA30,ZNF689	PRR14	PRR14	1.8754	670	1
4_MACS_peak_27740_lociStitched	chr8	145687102	145705118	4	7847	8620.656	2279.024	671	KIFC2,CYHR1,FOXH1	PPP1R16A,GPT,MFSD3,LRRC14,SLC39A4,VPS28,TONSL,RECQL4,LRRC24,MGC70857	KIFC2	RECQL4	1.3782	671	1
2_MACS_peak_8073_lociStitched	chr14	50465507	50476730	2	7845	41648.553	953.955	672	C14orf182		C14orf182	C14orf182	1.1234	672	1
3_MACS_peak_2383_lociStitched	chr1	206301314	206311052	3	7832	22990.4442	2403.3384	673		CTSE,C1orf186	CTSE	C1orf186	1.6602999999999999	673	1
4_MACS_peak_15706_lociStitched	chr2	173348325	173361324	4	7826	13352.5728	1994.0466	674	ITGA6		ITGA6	ITGA6	0.12519999999999998	674	1
3_MACS_peak_20121_lociStitched	chr3	193848219	193860446	3	7820	13373.8926	2252.2134	675	HES1		HES1	HES1	0.8163	675	1
1_MACS_peak_9581_lociStitched	chr15	89163765	89171578	1	7814	15545.5261	1234.454	676	AEN	MIR1179,MIR7-2,ISG20	AEN	AEN	0.8515	676	1
2_MACS_peak_16736_lociStitched	chr20	31257643	31270357	2	7807	32631.7524	1816.8306	677		C20orf203	C20orf203	NONE	NONE	677	1
3_MACS_peak_18034_lociStitched	chr22	39095942	39105859	3	7806	20358.6093	1452.8405	678	GTPBP1,JOSD1	CBY1,TOMM22,LOC646851,SUN2	GTPBP1	SUN2	1.5281	678	1
3_MACS_peak_4739_lociStitched	chr11	60672534	60684037	3	7806	24070.0275	2419.0809	679	TMEM109,PRPF19	ZP1,TMEM132A,GPR44,SLC15A3	TMEM109	TMEM109	0.8039	679	1
1_MACS_peak_26926_lociStitched	chr8	38237236	38245035	1	7800	18669.2462	1406.1597	680	LETM2,WHSC1L1		WHSC1L1	WHSC1L1	0.183	680	1
2_MACS_peak_3986_lociStitched	chr10	111966736	111974933	2	7799	16973.5279	1618.9075	681	MXI1	MXI1	MXI1	MXI1	0.14709999999999998	681	1
3_MACS_peak_9772_lociStitched	chr16	685137	700427	3	7769	19158.37	2007.577	682	FAM195A,WDR90,C16orf13	RAB40C,WFIKKN1,RHOT2,RHBDL1,STUB1,JMJD8,WDR24	FAM195A	FAM195A	0.7945	682	1
3_MACS_peak_14967_lociStitched	chr2	86080486	86090989	3	7767	14877.4995	1583.8524	683	ST3GAL5		ST3GAL5	ST3GAL5	0.42469999999999997	683	1
3_MACS_peak_5522_lociStitched	chr11	120368073	120382581	3	7763	25339.6728	1886.04	684			GRIK4	GRIK4	NONE	684	1
1_MACS_peak_6743_lociStitched	chr12	94596091	94603840	1	7750	68000.5746	1794.6684	685	PLXNC1		PLXNC1	PLXNC1	0.9511000000000001	685	1
4_MACS_peak_3113_lociStitched	chr10	22604353	22615433	4	7743	17822.18	1387.216	686	COMMD3,BMI1	SPAG6	BMI1	BMI1	0.7434000000000001	686	1
4_MACS_peak_25934_lociStitched	chr7	101376560	101391324	4	7733	10585.788	2117.1576	687			CUX1	CUX1	0.028700000000000003	687	1
3_MACS_peak_24020_lociStitched	chr6	56622108	56634484	3	7730	11237.408	2193.0272	688			DST	DST	NONE	688	1
4_MACS_peak_9145_lociStitched	chr15	59266935	59281088	4	7728	20493.544	2314.0155	689	RNF111	SLTM	RNF111	SLTM	0.1723	689	1
1_MACS_peak_18889_lociStitched	chr3	52737973	52745691	1	7719	28292.6444	1313.6036	690	SPCS1,GLT8D1,NEK4	GNL3,SNORD19,SNORD19B,SNORD69,PBRM1,GLT8D1	GLT8D1	GLT8D1	1.3340999999999998	690	1
2_MACS_peak_7468_lociStitched	chr13	46750449	46759061	2	7718	13099.7132	843.976	691	LCP1		LCP1	LCP1	0.20190000000000002	691	1
3_MACS_peak_6067_lociStitched	chr12	31243706	31254512	3	7716	17872.0434	1720.3152	692	DDX11		DDX11	DDX11	0.7448	692	1
1_MACS_peak_25157_lociStitched	chr7	20254621	20262330	1	7710	46324.1519	1578.0323	693	MACC1		MACC1	MACC1	0.5184	693	1
1_MACS_peak_12715_lociStitched	chr18	52930556	52938262	1	7707	28774.204	1372.4386	694	TCF4		CCDC68	CCDC68	NONE	694	1
3_MACS_peak_5748_lociStitched	chr12	6439157	6451986	3	7705	22205.7161	2061.6203	695	TNFRSF1A	PLEKHG6,LTBR,SCNN1A	TNFRSF1A	TNFRSF1A	0.8648	695	1
1_MACS_peak_11426_lociStitched	chr17	36856180	36863879	1	7700	59736.541	1546.7291	696	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	MLLT6	1.7537	696	1
1_MACS_peak_13843_lociStitched	chr19	47728720	47736418	1	7699	28099.2396	1163.9376	697	MIR3190,BBC3,MIR3191	CCDC9,PRR24	BBC3	BBC3	1.2059	697	1
4_MACS_peak_8100_lociStitched	chr14	52075966	52093191	4	7691	12484.68	1376.2775	698	FRMD6	FRMD6	FRMD6	FRMD6	0.0642	698	1
1_MACS_peak_11798_lociStitched	chr17	54984818	54992506	1	7689	15194.5632	1169.3448	699	TRIM25	MTVR2,COIL	TRIM25	TRIM25	0.3926	699	1
1_MACS_peak_13436_lociStitched	chr19	19173041	19180727	1	7687	12346.7904	1259.7354	700	SLC25A42	ARMC6,SUGP2	SLC25A42	ARMC6	0.239	700	1
2_MACS_peak_10967_lociStitched	chr17	6063433	6071309	2	7686	54459.3896	1539.758	701			WSCD1	WSCD1	NONE	701	1
3_MACS_peak_13565_lociStitched	chr19	36230539	36240284	3	7680	16392.0645	1562.1235	702	PSENEN,LIN37,TMEM149,U2AF1L4	ZBTB32,MLL4,C19orf55,ARHGAP33,HSPB6	U2AF1L4	U2AF1L4	1.1434	702	1
1_MACS_peak_14109_lociStitched	chr2	5834605	5842283	1	7679	27831.2144	925.9668	703	SOX11		SOX11	SOX11	1.4161	703	1
3_MACS_peak_10429_lociStitched	chr16	57569078	57579321	3	7679	17065.8623	1652.1959	704	GPR114,CCDC102A	DOK4	GPR114	GPR114	0.17739999999999997	704	1
4_MACS_peak_5762_lociStitched	chr12	6711987	6723836	4	7674	9301.465	1601.9848	705	CHD4	IFFO1,NOP2,SCARNA11,LPAR5,ACRBP,ING4	CHD4	IFFO1	0.3977	705	1
2_MACS_peak_26139_lociStitched	chr7	120627530	120639111	2	7673	7729.1594	2294.1961	706	C7orf58	ING3	C7orf58	ING3	0.26470000000000005	706	1
2_MACS_peak_10291_lociStitched	chr16	31879744	31890097	2	7663	24362.6796	1872.8577	707	ZNF267		ZNF267	ZNF267	0.39350000000000007	707	1
3_MACS_peak_19460_lociStitched	chr3	128994497	129002820	3	7652	13816.18	1584.6992	708	COPG,C3orf37	C3orf47,H1FX	C3orf37	H1FX	2.6062000000000003	708	1
2_MACS_peak_2705_lociStitched	chr1	230238383	230247325	2	7650	26174.1282	2225.6638	709	GALNT2		GALNT2	GALNT2	0.38960000000000006	709	1
3_MACS_peak_9628_lociStitched	chr15	90721467	90736252	3	7650	38177.827	2377.428	710	SEMA4B	SEMA4B,C15orf58,CIB1	SEMA4B	SEMA4B	0.7145	710	1
3_MACS_peak_18457_lociStitched	chr3	17780586	17791820	3	7640	19952.7074	1723.2956	711	TBC1D5	TBC1D5	TBC1D5	NONE	NONE	711	1
1_MACS_peak_19766_lociStitched	chr3	160116119	160123756	1	7638	46061.8018	2056.6441	712	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	SMC4	SMC4	0.9817	712	1
3_MACS_peak_14457_lociStitched	chr2	39346142	39356853	3	7625	20264.1409	1680.5559	713	SOS1		SOS1	SOS1	0.1358	713	1
3_MACS_peak_6329_lociStitched	chr12	53763890	53776586	3	7625	29063.6832	2299.2456	714	SP1	AMHR2,AAAS,SP7	SP1	AAAS	0.6547	714	1
2_MACS_peak_1002_lociStitched	chr1	67389754	67400533	2	7624	14733.8151	1682.6019	715	MIER1,WDR78		MIER1	MIER1	0.13689999999999997	715	1
1_MACS_peak_3196_lociStitched	chr10	30989278	30996879	1	7602	66618.9645	1495.1167	716			LYZL2	LYZL2	NONE	716	1
3_MACS_peak_1871_lociStitched	chr1	161122694	161137591	3	7573	37109.9167	3691.4766	717	UFC1,USP21,PPOX	NIT1,NDUFS2,FCER1G,PFDN2,DEDD,B4GALT3,ADAMTS4	USP21	B4GALT3	2.5578	717	1
1_MACS_peak_21600_lociStitched	chr5	217322	224875	1	7554	17414.9521	1231.139	718	SDHA,CCDC127	LRRC14B,PDCD6	SDHA	LRRC14B	1.9636	718	1
2_MACS_peak_23795_lociStitched	chr6	36719275	36727337	2	7548	15716.0628	1722.8494	719	CPNE5		CDKN1A	CDKN1A	0.6316999999999999	719	1
2_MACS_peak_7786_lociStitched	chr13	111357388	111369175	2	7548	19275.2811	2139.3405	720	ING1,CARS2		ING1	ING1	0.7756	720	1
3_MACS_peak_21449_lociStitched	chr4	173897211	173909294	3	7546	20993.0042	1894.6144	721	GALNTL6		GALNT7	GALNT7	NONE	721	1
3_MACS_peak_16753_lociStitched	chr20	32250607	32263220	3	7544	15730.9336	1946.1859	722	C20orf144,C20orf134,NECAB3	E2F1,PXMP4	C20orf134	C20orf134	0.9434999999999999	722	1
1_MACS_peak_23108_lociStitched	chr5	176852094	176859636	1	7543	16549.4106	1359.8226	723	GRK6	SLC34A1,PRR7,PFN3,F12,DBN1	GRK6	GRK6	0.6506000000000001	723	1
2_MACS_peak_5455_lociStitched	chr11	116794949	116802722	2	7543	21787.719	1535.9448	724	SIK3		APOA1	APOA1	NONE	724	1
3_MACS_peak_4789_lociStitched	chr11	62472572	62482553	3	7543	21673.7415	1790.5914	725	GNG3,BSCL2,HNRNPUL2	METTL12,SNORA57,C11orf83,TTC9C,POLR2G,C11orf48,UBXN1,LRRN4CL,ZBTB3	BSCL2	TTC9C	1.1040999999999999	725	1
4_MACS_peak_28617_lociStitched	chr9	116162815	116179382	4	7543	20947.3148	2491.6768	726	C9orf43,ALAD,POLE3	RGS3,HDHD3	POLE3	POLE3	1.15	726	1
3_MACS_peak_9547_lociStitched	chr15	85277369	85293282	3	7542	25020.0099	2097.3334	727	ZNF592	SEC11A	ZNF592	ZNF592	0.15400000000000003	727	1
4_MACS_peak_29524_lociStitched	chrX	70837458	70850143	4	7538	14039.758	1047.781	728	BCYRN1,CXCR3	ACRC	CXCR3	CXCR3	0.7402	728	1
2_MACS_peak_29996_lociStitched	chrX	153615902	153628898	2	7536	23881.4496	966.9024	729	RPL10,SNORA70	EMD,TAZ,ATP6AP1,GDI1,FAM50A,FLNA,DNASE1L1	RPL10	DNASE1L1	0.8204	729	1
4_MACS_peak_19344_lociStitched	chr3	121740023	121755523	4	7535	13311.4	2365.3	730	ILDR1	CD86	ILDR1	ILDR1	0.3221	730	1
2_MACS_peak_2357_lociStitched	chr1	205196233	205208004	2	7534	14408.8811	2760.2995	731	TMCC2	DSTYK	TMCC2	TMCC2	0.24900000000000003	731	1
3_MACS_peak_20969_lociStitched	chr4	103532473	103542662	3	7529	15296.7457	1574.2005	732	NFKB1		NFKB1	NFKB1	0.15479999999999997	732	1
2_MACS_peak_3742_lociStitched	chr10	91805461	91813138	2	7519	31233.8745	1382.6277	733			KIF20B	KIF20B	NONE	733	1
2_MACS_peak_3061_lociStitched	chr10	15824893	15833138	2	7513	46827.4775	1412.3685	734	FAM188A		ITGA8	ITGA8	NONE	734	1
2_MACS_peak_13004_lociStitched	chr19	2618179	2628885	2	7512	50747.5106	2609.0522	735	GNG7		GNG7	GNG7	0.777	735	1
3_MACS_peak_16169_lociStitched	chr2	220109361	220120461	3	7512	15948.48	1850.37	736	STK16,TUBA4B,GLB1L,TUBA4A	ZFAND2B,ANKZF1,DNAJB2,ABCB6,ATG9A,MIR153-1	TUBA4B	DNAJB2	0.4286	736	1
2_MACS_peak_2421_lociStitched	chr1	207995060	208006292	2	7512	21280.1472	2767.5648	737	LOC148696	MIR29C,MIR29B2	LOC148696	LOC148696	1.1024	737	1
3_MACS_peak_26298_lociStitched	chr7	134670525	134682284	3	7512	22419.7094	2690.4592	738	AGBL3		AGBL3	AGBL3	0.0461	738	1
1_MACS_peak_24719_lociStitched	chr6	139690495	139698000	1	7506	27350.4715	1412.441	739	CITED2		CITED2	CITED2	2.1654999999999998	739	1
2_MACS_peak_14434_lociStitched	chr2	37871799	37884026	2	7505	18028.7115	2062.6949	740	CDC42EP3		CDC42EP3	CDC42EP3	0.5846	740	1
1_MACS_peak_13030_lociStitched	chr19	3983327	3990816	1	7490	23218.1467	1958.3735	741	EEF2	PIAS4,MIR637,DAPK3,SNORD37	EEF2	EEF2	1.1462	741	1
4_MACS_peak_375_lociStitched	chr1	26436727	26453978	4	7488	16241.8165	2377.1878	742	PDIK1L	GRRP1,ZNF593,TRIM63	PDIK1L	PDIK1L	0.5491999999999999	742	1
2_MACS_peak_26318_lociStitched	chr7	137664624	137673727	2	7482	12291.7809	2161.0522	743	CREB3L2		CREB3L2	CREB3L2	0.12919999999999998	743	1
1_MACS_peak_24343_lociStitched	chr6	106439293	106446769	1	7477	41859.6192	1273.9104	744			PRDM1	PRDM1	4.5849	744	1
2_MACS_peak_27375_lociStitched	chr8	103541790	103549567	2	7468	29996.6667	726.3718	745		ODF1	ODF1	NONE	NONE	745	1
2_MACS_peak_5652_lociStitched	chr11	130697122	130705676	2	7465	22777.5912	1656.9098	746			SNX19	SNX19	NONE	746	1
2_MACS_peak_20530_lociStitched	chr4	40622407	40634228	2	7455	30943.8317	1806.2488	747	RBM47		RBM47	RBM47	0.18450000000000003	747	1
3_MACS_peak_25986_lociStitched	chr7	104576351	104586594	3	7449	32074.9302	1910.3195	748		LOC723809	LOC723809	LOC723809	0.14070000000000002	748	1
4_MACS_peak_16296_lociStitched	chr2	233939722	233952339	4	7449	10382.5293	1025.7621	749	INPP5D	NEU2	INPP5D	INPP5D	0.0811	749	1
2_MACS_peak_26835_lociStitched	chr8	29197439	29210270	2	7449	24730.4694	1927.2162	750	DUSP4		DUSP4	DUSP4	0.9927999999999999	750	1
1_MACS_peak_20867_lociStitched	chr4	87854930	87862372	1	7443	28571.3264	1475.0044	751	AFF1	C4orf36	AFF1	AFF1	0.2974	751	1
3_MACS_peak_15061_lociStitched	chr2	96899191	96912674	3	7443	16830.8289	2414.8053	752	LOC285033	CIAO1,STARD7,TMEM127	LOC285033	LOC285033	1.1671	752	1
3_MACS_peak_11695_lociStitched	chr17	46581880	46595806	3	7433	20767.8438	2179.419	753		HOXB1,HOXB2	HOXB1	NONE	NONE	753	1
3_MACS_peak_24188_lociStitched	chr6	86378836	86396125	3	7433	16495.4349	2456.7669	754	SNHG5,SNORD50B,SNORD50A	SYNCRIP	SNORD50B	SNORD50B	1.1016	754	1
1_MACS_peak_3290_lociStitched	chr10	45467947	45475374	1	7428	10382.2033	1025.6687	755	RASSF4,C10orf10	ZNF22,LOC220980,C10orf25	C10orf10	C10orf10	0.797	755	1
3_MACS_peak_25079_lociStitched	chr7	8164566	8175036	3	7425	13918.818	1480.458	756	ICA1		ICA1	ICA1	0.1154	756	1
2_MACS_peak_6395_lociStitched	chr12	56726388	56734300	2	7414	37957.0288	1407.5448	757	IL23A,PAN2	CS,CNPY2,STAT2,APOF	IL23A	IL23A	2.5144	757	1
2_MACS_peak_28816_lociStitched	chr9	131445488	131453355	2	7409	25162.5995	1488.4364	758	SET	PKN3,WDR34,ZDHHC12	SET	SET	1.0044	758	1
2_MACS_peak_16603_lociStitched	chr20	17827697	17838763	2	7401	41291.6724	1757.2808	759			SNORD17	SNORD17	0.4612	759	1
4_MACS_peak_19636_lociStitched	chr3	148705230	148722518	4	7401	12407.5976	2345.9816	760	GYG1		GYG1	GYG1	0.19940000000000002	760	1
2_MACS_peak_8701_lociStitched	chr15	23660154	23669486	2	7400	38888.3104	1672.2944	761			MKRN3	MKRN3	NONE	761	1
3_MACS_peak_14428_lociStitched	chr2	37615230	37625044	3	7400	34882.8816	1915.6928	762		QPCT	QPCT	QPCT	4.2553	762	1
2_MACS_peak_23917_lociStitched	chr6	44223123	44233781	2	7392	26949.8188	1679.7008	763	SLC35B2,NFKBIE	SLC29A1,HSP90AB1,TMEM151B,TCTE1,AARS2	SLC35B2	HSP90AB1	1.0113	763	1
2_MACS_peak_6818_lociStitched	chr12	102129347	102140223	2	7376	27265.0444	1793.4524	764	SYCP3,GNPTAB	CHPT1	SYCP3	SYCP3	0.9348000000000001	764	1
2_MACS_peak_26841_lociStitched	chr8	29405043	29416144	2	7376	45401.9799	1898.271	765			C8orf75	C8orf75	NONE	765	1
3_MACS_peak_24442_lociStitched	chr6	113946377	113956756	3	7373	30862.9944	1711.4971	766			MARCKS	MARCKS	NONE	766	1
3_MACS_peak_12147_lociStitched	chr17	75314882	75329756	3	7373	20841.4488	2223.663	767	SEPT9	SEPT9	SEPT9	SEPT9	0.4202	767	1
1_MACS_peak_26159_lociStitched	chr7	121944277	121951641	1	7365	27297.6116	1561.9044	768	LOC154860,FEZF1		FEZF1	FEZF1	0.8158	768	1
3_MACS_peak_4189_lociStitched	chr10	135201311	135215635	3	7364	30309.584	1776.176	769	PAOX,MTG1	PRAP1,C10orf125,MIR3944,ECHS1,SPRN	MTG1	MTG1	0.5363	769	1
3_MACS_peak_26504_lociStitched	chr7	155532854	155547056	3	7357	9663.0408	3137.2218	770	RBM33		SHH	SHH	NONE	770	1
1_MACS_peak_27636_lociStitched	chr8	134508291	134515642	1	7352	34688.6339	1736.3062	771	ST3GAL1		ST3GAL1	ST3GAL1	0.6313000000000001	771	1
3_MACS_peak_19512_lociStitched	chr3	133160205	133169205	3	7351	17957.7	1577.7	772	BFSP2		BFSP2	BFSP2	1.0853	772	1
2_MACS_peak_9582_lociStitched	chr15	89177206	89184616	2	7348	19709.118	1528.683	773	ISG20	MIR1179,MIR7-2,AEN	ISG20	AEN	0.8515	773	1
2_MACS_peak_4799_lociStitched	chr11	62598041	62610674	2	7348	30272.4579	2013.7002	774	STX5,WDR74	TMEM179B,SLC3A2,TMEM223,NXF1,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1	WDR74	WDR74	1.641	774	1
1_MACS_peak_18037_lociStitched	chr22	39145951	39153297	1	7347	48001.7024	1535.314	775	SUN2	GTPBP1,JOSD1,DNAL4	SUN2	SUN2	1.5281	775	1
1_MACS_peak_7494_lociStitched	chr13	49548873	49556213	1	7341	15786.138	833.09	776	FNDC3A		FNDC3A	FNDC3A	0.039200000000000006	776	1
1_MACS_peak_15941_lociStitched	chr2	198168983	198176318	1	7336	19638.729	1450.1295	777	ANKRD44		ANKRD44	ANKRD44	0.21890000000000004	777	1
3_MACS_peak_2863_lociStitched	chr1	249112486	249121832	3	7336	20398.5796	2339.3038	778	MIR3124,SH3BP5L	ZNF672,ZNF692	SH3BP5L	ZNF672	0.7558	778	1
1_MACS_peak_24348_lociStitched	chr6	106610055	106617385	1	7331	72926.903	1670.507	779			PRDM1	PRDM1	4.5849	779	1
2_MACS_peak_6027_lociStitched	chr12	27329963	27340216	2	7331	35256.9911	1900.9062	780			STK38L	STK38L	NONE	780	1
2_MACS_peak_28789_lociStitched	chr9	130672602	130681095	2	7329	19029.4158	1276.4979	781	ST6GALNAC4	AK1,ST6GALNAC6,PIP5KL1,DPM2,FAM102A	ST6GALNAC4	ST6GALNAC4	0.9447000000000001	781	1
2_MACS_peak_29454_lociStitched	chrX	58150126	58159666	2	7326	9030.564	825.21	782			ZXDA	ZXDA	NONE	782	1
2_MACS_peak_21010_lociStitched	chr4	106552245	106560090	2	7321	18061.5435	1261.476	783	ARHGEF38		INTS12	INTS12	NONE	783	1
2_MACS_peak_29975_lociStitched	chrX	153189263	153200752	2	7320	35451.6073	996.0963	784	ARHGAP4,NAA10,RENBP	AVPR2,TMEM187,MIR3202-1,L1CAM,HCFC1,MIR3202-2	ARHGAP4	TMEM187	1.9043	784	1
2_MACS_peak_15713_lociStitched	chr2	173453086	173463797	2	7319	23854.4681	1609.8633	785	PDK1		PDK1	PDK1	0.747	785	1
