REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X25_0F2B_0229Kronos_MM1S.KB.3hr.1_H3K27me3_hs.dm_i07.bam	X39_0EXR_0229Kronos_MM1S.KB.3hr.1_Input_hs_i82.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuperStretch
10_MACS_peak_22358_lociStitched	chr19	56265232	56285736	10	16773	24818.0416	2925.9208	717	RFPL4A	NLRP9	RFPL4A	717	1
6_MACS_peak_36463_lociStitched	chr9	134677849	134694570	6	15265	26676.6834	1640.3301	720			RAPGEF1	720	1
5_MACS_peak_22962_lociStitched	chr2	128380608	128397995	5	16391	23741.9485	1366.6182	721	MYO7B,LIMS2	GPR17	GPR17	721	1
5_MACS_peak_37755_lociStitched	chrX	152897511	152915108	5	16095	23546.5457	776.0277	724	DUSP9	SLC6A8,FAM58A,PNCK	DUSP9	724	1
6_MACS_peak_24123_lociStitched	chr20	44930535	44947861	6	16542	23164.862	1500.4316	725		SLC35C2	SLC35C2	725	1
2_MACS_peak_25699_lociStitched	chr21	44033056	44048510	2	15056	27489.5752	2556.0916	726		PDE9A	PDE9A	726	1
4_MACS_peak_32831_lociStitched	chr7	99759498	99775002	4	15151	26172.3024	1626.3696	727	GAL3ST4,GPC2	CNPY4,MBLAC1,C7orf59,STAG3,PVRIG,TAF6,C7orf43	GAL3ST4	727	1
4_MACS_peak_30747_lociStitched	chr5	1652413	1669129	4	16138	23868.7764	1810.3428	731		LOC728613,MIR4277	LOC728613	731	1
7_MACS_peak_17693_lociStitched	chr19	3225402	3243080	7	16034	24282.5008	2066.5582	734	CELF5	S1PR4,NCLN	CELF5	734	1
6_MACS_peak_36422_lociStitched	chr9	133978742	133996882	6	15802	24543.42	1915.584	737	AIF1L	NUP214	NUP214	737	1
9_MACS_peak_37030_lociStitched	chr9	137769257	137787128	9	15828	23913.1851	1370.7057	738	FCN2	MIR3689B,MIR3689A,FCN1	FCN2	738	1
5_MACS_peak_11746_lociStitched	chr16	318369	334455	5	15138	25164.9384	1212.8844	740	ARHGDIG,PDIA2,RGS11	ITFG3,LUC7L	RGS11	740	1
7_MACS_peak_19554_lociStitched	chr19	17977055	17994308	7	16055	23403.6945	1566.5724	741	SLC5A5	RPL18AP3,RPL18A,SNORA68,CCDC124,INSL3,JAK3	SLC5A5	741	1
8_MACS_peak_16589_lociStitched	chr17	75908649	75928214	8	16188	23597.3465	2114.9765	742		FLJ45079	FLJ45079	742	1
6_MACS_peak_25971_lociStitched	chr21	46662179	46679876	6	15514	25200.528	2435.1072	745		LOC642852,POFUT2	POFUT2	745	1
4_MACS_peak_18917_lociStitched	chr19	13973816	13989870	4	15190	24386.026	1293.9524	758	MIR181C,MIR181D,NANOS3	CC2D1A,LOC284454,MIR24-2,MIR27A,MIR23A,C19orf57	MIR181C	758	1
2_MACS_peak_4756_lociStitched	chr1	155158266	155173654	2	15302	25359.424	2543.6364	759	MIR92B,MUC1,THBS3	SLC50A1,TRIM46,MTX1,DPM3,KRTCAP2,GBAP1,GBA	MIR92B	759	1
10_MACS_peak_11442_lociStitched	chr15	77921341	77940036	10	15694	23697.782	1906.89	761	LINGO1		LINGO1	761	1
10_MACS_peak_15377_lociStitched	chr17	43040742	43059695	10	15397	23713.9936	1882.0329	771	C1QL1	GFAP,KIF18B	C1QL1	771	1
4_MACS_peak_17437_lociStitched	chr19	544052	559462	4	15101	24122.814	1765.986	774	GZMM	MADCAM1,C19orf20,CDC34,BSG,HCN2	GZMM	774	1
7_MACS_peak_18025_lociStitched	chr19	5769172	5786227	7	14920	24905.4165	2348.4735	779	TMEM146,PRR22,DUS3L	NRTN,LONP1	PRR22	779	1
9_MACS_peak_37186_lociStitched	chr9	138178827	138195060	9	15226	23109.2988	1491.8127	783			KIAA0649	783	1
8_MACS_peak_3520_lociStitched	chr1	29563051	29579453	8	14852	23589.3564	1551.6292	790	PTPRU	MECR	PTPRU	790	1
3_MACS_peak_29929_lociStitched	chr4	7423223	7438641	3	14788	22703.005	1139.3902	802	SORCS2,PSAPL1	MIR4274	PSAPL1	802	1
