REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X10_0EWW_0229Kronos_MM1S.KB.24hr.2_H3K18Ac_hs.dm_i19.bam	X44_0EXW_0229Kronos_MM1S.KB.24hr.2_Input_hs_i90.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuper
1_MACS_peak_17296_lociStitched	chr22	41839693	41845271	1	5579	25102.6734	1646.0678	779	TOB2	ACO2,PHF5A	TOB2	779	1
1_MACS_peak_10095_lociStitched	chr16	66582024	66588110	1	6087	25144.9176	1693.1252	780	CKLF,TK2	CMTM1,CMTM2,CMTM3	TK2	780	1
2_MACS_peak_23075_lociStitched	chr6	74224299	74234461	2	8629	25948.667	2504.933	781	EEF1A1		EEF1A1	781	1
1_MACS_peak_1663_lociStitched	chr1	154970901	154977572	1	6672	25167.0146	1757.8085	782	ZBTB7B	CKS1B,MIR4258,FLAD1,LENEP,DCST1,ADAM15,PBXIP1,PYGO2,SHC1,DCST2	ZBTB7B	782	1
2_MACS_peak_2638_lociStitched	chr1	230238332	230249218	2	10863	26323.4366	2974.0552	783	GALNT2		GALNT2	783	1
2_MACS_peak_28067_lociStitched	chrX	39712155	39720979	2	7007	24263.3528	933.5792	784			BCOR	784	1
3_MACS_peak_16252_lociStitched	chr20	46113592	46132506	3	12149	26716.025	3391.2802	785	NCOA3		NCOA3	785	1
1_MACS_peak_6230_lociStitched	chr12	57076428	57083899	1	7472	24876.1887	1573.3926	786	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	786	1
2_MACS_peak_11770_lociStitched	chr17	80405854	80417963	2	7071	25502.7649	2238.9541	787	NARF,C17orf62	HEXDC,C17orf101	C17orf62	787	1
2_MACS_peak_10195_lociStitched	chr16	70460711	70474116	2	10187	25257.701	2001.3665	788	ST3GAL2	FUK	ST3GAL2	788	1
3_MACS_peak_1660_lociStitched	chr1	154942254	154957673	3	9433	28008.6135	4767.5548	789	CKS1B,MIR4258,FLAD1,SHC1	LENEP,ZBTB7B,DCST1,PMVK,PBXIP1,PYGO2,DCST2	MIR4258	789	1
1_MACS_peak_21311_lociStitched	chr5	86429743	86437458	1	7716	24494.3535	1283.776	790		MIR4280	MIR4280	790	1
1_MACS_peak_22226_lociStitched	chr6	2987950	2992017	1	4068	24477.2395	1357.1579	791	DKFZP686I15217	NQO2,SERPINB6,LOC401233	DKFZP686I15217	791	1
3_MACS_peak_25700_lociStitched	chr8	29490809	29505968	3	12191	25802.1339	2701.3338	792			C8orf75	792	1
1_MACS_peak_5464_lociStitched	chr11	129870993	129874752	1	3760	24112.8573	1020.1926	793	NCRNA00167,PRDM10		PRDM10	793	1
2_MACS_peak_2007_lociStitched	chr1	179846152	179853522	2	4767	25455.98	2404.094	794	TOR1AIP1,TOR1AIP2		TOR1AIP1	794	1
2_MACS_peak_22625_lociStitched	chr6	30648928	30659502	2	9517	25084.7002	2148.6368	795	KIAA1949,NRM	C6orf136,TUBB,DHX16,MDC1	KIAA1949	795	1
2_MACS_peak_19043_lociStitched	chr3	178252583	178265215	2	7639	25757.9112	2829.568	796	KCNMB2	KCNMB2	KCNMB2	796	1
1_MACS_peak_11271_lociStitched	chr17	48942086	48946125	1	4040	23967.8299	1077.6052	797		WFIKKN2,TOB1	TOB1	797	1
2_MACS_peak_27600_lociStitched	chr9	130730996	130744392	2	10420	25359.9676	2514.4292	798	FAM102A	PIP5KL1,DPM2,FAM102A	FAM102A	798	1
1_MACS_peak_15021_lociStitched	chr2	172174909	172182645	1	7737	24301.0968	1465.1984	799	METTL8		TLK1	799	1
1_MACS_peak_18289_lociStitched	chr3	98448393	98455323	1	6931	24372.117	1544.004	800	ST3GAL6		ST3GAL6	800	1
3_MACS_peak_566_lociStitched	chr1	37930698	37946297	3	9344	25697.7926	2890.4947	801	ZC3H12A	MEAF6	ZC3H12A	801	1
1_MACS_peak_24192_lociStitched	chr7	26190819	26198894	1	8076	24678.0075	1930.7325	802	NFE2L3	CBX3,HNRNPA2B1	NFE2L3	802	1
2_MACS_peak_25047_lociStitched	chr7	122822626	122832909	2	8667	25350.6799	2617.0235	803	SLC13A1		SLC13A1	803	1
1_MACS_peak_24027_lociStitched	chr7	8214182	8219428	1	5247	23848.316	1157.7922	804	ICA1		ICA1	804	1
