REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X10_0EWW_0229Kronos_MM1S.KB.24hr.2_H3K18Ac_hs.dm_i19.bam	X44_0EXW_0229Kronos_MM1S.KB.24hr.2_Input_hs_i90.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
2_MACS_peak_19200_lociStitched	chr3	186779567	186792583	2	10029	56865.6024	4379.884	655	ST6GAL1		ST6GAL1	ST6GAL1	0.8613999999999999	655	1
1_MACS_peak_18981_lociStitched	chr3	174863712	174873739	1	10028	78078.2436	3128.424	656	NAALADL2		NAALADL2	NAALADL2	0.17279999999999998	656	1
6_MACS_peak_4803_lociStitched	chr11	66861881	66889281	6	10014	14617.9	3751.06	657	KDM2A	RHOD	KDM2A	KDM2A	0.06949999999999998	657	1
1_MACS_peak_18766_lociStitched	chr3	150314183	150324165	1	9983	33961.7586	2469.5468	658	SELT	EIF2A,SERP1	SELT	SELT	0.7715	658	1
2_MACS_peak_11627_lociStitched	chr17	74777346	74789036	2	9975	18910.913	2030.553	659		MFSD11,MIR636,SRSF2	MFSD11	MIR636	1.0464000000000002	659	1
2_MACS_peak_15823_lociStitched	chr20	9388603	9402890	2	9962	19107.4338	2324.4949	660	PLCB4		C20orf103	C20orf103	1.3095	660	1
3_MACS_peak_2079_lociStitched	chr1	184711011	184725580	3	9960	19515.1755	4402.7518	661	EDEM3		EDEM3	EDEM3	0.17770000000000002	661	1
2_MACS_peak_26227_lociStitched	chr8	103658658	103669919	2	9950	9506.5362	1124.9739	662	KLF10		KLF10	KLF10	0.5608	662	1
2_MACS_peak_15961_lociStitched	chr20	25288986	25302584	2	9947	39808.145	2544.1858	663	ABHD12		PYGB	PYGB	0.8726	663	1
1_MACS_peak_8964_lociStitched	chr15	70386727	70396647	1	9921	19054.336	1834.208	664	TLE3	MIR629	TLE3	TLE3	0.27059999999999995	664	1
2_MACS_peak_6942_lociStitched	chr12	125398192	125412861	2	9920	38536.9299	2012.5868	665	UBC	SCARB1	UBC	UBC	2.1095	665	1
2_MACS_peak_1596_lociStitched	chr1	152006219	152021801	2	9913	36784.4274	4520.3382	666	S100A11	S100A10,TCHHL1	S100A11	S100A11	1.4241000000000001	666	1
3_MACS_peak_9976_lociStitched	chr16	50298904	50318058	3	9904	22841.145	2884.5924	667		ADCY7	ADCY7	NONE	NONE	667	1
2_MACS_peak_16353_lociStitched	chr20	52480899	52491335	2	9892	54959.1068	2395.062	668	SUMO1P1		SUMO1P1	SUMO1P1	2.6595	668	1
2_MACS_peak_14200_lociStitched	chr2	70309982	70323560	2	9877	70521.4164	2987.16	669	PCBP1,LOC400960	LOC100133985	PCBP1	PCBP1	5.3424	669	1
3_MACS_peak_18520_lociStitched	chr3	125548769	125560606	3	9872	26919.7054	2626.6303	670		MIR548I1	MIR548I1	NONE	NONE	670	1
2_MACS_peak_6419_lociStitched	chr12	77452483	77464943	2	9846	33491.234	2463.342	671	E2F7		E2F7	E2F7	0.5557000000000001	671	1
2_MACS_peak_24952_lociStitched	chr7	110719458	110734384	2	9841	17587.3058	3558.3584	672	LRRN3,IMMP2L		LRRN3	LRRN3	0.01100000000000001	672	1
3_MACS_peak_24377_lociStitched	chr7	45025388	45042128	3	9839	16622.82	2827.386	673	CCM2,C7orf40	CCM2,MYO1G,SNORA9	CCM2	CCM2	0.3559	673	1
3_MACS_peak_755_lociStitched	chr1	46790009	46807289	3	9832	30500.928	3158.784	674	NSUN4	UQCRH,LRRC41	NSUN4	UQCRH	0.38360000000000005	674	1
2_MACS_peak_25742_lociStitched	chr8	33409916	33425350	2	9830	29270.581	3100.6906	675	RNF122	C8orf41,DUSP26	RNF122	RNF122	0.9067	675	1
2_MACS_peak_412_lociStitched	chr1	28352200	28364282	2	9822	27952.9152	1939.161	676	EYA3		EYA3	EYA3	0.23229999999999998	676	1
5_MACS_peak_17631_lociStitched	chr3	17780538	17798488	5	9803	15966.525	3074.835	677	TBC1D5	TBC1D5	TBC1D5	NONE	NONE	677	1
2_MACS_peak_1203_lociStitched	chr1	107900251	107910259	2	9801	13786.02	925.74	678	NTNG1		NTNG1	NTNG1	0.1421	678	1
4_MACS_peak_6361_lociStitched	chr12	68840589	68857501	4	9798	16712.4384	2489.4464	679			MDM1	NONE	NONE	679	1
3_MACS_peak_17243_lociStitched	chr22	39539579	39549819	3	9795	18099.2	1847.296	680	CBX7	APOBEC3H	CBX7	CBX7	0.5064	680	1
3_MACS_peak_11984_lociStitched	chr18	24028134	24043534	3	9788	23780.68	2542.54	681	KCTD1		KCTD1	KCTD1	0.19369999999999998	681	1
1_MACS_peak_9037_lociStitched	chr15	75315519	75325292	1	9774	18289.1922	1792.3682	682	PPCDC	SCAMP5	PPCDC	PPCDC	2.0199	682	1
4_MACS_peak_15440_lociStitched	chr2	216764875	216785106	4	9768	9658.2794	3036.6731	683			LOC646324	LOC646324	NONE	683	1
1_MACS_peak_2060_lociStitched	chr1	183807272	183817031	1	9760	65924.9727	3121.9041	684	RGL1		APOBEC4	APOBEC4	NONE	684	1
1_MACS_peak_2981_lociStitched	chr10	15824653	15834384	1	9732	38257.4265	1919.9263	685	FAM188A		ITGA8	ITGA8	NONE	685	1
3_MACS_peak_22067_lociStitched	chr5	172191073	172205832	3	9725	34623.1381	2945.8964	686	DUSP1		DUSP1	DUSP1	2.2028	686	1
1_MACS_peak_26196_lociStitched	chr8	101503643	101513358	1	9716	21347.741	1094.8805	687			ANKRD46	ANKRD46	NONE	687	1
3_MACS_peak_20299_lociStitched	chr4	129723850	129741485	3	9712	18797.1465	3027.9295	688	PHF17		PHF17	PHF17	0.2008	688	1
2_MACS_peak_19648_lociStitched	chr4	40622109	40634238	2	9709	24536.967	2445.2064	689	RBM47		RBM47	RBM47	0.16750000000000004	689	1
3_MACS_peak_16638_lociStitched	chr21	34696028	34713083	3	9707	28178.271	4635.549	690	IFNAR1		IFNAR1	IFNAR1	0.5547	690	1
4_MACS_peak_21227_lociStitched	chr5	75620029	75634429	4	9699	13102.56	2011.68	691	SV2C		IQGAP2	IQGAP2	NONE	691	1
2_MACS_peak_8012_lociStitched	chr14	72980523	72990249	2	9691	25145.6004	1338.2976	692	RGS6		DPF3	DPF3	NONE	692	1
1_MACS_peak_4449_lociStitched	chr11	35159541	35169229	1	9689	33098.0832	2551.8192	693	CD44		CD44	CD44	0.6695	693	1
2_MACS_peak_1287_lociStitched	chr1	111756135	111766073	2	9678	20499.1126	1247.219	694		CHI3L2,DENND2D	CHI3L2	DENND2D	0.25760000000000005	694	1
2_MACS_peak_12181_lociStitched	chr18	52983151	52996264	2	9673	17570.1087	2536.0542	695	TCF4		TCF4	TCF4	0.13390000000000002	695	1
3_MACS_peak_15252_lociStitched	chr2	197126506	197142373	3	9669	27167.4774	2844.9531	696	HECW2		STK17B	STK17B	0.8242	696	1
3_MACS_peak_546_lociStitched	chr1	36614131	36627592	3	9668	26838.5418	2740.6596	697	MAP7D1,TRAPPC3	COL8A2	MAP7D1	MAP7D1	0.4824	697	1
4_MACS_peak_372_lociStitched	chr1	27059967	27073109	4	9647	15633.7232	2558.7474	698	ARID1A	PIGV	ARID1A	PIGV	1.1365	698	1
4_MACS_peak_5880_lociStitched	chr12	31238495	31254828	4	9635	21858.4539	2778.2433	699	DDX11		DDX11	DDX11	0.6617000000000001	699	1
4_MACS_peak_4106_lociStitched	chr11	789074	811036	4	9630	16939.2906	3054.9142	700	RPLP2,CEND1,SLC25A22,LRDD	TALDO1,SNORA52,PNPLA2,EFCAB4A,CD151,TSPAN4,PDDC1,POLR2L	SLC25A22	SNORA52	0.5258	700	1
2_MACS_peak_15537_lociStitched	chr2	227655595	227666880	2	9626	18791.782	2166.72	701	IRS1	RHBDD1	IRS1	RHBDD1	0.3573	701	1
3_MACS_peak_25152_lociStitched	chr7	130902694	130918033	3	9612	24513.2559	3382.2495	702	MKLN1		MKLN1	MKLN1	0.15759999999999996	702	1
2_MACS_peak_4506_lociStitched	chr11	45837339	45848503	2	9608	24415.668	2149.07	703		DKFZp779M0652,SLC35C1,CRY2	SLC35C1	SLC35C1	0.4763	703	1
2_MACS_peak_20613_lociStitched	chr4	185239671	185254297	2	9600	29491.8664	2395.7388	704			ENPP6	ENPP6	NONE	704	1
1_MACS_peak_2169_lociStitched	chr1	197739979	197749562	1	9584	38888.7723	3125.0163	705	DENND1B		DENND1B	DENND1B	0.0945	705	1
1_MACS_peak_21648_lociStitched	chr5	131434661	131444236	1	9576	61403.5175	2239.5925	706		IL3,CSF2	CSF2	CSF2	0.1137	706	1
3_MACS_peak_19510_lociStitched	chr4	18204795	18218333	3	9576	24329.1398	2531.606	707			LCORL	LCORL	NONE	707	1
3_MACS_peak_18535_lociStitched	chr3	126627341	126637080	3	9575	21484.234	1786.1326	708	CHCHD6		PLXNA1	PLXNA1	NONE	708	1
2_MACS_peak_19615_lociStitched	chr4	38664280	38673939	2	9574	20233.6732	1812.9943	709	KLF3,FLJ13197		FLJ13197	FLJ13197	0.235	709	1
2_MACS_peak_21033_lociStitched	chr5	55364251	55378118	2	9574	18773.1446	2196.5328	710			IL6ST	IL6ST	0.2473	710	1
3_MACS_peak_329_lociStitched	chr1	25347068	25364610	3	9573	24993.8416	2410.2708	711			RUNX3	RUNX3	NONE	711	1
2_MACS_peak_17151_lociStitched	chr22	36772447	36785149	2	9571	24857.814	2695.3644	712	MYH9		MYH9	MYH9	0.45220000000000005	712	1
1_MACS_peak_26461_lociStitched	chr8	134576512	134586073	1	9562	42807.4653	2123.4981	713	ST3GAL1		ST3GAL1	ST3GAL1	0.6485000000000001	713	1
2_MACS_peak_2486_lociStitched	chr1	218627241	218637542	2	9562	15873.841	2839.9857	714			TGFB2	TGFB2	NONE	714	1
3_MACS_peak_20053_lociStitched	chr4	100765938	100783772	3	9555	16514.284	3147.701	715	DAPP1	MAPKSP1	DAPP1	DAPP1	0.3446	715	1
1_MACS_peak_9266_lociStitched	chr15	90637145	90646698	1	9554	35572.5061	2333.7979	716	IDH2		IDH2	IDH2	1.1858	716	1
1_MACS_peak_18634_lociStitched	chr3	133288647	133298193	1	9547	24409.122	2309.1774	717	CDV3		CDV3	CDV3	0.8272999999999999	717	1
2_MACS_peak_12256_lociStitched	chr18	60798225	60811471	2	9544	33691.201	2606.8128	718	BCL2		BCL2	BCL2	0.8116	718	1
4_MACS_peak_21358_lociStitched	chr5	90561450	90577793	4	9542	22535.3627	2686.7892	719			LOC100129716	LOC100129716	NONE	719	1
4_MACS_peak_11772_lociStitched	chr17	80451028	80466091	4	9535	14297.7996	2497.4454	720		NARF,FOXK2,C17orf62	FOXK2	C17orf62	0.8039	720	1
2_MACS_peak_15164_lociStitched	chr2	187810056	187821309	2	9534	49605.4746	2261.853	721			ZSWIM2	ZSWIM2	NONE	721	1
2_MACS_peak_25179_lociStitched	chr7	134842706	134857759	2	9534	34772.43	3799.3772	722	TMEM140,C7orf49	WDR91	C7orf49	C7orf49	1.7677999999999998	722	1
2_MACS_peak_19901_lociStitched	chr4	78735973	78749365	2	9531	17238.1824	2856.5136	723	CNOT6L	MRPL1	CNOT6L	CNOT6L	0.08660000000000001	723	1
2_MACS_peak_16681_lociStitched	chr21	36597909	36608863	2	9530	14933.5882	2456.9822	724			RUNX1	RUNX1	0.255	724	1
2_MACS_peak_11666_lociStitched	chr17	76116375	76129625	2	9525	38822.5	2354.525	725	TMC8,TMC6	C17orf99,SYNGR2	TMC6	C17orf99	1.5722	725	1
3_MACS_peak_5323_lociStitched	chr11	118963982	118980124	3	9521	20577.8216	3105.7208	726	HMBS,C2CD2L,H2AFX,DPAGT1	VPS11,HINFP,ABCG4,HYOU1	DPAGT1	DPAGT1	0.8568	726	1
1_MACS_peak_11000_lociStitched	chr17	38015609	38025127	1	9519	32288.8632	2271.9466	727	ZPBP2,IKZF3	GSDMB	IKZF3	IKZF3	0.9485	727	1
1_MACS_peak_8802_lociStitched	chr15	58582889	58592407	1	9519	21719.1242	1903.6	728			LIPC	LIPC	NONE	728	1
1_MACS_peak_1993_lociStitched	chr1	178544304	178553822	1	9519	59026.8288	2942.0138	729		C1orf220	C1orf220	C1orf220	0.43179999999999996	729	1
2_MACS_peak_22625_lociStitched	chr6	30648928	30659502	2	9517	25084.7002	2148.6368	730	KIAA1949,NRM	C6orf136,TUBB,DHX16,MDC1	KIAA1949	KIAA1949	1.1007	730	1
2_MACS_peak_11640_lociStitched	chr17	75228964	75244154	2	9508	36106.63	2410.653	731		SEC14L1,SEPT9	SEPT9	SEC14L1	1.5030000000000001	731	1
2_MACS_peak_21900_lociStitched	chr5	150590316	150605289	2	9505	17138.0958	2723.5887	732	CCDC69	GM2A	CCDC69	CCDC69	0.2633	732	1
2_MACS_peak_22968_lociStitched	chr6	52527207	52536944	2	9495	30108.7514	2620.2267	733	LOC730101,TMEM14A		LOC730101	LOC730101	1.8812	733	1
2_MACS_peak_25667_lociStitched	chr8	28195010	28207714	2	9495	35219.2992	2817.7472	734	PNOC,ZNF395		PNOC	PNOC	0.7384	734	1
2_MACS_peak_25176_lociStitched	chr7	134670495	134682936	2	9489	32392.6317	3402.6135	735	AGBL3		AGBL3	AGBL3	0.1288	735	1
2_MACS_peak_7797_lociStitched	chr14	50465307	50476702	2	9481	47034.002	1416.3985	736	C14orf182		C14orf182	C14orf182	1.2970000000000002	736	1
1_MACS_peak_5553_lociStitched	chr12	4377503	4386982	1	9480	32101.5814	1752.6671	737	CCND2	C12orf5	CCND2	CCND2	0.7071	737	1
3_MACS_peak_7142_lociStitched	chr13	36982454	36995330	3	9475	15827.1792	1136.9508	738		CCNA1,SPG20	CCNA1	SPG20	0.015	738	1
2_MACS_peak_10381_lociStitched	chr16	89033285	89046421	2	9475	39514.4016	1203.2576	739	CBFA2T3	CBFA2T3	CBFA2T3	CBFA2T3	0.3317	739	1
2_MACS_peak_7084_lociStitched	chr13	30943479	30957836	2	9462	15176.7847	1491.6923	740	LOC100188949		LOC100188949	LOC100188949	0.29050000000000004	740	1
2_MACS_peak_25024_lociStitched	chr7	120627592	120639925	2	9460	13674.8304	3731.9658	741	C7orf58	ING3	C7orf58	ING3	0.10730000000000003	741	1
4_MACS_peak_24159_lociStitched	chr7	24859695	24878103	4	9449	23904.6288	3011.5488	742	OSBPL3		DFNA5	DFNA5	NONE	742	1
3_MACS_peak_1660_lociStitched	chr1	154942254	154957673	3	9433	28008.6135	4767.5548	743	CKS1B,MIR4258,FLAD1,SHC1	LENEP,ZBTB7B,DCST1,PMVK,PBXIP1,PYGO2,DCST2	MIR4258	PBXIP1	3.547	743	1
2_MACS_peak_16630_lociStitched	chr21	34600874	34613050	2	9426	25263.9824	3563.9152	744	IFNAR2	IL10RB	IFNAR2	IFNAR2	0.6191	744	1
1_MACS_peak_16246_lociStitched	chr20	45978100	45987520	1	9421	55967.046	2209.932	745	ZMYND8	LOC100131496	ZMYND8	ZMYND8	0.3284	745	1
4_MACS_peak_16634_lociStitched	chr21	34665194	34683636	4	9414	13191.5626	3817.494	746	IL10RB	IFNAR1	IFNAR1	IFNAR1	0.5547	746	1
2_MACS_peak_6352_lociStitched	chr12	68375869	68387673	2	9411	45491.4356	2411.5572	747			IFNG	IFNG	NONE	747	1
1_MACS_peak_22887_lociStitched	chr6	44076465	44085869	1	9405	23006.886	2050.072	748	MRPL14	TMEM63B,CAPN11	MRPL14	MRPL14	1.0528	748	1
3_MACS_peak_19047_lociStitched	chr3	178422419	178434347	3	9402	10681.524	2496.5304	749	KCNMB2		KCNMB2	KCNMB2	0.08229999999999998	749	1
2_MACS_peak_5999_lociStitched	chr12	46119393	46131835	2	9400	20260.5528	2602.8664	750	ARID2,LOC400027		ARID2	ARID2	0.05560000000000001	750	1
2_MACS_peak_21080_lociStitched	chr5	58885468	58896200	2	9384	17409.4504	2021.9088	751	PDE4D	PDE4D	PDE4D	PDE4D	0.0829	751	1
2_MACS_peak_6516_lociStitched	chr12	92576978	92586571	2	9375	32314.0205	1968.4836	752		BTG1	BTG1	BTG1	1.6149	752	1
1_MACS_peak_20731_lociStitched	chr5	1311293	1320665	1	9373	65484.9756	2212.7292	753	CLPTM1L	TERT	TERT	NONE	NONE	753	1
2_MACS_peak_4049_lociStitched	chr10	130824901	130836176	2	9364	20511.48	1581.8825	754			MGMT	MGMT	NONE	754	1
5_MACS_peak_4224_lociStitched	chr11	9584300	9600060	5	9364	11886.192	2669.744	755	WEE1		WEE1	WEE1	0.27449999999999997	755	1
1_MACS_peak_143_lociStitched	chr1	11622813	11632174	1	9362	14780.0829	1535.204	756			FBXO44	FBXO44	NONE	756	1
3_MACS_peak_28106_lociStitched	chrX	42792224	42805570	3	9361	32384.069	1257.1932	757			PPP1R2P9	PPP1R2P9	NONE	757	1
2_MACS_peak_14690_lociStitched	chr2	120059764	120071808	2	9351	16691.7796	2088.4296	758	C2orf76		C2orf76	C2orf76	0.2865	758	1
2_MACS_peak_15297_lociStitched	chr2	201310717	201322153	2	9345	12801.4584	1836.6216	759	SPATS2L		KCTD18	KCTD18	NONE	759	1
3_MACS_peak_16004_lociStitched	chr20	31254894	31270283	3	9344	21015.2184	2556.1129	760		C20orf203	C20orf203	NONE	NONE	760	1
3_MACS_peak_566_lociStitched	chr1	37930698	37946297	3	9344	25697.7926	2890.4947	761	ZC3H12A	MEAF6	ZC3H12A	ZC3H12A	1.0704	761	1
3_MACS_peak_15038_lociStitched	chr2	173348482	173361045	3	9339	8902.1418	1919.6264	762	ITGA6		ITGA6	ITGA6	0.08360000000000001	762	1
3_MACS_peak_23854_lociStitched	chr6	160389133	160404881	3	9338	14007.846	1611.0204	763	IGF2R		IGF2R	IGF2R	0.10709999999999999	763	1
3_MACS_peak_5587_lociStitched	chr12	6711678	6723909	3	9332	12660.3081	1873.7892	764	CHD4	IFFO1,NOP2,SCARNA11,LPAR5,ACRBP,ING4	CHD4	IFFO1	0.18530000000000002	764	1
1_MACS_peak_2561_lociStitched	chr1	226062449	226071766	1	9318	40232.6694	2885.4749	765	TMEM63A	EPHX1,LEFTY1,PYCR2	TMEM63A	LEFTY1	1.6127	765	1
2_MACS_peak_21084_lociStitched	chr5	58951130	58962185	2	9296	32545.92	1841.763	766	PDE4D		PDE4D	PDE4D	0.0829	766	1
3_MACS_peak_26790_lociStitched	chr9	33152463	33168544	3	9296	16597.2001	2351.0422	767	B4GALT1		B4GALT1	B4GALT1	0.1981	767	1
1_MACS_peak_23658_lociStitched	chr6	138186905	138196184	1	9280	43449.8454	2599.9758	768	TNFAIP3		TNFAIP3	TNFAIP3	1.612	768	1
3_MACS_peak_5921_lociStitched	chr12	32664373	32679333	3	9277	28739.656	2595.56	769	FGD4		FGD4	FGD4	0.26589999999999997	769	1
1_MACS_peak_2134_lociStitched	chr1	192542093	192551366	1	9274	29362.0272	3181.5663	770	RGS1		RGS1	RGS1	1.8725999999999998	770	1
2_MACS_peak_18879_lociStitched	chr3	160115989	160129617	2	9274	34290.7736	3708.1788	771	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	MIR16-2	MIR16-2	2.5993999999999997	771	1
1_MACS_peak_26753_lociStitched	chr9	22236421	22245691	1	9271	29646.387	1362.69	772			DMRTA1	DMRTA1	NONE	772	1
5_MACS_peak_21028_lociStitched	chr5	55324974	55352511	5	9271	15244.4832	3588.0711	773		IL6ST	IL6ST	IL6ST	0.2473	773	1
1_MACS_peak_3704_lociStitched	chr10	97048913	97058181	1	9269	32868.962	2077.8856	774	PDLIM1		PDLIM1	PDLIM1	0.5221	774	1
1_MACS_peak_26408_lociStitched	chr8	129664517	129673777	1	9261	41522.766	2031.644	775			MIR1208	MIR1208	NONE	775	1
2_MACS_peak_18677_lociStitched	chr3	140470857	140485446	2	9259	18869.4126	2557.4517	776			TRIM42	TRIM42	NONE	776	1
4_MACS_peak_28388_lociStitched	chrX	77576897	77590019	4	9258	12131.289	1503.7812	777	CYSLTR1		CYSLTR1	CYSLTR1	0.1277	777	1
2_MACS_peak_8660_lociStitched	chr15	45015901	45029270	2	9252	17935.8504	2514.7089	778	TRIM69	B2M,PATL2	TRIM69	B2M	0.9909000000000001	778	1
3_MACS_peak_1207_lociStitched	chr1	107991865	108004306	3	9242	25976.808	1296.3522	779	NTNG1		VAV3	VAV3	NONE	779	1
2_MACS_peak_9360_lociStitched	chr15	101458063	101472234	2	9242	17798.776	2604.6298	780	LRRK1	ALDH1A3	LRRK1	ALDH1A3	0.0968	780	1
1_MACS_peak_16251_lociStitched	chr20	46095080	46104319	1	9240	27137.7147	1531.8262	781		NCOA3	NCOA3	NCOA3	0.0040000000000000036	781	1
1_MACS_peak_6647_lociStitched	chr12	102870333	102879572	1	9240	54550.7516	2178.5562	782	IGF1		IGF1	IGF1	0.5362	782	1
2_MACS_peak_15180_lociStitched	chr2	188846228	188855550	2	9239	10477.928	1380.5882	783			GULP1	GULP1	NONE	783	1
3_MACS_peak_24097_lociStitched	chr7	20229465	20241836	3	9231	10777.6152	2073.3796	784	MACC1		MACC1	MACC1	0.655	784	1
2_MACS_peak_15793_lociStitched	chr20	5613533	5628634	2	9225	24362.4433	2035.6148	785		GPCPD1	GPCPD1	GPCPD1	0.39909999999999995	785	1
2_MACS_peak_19869_lociStitched	chr4	76932808	76946017	2	9218	21697.1034	2274.5898	786	ART3,CXCL10	ART3,SDAD1,CXCL9,CXCL11	CXCL10	CXCL10	1.0228	786	1
3_MACS_peak_13749_lociStitched	chr2	31430194	31443315	3	9216	9856.4952	2090.1753	787	CAPN14	EHD3	CAPN14	CAPN14	0.12329999999999999	787	1
2_MACS_peak_15670_lociStitched	chr2	239167102	239176517	2	9198	9395.2285	1083.6665	788	PER2	LOC643387,LOC151174,HES6	HES6	HES6	0.043000000000000003	788	1
2_MACS_peak_15360_lociStitched	chr2	204645472	204654785	2	9194	9437.7942	1365.2858	789			CD28	CD28	1.9568	789	1
5_MACS_peak_3173_lociStitched	chr10	43931349	43952012	5	9186	20555.5524	2934.146	790	ZNF487P	HNRNPF	ZNF487P	HNRNPF	0.3066	790	1
3_MACS_peak_20236_lociStitched	chr4	121683647	121696040	3	9173	23166.2349	1912.2399	791	PRDM5		PRDM5	PRDM5	0.3256	791	1
1_MACS_peak_2574_lociStitched	chr1	226308050	226317218	1	9169	37690.5648	2903.5056	792			ACBD3	ACBD3	NONE	792	1
2_MACS_peak_5375_lociStitched	chr11	122929919	122942159	2	9169	33729.768	2893.536	793	HSPA8	LOC341056	HSPA8	HSPA8	1.7315	793	1
3_MACS_peak_4608_lociStitched	chr11	60672425	60684179	3	9166	20571.8508	2758.6638	794	TMEM109,PRPF19	ZP1,TMEM132A,GPR44,SLC15A3	TMEM109	TMEM109	0.6705	794	1
3_MACS_peak_17231_lociStitched	chr22	39408929	39422665	3	9163	27500.8456	2462.8648	795	APOBEC3C,APOBEC3D	APOBEC3B,APOBEC3F	APOBEC3D	APOBEC3F	0.7499	795	1
2_MACS_peak_2206_lociStitched	chr1	200986431	200997129	2	9152	17394.948	2780.4102	796	KIF21B		KIF21B	KIF21B	0.20459999999999998	796	1
2_MACS_peak_16351_lociStitched	chr20	52454543	52465393	2	9143	19751.34	1924.79	797		SUMO1P1	SUMO1P1	SUMO1P1	2.6595	797	1
2_MACS_peak_26155_lociStitched	chr8	95998371	96010325	2	9143	7571.6636	1234.8482	798		C8orf38,TP53INP1	C8orf38	TP53INP1	0.3632	798	1
1_MACS_peak_1274_lociStitched	chr1	111172666	111181807	1	9142	52477.5669	1465.3023	799		KCNA2,KCNA3	KCNA2	KCNA3	0.9098	799	1
3_MACS_peak_5149_lociStitched	chr11	102183171	102193781	3	9142	23308.048	1937.386	800	BIRC3	BIRC2	BIRC3	BIRC3	0.673	800	1
4_MACS_peak_26232_lociStitched	chr8	103816787	103827361	4	9126	23186.6672	1191.6898	801		AZIN1	AZIN1	AZIN1	0.0377	801	1
3_MACS_peak_24639_lociStitched	chr7	76949929	76965849	3	9123	28022.384	2786	802	PION		PION	PION	0.2396	802	1
4_MACS_peak_16029_lociStitched	chr20	32360853	32381348	4	9116	18972.2215	3010.7155	803	ZNF341	CHMP4B	CHMP4B	CHMP4B	1.7684	803	1
4_MACS_peak_13297_lociStitched	chr19	48880424	48902364	4	9116	15943.798	3073.794	804	GRIN2D,KDELR1	SYNGR4,GRWD1,TMEM143	KDELR1	KDELR1	0.6103000000000001	804	1
5_MACS_peak_4922_lociStitched	chr11	73069948	73089025	5	9105	11303.1225	2815.7652	805	ARHGEF17,RELT		RELT	RELT	0.1311	805	1
4_MACS_peak_22398_lociStitched	chr6	14654693	14665631	4	9102	10444.6962	1821.177	806			CD83	CD83	NONE	806	1
2_MACS_peak_16259_lociStitched	chr20	46443248	46458240	2	9080	14452.288	2358.2416	807		SULF2	SULF2	SULF2	0.0857	807	1
2_MACS_peak_16464_lociStitched	chr20	62358424	62371025	2	9071	19361.4365	2386.6294	808	ZGPAT,LIME1	TNFRSF6B,SLC2A4RG,ARFRP1	LIME1	LIME1	0.6234	808	1
4_MACS_peak_26538_lociStitched	chr8	145047472	145065760	4	9038	15650.8704	2799.8928	809	GRINA,PLEC,PARP10	SPATC1,PLEC,MIR661,OPLAH	PARP10	MIR661	1.3935	809	1
3_MACS_peak_14379_lociStitched	chr2	87765679	87775516	3	9033	7810.578	1503.0936	810	NCRNA00152		NCRNA00152	NCRNA00152	1.0675	810	1
2_MACS_peak_11470_lociStitched	chr17	64432492	64443367	2	9026	21303.0375	2004.2625	811	PRKCA		PRKCA	PRKCA	0.021599999999999994	811	1
2_MACS_peak_20958_lociStitched	chr5	43006830	43021200	2	9024	33211.944	3171.459	812	LOC648987	LOC153684,C5orf39,LOC100132356	LOC648987	C5orf39	1.8041999999999998	812	1
1_MACS_peak_3316_lociStitched	chr10	63656343	63665358	1	9016	22034.463	2049.1095	813	ARID5B		ARID5B	ARID5B	0.31610000000000005	813	1
5_MACS_peak_20762_lociStitched	chr5	6711657	6737934	5	9015	14278.9218	4122.8613	814	PAPD7	PAPD7	PAPD7	PAPD7	0.1663	814	1
1_MACS_peak_280_lociStitched	chr1	23849793	23858797	1	9005	36067.3228	2174.466	815	E2F2	ASAP3,ID3	E2F2	ID3	1.6901	815	1
1_MACS_peak_14569_lociStitched	chr2	110085070	110094068	1	8999	16247.6886	1617.8404	816	SH3RF3		MIR4266	MIR4266	NONE	816	1
3_MACS_peak_14177_lociStitched	chr2	68989053	69003938	3	8988	22851.452	3008.2585	817	ARHGAP25		ARHGAP25	ARHGAP25	0.2844	817	1
3_MACS_peak_7564_lociStitched	chr13	114863424	114877944	3	8980	23995.752	2143.152	818	RASA3		RASA3	RASA3	0.8884	818	1
5_MACS_peak_1678_lociStitched	chr1	155210190	155232861	5	8978	15513.7653	5087.3724	819	GBA,FAM189B,SCAMP3,CLK2	MIR92B,MTX1,HCN3,FDPS,MUC1,THBS3,GBAP1,PKLR	FAM189B	MTX1	0.8291	819	1
3_MACS_peak_15465_lociStitched	chr2	219148530	219160762	3	8973	15485.712	2300.8392	820	PNKD,TMBIM1	GPBAR1,PNKD,AAMP	TMBIM1	TMBIM1	0.5107999999999999	820	1
2_MACS_peak_20269_lociStitched	chr4	124330329	124341567	2	8962	12866.3862	1801.4514	821		SPRY1	SPRY1	SPRY1	0.6265000000000001	821	1
2_MACS_peak_9041_lociStitched	chr15	75396680	75407277	2	8961	11294.2826	1706.117	822			PPCDC	PPCDC	2.0199	822	1
4_MACS_peak_5571_lociStitched	chr12	6432289	6452176	4	8955	19548.921	3215.7279	823	PLEKHG6,TNFRSF1A	LTBR,SCNN1A	TNFRSF1A	TNFRSF1A	0.7021	823	1
