REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X10_0EWW_0229Kronos_MM1S.KB.24hr.2_H3K18Ac_hs.dm_i19.bam	X44_0EXW_0229Kronos_MM1S.KB.24hr.2_Input_hs_i90.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
5_MACS_peak_21028_lociStitched	chr5	55324974	55352511	5	9271	15244.4832	3588.0711	773		IL6ST	IL6ST	773	1
1_MACS_peak_3704_lociStitched	chr10	97048913	97058181	1	9269	32868.962	2077.8856	774	PDLIM1		PDLIM1	774	1
1_MACS_peak_26408_lociStitched	chr8	129664517	129673777	1	9261	41522.766	2031.644	775			MIR1208	775	1
2_MACS_peak_18677_lociStitched	chr3	140470857	140485446	2	9259	18869.4126	2557.4517	776			TRIM42	776	1
4_MACS_peak_28388_lociStitched	chrX	77576897	77590019	4	9258	12131.289	1503.7812	777	CYSLTR1		CYSLTR1	777	1
2_MACS_peak_8660_lociStitched	chr15	45015901	45029270	2	9252	17935.8504	2514.7089	778	TRIM69	B2M,PATL2	TRIM69	778	1
3_MACS_peak_1207_lociStitched	chr1	107991865	108004306	3	9242	25976.808	1296.3522	779	NTNG1		VAV3	779	1
2_MACS_peak_9360_lociStitched	chr15	101458063	101472234	2	9242	17798.776	2604.6298	780	LRRK1	ALDH1A3	LRRK1	780	1
1_MACS_peak_16251_lociStitched	chr20	46095080	46104319	1	9240	27137.7147	1531.8262	781		NCOA3	NCOA3	781	1
1_MACS_peak_6647_lociStitched	chr12	102870333	102879572	1	9240	54550.7516	2178.5562	782	IGF1		IGF1	782	1
2_MACS_peak_15180_lociStitched	chr2	188846228	188855550	2	9239	10477.928	1380.5882	783			GULP1	783	1
3_MACS_peak_24097_lociStitched	chr7	20229465	20241836	3	9231	10777.6152	2073.3796	784	MACC1		MACC1	784	1
2_MACS_peak_15793_lociStitched	chr20	5613533	5628634	2	9225	24362.4433	2035.6148	785		GPCPD1	GPCPD1	785	1
2_MACS_peak_19869_lociStitched	chr4	76932808	76946017	2	9218	21697.1034	2274.5898	786	ART3,CXCL10	ART3,SDAD1,CXCL9,CXCL11	CXCL10	786	1
3_MACS_peak_13749_lociStitched	chr2	31430194	31443315	3	9216	9856.4952	2090.1753	787	CAPN14	EHD3	CAPN14	787	1
2_MACS_peak_15670_lociStitched	chr2	239167102	239176517	2	9198	9395.2285	1083.6665	788	PER2	LOC643387,LOC151174,HES6	HES6	788	1
2_MACS_peak_15360_lociStitched	chr2	204645472	204654785	2	9194	9437.7942	1365.2858	789			CD28	789	1
5_MACS_peak_3173_lociStitched	chr10	43931349	43952012	5	9186	20555.5524	2934.146	790	ZNF487P	HNRNPF	ZNF487P	790	1
3_MACS_peak_20236_lociStitched	chr4	121683647	121696040	3	9173	23166.2349	1912.2399	791	PRDM5		PRDM5	791	1
1_MACS_peak_2574_lociStitched	chr1	226308050	226317218	1	9169	37690.5648	2903.5056	792			ACBD3	792	1
2_MACS_peak_5375_lociStitched	chr11	122929919	122942159	2	9169	33729.768	2893.536	793	HSPA8	LOC341056	HSPA8	793	1
3_MACS_peak_4608_lociStitched	chr11	60672425	60684179	3	9166	20571.8508	2758.6638	794	TMEM109,PRPF19	ZP1,TMEM132A,GPR44,SLC15A3	TMEM109	794	1
3_MACS_peak_17231_lociStitched	chr22	39408929	39422665	3	9163	27500.8456	2462.8648	795	APOBEC3C,APOBEC3D	APOBEC3B,APOBEC3F	APOBEC3D	795	1
2_MACS_peak_2206_lociStitched	chr1	200986431	200997129	2	9152	17394.948	2780.4102	796	KIF21B		KIF21B	796	1
2_MACS_peak_16351_lociStitched	chr20	52454543	52465393	2	9143	19751.34	1924.79	797		SUMO1P1	SUMO1P1	797	1
2_MACS_peak_26155_lociStitched	chr8	95998371	96010325	2	9143	7571.6636	1234.8482	798		C8orf38,TP53INP1	C8orf38	798	1
1_MACS_peak_1274_lociStitched	chr1	111172666	111181807	1	9142	52477.5669	1465.3023	799		KCNA2,KCNA3	KCNA2	799	1
3_MACS_peak_5149_lociStitched	chr11	102183171	102193781	3	9142	23308.048	1937.386	800	BIRC3	BIRC2	BIRC3	800	1
4_MACS_peak_26232_lociStitched	chr8	103816787	103827361	4	9126	23186.6672	1191.6898	801		AZIN1	AZIN1	801	1
3_MACS_peak_24639_lociStitched	chr7	76949929	76965849	3	9123	28022.384	2786	802	PION		PION	802	1
4_MACS_peak_16029_lociStitched	chr20	32360853	32381348	4	9116	18972.2215	3010.7155	803	ZNF341	CHMP4B	CHMP4B	803	1
4_MACS_peak_13297_lociStitched	chr19	48880424	48902364	4	9116	15943.798	3073.794	804	GRIN2D,KDELR1	SYNGR4,GRWD1,TMEM143	KDELR1	804	1
5_MACS_peak_4922_lociStitched	chr11	73069948	73089025	5	9105	11303.1225	2815.7652	805	ARHGEF17,RELT		RELT	805	1
4_MACS_peak_22398_lociStitched	chr6	14654693	14665631	4	9102	10444.6962	1821.177	806			CD83	806	1
2_MACS_peak_16259_lociStitched	chr20	46443248	46458240	2	9080	14452.288	2358.2416	807		SULF2	SULF2	807	1
2_MACS_peak_16464_lociStitched	chr20	62358424	62371025	2	9071	19361.4365	2386.6294	808	ZGPAT,LIME1	TNFRSF6B,SLC2A4RG,ARFRP1	LIME1	808	1
4_MACS_peak_26538_lociStitched	chr8	145047472	145065760	4	9038	15650.8704	2799.8928	809	GRINA,PLEC,PARP10	SPATC1,PLEC,MIR661,OPLAH	PARP10	809	1
3_MACS_peak_14379_lociStitched	chr2	87765679	87775516	3	9033	7810.578	1503.0936	810	NCRNA00152		NCRNA00152	810	1
2_MACS_peak_11470_lociStitched	chr17	64432492	64443367	2	9026	21303.0375	2004.2625	811	PRKCA		PRKCA	811	1
2_MACS_peak_20958_lociStitched	chr5	43006830	43021200	2	9024	33211.944	3171.459	812	LOC648987	LOC153684,C5orf39,LOC100132356	LOC648987	812	1
1_MACS_peak_3316_lociStitched	chr10	63656343	63665358	1	9016	22034.463	2049.1095	813	ARID5B		ARID5B	813	1
5_MACS_peak_20762_lociStitched	chr5	6711657	6737934	5	9015	14278.9218	4122.8613	814	PAPD7	PAPD7	PAPD7	814	1
1_MACS_peak_280_lociStitched	chr1	23849793	23858797	1	9005	36067.3228	2174.466	815	E2F2	ASAP3,ID3	E2F2	815	1
1_MACS_peak_14569_lociStitched	chr2	110085070	110094068	1	8999	16247.6886	1617.8404	816	SH3RF3		MIR4266	816	1
3_MACS_peak_14177_lociStitched	chr2	68989053	69003938	3	8988	22851.452	3008.2585	817	ARHGAP25		ARHGAP25	817	1
3_MACS_peak_7564_lociStitched	chr13	114863424	114877944	3	8980	23995.752	2143.152	818	RASA3		RASA3	818	1
5_MACS_peak_1678_lociStitched	chr1	155210190	155232861	5	8978	15513.7653	5087.3724	819	GBA,FAM189B,SCAMP3,CLK2	MIR92B,MTX1,HCN3,FDPS,MUC1,THBS3,GBAP1,PKLR	FAM189B	819	1
3_MACS_peak_15465_lociStitched	chr2	219148530	219160762	3	8973	15485.712	2300.8392	820	PNKD,TMBIM1	GPBAR1,PNKD,AAMP	TMBIM1	820	1
2_MACS_peak_20269_lociStitched	chr4	124330329	124341567	2	8962	12866.3862	1801.4514	821		SPRY1	SPRY1	821	1
2_MACS_peak_9041_lociStitched	chr15	75396680	75407277	2	8961	11294.2826	1706.117	822			PPCDC	822	1
4_MACS_peak_5571_lociStitched	chr12	6432289	6452176	4	8955	19548.921	3215.7279	823	PLEKHG6,TNFRSF1A	LTBR,SCNN1A	TNFRSF1A	823	1
2_MACS_peak_13321_lociStitched	chr19	49457407	49471955	2	8954	19839.1076	2137.1012	824	BAX,FTL,GYS1	DHDH,RUVBL2,LHB	FTL	824	1
2_MACS_peak_23302_lociStitched	chr6	106585455	106595710	2	8947	20763.2985	2371.9815	825		PRDM1	PRDM1	825	1
2_MACS_peak_22680_lociStitched	chr6	32156349	32165768	2	8936	26526.7297	1503.2724	826	PBX2,GPSM3,NOTCH4	PPT2,EGFL8,RNF5,RNF5P1,PRRT1,LOC100507547,AGPAT1,AGER	GPSM3	826	1
1_MACS_peak_15063_lociStitched	chr2	175456457	175465382	1	8926	45259.5675	2251.7775	827	WIPF1		WIPF1	827	1
4_MACS_peak_18472_lociStitched	chr3	121739744	121755810	4	8904	15129.3522	3057.3598	828	ILDR1	CD86	ILDR1	828	1
3_MACS_peak_10500_lociStitched	chr17	4268213	4281057	3	8902	14129.6844	2422.3784	829	UBE2G1		UBE2G1	829	1
3_MACS_peak_22706_lociStitched	chr6	33279711	33292868	3	8899	29248.011	2990.5861	830	TAPBP,ZBTB22,DAXX	RPS18,B3GALT4,PFDN6,VPS52,WDR46,RGL2,LYPLA2P1	ZBTB22	830	1
2_MACS_peak_2204_lociStitched	chr1	200850909	200864014	2	8895	23616.5205	2881.7895	831	C1orf106	GPR25	C1orf106	831	1
5_MACS_peak_24832_lociStitched	chr7	101376385	101398508	5	8883	10360.2009	2862.7162	832			CUX1	832	1
1_MACS_peak_2840_lociStitched	chr10	3845984	3854862	1	8879	39776.1034	2047.2668	833		KLF6	KLF6	833	1
2_MACS_peak_4487_lociStitched	chr11	44585889	44596925	2	8877	13792.7928	1767.9672	834	CD82		CD82	834	1
3_MACS_peak_5698_lociStitched	chr12	11974204	11990978	3	8869	14626.928	2750.936	835	ETV6		ETV6	835	1
4_MACS_peak_6266_lociStitched	chr12	58134983	58151011	4	8861	12766.302	2981.208	836	TSPAN31,MARCH9,AGAP2,CDK4	OS9,LOC100130776,FAM119B,TSFM,AGAP2,CYP27B1,METTL1	CDK4	836	1
4_MACS_peak_378_lociStitched	chr1	27152388	27167278	4	8851	12534.402	2468.762	837	ZDHHC18	PIGV,SFN,GPN2	ZDHHC18	837	1
1_MACS_peak_6514_lociStitched	chr12	92533229	92542075	1	8847	26684.8436	2071.7332	838	BTG1		BTG1	838	1
3_MACS_peak_12780_lociStitched	chr19	16180271	16198265	3	8847	27239.3172	2996.001	839	TPM4	FLJ25328,RAB8A,HSH2D	TPM4	839	1
1_MACS_peak_17024_lociStitched	chr22	27036821	27045652	1	8832	22430.74	1591.3462	840		CRYBA4,MIAT,CRYBB1	MIAT	840	1
1_MACS_peak_21778_lociStitched	chr5	140886309	140895137	1	8829	14997.8892	1396.5896	841	PCDHGB3,PCDHGB1,PCDHGA2,PCDHGA3,PCDHGA1,PCDHGB4,PCDHGB2,PCDHGA7,PCDHGA5,PCDHGA4,PCDHGA6,PCDHGA8,PCDHGB5,PCDHGA11,PCDHGA12,PCDHGA9,PCDHGC5,PCDHGA10,PCDHGC3,PCDHGB6,PCDHGC4,PCDHGB7,DIAPH1	PCDHGC4,PCDHGC5	PCDHGC5	841	1
1_MACS_peak_12653_lociStitched	chr19	11199250	11208070	1	8821	20052.27	2077.11	842	LDLR		LDLR	842	1
2_MACS_peak_2049_lociStitched	chr1	183439121	183451633	2	8821	28255.8496	4185.264	843	SMG7		SMG7	843	1
2_MACS_peak_677_lociStitched	chr1	43388706	43402949	2	8819	14036.4765	2493.9493	844	SLC2A1	FLJ32224	FLJ32224	844	1
2_MACS_peak_12939_lociStitched	chr19	28950799	28962490	2	8802	29371.2993	1948.8897	845			LOC148145	845	1
3_MACS_peak_28547_lociStitched	chrX	118815316	118828215	3	8792	13843.2068	1255.0727	846	SEPT6	MIR766	SEPT6	846	1
2_MACS_peak_367_lociStitched	chr1	26864445	26873429	2	8788	21548.124	1821.0568	847	RPS6KA1	MIR1976	RPS6KA1	847	1
2_MACS_peak_1751_lociStitched	chr1	157474815	157485489	2	8782	20865.5352	2827.5426	848	FCRL5		FCRL5	848	1
3_MACS_peak_12798_lociStitched	chr19	16545129	16561322	3	8781	15969.5366	2717.1854	849	EPS15L1	C19orf44,CALR3	EPS15L1	849	1
1_MACS_peak_3106_lociStitched	chr10	30988651	30997429	1	8779	61288.8738	1885.5144	850			LYZL2	850	1
2_MACS_peak_18470_lociStitched	chr3	121710316	121724344	2	8779	14422.1868	2098.5888	851	ILDR1	CD86	ILDR1	851	1
3_MACS_peak_5419_lociStitched	chr11	126172909	126189696	3	8771	13761.9826	3139.169	852	DCPS	FOXRED1,TIRAP,ST3GAL4,SRPR,FLJ39051	DCPS	852	1
2_MACS_peak_14712_lociStitched	chr2	127413301	127424376	2	8770	16136.275	1857.2775	853	GYPC		GYPC	853	1
2_MACS_peak_19248_lociStitched	chr3	193815313	193824104	2	8763	42428.8824	2775.3187	854		HES1	HES1	854	1
2_MACS_peak_6761_lociStitched	chr12	111105932	111116343	2	8757	15677.9249	1143.1278	855	HVCN1		HVCN1	855	1
2_MACS_peak_19122_lociStitched	chr3	183267880	183279004	2	8754	28341.7272	3195.9252	856	KLHL6		KLHL6	856	1
1_MACS_peak_18418_lociStitched	chr3	113459950	113468698	1	8749	19262.2212	2035.6596	857	ATP6V1A,NAA50	KIAA2018	NAA50	857	1
3_MACS_peak_4532_lociStitched	chr11	47413347	47431092	3	8747	16447.8405	2574.7995	858	SLC39A13	MYBPC3,SPI1,PSMC3,RAPSN	SLC39A13	858	1
1_MACS_peak_14145_lociStitched	chr2	66659608	66668353	1	8746	29625.4365	1695.6555	859	MEIS1		MEIS1	859	1
1_MACS_peak_9038_lociStitched	chr15	75333933	75342678	1	8746	59403.9105	2364.648	860	PPCDC	SCAMP5	PPCDC	860	1
3_MACS_peak_25426_lociStitched	chr8	2103617	2115529	3	8744	15031.7528	1821.3448	861			MYOM2	861	1
5_MACS_peak_28296_lociStitched	chrX	65220630	65237399	5	8741	6957.4581	1302.9513	862		MIR223,VSIG4	MIR223	862	1
2_MACS_peak_5646_lociStitched	chr12	9587519	9601988	2	8733	14659.9908	2341.0842	863	DDX12		DDX12	863	1
4_MACS_peak_9368_lociStitched	chr15	101790188	101807002	4	8733	15426.845	2781.0356	864	CHSY1	SELS,SNRPA1	CHSY1	864	1
2_MACS_peak_14036_lociStitched	chr2	60776160	60784895	2	8724	10551.88	1765.3435	865	BCL11A		BCL11A	865	1
2_MACS_peak_25201_lociStitched	chr7	137664812	137673722	2	8720	9612.108	2504.601	866	CREB3L2		CREB3L2	866	1
3_MACS_peak_20122_lociStitched	chr4	106545329	106560042	3	8720	11921.9439	2917.5879	867	ARHGEF38		INTS12	867	1
3_MACS_peak_4494_lociStitched	chr11	45040188	45055265	3	8694	21011.3072	2433.4278	868		LOC221122	LOC221122	868	1
2_MACS_peak_24023_lociStitched	chr7	7998859	8012502	2	8687	24845.2673	2944.1594	869	GLCCI1		GLCCI1	869	1
4_MACS_peak_22711_lociStitched	chr6	33377196	33396739	4	8682	12570.0576	3068.251	870	KIFC1,PHF1,SYNGAP1,CUTA	ZBTB9,LYPLA2P1	SYNGAP1	870	1
2_MACS_peak_19052_lociStitched	chr3	178677893	178690260	2	8681	28293.2226	2828.3329	871			ZMAT3	871	1
1_MACS_peak_6562_lociStitched	chr12	94595669	94604343	1	8675	42950.1784	1903.943	872	PLXNC1		PLXNC1	872	1
2_MACS_peak_25047_lociStitched	chr7	122822626	122832909	2	8667	25350.6799	2617.0235	873	SLC13A1		SLC13A1	873	1
4_MACS_peak_23289_lociStitched	chr6	105929703	105942577	4	8665	9062.0086	2037.9542	874			PREP	874	1
3_MACS_peak_2074_lociStitched	chr1	184526055	184538469	3	8661	9208.7052	2903.6346	875	C1orf21		C1orf21	875	1
3_MACS_peak_19893_lociStitched	chr4	78063148	78079982	3	8660	16483.8528	2900.4982	876	CCNG2		CCNG2	876	1
3_MACS_peak_7195_lociStitched	chr13	43617952	43630987	3	8658	15098.4405	1212.255	877	DNAJC15		DNAJC15	877	1
3_MACS_peak_9215_lociStitched	chr15	86744220	86759352	3	8654	18512.4888	2306.1168	878	AGBL1		AGBL1	878	1
2_MACS_peak_20140_lociStitched	chr4	108950578	108959281	2	8649	22458.9618	1775.412	879	HADH		HADH	879	1
3_MACS_peak_28123_lociStitched	chrX	45612385	45623235	3	8644	12570.81	1091.51	880		MIR221,MIR222	MIR222	880	1
3_MACS_peak_24402_lociStitched	chr7	47610066	47622476	3	8644	15124.067	1837.921	881		TNS3	TNS3	881	1
2_MACS_peak_25646_lociStitched	chr8	26428288	26437446	2	8633	18159.3982	2019.339	882	DPYSL2		DPYSL2	882	1
2_MACS_peak_23075_lociStitched	chr6	74224299	74234461	2	8629	25948.667	2504.933	883	EEF1A1		EEF1A1	883	1
1_MACS_peak_21113_lociStitched	chr5	61983693	61992318	1	8626	57213.9375	1819.0125	884			LRRC70	884	1
2_MACS_peak_2359_lociStitched	chr1	207995081	208006576	2	8626	22494.5655	3479.5365	885	LOC148696	MIR29C,MIR29B2	LOC148696	885	1
4_MACS_peak_22330_lociStitched	chr6	10403505	10427702	4	8608	15798.2213	3058.5008	886	LOC100130275,TFAP2A	C6orf218	TFAP2A	886	1
2_MACS_peak_9513_lociStitched	chr16	4554266	4568790	2	8606	22457.0088	2888.8236	887	HMOX2,C16orf5	LOC342346,NMRAL1	HMOX2	887	1
3_MACS_peak_7044_lociStitched	chr13	24367341	24382894	3	8605	11635.1993	1102.7077	888	MIPEP		PCOTH	888	1
1_MACS_peak_26379_lociStitched	chr8	126441036	126449629	1	8594	18711.2575	1946.3145	889	TRIB1		TRIB1	889	1
1_MACS_peak_16249_lociStitched	chr20	46038806	46047396	1	8591	34625.431	1894.954	890			ZMYND8	890	1
3_MACS_peak_20050_lociStitched	chr4	100729838	100743981	3	8586	13119.0468	3073.2739	891	DAPP1		DAPP1	891	1
2_MACS_peak_17147_lociStitched	chr22	36648138	36657110	2	8571	30967.7552	1767.484	892	APOL1	APOL4,APOL2	APOL1	892	1
3_MACS_peak_13902_lociStitched	chr2	44934704	44950590	3	8559	10451.3994	2109.6608	893	C2orf34		SIX3	893	1
1_MACS_peak_22781_lociStitched	chr6	36643296	36651849	1	8554	12669.5589	1485.6561	894	CDKN1A		CDKN1A	894	1
1_MACS_peak_20619_lociStitched	chr4	185300409	185308961	1	8553	98061.508	2505.736	895	IRF2		IRF2	895	1
4_MACS_peak_28365_lociStitched	chrX	75362430	75372293	4	8552	20240.8486	1322.6283	896		CXorf26	CXorf26	896	1
3_MACS_peak_6225_lociStitched	chr12	57022071	57031465	3	8548	17873.0244	2031.9222	897	BAZ2A	SNORD59B,SNORD59A,ATP5B	BAZ2A	897	1
2_MACS_peak_14339_lociStitched	chr2	86080201	86090866	2	8540	11558.727	1920.7665	898	ST3GAL5		ST3GAL5	898	1
2_MACS_peak_1731_lociStitched	chr1	156627034	156635929	2	8539	27672.345	2657.826	899	BCAN	HAPLN2,BCAN,NES,CRABP2	NES	899	1
4_MACS_peak_4191_lociStitched	chr11	6623720	6641224	4	8538	13350.3008	3010.688	900	ILK,RRP8,TAF10,TPP1	DCHS1	TAF10	900	1
2_MACS_peak_27174_lociStitched	chr9	93732030	93742589	2	8537	42233.8882	1897.4523	901			LOC100129316	901	1
1_MACS_peak_26299_lociStitched	chr8	118449952	118458487	1	8536	59737.3185	2208.0045	902			MED30	902	1
2_MACS_peak_6759_lociStitched	chr12	111075585	111087038	2	8536	12420.7785	979.2315	903	TCTN1,HVCN1		TCTN1	903	1
3_MACS_peak_26497_lociStitched	chr8	142126393	142140613	3	8526	19245.348	1885.572	904	DENND3		DENND3	904	1
4_MACS_peak_19737_lociStitched	chr4	57683045	57703284	4	8512	9536.6168	2649.2851	905	SPINK2		SPINK2	905	1
1_MACS_peak_17685_lociStitched	chr3	25871821	25880330	1	8510	18838.926	1840.4967	906		OXSM,NGLY1,LOC285326	LOC285326	906	1
1_MACS_peak_18446_lociStitched	chr3	119354613	119363119	1	8507	27206.441	1957.2306	907	POPDC2	PLA1A,COX17	POPDC2	907	1
2_MACS_peak_3803_lociStitched	chr10	104401199	104413027	2	8501	28918.2772	2192.9112	908	TRIM8		TRIM8	908	1
3_MACS_peak_21811_lociStitched	chr5	142592637	142610694	3	8498	12890.8923	2766.3324	909	ARHGAP26		NR3C1	909	1
3_MACS_peak_15910_lociStitched	chr20	19757519	19766429	3	8489	18643.284	1423.818	910			RIN2	910	1
2_MACS_peak_2266_lociStitched	chr1	203722245	203736137	2	8488	38358.5904	3504.9516	911	LAX1	SNORA77,ZC3H11A,ZBED6	LAX1	911	1
2_MACS_peak_25420_lociStitched	chr8	1990608	2000902	2	8477	27678.5072	1964.0952	912	MYOM2		MYOM2	912	1
3_MACS_peak_590_lociStitched	chr1	39657151	39672148	3	8473	16931.613	2501.4996	913	MACF1		MACF1	913	1
2_MACS_peak_10593_lociStitched	chr17	7736883	7748911	2	8471	15435.5324	2622.104	914	DNAH2,KDM6B	TMEM88,CYB5D1,CHD3,LSMD1	KDM6B	914	1
1_MACS_peak_16753_lociStitched	chr21	43478856	43487318	1	8463	108299.2146	3092.0148	915	UMODL1	C21orf121,UMODL1,ZNF295,C21orf128	UMODL1	915	1
2_MACS_peak_24924_lociStitched	chr7	106503721	106513592	2	8463	23775.2906	3095.5456	916	PIK3CG		PIK3CG	916	1
3_MACS_peak_9860_lociStitched	chr16	30379727	30394821	3	8459	16339.255	2985.5932	917	MYLPF,TBC1D10B,SEPT1	ZNF48,ZNF771,LOC595101,CD2BP2,DCTPP1	MYLPF	917	1
2_MACS_peak_7954_lociStitched	chr14	65813024	65825292	2	8437	10554.1604	1031.7388	918			FUT8	918	1
3_MACS_peak_3268_lociStitched	chr10	54236258	54249005	3	8433	9063.117	2220.5274	919			DKK1	919	1
2_MACS_peak_9589_lociStitched	chr16	11712314	11723874	2	8432	14826.856	1705.1	920		SNN,LITAF	LITAF	920	1
2_MACS_peak_26452_lociStitched	chr8	134221303	134233064	2	8426	26383.4513	1986.4329	921	WISP1		WISP1	921	1
3_MACS_peak_5435_lociStitched	chr11	128274142	128286510	3	8426	15425.3696	2274.4752	922			ETS1	922	1
2_MACS_peak_22571_lociStitched	chr6	27857468	27871782	2	8420	19192.2112	2819.858	923	HIST1H2BO,HIST1H3J,HIST1H2AM	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L,OR2B2	HIST1H2BO	923	1
1_MACS_peak_14801_lociStitched	chr2	135162404	135170811	1	8408	33105.9253	1894.0971	924	MGAT5	LOC151162	LOC151162	924	1
3_MACS_peak_5337_lociStitched	chr11	119591826	119600853	3	8408	10941.6267	1703.3949	925	PVRL1		PVRL1	925	1
3_MACS_peak_10879_lociStitched	chr17	32760107	32774810	3	8407	13447.3638	1931.9742	926			CCL1	926	1
3_MACS_peak_13527_lociStitched	chr2	8653421	8666878	3	8405	15658.5652	2093.9092	927			ID2	927	1
2_MACS_peak_13867_lociStitched	chr2	43354290	43363444	2	8401	28414.9314	1533.295	928			ZFP36L2	928	1
4_MACS_peak_15609_lociStitched	chr2	233939858	233952229	4	8397	10126.9006	1092.3593	929	INPP5D	NEU2	INPP5D	929	1
1_MACS_peak_20444_lociStitched	chr4	153580145	153588538	1	8394	20111.3066	1946.3367	930	TMEM154		TMEM154	930	1
3_MACS_peak_23232_lociStitched	chr6	91175856	91189452	3	8383	17283.2352	2433.684	931			MAP3K7	931	1
2_MACS_peak_11519_lociStitched	chr17	70376656	70389783	2	8381	12756.8186	2060.939	932			LOC100499467	932	1
2_MACS_peak_3579_lociStitched	chr10	83039372	83049850	2	8380	16369.7794	1410.3388	933			NRG3	933	1
1_MACS_peak_24100_lociStitched	chr7	20254597	20262975	1	8379	55215.209	2236.926	934	MACC1		MACC1	934	1
2_MACS_peak_25973_lociStitched	chr8	66857616	66866353	2	8372	20817.6499	1582.2707	935			DNAJC5B	935	1
2_MACS_peak_5476_lociStitched	chr11	130633216	130643346	2	8368	22131.011	1744.386	936			SNX19	936	1
2_MACS_peak_19011_lociStitched	chr3	176768649	176780706	2	8367	10406.3967	2771.9043	937	TBL1XR1		TBL1XR1	937	1
1_MACS_peak_17144_lociStitched	chr22	36551915	36560279	1	8365	30985.2744	1941.2844	938	APOL3	APOL4	APOL3	938	1
1_MACS_peak_10547_lociStitched	chr17	6062811	6071171	1	8361	28967.4	1843.38	939			WSCD1	939	1
3_MACS_peak_9674_lociStitched	chr16	17553930	17571212	3	8361	8675.564	2416.0236	940	XYLT1		XYLT1	940	1
3_MACS_peak_27151_lociStitched	chr9	92156290	92171816	3	8355	12296.592	2429.819	941		GADD45G	GADD45G	941	1
2_MACS_peak_13060_lociStitched	chr19	39338748	39349171	2	8353	24654.5642	2170.0686	942	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	942	1
1_MACS_peak_11087_lociStitched	chr17	40826801	40835149	1	8349	20697.1964	1577.772	943	CNTNAP1,PLEKHH3,CCR10	TUBG2	PLEKHH3	943	1
2_MACS_peak_10218_lociStitched	chr16	71876781	71889555	2	8347	14366.9178	2529.252	944	ATXN1L	KIAA0174,AP1G1,ZNF821	ATXN1L	944	1
2_MACS_peak_14334_lociStitched	chr2	85928107	85938385	2	8346	26771.1066	1837.7064	945		GNLY,ATOH8,SFTPB	GNLY	945	1
3_MACS_peak_5731_lociStitched	chr12	13317498	13334103	3	8346	17780.634	2734.8435	946		EMP1	EMP1	946	1
1_MACS_peak_23532_lociStitched	chr6	130002636	130010980	1	8345	31777.2896	1849.8648	947	ARHGAP18		ARHGAP18	947	1
4_MACS_peak_13928_lociStitched	chr2	46761597	46777481	4	8343	8729.8464	2736.8132	948	RHOQ	ATP6V1E2	RHOQ	948	1
1_MACS_peak_11150_lociStitched	chr17	43387496	43395834	1	8339	17623.1968	2095.3394	949	MAP3K14	LOC100133991,C17orf46	MAP3K14	949	1
3_MACS_peak_22689_lociStitched	chr6	32805230	32823398	3	8338	25060.9392	3441.0192	950	LOC100507463,PSMB9,TAP2,PSMB8,TAP1	PPP1R2P1,LOC100294145,HLA-DOB	PSMB8	950	1
1_MACS_peak_27552_lociStitched	chr9	128391334	128399667	1	8334	16731.8307	1669.0999	951	MAPKAP1		MAPKAP1	951	1
1_MACS_peak_13767_lociStitched	chr2	33716530	33724862	1	8333	31176.6776	1908.8612	952	RASGRP3	RASGRP3	RASGRP3	952	1
5_MACS_peak_10202_lociStitched	chr16	70826710	70850348	5	8323	11022.3994	3758.442	953	VAC14,HYDIN	LOC100130894	VAC14	953	1
2_MACS_peak_20732_lociStitched	chr5	1335201	1345990	2	8320	20554.1239	2155.6422	954	CLPTM1L	TERT	CLPTM1L	954	1
2_MACS_peak_22564_lociStitched	chr6	27774745	27784203	2	8316	18795.8834	2274.649	955	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2BL,HIST1H2AJ	HIST1H4J,HIST1H2BN,HIST1H2AL,HIST1H4K,HIST1H2AK	HIST1H3H	955	1
4_MACS_peak_27738_lociStitched	chr9	139431913	139445813	4	8313	13455.2	1964.07	956	NOTCH1		NOTCH1	956	1
3_MACS_peak_17025_lociStitched	chr22	27052941	27071091	3	8309	17064.63	3208.92	957	MIAT	CRYBA4,CRYBB1	MIAT	957	1
2_MACS_peak_93_lociStitched	chr1	8760544	8774240	2	8301	13626.1504	2228.3392	958	RERE		RERE	958	1
2_MACS_peak_23708_lociStitched	chr6	141472528	141481736	2	8294	15817.5024	1500.904	959			NMBR	959	1
2_MACS_peak_1378_lociStitched	chr1	120657835	120667085	2	8291	11387.675	2028.525	960		NOTCH2	NOTCH2	960	1
2_MACS_peak_25790_lociStitched	chr8	38792353	38802993	2	8289	33941.6	2024.792	961	PLEKHA2	HTRA4	HTRA4	961	1
3_MACS_peak_28401_lociStitched	chrX	78393576	78409927	3	8285	7732.3879	1432.3476	962		GPR174	GPR174	962	1
3_MACS_peak_18842_lociStitched	chr3	156845874	156855910	3	8280	18363.8728	2890.368	963		LOC100498859,LOC339894,CCNL1	LOC339894	963	1
