REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	KMS.12.BM.jin.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
1_MACS_peak_20081_lociStitched	chr3	53876355	53881092	1	4738	14684.7	800	1	IL17RB,CHDH	ACTR8,SELK	CHDH	800	1
2_MACS_peak_11627_lociStitched	chr17	36101467	36106214	2	4733	8994.6156	801	1	HNF1B		HNF1B	801	1
2_MACS_peak_12675_lociStitched	chr17	80827443	80832189	2	4730	18232.7082	802	1	TBCD	ZNF750	ZNF750	802	1
6_MACS_peak_24694_lociStitched	chr6	137081662	137087100	6	4729	10369.7222	803	1	MAP3K5		MAP3K5	803	1
3_MACS_peak_19719_lociStitched	chr3	31998241	32003109	3	4727	8113.0088	804	1	OSBPL10	ZNF860	ZNF860	804	1
3_MACS_peak_16843_lociStitched	chr2	216877483	216882482	3	4724	12881.9231	805	1	MREG		MREG	805	1
4_MACS_peak_25171_lociStitched	chr7	25989312	25994433	4	4724	16474.257	806	1	MIR148A		MIR148A	806	1
2_MACS_peak_23268_lociStitched	chr5	180668925	180674129	2	4721	9845.4476	807	1	GNB2L1,SNORD95	TRIM41,TRIM7,SNORD96A,TRIM52	GNB2L1	807	1
4_MACS_peak_16174_lociStitched	chr2	112206817	112211953	4	4718	8912.5008	808	1	LOC541471		LOC541471	808	1
2_MACS_peak_18724_lociStitched	chr22	24540110	24544993	2	4716	7046.169	809	1	CABIN1	SUSD2	SUSD2	809	1
3_MACS_peak_8693_lociStitched	chr15	28819798	28824620	3	4715	9467.5148	810	1			HERC2P9	810	1
3_MACS_peak_7179_lociStitched	chr13	28021364	28026453	3	4712	11486.3819	811	1	MTIF3	GTF3A	MTIF3	811	1
3_MACS_peak_27043_lociStitched	chr8	101504192	101508905	3	4705	26329.1745	812	1			ANKRD46	812	1
1_MACS_peak_2025_lociStitched	chr1	167596499	167601198	1	4700	23632.6807	813	1	RCSD1		RCSD1	813	1
1_MACS_peak_21829_lociStitched	chr4	144296480	144301177	1	4698	8621.3435	814	1	GAB1		GAB1	814	1
3_MACS_peak_17141_lociStitched	chr2	241503854	241509005	3	4697	14614.4172	815	1	RNPEPL1	DUSP28,CAPN10,GPR35,ANKMY1	RNPEPL1	815	1
1_MACS_peak_28140_lociStitched	chr9	112678383	112683078	1	4696	16635.7935	816	1	PALM2,PALM2-AKAP2		AKAP2	816	1
2_MACS_peak_21522_lociStitched	chr4	78738568	78743446	2	4689	11281.8384	817	1	CNOT6L	MRPL1	CNOT6L	817	1
1_MACS_peak_4723_lociStitched	chr11	65380598	65385284	1	4687	26393.4264	818	1	PCNXL3,MAP3K11	SSSCA1,FAM89B,EHBP1L1,SIPA1,KCNK7,RELA	PCNXL3	818	1
1_MACS_peak_27414_lociStitched	chr8	146101558	146106243	1	4686	31416.673	819	1	ZNF250	ZNF7,COMMD5	ZNF250	819	1
3_MACS_peak_6914_lociStitched	chr12	123382293	123387120	3	4685	10418.1141	820	1		VPS37B	VPS37B	820	1
2_MACS_peak_12716_lociStitched	chr18	2653379	2658243	2	4684	22915.2768	821	1	SMCHD1	LOC645158	SMCHD1	821	1
2_MACS_peak_28418_lociStitched	chr9	131901607	131906336	2	4673	11743.0528	822	1	PPP2R4	CRAT,IER5L	PPP2R4	822	1
2_MACS_peak_26549_lociStitched	chr8	22734236	22738909	2	4669	11625.4894	823	1	PEBP4		PEBP4	823	1
2_MACS_peak_4631_lociStitched	chr11	64005353	64010071	2	4662	14182.7798	824	1	VEGFB,FKBP2	FERMT3,NUDT22,DNAJC4,PLCB3,GPR137,KCNK4,TRPT1,PPP1R14B,BAD	FKBP2	824	1
5_MACS_peak_17971_lociStitched	chr20	55126645	55131767	5	4662	8972.7196	825	1		C20orf106,C20orf107,GCNT7	C20orf107	825	1
3_MACS_peak_9343_lociStitched	chr15	75078007	75083128	3	4661	7934.9895	826	1	CSK	CYP1A2,LMAN1L,CPLX3	CSK	826	1
2_MACS_peak_17024_lociStitched	chr2	234326749	234331417	2	4660	9627.2832	827	1	DGKD		DGKD	827	1
3_MACS_peak_21662_lociStitched	chr4	103746356	103751122	3	4651	21086.2138	828	1	UBE2D3	CISD2	UBE2D3	828	1
2_MACS_peak_15344_lociStitched	chr2	26465397	26470121	2	4650	14426.1512	829	1	HADHB,HADHA		HADHB	829	1
4_MACS_peak_10060_lociStitched	chr16	14699564	14704364	4	4650	16632	830	1	PARN	BFAR	PARN	830	1
1_MACS_peak_4739_lociStitched	chr11	65655262	65659909	1	4648	17645.5884	831	1	CCDC85B,FIBP,FOSL1	MUS81,CTSW,DRAP1,CFL1,EFEMP2,C11orf68	CCDC85B	831	1
1_MACS_peak_7566_lociStitched	chr13	114892577	114897223	1	4647	15566.423	832	1	RASA3		RASA3	832	1
2_MACS_peak_23004_lociStitched	chr5	156911734	156916414	2	4639	13871.052	833	1	ADAM19	NIPAL4	NIPAL4	833	1
1_MACS_peak_27746_lociStitched	chr9	66454607	66459237	1	4631	59300.577	834	1		LOC442421	LOC442421	834	1
1_MACS_peak_8002_lociStitched	chr14	64968248	64972874	1	4627	28508.6502	835	1	ZBTB1,ZBTB25	AKAP5,HSPA2,C14orf50	ZBTB25	835	1
4_MACS_peak_14246_lociStitched	chr19	29119502	29124861	4	4627	12204.0507	836	1			LOC148145	836	1
3_MACS_peak_25234_lociStitched	chr7	30358992	30364325	3	4625	9988.709	837	1	ZNRF2	MIR550A1,DKFZP586I1420,MIR550B1	MIR550B1	837	1
3_MACS_peak_3924_lociStitched	chr10	133840901	133845793	3	4622	12520.0956	838	1		BNIP3	BNIP3	838	1
4_MACS_peak_24897_lociStitched	chr6	158182571	158187587	4	4621	17413.044	839	1			SNX9	839	1
1_MACS_peak_27269_lociStitched	chr8	134704314	134708931	1	4618	19940.823	840	1			ST3GAL1	840	1
1_MACS_peak_20822_lociStitched	chr3	177074969	177079586	1	4618	21131.0856	841	1			TBL1XR1	841	1
1_MACS_peak_2391_lociStitched	chr1	206640562	206645178	1	4617	10274.7544	842	1	IKBKE	RASSF5	IKBKE	842	1
3_MACS_peak_5077_lociStitched	chr11	82771336	82775997	3	4609	16241.7206	843	1	RAB30	SNORA70E	RAB30	843	1
4_MACS_peak_18656_lociStitched	chr22	23197301	23202398	4	4606	8776.5243	844	1		MIR650,IGLL5	IGLL5	844	1
2_MACS_peak_24442_lociStitched	chr6	106202696	106207744	2	4603	17044.0672	845	1			PRDM1	845	1
3_MACS_peak_20625_lociStitched	chr3	141086718	141092004	3	4598	12780.4908	846	1	ZBTB38		ZBTB38	846	1
1_MACS_peak_23362_lociStitched	chr6	6609182	6613772	1	4591	15909.858	847	1	LY86,LY86-AS1		LY86-AS1	847	1
3_MACS_peak_5992_lociStitched	chr12	48210481	48215349	3	4591	12767.7904	848	1	HDAC7	SLC48A1	HDAC7	848	1
2_MACS_peak_3306_lociStitched	chr10	73484840	73489460	2	4588	12182.016	849	1	CDH23,C10orf105	C10orf105,C10orf54	C10orf105	849	1
3_MACS_peak_15442_lociStitched	chr2	37550313	37554970	3	4588	16187.732	850	1		QPCT,PRKD3	PRKD3	850	1
4_MACS_peak_18970_lociStitched	chr22	37637408	37642152	4	4586	13375.2336	851	1	RAC2	CYTH4,SSTR3	RAC2	851	1
1_MACS_peak_5394_lociStitched	chr11	122938417	122942995	1	4579	20665.092	852	1		HSPA8	HSPA8	852	1
2_MACS_peak_5073_lociStitched	chr11	82706867	82711442	2	4575	11518.935	853	1	RAB30	SNORA70E	SNORA70E	853	1
1_MACS_peak_7847_lociStitched	chr14	50548518	50553090	1	4573	18897.9048	854	1	C14orf183	C14orf138	C14orf183	854	1
2_MACS_peak_4671_lociStitched	chr11	64855982	64860592	2	4573	11034.035	855	1		SAC3D1,ZFPL1,C11orf2,TM7SF2,MRPL49,NAALADL1,CDCA5,ZNHIT2,FAU,SYVN1	C11orf2	855	1
2_MACS_peak_3938_lociStitched	chr10	133972353	133977064	2	4573	9105.8919	856	1	JAKMIP3	DPYSL4	DPYSL4	856	1
1_MACS_peak_24751_lociStitched	chr6	143264750	143269318	1	4569	32408.1328	857	1	HIVEP2		HIVEP2	857	1
3_MACS_peak_24661_lociStitched	chr6	134566125	134571151	3	4569	10198.7592	858	1	SGK1		SGK1	858	1
5_MACS_peak_12230_lociStitched	chr17	62346236	62350950	5	4565	8448.4308	859	1		TEX2	TEX2	859	1
3_MACS_peak_21938_lociStitched	chr4	185264366	185269582	3	4565	8854.16	860	1			ENPP6	860	1
2_MACS_peak_17904_lociStitched	chr20	51615583	51620455	2	4564	13191.9144	861	1	TSHZ2		TSHZ2	861	1
3_MACS_peak_2361_lociStitched	chr1	205447669	205452832	3	4562	15985.1643	862	1		CDK18,MIR135B	CDK18	862	1
2_MACS_peak_6990_lociStitched	chr12	127418419	127423029	2	4561	15716.412	863	1			LOC440117	863	1
5_MACS_peak_17110_lociStitched	chr2	240177182	240182590	5	4559	7434.3776	864	1	HDAC4	MIR4269	MIR4269	864	1
4_MACS_peak_19208_lociStitched	chr22	42425309	42430178	4	4558	16033.617	865	1		WBP2NL,FAM109B,C22orf32,NAGA	WBP2NL	865	1
2_MACS_peak_23939_lociStitched	chr6	35693416	35698013	2	4554	14068.6588	866	1	FKBP5,LOC285847	C6orf81,C6orf126,FKBP5	FKBP5	866	1
1_MACS_peak_5657_lociStitched	chr12	7059548	7064100	1	4553	8635.5992	867	1	PTPN6	LRRC23,ENO2,ATN1,C12orf57,MIR200C,MIR141,EMG1,SCARNA12,PHB2	PTPN6	867	1
4_MACS_peak_18917_lociStitched	chr22	36779956	36784829	4	4550	9589.0894	868	1	MYH9		MYH9	868	1
2_MACS_peak_25995_lociStitched	chr7	114568247	114573099	2	4549	12294.4828	869	1	MDFIC	MDFIC	MDFIC	869	1
1_MACS_peak_28036_lociStitched	chr9	99179053	99183596	1	4544	18684.9047	870	1	ZNF367	HABP4,SLC35D2	ZNF367	870	1
4_MACS_peak_4806_lociStitched	chr11	66884058	66888701	4	4539	11827.5782	871	1	KDM2A		KDM2A	871	1
4_MACS_peak_12777_lociStitched	chr18	10876494	10881747	4	4539	10530.1638	872	1	FAM38B		FAM38B	872	1
3_MACS_peak_560_lociStitched	chr1	25874211	25879019	3	4533	12967.6568	873	1	LDLRAP1		LDLRAP1	873	1
2_MACS_peak_24826_lociStitched	chr6	152076044	152080576	2	4527	11199.9316	874	1	ESR1	ESR1	ESR1	874	1
3_MACS_peak_6560_lociStitched	chr12	104850721	104855440	3	4525	9373.3497	875	1	CHST11		CHST11	875	1
2_MACS_peak_10177_lociStitched	chr16	27183199	27187766	2	4524	11345.3414	876	1		JMJD5	JMJD5	876	1
1_MACS_peak_9552_lociStitched	chr15	86231999	86236512	1	4514	13520.0454	877	1	AKAP13		AKAP13	877	1
2_MACS_peak_13141_lociStitched	chr18	60984188	60988868	2	4514	20972.016	878	1	BCL2	KDSR	BCL2	878	1
1_MACS_peak_23802_lociStitched	chr6	32157142	32161649	1	4508	15904.7523	879	1	PBX2,GPSM3	PPT2,EGFL8,RNF5,RNF5P1,PRRT1,LOC100507547,AGPAT1,AGER,NOTCH4	PBX2	879	1
3_MACS_peak_20634_lociStitched	chr3	141119108	141123940	3	4507	10866.6848	880	1	ZBTB38		ZBTB38	880	1
2_MACS_peak_61_lociStitched	chr1	1606137	1611036	2	4501	12324.9042	881	1	CDK11B,SLC35E2B	MMP23B,MMP23A,CDK11A	SLC35E2B	881	1
3_MACS_peak_19280_lociStitched	chr22	46438794	46443721	3	4497	9593.3617	882	1	LOC100271722	LOC730668,LOC150381,LOC400931,MIR3619,C22orf26	LOC100271722	882	1
1_MACS_peak_12041_lociStitched	chr17	48225515	48230006	1	4492	10792.3221	883	1	PPP1R9B	SGCA,SAMD14,HILS1,COL1A1	PPP1R9B	883	1
3_MACS_peak_18647_lociStitched	chr22	23161155	23165814	3	4483	9636.2097	884	1	MIR650		MIR650	884	1
3_MACS_peak_4898_lociStitched	chr11	69061605	69066431	3	4483	7702.7786	885	1	MYEOV		MYEOV	885	1
2_MACS_peak_3949_lociStitched	chr10	134114121	134118636	2	4482	8214.1395	886	1	STK32C	LRRC27	STK32C	886	1
